horse_name_odds,track_name,time,odds_live,win_probability,edge,ev,kelly_stake,action,jockey,trainer,rating
bluey bay,lingfield,1:20,100/1,0.015814219,0.019962812766525014,2.0162440894190263,2.0162440894190263,STRONG BET,James Best,Martin Keighley,-
knight templar,lingfield,1:20,33/1,0.015814219,0.00045203815965256383,0.015369297428187156,0.046573628570264106,BET,Harry Bannister,Richard J Bandey,-
arctic stream,lingfield,3:50,50/1,0.015682694,0.010137587228280013,0.5170169486422806,1.0340338972845613,STRONG BET,Ned Fox,Richard J Bandey,-
shifra,lingfield,1:20,200/1,0.014580414,0.02377825398742546,4.779429051472517,2.3897145257362586,STRONG BET,Sean Houlihan,Pat Phelan,-
blazing gaden,lingfield,1:20,150/1,0.01047765,0.018438374209243526,2.784194505595772,1.8561296703971817,STRONG BET,Finn Lambert,D J Jeffreys,-
fravanco,lingfield,1:20,100/1,0.0078359675,0.012782386416525014,1.2910210280690264,1.2910210280690264,STRONG BET,Marc Goldstein,Michael Madgwick,103
gone country,lingfield,1:20,100/1,0.0069437623,0.01197940173652501,1.209919575389026,1.209919575389026,STRONG BET,Tabitha Worsley,Nick Gifford,96
ganthorpe,wolverhampton (aw),8:00,20/1,0.09252534,0.051284764146487305,1.0769800470762334,5.0,STRONG BET,Billy Garritty,Michael & David Easterby,53
racing country,wolverhampton (aw),6:00,22/1,0.071709044,0.0366908844959697,0.8438903434073031,3.8358651973059232,STRONG BET,Paul Mulrennan,Damien Wingrove,41
trusty scout,wolverhampton (aw),6:00,18/1,0.054895777,0.012405626118166493,0.2357068962451634,1.3094827569175744,STRONG BET,Cam Hardie,Derek Shaw,54
electrocution,wolverhampton (aw),8:00,28/1,0.047560044,0.023952286744845258,0.6946163156005125,2.480772555716116,STRONG BET,Joey Haynes,Chelsea Banham,56
bondi man,wolverhampton (aw),6:00,25/1,0.045003746,0.017672838703996455,0.4594938063039078,1.8379752252156312,STRONG BET,Jason Hart,Sarah Hollinshead,57
port noir,wolverhampton (aw),6:00,20/1,0.04194862,0.005765716146487299,0.12108003907623321,0.6054001953811661,STRONG BET,Robert Havlin,Robert Stephens,59
she went whoosh,wolverhampton (aw),8:30,33/1,0.0401492,0.02235352105965257,0.7600197160281874,2.303090048570265,STRONG BET,Joey Haynes,Scott Dixon,57
lady margret,wolverhampton (aw),6:00,28/1,0.034113135,0.011850068644845266,0.34365199070051267,1.2273285382161168,STRONG BET,Gina Mangan,Tony Carroll,62
sorted,wolverhampton (aw),8:00,25/1,0.033987053,0.007757815003996457,0.20170319010390791,0.8068127604156317,STRONG BET,Jason Hart,Mark Loughnane,55
beauty choice,wolverhampton (aw),7:30,28/1,0.032759555,0.010631846644845261,0.3083235527005126,1.1011555453589736,STRONG BET,Joanna Mason,Michael & David Easterby,86
resalah,wolverhampton (aw),8:00,33/1,0.029856747,0.013090313359652557,0.44507065422818703,1.3486989522066273,STRONG BET,Jack Dace,Nikki Evans,66
jubilee time,wolverhampton (aw),6:30,33/1,0.027789097,0.011229428359652564,0.3818005642281872,1.1569714067520824,STRONG BET,Taylor Fisher,Mark Usher,-
exhibition match,wolverhampton (aw),6:30,50/1,0.02630527,0.019697905628280013,1.0045931870422806,2.0091863740845612,STRONG BET,Nicola Currie,Ollie Sangster,34
fuseboard,wolverhampton (aw),6:30,80/1,0.025936263,0.02662796345318924,2.1568650397083284,2.69608129963541,STRONG BET,Joey Haynes,Chelsea Banham,32
pomeriggio,wolverhampton (aw),5:30,50/1,0.02572473,0.01917541962828001,0.9779464010422805,1.955892802084561,STRONG BET,Jack Dace,Nikki Evans,57
anthropologist,wolverhampton (aw),7:30,33/1,0.024976864,0.008698418659652561,0.29574623442818715,0.896200710388446,STRONG BET,Dylan Hogan,Michael Herrington,87
