track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Magnetic North (IRE),Nicola Burns,4,Peter Fahey,5th,1/2 l,10,10-1v,63,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Unterberg (IRE),M W Hassett,0,Laura Hourigan,4th,1 1/2 l,6,9-7,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Cuckaloo Hill (IRE),K G Kennedy,2,P Nolan,3rd,1 3/4 l,3,8-9,62,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Theophilos (IRE),J J G Ryan,0,G Keane,2nd,4 l,6,10-0t,69,True,2,28
Naas Racing Results | 25th June 2025 19:10,2025-06-25,19:10,Good (Good To Firm In Places),1m 2f 84y,Miss Nifty (IRE),C Geerdharry,7,S Lavery,1st,N/A,3,8-7,60,True,2,28
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Love Of My Life (IRE),Adam Caffrey,0,Thomas Coyle,11th,1 1/2 l,4,9-13,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Rosemount (IRE),R P Cleary,0,T Cleary,10th,1 l,5,9-13,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Imnoaprilfool (IRE),W Joyce,3,M Mulvany,9th,10 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Queen Aethelflaed (IRE),J M Sheridan,0,E J O'Grady,8th,5 1/2 l,3,9-3t,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Gforcejenny (IRE),R Whearty,3,G P Cromwell,7th,1/2 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Guy's Girl (IRE),W J Lee,0,W McCreery,6th,3/4 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,De Boode (IRE),J J G Ryan,3,G M Lyons,5th,3/4 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Minaun View,S Foley,0,H De Bromhead,4th,Neck,3,9-3t1,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Chocalho,C T Keane,0,D K Weld,3rd,1/2 l,3,9-3,76,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Guarded (IRE),W M Lordan,0,A P O'Brien,2nd,5 l,3,9-3,80,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Luscious (IRE),G F Carroll,0,G M Lyons,1st,N/A,3,9-3,77,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Love Of My Life (IRE),Adam Caffrey,0,Thomas Coyle,11th,1 1/2 l,4,9-13,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Rosemount (IRE),R P Cleary,0,T Cleary,10th,1 l,5,9-13,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Imnoaprilfool (IRE),W Joyce,3,M Mulvany,9th,10 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Queen Aethelflaed (IRE),J M Sheridan,0,E J O'Grady,8th,5 1/2 l,3,9-3t,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Gforcejenny (IRE),R Whearty,3,G P Cromwell,7th,1/2 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Guy's Girl (IRE),W J Lee,0,W McCreery,6th,3/4 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,De Boode (IRE),J J G Ryan,3,G M Lyons,5th,3/4 l,3,9-3,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Minaun View,S Foley,0,H De Bromhead,4th,Neck,3,9-3t1,-,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Chocalho,C T Keane,0,D K Weld,3rd,1/2 l,3,9-3,76,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Guarded (IRE),W M Lordan,0,A P O'Brien,2nd,5 l,3,9-3,80,True,2,29
Naas Racing Results | 25th June 2025 19:40,2025-06-25,19:40,Good (Good To Firm In Places),1m,Luscious (IRE),G F Carroll,0,G M Lyons,1st,N/A,3,9-3,77,True,2,29
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Jordan Breeze (IRE),D P McDonogh,0,P J Flynn,9th,20 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Angels Instead (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,8th,4 3/4 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Cowzer Soze (IRE),J A Heffernan,0,A Slattery,7th,Nose,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Surf On Jamie (IRE),R M Mulligan,7,Paul Mulligan,6th,Neck,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Lahore Da King (IRE),I Khan,7,A Mullins,5th,1 1/4 l,3,9-8t1,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Launch Time,R C Colgan,0,Cian Hughes,4th,1 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Limbocall (IRE),C T Keane,0,M O'Callaghan,3rd,11 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Standard Deviation (IRE),W J Lee,0,P Twomey,2nd,1/2 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Esherann (FR),C D Hayes,0,D K Weld,1st,N/A,3,9-8p1,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Jordan Breeze (IRE),D P McDonogh,0,P J Flynn,9th,20 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Angels Instead (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,8th,4 3/4 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Cowzer Soze (IRE),J A Heffernan,0,A Slattery,7th,Nose,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Surf On Jamie (IRE),R M Mulligan,7,Paul Mulligan,6th,Neck,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Lahore Da King (IRE),I Khan,7,A Mullins,5th,1 1/4 l,3,9-8t1,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Launch Time,R C Colgan,0,Cian Hughes,4th,1 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Limbocall (IRE),C T Keane,0,M O'Callaghan,3rd,11 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Standard Deviation (IRE),W J Lee,0,P Twomey,2nd,1/2 l,3,9-8,-,True,2,30
Naas Racing Results | 25th June 2025 20:10,2025-06-25,20:10,Good (Good To Firm In Places)  (Turf),1m,Esherann (FR),C D Hayes,0,D K Weld,1st,N/A,3,9-8p1,-,True,2,30
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Theroadtoserfdom (IRE),L T McAteer,0,B W Duke,11th,12 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Annestown (IRE),W J Lee,0,H De Bromhead,10th,3 1/4 l,2,9-2,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Cape Cod (IRE),W M Lordan,0,A P O'Brien,9th,1 1/2 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Starred (IRE),D P McDonogh,0,J P O'Brien,8th,1 1/2 l,2,9-7t1,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Ennoble (IRE),D McMonagle,0,J P O'Brien,7th,Head,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,She's Too Kool (IRE),J J G Ryan,3,C O'Connell,6th,1/2 l,2,9-2,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Kensington Lane (IRE),G M Ryan,0,Donnacha O'Brien,5th,Neck,2,9-2,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Fresh Fade (IRE),R P Whelan,0,M O'Callaghan,4th,1 1/4 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Bobby Mcgee,C D Hayes,0,N Meade,3rd,1 1/2 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Puerto Rico (IRE),R L Moore,0,A P O'Brien,2nd,Neck,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Learntodiscover,C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Theroadtoserfdom (IRE),L T McAteer,0,B W Duke,11th,12 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Annestown (IRE),W J Lee,0,H De Bromhead,10th,3 1/4 l,2,9-2,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Cape Cod (IRE),W M Lordan,0,A P O'Brien,9th,1 1/2 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Starred (IRE),D P McDonogh,0,J P O'Brien,8th,1 1/2 l,2,9-7t1,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Ennoble (IRE),D McMonagle,0,J P O'Brien,7th,Head,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,She's Too Kool (IRE),J J G Ryan,3,C O'Connell,6th,1/2 l,2,9-2,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Kensington Lane (IRE),G M Ryan,0,Donnacha O'Brien,5th,Neck,2,9-2,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Fresh Fade (IRE),R P Whelan,0,M O'Callaghan,4th,1 1/4 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Bobby Mcgee,C D Hayes,0,N Meade,3rd,1 1/2 l,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Puerto Rico (IRE),R L Moore,0,A P O'Brien,2nd,Neck,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 16:50,2025-06-27,16:50,Good (Good To Yielding In Places),6f,Learntodiscover,C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,2,31
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Zheleznaya Dama (USA),J A Heffernan,0,B W Duke,13th,31 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Imnotleavinyou (IRE),W Joyce,3,M Mulvany,12th,1 1/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Dunleer Dancer (IRE),R P Cleary,0,D Kinsella,11th,4 1/2 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Princess Sioux (IRE),L T McAteer,0,J M Barrett,10th,3 3/4 l,2,9-2h1,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Minerva (IRE),R L Moore,0,A P O'Brien,9th,2 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Hasita (IRE),B M Coen,0,J P Murtagh,8th,Head,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Celestial Siren (IRE),G F Carroll,0,A Oliver,7th,Short Head,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Queen Of Hawaii (IRE),D McMonagle,0,J P O'Brien,6th,1 1/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Phenomenal Filly (IRE),W J Lee,0,P Twomey,5th,1 1/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Bofa Beach,S Foley,0,Mrs J Harrington,4th,3/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Justiciar (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Cape Sounion (IRE),G M Ryan,0,Donnacha O'Brien,2nd,3/4 l,2,9-2h1,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Composing (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Zheleznaya Dama (USA),J A Heffernan,0,B W Duke,13th,31 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Imnotleavinyou (IRE),W Joyce,3,M Mulvany,12th,1 1/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Dunleer Dancer (IRE),R P Cleary,0,D Kinsella,11th,4 1/2 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Princess Sioux (IRE),L T McAteer,0,J M Barrett,10th,3 3/4 l,2,9-2h1,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Minerva (IRE),R L Moore,0,A P O'Brien,9th,2 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Hasita (IRE),B M Coen,0,J P Murtagh,8th,Head,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Celestial Siren (IRE),G F Carroll,0,A Oliver,7th,Short Head,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Queen Of Hawaii (IRE),D McMonagle,0,J P O'Brien,6th,1 1/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Phenomenal Filly (IRE),W J Lee,0,P Twomey,5th,1 1/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Bofa Beach,S Foley,0,Mrs J Harrington,4th,3/4 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Justiciar (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Cape Sounion (IRE),G M Ryan,0,Donnacha O'Brien,2nd,3/4 l,2,9-2h1,-,True,2,32
Curragh Racing Results | 27th June 2025 17:20,2025-06-27,17:20,Good (Good To Yielding In Places),7f,Composing (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,2,32
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Dark Viper,S Foley,0,Mrs J Harrington,NR,N/A,4,8-12p,74,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Follow Me (FR),D McMonagle,0,R O'Sullivan,15th,2 l,4,10-3,93,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Kilt (IRE),W M Lordan,0,N Lupini,14th,1/2 l,4,10-0,90,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Ribchestina (IRE),J A Powell,3,M O'Callaghan,13th,3/4 l,4,9-0h1,76,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Hopes Are High (IRE),N G McCullagh,0,J J Murphy,12th,Head,3,8-7,76,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Monotone (IRE),D P McDonogh,0,J S Bolger,11th,1/2 l,3,8-11tp1,82,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Green Icon (FR),K G Kennedy,5,D Hogan,10th,1 1/2 l,3,8-7,76,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Mehman,C D Hayes,0,Gerard O'Leary,9th,1 l,6,9-3,79,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Mercurial (IRE),J A Heffernan,0,J Nallen,8th,Head,6,8-12p,74,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Four Blondes (IRE),D W O'Connor,0,R O'Sullivan,7th,1/2 l,4,9-7h,83,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Genesis (IRE),R P Cleary,0,Alan McIntyre,6th,1/2 l,4,8-9t,71,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Goldrush Kid (IRE),W Joyce,3,P Magee,4th,Head,4,8-9tp,71,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Secret Magician (IRE),M W Hassett,3,M Hassett,4th,Dead Heat,6,8-7tb,68,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Blues Emperor (IRE),B M Coen,0,J P Murtagh,3rd,Neck,6,9-13p,89,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Exquisite Acclaim (IRE),Adam Caffrey,0,A McGuinness,2nd,2 3/4 l,6,9-6p,82,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Quadruple,C T Keane,0,G M Lyons,1st,N/A,4,9-10p1,86,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Dark Viper,S Foley,0,Mrs J Harrington,NR,N/A,4,8-12p,74,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Follow Me (FR),D McMonagle,0,R O'Sullivan,15th,2 l,4,10-3,93,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Kilt (IRE),W M Lordan,0,N Lupini,14th,1/2 l,4,10-0,90,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Ribchestina (IRE),J A Powell,3,M O'Callaghan,13th,3/4 l,4,9-0h1,76,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Hopes Are High (IRE),N G McCullagh,0,J J Murphy,12th,Head,3,8-7,76,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Monotone (IRE),D P McDonogh,0,J S Bolger,11th,1/2 l,3,8-11tp1,82,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Green Icon (FR),K G Kennedy,5,D Hogan,10th,1 1/2 l,3,8-7,76,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Mehman,C D Hayes,0,Gerard O'Leary,9th,1 l,6,9-3,79,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Mercurial (IRE),J A Heffernan,0,J Nallen,8th,Head,6,8-12p,74,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Four Blondes (IRE),D W O'Connor,0,R O'Sullivan,7th,1/2 l,4,9-7h,83,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Genesis (IRE),R P Cleary,0,Alan McIntyre,6th,1/2 l,4,8-9t,71,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Goldrush Kid (IRE),W Joyce,3,P Magee,4th,Head,4,8-9tp,71,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Secret Magician (IRE),M W Hassett,3,M Hassett,4th,Dead Heat,6,8-7tb,68,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Blues Emperor (IRE),B M Coen,0,J P Murtagh,3rd,Neck,6,9-13p,89,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Exquisite Acclaim (IRE),Adam Caffrey,0,A McGuinness,2nd,2 3/4 l,6,9-6p,82,True,2,33
Curragh Racing Results | 27th June 2025 17:50,2025-06-27,17:50,Good (Good To Yielding In Places),7f,Quadruple,C T Keane,0,G M Lyons,1st,N/A,4,9-10p1,86,True,2,33
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Boomtown Lad (IRE),M P Sheehy,0,M G Quinn,14th,7 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Who's Listening (IRE),Neve Bennett,7,John O'Donoghue,13th,25 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Royal Belief (IRE),N M Crosse,0,John O'Donoghue,12th,8 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Fixation (IRE),R P Whelan,0,N Stokes,11th,1 3/4 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Tickling (IRE),J J G Ryan,3,M A Molloy,10th,1 3/4 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Ithacan Queen (IRE),W M Lordan,0,H De Bromhead,9th,1/2 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Among The Pines (IRE),J Cleary,5,M C Grassick,8th,1 3/4 l,4,10-4t1,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Boogie Inthejungle,G F Carroll,0,G P Cromwell,7th,2 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Plaza Athenee,C T Keane,0,J J Murphy,6th,1 1/2 l,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Barbizon (IRE),S Foley,0,J J Murphy,5th,2 1/2 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Pretty Omagh Girl (IRE),B M Coen,0,A Oliver,4th,Neck,3,9-3,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Dawn Coming (IRE),D P McDonogh,0,J S Bolger,3rd,1 1/4 l,3,9-8,-,True,2,34
Curragh Racing Results | 27th June 2025 18:20,2025-06-27,18:20,Good (Good To Yielding In Places),1m,Made U Blush,W J Lee,0,W McCreery,2nd,5 l,3,9-3v1,77,True,2,34
