track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Jungle Cove (IRE),Susan Salter,0,Mrs J Harrington,10th,2 1/4 l,8,12-6,79,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Jazzy Rock (IRE),Nicole Groyer,0,Francis Casey,9th,3 3/4 l,6,11-9,48,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Fascinating Shadow (IRE),Lydia Dodd,0,J J Hanlon,8th,1 3/4 l,7,12-0t,57,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Red Ball Of Fire (IRE),Lydia Rogers,0,M M McNiff,7th,1/2 l,8,11-9,54,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,San Andreas (IRE),Robin De Pelsmaeker,0,J P O'Brien,6th,2 3/4 l,9,12-9,83,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Duke Of Leggagh (IRE),Madison Clancy,0,M Mulvany,5th,4 1/4 l,5,12-9t,71,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Chortal,Chloe Kirwan,0,G Elliott,4th,Neck,4,12-3t,74,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Relevant Range (IRE),Clive Ryan,0,G Scott,3rd,5 1/2 l,6,12-3,56,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Solar Breeze (IRE),Alisha Mccormack,0,Daniel McLoughlin,2nd,1 1/2 l,6,11-9,74,True,2,38
Curragh Racing Results | 27th June 2025 20:30,2025-06-27,20:30,Good (Good To Yielding In Places),1m 4f,Prairie Dancer (IRE),Mohammed Al Attiyah,0,J P O'Brien,1st,N/A,7,12-6,86,True,2,38
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,The Holy Apostle (IRE),L T McAteer,0,B W Duke,13th,7 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Swinging The World (IRE),R Coakley,0,J Davison,12th,1 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Palace Tyne (IRE),J J G Ryan,3,J Davison,11th,4 3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Mr Vettori (IRE),S Foley,0,Mrs J Harrington,10th,1 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Hamiyan (FR),C D Hayes,0,D K Weld,9th,3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,All Hail (IRE),W J Lee,0,A Oliver,8th,2 1/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,New Zealand (IRE),R P Whelan,0,A P O'Brien,7th,3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Jordi Bear (IRE),J A Heffernan,0,J A Stack,6th,Short Head,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,South Island (IRE),G M Ryan,0,Donnacha O'Brien,5th,1/2 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Unbreakable Duke (IRE),K J Leonard,0,D Dias,4th,2 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Al Haarith (IRE),D McMonagle,0,J P O'Brien,3rd,2 3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Benvenuto Cellini (IRE),W M Lordan,0,A P O'Brien,2nd,1 1/2 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Dorset (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,The Holy Apostle (IRE),L T McAteer,0,B W Duke,13th,7 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Swinging The World (IRE),R Coakley,0,J Davison,12th,1 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Palace Tyne (IRE),J J G Ryan,3,J Davison,11th,4 3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Mr Vettori (IRE),S Foley,0,Mrs J Harrington,10th,1 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Hamiyan (FR),C D Hayes,0,D K Weld,9th,3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,All Hail (IRE),W J Lee,0,A Oliver,8th,2 1/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,New Zealand (IRE),R P Whelan,0,A P O'Brien,7th,3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Jordi Bear (IRE),J A Heffernan,0,J A Stack,6th,Short Head,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,South Island (IRE),G M Ryan,0,Donnacha O'Brien,5th,1/2 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Unbreakable Duke (IRE),K J Leonard,0,D Dias,4th,2 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Al Haarith (IRE),D McMonagle,0,J P O'Brien,3rd,2 3/4 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Benvenuto Cellini (IRE),W M Lordan,0,A P O'Brien,2nd,1 1/2 l,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:15,2025-06-28,13:15,Good  (Turf),7f,Dorset (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-5,-,True,2,39
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Leblon Queen (IRE),C D Hayes,0,A Murray,6th,1/2 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Artista (IRE),D McMonagle,0,Ollie Sangster,5th,8 l,2,9-2,76,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Luna Mia,R P Whelan,0,M O'Callaghan,4th,2 1/2 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Skydance,W J Lee,0,W McCreery,3rd,1 1/4 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Lady Iman (IRE),C T Keane,0,G M Lyons,2nd,2 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Beautify (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Leblon Queen (IRE),C D Hayes,0,A Murray,6th,1/2 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Artista (IRE),D McMonagle,0,Ollie Sangster,5th,8 l,2,9-2,76,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Luna Mia,R P Whelan,0,M O'Callaghan,4th,2 1/2 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Skydance,W J Lee,0,W McCreery,3rd,1 1/4 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Lady Iman (IRE),C T Keane,0,G M Lyons,2nd,2 l,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 13:45,2025-06-28,13:45,Good,6f,Beautify (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,2,40
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Killourney Reigns (IRE),B M Coen,0,J P Murtagh,5th,1 1/4 l,2,9-5,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,She's Too Kool (IRE),R P Cleary,0,C O'Connell,4th,Neck,2,9-2,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Stop The Nation (IRE),J J G Ryan,0,J Davison,3rd,3 1/4 l,2,9-5,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Flushing Meadows (USA),R L Moore,0,A P O'Brien,2nd,Short Head,2,9-5,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Suzie Songs (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Killourney Reigns (IRE),B M Coen,0,J P Murtagh,5th,1 1/4 l,2,9-5,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,She's Too Kool (IRE),R P Cleary,0,C O'Connell,4th,Neck,2,9-2,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Stop The Nation (IRE),J J G Ryan,0,J Davison,3rd,3 1/4 l,2,9-5,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Flushing Meadows (USA),R L Moore,0,A P O'Brien,2nd,Short Head,2,9-5,-,True,2,41
Curragh Racing Results | 28th June 2025 14:20,2025-06-28,14:20,Good,6f 63y,Suzie Songs (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,2,41
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Roosevelt,W M Lordan,0,A P O'Brien,6th,15 l,3,8-11t,90,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Gotomylovely (IRE),J A Heffernan,0,J A Stack,5th,14 l,3,8-8,97,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Elizabeth Jane (IRE),C D Hayes,0,D K Weld,4th,1/2 l,4,9-6,105,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Deepone,W J Lee,0,P Twomey,3rd,1/2 l,4,9-9,107,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Layfayette (IRE),C T Keane,0,N Meade,2nd,3 1/4 l,8,9-9tp,101,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Trustyourinstinct (IRE),D McMonagle,0,J P O'Brien,1st,N/A,5,9-12,110,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Roosevelt,W M Lordan,0,A P O'Brien,6th,15 l,3,8-11t,90,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Gotomylovely (IRE),J A Heffernan,0,J A Stack,5th,14 l,3,8-8,97,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Elizabeth Jane (IRE),C D Hayes,0,D K Weld,4th,1/2 l,4,9-6,105,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Deepone,W J Lee,0,P Twomey,3rd,1/2 l,4,9-9,107,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Layfayette (IRE),C T Keane,0,N Meade,2nd,3 1/4 l,8,9-9tp,101,True,2,42
Curragh Racing Results | 28th June 2025 14:55,2025-06-28,14:55,Good,1m 2f,Trustyourinstinct (IRE),D McMonagle,0,J P O'Brien,1st,N/A,5,9-12,110,True,2,42
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Magical Hope,W J Lee,0,P Twomey,7th,2 l,4,9-12,103,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Higher Leaves (IRE),S Foley,0,H De Bromhead,6th,2 l,4,9-12,109,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Jancis (IRE),B M Coen,0,W McCreery,5th,4 1/4 l,4,9-12,105,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Wemightakedlongway (IRE),D McMonagle,0,J P O'Brien,4th,Neck,3,9-0,106,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Survie (IRE),S Pasquier,0,Nicolas Clement & Flo Hermans,3rd,1 3/4 l,4,9-12,112,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Kalpana,C T Keane,0,A M Balding,2nd,1 1/4 l,4,9-12,118,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Whirl (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-0,113,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Magical Hope,W J Lee,0,P Twomey,7th,2 l,4,9-12,103,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Higher Leaves (IRE),S Foley,0,H De Bromhead,6th,2 l,4,9-12,109,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Jancis (IRE),B M Coen,0,W McCreery,5th,4 1/4 l,4,9-12,105,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Wemightakedlongway (IRE),D McMonagle,0,J P O'Brien,4th,Neck,3,9-0,106,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Survie (IRE),S Pasquier,0,Nicolas Clement & Flo Hermans,3rd,1 3/4 l,4,9-12,112,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Kalpana,C T Keane,0,A M Balding,2nd,1 1/4 l,4,9-12,118,True,2,43
Curragh Racing Results | 28th June 2025 15:30,2025-06-28,15:30,Good,1m 2f,Whirl (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-0,113,True,2,43
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Secret World (IRE),C J Worrell,7,Gerard O'Leary,RR,N/A,4,9-6p,72,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Moonlit Mist (IRE),Neve Bennett,7,D H Kelly,13th,1 1/4 l,5,9-6,72,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Tatateo (IRE),Miss J Townend,0,D Hogan,12th,1 1/4 l,4,9-11t,77,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Longbourn (IRE),Sorcha Woods,7,R O'Sullivan,11th,Neck,9,11-1t,95,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Desert Friend (IRE),Miss H M Smullen,7,Mrs D Foster,10th,3/4 l,9,9-0,66,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Solomon,Sadhbh Tormey,7,P Sweeney,9th,Neck,4,9-12h,78,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Hemight (IRE),Sylvia O'Donnell,7,P F O'Donnell,8th,Short Head,4,9-1,67,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Breathe Again (IRE),R Donaghue-Leahy,7,S Lavery,7th,Neck,4,8-12,64,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Loingseoir (IRE),Gabriella Hill,7,M C Grassick,6th,1/2 l,9,9-2t,68,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Fiver Friday (IRE),Miss S A Carter,7,Paul Traynor,5th,Nose,5,10-2,82,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,The Real Screamer (IRE),Miss A B O'Connor,3,P W Flynn,4th,1 1/4 l,4,9-11,77,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Final Voyage (IRE),Miss G Benson,7,J P Murtagh,3rd,3/4 l,7,10-9,89,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Bear Profit (IRE),Nicola Burns,7,Gerard O'Leary,2nd,1 3/4 l,6,10-5,85,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Masoun (FR),Elizabeth Gale,7,J P O'Brien,1st,N/A,4,10-13t,93,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Secret World (IRE),C J Worrell,7,Gerard O'Leary,RR,N/A,4,9-6p,72,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Moonlit Mist (IRE),Neve Bennett,7,D H Kelly,13th,1 1/4 l,5,9-6,72,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Tatateo (IRE),Miss J Townend,0,D Hogan,12th,1 1/4 l,4,9-11t,77,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Longbourn (IRE),Sorcha Woods,7,R O'Sullivan,11th,Neck,9,11-1t,95,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Desert Friend (IRE),Miss H M Smullen,7,Mrs D Foster,10th,3/4 l,9,9-0,66,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Solomon,Sadhbh Tormey,7,P Sweeney,9th,Neck,4,9-12h,78,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Hemight (IRE),Sylvia O'Donnell,7,P F O'Donnell,8th,Short Head,4,9-1,67,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Breathe Again (IRE),R Donaghue-Leahy,7,S Lavery,7th,Neck,4,8-12,64,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Loingseoir (IRE),Gabriella Hill,7,M C Grassick,6th,1/2 l,9,9-2t,68,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Fiver Friday (IRE),Miss S A Carter,7,Paul Traynor,5th,Nose,5,10-2,82,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,The Real Screamer (IRE),Miss A B O'Connor,3,P W Flynn,4th,1 1/4 l,4,9-11,77,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Final Voyage (IRE),Miss G Benson,7,J P Murtagh,3rd,3/4 l,7,10-9,89,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Bear Profit (IRE),Nicola Burns,7,Gerard O'Leary,2nd,1 3/4 l,6,10-5,85,True,2,44
Curragh Racing Results | 28th June 2025 16:05,2025-06-28,16:05,Good,1m 2f,Masoun (FR),Elizabeth Gale,7,J P O'Brien,1st,N/A,4,10-13t,93,True,2,44
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Manhattan Chute (IRE),W M Lordan,0,M O'Callaghan,13th,3 l,3,8-8tb1,74,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Jon Riggens (IRE),J J G Ryan,3,E Lynam,12th,4 1/2 l,7,9-9t,82,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Gordon Bennett (IRE),N G McCullagh,0,R Brabazon,11th,Short Head,7,8-11,70,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Never Shout Never (IRE),J Kearney,3,Stephen Thorne,10th,Head,5,9-2t,75,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Verified (IRE),R M Mulligan,7,Charles Weld,9th,Neck,4,8-7p,65,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Tawaazon (IRE),K G Kennedy,5,J A Kinsella,8th,Nose,7,8-9tb,68,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Collective Power (IRE),C T Keane,0,E Lynam,7th,Neck,7,9-9,82,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Saturn Seven (IRE),C D Hayes,0,E Lynam,6th,Short Head,5,8-12,71,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Cold Hearted (IRE),S Foley,0,Mrs J Harrington,5th,1 l,3,8-13p,79,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Brigid's Cloak,P McGettigan,7,J P Murtagh,4th,1 l,3,9-5p,85,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Back Down Under (IRE),L F Roche,0,P Roche,3rd,1/2 l,4,9-6,79,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Rappell (IRE),D McMonagle,0,P W Flynn,2nd,1/2 l,4,8-11b1,70,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Daamberdiplomat (IRE),B M Coen,0,J P Murtagh,1st,N/A,5,10-0p1,87,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Manhattan Chute (IRE),W M Lordan,0,M O'Callaghan,13th,3 l,3,8-8tb1,74,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Jon Riggens (IRE),J J G Ryan,3,E Lynam,12th,4 1/2 l,7,9-9t,82,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Gordon Bennett (IRE),N G McCullagh,0,R Brabazon,11th,Short Head,7,8-11,70,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Never Shout Never (IRE),J Kearney,3,Stephen Thorne,10th,Head,5,9-2t,75,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Verified (IRE),R M Mulligan,7,Charles Weld,9th,Neck,4,8-7p,65,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Tawaazon (IRE),K G Kennedy,5,J A Kinsella,8th,Nose,7,8-9tb,68,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Collective Power (IRE),C T Keane,0,E Lynam,7th,Neck,7,9-9,82,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Saturn Seven (IRE),C D Hayes,0,E Lynam,6th,Short Head,5,8-12,71,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Cold Hearted (IRE),S Foley,0,Mrs J Harrington,5th,1 l,3,8-13p,79,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Brigid's Cloak,P McGettigan,7,J P Murtagh,4th,1 l,3,9-5p,85,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Back Down Under (IRE),L F Roche,0,P Roche,3rd,1/2 l,4,9-6,79,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Rappell (IRE),D McMonagle,0,P W Flynn,2nd,1/2 l,4,8-11b1,70,True,2,45
Curragh Racing Results | 28th June 2025 16:40,2025-06-28,16:40,Good,6f,Daamberdiplomat (IRE),B M Coen,0,J P Murtagh,1st,N/A,5,10-0p1,87,True,2,45
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Describe,D W O'Connor,0,J C McConnell,17th,18 l,3,9-8,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Lady Crossing (IRE),G M Ryan,0,W J Fitzpatrick,16th,2 l,3,9-3,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Mise Freisin (IRE),C D Hayes,0,T Mullins,15th,1 1/2 l,3,9-3,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Angel Of Promise (IRE),J M Sheridan,0,E Lynam,14th,1/2 l,3,9-3,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Grown Ups (IRE),R M Mulligan,7,C O'Connell,13th,1 1/4 l,3,9-3,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Radient Man (IRE),S Foley,0,J J Murphy,12th,2 1/4 l,3,9-8,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Suerte (IRE),R P Cleary,0,S Lavery,11th,2 l,3,9-3,73,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Naples (IRE),W J Lee,0,P Twomey,10th,Neck,3,9-8,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Colter Bay (FR),A Browne-Souza,10,W P Browne,9th,1 1/4 l,3,9-8,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Best Suggestion (IRE),G F Carroll,0,A Oliver,8th,Neck,3,9-8p1,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Dreaminthejungle (IRE),J J G Ryan,3,C O'Connell,7th,1 3/4 l,3,9-8,-,True,2,46
Curragh Racing Results | 28th June 2025 17:15,2025-06-28,17:15,Good,6f,Stella Alpina (IRE),N M Crosse,0,W McCreery,6th,Short Head,3,9-3,77,True,2,46
