track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Kottayam (IRE),C. Horgan,7,John Queally,11th,1 l,8,10-0,63,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Camino Mission (IRE),Wesley Joyce,5,Seamus Fahey,10th,1/2 l,5,8-12,47,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Astrophysicist,S. P. Davis,0,James A. Nash,9th,Head,5,8-13,48,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Gains Of War (IRE),Oisin McSweeney,5,Luke Comer,8th,Head,4,8-12p,47,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Molly Hall (IRE),G. P. Halpin,0,Barry Fitzgerald,7th,Short Head,5,9-3,52,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Kashi (FR),C. D. Maxwell,0,Karl Thornton,6th,1/2 l,6,9-7,56,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Picpoul (IRE),J. Kearney,5,M. M. Rice,5th,1 1/4 l,5,9-11,60,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Elzaamsan (IRE),N. G. McCullagh,0,M. Halford & T. Collins,4th,1 3/4 l,5,9-11tb,60,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Breagagh (IRE),M. P. Sheehy,0,S. Michael Millar,3rd,Neck,5,8-12p,47,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Curious Bride (IRE),Sam Ewing,0,Eamonn O'Connell,2nd,5 l,6,9-12t,61,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Riyami (IRE),K. J. Leonard,0,Miss Shauna Larkin,1st,N/A,4,9-7tp,56,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Cant Catch Camacho (IRE),Siobhan Rutledge,3,Mary E Doyle,13th,1 1/4 l,3,8-8,50,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Swelltime (IRE),Jack Cleary,7,William O'Doherty,12th,4 1/2 l,7,8-12h,47,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Kottayam (IRE),C. Horgan,7,John Queally,11th,1 l,8,10-0,63,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Camino Mission (IRE),Wesley Joyce,5,Seamus Fahey,10th,1/2 l,5,8-12,47,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Astrophysicist,S. P. Davis,0,James A. Nash,9th,Head,5,8-13,48,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Gains Of War (IRE),Oisin McSweeney,5,Luke Comer,8th,Head,4,8-12p,47,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Molly Hall (IRE),G. P. Halpin,0,Barry Fitzgerald,7th,Short Head,5,9-3,52,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Kashi (FR),C. D. Maxwell,0,Karl Thornton,6th,1/2 l,6,9-7,56,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Picpoul (IRE),J. Kearney,5,M. M. Rice,5th,1 1/4 l,5,9-11,60,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Elzaamsan (IRE),N. G. McCullagh,0,M. Halford & T. Collins,4th,1 3/4 l,5,9-11tb,60,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Breagagh (IRE),M. P. Sheehy,0,S. Michael Millar,3rd,Neck,5,8-12p,47,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Curious Bride (IRE),Sam Ewing,0,Eamonn O'Connell,2nd,5 l,6,9-12t,61,True,93,12
Dundalk Racing Results | 29th November 2023 18:00,N/A,18:00,Standard,2m,Riyami (IRE),K. J. Leonard,0,Miss Shauna Larkin,1st,N/A,4,9-7tp,56,True,93,12
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,North Granada (IRE),R. C. Colgan,0,Luke Comer,NR,N/A,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,He Is Brave (IRE),L. F. Roche,0,Luke Comer,NR,N/A,5,9-13,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Dugort Bay (IRE),C. D. Maxwell,0,Paul Stafford,11th,12 l,5,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Dakota Chief (IRE),C. Horgan,7,A. Slattery,10th,3 1/2 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Time to Tell (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,9th,3 1/4 l,3,9-3,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Yamalia Star (IRE),Seamie Heffernan,0,Jack W. Davison,8th,1 l,3,9-3p,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Highland Train (IRE),William James Lee,0,Luke Comer,7th,1 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Gran Caballo (USA),Declan McDonogh,0,Joseph Patrick O'Brien,6th,9 l,3,9-8t1,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Nakassama (IRE),C. D. Hayes,0,James McAuley,5th,1/2 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,War Correspondent (IRE),G. F. Carroll,0,R. P. Cody,12th,Head,4,9-13t,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Free Flow (USA),L. T. McAteer,0,James M. Barrett,4th,3/4 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Garrybello (FR),Ross Coakley,0,Thomas Cooper,3rd,1 1/4 l,5,9-13t,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Banana Three (IRE),C. T. Keane,0,G. M. Lyons,2nd,2 1/2 l,3,9-8b,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Saturn (IRE),S. McCullagh,3,Mrs J. Harrington,1st,N/A,3,9-8t1,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,North Granada (IRE),R. C. Colgan,0,Luke Comer,NR,N/A,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,He Is Brave (IRE),L. F. Roche,0,Luke Comer,NR,N/A,5,9-13,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Dugort Bay (IRE),C. D. Maxwell,0,Paul Stafford,11th,12 l,5,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Dakota Chief (IRE),C. Horgan,7,A. Slattery,10th,3 1/2 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Time to Tell (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,9th,3 1/4 l,3,9-3,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Yamalia Star (IRE),Seamie Heffernan,0,Jack W. Davison,8th,1 l,3,9-3p,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Highland Train (IRE),William James Lee,0,Luke Comer,7th,1 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Gran Caballo (USA),Declan McDonogh,0,Joseph Patrick O'Brien,6th,9 l,3,9-8t1,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Nakassama (IRE),C. D. Hayes,0,James McAuley,5th,1/2 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,War Correspondent (IRE),G. F. Carroll,0,R. P. Cody,12th,Head,4,9-13t,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Free Flow (USA),L. T. McAteer,0,James M. Barrett,4th,3/4 l,3,9-8,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Garrybello (FR),Ross Coakley,0,Thomas Cooper,3rd,1 1/4 l,5,9-13t,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Banana Three (IRE),C. T. Keane,0,G. M. Lyons,2nd,2 1/2 l,3,9-8b,-,True,93,13
Dundalk Racing Results | 29th November 2023 18:30,N/A,18:30,Standard,1m 4f,Saturn (IRE),S. McCullagh,3,Mrs J. Harrington,1st,N/A,3,9-8t1,-,True,93,13
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Guild,R. C. Colgan,0,Luke Comer,14th,1 1/2 l,8,9-6t,60,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Butterfly Garden (IRE),S. McCullagh,3,Kevin Prendergast,13th,3/4 l,4,9-9t,63,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Hearts Are Trumps (IRE),Declan McDonogh,0,Desmond McDonogh,12th,3/4 l,10,9-12p1,66,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Nomenclature (FR),N. M. Crosse,0,John S. O'Donoghue,11th,1 l,3,9-9,68,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Halcyon Spirit,Siobhan Rutledge,3,John McConnell,10th,1 l,5,9-3,57,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Mille Miglia,C. D. Maxwell,0,Colin A. McBratney,9th,1 1/2 l,5,9-7,61,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Turf Range (IRE),H. J. Horgan,7,D. Broad,8th,1/2 l,7,10-2b,70,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Zileo,William James Lee,0,M. Halford & T. Collins,7th,1 1/4 l,5,9-13t,67,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Jake Peter (IRE),A. C. Persse,7,Mark Cahill,6th,Head,9,9-12,66,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Red Secret (CAN),Wesley Joyce,5,Kevin Michael Smith,5th,1 3/4 l,7,9-13tb,67,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Emperor Of Silk (IRE),C. D. Hayes,0,Luke Comer,4th,Head,6,9-3b1,57,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Sky Legend,S. D. Bowen,5,Philip Michael Byrne,3rd,Short Head,4,9-12tp,66,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Bright N Shine (IRE),Adam Caffrey,5,Terence O'Brien,2nd,2 1/2 l,3,9-8t,67,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Caulaincourt (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-8b1,67,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Guild,R. C. Colgan,0,Luke Comer,14th,1 1/2 l,8,9-6t,60,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Butterfly Garden (IRE),S. McCullagh,3,Kevin Prendergast,13th,3/4 l,4,9-9t,63,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Hearts Are Trumps (IRE),Declan McDonogh,0,Desmond McDonogh,12th,3/4 l,10,9-12p1,66,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Nomenclature (FR),N. M. Crosse,0,John S. O'Donoghue,11th,1 l,3,9-9,68,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Halcyon Spirit,Siobhan Rutledge,3,John McConnell,10th,1 l,5,9-3,57,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Mille Miglia,C. D. Maxwell,0,Colin A. McBratney,9th,1 1/2 l,5,9-7,61,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Turf Range (IRE),H. J. Horgan,7,D. Broad,8th,1/2 l,7,10-2b,70,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Zileo,William James Lee,0,M. Halford & T. Collins,7th,1 1/4 l,5,9-13t,67,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Jake Peter (IRE),A. C. Persse,7,Mark Cahill,6th,Head,9,9-12,66,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Red Secret (CAN),Wesley Joyce,5,Kevin Michael Smith,5th,1 3/4 l,7,9-13tb,67,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Emperor Of Silk (IRE),C. D. Hayes,0,Luke Comer,4th,Head,6,9-3b1,57,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Sky Legend,S. D. Bowen,5,Philip Michael Byrne,3rd,Short Head,4,9-12tp,66,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Bright N Shine (IRE),Adam Caffrey,5,Terence O'Brien,2nd,2 1/2 l,3,9-8t,67,True,93,14
Dundalk Racing Results | 29th November 2023 19:00,N/A,19:00,Standard,1m 4f,Caulaincourt (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-8b1,67,True,93,14
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Deployed (IRE),J. W. Kennedy,0,Gordon Elliott,F,N/A,9,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Copper Coast (IRE),D. J. O'Keeffe,0,W. J. Burke,9th,12 l,5,11-5t,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Made In Muckross (IRE),Patrick O'Hanlon,3,Eamon Courtney,8th,1 l,8,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Quite Incredible (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,7th,7 l,7,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Rasiym (FR),M. M. McDonagh,3,E. J. O'Grady,6th,7 1/2 l,8,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Walnut Beach (IRE),A. P. Kelly,5,Patrick J. Flynn,5th,12 l,6,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Monbeg Park (IRE),J. J. Slevin,0,Sean Thomas Doyle,4th,4 l,6,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Aspire Tower (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,4 1/2 l,7,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Ho My Lord (FR),J. S. McGarvey,0,W. P. Mullins,2nd,4 1/2 l,5,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Il Etait Temps (FR),P. Townend,0,W. P. Mullins,1st,N/A,5,11-12h,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Deployed (IRE),J. W. Kennedy,0,Gordon Elliott,F,N/A,9,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Copper Coast (IRE),D. J. O'Keeffe,0,W. J. Burke,9th,12 l,5,11-5t,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Made In Muckross (IRE),Patrick O'Hanlon,3,Eamon Courtney,8th,1 l,8,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Quite Incredible (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,7th,7 l,7,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Rasiym (FR),M. M. McDonagh,3,E. J. O'Grady,6th,7 1/2 l,8,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Walnut Beach (IRE),A. P. Kelly,5,Patrick J. Flynn,5th,12 l,6,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Monbeg Park (IRE),J. J. Slevin,0,Sean Thomas Doyle,4th,4 l,6,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Aspire Tower (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,4 1/2 l,7,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Ho My Lord (FR),J. S. McGarvey,0,W. P. Mullins,2nd,4 1/2 l,5,11-12,-,True,93,15
Thurles Racing Results | 30th November 2023 12:10,N/A,12:10,Yielding (Good To Yielding In Places),2m 2f 91y,Il Etait Temps (FR),P. Townend,0,W. P. Mullins,1st,N/A,5,11-12h,-,True,93,15
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Capodanno (FR),M. P. Walsh,0,W. P. Mullins,6th,1 1/2 l,7,11-0t,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Farouk D'Alene (FR),J. W. Kennedy,0,Gordon Elliott,5th,4 l,8,11-0,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,James Du Berlais (FR),Daryl Jacob,0,W. P. Mullins,4th,8 1/2 l,7,11-4,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,French Dynamite (FR),D. J. O'Keeffe,0,M. F. Morris,3rd,6 1/2 l,8,11-0,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Haut En Couleurs (FR),P. Townend,0,W. P. Mullins,2nd,5 1/2 l,6,11-0,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Classic Getaway (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,7,11-4,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Capodanno (FR),M. P. Walsh,0,W. P. Mullins,6th,1 1/2 l,7,11-0t,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Farouk D'Alene (FR),J. W. Kennedy,0,Gordon Elliott,5th,4 l,8,11-0,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,James Du Berlais (FR),Daryl Jacob,0,W. P. Mullins,4th,8 1/2 l,7,11-4,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,French Dynamite (FR),D. J. O'Keeffe,0,M. F. Morris,3rd,6 1/2 l,8,11-0,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Haut En Couleurs (FR),P. Townend,0,W. P. Mullins,2nd,5 1/2 l,6,11-0,-,True,93,16
Thurles Racing Results | 30th November 2023 12:40,N/A,12:40,Yielding (Good To Yielding In Places),2m 6f,Classic Getaway (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,7,11-4,-,True,93,16
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Getaway Train (IRE),S. F. O'Keeffe,0,D. Hassett,PU,N/A,6,10-5t,88,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Slige Dala (IRE),M. J. M. O'Sullivan,0,Patrick T. Foley,8th,12 l,8,11-12tp,109,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Black Samurai,Phillip Enright,0,Sean Aherne,7th,13 l,9,10-12tp,95,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Glenmalure Lodge (IRE),Patrick O'Hanlon,3,P. J. Rothwell,6th,1 1/2 l,9,10-4p,87,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Dorans River (IRE),S. D. Torrens,0,P. J. Rothwell,5th,6 1/2 l,13,10-8p,91,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Ardera Ru (IRE),Shane O'Callaghan,5,Eoin Doyle,4th,1/2 l,8,11-12tp,109,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Dundaniel (IRE),Mr J. C. Barry,3,Michael G. Kennedy,3rd,1/2 l,8,12-0,111,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Toofareastiswest (IRE),Jordan Colin Gainford,0,A. M. O'Grady,2nd,2 3/4 l,7,11-9t,106,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Reddys Island (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-0,97,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Getaway Train (IRE),S. F. O'Keeffe,0,D. Hassett,PU,N/A,6,10-5t,88,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Slige Dala (IRE),M. J. M. O'Sullivan,0,Patrick T. Foley,8th,12 l,8,11-12tp,109,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Black Samurai,Phillip Enright,0,Sean Aherne,7th,13 l,9,10-12tp,95,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Glenmalure Lodge (IRE),Patrick O'Hanlon,3,P. J. Rothwell,6th,1 1/2 l,9,10-4p,87,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Dorans River (IRE),S. D. Torrens,0,P. J. Rothwell,5th,6 1/2 l,13,10-8p,91,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Ardera Ru (IRE),Shane O'Callaghan,5,Eoin Doyle,4th,1/2 l,8,11-12tp,109,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Dundaniel (IRE),Mr J. C. Barry,3,Michael G. Kennedy,3rd,1/2 l,8,12-0,111,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Toofareastiswest (IRE),Jordan Colin Gainford,0,A. M. O'Grady,2nd,2 3/4 l,7,11-9t,106,True,93,17
Thurles Racing Results | 30th November 2023 13:15,N/A,13:15,Yielding (Good To Yielding In Places),2m 6f,Reddys Island (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-0,97,True,93,17
Thurles Racing Results | 30th November 2023 13:50,N/A,13:50,Yielding,2m 101y,Inatosha (IRE),J. Coen,5,Anthony McCann,UR,N/A,4,10-6,-,True,93,18
