track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Ciao For Now,S Foley,0,Mrs J Harrington,NR,N/A,2,9-1,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Katie Kabeir (IRE),W Joyce,5,M Mulvany,13th,5 1/2 l,2,8-9,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Selton Hill (IRE),D W O'Connor,0,J C McConnell,12th,2 3/4 l,2,9-2,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Storm Tracker (FR),R Whearty,5,G P Cromwell,11th,Neck,2,9-0,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Freedom Ring (IRE),N G McCullagh,0,A Slattery,10th,11 l,2,8-13,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Badda Bing (IRE),N M Crosse,0,A Slattery,9th,1/2 l,2,9-6,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Galician Girl (IRE),R P Cleary,0,A McGuinness,8th,3/4 l,2,8-11,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,The Poacher Daly (IRE),D P McDonogh,0,J P O'Brien,7th,Head,2,9-2,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Vina Arana (IRE),J A Powell,3,H De Bromhead,6th,Nose,2,8-11,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Nedita (IRE),L T McAteer,0,D Marnane,5th,1/2 l,2,9-0,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Serious Notions,C T Keane,0,G M Lyons,4th,2 1/2 l,2,9-1,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Bergamasco (IRE),J J G Ryan,5,J Davison,3rd,1 1/4 l,2,9-4,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Finbar Furey (IRE),C D Hayes,0,Jane Chapple-Hyam,2nd,Neck,2,9-12,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Port Augusta,J A Heffernan,0,W P Browne,1st,N/A,2,9-10,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Ciao For Now,S Foley,0,Mrs J Harrington,NR,N/A,2,9-1,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Katie Kabeir (IRE),W Joyce,5,M Mulvany,13th,5 1/2 l,2,8-9,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Selton Hill (IRE),D W O'Connor,0,J C McConnell,12th,2 3/4 l,2,9-2,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Storm Tracker (FR),R Whearty,5,G P Cromwell,11th,Neck,2,9-0,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Freedom Ring (IRE),N G McCullagh,0,A Slattery,10th,11 l,2,8-13,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Badda Bing (IRE),N M Crosse,0,A Slattery,9th,1/2 l,2,9-6,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Galician Girl (IRE),R P Cleary,0,A McGuinness,8th,3/4 l,2,8-11,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,The Poacher Daly (IRE),D P McDonogh,0,J P O'Brien,7th,Head,2,9-2,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Vina Arana (IRE),J A Powell,3,H De Bromhead,6th,Nose,2,8-11,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Nedita (IRE),L T McAteer,0,D Marnane,5th,1/2 l,2,9-0,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Serious Notions,C T Keane,0,G M Lyons,4th,2 1/2 l,2,9-1,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Bergamasco (IRE),J J G Ryan,5,J Davison,3rd,1 1/4 l,2,9-4,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Finbar Furey (IRE),C D Hayes,0,Jane Chapple-Hyam,2nd,Neck,2,9-12,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:15,N/A,16:15,Standard,7f,Port Augusta,J A Heffernan,0,W P Browne,1st,N/A,2,9-10,-,True,93,48
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Tiger King (FR),C Stone-Walsh,5,R O'Brien,NR,N/A,2,10-0,77,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Dandy Lichious (IRE),W Joyce,5,P W Flynn,12th,1 1/4 l,2,9-10,73,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Amerigo Vespucci (IRE),Siobhan Rutledge,3,M O'Callaghan,11th,1 l,2,8-7ht,56,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Guest Star,S Foley,0,D Bunyan & G O'Leary,10th,Neck,2,9-2p1,65,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Dream Ticket (FR),N M Crosse,0,W McCreery,9th,3/4 l,2,9-1v,64,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Thia (IRE),R P Cleary,0,J S Bolger,8th,1/2 l,2,8-7tp,56,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Cool Dan (IRE),C D Hayes,0,L Breen,7th,Head,2,9-2b,65,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Special Angel (IRE),M P Sheehy,0,A Murray,6th,Short Head,2,9-6,69,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Gregorina (IRE),J A Powell,3,A McGuinness,5th,Head,2,8-11v1,60,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Alto Sax (IRE),J Kearney,5,G M Lyons,4th,3/4 l,2,9-9,72,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Seti (IRE),R Whearty,5,N Meade,3rd,1 1/4 l,2,10-1,78,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Centuria (IRE),D P McDonogh,0,J P O'Brien,2nd,1 1/2 l,2,9-12b,75,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Sumptuary Law (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-6,69,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Tiger King (FR),C Stone-Walsh,5,R O'Brien,NR,N/A,2,10-0,77,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Dandy Lichious (IRE),W Joyce,5,P W Flynn,12th,1 1/4 l,2,9-10,73,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Amerigo Vespucci (IRE),Siobhan Rutledge,3,M O'Callaghan,11th,1 l,2,8-7ht,56,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Guest Star,S Foley,0,D Bunyan & G O'Leary,10th,Neck,2,9-2p1,65,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Dream Ticket (FR),N M Crosse,0,W McCreery,9th,3/4 l,2,9-1v,64,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Thia (IRE),R P Cleary,0,J S Bolger,8th,1/2 l,2,8-7tp,56,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Cool Dan (IRE),C D Hayes,0,L Breen,7th,Head,2,9-2b,65,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Special Angel (IRE),M P Sheehy,0,A Murray,6th,Short Head,2,9-6,69,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Gregorina (IRE),J A Powell,3,A McGuinness,5th,Head,2,8-11v1,60,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Alto Sax (IRE),J Kearney,5,G M Lyons,4th,3/4 l,2,9-9,72,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Seti (IRE),R Whearty,5,N Meade,3rd,1 1/4 l,2,10-1,78,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Centuria (IRE),D P McDonogh,0,J P O'Brien,2nd,1 1/2 l,2,9-12b,75,True,93,49
Dundalk Racing Results | 6th December 2023 16:45,N/A,16:45,Standard,1m,Sumptuary Law (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-6,69,True,93,49
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,You Owe Me Money (IRE),S Foley,0,D Bunyan & G O'Leary,14th,3 3/4 l,5,9-10,69,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Quick Blessing (IRE),J A Heffernan,0,C Moore,13th,2 1/4 l,3,9-7,67,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,In Favour,C D Hayes,0,L Comer,12th,3/4 l,7,9-13tb,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Whatharm (IRE),N M Crosse,0,P J Flynn,11th,Neck,8,9-13,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Venetian (IRE),S P Davis,0,Sean Davis,10th,1 l,3,9-10,70,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Not Just Yet (IRE),J J G Ryan,5,N Meade,9th,1 3/4 l,3,9-9,69,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Celebrating Ethel (IRE),L T McAteer,0,A Kinirons,8th,2 1/4 l,4,9-13,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Rockbury Lad,L F Roche,0,M O'Callaghan,7th,1 1/4 l,4,9-11p,70,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Higher Kingdom,D W O'Connor,0,J C McConnell,6th,Neck,6,10-0,73,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Oriental Dancer,N G McCullagh,0,M Halford & T Collins,5th,Head,3,9-7,67,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Allo Arry (IRE),Adam Caffrey,5,A McGuinness,4th,Neck,4,9-12,71,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Darkdeserthighway (IRE),C T Keane,0,M O'Callaghan,3rd,1 3/4 l,5,9-13b,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Pierre Lapin (IRE),R Whearty,5,A McGuinness,2nd,2 1/4 l,6,10-0p,73,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Chavajod,W Joyce,5,D P Coakley,1st,N/A,5,9-11v,70,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,You Owe Me Money (IRE),S Foley,0,D Bunyan & G O'Leary,14th,3 3/4 l,5,9-10,69,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Quick Blessing (IRE),J A Heffernan,0,C Moore,13th,2 1/4 l,3,9-7,67,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,In Favour,C D Hayes,0,L Comer,12th,3/4 l,7,9-13tb,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Whatharm (IRE),N M Crosse,0,P J Flynn,11th,Neck,8,9-13,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Venetian (IRE),S P Davis,0,Sean Davis,10th,1 l,3,9-10,70,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Not Just Yet (IRE),J J G Ryan,5,N Meade,9th,1 3/4 l,3,9-9,69,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Celebrating Ethel (IRE),L T McAteer,0,A Kinirons,8th,2 1/4 l,4,9-13,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Rockbury Lad,L F Roche,0,M O'Callaghan,7th,1 1/4 l,4,9-11p,70,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Higher Kingdom,D W O'Connor,0,J C McConnell,6th,Neck,6,10-0,73,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Oriental Dancer,N G McCullagh,0,M Halford & T Collins,5th,Head,3,9-7,67,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Allo Arry (IRE),Adam Caffrey,5,A McGuinness,4th,Neck,4,9-12,71,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Darkdeserthighway (IRE),C T Keane,0,M O'Callaghan,3rd,1 3/4 l,5,9-13b,72,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Pierre Lapin (IRE),R Whearty,5,A McGuinness,2nd,2 1/4 l,6,10-0p,73,True,93,50
Dundalk Racing Results | 6th December 2023 17:15,N/A,17:15,Standard,1m,Chavajod,W Joyce,5,D P Coakley,1st,N/A,5,9-11v,70,True,93,50
