track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Starzov (IRE),Patrick O'Hanlon,5,P. J. Rothwell,F,N/A,5,11-5,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Silver Gazette (IRE),S. Fitzgerald,3,John Patrick Ryan,5th,38 l,5,11-4,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,L'or Des Roses (FR),B. W. Harvey,5,D. Harvey,4th,36 l,5,11-8,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Camino Rock,D. J. O'Keeffe,0,M. F. Morris,3rd,Neck,5,11-4t,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Level Neverending (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,2 3/4 l,5,11-6p,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Grand Soir (FR),S. D. Torrens,0,John McConnell,1st,N/A,6,12-0,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Starzov (IRE),Patrick O'Hanlon,5,P. J. Rothwell,F,N/A,5,11-5,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Silver Gazette (IRE),S. Fitzgerald,3,John Patrick Ryan,5th,38 l,5,11-4,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,L'or Des Roses (FR),B. W. Harvey,5,D. Harvey,4th,36 l,5,11-8,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Camino Rock,D. J. O'Keeffe,0,M. F. Morris,3rd,Neck,5,11-4t,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Level Neverending (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,2 3/4 l,5,11-6p,-,True,35,13
Thurles Racing Results | 18th December 2022 15:14,N/A,15:14,Yielding (Good To Yielding In Places),2m 7f,Grand Soir (FR),S. D. Torrens,0,John McConnell,1st,N/A,6,12-0,-,True,35,13
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Where's Teddy (IRE),Mr T. Hamilton,0,N. Dooly,11th,67 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Rathcannon Violet (IRE),Mr D. M. Russell,7,Enda Bolger,10th,28 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Moving on Swiftly (IRE),Mr D. Allen,7,David Kenneth Budds,9th,11 l,5,11-11t,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Skinnider (IRE),Mr P. A. King,5,Martin Hassett,8th,6 1/2 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Thats All (IRE),Mr D. Doyle,7,Timothy Doyle,7th,24 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Nine Graces,Mr Finian Maguire,0,Barry Connell,6th,8 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Miss Agusta (IRE),Mr H. C. Swan,7,Gordon Elliott,5th,21 l,4,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,One Cool Lady (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,4th,1 1/2 l,6,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Katou (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,2 1/4 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Meet My Loreley (IRE),Mr E. Finegan,7,Hugh P. Finegan,2nd,4 3/4 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Gaillimh A Run (IRE),Mr J. L. Gleeson,7,John Queally,1st,N/A,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Where's Teddy (IRE),Mr T. Hamilton,0,N. Dooly,11th,67 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Rathcannon Violet (IRE),Mr D. M. Russell,7,Enda Bolger,10th,28 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Moving on Swiftly (IRE),Mr D. Allen,7,David Kenneth Budds,9th,11 l,5,11-11t,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Skinnider (IRE),Mr P. A. King,5,Martin Hassett,8th,6 1/2 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Thats All (IRE),Mr D. Doyle,7,Timothy Doyle,7th,24 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Nine Graces,Mr Finian Maguire,0,Barry Connell,6th,8 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Miss Agusta (IRE),Mr H. C. Swan,7,Gordon Elliott,5th,21 l,4,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,One Cool Lady (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,4th,1 1/2 l,6,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Katou (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,2 1/4 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Meet My Loreley (IRE),Mr E. Finegan,7,Hugh P. Finegan,2nd,4 3/4 l,5,11-11,-,True,35,14
Thurles Racing Results | 18th December 2022 15:44,N/A,15:44,Yielding (Good To Yielding In Places),1m 7f 111y,Gaillimh A Run (IRE),Mr J. L. Gleeson,7,John Queally,1st,N/A,5,11-11,-,True,35,14
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Invictus Machin (FR),M. P. Walsh,0,Gavin Patrick Cromwell,4th,Neck,4,11-4,-,True,35,15
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Maggie Walsh (IRE),C. M. Quirke,7,Michael J. Bowe,3rd,15 l,5,11-2,-,True,35,15
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Carnfunnock (IRE),Daryl Jacob,0,Stuart Crawford,2nd,4 l,5,11-2,-,True,35,15
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Itswhatunitesus (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-11h,-,True,35,15
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Invictus Machin (FR),M. P. Walsh,0,Gavin Patrick Cromwell,4th,Neck,4,11-4,-,True,35,15
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Maggie Walsh (IRE),C. M. Quirke,7,Michael J. Bowe,3rd,15 l,5,11-2,-,True,35,15
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Carnfunnock (IRE),Daryl Jacob,0,Stuart Crawford,2nd,4 l,5,11-2,-,True,35,15
N/A,N/A,12:40,Yielding (Yielding To Soft In Places),2m 100y,Itswhatunitesus (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-11h,-,True,35,15
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Rockanrye (IRE),D. J. O'Keeffe,0,Sean O. O'Brien,7th,Head,6,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Ballycashin (IRE),D. E. Mullins,0,Anthony Mullins,6th,33 l,5,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,La Malmason (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,5th,14 l,4,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Lizlucky (IRE),Phillip Enright,0,Patrick T. Foley,4th,24 l,8,10-11t,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Harmonya Maker (FR),J. W. Kennedy,0,Gordon Elliott,3rd,Head,5,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Bella Scintilla (FR),J. J. Slevin,0,Joseph Patrick O'Brien,2nd,2 1/2 l,4,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Saylavee (IRE),P. Townend,0,W. P. Mullins,1st,N/A,5,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Rockanrye (IRE),D. J. O'Keeffe,0,Sean O. O'Brien,7th,Head,6,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Ballycashin (IRE),D. E. Mullins,0,Anthony Mullins,6th,33 l,5,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,La Malmason (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,5th,14 l,4,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Lizlucky (IRE),Phillip Enright,0,Patrick T. Foley,4th,24 l,8,10-11t,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Harmonya Maker (FR),J. W. Kennedy,0,Gordon Elliott,3rd,Head,5,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Bella Scintilla (FR),J. J. Slevin,0,Joseph Patrick O'Brien,2nd,2 1/2 l,4,10-11,-,True,35,17
N/A,N/A,13:40,Yielding (Yielding To Soft In Places),2m 3f 80y,Saylavee (IRE),P. Townend,0,W. P. Mullins,1st,N/A,5,10-11,-,True,35,17
N/A,N/A,14:10,Soft,2m 3f 200y,Vanillier (FR),Keith Donoghue,0,Gavin Patrick Cromwell,6th,26 l,7,11-10t,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Fastorslow (FR),J. J. Slevin,0,Martin Brassil,5th,2 l,6,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Haut En Couleurs (FR),B. J. Cooper,0,W. P. Mullins,4th,5 l,5,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Lifetime Ambition (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,3rd,1 1/4 l,7,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Fakir D'Oudairies (FR),M. P. Walsh,0,Joseph Patrick O'Brien,2nd,13 l,7,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Galopin Des Champs (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Vanillier (FR),Keith Donoghue,0,Gavin Patrick Cromwell,6th,26 l,7,11-10t,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Fastorslow (FR),J. J. Slevin,0,Martin Brassil,5th,2 l,6,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Haut En Couleurs (FR),B. J. Cooper,0,W. P. Mullins,4th,5 l,5,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Lifetime Ambition (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,3rd,1 1/4 l,7,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Fakir D'Oudairies (FR),M. P. Walsh,0,Joseph Patrick O'Brien,2nd,13 l,7,11-10,-,True,35,18
N/A,N/A,14:10,Soft,2m 3f 200y,Galopin Des Champs (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-10,-,True,35,18
N/A,N/A,14:40,Soft,2m,Hawai Game (FR),D. E. Mullins,0,W. P. Mullins,9th,23 l,5,11-12ht,-,True,35,19
N/A,N/A,14:40,Soft,2m,Better Times Ahead (IRE),L. P. Dempsey,0,Robert Tyner,8th,11 l,5,11-12h,-,True,35,19
N/A,N/A,14:40,Soft,2m,Just Jacob (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,7th,24 l,4,11-6,-,True,35,19
N/A,N/A,14:40,Soft,2m,Bite That (IRE),S. Fitzgerald,0,Patrick J. Flynn,6th,25 l,6,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,Mount Brown (IRE),B. J. Cooper,0,Noel Meade,5th,3 3/4 l,5,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,The Dasher Conway (IRE),C. D. Maxwell,0,Mrs Gillian Callaghan,4th,5 1/2 l,7,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,Get My Drift (FR),M. P. Walsh,0,M. F. Morris,3rd,15 l,6,11-12t,-,True,35,19
N/A,N/A,14:40,Soft,2m,Top Bandit,J. W. Kennedy,0,Gordon Elliott,2nd,7 l,6,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,Appreciate It (IRE),P. Townend,0,W. P. Mullins,1st,N/A,8,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,Hawai Game (FR),D. E. Mullins,0,W. P. Mullins,9th,23 l,5,11-12ht,-,True,35,19
N/A,N/A,14:40,Soft,2m,Better Times Ahead (IRE),L. P. Dempsey,0,Robert Tyner,8th,11 l,5,11-12h,-,True,35,19
N/A,N/A,14:40,Soft,2m,Just Jacob (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,7th,24 l,4,11-6,-,True,35,19
N/A,N/A,14:40,Soft,2m,Bite That (IRE),S. Fitzgerald,0,Patrick J. Flynn,6th,25 l,6,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,Mount Brown (IRE),B. J. Cooper,0,Noel Meade,5th,3 3/4 l,5,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,The Dasher Conway (IRE),C. D. Maxwell,0,Mrs Gillian Callaghan,4th,5 1/2 l,7,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,Get My Drift (FR),M. P. Walsh,0,M. F. Morris,3rd,15 l,6,11-12t,-,True,35,19
N/A,N/A,14:40,Soft,2m,Top Bandit,J. W. Kennedy,0,Gordon Elliott,2nd,7 l,6,11-12,-,True,35,19
N/A,N/A,14:40,Soft,2m,Appreciate It (IRE),P. Townend,0,W. P. Mullins,1st,N/A,8,11-12,-,True,35,19
N/A,N/A,15:10,Soft,3m 170y,Flinck (IRE),S. O'Callaghan,7,Colin A. McBratney,PU,N/A,8,11-9p,118,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Ciao Bella (FR),Richard Deegan,0,Miss Elizabeth Doyle,PU,N/A,6,10-12p,107,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Broken Ice (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,6,11-6,115,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Glenloe (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,11,11-12b,121,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Wishmoor (IRE),R. A. Doyle,0,J. F. Levins,7th,22 l,12,11-3p,112,True,35,20
N/A,N/A,15:10,Soft,3m 170y,It Could Be You (IRE),Jordan Colin Gainford,0,Thomas Mullins,6th,44 l,8,11-4t,113,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Glenquin Castle (IRE),C. Brassil,5,Martin Brassil,5th,1/2 l,8,11-8tp,117,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Shantou Lucky (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,4th,4 1/2 l,5,11-7,116,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Beating the Odds (IRE),S. F. O'Keeffe,0,W. J. Austin,3rd,7 1/2 l,9,10-3p,98,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Temptationinmilan (IRE),P. Byrnes,5,Charles Byrnes,2nd,1/2 l,6,10-13p,108,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Sir Bob (IRE),M. P. Walsh,0,Robert Tyner,1st,N/A,10,10-9p,104,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Flinck (IRE),S. O'Callaghan,7,Colin A. McBratney,PU,N/A,8,11-9p,118,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Ciao Bella (FR),Richard Deegan,0,Miss Elizabeth Doyle,PU,N/A,6,10-12p,107,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Broken Ice (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,6,11-6,115,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Glenloe (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,11,11-12b,121,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Wishmoor (IRE),R. A. Doyle,0,J. F. Levins,7th,22 l,12,11-3p,112,True,35,20
N/A,N/A,15:10,Soft,3m 170y,It Could Be You (IRE),Jordan Colin Gainford,0,Thomas Mullins,6th,44 l,8,11-4t,113,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Glenquin Castle (IRE),C. Brassil,5,Martin Brassil,5th,1/2 l,8,11-8tp,117,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Shantou Lucky (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,4th,4 1/2 l,5,11-7,116,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Beating the Odds (IRE),S. F. O'Keeffe,0,W. J. Austin,3rd,7 1/2 l,9,10-3p,98,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Temptationinmilan (IRE),P. Byrnes,5,Charles Byrnes,2nd,1/2 l,6,10-13p,108,True,35,20
N/A,N/A,15:10,Soft,3m 170y,Sir Bob (IRE),M. P. Walsh,0,Robert Tyner,1st,N/A,10,10-9p,104,True,35,20
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Makaela's Choice (IRE),Mr Charlie Mullins,7,Thomas Mullins,7th,17 l,6,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Kayce Dutton (IRE),T. N. Brett,7,Ms Margaret Mullins,6th,1 1/4 l,4,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Makingachamp (IRE),Mr Pat Taaffe,7,Noel Meade,5th,21 l,4,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Any Road (IRE),Mr A. P. Ryan,7,E. J. O'Grady,4th,2 1/2 l,5,12-0,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Blizzard Of Oz (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,3/4 l,4,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Captain Cody (IRE),Miss J. Townend,3,W. P. Mullins,2nd,1/2 l,4,11-10,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Slade Steel (IRE),Mr J. L. Gleeson,7,Henry de Bromhead,1st,N/A,4,12-0,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Makaela's Choice (IRE),Mr Charlie Mullins,7,Thomas Mullins,7th,17 l,6,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Kayce Dutton (IRE),T. N. Brett,7,Ms Margaret Mullins,6th,1 1/4 l,4,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Makingachamp (IRE),Mr Pat Taaffe,7,Noel Meade,5th,21 l,4,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Any Road (IRE),Mr A. P. Ryan,7,E. J. O'Grady,4th,2 1/2 l,5,12-0,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Blizzard Of Oz (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,3/4 l,4,11-12,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Captain Cody (IRE),Miss J. Townend,3,W. P. Mullins,2nd,1/2 l,4,11-10,-,True,35,21
N/A,N/A,15:40,Soft  Flat (Turf),2m 100y,Slade Steel (IRE),Mr J. L. Gleeson,7,Henry de Bromhead,1st,N/A,4,12-0,-,True,35,21
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Moral Of The Story,A. M. McCurtin,3,Johnny C. Hurley,F,N/A,7,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Aldo The Apache (IRE),B. Hayes,0,Colm A. Murphy,F,N/A,6,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Low Mileage (IRE),L. P. Dempsey,0,J. P. Dempsey,6th,32 l,4,11-4,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Capilano Bridge (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,5th,1/2 l,7,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Mars Harper,J. W. Kennedy,0,Gordon Elliott,4th,29 l,6,11-12p,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Flame Bearer (IRE),P. Townend,0,W. P. Mullins,3rd,1 1/2 l,7,11-12h1,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Brides Hill (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,13 l,5,11-5,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Journey With Me (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Moral Of The Story,A. M. McCurtin,3,Johnny C. Hurley,F,N/A,7,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Aldo The Apache (IRE),B. Hayes,0,Colm A. Murphy,F,N/A,6,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Low Mileage (IRE),L. P. Dempsey,0,J. P. Dempsey,6th,32 l,4,11-4,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Capilano Bridge (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,5th,1/2 l,7,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Mars Harper,J. W. Kennedy,0,Gordon Elliott,4th,29 l,6,11-12p,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Flame Bearer (IRE),P. Townend,0,W. P. Mullins,3rd,1 1/2 l,7,11-12h1,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Brides Hill (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,13 l,5,11-5,-,True,35,22
Naas Racing Results | 20th December 2022 12:05,N/A,12:05,Yielding To Soft (Soft In Places),2m 4f,Journey With Me (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-12,-,True,35,22
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Toms Courage (IRE),M. P. O'Connor,0,John Michael Burke,UR,N/A,8,11-12h,99,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Trans Wood (IRE),Sarah Kavanagh,7,Gordon Michael Doyle,UR,N/A,10,10-1,74,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Added Bonus (IRE),Sam Ewing,0,Brendan Maurice Walsh,F,N/A,8,10-12tp,85,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Shes Some Doll (IRE),D. J. O'Keeffe,0,T. Gibney,F,N/A,7,11-11t,98,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Johanna Yeats (IRE),C. M. Quirke,7,Brendan Maurice Walsh,F,N/A,8,10-9t,82,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Wild Caprice (IRE),S. Fitzgerald,3,John Patrick Ryan,12th,28 l,8,11-8,95,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Cluan Dara (IRE),S. F. O'Keeffe,0,John Patrick Ryan,11th,35 l,10,10-6,79,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Padraic's Choice (IRE),Shane Fenelon,7,John Joseph Hanlon,10th,2 1/4 l,7,10-9b1,82,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Berliet Express (IRE),J. P. O'Sullivan,5,P. J. Rothwell,9th,1 1/2 l,6,11-5t,92,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,General Ryan (IRE),C. P. O'Shea,7,G. Ahern,8th,3 1/4 l,8,11-2,89,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Hollybank King (IRE),L. A. McKenna,7,S. McConville,7th,12 l,10,11-0,87,True,35,23
Naas Racing Results | 20th December 2022 12:35,N/A,12:35,Yielding To Soft (Soft In Places),2m,Ardamir (FR),Patrick O'Hanlon,5,P. J. Rothwell,6th,1 1/2 l,10,12-0p,101,True,35,23
