track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,13:37,Soft,2m,Steppenwolf (FR),K. E. Buckley,5,Gavin Patrick Cromwell,2nd,1 l,4,11-8p1,103,True,35,34
N/A,N/A,13:37,Soft,2m,Mary's Pride (IRE),L. A. McKenna,7,Edward Cawley,1st,N/A,5,11-5t,100,True,35,34
N/A,N/A,14:07,Soft,2m 6f 110y,Joe's Turn (IRE),J. J. Slevin,0,R. P. Rath,PU,N/A,6,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Klarc Kent (FR),P. Townend,0,W. P. Mullins,PU,N/A,6,11-12,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Maud Ban (IRE),Phillip Enright,0,E. Sheehy,PU,N/A,4,10-11,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Mon Meilleur Ami (IRE),M. P. O'Connor,5,Alan Donoghue,PU,N/A,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Givemylovetorose (IRE),L. A. McKenna,7,Declan Queally,PU,N/A,9,10-11t1,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Malton Groove (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,St Denis's Well (IRE),Keith Donoghue,0,Ian Patrick Donoghue,10th,Short Head,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Pickanumber (IRE),Shane Fenelon,0,Peter Croke,9th,16 l,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,West Of Carrig (IRE),Mr B. Lawless,0,Peter Croke,8th,45 l,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Something Small (IRE),Gavin Peter Brouder,0,James A. Nash,7th,13 l,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Jollie Cosmos (IRE),Miss P. Elvin,7,P. J. Rothwell,6th,1 1/2 l,6,10-11,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Buachaillbocht,M. P. Walsh,0,T. M. Walsh,5th,74 l,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Potters Party (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,1 1/2 l,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Quite Incredible (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,18 l,6,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Heyjoe De Kerser (FR),S. F. O'Keeffe,0,Paul Nolan,2nd,16 l,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Kilbree Warrior (IRE),R. J. Condon,0,Oliver McKiernan,1st,N/A,7,10-11tb,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Joe's Turn (IRE),J. J. Slevin,0,R. P. Rath,PU,N/A,6,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Klarc Kent (FR),P. Townend,0,W. P. Mullins,PU,N/A,6,11-12,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Maud Ban (IRE),Phillip Enright,0,E. Sheehy,PU,N/A,4,10-11,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Mon Meilleur Ami (IRE),M. P. O'Connor,5,Alan Donoghue,PU,N/A,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Givemylovetorose (IRE),L. A. McKenna,7,Declan Queally,PU,N/A,9,10-11t1,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Malton Groove (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,St Denis's Well (IRE),Keith Donoghue,0,Ian Patrick Donoghue,10th,Short Head,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Pickanumber (IRE),Shane Fenelon,0,Peter Croke,9th,16 l,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,West Of Carrig (IRE),Mr B. Lawless,0,Peter Croke,8th,45 l,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Something Small (IRE),Gavin Peter Brouder,0,James A. Nash,7th,13 l,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Jollie Cosmos (IRE),Miss P. Elvin,7,P. J. Rothwell,6th,1 1/2 l,6,10-11,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Buachaillbocht,M. P. Walsh,0,T. M. Walsh,5th,74 l,4,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Potters Party (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,1 1/2 l,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Quite Incredible (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,18 l,6,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Heyjoe De Kerser (FR),S. F. O'Keeffe,0,Paul Nolan,2nd,16 l,5,11-4,-,True,35,35
N/A,N/A,14:07,Soft,2m 6f 110y,Kilbree Warrior (IRE),R. J. Condon,0,Oliver McKiernan,1st,N/A,7,10-11tb,-,True,35,35
N/A,N/A,15:07,Soft,2m,Cherry Red (IRE),Mr L. P. Shanahan,7,Shane Donohoe,13th,5 1/2 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Missus Beeton (IRE),Mr H. C. Swan,7,Shane Nolan,12th,1/2 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Adela Icon (IRE),Mr A. P. Ryan,7,David Harry Kelly,11th,3/4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,You Make Me Smile (IRE),Ms C. A. Walsh,7,P. A. Fahy,10th,35 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Oneforthefairgreen (IRE),Mr P. A. King,5,Stephen Gerard Carey,9th,22 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Soldaro (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,8th,5 1/2 l,4,11-5ht,-,True,35,37
N/A,N/A,15:07,Soft,2m,Fahafeelagh (IRE),Mr R. W. Barron,7,Declan Queally,7th,1 1/4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Quinta (IRE),Mr J. J. Codd,0,Gordon Elliott,6th,4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Butchers Daughter (IRE),Mr S. Cavanagh,7,P. A. Fahy,5th,3 3/4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Polly's Fortune (IRE),Mr P. W. Mullins,0,W. P. Mullins,4th,6 1/2 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Down The Park (IRE),Miss J. Townend,3,G. Ahern,3rd,6 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Tilloughna (IRE),Mr J. L. Gleeson,7,David Kenneth Budds,2nd,3/4 l,4,11-5t,-,True,35,37
N/A,N/A,15:07,Soft,2m,Marie Philippe (IRE),Mr B. O'Neill,0,Mrs J. Harrington,1st,N/A,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Cherry Red (IRE),Mr L. P. Shanahan,7,Shane Donohoe,13th,5 1/2 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Missus Beeton (IRE),Mr H. C. Swan,7,Shane Nolan,12th,1/2 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Adela Icon (IRE),Mr A. P. Ryan,7,David Harry Kelly,11th,3/4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,You Make Me Smile (IRE),Ms C. A. Walsh,7,P. A. Fahy,10th,35 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Oneforthefairgreen (IRE),Mr P. A. King,5,Stephen Gerard Carey,9th,22 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Soldaro (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,8th,5 1/2 l,4,11-5ht,-,True,35,37
N/A,N/A,15:07,Soft,2m,Fahafeelagh (IRE),Mr R. W. Barron,7,Declan Queally,7th,1 1/4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Quinta (IRE),Mr J. J. Codd,0,Gordon Elliott,6th,4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Butchers Daughter (IRE),Mr S. Cavanagh,7,P. A. Fahy,5th,3 3/4 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Polly's Fortune (IRE),Mr P. W. Mullins,0,W. P. Mullins,4th,6 1/2 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Down The Park (IRE),Miss J. Townend,3,G. Ahern,3rd,6 l,4,11-5,-,True,35,37
N/A,N/A,15:07,Soft,2m,Tilloughna (IRE),Mr J. L. Gleeson,7,David Kenneth Budds,2nd,3/4 l,4,11-5t,-,True,35,37
N/A,N/A,15:07,Soft,2m,Marie Philippe (IRE),Mr B. O'Neill,0,Mrs J. Harrington,1st,N/A,4,11-5,-,True,35,37
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Lucy's Max (IRE),M. P. Sheehy,0,Andrew Kinirons,14th,6 l,4,8-12b1,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Just Another (IRE),J. Kearney,7,L. Smyth,13th,1 3/4 l,3,9-5b,54,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Sin E Shekells,D. B. McMonagle,0,James McAuley,12th,Neck,5,9-1p,50,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Aces Wild (IRE),J. J. G. Ryan,7,John McConnell,11th,Neck,3,10-2t1,65,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Poet's Pride,A. J. Slattery,0,David Marnane,10th,Short Head,7,8-12,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,It Might Be You (IRE),S. P. Bird,10,Michael Mulvany,9th,Head,3,9-2t1,51,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Drummond Warrior (IRE),Sorcha Woods,7,R. K. Watson,8th,1 3/4 l,6,8-12,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Danz Gift (IRE),R. P. Cleary,0,Ms Sheila Lavery,7th,Neck,11,8-12t,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Hero Of The Hour,R. C. Colgan,0,G. A. Kingston,6th,Neck,5,8-12,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Betrayed,N. G. McCullagh,0,Leanne Breen,5th,Neck,4,8-12v1,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Derrinlaur Spender (IRE),S. D. Bowen,7,Eoin Joseph McDonagh,4th,3/4 l,3,9-4p,53,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Silver Nemo (IRE),Siobhan Rutledge,5,L. Smyth,3rd,Nose,4,9-0tb,49,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Florence Thompson (IRE),C. D. Hayes,0,James McAuley,2nd,Head,5,8-12tp,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,No Speed Limit (FR),W. M. Lordan,0,P. J. McKenna,1st,N/A,7,10-1v,64,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Lucy's Max (IRE),M. P. Sheehy,0,Andrew Kinirons,14th,6 l,4,8-12b1,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Just Another (IRE),J. Kearney,7,L. Smyth,13th,1 3/4 l,3,9-5b,54,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Sin E Shekells,D. B. McMonagle,0,James McAuley,12th,Neck,5,9-1p,50,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Aces Wild (IRE),J. J. G. Ryan,7,John McConnell,11th,Neck,3,10-2t1,65,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Poet's Pride,A. J. Slattery,0,David Marnane,10th,Short Head,7,8-12,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,It Might Be You (IRE),S. P. Bird,10,Michael Mulvany,9th,Head,3,9-2t1,51,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Drummond Warrior (IRE),Sorcha Woods,7,R. K. Watson,8th,1 3/4 l,6,8-12,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Danz Gift (IRE),R. P. Cleary,0,Ms Sheila Lavery,7th,Neck,11,8-12t,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Hero Of The Hour,R. C. Colgan,0,G. A. Kingston,6th,Neck,5,8-12,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Betrayed,N. G. McCullagh,0,Leanne Breen,5th,Neck,4,8-12v1,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Derrinlaur Spender (IRE),S. D. Bowen,7,Eoin Joseph McDonagh,4th,3/4 l,3,9-4p,53,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Silver Nemo (IRE),Siobhan Rutledge,5,L. Smyth,3rd,Nose,4,9-0tb,49,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,Florence Thompson (IRE),C. D. Hayes,0,James McAuley,2nd,Head,5,8-12tp,47,True,35,38
Dundalk Racing Results | 21st December 2022 16:15,N/A,16:15,Standard,5f,No Speed Limit (FR),W. M. Lordan,0,P. J. McKenna,1st,N/A,7,10-1v,64,True,35,38
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Golden Forest (IRE),P. A. Harnett,7,Luke Comer,8th,1 3/4 l,3,9-8,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,One Over the Top (IRE),Gearoid Patrick Brouder,5,Peter McCreery,7th,2 3/4 l,5,9-7,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Beyond Boundaries (IRE),J. J. G. Ryan,7,James McAuley,6th,4 l,4,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Pahlavi (IRE),R. P. Cleary,0,John Joseph Hanlon,5th,4 1/2 l,5,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Reginalds Tower (IRE),D. W. O'Connor,0,M. Halford,4th,1 l,5,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Engagement Ring (IRE),Jack Cleary,7,Aidan O'Brien,3rd,2 3/4 l,3,9-3b,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Mr Escobar (IRE),R. C. Colgan,0,Joseph Anthony Murray,2nd,2 3/4 l,4,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Dancing Tango (IRE),C. Stone-Walsh,10,Joseph Patrick O'Brien,1st,N/A,3,9-3,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Golden Forest (IRE),P. A. Harnett,7,Luke Comer,8th,1 3/4 l,3,9-8,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,One Over the Top (IRE),Gearoid Patrick Brouder,5,Peter McCreery,7th,2 3/4 l,5,9-7,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Beyond Boundaries (IRE),J. J. G. Ryan,7,James McAuley,6th,4 l,4,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Pahlavi (IRE),R. P. Cleary,0,John Joseph Hanlon,5th,4 1/2 l,5,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Reginalds Tower (IRE),D. W. O'Connor,0,M. Halford,4th,1 l,5,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Engagement Ring (IRE),Jack Cleary,7,Aidan O'Brien,3rd,2 3/4 l,3,9-3b,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Mr Escobar (IRE),R. C. Colgan,0,Joseph Anthony Murray,2nd,2 3/4 l,4,9-12,-,True,35,39
Dundalk Racing Results | 21st December 2022 16:45,N/A,16:45,Standard,1m 4f,Dancing Tango (IRE),C. Stone-Walsh,10,Joseph Patrick O'Brien,1st,N/A,3,9-3,-,True,35,39
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Picpoul (IRE),Seamie Heffernan,0,M. M. Rice,14th,1 3/4 l,4,9-8,67,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Elzaamsan (IRE),N. G. McCullagh,0,M. Halford,13th,Neck,4,9-12,71,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Halcyon Spirit,Siobhan Rutledge,5,John McConnell,12th,1/2 l,4,10-2,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Son Of Hypnos (IRE),R. C. Colgan,0,Kevin Michael Smith,11th,Neck,5,9-11p,70,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Superior Force,J. Kearney,7,Adrian Murray,10th,1/2 l,3,9-12,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Liberated Light (IRE),J. Coen,5,John E. Kiely,9th,1/2 l,3,9-5,68,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Musical Rhapsody (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,1/2 l,3,9-7,70,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Pepsiwithacap (IRE),R. Whearty,7,Gavin Patrick Cromwell,7th,1 l,3,9-4tv,67,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Dreal Deal (IRE),D. B. McMonagle,0,Ronan M. P. McNally,6th,3/4 l,7,10-4t,77,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,S'all Good Man (IRE),D. W. O'Connor,0,W. T. Farrell,5th,1/2 l,6,9-13p,72,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Cursory Exam,D. King,7,G. O'Leary,4th,1 l,4,10-2,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Riccardi Medici (IRE),R. P. Whelan,0,M. Halford,3rd,4 1/2 l,3,9-12t,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Palace Rock (IRE),L. F. Roche,0,Francis Casey,2nd,3/4 l,5,9-12,71,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Firstman (FR),C. T. Keane,0,A. J. Martin,1st,N/A,5,9-12t,71,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Picpoul (IRE),Seamie Heffernan,0,M. M. Rice,14th,1 3/4 l,4,9-8,67,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Elzaamsan (IRE),N. G. McCullagh,0,M. Halford,13th,Neck,4,9-12,71,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Halcyon Spirit,Siobhan Rutledge,5,John McConnell,12th,1/2 l,4,10-2,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Son Of Hypnos (IRE),R. C. Colgan,0,Kevin Michael Smith,11th,Neck,5,9-11p,70,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Superior Force,J. Kearney,7,Adrian Murray,10th,1/2 l,3,9-12,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Liberated Light (IRE),J. Coen,5,John E. Kiely,9th,1/2 l,3,9-5,68,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Musical Rhapsody (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,1/2 l,3,9-7,70,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Pepsiwithacap (IRE),R. Whearty,7,Gavin Patrick Cromwell,7th,1 l,3,9-4tv,67,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Dreal Deal (IRE),D. B. McMonagle,0,Ronan M. P. McNally,6th,3/4 l,7,10-4t,77,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,S'all Good Man (IRE),D. W. O'Connor,0,W. T. Farrell,5th,1/2 l,6,9-13p,72,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Cursory Exam,D. King,7,G. O'Leary,4th,1 l,4,10-2,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Riccardi Medici (IRE),R. P. Whelan,0,M. Halford,3rd,4 1/2 l,3,9-12t,75,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Palace Rock (IRE),L. F. Roche,0,Francis Casey,2nd,3/4 l,5,9-12,71,True,35,40
Dundalk Racing Results | 21st December 2022 17:15,N/A,17:15,Standard,1m 4f,Firstman (FR),C. T. Keane,0,A. J. Martin,1st,N/A,5,9-12t,71,True,35,40
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Dougie's Double (IRE),J. M. Sheridan,3,R. P. Cody,13th,7 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Colorado River (IRE),Adam Caffrey,7,Adrian Murray,12th,1/2 l,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Cherry Pink (IRE),N. G. McCullagh,0,M. Halford,11th,Nose,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Head Of State (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,10th,Short Head,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Baile Locha Riach (FR),S. B. Kelly,0,John Patrick Murtagh,9th,1 1/2 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Rhythm And Tyne (IRE),M. P. Sheehy,0,M. Halford,8th,1 1/2 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Legitimate Target,R. P. Whelan,0,M. Halford,6th,Nose,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Beauty Bella (IRE),J. Coen,5,Adrian Murray,6th,Dead Heat,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Cyber Attack (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,5th,Head,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Bitacora (IRE),N. M. Crosse,0,Joe Conlon,4th,3/4 l,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Hypnotise Me (IRE),C. T. Keane,0,G. M. Lyons,3rd,Neck,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Blue News (USA),A. J. Slattery,0,A. Slattery,2nd,1 3/4 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Diamondsareforever (IRE),Seamie Heffernan,0,W. P. Browne,1st,N/A,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Dougie's Double (IRE),J. M. Sheridan,3,R. P. Cody,13th,7 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Colorado River (IRE),Adam Caffrey,7,Adrian Murray,12th,1/2 l,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Cherry Pink (IRE),N. G. McCullagh,0,M. Halford,11th,Nose,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Head Of State (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,10th,Short Head,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Baile Locha Riach (FR),S. B. Kelly,0,John Patrick Murtagh,9th,1 1/2 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Rhythm And Tyne (IRE),M. P. Sheehy,0,M. Halford,8th,1 1/2 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Legitimate Target,R. P. Whelan,0,M. Halford,6th,Nose,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Beauty Bella (IRE),J. Coen,5,Adrian Murray,6th,Dead Heat,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Cyber Attack (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,5th,Head,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Bitacora (IRE),N. M. Crosse,0,Joe Conlon,4th,3/4 l,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Hypnotise Me (IRE),C. T. Keane,0,G. M. Lyons,3rd,Neck,2,9-0,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Blue News (USA),A. J. Slattery,0,A. Slattery,2nd,1 3/4 l,2,9-5,-,True,35,41
Dundalk Racing Results | 21st December 2022 17:45,N/A,17:45,Standard,1m,Diamondsareforever (IRE),Seamie Heffernan,0,W. P. Browne,1st,N/A,2,9-0,-,True,35,41
