track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Iberique Du Seuil (FR),J. W. Kennedy,0,Gordon Elliott,7th,34 l,4,11-3,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Fameaftertheglory,Keith Donoghue,0,Gavin Patrick Cromwell,6th,4 3/4 l,6,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Flindt (IRE),E. Walsh,5,Ciaran Murphy,5th,11 l,7,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Yeah Man (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,4th,1 1/2 l,5,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Stumptown (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,3rd,10 l,5,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Caesar Rock (IRE),D. J. O'Keeffe,0,M. F. Morris,2nd,19 l,6,11-12p,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Hallowed Star (IRE),D. E. Mullins,0,John Joseph Hanlon,1st,N/A,7,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Broomfields Jeremy (IRE),L. P. Dempsey,0,J. P. Dempsey,8th,9 1/2 l,7,11-12h,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Iberique Du Seuil (FR),J. W. Kennedy,0,Gordon Elliott,7th,34 l,4,11-3,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Fameaftertheglory,Keith Donoghue,0,Gavin Patrick Cromwell,6th,4 3/4 l,6,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Flindt (IRE),E. Walsh,5,Ciaran Murphy,5th,11 l,7,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Yeah Man (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,4th,1 1/2 l,5,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Stumptown (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,3rd,10 l,5,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Caesar Rock (IRE),D. J. O'Keeffe,0,M. F. Morris,2nd,19 l,6,11-12p,-,True,24,29
Galway Racing Results | 4th October 2022 15:35,N/A,15:35,Soft,2m 2f 110y,Hallowed Star (IRE),D. E. Mullins,0,John Joseph Hanlon,1st,N/A,7,11-12,-,True,24,29
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Bold Emperor (IRE),D. J. O'Keeffe,0,T. Gibney,7th,19 l,9,10-12,126,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Bold Enough (IRE),M. P. O'Connor,5,Henry de Bromhead,6th,16 l,7,11-10p,138,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Vado Forte (FR),M. J. M. O'Sullivan,7,Ross O'Sullivan,5th,5 l,9,12-0,142,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Deadheat (FR),Mr N. McParlan,0,Sean McParlan,4th,1 1/2 l,9,10-7,121,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Gevrey (FR),Davy Russell,0,Gordon Elliott,3rd,9 1/2 l,6,11-1,129,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Kitty Galore (IRE),S. F. O'Keeffe,0,John Patrick Ryan,2nd,2 1/4 l,8,10-6,120,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Jeremys Flame (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,8,11-12h,140,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Bold Emperor (IRE),D. J. O'Keeffe,0,T. Gibney,7th,19 l,9,10-12,126,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Bold Enough (IRE),M. P. O'Connor,5,Henry de Bromhead,6th,16 l,7,11-10p,138,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Vado Forte (FR),M. J. M. O'Sullivan,7,Ross O'Sullivan,5th,5 l,9,12-0,142,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Deadheat (FR),Mr N. McParlan,0,Sean McParlan,4th,1 1/2 l,9,10-7,121,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Gevrey (FR),Davy Russell,0,Gordon Elliott,3rd,9 1/2 l,6,11-1,129,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Kitty Galore (IRE),S. F. O'Keeffe,0,John Patrick Ryan,2nd,2 1/4 l,8,10-6,120,True,24,30
Galway Racing Results | 4th October 2022 16:10,N/A,16:10,Soft,2m 2f 110y,Jeremys Flame (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,8,11-12h,140,True,24,30
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Carlas Big Jim (IRE),Mr W. T. Cronin,7,L. J. Archdeacon,11th,5 1/2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Sonny Fella,Mr Finian Maguire,0,W. M. Roper,10th,22 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Spanish John (IRE),Mr S. Cavanagh,7,P. A. Fahy,9th,Neck,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Jack Venturi (IRE),Mr J. L. Gleeson,7,Aidan Anthony Howard,8th,2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Walkonthebriteside (IRE),Mr P. A. King,5,S. Curling,7th,4 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Pickanumber (IRE),Mr J. P. Murray,7,Peter Croke,6th,3/4 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Spitalfield (IRE),Mr B. O'Neill,0,David Henry Bergin,5th,8 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Wasthatok,Mr D. O'Connor,0,Gavin Patrick Cromwell,4th,2 3/4 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Soldante (IRE),Mr H. C. Swan,7,Ciaran Murphy,3rd,4 1/2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Allibaba,Mr P. W. Mullins,0,W. P. Mullins,2nd,4 1/2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Affordale Fury (IRE),Mr Pat Taaffe,7,Noel Meade,1st,N/A,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Carlas Big Jim (IRE),Mr W. T. Cronin,7,L. J. Archdeacon,11th,5 1/2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Sonny Fella,Mr Finian Maguire,0,W. M. Roper,10th,22 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Spanish John (IRE),Mr S. Cavanagh,7,P. A. Fahy,9th,Neck,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Jack Venturi (IRE),Mr J. L. Gleeson,7,Aidan Anthony Howard,8th,2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Walkonthebriteside (IRE),Mr P. A. King,5,S. Curling,7th,4 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Pickanumber (IRE),Mr J. P. Murray,7,Peter Croke,6th,3/4 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Spitalfield (IRE),Mr B. O'Neill,0,David Henry Bergin,5th,8 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Wasthatok,Mr D. O'Connor,0,Gavin Patrick Cromwell,4th,2 3/4 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Soldante (IRE),Mr H. C. Swan,7,Ciaran Murphy,3rd,4 1/2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Allibaba,Mr P. W. Mullins,0,W. P. Mullins,2nd,4 1/2 l,4,11-7,-,True,24,31
Galway Racing Results | 4th October 2022 16:45,N/A,16:45,Soft,2m 160y,Affordale Fury (IRE),Mr Pat Taaffe,7,Noel Meade,1st,N/A,4,11-7,-,True,24,31
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Barney Hyland (IRE),S. B. Kelly,0,W. J. Martin,17th,5 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Ashoona (IRE),C. J. MacRedmond,5,Kieran Patrick Cotter,16th,1 3/4 l,2,8-13t1,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Not Even Maybe (IRE),L. F. Roche,0,Michael Mulvany,15th,2 l,2,8-9,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Senado Square,Ben Martin Coen,0,A. Slattery,14th,Short Head,2,9-2,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Spirit Of Eagles (IRE),N. G. McCullagh,0,M. C. Grassick,13th,3 1/4 l,2,8-13,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Spice Rack,C. T. Keane,0,G. M. Lyons,12th,1 3/4 l,2,9-8,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Snowcapped (IRE),T. P. Madden,0,Mrs J. Harrington,11th,Short Head,2,9-1,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Asfastaslightening (IRE),R. P. Cleary,0,Jack W. Davison,10th,1/2 l,2,9-2,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Jer Batt (IRE),G. M. Ryan,0,David Harry Kelly,9th,1 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Drop The Dip (IRE),M. P. Sheehy,0,T. Gibney,8th,Neck,2,8-9,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Hokusai (IRE),C. D. Hayes,0,Noel Meade,7th,1/2 l,2,9-2,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Gustav Ucicky (IRE),William James Lee,0,Andrew Kinirons,6th,1/2 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Coolcalmncollected,Siobhan Rutledge,5,Ciaran Murphy,5th,2 1/2 l,2,9-6,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Something Nice (IRE),D. B. McMonagle,0,Michael Mulvany,4th,1/2 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Marinas Tina (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,3rd,3/4 l,2,8-11,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Lan Cinnte (IRE),Shane Foley,0,Mrs J. Harrington,2nd,Head,2,9-3,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Lovejoy (IRE),N. M. Crosse,3,W. McCreery,1st,N/A,2,8-9,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Barney Hyland (IRE),S. B. Kelly,0,W. J. Martin,17th,5 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Ashoona (IRE),C. J. MacRedmond,5,Kieran Patrick Cotter,16th,1 3/4 l,2,8-13t1,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Not Even Maybe (IRE),L. F. Roche,0,Michael Mulvany,15th,2 l,2,8-9,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Senado Square,Ben Martin Coen,0,A. Slattery,14th,Short Head,2,9-2,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Spirit Of Eagles (IRE),N. G. McCullagh,0,M. C. Grassick,13th,3 1/4 l,2,8-13,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Spice Rack,C. T. Keane,0,G. M. Lyons,12th,1 3/4 l,2,9-8,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Snowcapped (IRE),T. P. Madden,0,Mrs J. Harrington,11th,Short Head,2,9-1,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Asfastaslightening (IRE),R. P. Cleary,0,Jack W. Davison,10th,1/2 l,2,9-2,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Jer Batt (IRE),G. M. Ryan,0,David Harry Kelly,9th,1 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Drop The Dip (IRE),M. P. Sheehy,0,T. Gibney,8th,Neck,2,8-9,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Hokusai (IRE),C. D. Hayes,0,Noel Meade,7th,1/2 l,2,9-2,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Gustav Ucicky (IRE),William James Lee,0,Andrew Kinirons,6th,1/2 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Coolcalmncollected,Siobhan Rutledge,5,Ciaran Murphy,5th,2 1/2 l,2,9-6,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Something Nice (IRE),D. B. McMonagle,0,Michael Mulvany,4th,1/2 l,2,9-0,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Marinas Tina (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,3rd,3/4 l,2,8-11,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Lan Cinnte (IRE),Shane Foley,0,Mrs J. Harrington,2nd,Head,2,9-3,-,True,24,32
Navan Racing Results | 5th October 2022 13:15,N/A,13:15,Soft,5f 164y,Lovejoy (IRE),N. M. Crosse,3,W. McCreery,1st,N/A,2,8-9,-,True,24,32
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Roman Moon (IRE),K. J. Manning,0,Kevin Prendergast,12th,20 l,2,9-11b1,74,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Pretty Persuasion (IRE),William James Lee,0,W. McCreery,11th,3/4 l,2,9-2v,65,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Thai Legacy (IRE),N. M. Crosse,3,Kieran Patrick Cotter,10th,1 1/2 l,2,8-8ht1,57,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Bonny Power (IRE),D. B. McMonagle,0,Edward Lynam,9th,2 3/4 l,2,9-7,70,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Tooprofitable (IRE),G. M. Ryan,0,M. C. Grassick,8th,1 1/4 l,2,9-8,71,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,All In The Hips (IRE),C. D. Hayes,0,Jack W. Davison,7th,Neck,2,9-3,66,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Duke Of Leggagh (IRE),G. F. Carroll,0,Michael Mulvany,6th,3/4 l,2,8-11,60,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Summer Snow (IRE),T. P. Madden,0,Ross O'Sullivan,5th,1 1/4 l,2,8-13,62,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,In The Giving (IRE),D. J. Gilligan,7,J. A. Stack,4th,Short Head,2,9-9,72,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Tic Tac Toe (IRE),C. T. Keane,0,Darren Bunyan,3rd,Neck,2,9-0,63,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Lazer Port (IRE),A. J. Slattery,0,A. Slattery,2nd,2 1/2 l,2,9-12v1,75,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Mile End,Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,2,9-11b,74,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Roman Moon (IRE),K. J. Manning,0,Kevin Prendergast,12th,20 l,2,9-11b1,74,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Pretty Persuasion (IRE),William James Lee,0,W. McCreery,11th,3/4 l,2,9-2v,65,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Thai Legacy (IRE),N. M. Crosse,3,Kieran Patrick Cotter,10th,1 1/2 l,2,8-8ht1,57,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Bonny Power (IRE),D. B. McMonagle,0,Edward Lynam,9th,2 3/4 l,2,9-7,70,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Tooprofitable (IRE),G. M. Ryan,0,M. C. Grassick,8th,1 1/4 l,2,9-8,71,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,All In The Hips (IRE),C. D. Hayes,0,Jack W. Davison,7th,Neck,2,9-3,66,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Duke Of Leggagh (IRE),G. F. Carroll,0,Michael Mulvany,6th,3/4 l,2,8-11,60,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Summer Snow (IRE),T. P. Madden,0,Ross O'Sullivan,5th,1 1/4 l,2,8-13,62,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,In The Giving (IRE),D. J. Gilligan,7,J. A. Stack,4th,Short Head,2,9-9,72,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Tic Tac Toe (IRE),C. T. Keane,0,Darren Bunyan,3rd,Neck,2,9-0,63,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Lazer Port (IRE),A. J. Slattery,0,A. Slattery,2nd,2 1/2 l,2,9-12v1,75,True,24,33
Navan Racing Results | 5th October 2022 13:50,N/A,13:50,Soft,5f 164y,Mile End,Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,2,9-11b,74,True,24,33
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Hallep (IRE),D. A. Kidd,7,Timothy Doyle,17th,9 l,3,8-13,48,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Zegos Surprise (IRE),Cillian McConnell,4,D. Broad,16th,2 3/4 l,4,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Farnese,M. W. Hassett,7,Martin Hassett,15th,Nose,6,8-12t,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Brightburn (IRE),H. J. Horgan,4,Paul W. Flynn,14th,1 1/2 l,4,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Hot Whispers (IRE),Siobhan Rutledge,0,Shane Nolan,13th,2 3/4 l,3,8-12t,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,The Rabbit Catcher (IRE),J. J. G. Ryan,4,T. G. McCourt,12th,Short Head,3,9-3,52,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Tiny Bit (IRE),C. J. MacRedmond,2,Kieran Patrick Cotter,11th,4 3/4 l,3,10-1tb,64,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Eleuthera,J. Kearney,4,J. F. Levins,10th,1 3/4 l,10,8-12v,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Dragons Call (IRE),J. A. Powell,2,J. J. Feane,9th,1 3/4 l,6,10-1,64,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Heledd (IRE),Tom Kiely Marshall,4,Joseph G. Murphy,8th,Head,3,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Creative Power (IRE),Sorcha Woods,4,Edward Lynam,7th,Short Head,3,9-5h1,54,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Let's Believe (IRE),R. Whearty,4,Richard Brabazon,6th,1 1/4 l,4,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Hell Left Loose,D. J. Gilligan,4,Vincent Carroll,5th,Neck,6,9-8t,57,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Born Invincible (IRE),J. Coen,2,G. O'Leary,4th,1/2 l,6,9-6t,55,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Derrinlaur Spender (IRE),Adam Caffrey,4,Eoin Joseph McDonagh,3rd,1 1/4 l,3,8-13p,48,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Linus Larrabee (IRE),P. A. Harnett,2,Edward Lynam,2nd,1/2 l,5,9-7,56,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Conversant (IRE),D. King,4,Denis Hogan,1st,N/A,7,9-6tb,55,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Hallep (IRE),D. A. Kidd,7,Timothy Doyle,17th,9 l,3,8-13,48,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Zegos Surprise (IRE),Cillian McConnell,4,D. Broad,16th,2 3/4 l,4,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Farnese,M. W. Hassett,7,Martin Hassett,15th,Nose,6,8-12t,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Brightburn (IRE),H. J. Horgan,4,Paul W. Flynn,14th,1 1/2 l,4,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Hot Whispers (IRE),Siobhan Rutledge,0,Shane Nolan,13th,2 3/4 l,3,8-12t,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,The Rabbit Catcher (IRE),J. J. G. Ryan,4,T. G. McCourt,12th,Short Head,3,9-3,52,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Tiny Bit (IRE),C. J. MacRedmond,2,Kieran Patrick Cotter,11th,4 3/4 l,3,10-1tb,64,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Eleuthera,J. Kearney,4,J. F. Levins,10th,1 3/4 l,10,8-12v,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Dragons Call (IRE),J. A. Powell,2,J. J. Feane,9th,1 3/4 l,6,10-1,64,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Heledd (IRE),Tom Kiely Marshall,4,Joseph G. Murphy,8th,Head,3,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Creative Power (IRE),Sorcha Woods,4,Edward Lynam,7th,Short Head,3,9-5h1,54,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Let's Believe (IRE),R. Whearty,4,Richard Brabazon,6th,1 1/4 l,4,8-12,47,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Hell Left Loose,D. J. Gilligan,4,Vincent Carroll,5th,Neck,6,9-8t,57,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Born Invincible (IRE),J. Coen,2,G. O'Leary,4th,1/2 l,6,9-6t,55,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Derrinlaur Spender (IRE),Adam Caffrey,4,Eoin Joseph McDonagh,3rd,1 1/4 l,3,8-13p,48,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Linus Larrabee (IRE),P. A. Harnett,2,Edward Lynam,2nd,1/2 l,5,9-7,56,True,24,34
Navan Racing Results | 5th October 2022 14:25,N/A,14:25,Soft,5f 164y,Conversant (IRE),D. King,4,Denis Hogan,1st,N/A,7,9-6tb,55,True,24,34
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Furnace Creek (IRE),R. P. Cleary,0,James M. Barrett,13th,13 l,3,9-4,84,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Only Spoofing (IRE),Emmet McNamara,0,Kevin Thomas Coleman,12th,5 l,8,9-10,90,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Downforce (IRE),Jessica Maye,10,W. McCreery,11th,Head,10,9-1b,81,True,24,35
