track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Mid Life Crisis (IRE),K. J. Leonard,0,Michael Winters,9th,11 l,4,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Fondant Fancie (IRE),M. A. Enright,0,Miss J. M. Lee,8th,4 1/2 l,4,9-4,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Plough on (IRE),D. J. Gilligan,7,Paul John Gilligan,7th,12 l,4,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Anthem (IRE),A. J. Slattery,0,A. Slattery,6th,1 l,4,9-9v1,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Elle Dorado Rock (IRE),R. C. Colgan,0,A. J. Martin,5th,7 l,4,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Six Feet Apart (IRE),J. Coen,5,Joseph Patrick O'Brien,4th,2 1/2 l,4,9-4,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Men Of Dreams (IRE),D. W. O'Connor,0,J. F. Levins,3rd,1 1/2 l,4,9-9v,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Diamond Union,William James Lee,0,E. J. O'Grady,2nd,Head,5,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Beautiful Chaos (IRE),J. A. Powell,7,Ross O'Sullivan,1st,N/A,4,9-4,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Mid Life Crisis (IRE),K. J. Leonard,0,Michael Winters,9th,11 l,4,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Fondant Fancie (IRE),M. A. Enright,0,Miss J. M. Lee,8th,4 1/2 l,4,9-4,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Plough on (IRE),D. J. Gilligan,7,Paul John Gilligan,7th,12 l,4,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Anthem (IRE),A. J. Slattery,0,A. Slattery,6th,1 l,4,9-9v1,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Elle Dorado Rock (IRE),R. C. Colgan,0,A. J. Martin,5th,7 l,4,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Six Feet Apart (IRE),J. Coen,5,Joseph Patrick O'Brien,4th,2 1/2 l,4,9-4,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Men Of Dreams (IRE),D. W. O'Connor,0,J. F. Levins,3rd,1 1/2 l,4,9-9v,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Diamond Union,William James Lee,0,E. J. O'Grady,2nd,Head,5,9-9,-,True,24,1
Killarney Racing Results | 1st October 2022 17:25,N/A,17:25,Soft,1m 3f 50y,Beautiful Chaos (IRE),J. A. Powell,7,Ross O'Sullivan,1st,N/A,4,9-4,-,True,24,1
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Kilbarry Lilac (IRE),M. P. O'Connor,5,Con O'Keeffe,7th,7 l,6,10-13,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Fons Vivus (IRE),M. J. M. O'Sullivan,7,P. Butler,6th,10 l,6,11-7,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Lovango (IRE),S. D. Torrens,0,Miss D. M. O'Shea,5th,11 l,4,10-12,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Costaweefortune (IRE),G. B. Noonan,0,Ian O'Connor,4th,1/2 l,6,10-13,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Glorious Singer (IRE),Mr Adam Feeney,7,Ms A. Curran,3rd,46 l,7,10-13p,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Still Ciel (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,3 1/4 l,5,10-13,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Bella Scintilla (FR),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,4,10-12,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Kilbarry Lilac (IRE),M. P. O'Connor,5,Con O'Keeffe,7th,7 l,6,10-13,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Fons Vivus (IRE),M. J. M. O'Sullivan,7,P. Butler,6th,10 l,6,11-7,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Lovango (IRE),S. D. Torrens,0,Miss D. M. O'Shea,5th,11 l,4,10-12,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Costaweefortune (IRE),G. B. Noonan,0,Ian O'Connor,4th,1/2 l,6,10-13,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Glorious Singer (IRE),Mr Adam Feeney,7,Ms A. Curran,3rd,46 l,7,10-13p,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Still Ciel (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,3 1/4 l,5,10-13,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:00,N/A,13:00,Good,2m 1f,Bella Scintilla (FR),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,4,10-12,-,True,24,2
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Red Archangel (IRE),A. M. McCurtin,3,L. J. Archdeacon,PU,N/A,6,11-9,95,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Keep 'Em Lit (IRE),L. P. Dempsey,0,Muredach Kelly,PU,N/A,7,11-4,90,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Zeydabad (IRE),C. M. Quirke,7,Thomas Mullins,12th,43 l,6,10-13,85,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Toor Moment (IRE),I. J. Power,0,Ms M. Flynn,11th,24 l,7,11-11,97,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Willie Bob (IRE),G. B. Noonan,7,Michael P. Hourigan,10th,3 1/2 l,5,11-5,91,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Bal Kauto (FR),Mr Turlough O'Connor,7,Turlough O'Connor,9th,8 l,5,11-2t,88,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Bonnie Kellie (IRE),Phillip Enright,0,S. Curling,8th,2 l,5,12-0h1,100,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Veneziano Springs (FR),D. King,7,Denis Hogan,7th,2 1/4 l,10,11-10t,96,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Crescent Lake,M. J. M. O'Sullivan,7,Terence O'Brien,6th,1 1/4 l,5,11-9,95,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Elusive Rebeldom (IRE),J. J. Slevin,0,Thomas Cooper,5th,1/2 l,7,11-10h,96,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,General Clermont (FR),Keith Donoghue,0,D. E. Fitzgerald,4th,1 1/4 l,6,11-13,99,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Our Bobby (IRE),Niall Moore,0,John Michael Burke,3rd,6 1/2 l,5,11-13p,99,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Downthecellar (IRE),D. J. O'Keeffe,0,E. J. O'Grady,2nd,Head,8,11-10tp,96,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Buttons and Bows (IRE),S. D. Torrens,0,Patrick J. Flynn,1st,N/A,8,11-12p,98,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Red Archangel (IRE),A. M. McCurtin,3,L. J. Archdeacon,PU,N/A,6,11-9,95,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Keep 'Em Lit (IRE),L. P. Dempsey,0,Muredach Kelly,PU,N/A,7,11-4,90,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Zeydabad (IRE),C. M. Quirke,7,Thomas Mullins,12th,43 l,6,10-13,85,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Toor Moment (IRE),I. J. Power,0,Ms M. Flynn,11th,24 l,7,11-11,97,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Willie Bob (IRE),G. B. Noonan,7,Michael P. Hourigan,10th,3 1/2 l,5,11-5,91,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Bal Kauto (FR),Mr Turlough O'Connor,7,Turlough O'Connor,9th,8 l,5,11-2t,88,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Bonnie Kellie (IRE),Phillip Enright,0,S. Curling,8th,2 l,5,12-0h1,100,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Veneziano Springs (FR),D. King,7,Denis Hogan,7th,2 1/4 l,10,11-10t,96,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Crescent Lake,M. J. M. O'Sullivan,7,Terence O'Brien,6th,1 1/4 l,5,11-9,95,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Elusive Rebeldom (IRE),J. J. Slevin,0,Thomas Cooper,5th,1/2 l,7,11-10h,96,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,General Clermont (FR),Keith Donoghue,0,D. E. Fitzgerald,4th,1 1/4 l,6,11-13,99,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Our Bobby (IRE),Niall Moore,0,John Michael Burke,3rd,6 1/2 l,5,11-13p,99,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Downthecellar (IRE),D. J. O'Keeffe,0,E. J. O'Grady,2nd,Head,8,11-10tp,96,True,24,3
Killarney Racing Results | 2nd October 2022 13:35,N/A,13:35,Good,2m 1f,Buttons and Bows (IRE),S. D. Torrens,0,Patrick J. Flynn,1st,N/A,8,11-12p,98,True,24,3
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Run For Pat (IRE),Sam Ewing,0,Gordon Elliott,5th,3 1/4 l,5,11-2b,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Magheralin Mick (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,4th,3 l,5,11-2,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Champella (IRE),Mr T. P. Harney,7,Ross O'Sullivan,3rd,8 1/2 l,4,11-3,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Alvaro,C. P. McNamara,0,Eric McNamara,2nd,8 1/2 l,6,11-3,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Toss Again (IRE),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,5,11-5t,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Run For Pat (IRE),Sam Ewing,0,Gordon Elliott,5th,3 1/4 l,5,11-2b,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Magheralin Mick (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,4th,3 l,5,11-2,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Champella (IRE),Mr T. P. Harney,7,Ross O'Sullivan,3rd,8 1/2 l,4,11-3,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Alvaro,C. P. McNamara,0,Eric McNamara,2nd,8 1/2 l,6,11-3,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:10,N/A,14:10,Good,2m 6f 180y,Toss Again (IRE),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,5,11-5t,-,True,24,4
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Fizzlestick (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,UR,N/A,9,11-7v1,95,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Dr Mikey (IRE),I. J. Power,0,Ms M. Flynn,PU,N/A,13,12-0,102,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Eastern Tornado (IRE),Richard Deegan,0,Michael P. Hourigan,10th,6 1/2 l,5,10-9,83,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Bear Claws (IRE),C. P. McNamara,0,Eric McNamara,9th,1 3/4 l,6,11-10t,98,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Paddy Rocket (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,8th,39 l,5,10-12,86,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Shamrock'n Roll (IRE),Donagh Meyler,0,J. R. Finn,7th,3/4 l,7,11-0t1,88,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,The Holmeister (IRE),M. J. M. O'Sullivan,7,Michael P. Hourigan,6th,8 l,8,11-8,96,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Toor Hawk (IRE),C. Brassil,5,Ms M. Flynn,5th,4 1/4 l,8,11-0,88,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Roccorionach (IRE),N. T. Prendergast,7,T. Shanahan,4th,9 1/2 l,5,10-6p1,80,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Ocojohn (IRE),J. J. Slevin,0,Thomas Cooper,3rd,2 1/4 l,5,11-7h,95,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Twoplustwo Equals (IRE),C. M. Quirke,7,P. Tobin,2nd,Neck,5,11-2,90,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Winning Rascal,D. J. O'Keeffe,0,M. Hourigan,1st,N/A,7,11-10t,98,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Fizzlestick (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,UR,N/A,9,11-7v1,95,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Dr Mikey (IRE),I. J. Power,0,Ms M. Flynn,PU,N/A,13,12-0,102,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Eastern Tornado (IRE),Richard Deegan,0,Michael P. Hourigan,10th,6 1/2 l,5,10-9,83,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Bear Claws (IRE),C. P. McNamara,0,Eric McNamara,9th,1 3/4 l,6,11-10t,98,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Paddy Rocket (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,8th,39 l,5,10-12,86,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Shamrock'n Roll (IRE),Donagh Meyler,0,J. R. Finn,7th,3/4 l,7,11-0t1,88,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,The Holmeister (IRE),M. J. M. O'Sullivan,7,Michael P. Hourigan,6th,8 l,8,11-8,96,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Toor Hawk (IRE),C. Brassil,5,Ms M. Flynn,5th,4 1/4 l,8,11-0,88,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Roccorionach (IRE),N. T. Prendergast,7,T. Shanahan,4th,9 1/2 l,5,10-6p1,80,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Ocojohn (IRE),J. J. Slevin,0,Thomas Cooper,3rd,2 1/4 l,5,11-7h,95,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Twoplustwo Equals (IRE),C. M. Quirke,7,P. Tobin,2nd,Neck,5,11-2,90,True,24,5
Killarney Racing Results | 2nd October 2022 14:45,N/A,14:45,Good,2m 6f 180y,Winning Rascal,D. J. O'Keeffe,0,M. Hourigan,1st,N/A,7,11-10t,98,True,24,5
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Leahman,Richard Deegan,0,J. Beamish,PU,N/A,6,11-9,107,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Jack Holiday (IRE),D. King,7,John F. Gleeson,F,N/A,8,11-9p,107,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Ena Baie (FR),K. E. Buckley,5,Conor O'Dwyer,8th,1 l,8,11-11,109,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Alexharwill (IRE),Phillip Enright,0,L. Young,7th,5 1/2 l,7,10-7,91,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Stormey (IRE),J. J. Slevin,0,Paul John Gilligan,6th,1/2 l,12,12-0,112,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Cregane Ned (IRE),G. B. Noonan,0,Paul O'Flynn,5th,1 l,8,12-0,112,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Carnet De Stage (IRE),M. J. M. O'Sullivan,7,Eugene M. O'Sullivan,4th,1 1/2 l,7,11-9,107,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Coole Arcade (IRE),D. J. O'Keeffe,0,Henry de Bromhead,3rd,1 1/4 l,8,11-8t,106,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Pythion (FR),Keith Donoghue,0,Michael Winters,2nd,5 1/2 l,6,11-13p,111,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Ricky Langford (IRE),C. M. Quirke,7,P. J. Rothwell,1st,N/A,8,10-12p,96,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Leahman,Richard Deegan,0,J. Beamish,PU,N/A,6,11-9,107,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Jack Holiday (IRE),D. King,7,John F. Gleeson,F,N/A,8,11-9p,107,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Ena Baie (FR),K. E. Buckley,5,Conor O'Dwyer,8th,1 l,8,11-11,109,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Alexharwill (IRE),Phillip Enright,0,L. Young,7th,5 1/2 l,7,10-7,91,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Stormey (IRE),J. J. Slevin,0,Paul John Gilligan,6th,1/2 l,12,12-0,112,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Cregane Ned (IRE),G. B. Noonan,0,Paul O'Flynn,5th,1 l,8,12-0,112,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Carnet De Stage (IRE),M. J. M. O'Sullivan,7,Eugene M. O'Sullivan,4th,1 1/2 l,7,11-9,107,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Coole Arcade (IRE),D. J. O'Keeffe,0,Henry de Bromhead,3rd,1 1/4 l,8,11-8t,106,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Pythion (FR),Keith Donoghue,0,Michael Winters,2nd,5 1/2 l,6,11-13p,111,True,24,6
Killarney Racing Results | 2nd October 2022 15:20,N/A,15:20,Good,2m 1f,Ricky Langford (IRE),C. M. Quirke,7,P. J. Rothwell,1st,N/A,8,10-12p,96,True,24,6
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,I'm Not Alone (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,PU,N/A,8,11-3tp,91,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Getaclan (IRE),J. J. Slevin,0,D. McNamara,PU,N/A,7,10-8t,82,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Zalika (IRE),Sam Ewing,0,Paul John Gilligan,F,N/A,7,10-8,82,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,My Friend The Wind (IRE),C. P. McNamara,0,Eric McNamara,F,N/A,7,11-2,90,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Four Country Roads (IRE),Phillip Enright,0,Brian M. McMahon,8th,8 1/2 l,8,10-0,74,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Dundeedy Lad (FR),S. D. Torrens,0,Ruaidhri Tierney,7th,Neck,9,10-5tb,79,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Father Jed (IRE),Donagh Meyler,0,John Patrick Ryan,6th,3 3/4 l,11,11-9,97,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Three Loud Knocks (IRE),M. J. M. O'Sullivan,7,Brian Mortell,5th,9 1/2 l,10,10-13,87,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Moakland (IRE),Philip Donovan,5,John Patrick Ryan,4th,3/4 l,7,10-10,84,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Touch of Oscar (IRE),Keith Donoghue,0,M. Hourigan,3rd,15 l,8,11-10,98,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Arverne (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,2nd,2 3/4 l,7,12-0b,102,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Sanibel Island (IRE),D. J. O'Keeffe,0,M. Hourigan,1st,N/A,10,10-0,74,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,I'm Not Alone (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,PU,N/A,8,11-3tp,91,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Getaclan (IRE),J. J. Slevin,0,D. McNamara,PU,N/A,7,10-8t,82,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Zalika (IRE),Sam Ewing,0,Paul John Gilligan,F,N/A,7,10-8,82,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,My Friend The Wind (IRE),C. P. McNamara,0,Eric McNamara,F,N/A,7,11-2,90,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Four Country Roads (IRE),Phillip Enright,0,Brian M. McMahon,8th,8 1/2 l,8,10-0,74,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Dundeedy Lad (FR),S. D. Torrens,0,Ruaidhri Tierney,7th,Neck,9,10-5tb,79,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Father Jed (IRE),Donagh Meyler,0,John Patrick Ryan,6th,3 3/4 l,11,11-9,97,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Three Loud Knocks (IRE),M. J. M. O'Sullivan,7,Brian Mortell,5th,9 1/2 l,10,10-13,87,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Moakland (IRE),Philip Donovan,5,John Patrick Ryan,4th,3/4 l,7,10-10,84,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Touch of Oscar (IRE),Keith Donoghue,0,M. Hourigan,3rd,15 l,8,11-10,98,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Arverne (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,2nd,2 3/4 l,7,12-0b,102,True,24,7
Killarney Racing Results | 2nd October 2022 15:55,N/A,15:55,Good,2m 7f,Sanibel Island (IRE),D. J. O'Keeffe,0,M. Hourigan,1st,N/A,10,10-0,74,True,24,7
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Emir De Rots (FR),C. G. O'Dwyer,0,Conor O'Dwyer,UR,N/A,8,11-12p,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,The Abbey (IRE),Sam Ewing,0,Gordon Elliott,UR,N/A,9,11-12p,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Maciver (IRE),Phillip Enright,0,Eoghan O'Grady,5th,46 l,5,11-12p,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Kopon (IRE),J. J. Slevin,0,Gearoid O'Loughlin,4th,16 l,7,11-5t1,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Definiteadare (IRE),G. B. Noonan,0,Ian O'Connor,3rd,6 1/2 l,8,11-12,-,True,24,8
