track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Aine's Lad (IRE),J Smith,7,M J Smith,3rd,6 l,5,11-12ht,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Bobbi Gin Tree (IRE),Rachael Blackmore,0,H De Bromhead,2nd,2 1/2 l,5,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Torquay Road (IRE),D J Gilligan,3,C Collins,1st,N/A,5,11-12,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Texas King (IRE),S F O'Keeffe,0,L Young,PU,N/A,5,11-12,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,You Make Me Smile (IRE),D E Mullins,0,P A Fahy,9th,14 l,6,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Kimjoy (IRE),J J Slevin,0,S R B Crawford,8th,18 l,5,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Pallas Athene (IRE),Sam Ewing,0,G Elliott,7th,Neck,6,11-5b1,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Kilbride Hill (IRE),Mr J Aherne,7,J P Ryan,6th,1/2 l,6,11-12,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Thunder Rose (IRE),D J O'Keeffe,0,Peter Fahey,5th,Short Head,5,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Upthereforthinking (IRE),K M Donoghue,0,G P Cromwell,4th,5 l,5,11-12p,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Aine's Lad (IRE),J Smith,7,M J Smith,3rd,6 l,5,11-12ht,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Bobbi Gin Tree (IRE),Rachael Blackmore,0,H De Bromhead,2nd,2 1/2 l,5,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Torquay Road (IRE),D J Gilligan,3,C Collins,1st,N/A,5,11-12,-,True,126,30
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Hidden Land (USA),K M Donoghue,0,A Kinirons,NR,N/A,7,11-12,118,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Jumping Susie (IRE),B W Harvey,0,J C McConnell,UR,N/A,6,10-13t,105,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Glendars Mahler (IRE),M M McDonagh,0,James Andrew Fahey,7th,6 l,8,10-9t,101,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Bigira (FR),D Butler,7,M Fahey,6th,2 l,5,10-0t1,93,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Flidais (IRE),D E Mullins,0,J P Ryan,5th,2 1/4 l,6,10-12,104,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Miss Fourie (IRE),D J O'Keeffe,0,Peter Fahey,4th,1/2 l,7,11-3,109,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Red Ball Of Fire (IRE),P Byrnes,3,M M McNiff,3rd,2 1/2 l,7,11-3b,109,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Instant Tendance (FR),K C Sexton,0,G Elliott,2nd,3/4 l,6,11-12t,118,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Gone For Tea (IRE),Sam Ewing,0,Peter Fahey,1st,N/A,6,11-1,107,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Hidden Land (USA),K M Donoghue,0,A Kinirons,NR,N/A,7,11-12,118,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Jumping Susie (IRE),B W Harvey,0,J C McConnell,UR,N/A,6,10-13t,105,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Glendars Mahler (IRE),M M McDonagh,0,James Andrew Fahey,7th,6 l,8,10-9t,101,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Bigira (FR),D Butler,7,M Fahey,6th,2 l,5,10-0t1,93,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Flidais (IRE),D E Mullins,0,J P Ryan,5th,2 1/4 l,6,10-12,104,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Miss Fourie (IRE),D J O'Keeffe,0,Peter Fahey,4th,1/2 l,7,11-3,109,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Red Ball Of Fire (IRE),P Byrnes,3,M M McNiff,3rd,2 1/2 l,7,11-3b,109,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Instant Tendance (FR),K C Sexton,0,G Elliott,2nd,3/4 l,6,11-12t,118,True,126,31
Sligo Racing Results | 7th July 2024 14:35,N/A,14:35,Good To Yielding,2m 1f 80y,Gone For Tea (IRE),Sam Ewing,0,Peter Fahey,1st,N/A,6,11-1,107,True,126,31
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,For Everyone (IRE),P Byrnes,0,M M McNiff,NR,N/A,8,11-5t,107,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Lakomet Of Saints (FR),C Stone-Walsh,2,J P Flavin,NR,N/A,6,10-0tb1,88,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,True Destiny,Niall Moore,4,N C Kelly,7th,11 l,9,10-9,97,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Thunder (IRE),O R Brown,2,J P Ryan,6th,4 1/2 l,6,11-4,106,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Full Noise (IRE),S O'Callaghan,2,Miss K Brown,5th,Neck,8,11-3t,105,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Herculaneum (IRE),G B Noonan,2,N C Kelly,4th,21 l,7,11-8b,110,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Win Some Lose Some (IRE),A P Kelly,2,P Roche,3rd,7 l,5,11-3,105,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Golden Sandbanks,L A McKenna,2,P W Flynn,2nd,1 3/4 l,7,11-3tp,105,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Ankud,D J Gilligan,0,G Elliott,1st,N/A,5,12-0p,116,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,For Everyone (IRE),P Byrnes,0,M M McNiff,NR,N/A,8,11-5t,107,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Lakomet Of Saints (FR),C Stone-Walsh,2,J P Flavin,NR,N/A,6,10-0tb1,88,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,True Destiny,Niall Moore,4,N C Kelly,7th,11 l,9,10-9,97,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Thunder (IRE),O R Brown,2,J P Ryan,6th,4 1/2 l,6,11-4,106,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Full Noise (IRE),S O'Callaghan,2,Miss K Brown,5th,Neck,8,11-3t,105,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Herculaneum (IRE),G B Noonan,2,N C Kelly,4th,21 l,7,11-8b,110,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Win Some Lose Some (IRE),A P Kelly,2,P Roche,3rd,7 l,5,11-3,105,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Golden Sandbanks,L A McKenna,2,P W Flynn,2nd,1 3/4 l,7,11-3tp,105,True,126,32
Sligo Racing Results | 7th July 2024 15:05,N/A,15:05,Good To Yielding,2m 1f 80y,Ankud,D J Gilligan,0,G Elliott,1st,N/A,5,12-0p,116,True,126,32
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Mastermind (IRE),S F O'Keeffe,0,A Fleming,NR,N/A,10,11-3,84,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Technology (IRE),B W Harvey,0,J C McConnell,NR,N/A,7,12-0,95,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Trim To Milan (IRE),J Kearney,5,G Keane,UR,N/A,9,10-13,80,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Snugsborough Benny (IRE),D P Maxwell,7,J P Broderick,PU,N/A,14,12-0p,95,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,I Dont Lie (IRE),Sam Ewing,0,Mrs D Foster,PU,N/A,4,11-4,89,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Miala Araya (IRE),J J Slevin,0,Jayne Hearne,PU,N/A,9,10-13,80,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Falcon Park (IRE),D Meyler,0,E Mullins,10th,35 l,8,10-13,80,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Nevermindestranger (IRE),A Harvey,7,D M Christie,9th,4 3/4 l,7,12-0,95,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,County Champs (IRE),R Deegan,0,B McMahon,8th,Short Head,5,11-6,87,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Ask The Leader (IRE),D J O'Keeffe,0,D M Christie,7th,11 l,8,11-8tp1,89,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,6th,5 1/2 l,7,11-0,81,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Barbaha Queen (IRE),Mr D Doyle,7,J P Ryan,5th,1 1/2 l,8,11-2,83,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Tropical Speed (IRE),S O'Callaghan,5,E Doyle,4th,1/2 l,5,11-6,87,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Ilbdare (IRE),P T Enright,0,M M McNiff,3rd,1 1/4 l,4,11-7,92,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Craic Eile (IRE),J P Shinnick,7,D Budds,2nd,2 1/2 l,7,11-7t,88,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Steps In The Sand (IRE),E Walsh,0,C Collins,1st,N/A,5,11-10,91,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Mastermind (IRE),S F O'Keeffe,0,A Fleming,NR,N/A,10,11-3,84,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Technology (IRE),B W Harvey,0,J C McConnell,NR,N/A,7,12-0,95,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Trim To Milan (IRE),J Kearney,5,G Keane,UR,N/A,9,10-13,80,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Snugsborough Benny (IRE),D P Maxwell,7,J P Broderick,PU,N/A,14,12-0p,95,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,I Dont Lie (IRE),Sam Ewing,0,Mrs D Foster,PU,N/A,4,11-4,89,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Miala Araya (IRE),J J Slevin,0,Jayne Hearne,PU,N/A,9,10-13,80,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Falcon Park (IRE),D Meyler,0,E Mullins,10th,35 l,8,10-13,80,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Nevermindestranger (IRE),A Harvey,7,D M Christie,9th,4 3/4 l,7,12-0,95,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,County Champs (IRE),R Deegan,0,B McMahon,8th,Short Head,5,11-6,87,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Ask The Leader (IRE),D J O'Keeffe,0,D M Christie,7th,11 l,8,11-8tp1,89,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,6th,5 1/2 l,7,11-0,81,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Barbaha Queen (IRE),Mr D Doyle,7,J P Ryan,5th,1 1/2 l,8,11-2,83,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Tropical Speed (IRE),S O'Callaghan,5,E Doyle,4th,1/2 l,5,11-6,87,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Ilbdare (IRE),P T Enright,0,M M McNiff,3rd,1 1/4 l,4,11-7,92,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Craic Eile (IRE),J P Shinnick,7,D Budds,2nd,2 1/2 l,7,11-7t,88,True,126,33
Sligo Racing Results | 7th July 2024 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 3f 194y,Steps In The Sand (IRE),E Walsh,0,C Collins,1st,N/A,5,11-10,91,True,126,33
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,U Asking Me (IRE),D Meyler,0,E Doyle,NR,N/A,7,10-13,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Boxcar Molly (IRE),G B Noonan,5,E McCarthy,UR,N/A,5,10-13,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Roscomroe (IRE),D P Maxwell,7,J P Broderick,UR,N/A,9,11-0tp,81,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Kiss My Lucky Egg,H E Sexton,7,A Sexton,PU,N/A,6,10-13,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Nurse Garvey (IRE),B W Harvey,0,D M Christie,PU,N/A,6,11-3,84,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Moonlight Getaway (IRE),J J Slevin,0,D Hassett,PU,N/A,8,11-10,91,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Road To The Weir (IRE),A M King,7,J Neilan,10th,3 1/2 l,8,11-6,87,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,I Owe You One (IRE),Mr A D Bustin,7,C Byrnes,9th,2 3/4 l,5,11-12,93,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Del Girl (IRE),S F O'Keeffe,0,S Crawley,8th,6 l,5,11-9,90,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Banada Bridge (IRE),D J Gilligan,3,Mrs D Foster,7th,3 3/4 l,7,10-13tp,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Reel Her In (IRE),C Stone-Walsh,5,G P Cromwell,6th,5 1/2 l,4,11-10,95,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Pettigo (IRE),P T Enright,0,M M McNiff,5th,6 l,6,11-4ht1,85,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Maxios Show (IRE),J P Shinnick,7,T O'Brien,4th,2 3/4 l,6,11-0,81,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,3rd,5 l,9,11-0,81,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Divilabother (IRE),A Harvey,7,Thomas Coyle,2nd,9 1/2 l,6,11-3,84,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,La Hacienda,J Smith,7,M J Smith,1st,N/A,7,11-10p,91,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,U Asking Me (IRE),D Meyler,0,E Doyle,NR,N/A,7,10-13,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Boxcar Molly (IRE),G B Noonan,5,E McCarthy,UR,N/A,5,10-13,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Roscomroe (IRE),D P Maxwell,7,J P Broderick,UR,N/A,9,11-0tp,81,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Kiss My Lucky Egg,H E Sexton,7,A Sexton,PU,N/A,6,10-13,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Nurse Garvey (IRE),B W Harvey,0,D M Christie,PU,N/A,6,11-3,84,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Moonlight Getaway (IRE),J J Slevin,0,D Hassett,PU,N/A,8,11-10,91,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Road To The Weir (IRE),A M King,7,J Neilan,10th,3 1/2 l,8,11-6,87,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,I Owe You One (IRE),Mr A D Bustin,7,C Byrnes,9th,2 3/4 l,5,11-12,93,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Del Girl (IRE),S F O'Keeffe,0,S Crawley,8th,6 l,5,11-9,90,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Banada Bridge (IRE),D J Gilligan,3,Mrs D Foster,7th,3 3/4 l,7,10-13tp,80,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Reel Her In (IRE),C Stone-Walsh,5,G P Cromwell,6th,5 1/2 l,4,11-10,95,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Pettigo (IRE),P T Enright,0,M M McNiff,5th,6 l,6,11-4ht1,85,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Maxios Show (IRE),J P Shinnick,7,T O'Brien,4th,2 3/4 l,6,11-0,81,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,3rd,5 l,9,11-0,81,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,Divilabother (IRE),A Harvey,7,Thomas Coyle,2nd,9 1/2 l,6,11-3,84,True,126,34
Sligo Racing Results | 7th July 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 3f 194y,La Hacienda,J Smith,7,M J Smith,1st,N/A,7,11-10p,91,True,126,34
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Flicker Of Hope (FR),A P Kelly,5,M Fahey,NR,N/A,5,11-12,107,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Miss Vivacious (IRE),D J O'Keeffe,0,T Gibney,PU,N/A,6,10-13,94,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Glendine Billy (IRE),D E Mullins,0,A Mullins,PU,N/A,6,11-6,101,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Western Comandor (IRE),J S McGarvey,0,A McNamara,PU,N/A,6,11-10,105,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Tom Kelly (IRE),H Morgan,0,Jayne Hearne,PU,N/A,7,11-2,97,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Amaulino (FR),Daire James McConville,7,R K Watson,PU,N/A,11,11-0tv,95,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,The Abbey (IRE),D J Gilligan,3,G Elliott,9th,35 l,11,11-5b1,100,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Mr Dibbs (IRE),Eoin G Kelly,7,A Murray,8th,12 l,5,11-12,107,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Mustameet Secret (IRE),Mr E Finegan,7,H P Finegan,7th,9 1/2 l,7,10-11p1,92,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Benny The Duke (IRE),Niall Moore,7,R P Cody,6th,4 1/2 l,7,12-0p,109,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Early Arrival (IRE),K Callaghan,5,J Barcoe,5th,19 l,9,11-5,100,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Housemartin (IRE),P T Enright,0,E J O'Grady,4th,1/2 l,7,11-9t,104,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Outside The Door (IRE),P T Smithers,7,P Roche,3rd,2 1/2 l,8,11-11p,106,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Sphagnum (IRE),D P Maxwell,7,J P Broderick,2nd,1 1/4 l,7,11-9tp,104,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,I Am Spider Man (IRE),P Byrnes,3,C Byrnes,1st,N/A,7,11-9,104,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Flicker Of Hope (FR),A P Kelly,5,M Fahey,NR,N/A,5,11-12,107,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Miss Vivacious (IRE),D J O'Keeffe,0,T Gibney,PU,N/A,6,10-13,94,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Glendine Billy (IRE),D E Mullins,0,A Mullins,PU,N/A,6,11-6,101,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Western Comandor (IRE),J S McGarvey,0,A McNamara,PU,N/A,6,11-10,105,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Tom Kelly (IRE),H Morgan,0,Jayne Hearne,PU,N/A,7,11-2,97,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Amaulino (FR),Daire James McConville,7,R K Watson,PU,N/A,11,11-0tv,95,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,The Abbey (IRE),D J Gilligan,3,G Elliott,9th,35 l,11,11-5b1,100,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Mr Dibbs (IRE),Eoin G Kelly,7,A Murray,8th,12 l,5,11-12,107,True,126,35
Sligo Racing Results | 7th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),3m 1f 146y,Mustameet Secret (IRE),Mr E Finegan,7,H P Finegan,7th,9 1/2 l,7,10-11p1,92,True,126,35
