track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Birmingham Alabama (IRE),E Walsh,0,E D Delany,2nd,8 1/2 l,5,10-13,-,True,126,24
Bellewstown Racing Results | 6th July 2024 18:30,N/A,18:30,Good,2m 4f 110y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,1st,N/A,5,10-13t,-,True,126,24
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Harveyshonor (IRE),C Owens,4,R Donohoe,NR,N/A,6,11-0,88,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Mayos Vendangeur (IRE),Non Runner,4,P J Rothwell,NR,N/A,5,11-1,89,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Cape Bridgewater (IRE),A P Kelly,2,Gerard O'Leary,PU,N/A,4,11-9b,102,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Thebeautifulgame,L A McKenna,2,C Collins,13th,27 l,5,11-4,92,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Moneynabane (IRE),C Stone-Walsh,2,Ian Donoghue,12th,9 l,6,11-1,89,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Benz (IRE),Daire James McConville,4,R K Watson,11th,18 l,6,11-12t,100,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Kalaroun (IRE),C G O'Dwyer,2,C O'Dwyer,10th,1 l,6,11-2,90,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Spanish John (IRE),J G Gilligan,4,P A Fahy,9th,1/2 l,6,11-1,89,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Meadow Soprano (DEN),S O'Callaghan,2,J C McConnell,8th,1/2 l,6,11-0p1,88,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Granco Rof (IRE),J Kearney,2,C Collins,7th,4 1/2 l,6,11-4b,92,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,The Mass Path (IRE),P Byrnes,0,C Byrnes,6th,3 1/4 l,7,11-10,98,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Schiehallion (IRE),M J Molloy,4,D A McLoughlin,5th,Head,7,11-9,97,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Boskill Borden (IRE),Cian Cullinan,4,P G Fahey,4th,2 1/4 l,5,11-10b1,98,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Duncarrig (IRE),S D Greene,4,J M Barrett,3rd,1 3/4 l,7,11-12t1,100,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,On My Bike (IRE),P M O'Brien,4,G P Cromwell,2nd,2 3/4 l,6,11-10,98,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Lucky Storm (IRE),D J Gilligan,0,G Elliott,1st,N/A,6,11-9tp,97,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Harveyshonor (IRE),C Owens,4,R Donohoe,NR,N/A,6,11-0,88,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Mayos Vendangeur (IRE),Non Runner,4,P J Rothwell,NR,N/A,5,11-1,89,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Cape Bridgewater (IRE),A P Kelly,2,Gerard O'Leary,PU,N/A,4,11-9b,102,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Thebeautifulgame,L A McKenna,2,C Collins,13th,27 l,5,11-4,92,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Moneynabane (IRE),C Stone-Walsh,2,Ian Donoghue,12th,9 l,6,11-1,89,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Benz (IRE),Daire James McConville,4,R K Watson,11th,18 l,6,11-12t,100,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Kalaroun (IRE),C G O'Dwyer,2,C O'Dwyer,10th,1 l,6,11-2,90,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Spanish John (IRE),J G Gilligan,4,P A Fahy,9th,1/2 l,6,11-1,89,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Meadow Soprano (DEN),S O'Callaghan,2,J C McConnell,8th,1/2 l,6,11-0p1,88,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Granco Rof (IRE),J Kearney,2,C Collins,7th,4 1/2 l,6,11-4b,92,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,The Mass Path (IRE),P Byrnes,0,C Byrnes,6th,3 1/4 l,7,11-10,98,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Schiehallion (IRE),M J Molloy,4,D A McLoughlin,5th,Head,7,11-9,97,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Boskill Borden (IRE),Cian Cullinan,4,P G Fahey,4th,2 1/4 l,5,11-10b1,98,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Duncarrig (IRE),S D Greene,4,J M Barrett,3rd,1 3/4 l,7,11-12t1,100,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,On My Bike (IRE),P M O'Brien,4,G P Cromwell,2nd,2 3/4 l,6,11-10,98,True,126,25
Bellewstown Racing Results | 6th July 2024 19:00,N/A,19:00,Good,2m 4f 110y,Lucky Storm (IRE),D J Gilligan,0,G Elliott,1st,N/A,6,11-9tp,97,True,126,25
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Hill Rocket (IRE),D J Gilligan,0,C Collins,NR,N/A,6,11-7,95,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Duty Bound,S O'Callaghan,2,J P Flavin,NR,N/A,5,12-0t,102,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Desperado Genie (IRE),L A McKenna,2,C Collins,NR,N/A,6,11-0tp1,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Mywayorthehighway (IRE),C Owens,4,P J Rothwell,NR,N/A,5,11-0tp1,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Glenriver (IRE),M J Molloy,4,D A McLoughlin,NR,N/A,6,11-0,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Kalsman (IRE),Non Runner,2,L Lennon,NR,N/A,6,11-8h,96,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Evies Court (IRE),Niall Moore,4,N C Kelly,10th,41 l,4,10-11,90,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Sovereign Duke (GER),H E Sexton,4,J J Hanlon,9th,6 1/2 l,9,11-3b,91,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Kincade (IRE),D A Kidd,4,J C McConnell,8th,Neck,5,11-4,92,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,My Policy (IRE),P M O'Brien,4,P Rooney,7th,22 l,5,11-11p,99,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Television (IRE),J Kearney,2,H P Finegan,6th,3 1/4 l,6,11-0,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Riyami (IRE),P K Donovan,2,D Hogan,5th,1/2 l,5,12-0tp,102,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Sharetheknowledge (IRE),J P Shinnick,4,Paul Tobin,4th,2 1/2 l,5,11-11,99,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Burru (IRE),P Byrnes,0,Bernard Crowley,3rd,6 1/2 l,6,11-12,100,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Hypersonic Missile (IRE),C Stone-Walsh,2,G P Cromwell,2nd,Head,5,12-0p,102,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Inforapenny (IRE),A P Kelly,2,M Fahey,1st,N/A,8,11-9p,97,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Hill Rocket (IRE),D J Gilligan,0,C Collins,NR,N/A,6,11-7,95,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Duty Bound,S O'Callaghan,2,J P Flavin,NR,N/A,5,12-0t,102,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Desperado Genie (IRE),L A McKenna,2,C Collins,NR,N/A,6,11-0tp1,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Mywayorthehighway (IRE),C Owens,4,P J Rothwell,NR,N/A,5,11-0tp1,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Glenriver (IRE),M J Molloy,4,D A McLoughlin,NR,N/A,6,11-0,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Kalsman (IRE),Non Runner,2,L Lennon,NR,N/A,6,11-8h,96,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Evies Court (IRE),Niall Moore,4,N C Kelly,10th,41 l,4,10-11,90,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Sovereign Duke (GER),H E Sexton,4,J J Hanlon,9th,6 1/2 l,9,11-3b,91,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Kincade (IRE),D A Kidd,4,J C McConnell,8th,Neck,5,11-4,92,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,My Policy (IRE),P M O'Brien,4,P Rooney,7th,22 l,5,11-11p,99,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Television (IRE),J Kearney,2,H P Finegan,6th,3 1/4 l,6,11-0,88,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Riyami (IRE),P K Donovan,2,D Hogan,5th,1/2 l,5,12-0tp,102,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Sharetheknowledge (IRE),J P Shinnick,4,Paul Tobin,4th,2 1/2 l,5,11-11,99,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Burru (IRE),P Byrnes,0,Bernard Crowley,3rd,6 1/2 l,6,11-12,100,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Hypersonic Missile (IRE),C Stone-Walsh,2,G P Cromwell,2nd,Head,5,12-0p,102,True,126,26
Bellewstown Racing Results | 6th July 2024 19:30,N/A,19:30,Good,2m 4f 110y,Inforapenny (IRE),A P Kelly,2,M Fahey,1st,N/A,8,11-9p,97,True,126,26
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Donacheady Gale (IRE),J J Slevin,0,J P Ryan,NR,N/A,10,11-2,112,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Story Rory (IRE),D J O'Keeffe,0,T Gibney,NR,N/A,9,11-4,114,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Club Manager,S W Flanagan,0,G P Cromwell,NR,N/A,4,10-9,112,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Un Des Flos (FR),K E Buckley,0,H Rogers,NR,N/A,6,11-6h,116,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Riggs (IRE),S F O'Keeffe,0,P Cluskey,PU,N/A,9,11-1p,111,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Donkey Years (IRE),C P McNamara,0,E McNamara,PU,N/A,10,11-9tp,119,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Getaway Charlie (IRE),Mr D Doyle,7,T Doyle,PU,N/A,8,11-11,121,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Big Debates (FR),P T Enright,0,R Tyner,10th,16 l,11,11-2,112,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Cozone,D J Gilligan,3,M J Smith,9th,Short Head,7,11-6tb,116,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Andys Flame,B W Harvey,0,J C McConnell,8th,22 l,7,11-1t,111,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Meyo,D J O'Keeffe,0,T Gibney,7th,2 1/4 l,6,11-0,110,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Ceroc (IRE),D E Mullins,0,E J O'Grady,6th,1/2 l,6,11-5b,115,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Everglow,K M Donoghue,0,Ian Donoghue,5th,8 l,9,11-9tp,119,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Dollar Value (USA),L A McKenna,5,T G McCourt,4th,1 3/4 l,9,11-12,122,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Futurum Regem (IRE),J Kearney,5,H P Finegan,3rd,12 l,8,11-1,111,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,2nd,Neck,7,11-4p,114,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Como Park (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,11-6tb,116,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Donacheady Gale (IRE),J J Slevin,0,J P Ryan,NR,N/A,10,11-2,112,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Story Rory (IRE),D J O'Keeffe,0,T Gibney,NR,N/A,9,11-4,114,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Club Manager,S W Flanagan,0,G P Cromwell,NR,N/A,4,10-9,112,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Un Des Flos (FR),K E Buckley,0,H Rogers,NR,N/A,6,11-6h,116,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Riggs (IRE),S F O'Keeffe,0,P Cluskey,PU,N/A,9,11-1p,111,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Donkey Years (IRE),C P McNamara,0,E McNamara,PU,N/A,10,11-9tp,119,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Getaway Charlie (IRE),Mr D Doyle,7,T Doyle,PU,N/A,8,11-11,121,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Big Debates (FR),P T Enright,0,R Tyner,10th,16 l,11,11-2,112,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Cozone,D J Gilligan,3,M J Smith,9th,Short Head,7,11-6tb,116,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Andys Flame,B W Harvey,0,J C McConnell,8th,22 l,7,11-1t,111,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Meyo,D J O'Keeffe,0,T Gibney,7th,2 1/4 l,6,11-0,110,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Ceroc (IRE),D E Mullins,0,E J O'Grady,6th,1/2 l,6,11-5b,115,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Everglow,K M Donoghue,0,Ian Donoghue,5th,8 l,9,11-9tp,119,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Dollar Value (USA),L A McKenna,5,T G McCourt,4th,1 3/4 l,9,11-12,122,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Futurum Regem (IRE),J Kearney,5,H P Finegan,3rd,12 l,8,11-1,111,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,2nd,Neck,7,11-4p,114,True,126,27
Bellewstown Racing Results | 6th July 2024 20:00,N/A,20:00,Good,3m 116y,Como Park (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,11-6tb,116,True,126,27
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Getaway Blondie (IRE),Mr C Lamon,7,A Sexton,8th,99 l,4,11-3,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Absolute Bliss,Mr Alan O'Sullivan,7,Paul Tobin,7th,6 l,4,10-10,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,6th,2 1/2 l,6,11-7,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Turn Of Abbey (IRE),Mr J L Gleeson,5,A McCann,5th,2 3/4 l,5,11-0,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Peg Of The Hills (IRE),Mr F Maguire,0,C O'Dwyer,4th,22 l,6,11-0t1,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Gers Gigi (IRE),Mr H C Swan,3,G Elliott,3rd,2 1/4 l,5,11-7,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Jackson Lamb (IRE),Mr P W Mullins,0,J C McConnell,2nd,2 3/4 l,5,12-0h,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,The Passing Wife,Mr D G Lavery,0,G P Cromwell,1st,N/A,5,12-0,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Getaway Blondie (IRE),Mr C Lamon,7,A Sexton,8th,99 l,4,11-3,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Absolute Bliss,Mr Alan O'Sullivan,7,Paul Tobin,7th,6 l,4,10-10,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,6th,2 1/2 l,6,11-7,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Turn Of Abbey (IRE),Mr J L Gleeson,5,A McCann,5th,2 3/4 l,5,11-0,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Peg Of The Hills (IRE),Mr F Maguire,0,C O'Dwyer,4th,22 l,6,11-0t1,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Gers Gigi (IRE),Mr H C Swan,3,G Elliott,3rd,2 1/4 l,5,11-7,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,Jackson Lamb (IRE),Mr P W Mullins,0,J C McConnell,2nd,2 3/4 l,5,12-0h,-,True,126,28
Bellewstown Racing Results | 6th July 2024 20:30,N/A,20:30,Good,2m 1f 40y,The Passing Wife,Mr D G Lavery,0,G P Cromwell,1st,N/A,5,12-0,-,True,126,28
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Cowper Hall (IRE),P J O'Hanlon,0,L Lennon,PU,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Game Eagle (IRE),T Ryan,5,A Slattery,F,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Strandhill Bay (IRE),R Deegan,0,B McMahon,F,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Rocket Ruby (IRE),E Walsh,0,C Collins,9th,1 1/2 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Cois Fharraige (IRE),S O'Callaghan,5,N Lee,8th,30 l,4,10-13h,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Psycho Sid (IRE),B P Kennedy,7,S Fahey,7th,1 3/4 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Shashado (FR),P T Enright,0,M M McNiff,6th,5 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Tiny Angel (IRE),S D Torrens,0,N C Kelly,5th,6 1/2 l,4,10-6,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Serotonin,K C Sexton,0,P W Flynn,4th,1/2 l,4,10-13p1,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Bobbysingindablues (IRE),D J Gilligan,3,P J Gilligan,3rd,18 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Leitzel,D J O'Keeffe,0,A McNamara,2nd,14 l,4,11-0,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Mordor (FR),Sam Ewing,0,G Elliott,1st,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Cowper Hall (IRE),P J O'Hanlon,0,L Lennon,PU,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Game Eagle (IRE),T Ryan,5,A Slattery,F,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Strandhill Bay (IRE),R Deegan,0,B McMahon,F,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Rocket Ruby (IRE),E Walsh,0,C Collins,9th,1 1/2 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Cois Fharraige (IRE),S O'Callaghan,5,N Lee,8th,30 l,4,10-13h,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Psycho Sid (IRE),B P Kennedy,7,S Fahey,7th,1 3/4 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Shashado (FR),P T Enright,0,M M McNiff,6th,5 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Tiny Angel (IRE),S D Torrens,0,N C Kelly,5th,6 1/2 l,4,10-6,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Serotonin,K C Sexton,0,P W Flynn,4th,1/2 l,4,10-13p1,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Bobbysingindablues (IRE),D J Gilligan,3,P J Gilligan,3rd,18 l,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Leitzel,D J O'Keeffe,0,A McNamara,2nd,14 l,4,11-0,-,True,126,29
Sligo Racing Results | 7th July 2024 13:30,N/A,13:30,Good To Yielding,2m 1f 80y,Mordor (FR),Sam Ewing,0,G Elliott,1st,N/A,4,10-13,-,True,126,29
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Texas King (IRE),S F O'Keeffe,0,L Young,PU,N/A,5,11-12,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,You Make Me Smile (IRE),D E Mullins,0,P A Fahy,9th,14 l,6,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Kimjoy (IRE),J J Slevin,0,S R B Crawford,8th,18 l,5,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Pallas Athene (IRE),Sam Ewing,0,G Elliott,7th,Neck,6,11-5b1,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Kilbride Hill (IRE),Mr J Aherne,7,J P Ryan,6th,1/2 l,6,11-12,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Thunder Rose (IRE),D J O'Keeffe,0,Peter Fahey,5th,Short Head,5,11-5,-,True,126,30
Sligo Racing Results | 7th July 2024 14:00,N/A,14:00,Good To Yielding,2m 1f 80y,Upthereforthinking (IRE),K M Donoghue,0,G P Cromwell,4th,5 l,5,11-12p,-,True,126,30
