track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 17th May 2024 17:25,N/A,17:25,Good,1m,Rockbury Lad,L F Roche,0,M O'Callaghan,6th,1 1/4 l,5,10-0h,68,True,114,39
Leopardstown Racing Results | 17th May 2024 17:25,N/A,17:25,Good,1m,Roderick,J M Sheridan,0,D Hogan,5th,1 1/4 l,8,10-1p,69,True,114,39
Leopardstown Racing Results | 17th May 2024 17:25,N/A,17:25,Good,1m,Roman Palace (IRE),D P McDonogh,0,L Comer,4th,3/4 l,5,9-0,54,True,114,39
Leopardstown Racing Results | 17th May 2024 17:25,N/A,17:25,Good,1m,Giuseppe Cassioli,K G Kennedy,7,Gerard O'Leary,3rd,1/2 l,7,10-0,68,True,114,39
Leopardstown Racing Results | 17th May 2024 17:25,N/A,17:25,Good,1m,Ferrybank,W J Lee,0,T M Walsh,2nd,Neck,6,10-1t,69,True,114,39
Leopardstown Racing Results | 17th May 2024 17:25,N/A,17:25,Good,1m,Feature This (IRE),D McMonagle,0,P W Flynn,1st,N/A,5,9-1tp,55,True,114,39
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,My Minervina (IRE),B M Coen,0,Peter Fahey,16th,15 l,6,10-0,66,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,He's Justagent (IRE),R C Colgan,0,S Lavery,15th,2 1/2 l,4,9-8,60,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Bride Tree,S Foley,0,Mrs S Dawson,14th,Nose,4,9-7p,59,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Swiss Army Officer (IRE),J A Heffernan,0,Kevin Coleman,13th,1/2 l,9,9-0,52,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Marvellous Lady (IRE),J M Sheridan,0,E D Delany,12th,Neck,3,9-1,65,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Mulgrave (IRE),D W O'Connor,0,J C McConnell,11th,1/2 l,6,9-12ht,64,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Bright Dick (IRE),J Kearney,5,L Comer,10th,3/4 l,4,9-12,64,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Royal Tribute (IRE),C T Keane,0,J C McConnell,9th,Neck,6,9-0,52,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,L'immortale (IRE),D E Sheehy,0,M C Grassick,8th,1 1/2 l,4,8-12h1,50,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Skontonovski,C J MacRedmond,5,A McGuinness,7th,1 l,7,9-5v,57,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Our Lil,N M Crosse,0,M Kelly,6th,1 l,3,8-7h,57,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Storm Eric (IRE),Adam Caffrey,5,Jamie Flynn,5th,Nose,5,9-3t,55,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Expecto (IRE),R P Cleary,0,J S Bolger,4th,1 l,3,8-8p,58,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Alessia Fernanda (IRE),C D Hayes,0,D K Weld,3rd,Neck,4,10-2,68,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Rampage (IRE),J J G Ryan,5,T G McCourt,2nd,2 l,5,10-2tv,68,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Toriangel (IRE),Siobhan Rutledge,3,S Lavery,1st,N/A,5,9-10,62,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,My Minervina (IRE),B M Coen,0,Peter Fahey,16th,15 l,6,10-0,66,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,He's Justagent (IRE),R C Colgan,0,S Lavery,15th,2 1/2 l,4,9-8,60,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Bride Tree,S Foley,0,Mrs S Dawson,14th,Nose,4,9-7p,59,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Swiss Army Officer (IRE),J A Heffernan,0,Kevin Coleman,13th,1/2 l,9,9-0,52,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Marvellous Lady (IRE),J M Sheridan,0,E D Delany,12th,Neck,3,9-1,65,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Mulgrave (IRE),D W O'Connor,0,J C McConnell,11th,1/2 l,6,9-12ht,64,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Bright Dick (IRE),J Kearney,5,L Comer,10th,3/4 l,4,9-12,64,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Royal Tribute (IRE),C T Keane,0,J C McConnell,9th,Neck,6,9-0,52,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,L'immortale (IRE),D E Sheehy,0,M C Grassick,8th,1 1/2 l,4,8-12h1,50,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Skontonovski,C J MacRedmond,5,A McGuinness,7th,1 l,7,9-5v,57,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Our Lil,N M Crosse,0,M Kelly,6th,1 l,3,8-7h,57,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Storm Eric (IRE),Adam Caffrey,5,Jamie Flynn,5th,Nose,5,9-3t,55,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Expecto (IRE),R P Cleary,0,J S Bolger,4th,1 l,3,8-8p,58,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Alessia Fernanda (IRE),C D Hayes,0,D K Weld,3rd,Neck,4,10-2,68,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Rampage (IRE),J J G Ryan,5,T G McCourt,2nd,2 l,5,10-2tv,68,True,114,40
Leopardstown Racing Results | 17th May 2024 17:55,N/A,17:55,Good,1m,Toriangel (IRE),Siobhan Rutledge,3,S Lavery,1st,N/A,5,9-10,62,True,114,40
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Solar Breeze (IRE),S T McCullagh,3,Daniel McLoughlin,NR,N/A,5,10-0,80,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Nostringsattached (IRE),R C Colgan,0,A Kinirons,NR,N/A,5,10-2,82,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Letiza (IRE),O McSweeney,3,Thomas Dowling,10th,Neck,4,9-12,78,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Lavender Haze (IRE),R P Cleary,0,J S Bolger,9th,6 1/2 l,3,8-11,77,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,A Shin Undine (IRE),S Foley,0,G Ahern,8th,Neck,5,9-5,71,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,7th,1 3/4 l,7,9-3,69,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Mo Ghille Mar (IRE),K G Kennedy,7,Mrs J Harrington,6th,N/A,3,8-12p,78,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Enthralling (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 1/4 l,3,8-13,79,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Queenie St Clair (IRE),J M Sheridan,0,E D Delany,4th,3/4 l,4,9-7h,73,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,You Owe Me Money (IRE),J Cleary,7,Gerard O'Leary,3rd,3/4 l,6,9-11,77,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Cleopatra's Needle (IRE),C D Hayes,0,H Rogers,2nd,3 1/4 l,6,8-7b,59,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Encosta (IRE),C T Keane,0,N Meade,1st,1/2 l,4,9-2,68,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Solar Breeze (IRE),S T McCullagh,3,Daniel McLoughlin,NR,N/A,5,10-0,80,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Nostringsattached (IRE),R C Colgan,0,A Kinirons,NR,N/A,5,10-2,82,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Letiza (IRE),O McSweeney,3,Thomas Dowling,10th,Neck,4,9-12,78,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Lavender Haze (IRE),R P Cleary,0,J S Bolger,9th,6 1/2 l,3,8-11,77,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,A Shin Undine (IRE),S Foley,0,G Ahern,8th,Neck,5,9-5,71,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,7th,1 3/4 l,7,9-3,69,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Mo Ghille Mar (IRE),K G Kennedy,7,Mrs J Harrington,6th,N/A,3,8-12p,78,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Enthralling (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 1/4 l,3,8-13,79,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Queenie St Clair (IRE),J M Sheridan,0,E D Delany,4th,3/4 l,4,9-7h,73,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,You Owe Me Money (IRE),J Cleary,7,Gerard O'Leary,3rd,3/4 l,6,9-11,77,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Cleopatra's Needle (IRE),C D Hayes,0,H Rogers,2nd,3 1/4 l,6,8-7b,59,True,114,41
Leopardstown Racing Results | 17th May 2024 18:30,N/A,18:30,Good,1m 2f,Encosta (IRE),C T Keane,0,N Meade,1st,1/2 l,4,9-2,68,True,114,41
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Sunchart,A J Slattery,0,A Slattery,6th,Head,7,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Dawn Rising (IRE),D McMonagle,0,J P O'Brien,5th,3/4 l,7,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Serious Challenge (IRE),R P Cleary,0,J S Bolger,4th,2 1/4 l,4,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Yashin (IRE),S Foley,0,Mrs J Harrington,3rd,1 3/4 l,5,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Queenstown (IRE),W M Lordan,0,A P O'Brien,2nd,1 l,4,9-5b,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Kyprios (IRE),R L Moore,0,A P O'Brien,1st,N/A,6,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Sunchart,A J Slattery,0,A Slattery,6th,Head,7,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Dawn Rising (IRE),D McMonagle,0,J P O'Brien,5th,3/4 l,7,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Serious Challenge (IRE),R P Cleary,0,J S Bolger,4th,2 1/4 l,4,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Yashin (IRE),S Foley,0,Mrs J Harrington,3rd,1 3/4 l,5,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Queenstown (IRE),W M Lordan,0,A P O'Brien,2nd,1 l,4,9-5b,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:05,N/A,19:05,Good,1m 6f,Kyprios (IRE),R L Moore,0,A P O'Brien,1st,N/A,6,9-5,-,True,114,42
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Inverbrena (IRE),C Geerdharry,7,A McGuinness,NR,N/A,6,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Charlie Darling (FR),R Whearty,0,G P Cromwell,21st,14 l,4,9-4,53,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Muhalhel (IRE),Morgan Cole,0,A McCann,20th,8 l,6,9-1tb,50,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Clueless Hill (IRE),J Cleary,4,L Comer,19th,45 l,9,8-12tp,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Jazz Forever (IRE),J J G Ryan,0,P W Flynn,18th,11 l,4,10-1,64,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Maura's Gift (IRE),Sorcha Woods,4,P W Flynn,17th,Head,5,9-4p,53,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Jawhary,Adam Caffrey,0,A McGuinness,16th,Nose,6,10-4,67,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Brave Thought (IRE),J Kearney,0,L Comer,15th,2 3/4 l,4,9-12,61,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Katzoff (IRE),S A Wallace,7,J Morrison,14th,1 3/4 l,7,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Doctor Grace (IRE),D J Murphy,7,M Halford & T Collins,13th,1 l,4,9-7,56,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Keilah (IRE),C Horgan,4,F J Flood,12th,Head,4,9-9h1,58,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Rotolo (IRE),Neve Bennett,7,W T Farrell,11th,1/2 l,5,9-12,61,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Neddies Boy (IRE),M W Hassett,2,R P Cody,10th,1/2 l,6,9-9,58,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,No Trouble (IRE),K G Kennedy,4,J C McConnell,9th,Neck,8,9-9t,58,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Special Protector (IRE),S P Bird,7,E Doyle,8th,3/4 l,6,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Slaney Tide (IRE),H J Horgan,0,J S Bolger,7th,1/2 l,4,9-10t,59,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,My Birthday Girl (IRE),P A Harnett,0,N Meade,6th,Neck,4,8-12b1,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Tasayad (IRE),R M Mulligan,7,Gerard O'Leary,5th,1 1/2 l,6,9-7tb1,56,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Tom The Plasterer (IRE),W Joyce,0,L Comer,4th,1/2 l,7,9-2p,51,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Big Challenge (IRE),C J MacRedmond,0,R Donohoe,3rd,3/4 l,10,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Enquire Within (IRE),Amy Jo Hayes,4,F G Hand,2nd,1 1/2 l,8,9-2tp,51,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Tudor Manor (IRE),R Donaghue-Leahy,7,P J Flynn,1st,N/A,8,9-8,57,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Inverbrena (IRE),C Geerdharry,7,A McGuinness,NR,N/A,6,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Charlie Darling (FR),R Whearty,0,G P Cromwell,21st,14 l,4,9-4,53,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Muhalhel (IRE),Morgan Cole,0,A McCann,20th,8 l,6,9-1tb,50,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Clueless Hill (IRE),J Cleary,4,L Comer,19th,45 l,9,8-12tp,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Jazz Forever (IRE),J J G Ryan,0,P W Flynn,18th,11 l,4,10-1,64,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Maura's Gift (IRE),Sorcha Woods,4,P W Flynn,17th,Head,5,9-4p,53,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Jawhary,Adam Caffrey,0,A McGuinness,16th,Nose,6,10-4,67,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Brave Thought (IRE),J Kearney,0,L Comer,15th,2 3/4 l,4,9-12,61,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Katzoff (IRE),S A Wallace,7,J Morrison,14th,1 3/4 l,7,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Doctor Grace (IRE),D J Murphy,7,M Halford & T Collins,13th,1 l,4,9-7,56,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Keilah (IRE),C Horgan,4,F J Flood,12th,Head,4,9-9h1,58,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Rotolo (IRE),Neve Bennett,7,W T Farrell,11th,1/2 l,5,9-12,61,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Neddies Boy (IRE),M W Hassett,2,R P Cody,10th,1/2 l,6,9-9,58,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,No Trouble (IRE),K G Kennedy,4,J C McConnell,9th,Neck,8,9-9t,58,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Special Protector (IRE),S P Bird,7,E Doyle,8th,3/4 l,6,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Slaney Tide (IRE),H J Horgan,0,J S Bolger,7th,1/2 l,4,9-10t,59,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,My Birthday Girl (IRE),P A Harnett,0,N Meade,6th,Neck,4,8-12b1,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Tasayad (IRE),R M Mulligan,7,Gerard O'Leary,5th,1 1/2 l,6,9-7tb1,56,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Tom The Plasterer (IRE),W Joyce,0,L Comer,4th,1/2 l,7,9-2p,51,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Big Challenge (IRE),C J MacRedmond,0,R Donohoe,3rd,3/4 l,10,8-12,47,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Enquire Within (IRE),Amy Jo Hayes,4,F G Hand,2nd,1 1/2 l,8,9-2tp,51,True,114,43
Leopardstown Racing Results | 17th May 2024 19:40,N/A,19:40,Good,1m 4f,Tudor Manor (IRE),R Donaghue-Leahy,7,P J Flynn,1st,N/A,8,9-8,57,True,114,43
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Firstman (FR),Miss G Benson,7,A J Martin,NR,N/A,7,9-13t,84,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,High Honour,Ms L Dowdall,7,D Kinsella,11th,7 l,4,9-10tb1,81,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Anotherway (FR),Rachael Blackmore,0,W P Mullins,10th,1/2 l,5,10-0,85,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Teed Up (IRE),Anna McGuinness,7,E Mullins,9th,Neck,7,10-11,96,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,The Black Tiger (USA),Miss H M Smullen,7,Ms F M Crowley,8th,Neck,4,9-11,82,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Queen Of Seduction (IRE),Miss A Hourigan,7,G T Hourigan,7th,11 l,5,9-13b1,84,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Tounsivator (FR),Miss R Dudfield,7,W P Mullins,6th,1/2 l,5,9-10h,81,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,The Names Jock (IRE),Amy Jo Hayes,7,John E & Kiely,5th,1/2 l,8,9-9,80,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Reina Del Mar (IRE),Siobhan Rutledge,3,J P O'Brien,4th,2 1/2 l,6,10-4t1,89,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Bold Approach (IRE),Gabriella Adela Hill,7,J S Bolger,3rd,Head,8,8-13tp,70,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Whimsy,Morgan Cole,5,A McCann,2nd,3 3/4 l,5,9-0,71,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,A Piece Of Heaven (FR),Miss A B O'Connor,5,Barry J Fitzgerald,1st,N/A,6,10-9,94,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Firstman (FR),Miss G Benson,7,A J Martin,NR,N/A,7,9-13t,84,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,High Honour,Ms L Dowdall,7,D Kinsella,11th,7 l,4,9-10tb1,81,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Anotherway (FR),Rachael Blackmore,0,W P Mullins,10th,1/2 l,5,10-0,85,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Teed Up (IRE),Anna McGuinness,7,E Mullins,9th,Neck,7,10-11,96,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,The Black Tiger (USA),Miss H M Smullen,7,Ms F M Crowley,8th,Neck,4,9-11,82,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Queen Of Seduction (IRE),Miss A Hourigan,7,G T Hourigan,7th,11 l,5,9-13b1,84,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Tounsivator (FR),Miss R Dudfield,7,W P Mullins,6th,1/2 l,5,9-10h,81,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,The Names Jock (IRE),Amy Jo Hayes,7,John E & Kiely,5th,1/2 l,8,9-9,80,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Reina Del Mar (IRE),Siobhan Rutledge,3,J P O'Brien,4th,2 1/2 l,6,10-4t1,89,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Bold Approach (IRE),Gabriella Adela Hill,7,J S Bolger,3rd,Head,8,8-13tp,70,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,Whimsy,Morgan Cole,5,A McCann,2nd,3 3/4 l,5,9-0,71,True,114,44
Leopardstown Racing Results | 17th May 2024 20:15,N/A,20:15,Good,1m 4f,A Piece Of Heaven (FR),Miss A B O'Connor,5,Barry J Fitzgerald,1st,N/A,6,10-9,94,True,114,44
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Fairytale New York (IRE),D King,0,A J Martin,NR,N/A,5,11-12,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Minella Buddy (IRE),Rachael Blackmore,0,J Nallen,PU,N/A,5,11-12,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Supreme Authority (FR),J J Slevin,0,S R B Crawford,13th,61 l,5,11-12ht1,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Camino Mission (IRE),K C Sexton,0,S Fahey,12th,1 l,6,11-12,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Manfredi (IRE),B Hayes,0,S R B Crawford,11th,3/4 l,5,11-12ht,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,West Clare (IRE),P T Enright,0,B McMahon,10th,1 1/4 l,7,11-12,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Dreamings Free (IRE),Mr P J O'Neill,7,John F O'Neill,9th,1 3/4 l,5,11-12,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Manatee Du Brizais (FR),Mr D L Queally,0,D Queally,8th,Short Head,5,11-12,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Knockaneleigh Girl (IRE),L Quinlan,5,D Queally,7th,Neck,7,11-5h,-,True,114,45
Kilbeggan Racing Results | 17th May 2024 16:25,N/A,16:25,Good To Yielding,2m,Battle Roar (IRE),E Walsh,0,Ciaran Murphy,6th,4 3/4 l,5,11-12b1,-,True,114,45
