track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Harry's Magic (IRE),S Coen,7,J A Kinsella,6th,1/2 l,3,9-8tb1,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Three Sixteen (IRE),L F Roche,0,M G Quinn,5th,3/4 l,3,9-8,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Skippinandajumpin (IRE),M P Sheehy,0,J P O'Brien,4th,5 l,3,9-3,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Viamonte (IRE),A Browne-Souza,7,W P Browne,3rd,5 1/2 l,4,9-11t,69,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Shadow Of The Moon (IRE),J A Heffernan,0,J Feane,2nd,1 1/4 l,3,9-3,-,True,11,6
Tipperary Racing Results | 8th August 2025 16:40,2025-08-08,16:40,Good To Firm (Good In Places),5f,Stella Alpina (IRE),D McMonagle,0,W McCreery,1st,N/A,3,9-3,74,True,11,6
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Prisoner's Dilemma,D McMonagle,0,Maurice Ahern,15th,1 1/2 l,9,10-0t,70,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Best Suggestion (IRE),B M Coen,0,A Oliver,14th,1/2 l,3,10-1t,74,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Naval Ensign (IRE),R C Colgan,0,Kevin Coleman,13th,1 1/4 l,3,9-7,66,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Surpass And Shine (IRE),J A Heffernan,0,P J Flynn,12th,1 1/2 l,4,10-5,75,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,11th,Short Head,4,8-7,48,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,This Ain't Texas,L T McAteer,0,D Marnane,10th,Nose,3,9-13ht1,72,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Only Spoofing (IRE),C D Hayes,0,Kevin Coleman,9th,Head,11,9-5,61,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Bold Optimist (IRE),S Coen,7,Daniel McLoughlin,8th,1 1/4 l,5,10-5,75,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,An Laochmor (IRE),L F Roche,0,J G Coogan,7th,Nose,4,8-7v,49,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Hero Of The Hour,J J G Ryan,0,T G McCourt,6th,3/4 l,8,9-6v,62,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,5th,Neck,5,10-0,70,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Nezeeh (IRE),J M Sheridan,0,D Hogan,4th,1/2 l,4,9-12b,68,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Emerald Harmony (IRE),C Geerdharry,7,J P Murtagh,3rd,1/2 l,4,10-3,73,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Realtin Fantasy (IRE),J S Dalton,10,W P Browne,2nd,1 1/2 l,9,8-7p,49,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Ballysax Lil' Mick (IRE),K J Leonard,0,Miss K Brown,1st,N/A,7,8-7p,45,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Prisoner's Dilemma,D McMonagle,0,Maurice Ahern,15th,1 1/2 l,9,10-0t,70,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Best Suggestion (IRE),B M Coen,0,A Oliver,14th,1/2 l,3,10-1t,74,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Naval Ensign (IRE),R C Colgan,0,Kevin Coleman,13th,1 1/4 l,3,9-7,66,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Surpass And Shine (IRE),J A Heffernan,0,P J Flynn,12th,1 1/2 l,4,10-5,75,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,11th,Short Head,4,8-7,48,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,This Ain't Texas,L T McAteer,0,D Marnane,10th,Nose,3,9-13ht1,72,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Only Spoofing (IRE),C D Hayes,0,Kevin Coleman,9th,Head,11,9-5,61,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Bold Optimist (IRE),S Coen,7,Daniel McLoughlin,8th,1 1/4 l,5,10-5,75,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,An Laochmor (IRE),L F Roche,0,J G Coogan,7th,Nose,4,8-7v,49,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Hero Of The Hour,J J G Ryan,0,T G McCourt,6th,3/4 l,8,9-6v,62,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,5th,Neck,5,10-0,70,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Nezeeh (IRE),J M Sheridan,0,D Hogan,4th,1/2 l,4,9-12b,68,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Emerald Harmony (IRE),C Geerdharry,7,J P Murtagh,3rd,1/2 l,4,10-3,73,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Realtin Fantasy (IRE),J S Dalton,10,W P Browne,2nd,1 1/2 l,9,8-7p,49,True,11,7
Tipperary Racing Results | 8th August 2025 17:12,2025-08-08,17:12,Good To Firm (Good In Places),5f,Ballysax Lil' Mick (IRE),K J Leonard,0,Miss K Brown,1st,N/A,7,8-7p,45,True,11,7
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Time Bender (IRE),C D Hayes,0,W Durkan,6th,3 3/4 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Empty Wallet (IRE),J J G Ryan,0,G M Lyons,5th,2 1/2 l,2,9-5t,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Maximum Scepticism (IRE),D McMonagle,0,J P O'Brien,4th,1 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Suspicious Mindz,N M Crosse,0,Mrs J Harrington,3rd,1/2 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Brussels,W M Lordan,0,A P O'Brien,2nd,1 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Thesecretadversary (IRE),J A Heffernan,0,J A Stack,1st,N/A,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Time Bender (IRE),C D Hayes,0,W Durkan,6th,3 3/4 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Empty Wallet (IRE),J J G Ryan,0,G M Lyons,5th,2 1/2 l,2,9-5t,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Maximum Scepticism (IRE),D McMonagle,0,J P O'Brien,4th,1 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Suspicious Mindz,N M Crosse,0,Mrs J Harrington,3rd,1/2 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Brussels,W M Lordan,0,A P O'Brien,2nd,1 l,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 17:47,2025-08-08,17:47,Good To Firm (Good In Places),7f 100y,Thesecretadversary (IRE),J A Heffernan,0,J A Stack,1st,N/A,2,9-5,-,True,11,8
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Touch The Sound (IRE),J M Sheridan,0,J A Stack,7th,15 l,4,8-10,66,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Crystal Ball (IRE),G M Ryan,0,Donnacha O'Brien,6th,6 l,3,8-11t1,73,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Shelbiana (IRE),B M Coen,0,J P Murtagh,5th,3 1/2 l,3,9-4,80,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Greatest Drama (IRE),R M Mulligan,7,J P Murtagh,4th,Short Head,3,9-9,85,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Shavasi (IRE),D McMonagle,0,J P O'Brien,3rd,Nose,4,9-11,81,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Empress Artemis (IRE),J Kearney,3,G M Lyons,2nd,3/4 l,3,9-4t,80,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Mallavelly (IRE),J J G Ryan,0,G M Lyons,1st,N/A,4,10-0t,84,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Touch The Sound (IRE),J M Sheridan,0,J A Stack,7th,15 l,4,8-10,66,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Crystal Ball (IRE),G M Ryan,0,Donnacha O'Brien,6th,6 l,3,8-11t1,73,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Shelbiana (IRE),B M Coen,0,J P Murtagh,5th,3 1/2 l,3,9-4,80,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Greatest Drama (IRE),R M Mulligan,7,J P Murtagh,4th,Short Head,3,9-9,85,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Shavasi (IRE),D McMonagle,0,J P O'Brien,3rd,Nose,4,9-11,81,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Empress Artemis (IRE),J Kearney,3,G M Lyons,2nd,3/4 l,3,9-4t,80,True,11,9
Tipperary Racing Results | 8th August 2025 18:22,2025-08-08,18:22,Good To Firm (Good In Places),7f 100y,Mallavelly (IRE),J J G Ryan,0,G M Lyons,1st,N/A,4,10-0t,84,True,11,9
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Katie Ross (IRE),J Kearney,3,G P Cromwell,NR,N/A,3,9-7ht,51,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Jack Major (IRE),P A Harnett,5,Ian O'Connor,9th,49 l,3,9-11t,55,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Shangar (IRE),J M Sheridan,0,A Slattery,8th,2 1/4 l,3,9-2p1,46,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Churchill Gale (IRE),J J G Ryan,0,T G McCourt,7th,2 1/4 l,3,10-0v1,58,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Ms Olivia (IRE),R Whearty,3,G P Cromwell,6th,1/2 l,3,9-8,52,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Sugar Club (IRE),R C Colgan,0,P J Gilligan,5th,Neck,3,10-2,60,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Reponse Finale (IRE),A J Casey,10,L Casey,4th,Short Head,3,10-1h1,59,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Pause For Peace (IRE),N M Crosse,0,W McCreery,3rd,Neck,3,9-10,54,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Petite Madame (IRE),R P Whelan,0,J P Fahey,2nd,7 1/2 l,3,9-0,44,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Shahada Ace,A J Slattery,0,A Slattery,1st,N/A,3,9-7,51,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Katie Ross (IRE),J Kearney,3,G P Cromwell,NR,N/A,3,9-7ht,51,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Jack Major (IRE),P A Harnett,5,Ian O'Connor,9th,49 l,3,9-11t,55,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Shangar (IRE),J M Sheridan,0,A Slattery,8th,2 1/4 l,3,9-2p1,46,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Churchill Gale (IRE),J J G Ryan,0,T G McCourt,7th,2 1/4 l,3,10-0v1,58,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Ms Olivia (IRE),R Whearty,3,G P Cromwell,6th,1/2 l,3,9-8,52,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Sugar Club (IRE),R C Colgan,0,P J Gilligan,5th,Neck,3,10-2,60,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Reponse Finale (IRE),A J Casey,10,L Casey,4th,Short Head,3,10-1h1,59,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Pause For Peace (IRE),N M Crosse,0,W McCreery,3rd,Neck,3,9-10,54,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Petite Madame (IRE),R P Whelan,0,J P Fahey,2nd,7 1/2 l,3,9-0,44,True,11,10
Tipperary Racing Results | 8th August 2025 18:57,2025-08-08,18:57,Good To Firm (Good In Places),7f 100y,Shahada Ace,A J Slattery,0,A Slattery,1st,N/A,3,9-7,51,True,11,10
Tipperary Racing Results | 8th August 2025 19:32,2025-08-08,19:32,Good To Firm (Good In Places),1m 1f,Wahdan (IRE),H J Horgan,5,J P O'Brien,3rd,1 3/4 l,4,9-13,97,True,11,11
Tipperary Racing Results | 8th August 2025 19:32,2025-08-08,19:32,Good To Firm (Good In Places),1m 1f,Crypto Force,D McMonagle,0,A Murray,2nd,2 1/4 l,5,10-3,102,True,11,11
Tipperary Racing Results | 8th August 2025 19:32,2025-08-08,19:32,Good To Firm (Good In Places),1m 1f,Nautical Force,B M Coen,0,J P Murtagh,1st,N/A,3,9-9,99,True,11,11
Tipperary Racing Results | 8th August 2025 19:32,2025-08-08,19:32,Good To Firm (Good In Places),1m 1f,Wahdan (IRE),H J Horgan,5,J P O'Brien,3rd,1 3/4 l,4,9-13,97,True,11,11
Tipperary Racing Results | 8th August 2025 19:32,2025-08-08,19:32,Good To Firm (Good In Places),1m 1f,Crypto Force,D McMonagle,0,A Murray,2nd,2 1/4 l,5,10-3,102,True,11,11
Tipperary Racing Results | 8th August 2025 19:32,2025-08-08,19:32,Good To Firm (Good In Places),1m 1f,Nautical Force,B M Coen,0,J P Murtagh,1st,N/A,3,9-9,99,True,11,11
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Liss Eile (IRE),Miss N C Hennessy,7,G Ahern,12th,12 l,5,10-6p1,55,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Stabila (IRE),Sorcha Woods,7,M Flannery,11th,6 l,6,9-7,40,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Share The Treasure (IRE),Miss L Costello,7,T Hogan,10th,Head,4,9-7,40,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,9th,3/4 l,5,11-7,70,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Takarengo (IRE),Ms M Barcoe,7,J Barcoe,8th,1/2 l,9,11-0,63,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Eastern Wind,Sadhbh Tormey,7,T G McCourt,7th,Neck,6,10-12p,61,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Rock Of Ireland (IRE),Miss A Ruane,7,Alan McIntyre,6th,1 3/4 l,4,11-11,74,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Captain Hanley (IRE),Miss A B O'Connor,0,E O'Connell,5th,3/4 l,5,10-11t,60,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Tassarolo,Miss G Benson,7,D Hogan,4th,Head,4,11-2tp,65,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Slieve Bearnagh (IRE),Ms K M Ryan,7,D Marnane,3rd,1 3/4 l,8,10-6t,55,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,2nd,2 1/4 l,5,10-2b1,51,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Ms Messi (IRE),Miss C Flynn,7,P W Flynn,1st,N/A,4,10-5,54,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Liss Eile (IRE),Miss N C Hennessy,7,G Ahern,12th,12 l,5,10-6p1,55,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Stabila (IRE),Sorcha Woods,7,M Flannery,11th,6 l,6,9-7,40,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Share The Treasure (IRE),Miss L Costello,7,T Hogan,10th,Head,4,9-7,40,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,9th,3/4 l,5,11-7,70,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Takarengo (IRE),Ms M Barcoe,7,J Barcoe,8th,1/2 l,9,11-0,63,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Eastern Wind,Sadhbh Tormey,7,T G McCourt,7th,Neck,6,10-12p,61,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Rock Of Ireland (IRE),Miss A Ruane,7,Alan McIntyre,6th,1 3/4 l,4,11-11,74,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Captain Hanley (IRE),Miss A B O'Connor,0,E O'Connell,5th,3/4 l,5,10-11t,60,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Tassarolo,Miss G Benson,7,D Hogan,4th,Head,4,11-2tp,65,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Slieve Bearnagh (IRE),Ms K M Ryan,7,D Marnane,3rd,1 3/4 l,8,10-6t,55,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,2nd,2 1/4 l,5,10-2b1,51,True,11,12
Tipperary Racing Results | 8th August 2025 20:07,2025-08-08,20:07,Good To Firm (Good In Places) ap (Turf),1m 4f 115y,Ms Messi (IRE),Miss C Flynn,7,P W Flynn,1st,N/A,4,10-5,54,True,11,12
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Sleeper Hunter (IRE),D P McDonogh,0,J P O'Brien,10th,7 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Moonlight Molly (IRE),K J Leonard,0,J G Coogan,9th,2 1/2 l,2,9-2t,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Oppenheimer (IRE),R C Colgan,0,Kevin Coleman,8th,8 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Tashakour (IRE),B M Coen,0,J P Murtagh,7th,2 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Port Of Spain (IRE),R P Whelan,0,A P O'Brien,6th,1/2 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Hawk Mountain (IRE),R L Moore,0,A P O'Brien,5th,1 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Al Haarith (IRE),D McMonagle,0,J P O'Brien,4th,1 1/4 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Charles Fort,W M Lordan,0,A P O'Brien,3rd,Neck,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Kensington Lane (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 1/4 l,2,9-2,83,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Geryon (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Sleeper Hunter (IRE),D P McDonogh,0,J P O'Brien,10th,7 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Moonlight Molly (IRE),K J Leonard,0,J G Coogan,9th,2 1/2 l,2,9-2t,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Oppenheimer (IRE),R C Colgan,0,Kevin Coleman,8th,8 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Tashakour (IRE),B M Coen,0,J P Murtagh,7th,2 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Port Of Spain (IRE),R P Whelan,0,A P O'Brien,6th,1/2 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Hawk Mountain (IRE),R L Moore,0,A P O'Brien,5th,1 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Al Haarith (IRE),D McMonagle,0,J P O'Brien,4th,1 1/4 l,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Charles Fort,W M Lordan,0,A P O'Brien,3rd,Neck,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Kensington Lane (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 1/4 l,2,9-2,83,True,11,13
Curragh Racing Results | 9th August 2025 13:45,2025-08-09,13:45,Good,7f,Geryon (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,11,13
Curragh Racing Results | 9th August 2025 14:15,2025-08-09,14:15,Good,6f,Buster's Universal (IRE),S T McCullagh,0,Mrs J Harrington,28th,3/4 l,2,9-7,-,True,11,14
Curragh Racing Results | 9th August 2025 14:15,2025-08-09,14:15,Good,6f,Portmagee Girl (IRE),K G Kennedy,5,Mrs J Harrington,27th,2 1/2 l,2,9-2,-,True,11,14
