track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Annarubyrose (IRE),E Staples,7,G P Cromwell,9th,44 l,4,11-3p1,92,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Guest Star,A Harvey,5,J C McConnell,8th,2 l,4,11-0tv1,89,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Ar Nos Na Gaoithe (IRE),H E Sexton,7,P J Rothwell,7th,4 1/4 l,6,11-4p,90,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Freddie Robdal (IRE),D J O'Keeffe,0,H De Bromhead,6th,4 1/2 l,8,11-9t,95,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Pahlavi (IRE),D E Mullins,0,J J Hanlon,5th,1/2 l,8,12-0t,100,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Centaq (IRE),P J O'Hanlon,0,D A McLoughlin,4th,Short Head,5,10-8,80,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Georginas Jet (IRE),D J Gilligan,0,P J Gilligan,3rd,3/4 l,4,10-7,82,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Parkgarve (IRE),K M Donoghue,0,Ian Donoghue,2nd,4 1/2 l,5,11-10t,96,True,11,30
N/A,2025-08-10,15:17,Good (Good To Yielding In Places),2m 1f 165y,Wing Back (IRE),P T Enright,0,S Curling,1st,N/A,5,11-0h,86,True,11,30
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Neon Diamond (IRE),J W Kennedy,0,G Elliott,4th,13 l,6,11-12p,118,True,11,31
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Diamond Tipp (IRE),A Harvey,5,J C McConnell,3rd,4 1/4 l,5,11-4t,110,True,11,31
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Kilbuny Supersonic (IRE),Mr L J Murphy,7,Richard J O'Hara,2nd,5 1/2 l,5,11-10,116,True,11,31
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Mrs Mc Go (IRE),D A Kidd,7,J C McConnell,1st,N/A,7,11-6,112,True,11,31
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Neon Diamond (IRE),J W Kennedy,0,G Elliott,4th,13 l,6,11-12p,118,True,11,31
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Diamond Tipp (IRE),A Harvey,5,J C McConnell,3rd,4 1/4 l,5,11-4t,110,True,11,31
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Kilbuny Supersonic (IRE),Mr L J Murphy,7,Richard J O'Hara,2nd,5 1/2 l,5,11-10,116,True,11,31
N/A,2025-08-10,15:52,Good (Good To Yielding In Places),2m 5f 180y,Mrs Mc Go (IRE),D A Kidd,7,J C McConnell,1st,N/A,7,11-6,112,True,11,31
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,William Butler (IRE),J W Kennedy,0,G Elliott,6th,54 l,5,11-12b,111,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Beltoy (IRE),Mr T C Kileff,7,S R B Crawford,5th,4 l,5,11-4,-,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,North Moon (FR),P Townend,0,W P Mullins,4th,3 l,5,11-4,-,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Coded Welder (IRE),Sam Ewing,0,Paul Mulligan,3rd,3 l,6,11-4t,110,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Cut The Rope (FR),K E Buckley,0,E & P Harty,2nd,Neck,6,11-12,114,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Dramatic License (IRE),J J Slevin,0,S R B Crawford,1st,N/A,5,11-4t,103,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,William Butler (IRE),J W Kennedy,0,G Elliott,6th,54 l,5,11-12b,111,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Beltoy (IRE),Mr T C Kileff,7,S R B Crawford,5th,4 l,5,11-4,-,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,North Moon (FR),P Townend,0,W P Mullins,4th,3 l,5,11-4,-,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Coded Welder (IRE),Sam Ewing,0,Paul Mulligan,3rd,3 l,6,11-4t,110,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Cut The Rope (FR),K E Buckley,0,E & P Harty,2nd,Neck,6,11-12,114,True,11,32
N/A,2025-08-10,16:22,Good (Good To Yielding In Places),2m 5f 180y,Dramatic License (IRE),J J Slevin,0,S R B Crawford,1st,N/A,5,11-4t,103,True,11,32
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Wee Vee (IRE),S F O'Keeffe,0,S R B Crawford,12th,1 3/4 l,5,10-3,73,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Lets Do This Buddy (IRE),Caragh Monaghan,7,L Lennon,11th,32 l,6,11-4,88,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Benz (IRE),R A Doyle,0,R K Watson,10th,17 l,7,12-0tp,98,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Jollie Cosmos (IRE),S D Torrens,0,P J Rothwell,9th,13 l,9,10-2,72,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Sineads Fancy (IRE),E Staples,7,S Ryan,8th,6 1/2 l,8,10-13,83,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Firstupbestdressed (IRE),K E Buckley,0,Conor Maxwell,7th,4 1/2 l,5,11-1,85,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Jimli's Cave (IRE),D J O'Keeffe,0,R K Watson,6th,1/2 l,7,11-7v1,91,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Feast (IRE),Anna McGuinness,7,P J McKenna,5th,4 1/2 l,8,11-0,84,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Mickey Cohen (IRE),N J Ryan,7,N Meade,4th,8 l,4,11-12,100,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Georgia Celena (IRE),A Harvey,5,J C McConnell,3rd,4 1/4 l,7,11-2,86,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Tiny Angel (IRE),C Stone-Walsh,0,N C Kelly,2nd,Neck,5,10-11p,81,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Fire Coral,P T Enright,0,S Curling,1st,N/A,6,10-6t,76,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Wee Vee (IRE),S F O'Keeffe,0,S R B Crawford,12th,1 3/4 l,5,10-3,73,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Lets Do This Buddy (IRE),Caragh Monaghan,7,L Lennon,11th,32 l,6,11-4,88,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Benz (IRE),R A Doyle,0,R K Watson,10th,17 l,7,12-0tp,98,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Jollie Cosmos (IRE),S D Torrens,0,P J Rothwell,9th,13 l,9,10-2,72,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Sineads Fancy (IRE),E Staples,7,S Ryan,8th,6 1/2 l,8,10-13,83,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Firstupbestdressed (IRE),K E Buckley,0,Conor Maxwell,7th,4 1/2 l,5,11-1,85,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Jimli's Cave (IRE),D J O'Keeffe,0,R K Watson,6th,1/2 l,7,11-7v1,91,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Feast (IRE),Anna McGuinness,7,P J McKenna,5th,4 1/2 l,8,11-0,84,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Mickey Cohen (IRE),N J Ryan,7,N Meade,4th,8 l,4,11-12,100,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Georgia Celena (IRE),A Harvey,5,J C McConnell,3rd,4 1/4 l,7,11-2,86,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Tiny Angel (IRE),C Stone-Walsh,0,N C Kelly,2nd,Neck,5,10-11p,81,True,11,33
N/A,2025-08-10,16:52,Good (Good To Yielding In Places),2m 5f 180y,Fire Coral,P T Enright,0,S Curling,1st,N/A,6,10-6t,76,True,11,33
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Pointwelltaken (IRE),Mr B M Coonan,7,E Sheehy,5th,14 l,4,11-4,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Whatafoolbelieves (IRE),Ms L A Byrne,7,J C McConnell,4th,2 1/2 l,5,12-0t1,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Crossbar Getaway (IRE),Mr H C Swan,0,G Elliott,3rd,1/2 l,5,11-7,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Scary Askari,Mr N McParlan,0,S McParlan,2nd,4 l,5,12-0,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Minella Supreme (IRE),Mr F R Buckley,7,J C McConnell,1st,N/A,5,12-0,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Pointwelltaken (IRE),Mr B M Coonan,7,E Sheehy,5th,14 l,4,11-4,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Whatafoolbelieves (IRE),Ms L A Byrne,7,J C McConnell,4th,2 1/2 l,5,12-0t1,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Crossbar Getaway (IRE),Mr H C Swan,0,G Elliott,3rd,1/2 l,5,11-7,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Scary Askari,Mr N McParlan,0,S McParlan,2nd,4 l,5,12-0,-,True,11,34
N/A,2025-08-10,17:22,Good (Good To Yielding In Places),2m 2f 185y,Minella Supreme (IRE),Mr F R Buckley,7,J C McConnell,1st,N/A,5,12-0,-,True,11,34
N/A,2025-08-11,17:15,Good,2m 169y,Magnolia Drive (IRE),S D Torrens,0,J P O'Brien,F,N/A,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Handmedownmybible (IRE),A Harvey,5,P Magee,12th,27 l,3,11-0tp,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Idomything (IRE),P M O'Brien,5,C W J Farrell,11th,4 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Invigorated (IRE),Sam Ewing,0,Mrs J Harrington,10th,5 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Grace's Legacy (IRE),D J Gilligan,0,C Collins,9th,3 3/4 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Felicity Smoak (IRE),J C Gainford,0,P Nolan,8th,15 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Faire La Nouba (IRE),S F O'Keeffe,0,John F O'Neill,7th,1 1/2 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Sopelana,C Stone-Walsh,0,C Collins,6th,6 l,3,10-7t1,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Georg Zhukov (IRE),D Meyler,0,N Meade,5th,5 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Kasper Hauser,P T Enright,0,Kevin Coleman,4th,3 1/2 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Cinammon Coco (IRE),J J Slevin,0,J P O'Brien,3rd,1/2 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Bridezilla (IRE),C M Quirke,0,A Slattery,2nd,3/4 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Hopes Are High (IRE),P Byrnes,0,W Durkan,1st,N/A,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Magnolia Drive (IRE),S D Torrens,0,J P O'Brien,F,N/A,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Handmedownmybible (IRE),A Harvey,5,P Magee,12th,27 l,3,11-0tp,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Idomything (IRE),P M O'Brien,5,C W J Farrell,11th,4 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Invigorated (IRE),Sam Ewing,0,Mrs J Harrington,10th,5 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Grace's Legacy (IRE),D J Gilligan,0,C Collins,9th,3 3/4 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Felicity Smoak (IRE),J C Gainford,0,P Nolan,8th,15 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Faire La Nouba (IRE),S F O'Keeffe,0,John F O'Neill,7th,1 1/2 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Sopelana,C Stone-Walsh,0,C Collins,6th,6 l,3,10-7t1,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Georg Zhukov (IRE),D Meyler,0,N Meade,5th,5 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Kasper Hauser,P T Enright,0,Kevin Coleman,4th,3 1/2 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Cinammon Coco (IRE),J J Slevin,0,J P O'Brien,3rd,1/2 l,3,11-0,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Bridezilla (IRE),C M Quirke,0,A Slattery,2nd,3/4 l,3,10-7,-,True,11,35
N/A,2025-08-11,17:15,Good,2m 169y,Hopes Are High (IRE),P Byrnes,0,W Durkan,1st,N/A,3,11-0,-,True,11,35
N/A,2025-08-11,17:50,Good,2m 169y,Onyx Storm (IRE),R J Condon,5,P Hennessy,F,N/A,5,10-11,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Mr Erwitt (IRE),J J Slevin,0,V T O'Brien,10th,52 l,6,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Darcys Song (IRE),A M King,7,V T O'Brien,9th,25 l,9,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Halo Halo (IRE),Mr L Burke-Ott,7,Miss J M Lee,8th,17 l,5,10-11t,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Hickeys Hill (IRE),D P Maxwell,5,A McNamara,7th,7 1/2 l,6,11-4t,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Boujee (IRE),L A McKenna,5,M A Molloy,6th,Short Head,8,11-5,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Myfavourite Friend (IRE),C M Hogan,7,E McNamara,5th,2 3/4 l,5,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Tuba,D E Mullins,0,R O'Brien,4th,4 1/4 l,4,11-1,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Dream Escape,S W Flanagan,0,T Mullins,3rd,2 1/2 l,6,11-12,84,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Rememberthename (IRE),Mr T A Halford,7,C W J Farrell,2nd,1 3/4 l,5,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Leave In Secret (IRE),D J O'Keeffe,0,T Gibney,1st,N/A,6,11-4t,107,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Onyx Storm (IRE),R J Condon,5,P Hennessy,F,N/A,5,10-11,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Mr Erwitt (IRE),J J Slevin,0,V T O'Brien,10th,52 l,6,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Darcys Song (IRE),A M King,7,V T O'Brien,9th,25 l,9,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Halo Halo (IRE),Mr L Burke-Ott,7,Miss J M Lee,8th,17 l,5,10-11t,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Hickeys Hill (IRE),D P Maxwell,5,A McNamara,7th,7 1/2 l,6,11-4t,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Boujee (IRE),L A McKenna,5,M A Molloy,6th,Short Head,8,11-5,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Myfavourite Friend (IRE),C M Hogan,7,E McNamara,5th,2 3/4 l,5,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Tuba,D E Mullins,0,R O'Brien,4th,4 1/4 l,4,11-1,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Dream Escape,S W Flanagan,0,T Mullins,3rd,2 1/2 l,6,11-12,84,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Rememberthename (IRE),Mr T A Halford,7,C W J Farrell,2nd,1 3/4 l,5,11-4,-,True,11,36
N/A,2025-08-11,17:50,Good,2m 169y,Leave In Secret (IRE),D J O'Keeffe,0,T Gibney,1st,N/A,6,11-4t,107,True,11,36
N/A,2025-08-11,18:25,Good,2m 169y,St Anthonys Corner (IRE),S O'Callaghan,5,N Lee,9th,13 l,5,10-9,91,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Eyeeye,J G Gilligan,5,P J Gilligan,8th,8 l,5,11-6,102,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,7th,1 1/4 l,6,10-10t,92,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Son Of Hypnos (IRE),J Smith,5,K Smith,6th,2 1/4 l,8,11-12tb,108,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,For Everyone (IRE),E Staples,7,M M McNiff,5th,1 1/2 l,9,11-6t,102,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,San Aer (IRE),D E Mullins,0,T Mullins,4th,1/2 l,7,11-3t,99,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Desert Haven,D Meyler,0,N Meade,3rd,1/2 l,5,11-6t,102,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Tomas O Maille (IRE),P T Enright,0,M Flannery,2nd,3 l,8,11-9,105,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Dontgowithjoe (IRE),S D Torrens,0,P J Rothwell,1st,N/A,4,10-9,94,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,St Anthonys Corner (IRE),S O'Callaghan,5,N Lee,9th,13 l,5,10-9,91,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Eyeeye,J G Gilligan,5,P J Gilligan,8th,8 l,5,11-6,102,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,7th,1 1/4 l,6,10-10t,92,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Son Of Hypnos (IRE),J Smith,5,K Smith,6th,2 1/4 l,8,11-12tb,108,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,For Everyone (IRE),E Staples,7,M M McNiff,5th,1 1/2 l,9,11-6t,102,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,San Aer (IRE),D E Mullins,0,T Mullins,4th,1/2 l,7,11-3t,99,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Desert Haven,D Meyler,0,N Meade,3rd,1/2 l,5,11-6t,102,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Tomas O Maille (IRE),P T Enright,0,M Flannery,2nd,3 l,8,11-9,105,True,11,37
N/A,2025-08-11,18:25,Good,2m 169y,Dontgowithjoe (IRE),S D Torrens,0,P J Rothwell,1st,N/A,4,10-9,94,True,11,37
N/A,2025-08-11,18:55,Good,2m 169y,Whatsitabout (FR),D J O'Keeffe,0,M F Morris,15th,53 l,7,11-9t1,95,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Love Bite (IRE),C Stone-Walsh,0,Mrs G O'Connor,14th,4 1/2 l,7,10-9,81,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Slea Head (IRE),S F O'Keeffe,0,Peter Maher,13th,1 1/4 l,7,10-1,73,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Stabila (IRE),A M King,7,M Flannery,12th,4 l,6,10-5,77,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Rynok Square (IRE),P T Enright,0,Peter Maher,11th,4 3/4 l,7,10-0,72,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Sayitfirst (IRE),J G Gilligan,5,D Collins,10th,3/4 l,9,11-7,93,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Only One Plan (IRE),C Owens,7,M Flannery,9th,Neck,8,12-0p,100,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Move It On Over (IRE),C M Quirke,0,John F O'Neill,8th,2 1/2 l,4,10-4,79,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Cabaret Prince,P M O'Brien,5,E McNamara,7th,Neck,6,12-0t,100,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Bringsty,A Harvey,5,N C Kelly,6th,2 1/4 l,7,11-1,87,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Finnicky Filly (IRE),D J Gilligan,0,J P Ryan,5th,3 l,7,10-10t,82,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Pleasureofpressure (IRE),C M Hogan,7,P J Rothwell,4th,2 1/4 l,5,10-9,81,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Farrokh (FR),S W Flanagan,0,B Connell,3rd,1 3/4 l,6,11-10,96,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Tea It Is (IRE),D King,0,D Hogan,2nd,2 3/4 l,8,10-1tp,73,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Shaboozee (IRE),J J Slevin,0,J P O'Brien,1st,N/A,4,11-11,100,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Whatsitabout (FR),D J O'Keeffe,0,M F Morris,15th,53 l,7,11-9t1,95,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Love Bite (IRE),C Stone-Walsh,0,Mrs G O'Connor,14th,4 1/2 l,7,10-9,81,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Slea Head (IRE),S F O'Keeffe,0,Peter Maher,13th,1 1/4 l,7,10-1,73,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Stabila (IRE),A M King,7,M Flannery,12th,4 l,6,10-5,77,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Rynok Square (IRE),P T Enright,0,Peter Maher,11th,4 3/4 l,7,10-0,72,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Sayitfirst (IRE),J G Gilligan,5,D Collins,10th,3/4 l,9,11-7,93,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Only One Plan (IRE),C Owens,7,M Flannery,9th,Neck,8,12-0p,100,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Move It On Over (IRE),C M Quirke,0,John F O'Neill,8th,2 1/2 l,4,10-4,79,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Cabaret Prince,P M O'Brien,5,E McNamara,7th,Neck,6,12-0t,100,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Bringsty,A Harvey,5,N C Kelly,6th,2 1/4 l,7,11-1,87,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Finnicky Filly (IRE),D J Gilligan,0,J P Ryan,5th,3 l,7,10-10t,82,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Pleasureofpressure (IRE),C M Hogan,7,P J Rothwell,4th,2 1/4 l,5,10-9,81,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Farrokh (FR),S W Flanagan,0,B Connell,3rd,1 3/4 l,6,11-10,96,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Tea It Is (IRE),D King,0,D Hogan,2nd,2 3/4 l,8,10-1tp,73,True,11,38
N/A,2025-08-11,18:55,Good,2m 169y,Shaboozee (IRE),J J Slevin,0,J P O'Brien,1st,N/A,4,11-11,100,True,11,38
N/A,2025-08-11,19:25,Good,3m 1f 215y,Coumeenoole (IRE),E Staples,7,P Nolan,F,N/A,6,11-5t,113,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Whatsavailable (IRE),G Brouder,3,M F Morris,10th,18 l,8,11-7b,115,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Driscolls Hill (IRE),D J O'Keeffe,0,T Gibney,9th,9 l,6,10-8,102,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Sphagnum (IRE),D P Maxwell,5,J P Broderick,8th,6 1/2 l,8,10-12tp,106,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Beau Walking (IRE),Sam Ewing,0,Mrs J Harrington,7th,Head,7,10-13tb1,107,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Brilliant Light,S W Flanagan,0,J J Hanlon,6th,5 l,8,10-12p,106,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Arch Enemy (IRE),A Harvey,5,P Magee,5th,1 1/4 l,6,10-12,106,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Dorans Law (IRE),C M Hogan,7,P J Rothwell,4th,3 1/2 l,7,11-3p,111,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Jolie Jewel (FR),P T Enright,0,B McMahon,3rd,9 l,6,11-8h,116,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Ladiam (IRE),G B Noonan,5,N Lee,2nd,4 1/4 l,8,10-3t,97,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Ad Caelum (IRE),Mr D McGill,7,J P Ryan,1st,N/A,6,11-8,116,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Coumeenoole (IRE),E Staples,7,P Nolan,F,N/A,6,11-5t,113,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Whatsavailable (IRE),G Brouder,3,M F Morris,10th,18 l,8,11-7b,115,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Driscolls Hill (IRE),D J O'Keeffe,0,T Gibney,9th,9 l,6,10-8,102,True,11,39
