track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Let Him B (IRE),Mr A D Bustin,7,C Byrnes,15th,33 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Tannery Park,M J M O'Sullivan,0,B Connell,14th,1/2 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Thegreenthirteen (IRE),Sam Ewing,0,M A Daly,13th,1 3/4 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Duchamps Art (IRE),D E Mullins,0,Ms M Mullins,12th,2 1/4 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Warrior Lion,S F O'Keeffe,0,M McCabe,11th,6 l,4,11-7t,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Tic Tac Toe (IRE),L Quinlan,5,R Hackett,10th,1/2 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,The Blaggard (IRE),G B Noonan,5,E McCarthy,9th,1 1/2 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Star Contact (IRE),P T Enright,0,S Curling,8th,3 3/4 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Kellys Grove (IRE),R J Condon,5,M Butler,7th,18 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Uhavemeinstitches (IRE),M P Walsh,0,J Motherway,6th,4 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Lope De Light,O R Brown,5,W Durkan,5th,3 1/2 l,4,11-7h,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Love Me (FR),D J O'Keeffe,0,H De Bromhead,4th,12 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Mordor (FR),J W Kennedy,0,G Elliott,3rd,5 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Palamon (IRE),S W Flanagan,0,P Nolan,2nd,5 l,4,11-7t1,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Rocky's Diamond (IRE),S Fitzgerald,0,D Queally,1st,N/A,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Dylan's Chance (IRE),T Joseph Kelly,7,E McCarthy,16th,2 1/2 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Let Him B (IRE),Mr A D Bustin,7,C Byrnes,15th,33 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Tannery Park,M J M O'Sullivan,0,B Connell,14th,1/2 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Thegreenthirteen (IRE),Sam Ewing,0,M A Daly,13th,1 3/4 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Duchamps Art (IRE),D E Mullins,0,Ms M Mullins,12th,2 1/4 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Warrior Lion,S F O'Keeffe,0,M McCabe,11th,6 l,4,11-7t,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Tic Tac Toe (IRE),L Quinlan,5,R Hackett,10th,1/2 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,The Blaggard (IRE),G B Noonan,5,E McCarthy,9th,1 1/2 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Star Contact (IRE),P T Enright,0,S Curling,8th,3 3/4 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Kellys Grove (IRE),R J Condon,5,M Butler,7th,18 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Uhavemeinstitches (IRE),M P Walsh,0,J Motherway,6th,4 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Lope De Light,O R Brown,5,W Durkan,5th,3 1/2 l,4,11-7h,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Love Me (FR),D J O'Keeffe,0,H De Bromhead,4th,12 l,4,11-0,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Mordor (FR),J W Kennedy,0,G Elliott,3rd,5 l,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Palamon (IRE),S W Flanagan,0,P Nolan,2nd,5 l,4,11-7t1,-,True,108,33
Limerick Racing Results | 19th April 2024 16:45,N/A,16:45,Soft To Heavy (Heavy In Places),2m 190y,Rocky's Diamond (IRE),S Fitzgerald,0,D Queally,1st,N/A,4,11-7,-,True,108,33
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Grivei (FR),R A Doyle,0,E Griffin,PU,N/A,7,11-9t,97,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Drop The Harrow (IRE),S F O'Keeffe,0,M McCabe,PU,N/A,8,10-6,80,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Irish Impulse (IRE),P T Enright,0,R Tyner,11th,3 3/4 l,6,11-0h,88,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Noble Crusade (USA),K E Buckley,0,J C McConnell,10th,2 1/2 l,6,11-2,90,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Hypersonic Missile (IRE),S W Flanagan,0,G P Cromwell,9th,8 1/2 l,5,11-12,100,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Agent Tequila (IRE),M J M O'Sullivan,0,J C McConnell,8th,2 3/4 l,6,11-7,95,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Sainte Baol (FR),J W Kennedy,0,G Elliott,7th,1 1/2 l,6,12-0,102,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Brilliant Question (IRE),R P Geoghegan,7,K A Heffernan,6th,7 1/2 l,7,11-0t,88,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Jay Pee M (IRE),Sam Ewing,0,D W O'Sullivan,5th,Neck,5,11-10,98,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Bigira (FR),D Butler,7,M Fahey,4th,2 1/4 l,5,11-1,89,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Snow Punt (IRE),D J O'Keeffe,0,Brendan Walsh,3rd,3 l,7,11-3,91,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Aboy Joey (IRE),G B Noonan,5,E McCarthy,2nd,3/4 l,5,11-8,96,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,1st,N/A,7,11-11t,99,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Grivei (FR),R A Doyle,0,E Griffin,PU,N/A,7,11-9t,97,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Drop The Harrow (IRE),S F O'Keeffe,0,M McCabe,PU,N/A,8,10-6,80,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Irish Impulse (IRE),P T Enright,0,R Tyner,11th,3 3/4 l,6,11-0h,88,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Noble Crusade (USA),K E Buckley,0,J C McConnell,10th,2 1/2 l,6,11-2,90,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Hypersonic Missile (IRE),S W Flanagan,0,G P Cromwell,9th,8 1/2 l,5,11-12,100,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Agent Tequila (IRE),M J M O'Sullivan,0,J C McConnell,8th,2 3/4 l,6,11-7,95,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Sainte Baol (FR),J W Kennedy,0,G Elliott,7th,1 1/2 l,6,12-0,102,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Brilliant Question (IRE),R P Geoghegan,7,K A Heffernan,6th,7 1/2 l,7,11-0t,88,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Jay Pee M (IRE),Sam Ewing,0,D W O'Sullivan,5th,Neck,5,11-10,98,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Bigira (FR),D Butler,7,M Fahey,4th,2 1/4 l,5,11-1,89,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Snow Punt (IRE),D J O'Keeffe,0,Brendan Walsh,3rd,3 l,7,11-3,91,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Aboy Joey (IRE),G B Noonan,5,E McCarthy,2nd,3/4 l,5,11-8,96,True,108,34
Limerick Racing Results | 19th April 2024 17:20,N/A,17:20,Soft To Heavy (Heavy In Places),2m 190y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,1st,N/A,7,11-11t,99,True,108,34
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Manatee Du Brizais (FR),S Fitzgerald,0,D Queally,UR,N/A,5,11-12t,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Stellar Jury,S F O'Keeffe,0,V C Ward,UR,N/A,5,11-5p,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Le Goom (FR),R A Doyle,0,E Griffin,PU,N/A,7,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Larkins Lane (IRE),A P Heskin,0,R O'Leary,PU,N/A,5,11-5,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Kinturk Jack (IRE),K E Buckley,0,T Gibney,6th,Neck,7,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Agree To Disagree (IRE),A P Kelly,5,P Roche,5th,29 l,6,11-12t1,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Lough Owel (IRE),J W Kennedy,0,G Elliott,4th,Neck,6,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Rokathir (FR),D J O'Keeffe,0,H De Bromhead,3rd,23 l,5,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Driscolls Hill (IRE),O R Brown,5,T Gibney,2nd,1/2 l,5,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Dancingondaceiling (IRE),S W Flanagan,0,A Ott,1st,N/A,5,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Manatee Du Brizais (FR),S Fitzgerald,0,D Queally,UR,N/A,5,11-12t,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Stellar Jury,S F O'Keeffe,0,V C Ward,UR,N/A,5,11-5p,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Le Goom (FR),R A Doyle,0,E Griffin,PU,N/A,7,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Larkins Lane (IRE),A P Heskin,0,R O'Leary,PU,N/A,5,11-5,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Kinturk Jack (IRE),K E Buckley,0,T Gibney,6th,Neck,7,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Agree To Disagree (IRE),A P Kelly,5,P Roche,5th,29 l,6,11-12t1,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Lough Owel (IRE),J W Kennedy,0,G Elliott,4th,Neck,6,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Rokathir (FR),D J O'Keeffe,0,H De Bromhead,3rd,23 l,5,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Driscolls Hill (IRE),O R Brown,5,T Gibney,2nd,1/2 l,5,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 17:50,N/A,17:50,Soft To Heavy (Heavy In Places),3m,Dancingondaceiling (IRE),S W Flanagan,0,A Ott,1st,N/A,5,11-12,-,True,108,35
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Derridae (IRE),D Meyler,0,M McCabe,NR,N/A,9,11-7p,95,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Farrokh (FR),M J M O'Sullivan,0,B Connell,PU,N/A,5,11-7,95,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Deramore Park (IRE),R P Geoghegan,7,B T Murphy,PU,N/A,9,10-10t,84,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Dream Once More (IRE),S Fitzgerald,0,D Queally,8th,9 l,5,10-13ht,87,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Bonnie Kellie (IRE),P T Enright,0,S Curling,7th,9 l,7,11-11t,99,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Knockbrack Rambler (IRE),Mr C J Shine,7,Brendan Walsh,6th,7 1/2 l,7,11-7,95,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Without Exception (IRE),S F O'Keeffe,0,P J Rothwell,5th,Neck,5,10-8,82,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Wee Charlie (IRE),D J O'Keeffe,0,T Gibney,4th,9 1/2 l,7,12-0,102,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Cosmic Rock (IRE),G B Noonan,5,E McCarthy,3rd,2 1/4 l,10,11-9tb1,97,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Beeverstown Place (IRE),Niall Moore,7,M A Cahill,2nd,3/4 l,7,11-2b1,90,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Cosmo Renfro (IRE),K E Buckley,0,S Nolan,1st,N/A,7,11-11p,99,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Derridae (IRE),D Meyler,0,M McCabe,NR,N/A,9,11-7p,95,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Farrokh (FR),M J M O'Sullivan,0,B Connell,PU,N/A,5,11-7,95,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Deramore Park (IRE),R P Geoghegan,7,B T Murphy,PU,N/A,9,10-10t,84,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Dream Once More (IRE),S Fitzgerald,0,D Queally,8th,9 l,5,10-13ht,87,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Bonnie Kellie (IRE),P T Enright,0,S Curling,7th,9 l,7,11-11t,99,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Knockbrack Rambler (IRE),Mr C J Shine,7,Brendan Walsh,6th,7 1/2 l,7,11-7,95,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Without Exception (IRE),S F O'Keeffe,0,P J Rothwell,5th,Neck,5,10-8,82,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Wee Charlie (IRE),D J O'Keeffe,0,T Gibney,4th,9 1/2 l,7,12-0,102,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Cosmic Rock (IRE),G B Noonan,5,E McCarthy,3rd,2 1/4 l,10,11-9tb1,97,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Beeverstown Place (IRE),Niall Moore,7,M A Cahill,2nd,3/4 l,7,11-2b1,90,True,108,36
Limerick Racing Results | 19th April 2024 18:20,N/A,18:20,Soft To Heavy (Heavy In Places),2m 3f,Cosmo Renfro (IRE),K E Buckley,0,S Nolan,1st,N/A,7,11-11p,99,True,108,36
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Gaelic Arc (IRE),D E Mullins,0,J P Ryan,NR,N/A,8,11-0,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Joyeux Machin (FR),S W Flanagan,0,P Nolan,F,N/A,7,11-0tp,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Tullyhogue Fort (IRE),Mr P J O'Neill,0,John F O'Neill,4th,13 l,8,11-0,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Bella Bliss (IRE),D J O'Keeffe,0,J C McConnell,3rd,4 l,7,10-7t,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Donacheady Gale (IRE),S F O'Keeffe,0,J P Ryan,2nd,Neck,10,11-0,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Favori De Champdou (FR),J W Kennedy,0,G Elliott,1st,N/A,9,11-8,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Gaelic Arc (IRE),D E Mullins,0,J P Ryan,NR,N/A,8,11-0,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Joyeux Machin (FR),S W Flanagan,0,P Nolan,F,N/A,7,11-0tp,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Tullyhogue Fort (IRE),Mr P J O'Neill,0,John F O'Neill,4th,13 l,8,11-0,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Bella Bliss (IRE),D J O'Keeffe,0,J C McConnell,3rd,4 l,7,10-7t,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Donacheady Gale (IRE),S F O'Keeffe,0,J P Ryan,2nd,Neck,10,11-0,-,True,108,37
Limerick Racing Results | 19th April 2024 18:50,N/A,18:50,Soft To Heavy (Heavy In Places),3m 120y,Favori De Champdou (FR),J W Kennedy,0,G Elliott,1st,N/A,9,11-8,-,True,108,37
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Gendarme (IRE),S O'Callaghan,0,C Coakley,PU,N/A,9,10-0t,85,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Dundaniel (IRE),J W Kennedy,0,M Kennedy,PU,N/A,9,12-0p,113,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Pont Audemer (FR),S W Flanagan,0,G P Cromwell,6th,Head,5,11-5,104,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Marelly (IRE),D J O'Keeffe,0,P J Rothwell,5th,3 3/4 l,7,11-10p1,109,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,McGrath From Clune (IRE),P T Enright,0,R Tyner,4th,19 l,8,11-4ht,103,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Sunnyvilla (IRE),G Brouder,5,D Hassett,3rd,4 1/4 l,9,11-11p,110,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Know The Game (IRE),D Meyler,0,Tom Dreaper,2nd,1 1/2 l,8,11-4t,103,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Another Ocana (IRE),E Walsh,0,L J Archdeacon,1st,N/A,7,10-10,95,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Gendarme (IRE),S O'Callaghan,0,C Coakley,PU,N/A,9,10-0t,85,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Dundaniel (IRE),J W Kennedy,0,M Kennedy,PU,N/A,9,12-0p,113,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Pont Audemer (FR),S W Flanagan,0,G P Cromwell,6th,Head,5,11-5,104,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Marelly (IRE),D J O'Keeffe,0,P J Rothwell,5th,3 3/4 l,7,11-10p1,109,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,McGrath From Clune (IRE),P T Enright,0,R Tyner,4th,19 l,8,11-4ht,103,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Sunnyvilla (IRE),G Brouder,5,D Hassett,3rd,4 1/4 l,9,11-11p,110,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Know The Game (IRE),D Meyler,0,Tom Dreaper,2nd,1 1/2 l,8,11-4t,103,True,108,38
Limerick Racing Results | 19th April 2024 19:20,N/A,19:20,Soft To Heavy (Heavy In Places),2m 1f 100y,Another Ocana (IRE),E Walsh,0,L J Archdeacon,1st,N/A,7,10-10,95,True,108,38
Limerick Racing Results | 19th April 2024 19:50,N/A,19:50,Soft To Heavy (Heavy In Places),2m 3f,Jericho Du Fenoir (FR),Mr Pat Taaffe,7,P T Foley,NR,N/A,5,12-0,-,True,108,39
Limerick Racing Results | 19th April 2024 19:50,N/A,19:50,Soft To Heavy (Heavy In Places),2m 3f,Honky Tonk (IRE),Mr S Cleary,7,E Sheehy,PU,N/A,7,12-0t1,-,True,108,39
Limerick Racing Results | 19th April 2024 19:50,N/A,19:50,Soft To Heavy (Heavy In Places),2m 3f,Private Policy (IRE),Mr J P O'Rourke,7,P O'Rourke,5th,86 l,6,12-0,-,True,108,39
Limerick Racing Results | 19th April 2024 19:50,N/A,19:50,Soft To Heavy (Heavy In Places),2m 3f,Mr Dibbs (IRE),Mr S Cavanagh,7,A Murray,4th,15 l,5,12-0,-,True,108,39
Limerick Racing Results | 19th April 2024 19:50,N/A,19:50,Soft To Heavy (Heavy In Places),2m 3f,Silent Venture (IRE),Mr S Cotter,7,D P Murphy,3rd,30 l,5,12-0,-,True,108,39
Limerick Racing Results | 19th April 2024 19:50,N/A,19:50,Soft To Heavy (Heavy In Places),2m 3f,Olympy De Cerisy (FR),Mr R W Barron,5,D Queally,2nd,9 l,5,12-0ht1,-,True,108,39
