track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Eyeeye,C. T. Keane,0,Thomas Mullins,8th,Head,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Sharlouk (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,1 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Kalikapour (IRE),R. P. Whelan,0,M. Halford,6th,7 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Trachonitus (IRE),R. P. Cleary,0,J. S. Bolger,5th,1/2 l,2,9-5t,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Sea Gardens (FR),S. M. Crosse,0,Joseph Patrick O'Brien,4th,1/2 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Walsingham (IRE),C. D. Hayes,0,D. K. Weld,3rd,Neck,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Bertinelli (USA),W. M. Lordan,0,Aidan O'Brien,2nd,1/2 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Peking Opera (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Buzzen (IRE),G. M. Ryan,0,Harry Rogers,15th,1/2 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Lasting Peace (IRE),D. B. McMonagle,0,Noel Meade,14th,1 1/4 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Spinning Web (IRE),R. C. Colgan,0,Ms Margaret Mullins,13th,4 1/2 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Base Money,Emmet McNamara,0,Emmet Mullins,12th,8 1/2 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Blenheim Lad (IRE),Declan McDonogh,0,Andrew Oliver,11th,3 3/4 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Louis Le Broc (IRE),M. P. Sheehy,0,Darren Bunyan,10th,2 3/4 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,High Court Judge (USA),S. B. Kelly,0,John Patrick Murtagh,9th,1 1/4 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Eyeeye,C. T. Keane,0,Thomas Mullins,8th,Head,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Sharlouk (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,1 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Kalikapour (IRE),R. P. Whelan,0,M. Halford,6th,7 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Trachonitus (IRE),R. P. Cleary,0,J. S. Bolger,5th,1/2 l,2,9-5t,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Sea Gardens (FR),S. M. Crosse,0,Joseph Patrick O'Brien,4th,1/2 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Walsingham (IRE),C. D. Hayes,0,D. K. Weld,3rd,Neck,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Bertinelli (USA),W. M. Lordan,0,Aidan O'Brien,2nd,1/2 l,2,9-5,-,True,26,23
N/A,N/A,14:05,Yielding (Good To Yielding In Places)  (Turf),1m,Peking Opera (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-5,-,True,26,23
N/A,N/A,14:35,Yielding To Soft,1m,Grange Lady,C. D. Hayes,0,Noel Meade,9th,3/4 l,2,8-10,64,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Belissimo,A. J. Slattery,0,A. Slattery,8th,Short Head,2,8-12,66,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Pigeon House (IRE),Shane Foley,0,Mrs J. Harrington,7th,2 l,2,9-10b1,78,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Master Garvey (IRE),D. B. McMonagle,0,Gerard Keane,6th,4 1/4 l,2,9-0t,68,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,5th,1/2 l,2,9-2,70,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Vampire Slayer (IRE),R. Kozaki,0,Joseph Patrick O'Brien,4th,1/2 l,2,9-5p1,73,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Tea Olive (FR),C. T. Keane,0,Noel Meade,3rd,Neck,2,9-0,68,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Tiymara (IRE),J. A. Powell,7,John Patrick Murtagh,2nd,1 3/4 l,2,9-12,80,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Aurifodina (IRE),L. T. McAteer,3,J. S. Bolger,1st,N/A,2,9-12,80,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Grange Lady,C. D. Hayes,0,Noel Meade,9th,3/4 l,2,8-10,64,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Belissimo,A. J. Slattery,0,A. Slattery,8th,Short Head,2,8-12,66,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Pigeon House (IRE),Shane Foley,0,Mrs J. Harrington,7th,2 l,2,9-10b1,78,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Master Garvey (IRE),D. B. McMonagle,0,Gerard Keane,6th,4 1/4 l,2,9-0t,68,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,5th,1/2 l,2,9-2,70,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Vampire Slayer (IRE),R. Kozaki,0,Joseph Patrick O'Brien,4th,1/2 l,2,9-5p1,73,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Tea Olive (FR),C. T. Keane,0,Noel Meade,3rd,Neck,2,9-0,68,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Tiymara (IRE),J. A. Powell,7,John Patrick Murtagh,2nd,1 3/4 l,2,9-12,80,True,26,24
N/A,N/A,14:35,Yielding To Soft,1m,Aurifodina (IRE),L. T. McAteer,3,J. S. Bolger,1st,N/A,2,9-12,80,True,26,24
N/A,N/A,15:10,Yielding To Soft,7f,Amanirenas (IRE),R. C. Colgan,0,M. C. Grassick,18th,1 1/2 l,3,9-10,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Ferrybank,N. M. Crosse,0,T. M. Walsh,17th,1/2 l,4,9-8b,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Run The Jewels (IRE),S. McCullagh,3,Michael McCullagh,16th,3 l,5,10-2,72,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,No Patience (IRE),Cillian McConnell,7,John McConnell,15th,Nose,4,9-12,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Showmolina,D. W. O'Connor,0,J. F. Levins,14th,Neck,5,10-1,71,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Miss Molly T (IRE),M. A. Enright,0,Gerard Keane,13th,Short Head,5,9-9b,65,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Inflection Point (IRE),R. P. Whelan,0,Adrian McGuinness,12th,Neck,6,9-8b,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Hector Berlioz,C. R. Lyons,10,Ciaran Murphy,11th,Short Head,3,9-10,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Patrick Street,M. P. Sheehy,0,Patrick Martin,10th,Neck,3,9-6t,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Star of Cashel (IRE),C. J. MacRedmond,5,Adrian McGuinness,9th,1/2 l,5,10-2p,72,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Pollanassa (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,8th,1/2 l,3,9-10t,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Pulse Of Shanghai (IRE),C. T. Keane,0,Adrian McGuinness,7th,1 1/4 l,6,9-8,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Sevenal,D. King,7,Denis Hogan,6th,Head,4,9-13b,69,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,The Mpex Kid (IRE),Shane Foley,0,Ciaran Murphy,5th,Short Head,6,9-8,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Fastman (IRE),D. B. McMonagle,0,John McConnell,4th,1 1/4 l,6,10-0p,70,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Trueba (IRE),Michael Beresford,10,John Patrick Murtagh,3rd,3/4 l,6,9-12v,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Bobby Dassler (IRE),C. D. Hayes,0,Eddie & Patrick Harty,2nd,1 3/4 l,3,9-8,66,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Dazzling Spirit (IRE),J. A. Powell,7,Thomas Mullins,1st,N/A,4,9-7,63,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Amanirenas (IRE),R. C. Colgan,0,M. C. Grassick,18th,1 1/2 l,3,9-10,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Ferrybank,N. M. Crosse,0,T. M. Walsh,17th,1/2 l,4,9-8b,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Run The Jewels (IRE),S. McCullagh,3,Michael McCullagh,16th,3 l,5,10-2,72,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,No Patience (IRE),Cillian McConnell,7,John McConnell,15th,Nose,4,9-12,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Showmolina,D. W. O'Connor,0,J. F. Levins,14th,Neck,5,10-1,71,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Miss Molly T (IRE),M. A. Enright,0,Gerard Keane,13th,Short Head,5,9-9b,65,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Inflection Point (IRE),R. P. Whelan,0,Adrian McGuinness,12th,Neck,6,9-8b,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Hector Berlioz,C. R. Lyons,10,Ciaran Murphy,11th,Short Head,3,9-10,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Patrick Street,M. P. Sheehy,0,Patrick Martin,10th,Neck,3,9-6t,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Star of Cashel (IRE),C. J. MacRedmond,5,Adrian McGuinness,9th,1/2 l,5,10-2p,72,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Pollanassa (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,8th,1/2 l,3,9-10t,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Pulse Of Shanghai (IRE),C. T. Keane,0,Adrian McGuinness,7th,1 1/4 l,6,9-8,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Sevenal,D. King,7,Denis Hogan,6th,Head,4,9-13b,69,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,The Mpex Kid (IRE),Shane Foley,0,Ciaran Murphy,5th,Short Head,6,9-8,64,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Fastman (IRE),D. B. McMonagle,0,John McConnell,4th,1 1/4 l,6,10-0p,70,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Trueba (IRE),Michael Beresford,10,John Patrick Murtagh,3rd,3/4 l,6,9-12v,68,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Bobby Dassler (IRE),C. D. Hayes,0,Eddie & Patrick Harty,2nd,1 3/4 l,3,9-8,66,True,26,25
N/A,N/A,15:10,Yielding To Soft,7f,Dazzling Spirit (IRE),J. A. Powell,7,Thomas Mullins,1st,N/A,4,9-7,63,True,26,25
N/A,N/A,15:45,Yielding To Soft,7f,Daamberdiplomat (IRE),S. B. Kelly,0,John Patrick Murtagh,11th,1 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Lakota Seven (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,10th,1 1/2 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Bossy Parker (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Tiverton,C. D. Hayes,0,D. K. Weld,8th,1 1/4 l,2,9-5p1,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,King Of Scotia (IRE),C. T. Keane,0,M. D. O'Callaghan,7th,Head,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Imadpour (IRE),R. P. Whelan,0,M. Halford,6th,3 1/4 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,5th,2 1/2 l,2,9-2,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Bay of Plenty (IRE),D. E. Sheehy,0,John Patrick Murtagh,4th,1/2 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Bold Discovery (USA),Shane Foley,0,Mrs J. Harrington,3rd,Neck,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Sierra Blanca (USA),Seamie Heffernan,0,Aidan O'Brien,2nd,2 3/4 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Cairo (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Daamberdiplomat (IRE),S. B. Kelly,0,John Patrick Murtagh,11th,1 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Lakota Seven (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,10th,1 1/2 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Bossy Parker (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Tiverton,C. D. Hayes,0,D. K. Weld,8th,1 1/4 l,2,9-5p1,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,King Of Scotia (IRE),C. T. Keane,0,M. D. O'Callaghan,7th,Head,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Imadpour (IRE),R. P. Whelan,0,M. Halford,6th,3 1/4 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,5th,2 1/2 l,2,9-2,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Bay of Plenty (IRE),D. E. Sheehy,0,John Patrick Murtagh,4th,1/2 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Bold Discovery (USA),Shane Foley,0,Mrs J. Harrington,3rd,Neck,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Sierra Blanca (USA),Seamie Heffernan,0,Aidan O'Brien,2nd,2 3/4 l,2,9-5,-,True,26,26
N/A,N/A,15:45,Yielding To Soft,7f,Cairo (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,2,9-5,-,True,26,26
N/A,N/A,16:20,Yielding To Soft,1m 2f,Suwayra (IRE),C. D. Hayes,0,D. K. Weld,12th,Head,3,8-12b,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Laughifuwant (IRE),R. P. Cleary,0,Gerard Keane,11th,2 l,7,9-7p,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Monaasib (USA),Seamie Heffernan,0,Kevin Prendergast,10th,4 3/4 l,4,9-7t,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Bluegrass (IRE),Emmet McNamara,0,Aidan O'Brien,9th,Head,3,9-3,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Aikhal (IRE),W. M. Lordan,0,Aidan O'Brien,8th,1 3/4 l,3,9-8,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Goodie Two Shoes (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,3/4 l,3,8-12t,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Fastnet Crown (IRE),D. B. McMonagle,0,M. D. O'Callaghan,6th,1 l,5,9-7tp,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Annerville (IRE),S. B. Kelly,0,John Patrick Murtagh,5th,Head,4,9-2,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Georgeville,C. T. Keane,0,G. M. Lyons,4th,3/4 l,6,9-7t,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Lyrical Poetry (IRE),Shane Foley,0,John Patrick Murtagh,3rd,1 1/4 l,3,8-12,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Kerkiyra (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,3,8-12p,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Self Belief (IRE),N. M. Crosse,0,W. McCreery,1st,N/A,3,9-3,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Suwayra (IRE),C. D. Hayes,0,D. K. Weld,12th,Head,3,8-12b,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Laughifuwant (IRE),R. P. Cleary,0,Gerard Keane,11th,2 l,7,9-7p,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Monaasib (USA),Seamie Heffernan,0,Kevin Prendergast,10th,4 3/4 l,4,9-7t,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Bluegrass (IRE),Emmet McNamara,0,Aidan O'Brien,9th,Head,3,9-3,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Aikhal (IRE),W. M. Lordan,0,Aidan O'Brien,8th,1 3/4 l,3,9-8,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Goodie Two Shoes (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,3/4 l,3,8-12t,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Fastnet Crown (IRE),D. B. McMonagle,0,M. D. O'Callaghan,6th,1 l,5,9-7tp,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Annerville (IRE),S. B. Kelly,0,John Patrick Murtagh,5th,Head,4,9-2,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Georgeville,C. T. Keane,0,G. M. Lyons,4th,3/4 l,6,9-7t,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Lyrical Poetry (IRE),Shane Foley,0,John Patrick Murtagh,3rd,1 1/4 l,3,8-12,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Kerkiyra (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,3,8-12p,-,True,26,27
N/A,N/A,16:20,Yielding To Soft,1m 2f,Self Belief (IRE),N. M. Crosse,0,W. McCreery,1st,N/A,3,9-3,-,True,26,27
N/A,N/A,16:55,Yielding To Soft,1m 2f,Muhtady (IRE),K. J. Leonard,0,Tom McGuinness,9th,56 l,3,9-8,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Mighty Mo Missouri (IRE),Shane Foley,0,Mrs J. Harrington,8th,5 1/2 l,3,9-8p,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,John Alexander (IRE),N. M. Crosse,0,Luke Comer,7th,2 1/2 l,3,9-8,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Zaniyka (IRE),C. D. Hayes,0,D. K. Weld,6th,Neck,3,9-3tb1,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Fawkner Park (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,5th,Neck,3,9-8t,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Realism (IRE),W. M. Lordan,0,Aidan O'Brien,4th,Head,3,9-8t,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Most Wanted (IRE),G. M. Ryan,0,Andrew Kinirons,3rd,Head,4,9-12,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Imaginarium (IRE),C. T. Keane,0,G. M. Lyons,2nd,1/2 l,3,9-8,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Rare Middleton,Declan McDonogh,0,Andrew Oliver,1st,N/A,3,9-8,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Muhtady (IRE),K. J. Leonard,0,Tom McGuinness,9th,56 l,3,9-8,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Mighty Mo Missouri (IRE),Shane Foley,0,Mrs J. Harrington,8th,5 1/2 l,3,9-8p,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,John Alexander (IRE),N. M. Crosse,0,Luke Comer,7th,2 1/2 l,3,9-8,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Zaniyka (IRE),C. D. Hayes,0,D. K. Weld,6th,Neck,3,9-3tb1,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Fawkner Park (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,5th,Neck,3,9-8t,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Realism (IRE),W. M. Lordan,0,Aidan O'Brien,4th,Head,3,9-8t,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Most Wanted (IRE),G. M. Ryan,0,Andrew Kinirons,3rd,Head,4,9-12,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Imaginarium (IRE),C. T. Keane,0,G. M. Lyons,2nd,1/2 l,3,9-8,-,True,26,28
N/A,N/A,16:55,Yielding To Soft,1m 2f,Rare Middleton,Declan McDonogh,0,Andrew Oliver,1st,N/A,3,9-8,-,True,26,28
N/A,N/A,17:30,Yielding To Soft,1m 4f,Licence,C. T. Keane,0,G. M. Lyons,16th,Neck,4,10-0,100,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Takarengo (IRE),N. G. McCullagh,0,Thomas Mullins,15th,2 1/4 l,6,8-7p,79,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Phoenix Cowboy (USA),M. A. Enright,0,G. M. Lyons,14th,Head,5,9-12,98,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Magellan Strait (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,13th,1 1/2 l,3,9-1,93,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Khezaana (IRE),R. P. Cleary,0,Donal Kinsella,12th,3/4 l,4,8-8,80,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Dancila (IRE),L. T. McAteer,3,J. S. Bolger,11th,3/4 l,5,9-3,89,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Flying Dolphin (IRE),S. B. Kelly,0,John Patrick Murtagh,10th,1 1/4 l,3,9-4tp,96,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Teed Up (IRE),L. F. Roche,0,Emmet Mullins,9th,Nose,5,8-10,82,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Laelaps (IRE),T. P. Madden,0,Mrs J. Harrington,8th,1/2 l,4,9-5,91,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,In From The Cold (IRE),C. D. Hayes,0,Michael Mulvany,7th,1 1/2 l,5,8-8,80,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford,6th,3/4 l,5,9-4t,90,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Star Harbour (IRE),C. J. MacRedmond,5,Adrian McGuinness,5th,Short Head,4,9-8v,94,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Yashin (IRE),Shane Foley,0,Mrs J. Harrington,4th,Neck,3,9-3,95,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Comfort Zone (IRE),W. M. Lordan,0,Joseph Patrick O'Brien,3rd,Neck,3,8-7,85,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Safecracker,Ben Martin Coen,0,John Patrick Murtagh,2nd,2 1/2 l,4,9-10ht,96,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Zoffman (IRE),J. A. Powell,7,Noel Meade,1st,N/A,3,8-7p,85,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Licence,C. T. Keane,0,G. M. Lyons,16th,Neck,4,10-0,100,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Takarengo (IRE),N. G. McCullagh,0,Thomas Mullins,15th,2 1/4 l,6,8-7p,79,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Phoenix Cowboy (USA),M. A. Enright,0,G. M. Lyons,14th,Head,5,9-12,98,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Magellan Strait (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,13th,1 1/2 l,3,9-1,93,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Khezaana (IRE),R. P. Cleary,0,Donal Kinsella,12th,3/4 l,4,8-8,80,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Dancila (IRE),L. T. McAteer,3,J. S. Bolger,11th,3/4 l,5,9-3,89,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Flying Dolphin (IRE),S. B. Kelly,0,John Patrick Murtagh,10th,1 1/4 l,3,9-4tp,96,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Teed Up (IRE),L. F. Roche,0,Emmet Mullins,9th,Nose,5,8-10,82,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Laelaps (IRE),T. P. Madden,0,Mrs J. Harrington,8th,1/2 l,4,9-5,91,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,In From The Cold (IRE),C. D. Hayes,0,Michael Mulvany,7th,1 1/2 l,5,8-8,80,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford,6th,3/4 l,5,9-4t,90,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Star Harbour (IRE),C. J. MacRedmond,5,Adrian McGuinness,5th,Short Head,4,9-8v,94,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Yashin (IRE),Shane Foley,0,Mrs J. Harrington,4th,Neck,3,9-3,95,True,26,29
N/A,N/A,17:30,Yielding To Soft,1m 4f,Comfort Zone (IRE),W. M. Lordan,0,Joseph Patrick O'Brien,3rd,Neck,3,8-7,85,True,26,29
