track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Ilikedwayurthinkin (IRE),M. P. Walsh,0,Gavin Patrick Cromwell,PU,N/A,9,11-1b,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Thecompanysergeant,Donagh Meyler,0,Denis Hogan,PU,N/A,6,11-1,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Gallant John Joe (IRE),D. E. Mullins,0,Oliver McKiernan,PU,N/A,10,11-2tv,132,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Nikini (IRE),Kieran Callaghan,5,W. P. Mullins,PU,N/A,6,10-12,128,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Power of Pause (IRE),P. Townend,0,W. P. Mullins,PU,N/A,8,11-2,132,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Hallowed Star (IRE),Keith Donoghue,0,John Joseph Hanlon,PU,N/A,8,11-5p,135,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Act of God,B. W. Harvey,3,E. J. O'Grady,F,N/A,8,10-11p,127,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Digby (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,7th,21 l,8,10-11,127,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Foveros (FR),S. F. O'Keeffe,0,W. P. Mullins,6th,3/4 l,8,11-0,130,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Highland Charge (IRE),N. J. Ryan,7,Noel Meade,5th,6 1/2 l,8,11-7,137,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Watch The Weather,Rachael Blackmore,0,R. P. Cody,4th,1 1/2 l,7,11-1t,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Icare Allen (FR),A. P. Kelly,5,W. P. Mullins,3rd,6 l,5,11-8t,138,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Bugs Moran (IRE),J. W. Kennedy,0,Noel Meade,2nd,3/4 l,6,10-11,127,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,1st,N/A,7,11-1,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Maze Runner (IRE),M. J. M. O'Sullivan,0,W. P. Mullins,UR,N/A,8,11-1,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,La Prima Donna (FR),B. Hayes,0,W. P. Mullins,RR,N/A,6,10-13b1,129,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Ilikedwayurthinkin (IRE),M. P. Walsh,0,Gavin Patrick Cromwell,PU,N/A,9,11-1b,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Thecompanysergeant,Donagh Meyler,0,Denis Hogan,PU,N/A,6,11-1,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Gallant John Joe (IRE),D. E. Mullins,0,Oliver McKiernan,PU,N/A,10,11-2tv,132,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Nikini (IRE),Kieran Callaghan,5,W. P. Mullins,PU,N/A,6,10-12,128,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Power of Pause (IRE),P. Townend,0,W. P. Mullins,PU,N/A,8,11-2,132,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Hallowed Star (IRE),Keith Donoghue,0,John Joseph Hanlon,PU,N/A,8,11-5p,135,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Act of God,B. W. Harvey,3,E. J. O'Grady,F,N/A,8,10-11p,127,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Digby (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,7th,21 l,8,10-11,127,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Foveros (FR),S. F. O'Keeffe,0,W. P. Mullins,6th,3/4 l,8,11-0,130,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Highland Charge (IRE),N. J. Ryan,7,Noel Meade,5th,6 1/2 l,8,11-7,137,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Watch The Weather,Rachael Blackmore,0,R. P. Cody,4th,1 1/2 l,7,11-1t,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Icare Allen (FR),A. P. Kelly,5,W. P. Mullins,3rd,6 l,5,11-8t,138,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Bugs Moran (IRE),J. W. Kennedy,0,Noel Meade,2nd,3/4 l,6,10-11,127,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,1st,N/A,7,11-1,131,True,71,43
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,T Or Coffey (IRE),R. P. Cleary,0,P. Mulligan,6th,1/2 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Mexican Joe (IRE),N. M. Crosse,0,Luke Comer,5th,3 1/4 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Kathaniel (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,5 1/2 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Eastern Cape (IRE),K. J. Leonard,0,Paul Gammell,3rd,4 1/4 l,2,9-2,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Bad Desire (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,2 3/4 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Navy Seal (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,T Or Coffey (IRE),R. P. Cleary,0,P. Mulligan,6th,1/2 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Mexican Joe (IRE),N. M. Crosse,0,Luke Comer,5th,3 1/4 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Kathaniel (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,5 1/2 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Eastern Cape (IRE),K. J. Leonard,0,Paul Gammell,3rd,4 1/4 l,2,9-2,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Bad Desire (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,2 3/4 l,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:05,N/A,15:05,Heavy,1m 73y,Navy Seal (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,71,44
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Our Matilda (IRE),J. Kearney,7,Garry Bernard Caldwell,UR,N/A,4,9-10p,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Lynskey (IRE),R. C. Colgan,0,Joseph Anthony Murray,10th,9 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Navajo River (IRE),G. F. Carroll,0,Luke Comer,9th,1 3/4 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Saffronandblue (IRE),L. T. McAteer,0,Martin Brassil,8th,4 1/2 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Grann's Boy (IRE),Siobhan Rutledge,3,Harry Rogers,7th,3/4 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Rapid City (IRE),N. M. Crosse,0,Luke Comer,6th,Head,4,10-1t1,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Peddler's Lane (IRE),Ben Martin Coen,0,A. J. Martin,5th,4 3/4 l,5,10-1,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Spitfire Fighter (IRE),C. T. Keane,0,Noel Meade,4th,3 1/4 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Lord Vader,R. P. Whelan,0,Emmet Mullins,3rd,2 1/2 l,4,10-1t,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Simpson's Paradox (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Bottler'secret (IRE),D. B. McMonagle,0,Ciaran Murphy,1st,N/A,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Our Matilda (IRE),J. Kearney,7,Garry Bernard Caldwell,UR,N/A,4,9-10p,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Lynskey (IRE),R. C. Colgan,0,Joseph Anthony Murray,10th,9 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Navajo River (IRE),G. F. Carroll,0,Luke Comer,9th,1 3/4 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Saffronandblue (IRE),L. T. McAteer,0,Martin Brassil,8th,4 1/2 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Grann's Boy (IRE),Siobhan Rutledge,3,Harry Rogers,7th,3/4 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Rapid City (IRE),N. M. Crosse,0,Luke Comer,6th,Head,4,10-1t1,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Peddler's Lane (IRE),Ben Martin Coen,0,A. J. Martin,5th,4 3/4 l,5,10-1,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Spitfire Fighter (IRE),C. T. Keane,0,Noel Meade,4th,3 1/4 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Lord Vader,R. P. Whelan,0,Emmet Mullins,3rd,2 1/2 l,4,10-1t,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Simpson's Paradox (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 15:40,N/A,15:40,Heavy,1m 73y,Bottler'secret (IRE),D. B. McMonagle,0,Ciaran Murphy,1st,N/A,3,9-8,-,True,71,45
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Nika Pika (IRE),L. F. Roche,0,Patrick Magee,4th,7 l,2,8-7t,73,True,71,46
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Lia Fail (IRE),C. D. Hayes,0,Michael Mulvany,3rd,Head,2,8-7,73,True,71,46
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Jakajaro (IRE),L. T. McAteer,0,David Marnane,2nd,1 l,2,9-6,86,True,71,46
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Portland (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-10,90,True,71,46
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Nika Pika (IRE),L. F. Roche,0,Patrick Magee,4th,7 l,2,8-7t,73,True,71,46
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Lia Fail (IRE),C. D. Hayes,0,Michael Mulvany,3rd,Head,2,8-7,73,True,71,46
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Jakajaro (IRE),L. T. McAteer,0,David Marnane,2nd,1 l,2,9-6,86,True,71,46
Galway Racing Results | 5th August 2023 16:15,N/A,16:15,Heavy,7f,Portland (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-10,90,True,71,46
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Allo Arry (IRE),C. J. MacRedmond,5,Adrian McGuinness,16th,5 l,4,9-7,66,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Marks Bear (IRE),S. D. Torrens,0,W. J. Burke,15th,4 1/2 l,5,10-0,73,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Thefullbackline,L. T. McAteer,0,Patrick T. Foley,14th,3 1/2 l,4,9-8p,67,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,My Kurkum,Ben Martin Coen,0,A. J. Martin,13th,3/4 l,5,9-12ht,71,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Secret Magician (IRE),Seamie Heffernan,0,Martin Hassett,12th,3/4 l,4,10-1,74,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Rathbranchurch (IRE),D. B. McMonagle,0,Michael Mulvany,11th,1 1/2 l,3,9-2,67,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,The Mpex Kid (IRE),Shane Foley,0,Ciaran Murphy,10th,Head,7,9-9,68,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Speckled Meadow (IRE),William James Lee,0,Don Browne,9th,Neck,6,9-9,68,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Dazzling Spirit (IRE),J. A. Powell,5,Thomas Mullins,8th,Neck,5,9-8,67,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Silken Ladder (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,Neck,4,9-11,70,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Soi Dao (IRE),Amy Jo Hayes,7,Michael Fenton,6th,1 1/4 l,4,9-10,69,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Rock Etoile (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,Head,5,9-7,66,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Half Nutz (IRE),Adam Caffrey,5,Adrian McGuinness,4th,1 1/2 l,6,10-2,75,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Little Keilee (IRE),C. Stone-Walsh,7,Ciaran Murphy,3rd,1 l,3,9-3,68,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Shawaamekh,D. W. O'Connor,0,J. F. Levins,2nd,2 1/4 l,9,10-0t,73,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Dragon Of Malta (IRE),C. T. Keane,0,P. F. O'Donnell,1st,N/A,6,9-11tb,70,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Allo Arry (IRE),C. J. MacRedmond,5,Adrian McGuinness,16th,5 l,4,9-7,66,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Marks Bear (IRE),S. D. Torrens,0,W. J. Burke,15th,4 1/2 l,5,10-0,73,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Thefullbackline,L. T. McAteer,0,Patrick T. Foley,14th,3 1/2 l,4,9-8p,67,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,My Kurkum,Ben Martin Coen,0,A. J. Martin,13th,3/4 l,5,9-12ht,71,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Secret Magician (IRE),Seamie Heffernan,0,Martin Hassett,12th,3/4 l,4,10-1,74,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Rathbranchurch (IRE),D. B. McMonagle,0,Michael Mulvany,11th,1 1/2 l,3,9-2,67,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,The Mpex Kid (IRE),Shane Foley,0,Ciaran Murphy,10th,Head,7,9-9,68,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Speckled Meadow (IRE),William James Lee,0,Don Browne,9th,Neck,6,9-9,68,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Dazzling Spirit (IRE),J. A. Powell,5,Thomas Mullins,8th,Neck,5,9-8,67,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Silken Ladder (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,Neck,4,9-11,70,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Soi Dao (IRE),Amy Jo Hayes,7,Michael Fenton,6th,1 1/4 l,4,9-10,69,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Rock Etoile (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,Head,5,9-7,66,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Half Nutz (IRE),Adam Caffrey,5,Adrian McGuinness,4th,1 1/2 l,6,10-2,75,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Little Keilee (IRE),C. Stone-Walsh,7,Ciaran Murphy,3rd,1 l,3,9-3,68,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Shawaamekh,D. W. O'Connor,0,J. F. Levins,2nd,2 1/4 l,9,10-0t,73,True,71,47
Galway Racing Results | 5th August 2023 16:50,N/A,16:50,Heavy,7f,Dragon Of Malta (IRE),C. T. Keane,0,P. F. O'Donnell,1st,N/A,6,9-11tb,70,True,71,47
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,In Favour,P. A. Harnett,5,Luke Comer,11th,37 l,7,10-0tp1,78,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Dark Note,Andrew Joseph Slattery,0,A. Slattery,10th,3 l,4,9-10,74,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Banned,D. B. McMonagle,0,Joseph Patrick O'Brien,9th,2 l,4,10-0,78,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Desert Wind (IRE),N. M. Crosse,0,Luke Comer,8th,1 l,8,9-6t,70,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Molly's Gamble (IRE),C. Horgan,7,Mrs Denise Foster,7th,1 3/4 l,4,10-2tp,80,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Oriole,Shane Foley,0,Ian Patrick Donoghue,6th,Neck,4,9-12h1,76,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Wrecking Ball Paul (IRE),R. M. Mulligan,10,P. Mulligan,5th,1/2 l,5,9-9t,73,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Razdan (IRE),Adam Caffrey,5,Christopher David Timmons,4th,5 1/2 l,5,10-2ht,80,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Herculaneum (IRE),Sorcha Woods,7,Noel C. Kelly,3rd,3/4 l,6,10-2b,80,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Granville Street (IRE),Ben Martin Coen,0,Ciaran Murphy,2nd,1 1/2 l,5,9-11,75,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Mon Coeur (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,7,10-2,80,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,In Favour,P. A. Harnett,5,Luke Comer,11th,37 l,7,10-0tp1,78,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Dark Note,Andrew Joseph Slattery,0,A. Slattery,10th,3 l,4,9-10,74,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Banned,D. B. McMonagle,0,Joseph Patrick O'Brien,9th,2 l,4,10-0,78,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Desert Wind (IRE),N. M. Crosse,0,Luke Comer,8th,1 l,8,9-6t,70,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Molly's Gamble (IRE),C. Horgan,7,Mrs Denise Foster,7th,1 3/4 l,4,10-2tp,80,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Oriole,Shane Foley,0,Ian Patrick Donoghue,6th,Neck,4,9-12h1,76,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Wrecking Ball Paul (IRE),R. M. Mulligan,10,P. Mulligan,5th,1/2 l,5,9-9t,73,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Razdan (IRE),Adam Caffrey,5,Christopher David Timmons,4th,5 1/2 l,5,10-2ht,80,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Herculaneum (IRE),Sorcha Woods,7,Noel C. Kelly,3rd,3/4 l,6,10-2b,80,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Granville Street (IRE),Ben Martin Coen,0,Ciaran Murphy,2nd,1 1/2 l,5,9-11,75,True,71,48
Galway Racing Results | 5th August 2023 17:25,N/A,17:25,Heavy,1m 3f 180y,Mon Coeur (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,7,10-2,80,True,71,48
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Sister Emmanuel (IRE),Mr T. Hamilton,0,John Michael Burke,PU,N/A,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,In My Defense (IRE),Mr T. R. Costello,7,Muredach Kelly,14th,1 1/4 l,4,11-8h1,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Doyen Flyer (IRE),Mr S. Cleary,7,James M. Barcoe,13th,78 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Runremyrun (IRE),Mr H. C. Swan,5,Denis Hogan,12th,2 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Cedar Wood (IRE),Ms J. E. Grant,7,David M. O'Brien,11th,7 1/2 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Miss Oreo (IRE),Mr P. Hanlon,7,John Joseph Hanlon,10th,13 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Little Soiree (IRE),Mr J. L. Gleeson,5,Paul Nolan,9th,14 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Dereks Dream (IRE),Mr S. Cavanagh,7,Adrian Murray,8th,2 1/2 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Faux Fur (FR),Mr J. H. Williamson,7,Gordon Elliott,7th,7 1/2 l,4,11-8,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Lady Bluebird (IRE),Mr E. Finegan,7,Hugh P. Finegan,6th,3/4 l,6,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,The Twelve Pins (IRE),Mr P. W. Mullins,0,W. P. Mullins,5th,3 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Shannon Bank (IRE),Mr J. C. Barry,3,Seamus Fahey,4th,Head,4,11-8,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Royal Hollow (IRE),Mr A. P. Ryan,7,A. Slattery,3rd,Neck,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Theflyingbee (IRE),Mr J. R. Martin,7,F. G. Hand,2nd,2 3/4 l,6,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Fortunate Lighting (IRE),Mr R. W. Barron,7,Charles Byrnes,1st,N/A,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Sister Emmanuel (IRE),Mr T. Hamilton,0,John Michael Burke,PU,N/A,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,In My Defense (IRE),Mr T. R. Costello,7,Muredach Kelly,14th,1 1/4 l,4,11-8h1,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Doyen Flyer (IRE),Mr S. Cleary,7,James M. Barcoe,13th,78 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Runremyrun (IRE),Mr H. C. Swan,5,Denis Hogan,12th,2 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Cedar Wood (IRE),Ms J. E. Grant,7,David M. O'Brien,11th,7 1/2 l,5,11-11,-,True,71,49
Galway Racing Results | 5th August 2023 17:55,N/A,17:55,Soft,2m,Miss Oreo (IRE),Mr P. Hanlon,7,John Joseph Hanlon,10th,13 l,5,11-11,-,True,71,49
