track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,I Am Rocco,Phillip Enright,0,Brian M. McMahon,5th,17 l,6,11-12,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Joyeux Machin (FR),Sean Flanagan,0,Paul Nolan,4th,10 l,6,11-12t,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Grozni (FR),Mr R. W. Barron,7,Charles Byrnes,3rd,7 1/2 l,7,11-12,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Sir Argus,B. Hayes,0,W. P. Mullins,2nd,1 1/2 l,6,11-12,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Mars Harper,Sam Ewing,0,Gordon Elliott,1st,N/A,7,11-12p,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Jungle Prose (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,8,11-5p,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,I Am Rocco,Phillip Enright,0,Brian M. McMahon,5th,17 l,6,11-12,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Joyeux Machin (FR),Sean Flanagan,0,Paul Nolan,4th,10 l,6,11-12t,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Grozni (FR),Mr R. W. Barron,7,Charles Byrnes,3rd,7 1/2 l,7,11-12,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Sir Argus,B. Hayes,0,W. P. Mullins,2nd,1 1/2 l,6,11-12,-,True,71,26
Galway Racing Results | 3rd August 2023 14:10,N/A,14:10,Good To Yielding (Good In Places),2m 6f 111y,Mars Harper,Sam Ewing,0,Gordon Elliott,1st,N/A,7,11-12p,-,True,71,26
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Choice of Words,J. J. Slevin,0,Martin Brassil,PU,N/A,8,10-8tp1,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Lieutenant Highway (IRE),J. W. Kennedy,0,Gordon Elliott,7th,89 l,6,11-1,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Tax For Max (GER),P. Townend,0,W. P. Mullins,6th,4 1/2 l,6,11-1t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Heia (FR),D. E. Mullins,0,W. P. Mullins,5th,1 3/4 l,6,10-8,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Elle Perfecta (IRE),B. Hayes,0,Colm A. Murphy,4th,7 1/2 l,7,10-8t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Ballyadam (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,1/2 l,8,11-1t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Solness (FR),S. Fitzgerald,0,Joseph Patrick O'Brien,2nd,6 1/2 l,5,11-5t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Hercule Du Seuil (FR),M. P. Walsh,0,W. P. Mullins,1st,N/A,6,11-5ht,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Choice of Words,J. J. Slevin,0,Martin Brassil,PU,N/A,8,10-8tp1,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Lieutenant Highway (IRE),J. W. Kennedy,0,Gordon Elliott,7th,89 l,6,11-1,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Tax For Max (GER),P. Townend,0,W. P. Mullins,6th,4 1/2 l,6,11-1t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Heia (FR),D. E. Mullins,0,W. P. Mullins,5th,1 3/4 l,6,10-8,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Elle Perfecta (IRE),B. Hayes,0,Colm A. Murphy,4th,7 1/2 l,7,10-8t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Ballyadam (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,1/2 l,8,11-1t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Solness (FR),S. Fitzgerald,0,Joseph Patrick O'Brien,2nd,6 1/2 l,5,11-5t,-,True,71,27
Galway Racing Results | 3rd August 2023 14:45,N/A,14:45,Good To Yielding (Good In Places),2m 2f 54y,Hercule Du Seuil (FR),M. P. Walsh,0,W. P. Mullins,1st,N/A,6,11-5ht,-,True,71,27
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,May Night,J. M. Sheridan,0,Denis Hogan,16th,1 1/2 l,5,9-7,79,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Cheers Again,L. T. McAteer,0,Paul W. Flynn,15th,1/2 l,4,9-9t,81,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Kojin (IRE),Declan McDonogh,0,Peter Fahey,14th,Head,5,9-8,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Eskimo Komet (IRE),N. M. Crosse,0,Luke Comer,13th,1/2 l,4,9-8,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Roderick,S. D. Bowen,7,Denis Hogan,12th,3 l,7,9-10t1,82,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Metabolt,C. D. Hayes,0,David Loughnane,11th,4 1/4 l,4,9-12,84,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Inchturk (IRE),R. P. Whelan,0,M. Halford & T. Collins,10th,1 1/4 l,4,9-8t,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Saraqael (IRE),D. B. McMonagle,0,Peter Fahey,9th,Neck,4,9-9,81,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Walhaan (IRE),Shane Foley,0,Ciaran Murphy,8th,Neck,7,9-9,81,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,San Aer (IRE),Ben Martin Coen,0,Thomas Mullins,7th,2 l,5,9-10t,82,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Shigar (IRE),J. Kearney,7,William Durkan,6th,3 3/4 l,4,10-0h,86,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Sirjack Thomas (IRE),Adam Caffrey,5,Adrian McGuinness,5th,2 3/4 l,8,9-7,79,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Razdan (IRE),R. C. Colgan,0,Christopher David Timmons,4th,1/2 l,5,9-8t,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Higher Kingdom,Siobhan Rutledge,3,John McConnell,3rd,2 1/4 l,6,9-11,83,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,1 l,9,9-7,79,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Laughifuwant (IRE),C. T. Keane,0,Gerard Keane,1st,N/A,8,9-8,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,May Night,J. M. Sheridan,0,Denis Hogan,16th,1 1/2 l,5,9-7,79,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Cheers Again,L. T. McAteer,0,Paul W. Flynn,15th,1/2 l,4,9-9t,81,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Kojin (IRE),Declan McDonogh,0,Peter Fahey,14th,Head,5,9-8,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Eskimo Komet (IRE),N. M. Crosse,0,Luke Comer,13th,1/2 l,4,9-8,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Roderick,S. D. Bowen,7,Denis Hogan,12th,3 l,7,9-10t1,82,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Metabolt,C. D. Hayes,0,David Loughnane,11th,4 1/4 l,4,9-12,84,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Inchturk (IRE),R. P. Whelan,0,M. Halford & T. Collins,10th,1 1/4 l,4,9-8t,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Saraqael (IRE),D. B. McMonagle,0,Peter Fahey,9th,Neck,4,9-9,81,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Walhaan (IRE),Shane Foley,0,Ciaran Murphy,8th,Neck,7,9-9,81,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,San Aer (IRE),Ben Martin Coen,0,Thomas Mullins,7th,2 l,5,9-10t,82,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Shigar (IRE),J. Kearney,7,William Durkan,6th,3 3/4 l,4,10-0h,86,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Sirjack Thomas (IRE),Adam Caffrey,5,Adrian McGuinness,5th,2 3/4 l,8,9-7,79,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Razdan (IRE),R. C. Colgan,0,Christopher David Timmons,4th,1/2 l,5,9-8t,80,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Higher Kingdom,Siobhan Rutledge,3,John McConnell,3rd,2 1/4 l,6,9-11,83,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,1 l,9,9-7,79,True,71,28
Galway Racing Results | 3rd August 2023 15:20,N/A,15:20,Yielding,1m 98y,Laughifuwant (IRE),C. T. Keane,0,Gerard Keane,1st,N/A,8,9-8,80,True,71,28
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Celtic Crown (IRE),R. P. Whelan,0,Adrian McGuinness,10th,1 1/4 l,6,9-7,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Honey Sweet (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,9th,1 1/2 l,4,9-7t1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Maud Gonne Spirit (IRE),Shane Foley,0,Mrs J. Harrington,8th,1/2 l,6,9-7p,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Pandora Lovegood (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,Head,3,9-1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,All Lies Ahead (IRE),N. M. Crosse,0,W. McCreery,6th,3 l,5,9-7,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Nightcliff (IRE),Seamie Heffernan,0,David J. Geary,5th,1/2 l,3,9-1t,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Fast Tara (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,Neck,3,9-1p1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Dandy Alys (IRE),C. T. Keane,0,Ralph Beckett,3rd,3 1/4 l,3,9-1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,2nd,Neck,3,9-1v1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Miramis (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,5,9-7,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Celtic Crown (IRE),R. P. Whelan,0,Adrian McGuinness,10th,1 1/4 l,6,9-7,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Honey Sweet (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,9th,1 1/2 l,4,9-7t1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Maud Gonne Spirit (IRE),Shane Foley,0,Mrs J. Harrington,8th,1/2 l,6,9-7p,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Pandora Lovegood (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,Head,3,9-1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,All Lies Ahead (IRE),N. M. Crosse,0,W. McCreery,6th,3 l,5,9-7,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Nightcliff (IRE),Seamie Heffernan,0,David J. Geary,5th,1/2 l,3,9-1t,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Fast Tara (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,Neck,3,9-1p1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Dandy Alys (IRE),C. T. Keane,0,Ralph Beckett,3rd,3 1/4 l,3,9-1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,2nd,Neck,3,9-1v1,-,True,71,29
Galway Racing Results | 3rd August 2023 15:55,N/A,15:55,Yielding,7f,Miramis (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,5,9-7,-,True,71,29
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Encanto Bruno (IRE),B. W. Harvey,3,John McConnell,PU,N/A,5,11-4,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,All In Montmartre (FR),D. J. O'Keeffe,0,Henry de Bromhead,7th,1 l,5,11-4t,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,The Short Go (IRE),Rachael Blackmore,0,Henry de Bromhead,6th,4 1/4 l,6,11-4h,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Barry Lyndon (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,5th,4 1/2 l,5,11-4,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Horantzau D'airy (FR),D. E. Mullins,0,W. P. Mullins,4th,8 l,6,11-4t,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Pink In The Park (IRE),B. Hayes,0,W. P. Mullins,3rd,6 l,6,11-0,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,What Path (FR),P. Townend,0,W. P. Mullins,2nd,1 l,6,11-7,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,The Big Doyen (IRE),K. C. Sexton,0,Peter Fahey,1st,N/A,6,11-4,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Encanto Bruno (IRE),B. W. Harvey,3,John McConnell,PU,N/A,5,11-4,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,All In Montmartre (FR),D. J. O'Keeffe,0,Henry de Bromhead,7th,1 l,5,11-4t,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,The Short Go (IRE),Rachael Blackmore,0,Henry de Bromhead,6th,4 1/4 l,6,11-4h,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Barry Lyndon (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,5th,4 1/2 l,5,11-4,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Horantzau D'airy (FR),D. E. Mullins,0,W. P. Mullins,4th,8 l,6,11-4t,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,Pink In The Park (IRE),B. Hayes,0,W. P. Mullins,3rd,6 l,6,11-0,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,What Path (FR),P. Townend,0,W. P. Mullins,2nd,1 l,6,11-7,-,True,71,30
Galway Racing Results | 3rd August 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),2m 4f 156y,The Big Doyen (IRE),K. C. Sexton,0,Peter Fahey,1st,N/A,6,11-4,-,True,71,30
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Fils D'oudairies (FR),Keith Donoghue,0,Gordon Elliott,NR,N/A,8,11-12,149,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Glan (IRE),Reserve,0,Gordon Elliott,PU,N/A,8,10-12,135,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,PU,N/A,5,11-1b,138,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Gatsby Grey (FR),Phillip Enright,0,Oliver McKiernan,PU,N/A,7,11-0t,137,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Da Capo Glory (IRE),M. P. O'Connor,3,Padraig Butler,PU,N/A,6,11-1,138,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Brazil (FR),M. P. Walsh,0,Padraig Roche,PU,N/A,5,11-4tp1,141,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Lucky Max (GER),M. J. M. O'Sullivan,0,Sean Thomas Doyle,14th,3 3/4 l,7,11-5b1,142,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Cash Back (FR),Kieran Callaghan,5,W. P. Mullins,13th,1 1/4 l,11,11-3h,140,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Captain Conby (IRE),D. J. O'Keeffe,0,E. Sheehy,12th,1/2 l,6,11-0,137,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Party Central (IRE),J. W. Kennedy,0,Gordon Elliott,11th,5 1/2 l,7,11-5t,142,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Merlin Giant (FR),Donagh Meyler,0,Emmet Mullins,10th,6 1/2 l,6,11-0p,137,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Amir Kabir,Sam Ewing,0,Gordon Elliott,9th,1 3/4 l,6,10-13,136,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Tudor City (IRE),L. A. McKenna,5,A. J. Martin,8th,3 1/2 l,11,10-13t,136,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Bialystok (IRE),D. E. Mullins,0,W. P. Mullins,7th,1 l,5,11-2h,139,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Mighty Tom (IRE),Denis O'Regan,0,Cian Michael Collins,6th,Short Head,8,11-2,139,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Filey Bay (IRE),S. D. Torrens,0,Emmet Mullins,5th,3 l,7,11-5t,142,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Icare Allen (FR),A. P. Kelly,5,W. P. Mullins,4th,3/4 l,5,11-1t,138,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,My Mate Mozzie (IRE),C. M. Quirke,5,Gavin Patrick Cromwell,3rd,3/4 l,7,11-4,141,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Jesse Evans (IRE),Sean Flanagan,0,Noel Meade,2nd,Head,7,11-9,146,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Zarak The Brave (FR),P. Townend,0,W. P. Mullins,1st,N/A,4,11-5,145,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Fils D'oudairies (FR),Keith Donoghue,0,Gordon Elliott,NR,N/A,8,11-12,149,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Glan (IRE),Reserve,0,Gordon Elliott,PU,N/A,8,10-12,135,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,PU,N/A,5,11-1b,138,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Gatsby Grey (FR),Phillip Enright,0,Oliver McKiernan,PU,N/A,7,11-0t,137,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Da Capo Glory (IRE),M. P. O'Connor,3,Padraig Butler,PU,N/A,6,11-1,138,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Brazil (FR),M. P. Walsh,0,Padraig Roche,PU,N/A,5,11-4tp1,141,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Lucky Max (GER),M. J. M. O'Sullivan,0,Sean Thomas Doyle,14th,3 3/4 l,7,11-5b1,142,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Cash Back (FR),Kieran Callaghan,5,W. P. Mullins,13th,1 1/4 l,11,11-3h,140,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Captain Conby (IRE),D. J. O'Keeffe,0,E. Sheehy,12th,1/2 l,6,11-0,137,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Party Central (IRE),J. W. Kennedy,0,Gordon Elliott,11th,5 1/2 l,7,11-5t,142,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Merlin Giant (FR),Donagh Meyler,0,Emmet Mullins,10th,6 1/2 l,6,11-0p,137,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Amir Kabir,Sam Ewing,0,Gordon Elliott,9th,1 3/4 l,6,10-13,136,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Tudor City (IRE),L. A. McKenna,5,A. J. Martin,8th,3 1/2 l,11,10-13t,136,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Bialystok (IRE),D. E. Mullins,0,W. P. Mullins,7th,1 l,5,11-2h,139,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Mighty Tom (IRE),Denis O'Regan,0,Cian Michael Collins,6th,Short Head,8,11-2,139,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Filey Bay (IRE),S. D. Torrens,0,Emmet Mullins,5th,3 l,7,11-5t,142,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Icare Allen (FR),A. P. Kelly,5,W. P. Mullins,4th,3/4 l,5,11-1t,138,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,My Mate Mozzie (IRE),C. M. Quirke,5,Gavin Patrick Cromwell,3rd,3/4 l,7,11-4,141,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Jesse Evans (IRE),Sean Flanagan,0,Noel Meade,2nd,Head,7,11-9,146,True,71,31
Galway Racing Results | 3rd August 2023 17:05,N/A,17:05,Good To Yielding (Good In Places),2m 11y,Zarak The Brave (FR),P. Townend,0,W. P. Mullins,1st,N/A,4,11-5,145,True,71,31
Galway Racing Results | 3rd August 2023 17:40,N/A,17:40,Yielding,1m 4f,Big Kitten (USA),D. W. O'Connor,0,John McConnell,18th,2 l,8,9-11,65,True,71,32
Galway Racing Results | 3rd August 2023 17:40,N/A,17:40,Yielding,1m 4f,Landue,Karen Kenny,7,Eamon Courtney,17th,5 1/2 l,8,9-11h1,65,True,71,32
