track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,16:20,Good (Good To Yielding In Places),2m 3f 55y,Grozni (FR),P. Byrnes,2,Charles Byrnes,1st,N/A,7,11-12p,-,True,76,32
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Monoxide,B. P. Kennedy,7,Neill McCluskey,UR,N/A,8,10-10tb,76,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Copia Verborum (IRE),Miss A. McGuinness,7,J. J. Lambe,PU,N/A,7,11-2t,82,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,I Am Spider Man (IRE),P. Byrnes,5,Charles Byrnes,9th,3 3/4 l,6,12-0,94,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Caridadi (IRE),Sean Flanagan,0,J. Morrison,8th,16 l,12,11-4,84,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Deo Bellator (IRE),Aileen O'Sullivan,7,S. Michael Millar,7th,9 l,10,11-8,88,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Seskin Flyer (IRE),C. M. Quirke,5,Patrick Carey,6th,1 1/2 l,12,10-10,76,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Shean Glory (IRE),M. P. O'Connor,3,Sean Aherne,5th,3/4 l,7,11-5,85,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Lesssaidthebetter,S. D. Torrens,0,P. J. Rothwell,4th,2 1/4 l,9,10-9b1,75,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Brehon Star (IRE),J. J. Slevin,0,Ian Patrick Donoghue,3rd,3 1/2 l,5,11-13p,93,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Nabraska (IRE),C. D. Maxwell,0,S. Wilson,2nd,5 l,10,10-9,75,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Padraic's Choice (IRE),J. S. McGarvey,0,John Joseph Hanlon,1st,N/A,8,10-9,75,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Monoxide,B. P. Kennedy,7,Neill McCluskey,UR,N/A,8,10-10tb,76,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Copia Verborum (IRE),Miss A. McGuinness,7,J. J. Lambe,PU,N/A,7,11-2t,82,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,I Am Spider Man (IRE),P. Byrnes,5,Charles Byrnes,9th,3 3/4 l,6,12-0,94,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Caridadi (IRE),Sean Flanagan,0,J. Morrison,8th,16 l,12,11-4,84,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Deo Bellator (IRE),Aileen O'Sullivan,7,S. Michael Millar,7th,9 l,10,11-8,88,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Seskin Flyer (IRE),C. M. Quirke,5,Patrick Carey,6th,1 1/2 l,12,10-10,76,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Shean Glory (IRE),M. P. O'Connor,3,Sean Aherne,5th,3/4 l,7,11-5,85,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Lesssaidthebetter,S. D. Torrens,0,P. J. Rothwell,4th,2 1/4 l,9,10-9b1,75,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Brehon Star (IRE),J. J. Slevin,0,Ian Patrick Donoghue,3rd,3 1/2 l,5,11-13p,93,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Nabraska (IRE),C. D. Maxwell,0,S. Wilson,2nd,5 l,10,10-9,75,True,76,33
N/A,N/A,16:55,Good (Good To Yielding In Places),2m 3f 55y,Padraic's Choice (IRE),J. S. McGarvey,0,John Joseph Hanlon,1st,N/A,8,10-9,75,True,76,33
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Clonbury Bridge (IRE),Gavin Peter Brouder,5,J. P. Dempsey,PU,N/A,7,11-10tp,112,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Top Line Tommy (IRE),K. E. Buckley,3,E. J. O'Grady,F,N/A,7,11-9,111,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Play the Game (IRE),B. W. Harvey,3,John McConnell,7th,45 l,10,12-2t,118,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Flaming Moon (IRE),J. Smith,7,Matthew J. Smith,6th,2 1/4 l,6,12-1,117,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Samurai Cracker (IRE),Mr O. McGill,7,Mrs Caroline McCaldin,5th,9 l,10,11-13t,115,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Golden Sandbanks,Sean Flanagan,0,Paul W. Flynn,4th,7 l,6,11-7tp,109,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Attitash (IRE),Caragh Monaghan,7,Ian Patrick Donoghue,3rd,1 1/4 l,8,10-0t,88,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Berliet Express (IRE),S. D. Torrens,0,P. J. Rothwell,2nd,1 1/4 l,7,10-0t,88,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Irish Blaze (IRE),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,7,12-1h,117,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Clonbury Bridge (IRE),Gavin Peter Brouder,5,J. P. Dempsey,PU,N/A,7,11-10tp,112,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Top Line Tommy (IRE),K. E. Buckley,3,E. J. O'Grady,F,N/A,7,11-9,111,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Play the Game (IRE),B. W. Harvey,3,John McConnell,7th,45 l,10,12-2t,118,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Flaming Moon (IRE),J. Smith,7,Matthew J. Smith,6th,2 1/4 l,6,12-1,117,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Samurai Cracker (IRE),Mr O. McGill,7,Mrs Caroline McCaldin,5th,9 l,10,11-13t,115,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Golden Sandbanks,Sean Flanagan,0,Paul W. Flynn,4th,7 l,6,11-7tp,109,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Attitash (IRE),Caragh Monaghan,7,Ian Patrick Donoghue,3rd,1 1/4 l,8,10-0t,88,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Berliet Express (IRE),S. D. Torrens,0,P. J. Rothwell,2nd,1 1/4 l,7,10-0t,88,True,76,34
N/A,N/A,17:25,Good (Good To Yielding In Places),2m 1f 165y,Irish Blaze (IRE),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,7,12-1h,117,True,76,34
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Maddies Lough (IRE),N. T. Prendergast,4,D. E. Prendergast,14th,26 l,5,11-5,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,My Good Pal (IRE),A. M. King,4,Brian Mortell,13th,33 l,4,11-9t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Glencourt Valley (IRE),E. Walsh,0,Liam P. Cusack,12th,3 1/4 l,6,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Starita (IRE),Niall Moore,4,David Harry Kelly,11th,4 1/2 l,5,11-5,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Hurry Up Allen (FR),G. B. Noonan,2,Mrs Yvonne Dunleavy,10th,8 l,6,11-12t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Casey West (IRE),D. King,0,P. J. Rothwell,9th,4 1/4 l,7,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Due Course (IRE),Sarah Kavanagh,4,P. O'Rourke,8th,10 l,5,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,On The Tide (IRE),Patrick O'Hanlon,0,Seamus Neville,7th,Short Head,5,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Jimmy Boy (IRE),Liam Quinlan,2,W. J. Burke,6th,1 3/4 l,5,11-12p,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Edge Of My Seat (IRE),J. P. Shinnick,4,Aidan Anthony Howard,5th,1 1/2 l,5,11-5t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Arnacoeur (FR),T. Joseph Kelly,4,D. E. Fitzgerald,4th,Head,5,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Tomas O Maille (IRE),D. Moloney,4,Michael Flannery,3rd,1/2 l,6,11-12t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Silver King (IRE),Richard Condon,2,Oliver McKiernan,2nd,1 1/4 l,7,11-12tp1,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Quarry Rocco (IRE),J. P. O'Sullivan,0,P. J. Rothwell,1st,N/A,5,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Maddies Lough (IRE),N. T. Prendergast,4,D. E. Prendergast,14th,26 l,5,11-5,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,My Good Pal (IRE),A. M. King,4,Brian Mortell,13th,33 l,4,11-9t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Glencourt Valley (IRE),E. Walsh,0,Liam P. Cusack,12th,3 1/4 l,6,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Starita (IRE),Niall Moore,4,David Harry Kelly,11th,4 1/2 l,5,11-5,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Hurry Up Allen (FR),G. B. Noonan,2,Mrs Yvonne Dunleavy,10th,8 l,6,11-12t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Casey West (IRE),D. King,0,P. J. Rothwell,9th,4 1/4 l,7,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Due Course (IRE),Sarah Kavanagh,4,P. O'Rourke,8th,10 l,5,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,On The Tide (IRE),Patrick O'Hanlon,0,Seamus Neville,7th,Short Head,5,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Jimmy Boy (IRE),Liam Quinlan,2,W. J. Burke,6th,1 3/4 l,5,11-12p,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Edge Of My Seat (IRE),J. P. Shinnick,4,Aidan Anthony Howard,5th,1 1/2 l,5,11-5t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Arnacoeur (FR),T. Joseph Kelly,4,D. E. Fitzgerald,4th,Head,5,11-12,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Tomas O Maille (IRE),D. Moloney,4,Michael Flannery,3rd,1/2 l,6,11-12t,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Silver King (IRE),Richard Condon,2,Oliver McKiernan,2nd,1 1/4 l,7,11-12tp1,-,True,76,35
N/A,N/A,16:30,Yielding (Yielding To Soft In Places),2m 2f,Quarry Rocco (IRE),J. P. O'Sullivan,0,P. J. Rothwell,1st,N/A,5,11-12,-,True,76,35
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Luminous Light,A. P. Heskin,0,Anthony McCann,UR,N/A,4,11-0h,116,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Action Motion (IRE),D. King,5,Denis Hogan,8th,32 l,4,11-0p,116,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Aussie Warrior (IRE),Phillip Enright,0,T. R. Hughes,7th,6 1/2 l,4,10-6,108,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Mister Wilson (IRE),P. Townend,0,Gavin Patrick Cromwell,6th,2 1/4 l,4,10-9h,111,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Jay Jay Zee (IRE),J. Coen,5,Gordon Elliott,5th,4 l,4,10-12p1,114,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Samui,J. W. Kennedy,0,Gordon Elliott,4th,15 l,4,11-5,121,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Flamborough,D. J. O'Keeffe,0,T. Gibney,3rd,3 l,4,11-0,116,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Calico (FR),C. P. Millar,7,Gordon Elliott,2nd,Neck,4,11-12t,128,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Charlie Luciano (IRE),N. J. Ryan,7,Noel Meade,1st,N/A,4,11-6,122,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Luminous Light,A. P. Heskin,0,Anthony McCann,UR,N/A,4,11-0h,116,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Action Motion (IRE),D. King,5,Denis Hogan,8th,32 l,4,11-0p,116,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Aussie Warrior (IRE),Phillip Enright,0,T. R. Hughes,7th,6 1/2 l,4,10-6,108,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Mister Wilson (IRE),P. Townend,0,Gavin Patrick Cromwell,6th,2 1/4 l,4,10-9h,111,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Jay Jay Zee (IRE),J. Coen,5,Gordon Elliott,5th,4 l,4,10-12p1,114,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Samui,J. W. Kennedy,0,Gordon Elliott,4th,15 l,4,11-5,121,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Flamborough,D. J. O'Keeffe,0,T. Gibney,3rd,3 l,4,11-0,116,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Calico (FR),C. P. Millar,7,Gordon Elliott,2nd,Neck,4,11-12t,128,True,76,36
N/A,N/A,17:05,Yielding (Yielding To Soft In Places),2m 2f,Charlie Luciano (IRE),N. J. Ryan,7,Noel Meade,1st,N/A,4,11-6,122,True,76,36
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Sleep Sound (IRE),J. Coen,5,Peter Fahey,PU,N/A,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Alltheattitudes (IRE),A. M. McCurtin,0,Eamonn Francis Gallagher,13th,49 l,5,10-13t,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Mermaids Cave (IRE),E. Walsh,3,Ciaran Murphy,12th,19 l,4,10-9,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,C'est Rien (IRE),D. E. Mullins,0,Thomas Mullins,11th,2 1/2 l,6,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Straight Home (IRE),Miss J. Townend,0,Timothy Townend,10th,Neck,6,11-7,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Zingara Lass (IRE),Phillip Enright,0,Miss Hilary McLoughlin,9th,3 3/4 l,6,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Diverse Beauty (IRE),Patrick O'Hanlon,5,Seamus Fahey,8th,9 1/2 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Electric Dreamer (IRE),D. J. O'Keeffe,0,W. J. Burke,7th,7 1/2 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Half Off Six Pence (IRE),S. Fitzgerald,0,David Harry Kelly,6th,4 3/4 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Springtime Promise (IRE),C. P. McNamara,0,Gary McGill,5th,3 3/4 l,6,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Bless The Moon (IRE),S. Cleary-Farrell,7,Barry Fitzgerald,4th,1 1/4 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Hurricane Honey (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,9 l,4,10-9,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Amazing Amy (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,2nd,6 1/2 l,8,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Deons Diamond (IRE),J. P. O'Sullivan,3,P. J. Rothwell,1st,N/A,4,10-9,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Sleep Sound (IRE),J. Coen,5,Peter Fahey,PU,N/A,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Alltheattitudes (IRE),A. M. McCurtin,0,Eamonn Francis Gallagher,13th,49 l,5,10-13t,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Mermaids Cave (IRE),E. Walsh,3,Ciaran Murphy,12th,19 l,4,10-9,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,C'est Rien (IRE),D. E. Mullins,0,Thomas Mullins,11th,2 1/2 l,6,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Straight Home (IRE),Miss J. Townend,0,Timothy Townend,10th,Neck,6,11-7,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Zingara Lass (IRE),Phillip Enright,0,Miss Hilary McLoughlin,9th,3 3/4 l,6,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Diverse Beauty (IRE),Patrick O'Hanlon,5,Seamus Fahey,8th,9 1/2 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Electric Dreamer (IRE),D. J. O'Keeffe,0,W. J. Burke,7th,7 1/2 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Half Off Six Pence (IRE),S. Fitzgerald,0,David Harry Kelly,6th,4 3/4 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Springtime Promise (IRE),C. P. McNamara,0,Gary McGill,5th,3 3/4 l,6,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Bless The Moon (IRE),S. Cleary-Farrell,7,Barry Fitzgerald,4th,1 1/4 l,5,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Hurricane Honey (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,9 l,4,10-9,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Amazing Amy (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,2nd,6 1/2 l,8,10-13,-,True,76,37
N/A,N/A,17:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Deons Diamond (IRE),J. P. O'Sullivan,3,P. J. Rothwell,1st,N/A,4,10-9,-,True,76,37
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Charlie Bawnie (IRE),J. Coen,5,T. G. McCourt,PU,N/A,5,11-4,85,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Junot (IRE),S. Fitzgerald,0,Michael Winters,PU,N/A,4,11-4t,89,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Millies Dream (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,13th,8 1/2 l,5,11-9,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Keeffelee (IRE),D. King,5,Miss J. M. Lee,12th,4 l,9,11-11p,92,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,College Causeway (IRE),Thomas Reilly,7,John McConnell,11th,5 1/2 l,5,11-11,92,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Ella Rose (IRE),N. T. Prendergast,7,D. E. Prendergast,10th,14 l,6,12-0,95,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Glenabo Bridge (IRE),J. I. Duggan,7,Oliver McKiernan,9th,3 3/4 l,12,11-1tb,82,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Haveuseentherain (IRE),C. Brassil,5,S. G. Walsh,8th,1 l,8,10-13t,80,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Inchidaly Copper (IRE),Mr A. Burke-Ott,7,Alexander Ott,7th,1 l,7,11-9p,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Church Lane (IRE),Phillip Enright,0,Brendan Maurice Walsh,6th,1/2 l,8,10-13,80,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Father Jed (IRE),Philip Donovan,5,John Patrick Ryan,5th,1 1/4 l,12,11-9,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Delias Pet (IRE),Mr D. Doyle,7,Timothy Doyle,4th,4 l,8,11-1b,82,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,That's About Right (IRE),J. P. O'Sullivan,3,P. J. Rothwell,3rd,1 l,5,11-8,89,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Port Rashid (IRE),Miss J. Townend,0,Timothy Townend,2nd,1 l,12,11-9t,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Storm Mahler (IRE),C. P. McNamara,0,Eric McNamara,1st,N/A,5,12-0,95,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Charlie Bawnie (IRE),J. Coen,5,T. G. McCourt,PU,N/A,5,11-4,85,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Junot (IRE),S. Fitzgerald,0,Michael Winters,PU,N/A,4,11-4t,89,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Millies Dream (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,13th,8 1/2 l,5,11-9,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Keeffelee (IRE),D. King,5,Miss J. M. Lee,12th,4 l,9,11-11p,92,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,College Causeway (IRE),Thomas Reilly,7,John McConnell,11th,5 1/2 l,5,11-11,92,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Ella Rose (IRE),N. T. Prendergast,7,D. E. Prendergast,10th,14 l,6,12-0,95,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Glenabo Bridge (IRE),J. I. Duggan,7,Oliver McKiernan,9th,3 3/4 l,12,11-1tb,82,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Haveuseentherain (IRE),C. Brassil,5,S. G. Walsh,8th,1 l,8,10-13t,80,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Inchidaly Copper (IRE),Mr A. Burke-Ott,7,Alexander Ott,7th,1 l,7,11-9p,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Church Lane (IRE),Phillip Enright,0,Brendan Maurice Walsh,6th,1/2 l,8,10-13,80,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Father Jed (IRE),Philip Donovan,5,John Patrick Ryan,5th,1 1/4 l,12,11-9,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Delias Pet (IRE),Mr D. Doyle,7,Timothy Doyle,4th,4 l,8,11-1b,82,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,That's About Right (IRE),J. P. O'Sullivan,3,P. J. Rothwell,3rd,1 l,5,11-8,89,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Port Rashid (IRE),Miss J. Townend,0,Timothy Townend,2nd,1 l,12,11-9t,90,True,76,38
N/A,N/A,18:05,Yielding (Yielding To Soft In Places),2m 6f 14y,Storm Mahler (IRE),C. P. McNamara,0,Eric McNamara,1st,N/A,5,12-0,95,True,76,38
N/A,N/A,18:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Save Tonight (IRE),Phillip Enright,0,V. T. O'Brien,PU,N/A,7,10-13t1,80,True,76,39
N/A,N/A,18:35,Yielding (Yielding To Soft In Places),2m 6f 14y,What An Ocean (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,7,11-13b,94,True,76,39
N/A,N/A,18:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Rathnaleen Zoey (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,12th,33 l,5,11-1t,82,True,76,39
N/A,N/A,18:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Courthill (IRE),Miss A. M. King,7,Michael E. Hallinan,11th,27 l,7,10-13,80,True,76,39
N/A,N/A,18:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Sarah's Soldier (IRE),D. E. Mullins,0,P. A. Fahy,10th,48 l,5,11-10b,91,True,76,39
N/A,N/A,18:35,Yielding (Yielding To Soft In Places),2m 6f 14y,Rewrite The Script (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,9th,7 1/2 l,6,11-7t,88,True,76,39
