track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,13:38,Soft,2m 2f 50y,Mystical Goddess (IRE),Rachael Blackmore,0,H De Bromhead,4th,2 1/2 l,6,10-10t1,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Beauforts Storm (IRE),Mr D Doyle,0,T Doyle,3rd,6 1/2 l,6,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Dream On Baby (IRE),D Meyler,0,E Mullins,2nd,1 3/4 l,5,10-10,-,True,159,42
N/A,N/A,13:38,Soft,2m 2f 50y,Aurora Vega (IRE),P Townend,0,W P Mullins,1st,N/A,7,11-0,-,True,159,42
N/A,N/A,14:13,Soft,2m,St Cuthbert's Cave (IRE),D J Gilligan,0,G Elliott,NR,N/A,7,11-12t,-,True,159,43
N/A,N/A,14:13,Soft,2m,Fairy Meadow (IRE),B W Harvey,0,Tom Dreaper,F,N/A,8,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Mooretown Lad (IRE),A Harvey,5,J C McConnell,19th,50 l,5,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Ri An Chnoic (IRE),K E Buckley,0,G P Cromwell,18th,26 l,6,11-12h,-,True,159,43
N/A,N/A,14:13,Soft,2m,Give Him A Chance (IRE),T Power Roche,7,P J Rothwell,17th,1 l,6,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Annie Button (IRE),R A Doyle,0,P Flood,16th,1 1/2 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Captain Kate (IRE),H E Sexton,7,E Sheehy,15th,12 l,6,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Yoursimplythebest (IRE),J Kearney,3,G Keane,14th,5 1/2 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Cyrus Field (IRE),C P Millar,5,C Collins,13th,3 1/2 l,5,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Aird,M P O'Connor,0,H De Bromhead,12th,13 l,5,11-5t,-,True,159,43
N/A,N/A,14:13,Soft,2m,Go On Barbie (IRE),P J O'Hanlon,0,D A McLoughlin,11th,1 3/4 l,6,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Goldrush Kid (IRE),E Walsh,0,P Magee,10th,6 1/2 l,4,10-13,-,True,159,43
N/A,N/A,14:13,Soft,2m,Kilfera,D E Mullins,0,Ms M Mullins,9th,Neck,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Music Of Life (IRE),M M McDonagh,0,E J O'Grady,8th,3 1/2 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Milanova (IRE),P M O'Brien,7,D A McLoughlin,7th,4 1/4 l,6,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,God Of Thunder (IRE),D King,0,D Hogan,6th,1/2 l,6,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Fleetfoot (IRE),K M Donoghue,0,J S Bolger,5th,10 l,5,11-12t,-,True,159,43
N/A,N/A,14:13,Soft,2m,Zanoosh (IRE),R A Berry,7,Colm Murphy,4th,15 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Koktail Divin (FR),Rachael Blackmore,0,H De Bromhead,3rd,22 l,5,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,William Munny (IRE),Mr F Maguire,0,B Connell,2nd,1 1/2 l,7,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Kawaboomga (FR),M P Walsh,0,W P Mullins,1st,N/A,5,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,St Cuthbert's Cave (IRE),D J Gilligan,0,G Elliott,NR,N/A,7,11-12t,-,True,159,43
N/A,N/A,14:13,Soft,2m,Fairy Meadow (IRE),B W Harvey,0,Tom Dreaper,F,N/A,8,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Mooretown Lad (IRE),A Harvey,5,J C McConnell,19th,50 l,5,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Ri An Chnoic (IRE),K E Buckley,0,G P Cromwell,18th,26 l,6,11-12h,-,True,159,43
N/A,N/A,14:13,Soft,2m,Give Him A Chance (IRE),T Power Roche,7,P J Rothwell,17th,1 l,6,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Annie Button (IRE),R A Doyle,0,P Flood,16th,1 1/2 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Captain Kate (IRE),H E Sexton,7,E Sheehy,15th,12 l,6,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Yoursimplythebest (IRE),J Kearney,3,G Keane,14th,5 1/2 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Cyrus Field (IRE),C P Millar,5,C Collins,13th,3 1/2 l,5,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Aird,M P O'Connor,0,H De Bromhead,12th,13 l,5,11-5t,-,True,159,43
N/A,N/A,14:13,Soft,2m,Go On Barbie (IRE),P J O'Hanlon,0,D A McLoughlin,11th,1 3/4 l,6,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Goldrush Kid (IRE),E Walsh,0,P Magee,10th,6 1/2 l,4,10-13,-,True,159,43
N/A,N/A,14:13,Soft,2m,Kilfera,D E Mullins,0,Ms M Mullins,9th,Neck,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Music Of Life (IRE),M M McDonagh,0,E J O'Grady,8th,3 1/2 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Milanova (IRE),P M O'Brien,7,D A McLoughlin,7th,4 1/4 l,6,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,God Of Thunder (IRE),D King,0,D Hogan,6th,1/2 l,6,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Fleetfoot (IRE),K M Donoghue,0,J S Bolger,5th,10 l,5,11-12t,-,True,159,43
N/A,N/A,14:13,Soft,2m,Zanoosh (IRE),R A Berry,7,Colm Murphy,4th,15 l,5,11-5,-,True,159,43
N/A,N/A,14:13,Soft,2m,Koktail Divin (FR),Rachael Blackmore,0,H De Bromhead,3rd,22 l,5,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,William Munny (IRE),Mr F Maguire,0,B Connell,2nd,1 1/2 l,7,11-12,-,True,159,43
N/A,N/A,14:13,Soft,2m,Kawaboomga (FR),M P Walsh,0,W P Mullins,1st,N/A,5,11-12,-,True,159,43
N/A,N/A,14:48,Soft,2m 4f 90y,Catch Yourself On (USA),P Hanlon,7,Miss T L Cogan,PU,N/A,6,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Bleu Lagune (IRE),J J Slevin,0,S R B Crawford,12th,32 l,5,11-5,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,He Might Be Lucky (IRE),P K Donovan,5,L Young,11th,31 l,8,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Heather View (IRE),C M Quirke,5,D H Kelly,10th,7 l,5,11-5t,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Set My Love Free (IRE),S F O'Keeffe,0,J P Ryan,9th,1/2 l,8,11-5,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Hei (IRE),Mr A P Kennedy,7,Colm Murphy,8th,15 l,5,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,O' Bon Pardon (FR),C Stone-Walsh,5,P Nolan,7th,1/2 l,5,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,James The Brave (IRE),B Hayes,0,Padraig Butler,6th,1/2 l,5,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Kilda Kelle (FR),K M Donoghue,0,J P Dempsey,5th,3/4 l,5,11-5,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Butchers Bill,C P Millar,5,G Elliott,4th,2 1/2 l,5,11-12p1,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,The Dawn (FR),D Meyler,0,W J Burke,3rd,6 1/2 l,6,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,I Ballyadam Moon (FR),J P Shinnick,5,T O'Brien,2nd,1 1/4 l,7,11-12tb1,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Leah's Contessa (IRE),T Power Roche,7,C Collins,1st,N/A,5,11-5,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Catch Yourself On (USA),P Hanlon,7,Miss T L Cogan,PU,N/A,6,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Bleu Lagune (IRE),J J Slevin,0,S R B Crawford,12th,32 l,5,11-5,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,He Might Be Lucky (IRE),P K Donovan,5,L Young,11th,31 l,8,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Heather View (IRE),C M Quirke,5,D H Kelly,10th,7 l,5,11-5t,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Set My Love Free (IRE),S F O'Keeffe,0,J P Ryan,9th,1/2 l,8,11-5,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Hei (IRE),Mr A P Kennedy,7,Colm Murphy,8th,15 l,5,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,O' Bon Pardon (FR),C Stone-Walsh,5,P Nolan,7th,1/2 l,5,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,James The Brave (IRE),B Hayes,0,Padraig Butler,6th,1/2 l,5,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Kilda Kelle (FR),K M Donoghue,0,J P Dempsey,5th,3/4 l,5,11-5,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Butchers Bill,C P Millar,5,G Elliott,4th,2 1/2 l,5,11-12p1,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,The Dawn (FR),D Meyler,0,W J Burke,3rd,6 1/2 l,6,11-12,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,I Ballyadam Moon (FR),J P Shinnick,5,T O'Brien,2nd,1 1/4 l,7,11-12tb1,-,True,159,44
N/A,N/A,14:48,Soft,2m 4f 90y,Leah's Contessa (IRE),T Power Roche,7,C Collins,1st,N/A,5,11-5,-,True,159,44
N/A,N/A,15:23,Soft,2m,Wajaaha (IRE),L A McKenna,0,P J McKenna,12th,2 l,10,12-0tp,112,True,159,45
N/A,N/A,15:23,Soft,2m,Chanceawetmorning (IRE),C Stone-Walsh,0,N C Kelly,11th,33 l,5,11-4v1,102,True,159,45
N/A,N/A,15:23,Soft,2m,Presenting Max (IRE),M J Molloy,4,A J Martin,10th,1/2 l,6,11-9t1,107,True,159,45
N/A,N/A,15:23,Soft,2m,Seasett,P Hanlon,4,Miss T L Cogan,9th,22 l,7,11-0b,98,True,159,45
N/A,N/A,15:23,Soft,2m,Starman (FR),A Harvey,2,A McCann,8th,1/2 l,9,11-12h,110,True,159,45
N/A,N/A,15:23,Soft,2m,Chef's Kiss (IRE),T Power Roche,4,P J Rothwell,7th,Neck,5,10-10,94,True,159,45
N/A,N/A,15:23,Soft,2m,Barbaha Queen (IRE),Conor Clarke,4,J P Ryan,6th,3/4 l,9,10-0,84,True,159,45
N/A,N/A,15:23,Soft,2m,Chautuaqua (IRE),P K Donovan,0,D Hogan,5th,1 l,7,11-2p1,100,True,159,45
N/A,N/A,15:23,Soft,2m,Jinxs Link (IRE),J Smith,2,M Rice,4th,1 1/2 l,9,11-4,102,True,159,45
N/A,N/A,15:23,Soft,2m,Duke Of Leggagh (IRE),C P Millar,2,M Mulvany,3rd,5 1/2 l,5,11-8t,106,True,159,45
N/A,N/A,15:23,Soft,2m,Arch Enemy (IRE),J Kearney,0,P Magee,2nd,8 1/2 l,6,11-6,104,True,159,45
N/A,N/A,15:23,Soft,2m,Well Dressed (IRE),Cian Cullinan,4,E & P Harty,1st,N/A,6,11-12,110,True,159,45
N/A,N/A,15:23,Soft,2m,Wajaaha (IRE),L A McKenna,0,P J McKenna,12th,2 l,10,12-0tp,112,True,159,45
N/A,N/A,15:23,Soft,2m,Chanceawetmorning (IRE),C Stone-Walsh,0,N C Kelly,11th,33 l,5,11-4v1,102,True,159,45
N/A,N/A,15:23,Soft,2m,Presenting Max (IRE),M J Molloy,4,A J Martin,10th,1/2 l,6,11-9t1,107,True,159,45
N/A,N/A,15:23,Soft,2m,Seasett,P Hanlon,4,Miss T L Cogan,9th,22 l,7,11-0b,98,True,159,45
N/A,N/A,15:23,Soft,2m,Starman (FR),A Harvey,2,A McCann,8th,1/2 l,9,11-12h,110,True,159,45
N/A,N/A,15:23,Soft,2m,Chef's Kiss (IRE),T Power Roche,4,P J Rothwell,7th,Neck,5,10-10,94,True,159,45
N/A,N/A,15:23,Soft,2m,Barbaha Queen (IRE),Conor Clarke,4,J P Ryan,6th,3/4 l,9,10-0,84,True,159,45
N/A,N/A,15:23,Soft,2m,Chautuaqua (IRE),P K Donovan,0,D Hogan,5th,1 l,7,11-2p1,100,True,159,45
N/A,N/A,15:23,Soft,2m,Jinxs Link (IRE),J Smith,2,M Rice,4th,1 1/2 l,9,11-4,102,True,159,45
N/A,N/A,15:23,Soft,2m,Duke Of Leggagh (IRE),C P Millar,2,M Mulvany,3rd,5 1/2 l,5,11-8t,106,True,159,45
N/A,N/A,15:23,Soft,2m,Arch Enemy (IRE),J Kearney,0,P Magee,2nd,8 1/2 l,6,11-6,104,True,159,45
N/A,N/A,15:23,Soft,2m,Well Dressed (IRE),Cian Cullinan,4,E & P Harty,1st,N/A,6,11-12,110,True,159,45
N/A,N/A,15:57,Soft ace (Turf),2m,Moon Eclipse (IRE),Mr P J Cody,7,J P O'Brien,NR,N/A,5,11-7,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Onyx Storm (IRE),N T Prendergast,7,P Hennessy,7th,16 l,5,11-7h1,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Kamino Bello (FR),Mr D G Lavery,0,G P Cromwell,6th,1/2 l,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Walks In June (IRE),Mr J L Gleeson,3,H De Bromhead,5th,8 l,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Fillyoureye (IRE),Mr P W Mullins,0,W P Mullins,4th,13 l,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Onlymammycanloveme (IRE),T Power Roche,7,S Neville,3rd,4 3/4 l,6,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Theflyingking (IRE),Mr H C Swan,0,G Elliott,2nd,Neck,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,I'll Sort That (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Moon Eclipse (IRE),Mr P J Cody,7,J P O'Brien,NR,N/A,5,11-7,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Onyx Storm (IRE),N T Prendergast,7,P Hennessy,7th,16 l,5,11-7h1,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Kamino Bello (FR),Mr D G Lavery,0,G P Cromwell,6th,1/2 l,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Walks In June (IRE),Mr J L Gleeson,3,H De Bromhead,5th,8 l,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Fillyoureye (IRE),Mr P W Mullins,0,W P Mullins,4th,13 l,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Onlymammycanloveme (IRE),T Power Roche,7,S Neville,3rd,4 3/4 l,6,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,Theflyingking (IRE),Mr H C Swan,0,G Elliott,2nd,Neck,5,12-0,-,True,159,46
N/A,N/A,15:57,Soft ace (Turf),2m,I'll Sort That (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,12-0,-,True,159,46
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Rusheen (IRE),P T Enright,0,J Dullea,NR,N/A,7,10-0,104,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Ballybrack Wood (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,7,10-0p1,104,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Buachaillbocht,J S McGarvey,0,T M Walsh,PU,N/A,7,10-13t,117,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Palace Rock (IRE),A Harvey,0,Francis Casey,PU,N/A,8,11-3p,121,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Rainbow Trail (FR),C Stone-Walsh,5,G Elliott,PU,N/A,7,11-10,128,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Kiltealy Park (IRE),S W Flanagan,0,P Nolan,PU,N/A,6,10-8,112,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Miss Pronunciation (IRE),S D Torrens,0,P Roche,F,N/A,8,11-4ht,122,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Petit King (FR),P Byrnes,0,E Cawley,6th,67 l,9,10-6,110,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,American Money (IRE),K E Buckley,0,E & P Harty,5th,28 l,8,10-9,113,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Individualiste (FR),K M Donoghue,0,G P Cromwell,4th,23 l,7,11-3,121,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,El Champo (IRE),T Power Roche,7,P J Rothwell,3rd,10 l,7,10-12p,116,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Canal End (IRE),M P Walsh,0,Peter Fahey,2nd,12 l,7,11-1,119,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Answer To Kayf,J P Shinnick,5,T O'Brien,1st,N/A,9,11-12,130,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Rusheen (IRE),P T Enright,0,J Dullea,NR,N/A,7,10-0,104,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Ballybrack Wood (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,7,10-0p1,104,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Buachaillbocht,J S McGarvey,0,T M Walsh,PU,N/A,7,10-13t,117,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Palace Rock (IRE),A Harvey,0,Francis Casey,PU,N/A,8,11-3p,121,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Rainbow Trail (FR),C Stone-Walsh,5,G Elliott,PU,N/A,7,11-10,128,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Kiltealy Park (IRE),S W Flanagan,0,P Nolan,PU,N/A,6,10-8,112,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Miss Pronunciation (IRE),S D Torrens,0,P Roche,F,N/A,8,11-4ht,122,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Petit King (FR),P Byrnes,0,E Cawley,6th,67 l,9,10-6,110,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,American Money (IRE),K E Buckley,0,E & P Harty,5th,28 l,8,10-9,113,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Individualiste (FR),K M Donoghue,0,G P Cromwell,4th,23 l,7,11-3,121,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,El Champo (IRE),T Power Roche,7,P J Rothwell,3rd,10 l,7,10-12p,116,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Canal End (IRE),M P Walsh,0,Peter Fahey,2nd,12 l,7,11-1,119,True,159,47
Naas Racing Results | 26th January 2025 13:00,N/A,13:00,Soft (Soft To Heavy In Places),2m 4f 29y,Answer To Kayf,J P Shinnick,5,T O'Brien,1st,N/A,9,11-12,130,True,159,47
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Bursinel (IRE),C P Millar,5,C Collins,NR,N/A,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Atlantic City,E Walsh,0,Ciaran Murphy,NR,N/A,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Ameilya,S D Greene,7,J M Barrett,NR,N/A,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Accompanist (IRE),K C Sexton,0,A Kinirons,PU,N/A,4,11-0h1,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Babich (IRE),K M Donoghue,0,G P Cromwell,15th,5 l,4,11-7t,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Maxwell Smart (IRE),A Harvey,5,T G McCourt,14th,29 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Saxon Land (IRE),E Walsh,0,Ciaran Murphy,13th,5 l,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Stone Forest (IRE),H Morgan,0,E Doyle,12th,4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Tremaine,D King,0,D Hogan,11th,8 l,4,11-7t,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Mickey Cohen (IRE),N J Ryan,7,N Meade,10th,Neck,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Bhean Saibhre (IRE),S D Torrens,0,A A Howard,9th,6 l,4,11-0h,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,San Hilario (FR),D J Gilligan,0,G Elliott,8th,2 3/4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Young Churchill (IRE),D Meyler,0,N Meade,7th,3 3/4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Teofimo (IRE),K E Buckley,0,J S Bolger,6th,3/4 l,4,11-7t,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Stiltellinemnuttin (IRE),S W Flanagan,0,M Mulvany,5th,2 l,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Drusilla,B W Harvey,0,C Collins,4th,3 l,4,11-0t1,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Kool One (SPA),Mr I Ryan,7,Conor Maxwell,3rd,1 1/2 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Holy See (IRE),P Byrnes,0,W Durkan,2nd,1 1/4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Charlus (IRE),P Townend,0,W P Mullins,1st,N/A,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Bursinel (IRE),C P Millar,5,C Collins,NR,N/A,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Atlantic City,E Walsh,0,Ciaran Murphy,NR,N/A,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Ameilya,S D Greene,7,J M Barrett,NR,N/A,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Accompanist (IRE),K C Sexton,0,A Kinirons,PU,N/A,4,11-0h1,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Babich (IRE),K M Donoghue,0,G P Cromwell,15th,5 l,4,11-7t,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Maxwell Smart (IRE),A Harvey,5,T G McCourt,14th,29 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Saxon Land (IRE),E Walsh,0,Ciaran Murphy,13th,5 l,4,11-0,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Stone Forest (IRE),H Morgan,0,E Doyle,12th,4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Tremaine,D King,0,D Hogan,11th,8 l,4,11-7t,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Mickey Cohen (IRE),N J Ryan,7,N Meade,10th,Neck,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Bhean Saibhre (IRE),S D Torrens,0,A A Howard,9th,6 l,4,11-0h,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,San Hilario (FR),D J Gilligan,0,G Elliott,8th,2 3/4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Young Churchill (IRE),D Meyler,0,N Meade,7th,3 3/4 l,4,11-7,-,True,159,48
Naas Racing Results | 26th January 2025 13:30,N/A,13:30,Soft To Heavy,1m 7f 190y,Teofimo (IRE),K E Buckley,0,J S Bolger,6th,3/4 l,4,11-7t,-,True,159,48
