track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Bright Start (USA),Amy Jo Hayes,7,S M Duffy,6th,1/2 l,8,9-3p,50,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Warrior Lion,D W O'Connor,0,A McCann,5th,1/2 l,5,10-2tp,63,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Mephisto (IRE),J Kearney,5,G Keane,4th,2 l,8,9-12v,59,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Nusra (IRE),H J Horgan,5,G Ahern,3rd,1 1/2 l,8,9-12p,59,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Scott Lang (IRE),Nicola Burns,7,P W Flynn,2nd,Neck,8,10-1p,62,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Elle Dorado Rock (IRE),R C Colgan,0,A J Martin,1st,N/A,7,9-4t,51,True,159,7
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Tarsus (IRE),G P Halpin,0,John M Harney,8th,14 l,4,9-3t,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Catch The Paddy (IRE),J J G Ryan,3,P J McKenna,7th,3/4 l,5,9-4,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Dontspoilasale (IRE),Nicola Burns,7,A McGuinness,6th,1/2 l,5,9-2,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,San Andreas (IRE),H J Horgan,5,J P O'Brien,5th,1/2 l,9,10-1p,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Final Voyage (IRE),P McGettigan,7,J P Murtagh,4th,3/4 l,7,9-10,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Clarita (IRE),R Whearty,3,G P Cromwell,3rd,1 1/2 l,4,9-1tb,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Hightimeyouwon,J Cleary,5,Stephen Thorne,2nd,1/2 l,9,9-5b,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Exquisite Acclaim (IRE),J A Powell,3,A McGuinness,1st,N/A,6,9-1p,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Tarsus (IRE),G P Halpin,0,John M Harney,8th,14 l,4,9-3t,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Catch The Paddy (IRE),J J G Ryan,3,P J McKenna,7th,3/4 l,5,9-4,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Dontspoilasale (IRE),Nicola Burns,7,A McGuinness,6th,1/2 l,5,9-2,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,San Andreas (IRE),H J Horgan,5,J P O'Brien,5th,1/2 l,9,10-1p,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Final Voyage (IRE),P McGettigan,7,J P Murtagh,4th,3/4 l,7,9-10,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Clarita (IRE),R Whearty,3,G P Cromwell,3rd,1 1/2 l,4,9-1tb,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Hightimeyouwon,J Cleary,5,Stephen Thorne,2nd,1/2 l,9,9-5b,-,True,159,8
Dundalk Racing Results | 17th January 2025 17:45,N/A,17:45,Standard,7f,Exquisite Acclaim (IRE),J A Powell,3,A McGuinness,1st,N/A,6,9-1p,-,True,159,8
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Blue Wood (IRE),W Joyce,5,K Smith,NR,N/A,9,9-5t,56,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Fly To Glory (IRE),Non Runner,0,P J F Murphy,NR,N/A,6,10-4,69,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Sarmiento Power (IRE),R C Colgan,0,M J Smith,10th,9 1/2 l,4,10-2,67,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Port Louis (IRE),R Whearty,3,N Meade,9th,Neck,4,10-0b,65,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Nika Pika (IRE),K J Leonard,0,N C Kelly,8th,1 1/4 l,4,10-1h,66,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,I'm Spartacus (IRE),J A Powell,3,A McGuinness,7th,1 1/4 l,4,10-1,66,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Nikki Swango (IRE),D W O'Connor,0,J C McConnell,6th,2 l,4,9-11,62,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Little Keilee (IRE),D S O'Sullivan,7,Ciaran Murphy,5th,4 l,5,10-0,65,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Circles (IRE),D P McDonogh,0,A McCann,4th,Neck,6,9-8tb,59,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Clonmacash,Nicola Burns,7,A McGuinness,3rd,2 1/4 l,4,9-12v,63,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Free Solo (IRE),S Coen,7,P J F Murphy,2nd,1 1/2 l,8,9-13,64,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Volatile Analyst (USA),J Kearney,5,Stephen Thorne,1st,N/A,8,10-1tb1,66,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Blue Wood (IRE),W Joyce,5,K Smith,NR,N/A,9,9-5t,56,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Fly To Glory (IRE),Non Runner,0,P J F Murphy,NR,N/A,6,10-4,69,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Sarmiento Power (IRE),R C Colgan,0,M J Smith,10th,9 1/2 l,4,10-2,67,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Port Louis (IRE),R Whearty,3,N Meade,9th,Neck,4,10-0b,65,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Nika Pika (IRE),K J Leonard,0,N C Kelly,8th,1 1/4 l,4,10-1h,66,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,I'm Spartacus (IRE),J A Powell,3,A McGuinness,7th,1 1/4 l,4,10-1,66,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Nikki Swango (IRE),D W O'Connor,0,J C McConnell,6th,2 l,4,9-11,62,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Little Keilee (IRE),D S O'Sullivan,7,Ciaran Murphy,5th,4 l,5,10-0,65,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Circles (IRE),D P McDonogh,0,A McCann,4th,Neck,6,9-8tb,59,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Clonmacash,Nicola Burns,7,A McGuinness,3rd,2 1/4 l,4,9-12v,63,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Free Solo (IRE),S Coen,7,P J F Murphy,2nd,1 1/2 l,8,9-13,64,True,159,9
Dundalk Racing Results | 17th January 2025 18:15,N/A,18:15,Standard,7f,Volatile Analyst (USA),J Kearney,5,Stephen Thorne,1st,N/A,8,10-1tb1,66,True,159,9
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Migdam (FR),Nicola Burns,7,A McGuinness,8th,2 l,6,10-0,85,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Comfort Line (IRE),R P Cleary,0,A McGuinness,7th,3/4 l,8,9-0v,71,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Glen Princess (IRE),R Whearty,3,K H Clarke,6th,Neck,4,9-7,78,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Mulgrave (IRE),D W O'Connor,0,J C McConnell,5th,1 1/2 l,7,9-7ht,78,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Dynamic Force (IRE),J J G Ryan,3,T G McCourt,4th,1 1/4 l,6,9-4,75,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Shoot To Kill (IRE),J Kearney,5,Stephen Thorne,3rd,1 3/4 l,8,9-8,79,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Anvika (IRE),R C Colgan,0,S Lavery,2nd,1/2 l,4,9-6,77,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Perfect Judgement (IRE),J A Powell,3,Stephen Thorne,1st,N/A,4,9-7b,78,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Migdam (FR),Nicola Burns,7,A McGuinness,8th,2 l,6,10-0,85,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Comfort Line (IRE),R P Cleary,0,A McGuinness,7th,3/4 l,8,9-0v,71,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Glen Princess (IRE),R Whearty,3,K H Clarke,6th,Neck,4,9-7,78,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Mulgrave (IRE),D W O'Connor,0,J C McConnell,5th,1 1/2 l,7,9-7ht,78,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Dynamic Force (IRE),J J G Ryan,3,T G McCourt,4th,1 1/4 l,6,9-4,75,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Shoot To Kill (IRE),J Kearney,5,Stephen Thorne,3rd,1 3/4 l,8,9-8,79,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Anvika (IRE),R C Colgan,0,S Lavery,2nd,1/2 l,4,9-6,77,True,159,10
Dundalk Racing Results | 17th January 2025 18:45,N/A,18:45,Standard,1m,Perfect Judgement (IRE),J A Powell,3,Stephen Thorne,1st,N/A,4,9-7b,78,True,159,10
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Navy Beach (IRE),W Joyce,5,A J Martin,10th,3 3/4 l,5,9-3ht1,52,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Arthur Rose (IRE),R C Colgan,0,M Fahey,9th,4 1/2 l,4,9-8,60,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Muhalhel (IRE),K J Leonard,0,A McCann,8th,2 1/2 l,7,8-12tb,47,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Ravelli (IRE),D W O'Connor,0,J C McConnell,7th,1 3/4 l,5,9-8,57,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Wrecking Ball Paul (IRE),R M Mulligan,7,Paul Mulligan,6th,1 1/4 l,7,10-2t,65,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Zentopia (IRE),J Cleary,5,S M Duffy,5th,10 l,5,8-12,47,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Imperial Miss (IRE),M P Sheehy,0,M Halford & T Collins,4th,1/2 l,4,8-10p,48,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Fine Print (IRE),J A Powell,3,J C McConnell,3rd,3/4 l,4,8-9tp,47,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Jawhary,Nicola Burns,7,A McGuinness,2nd,1 3/4 l,7,9-7v,56,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Dromore Glory (IRE),R P Cleary,0,P W Flynn,1st,N/A,6,9-0p,49,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Navy Beach (IRE),W Joyce,5,A J Martin,10th,3 3/4 l,5,9-3ht1,52,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Arthur Rose (IRE),R C Colgan,0,M Fahey,9th,4 1/2 l,4,9-8,60,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Muhalhel (IRE),K J Leonard,0,A McCann,8th,2 1/2 l,7,8-12tb,47,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Ravelli (IRE),D W O'Connor,0,J C McConnell,7th,1 3/4 l,5,9-8,57,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Wrecking Ball Paul (IRE),R M Mulligan,7,Paul Mulligan,6th,1 1/4 l,7,10-2t,65,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Zentopia (IRE),J Cleary,5,S M Duffy,5th,10 l,5,8-12,47,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Imperial Miss (IRE),M P Sheehy,0,M Halford & T Collins,4th,1/2 l,4,8-10p,48,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Fine Print (IRE),J A Powell,3,J C McConnell,3rd,3/4 l,4,8-9tp,47,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Jawhary,Nicola Burns,7,A McGuinness,2nd,1 3/4 l,7,9-7v,56,True,159,11
Dundalk Racing Results | 17th January 2025 19:15,N/A,19:15,Standard,1m 4f,Dromore Glory (IRE),R P Cleary,0,P W Flynn,1st,N/A,6,9-0p,49,True,159,11
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,Casheldale Lad (IRE),Sam Ewing,0,G Elliott,5th,21 l,5,11-4h,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,Ballygunner Castle (IRE),D E Mullins,0,W P Mullins,4th,4 3/4 l,6,11-9,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,Taponthego (IRE),D J O'Keeffe,0,H De Bromhead,3rd,3 1/4 l,6,11-6,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,C'est Ta Chance (FR),J J Slevin,0,W P Mullins,2nd,3/4 l,6,11-9,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,James's Gate (IRE),M P Walsh,0,M Brassil,1st,N/A,8,11-6t,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,Casheldale Lad (IRE),Sam Ewing,0,G Elliott,5th,21 l,5,11-4h,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,Ballygunner Castle (IRE),D E Mullins,0,W P Mullins,4th,4 3/4 l,6,11-9,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,Taponthego (IRE),D J O'Keeffe,0,H De Bromhead,3rd,3 1/4 l,6,11-6,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,C'est Ta Chance (FR),J J Slevin,0,W P Mullins,2nd,3/4 l,6,11-9,-,True,159,12
Navan Racing Results | 18th January 2025 12:00,N/A,12:00,Soft,2m,James's Gate (IRE),M P Walsh,0,M Brassil,1st,N/A,8,11-6t,-,True,159,12
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Retreat Archie (IRE),Non Runner,5,Jamie Sloan,NR,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Did I Ask You That (IRE),B Hayes,0,W P Mullins,NR,N/A,7,11-12t,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Bossofthebrownies (IRE),G Brouder,3,M F Morris,NR,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Lucky Jack (IRE),J Smith,5,Ian Donoghue,NR,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Le Grand Peinture (IRE),P T Enright,0,M J Tynan,NR,N/A,8,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Kainsbourg (FR),M P Walsh,0,G Elliott,4th,6 l,5,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Smooth Scotch (IRE),S W Flanagan,0,S R B Crawford,3rd,4 3/4 l,8,11-12t,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Forty Coats (IRE),D J O'Keeffe,0,H De Bromhead,2nd,1/2 l,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Jacob's Ladder (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Retreat Archie (IRE),Non Runner,5,Jamie Sloan,NR,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Did I Ask You That (IRE),B Hayes,0,W P Mullins,NR,N/A,7,11-12t,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Bossofthebrownies (IRE),G Brouder,3,M F Morris,NR,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Lucky Jack (IRE),J Smith,5,Ian Donoghue,NR,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Le Grand Peinture (IRE),P T Enright,0,M J Tynan,NR,N/A,8,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Kainsbourg (FR),M P Walsh,0,G Elliott,4th,6 l,5,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Smooth Scotch (IRE),S W Flanagan,0,S R B Crawford,3rd,4 3/4 l,8,11-12t,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Forty Coats (IRE),D J O'Keeffe,0,H De Bromhead,2nd,1/2 l,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 12:35,N/A,12:35,Soft,2m 4f,Jacob's Ladder (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-12,-,True,159,13
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Millforce (IRE),K E Buckley,0,G P Cromwell,NR,N/A,6,10-11p1,125,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Jody Ted (IRE),D King,0,D Hogan,19th,26 l,9,10-9t,123,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Eagles Reign (IRE),T P Harney,7,R O'Sullivan,18th,1/2 l,5,11-1,129,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Whatcouldhavebeen (IRE),A P Kelly,5,J P Fahey,17th,3 1/4 l,7,11-8,136,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Gold Bullion (FR),Rachael Blackmore,0,H De Bromhead,16th,Neck,9,10-10tp1,124,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Espanito Bello (FR),S W Flanagan,0,B Connell,15th,4 l,11,11-7v,135,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Intense Raffles (FR),J J Slevin,0,T Gibney,14th,1/2 l,7,11-13,141,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Jigoro (FR),C P Millar,5,G Elliott,13th,1/2 l,6,11-10,138,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Lord Erskine (IRE),D J O'Keeffe,0,H Rogers,12th,2 3/4 l,12,11-2,130,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Bottler'secret (IRE),K M Donoghue,0,G P Cromwell,11th,2 l,5,11-11p,139,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,No Looking Back (IRE),P T Enright,0,O McKiernan,10th,1 1/2 l,7,11-4t,132,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Open To Question (USA),D Meyler,0,N Meade,9th,3 3/4 l,5,10-12b,126,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Shadow Rider (FR),P T Smithers,7,P Roche,8th,Head,11,11-6,134,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Any Road (IRE),M M McDonagh,0,E J O'Grady,6th,2 3/4 l,8,11-4,132,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Barry Lyndon (IRE),L A McKenna,5,D A McLoughlin,6th,Dead Heat,7,11-0p,128,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Raglan Road (IRE),M P Walsh,0,H De Bromhead,5th,4 3/4 l,7,10-12t1,126,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Koori Star (IRE),J Coen,3,Peter Fahey,4th,1 1/2 l,7,10-5,119,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Thecompanysergeant,C Stone-Walsh,5,G P Cromwell,3rd,1/2 l,8,11-1,129,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Blaze The Way (IRE),D E Mullins,0,Ms M Mullins,2nd,1 1/4 l,7,10-7,121,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Music Of Tara,Sam Ewing,0,G Elliott,1st,N/A,8,10-8tp,122,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Millforce (IRE),K E Buckley,0,G P Cromwell,NR,N/A,6,10-11p1,125,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Jody Ted (IRE),D King,0,D Hogan,19th,26 l,9,10-9t,123,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Eagles Reign (IRE),T P Harney,7,R O'Sullivan,18th,1/2 l,5,11-1,129,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Whatcouldhavebeen (IRE),A P Kelly,5,J P Fahey,17th,3 1/4 l,7,11-8,136,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Gold Bullion (FR),Rachael Blackmore,0,H De Bromhead,16th,Neck,9,10-10tp1,124,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Espanito Bello (FR),S W Flanagan,0,B Connell,15th,4 l,11,11-7v,135,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Intense Raffles (FR),J J Slevin,0,T Gibney,14th,1/2 l,7,11-13,141,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Jigoro (FR),C P Millar,5,G Elliott,13th,1/2 l,6,11-10,138,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Lord Erskine (IRE),D J O'Keeffe,0,H Rogers,12th,2 3/4 l,12,11-2,130,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Bottler'secret (IRE),K M Donoghue,0,G P Cromwell,11th,2 l,5,11-11p,139,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,No Looking Back (IRE),P T Enright,0,O McKiernan,10th,1 1/2 l,7,11-4t,132,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Open To Question (USA),D Meyler,0,N Meade,9th,3 3/4 l,5,10-12b,126,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Shadow Rider (FR),P T Smithers,7,P Roche,8th,Head,11,11-6,134,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Any Road (IRE),M M McDonagh,0,E J O'Grady,6th,2 3/4 l,8,11-4,132,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Barry Lyndon (IRE),L A McKenna,5,D A McLoughlin,6th,Dead Heat,7,11-0p,128,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Raglan Road (IRE),M P Walsh,0,H De Bromhead,5th,4 3/4 l,7,10-12t1,126,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Koori Star (IRE),J Coen,3,Peter Fahey,4th,1 1/2 l,7,10-5,119,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Thecompanysergeant,C Stone-Walsh,5,G P Cromwell,3rd,1/2 l,8,11-1,129,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Blaze The Way (IRE),D E Mullins,0,Ms M Mullins,2nd,1 1/4 l,7,10-7,121,True,159,14
Navan Racing Results | 18th January 2025 13:10,N/A,13:10,Soft,2m 4f,Music Of Tara,Sam Ewing,0,G Elliott,1st,N/A,8,10-8tp,122,True,159,14
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Duffys Hodey (IRE),T Power Roche,7,P J Rothwell,NR,N/A,8,11-7p,101,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Cresthill (IRE),C P McNamara,0,Michael Flannery,11th,42 l,7,10-7,87,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Malbay Madness (IRE),P J O'Hanlon,0,D A McLoughlin,10th,40 l,5,11-12h,106,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Malton Groove (IRE),P M O'Brien,7,D A McLoughlin,9th,4 1/2 l,8,11-1t,95,True,159,15
