track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Notforalongtime,J. J. G. Ryan,7,Laura Hourigan,2nd,1 1/4 l,6,9-10p,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:00,N/A,16:00,Standard,1m,Jaafel (IRE),D. King,5,Denis Hogan,1st,N/A,5,10-2t,-,True,43,5
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Rosie Booshay (IRE),J. J. G. Ryan,7,Thomas Coyle,13th,11 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Paulos Princess (IRE),Seamie Heffernan,0,W. P. Browne,12th,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Irresistible You (IRE),R. C. Colgan,0,M. C. Grassick,11th,1 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Tasmanian Girl (IRE),William James Lee,0,M. C. Grassick,10th,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Perfect Bliss (IRE),W. M. Lordan,0,Luke Comer,9th,1 1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Florida Taiga (IRE),C. D. Hayes,0,D. K. Weld,8th,Neck,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Rebecca's Girl (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Talia (IRE),Gearoid Patrick Brouder,5,Peter McCreery,6th,2 1/4 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Flotus Radiance (IRE),J. Kearney,7,Paul Power,5th,1 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Twentynine Palms (USA),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 1/2 l,3,9-3t,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Alazne (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Curvature (IRE),N. M. Crosse,0,Mrs J. Harrington,2nd,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Miss Caruso (IRE),R. P. Whelan,0,Adrian McGuinness,1st,N/A,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Rosie Booshay (IRE),J. J. G. Ryan,7,Thomas Coyle,13th,11 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Paulos Princess (IRE),Seamie Heffernan,0,W. P. Browne,12th,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Irresistible You (IRE),R. C. Colgan,0,M. C. Grassick,11th,1 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Tasmanian Girl (IRE),William James Lee,0,M. C. Grassick,10th,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Perfect Bliss (IRE),W. M. Lordan,0,Luke Comer,9th,1 1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Florida Taiga (IRE),C. D. Hayes,0,D. K. Weld,8th,Neck,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Rebecca's Girl (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Talia (IRE),Gearoid Patrick Brouder,5,Peter McCreery,6th,2 1/4 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Flotus Radiance (IRE),J. Kearney,7,Paul Power,5th,1 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Twentynine Palms (USA),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 1/2 l,3,9-3t,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Alazne (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Curvature (IRE),N. M. Crosse,0,Mrs J. Harrington,2nd,1/2 l,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 16:30,N/A,16:30,Standard,1m,Miss Caruso (IRE),R. P. Whelan,0,Adrian McGuinness,1st,N/A,3,9-3,-,True,43,6
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Desert Wind (IRE),C. D. Hayes,0,Luke Comer,8th,4 3/4 l,8,8-13b1,80,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Bucky Larson (IRE),A. J. Slattery,0,R. Donohoe,7th,1 l,8,8-9,76,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Pierre Lapin (IRE),C. J. MacRedmond,5,Adrian McGuinness,6th,1 1/2 l,6,9-8p,89,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Miss Mirabell (IRE),S. B. Kelly,0,John Patrick Murtagh,5th,1 l,4,9-11,92,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Beautiful Sunshine,J. Kearney,7,Adrian Murray,4th,1/2 l,4,9-12,93,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Rocky Dreams,W. M. Lordan,0,James McAuley,3rd,3/4 l,6,8-7p,74,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Ransom,D. King,5,Denis Hogan,2nd,Neck,6,10-0t,95,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Mulgrave (IRE),D. W. O'Connor,0,John McConnell,1st,N/A,5,9-3ht,84,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Desert Wind (IRE),C. D. Hayes,0,Luke Comer,8th,4 3/4 l,8,8-13b1,80,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Bucky Larson (IRE),A. J. Slattery,0,R. Donohoe,7th,1 l,8,8-9,76,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Pierre Lapin (IRE),C. J. MacRedmond,5,Adrian McGuinness,6th,1 1/2 l,6,9-8p,89,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Miss Mirabell (IRE),S. B. Kelly,0,John Patrick Murtagh,5th,1 l,4,9-11,92,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Beautiful Sunshine,J. Kearney,7,Adrian Murray,4th,1/2 l,4,9-12,93,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Rocky Dreams,W. M. Lordan,0,James McAuley,3rd,3/4 l,6,8-7p,74,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Ransom,D. King,5,Denis Hogan,2nd,Neck,6,10-0t,95,True,43,7
Dundalk Racing Results | 24th February 2023 17:00,N/A,17:00,Standard,1m,Mulgrave (IRE),D. W. O'Connor,0,John McConnell,1st,N/A,5,9-3ht,84,True,43,7
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Karayaz (IRE),C. D. Maxwell,0,J. J. Cullen,14th,9 1/2 l,8,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,In the Balance (IRE),Seamie Heffernan,0,W. M. Roper,13th,3 3/4 l,5,9-4t,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Military Crown,D. B. McMonagle,0,H. D. McGuigan,12th,2 1/2 l,4,9-9h,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Init Together,L. T. McAteer,3,Seamus Fahey,11th,3 l,5,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Mr Stanley (IRE),C. T. Keane,0,Denis Hogan,10th,1 1/4 l,4,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,A Shin Undine (IRE),M. A. Enright,0,Mrs Denise Foster,9th,2 l,4,9-4,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,El Campeador (IRE),Declan McDonogh,0,J. G. Coogan,8th,1 3/4 l,4,9-9t,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Maggie and Me,C. D. Hayes,0,P. F. McEnery,7th,1 l,4,9-4,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Areana (IRE),S. D. Bowen,7,Denis Hogan,6th,Head,4,9-4h1,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Expound,J. M. Sheridan,3,Denis Hogan,5th,1 1/4 l,4,9-9t,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Surviving Murmansk (IRE),A. C. Persse,7,Mrs A. M. O'Shea,4th,Nose,5,9-9b,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Lauroline,S. B. Kelly,0,John Patrick Murtagh,3rd,3/4 l,4,9-4,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Relevant Range (IRE),William James Lee,0,Gillian Scott,2nd,1 1/4 l,4,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Maid To Shine (IRE),J. Kearney,7,P. J. Hassett,1st,N/A,4,9-4t,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Karayaz (IRE),C. D. Maxwell,0,J. J. Cullen,14th,9 1/2 l,8,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,In the Balance (IRE),Seamie Heffernan,0,W. M. Roper,13th,3 3/4 l,5,9-4t,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Military Crown,D. B. McMonagle,0,H. D. McGuigan,12th,2 1/2 l,4,9-9h,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Init Together,L. T. McAteer,3,Seamus Fahey,11th,3 l,5,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Mr Stanley (IRE),C. T. Keane,0,Denis Hogan,10th,1 1/4 l,4,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,A Shin Undine (IRE),M. A. Enright,0,Mrs Denise Foster,9th,2 l,4,9-4,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,El Campeador (IRE),Declan McDonogh,0,J. G. Coogan,8th,1 3/4 l,4,9-9t,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Maggie and Me,C. D. Hayes,0,P. F. McEnery,7th,1 l,4,9-4,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Areana (IRE),S. D. Bowen,7,Denis Hogan,6th,Head,4,9-4h1,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Expound,J. M. Sheridan,3,Denis Hogan,5th,1 1/4 l,4,9-9t,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Surviving Murmansk (IRE),A. C. Persse,7,Mrs A. M. O'Shea,4th,Nose,5,9-9b,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Lauroline,S. B. Kelly,0,John Patrick Murtagh,3rd,3/4 l,4,9-4,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Relevant Range (IRE),William James Lee,0,Gillian Scott,2nd,1 1/4 l,4,9-9,-,True,43,8
Dundalk Racing Results | 24th February 2023 17:30,N/A,17:30,Standard,7f,Maid To Shine (IRE),J. Kearney,7,P. J. Hassett,1st,N/A,4,9-4t,-,True,43,8
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Sadiqaa (IRE),Reserve,0,Denis Hogan,NR,N/A,5,9-6p,55,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Plankton (IRE),Reserve,0,Andrew McNamara,NR,N/A,4,9-6p,55,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Sondheim (IRE),Neve Bennett,7,Craig O'Neill,14th,3/4 l,6,10-1,64,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Sin E Shekells,R. Whearty,7,James McAuley,13th,1 1/2 l,6,8-12p,47,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Buachaill or (IRE),R. P. Cleary,0,Paul W. Flynn,12th,2 1/2 l,6,8-12,47,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Selective Power (IRE),D. B. McMonagle,0,Edward Lynam,11th,Head,4,9-6b,55,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Red Cymbal,S. R. Markey,10,Anthony McCann,10th,3/4 l,8,8-12tb,42,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Bronze River,S. D. Bowen,7,Denis Hogan,9th,3/4 l,6,9-8h,57,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Theriverrunsdeep (IRE),J. J. G. Ryan,7,Seamus G. O'Donnell,8th,3/4 l,7,9-10,59,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Caesar's Comet (IRE),Declan McDonogh,0,James McAuley,7th,1/2 l,9,8-12v,47,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Soyounique (IRE),J. M. Sheridan,3,Ciaran Murphy,6th,2 1/4 l,6,9-12,61,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Well Suited (IRE),W. M. Lordan,0,T. J. O'Mara,5th,Neck,8,9-1p,50,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Royal Tribute (IRE),C. T. Keane,0,James McAuley,4th,1 l,5,9-9b,58,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Indiana Grey (IRE),J. Kearney,7,Patrick Martin,3rd,Neck,7,9-12tv,61,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Storm Eric (IRE),C. J. MacRedmond,5,Jamie Flynn,2nd,Head,4,9-10t,59,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Circles (IRE),Seamie Heffernan,0,Anthony McCann,1st,N/A,4,9-13tb,62,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Sadiqaa (IRE),Reserve,0,Denis Hogan,NR,N/A,5,9-6p,55,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Plankton (IRE),Reserve,0,Andrew McNamara,NR,N/A,4,9-6p,55,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Sondheim (IRE),Neve Bennett,7,Craig O'Neill,14th,3/4 l,6,10-1,64,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Sin E Shekells,R. Whearty,7,James McAuley,13th,1 1/2 l,6,8-12p,47,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Buachaill or (IRE),R. P. Cleary,0,Paul W. Flynn,12th,2 1/2 l,6,8-12,47,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Selective Power (IRE),D. B. McMonagle,0,Edward Lynam,11th,Head,4,9-6b,55,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Red Cymbal,S. R. Markey,10,Anthony McCann,10th,3/4 l,8,8-12tb,42,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Bronze River,S. D. Bowen,7,Denis Hogan,9th,3/4 l,6,9-8h,57,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Theriverrunsdeep (IRE),J. J. G. Ryan,7,Seamus G. O'Donnell,8th,3/4 l,7,9-10,59,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Caesar's Comet (IRE),Declan McDonogh,0,James McAuley,7th,1/2 l,9,8-12v,47,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Soyounique (IRE),J. M. Sheridan,3,Ciaran Murphy,6th,2 1/4 l,6,9-12,61,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Well Suited (IRE),W. M. Lordan,0,T. J. O'Mara,5th,Neck,8,9-1p,50,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Royal Tribute (IRE),C. T. Keane,0,James McAuley,4th,1 l,5,9-9b,58,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Indiana Grey (IRE),J. Kearney,7,Patrick Martin,3rd,Neck,7,9-12tv,61,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Storm Eric (IRE),C. J. MacRedmond,5,Jamie Flynn,2nd,Head,4,9-10t,59,True,43,9
Dundalk Racing Results | 24th February 2023 18:00,N/A,18:00,Standard,7f,Circles (IRE),Seamie Heffernan,0,Anthony McCann,1st,N/A,4,9-13tb,62,True,43,9
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Jawwaal,M. W. Hassett,10,Joseph Patrick O'Brien,NR,N/A,8,8-13,77,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Laugh A Minute,C. J. MacRedmond,5,Adrian McGuinness,7th,1 3/4 l,8,9-11,89,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Maritime Rules (IRE),W. M. Lordan,0,G. O'Leary,6th,1/2 l,4,8-13t,77,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Mehman,M. A. Enright,0,G. O'Leary,5th,1/2 l,4,9-12t,90,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Saliteh,J. Kearney,7,Adrian Murray,4th,3/4 l,4,10-0,92,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Primo Uomo (IRE),N. G. McCullagh,0,G. O'Leary,3rd,Short Head,11,9-13t,91,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Tai Sing Yeh (IRE),J. M. Sheridan,3,James McAuley,2nd,Neck,9,8-13tb,77,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Harmony Rose,William James Lee,0,K. J. Condon,1st,N/A,4,9-3,81,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Jawwaal,M. W. Hassett,10,Joseph Patrick O'Brien,NR,N/A,8,8-13,77,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Laugh A Minute,C. J. MacRedmond,5,Adrian McGuinness,7th,1 3/4 l,8,9-11,89,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Maritime Rules (IRE),W. M. Lordan,0,G. O'Leary,6th,1/2 l,4,8-13t,77,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Mehman,M. A. Enright,0,G. O'Leary,5th,1/2 l,4,9-12t,90,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Saliteh,J. Kearney,7,Adrian Murray,4th,3/4 l,4,10-0,92,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Primo Uomo (IRE),N. G. McCullagh,0,G. O'Leary,3rd,Short Head,11,9-13t,91,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Tai Sing Yeh (IRE),J. M. Sheridan,3,James McAuley,2nd,Neck,9,8-13tb,77,True,43,10
Dundalk Racing Results | 24th February 2023 18:30,N/A,18:30,Standard,5f,Harmony Rose,William James Lee,0,K. J. Condon,1st,N/A,4,9-3,81,True,43,10
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Music Magic (IRE),Reserve,0,Desmond McDonogh,NR,N/A,4,9-6,54,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Early Strike (FR),S. McCullagh,0,D. Buckley,NR,N/A,7,9-10t,58,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Siofra (IRE),Reserve,0,A. Slattery,NR,N/A,5,9-8,56,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Lovesome Dove (IRE),S. D. Bowen,4,Peter Lawlor,14th,71 l,4,9-0,48,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Dylanger (IRE),L. T. McAteer,0,Shane Crawley,13th,2 1/4 l,4,9-1,49,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Coushty (IRE),C. Stone-Walsh,4,Andrew McNamara,12th,4 1/4 l,4,8-13,47,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Shore (USA),Adam Caffrey,2,John G. Carr,11th,Head,7,8-13b,47,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Wonder Spirit,J. J. G. Ryan,4,G. A. Kingston,10th,Neck,5,9-8,56,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Dr Patrick (IRE),P. A. Harnett,2,Luke Comer,9th,6 l,6,8-13,47,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Leviosa (IRE),A. C. Persse,2,Seamus Fahey,8th,Neck,6,9-6p,54,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Final Fantasy,J. Kearney,4,Laura Hourigan,7th,1 l,5,9-3p,51,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Wild Shot,Cillian McConnell,4,John McConnell,6th,Head,9,10-2t,64,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Together Aclaim,D. King,0,John McConnell,5th,3 l,4,9-10t,58,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Power Drive,Ciara Flynn,4,Paul W. Flynn,4th,1 1/2 l,8,9-11p,59,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Numidia (IRE),J. M. Sheridan,0,Peter Lawlor,3rd,Head,5,9-4v,52,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Neverfindanother U (IRE),R. Whearty,2,T. Gibney,2nd,1/2 l,4,9-4,52,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Deluca Chop (FR),D. N. Curran,4,G. O'Leary,1st,N/A,4,9-10,58,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Music Magic (IRE),Reserve,0,Desmond McDonogh,NR,N/A,4,9-6,54,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Early Strike (FR),S. McCullagh,0,D. Buckley,NR,N/A,7,9-10t,58,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Siofra (IRE),Reserve,0,A. Slattery,NR,N/A,5,9-8,56,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Lovesome Dove (IRE),S. D. Bowen,4,Peter Lawlor,14th,71 l,4,9-0,48,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Dylanger (IRE),L. T. McAteer,0,Shane Crawley,13th,2 1/4 l,4,9-1,49,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Coushty (IRE),C. Stone-Walsh,4,Andrew McNamara,12th,4 1/4 l,4,8-13,47,True,43,11
Dundalk Racing Results | 24th February 2023 19:00,N/A,19:00,Standard,1m 2f 150y,Shore (USA),Adam Caffrey,2,John G. Carr,11th,Head,7,8-13b,47,True,43,11
