track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Karen's Gift (IRE),S. D. Torrens,0,P. J. Rothwell,10th,2 1/4 l,9,10-0p,103,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Cerberus,J. P. Shinnick,7,Augustine Leahy,9th,1 l,7,11-5,122,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Sacchoandvanzetti (IRE),Rachael Blackmore,0,John Queally,8th,Neck,7,10-10,113,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Garrybello (FR),Keith Donoghue,0,Thomas Cooper,7th,1 1/4 l,5,11-6ht1,123,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Neveradullmoment (IRE),L. P. Dempsey,0,J. P. Dempsey,6th,1 1/2 l,6,10-5t,108,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Tempo Chapter Two (IRE),Sean Flanagan,0,Adrian Murray,5th,Head,7,11-3,120,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Carnfunnock (IRE),J. J. Slevin,0,Stuart Crawford,4th,4 1/2 l,6,10-13,116,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Hey Johnny (IRE),D. E. Mullins,0,Thomas Mullins,3rd,Head,6,11-3,120,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Wajaaha (IRE),L. A. McKenna,5,P. J. McKenna,2nd,5 l,8,11-6p,123,True,43,25
Naas Racing Results | 26th February 2023 16:40,N/A,16:40,Yielding (Good To Yielding In Places),1m 7f 109y,Little Mixup (IRE),Donagh Meyler,0,Denis Hogan,1st,N/A,6,10-7,110,True,43,25
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Charizord (IRE),Mr W. R. Hamilton,7,Harry Smyth,6th,99 l,4,10-9,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,One Way Traffic (IRE),J. I. Duggan,7,Oliver McKiernan,5th,1 3/4 l,6,11-7,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Brianna Lily (IRE),Mr Pat Taaffe,7,Patrick T. Foley,4th,8 l,6,11-4,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Caldwell Potter (FR),Mr J. J. Codd,0,Gordon Elliott,3rd,4 l,5,11-11,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Ile Atlantique (FR),Mr P. W. Mullins,0,W. P. Mullins,2nd,Head,5,11-11,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Stellar Story (IRE),Mr H. C. Swan,5,Gordon Elliott,1st,N/A,6,11-11,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Charizord (IRE),Mr W. R. Hamilton,7,Harry Smyth,6th,99 l,4,10-9,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,One Way Traffic (IRE),J. I. Duggan,7,Oliver McKiernan,5th,1 3/4 l,6,11-7,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Brianna Lily (IRE),Mr Pat Taaffe,7,Patrick T. Foley,4th,8 l,6,11-4,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Caldwell Potter (FR),Mr J. J. Codd,0,Gordon Elliott,3rd,4 l,5,11-11,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Ile Atlantique (FR),Mr P. W. Mullins,0,W. P. Mullins,2nd,Head,5,11-11,-,True,43,26
Naas Racing Results | 26th February 2023 17:10,N/A,17:10,Yielding (Good To Yielding In Places)  Flat (Turf),1m 7f 109y,Stellar Story (IRE),Mr H. C. Swan,5,Gordon Elliott,1st,N/A,6,11-11,-,True,43,26
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Grace Shelby (IRE),Mr W. T. Cronin,7,William Cronin,8th,14 l,8,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Rock on Cassie (IRE),Jordan Colin Gainford,0,Gordon Elliott,7th,53 l,7,11-7t1,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Butterflyvespiere (FR),Sam Ewing,0,Peter Fahey,6th,3/4 l,7,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Rebel Early (IRE),D. J. O'Keeffe,0,W. J. Burke,5th,6 l,9,11-7p,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Ciao Bella (FR),Sean Flanagan,0,Miss Elizabeth Doyle,4th,27 l,7,11-7p,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Bay Ambition (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,5 1/2 l,10,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Pont Aval (FR),P. Townend,0,W. P. Mullins,2nd,2 1/2 l,10,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,My Design (IRE),K. E. Buckley,3,Declan Queally,1st,N/A,8,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Grace Shelby (IRE),Mr W. T. Cronin,7,William Cronin,8th,14 l,8,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Rock on Cassie (IRE),Jordan Colin Gainford,0,Gordon Elliott,7th,53 l,7,11-7t1,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Butterflyvespiere (FR),Sam Ewing,0,Peter Fahey,6th,3/4 l,7,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Rebel Early (IRE),D. J. O'Keeffe,0,W. J. Burke,5th,6 l,9,11-7p,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Ciao Bella (FR),Sean Flanagan,0,Miss Elizabeth Doyle,4th,27 l,7,11-7p,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Bay Ambition (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,5 1/2 l,10,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,Pont Aval (FR),P. Townend,0,W. P. Mullins,2nd,2 1/2 l,10,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:05,N/A,14:05,Soft,2m 4f,My Design (IRE),K. E. Buckley,3,Declan Queally,1st,N/A,8,11-7,-,True,43,27
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Four Country Roads (IRE),D. Moloney,7,Brian M. McMahon,PU,N/A,9,10-10,77,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Allez George (IRE),Donagh Meyler,0,James M. Barcoe,PU,N/A,9,10-12t,79,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,PU,N/A,8,11-0tp,81,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Owl Creek Bridge (IRE),C. P. McNamara,0,Eric McNamara,F,N/A,10,12-0p,95,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Full Noise (IRE),Sam Ewing,0,Ronan M. P. McNally,10th,14 l,7,11-5,86,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Crowsatedappletart (IRE),E. Walsh,5,Michael Winters,9th,3 l,6,11-12t,93,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Quarry Lil (IRE),D. King,5,Paul O'Flynn,8th,1 l,9,12-0,95,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Cluan Dara (IRE),T. Joseph Kelly,7,John Patrick Ryan,7th,4 1/4 l,11,10-5,72,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Sanibel Island (IRE),D. J. O'Keeffe,0,M. Hourigan,6th,3/4 l,11,11-6,87,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,O Mio Babbino (IRE),Mr A. Burke-Ott,7,Patrick Cronin,5th,1/2 l,7,11-12,93,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Golden Glen (IRE),Phillip Enright,0,Brendan Maurice Walsh,4th,1/2 l,9,10-13tp,80,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Fox Le Bel (FR),A. P. Kelly,7,Miss Elizabeth Doyle,3rd,3 3/4 l,8,11-6tp,87,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Made In The Woods (IRE),R. P. Geoghegan,7,Norman Lee,2nd,1 1/4 l,6,11-5h,86,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Trickey Trix (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,1st,N/A,11,11-5tp,86,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Four Country Roads (IRE),D. Moloney,7,Brian M. McMahon,PU,N/A,9,10-10,77,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Allez George (IRE),Donagh Meyler,0,James M. Barcoe,PU,N/A,9,10-12t,79,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,PU,N/A,8,11-0tp,81,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Owl Creek Bridge (IRE),C. P. McNamara,0,Eric McNamara,F,N/A,10,12-0p,95,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Full Noise (IRE),Sam Ewing,0,Ronan M. P. McNally,10th,14 l,7,11-5,86,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Crowsatedappletart (IRE),E. Walsh,5,Michael Winters,9th,3 l,6,11-12t,93,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Quarry Lil (IRE),D. King,5,Paul O'Flynn,8th,1 l,9,12-0,95,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Cluan Dara (IRE),T. Joseph Kelly,7,John Patrick Ryan,7th,4 1/4 l,11,10-5,72,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Sanibel Island (IRE),D. J. O'Keeffe,0,M. Hourigan,6th,3/4 l,11,11-6,87,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,O Mio Babbino (IRE),Mr A. Burke-Ott,7,Patrick Cronin,5th,1/2 l,7,11-12,93,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Golden Glen (IRE),Phillip Enright,0,Brendan Maurice Walsh,4th,1/2 l,9,10-13tp,80,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Fox Le Bel (FR),A. P. Kelly,7,Miss Elizabeth Doyle,3rd,3 3/4 l,8,11-6tp,87,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Made In The Woods (IRE),R. P. Geoghegan,7,Norman Lee,2nd,1 1/4 l,6,11-5h,86,True,43,28
Clonmel Racing Results | 2nd March 2023 14:40,N/A,14:40,Soft,2m 7f,Trickey Trix (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,1st,N/A,11,11-5tp,86,True,43,28
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Share the Joy (IRE),D. E. Mullins,0,W. J. Lanigan,F,N/A,7,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Alice Van Hall (IRE),Phillip Enright,0,Miss Hilary McLoughlin,9th,10 l,9,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Darkest Dawn (IRE),B. P. Kennedy,0,J. F. O'Shea,8th,48 l,5,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Special Protector (IRE),A. M. McCurtin,0,Timothy Doyle,7th,1 3/4 l,5,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Duncarrig (IRE),S. D. Torrens,0,P. J. Rothwell,6th,6 1/2 l,6,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Unheralded (IRE),J. J. Slevin,0,T. J. Nagle Jnr,5th,4 1/2 l,7,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Mister Twist (IRE),Niall Moore,7,Philip Fenton,4th,1/2 l,5,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Tipp For Mac (IRE),R. J. Condon,5,Thomas Cooper,3rd,Short Head,6,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Millstream Lady (IRE),D. J. O'Keeffe,0,Eric McNamara,2nd,2 1/2 l,5,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Soldaro (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,1st,N/A,5,11-5t,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Share the Joy (IRE),D. E. Mullins,0,W. J. Lanigan,F,N/A,7,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Alice Van Hall (IRE),Phillip Enright,0,Miss Hilary McLoughlin,9th,10 l,9,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Darkest Dawn (IRE),B. P. Kennedy,0,J. F. O'Shea,8th,48 l,5,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Special Protector (IRE),A. M. McCurtin,0,Timothy Doyle,7th,1 3/4 l,5,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Duncarrig (IRE),S. D. Torrens,0,P. J. Rothwell,6th,6 1/2 l,6,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Unheralded (IRE),J. J. Slevin,0,T. J. Nagle Jnr,5th,4 1/2 l,7,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Mister Twist (IRE),Niall Moore,7,Philip Fenton,4th,1/2 l,5,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Tipp For Mac (IRE),R. J. Condon,5,Thomas Cooper,3rd,Short Head,6,11-12,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Millstream Lady (IRE),D. J. O'Keeffe,0,Eric McNamara,2nd,2 1/2 l,5,11-5,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:15,N/A,15:15,Soft,2m,Soldaro (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,1st,N/A,5,11-5t,-,True,43,29
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Lough Na Fooey (IRE),S. F. O'Keeffe,0,L. Young,16th,12 l,7,11-1,89,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,It's Time Again (IRE),A. M. McCurtin,0,David Richard Barry,15th,3 1/4 l,7,11-10,98,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Poker Night (IRE),Donagh Meyler,0,R. P. Cody,14th,2 1/2 l,5,11-1,89,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Cloudings Well (IRE),Richard Deegan,0,Edward Cawley,13th,17 l,7,10-12t,86,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Chacha Dancer (IRE),P. Byrnes,5,D. Hassett,12th,11 l,5,11-11tp,99,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Jakes Dream (IRE),L. A. McKenna,5,Michael Winters,11th,2 1/4 l,8,11-12,100,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Skinnider (IRE),D. E. Mullins,0,Martin Hassett,10th,Short Head,6,11-4,92,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Little Token (IRE),M. P. O'Connor,5,J. P. O'Keeffe,9th,1 3/4 l,8,11-3t,91,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,O Faolains Lass (IRE),R. J. Condon,5,N. Dooly,8th,1/2 l,7,10-12,86,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Park Hind (IRE),Keith Donoghue,0,Ian Patrick Donoghue,7th,3/4 l,6,11-8p,96,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Rovetta (FR),Gearoid Patrick Brouder,0,Peter McCreery,6th,1 l,9,11-5,93,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Parvos (IRE),Denis O'Regan,0,Michael C. Griffin,5th,1/2 l,6,11-9,97,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Light Parade (IRE),D. J. O'Keeffe,0,W. J. Burke,4th,Nose,6,11-6,94,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Take My Hand (IRE),Jordan Colin Gainford,0,Michael Mulvany,3rd,2 l,6,11-5,93,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Shean Glory (IRE),Phillip Enright,0,Sean Aherne,2nd,3 3/4 l,7,10-12,86,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Truckers Angel (IRE),J. P. Shinnick,7,Terence O'Brien,1st,N/A,9,10-11,85,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Lough Na Fooey (IRE),S. F. O'Keeffe,0,L. Young,16th,12 l,7,11-1,89,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,It's Time Again (IRE),A. M. McCurtin,0,David Richard Barry,15th,3 1/4 l,7,11-10,98,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Poker Night (IRE),Donagh Meyler,0,R. P. Cody,14th,2 1/2 l,5,11-1,89,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Cloudings Well (IRE),Richard Deegan,0,Edward Cawley,13th,17 l,7,10-12t,86,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Chacha Dancer (IRE),P. Byrnes,5,D. Hassett,12th,11 l,5,11-11tp,99,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Jakes Dream (IRE),L. A. McKenna,5,Michael Winters,11th,2 1/4 l,8,11-12,100,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Skinnider (IRE),D. E. Mullins,0,Martin Hassett,10th,Short Head,6,11-4,92,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Little Token (IRE),M. P. O'Connor,5,J. P. O'Keeffe,9th,1 3/4 l,8,11-3t,91,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,O Faolains Lass (IRE),R. J. Condon,5,N. Dooly,8th,1/2 l,7,10-12,86,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Park Hind (IRE),Keith Donoghue,0,Ian Patrick Donoghue,7th,3/4 l,6,11-8p,96,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Rovetta (FR),Gearoid Patrick Brouder,0,Peter McCreery,6th,1 l,9,11-5,93,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Parvos (IRE),Denis O'Regan,0,Michael C. Griffin,5th,1/2 l,6,11-9,97,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Light Parade (IRE),D. J. O'Keeffe,0,W. J. Burke,4th,Nose,6,11-6,94,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Take My Hand (IRE),Jordan Colin Gainford,0,Michael Mulvany,3rd,2 l,6,11-5,93,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Shean Glory (IRE),Phillip Enright,0,Sean Aherne,2nd,3 3/4 l,7,10-12,86,True,43,30
Clonmel Racing Results | 2nd March 2023 15:50,N/A,15:50,Soft,2m,Truckers Angel (IRE),J. P. Shinnick,7,Terence O'Brien,1st,N/A,9,10-11,85,True,43,30
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Tiernaboul (IRE),S. F. O'Keeffe,0,Brian O'Keeffe,18th,99 l,8,10-11,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Wantage (IRE),Shane Fenelon,7,John Joseph Hanlon,17th,3 3/4 l,5,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,16th,17 l,5,11-5h,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Spanish John (IRE),D. E. Mullins,0,P. A. Fahy,15th,12 l,5,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Unklipped (IRE),Sam Ewing,0,Denis Leahy,14th,1 3/4 l,5,10-11,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Mount Gable (IRE),E. Dwan,7,Mrs Julie Cashin,13th,21 l,6,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Champagne Secret (IRE),Liam Quinlan,5,Mrs Jayne Hearne,12th,1 l,6,10-11h,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,He's Home Again (IRE),Phillip Enright,0,Edward Cawley,11th,4 1/2 l,5,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Do Whatever (IRE),L. P. Dempsey,0,J. T. R. Dreaper,10th,1 3/4 l,6,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Alo's Vision (IRE),D. J. O'Keeffe,0,W. J. Burke,9th,7 l,5,10-11,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Starman (FR),D. L. Queally,0,Declan Queally,8th,6 1/2 l,7,11-4h1,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,No Fussing (IRE),Niall Moore,7,Timothy Doyle,7th,1/2 l,7,10-11,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Like Ta Ma (IRE),B. P. Kennedy,7,Seamus Fahey,6th,4 3/4 l,6,10-11,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Ik's Man (FR),M. J. M. O'Sullivan,5,Terence O'Brien,5th,Short Head,7,11-4t,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Castle Field Boy (IRE),Denis O'Regan,0,Patrick T. Foley,4th,9 l,7,11-4t,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Battle It Out (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,3rd,3/4 l,5,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Trust Me Nate,Jordan Colin Gainford,0,Gordon Elliott,2nd,1 l,5,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Figaroc (FR),P. Townend,0,W. P. Mullins,1st,N/A,8,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Tiernaboul (IRE),S. F. O'Keeffe,0,Brian O'Keeffe,18th,99 l,8,10-11,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Wantage (IRE),Shane Fenelon,7,John Joseph Hanlon,17th,3 3/4 l,5,11-4,-,True,43,31
Clonmel Racing Results | 2nd March 2023 16:25,N/A,16:25,Soft,2m 2f 152y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,16th,17 l,5,11-5h,-,True,43,31
