track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Chally Chute (IRE),W J Lee,0,M Halford & T Collins,NR,N/A,6,9-13,99,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Mr Rango (IRE),K G Kennedy,7,John M Harney,NR,N/A,6,9-2,88,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Soaring Monarch (IRE),L T McAteer,0,Barry J Fitzgerald,NR,N/A,7,8-13,85,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Lady Of Inishfree (IRE),R Whearty,5,N Meade,12th,4 1/2 l,5,9-1b1,87,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Zoffman (IRE),J A Powell,3,N Meade,11th,Short Head,5,9-5p,91,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Slieve Binnian (IRE),R P Whelan,0,M Halford & T Collins,10th,Neck,4,8-11,83,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Lady Lunette (IRE),C D Hayes,0,R P Cody,9th,Head,4,8-12,84,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Timourid (IRE),J M Sheridan,0,P W Flynn,8th,Short Head,7,8-9tp,81,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Scholarship (IRE),J Cleary,7,Gerard O'Leary,7th,Neck,4,8-13,85,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Solar Breeze (IRE),O McSweeney,3,Daniel McLoughlin,6th,1 1/4 l,5,8-8,80,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Safecracker,B M Coen,0,J P Murtagh,5th,Short Head,6,10-1ht,101,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Star Harbour (IRE),Adam Caffrey,5,A McGuinness,4th,1 1/2 l,6,9-11v,97,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Saturn (IRE),S Foley,0,Mrs J Harrington,3rd,3/4 l,4,9-1tp1,87,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Deakin (FR),D McMonagle,0,J P O'Brien,2nd,Neck,4,9-8tp,94,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Crystal Black (IRE),C T Keane,0,G Keane,1st,N/A,6,9-12,98,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Titanium (FR),J A Heffernan,0,Ciaran Murphy,NR,N/A,5,9-9,95,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Take Heart (IRE),B M Coen,0,J P Murtagh,NR,N/A,4,9-10p1,96,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Chally Chute (IRE),W J Lee,0,M Halford & T Collins,NR,N/A,6,9-13,99,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Mr Rango (IRE),K G Kennedy,7,John M Harney,NR,N/A,6,9-2,88,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Soaring Monarch (IRE),L T McAteer,0,Barry J Fitzgerald,NR,N/A,7,8-13,85,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Lady Of Inishfree (IRE),R Whearty,5,N Meade,12th,4 1/2 l,5,9-1b1,87,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Zoffman (IRE),J A Powell,3,N Meade,11th,Short Head,5,9-5p,91,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Slieve Binnian (IRE),R P Whelan,0,M Halford & T Collins,10th,Neck,4,8-11,83,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Lady Lunette (IRE),C D Hayes,0,R P Cody,9th,Head,4,8-12,84,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Timourid (IRE),J M Sheridan,0,P W Flynn,8th,Short Head,7,8-9tp,81,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Scholarship (IRE),J Cleary,7,Gerard O'Leary,7th,Neck,4,8-13,85,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Solar Breeze (IRE),O McSweeney,3,Daniel McLoughlin,6th,1 1/4 l,5,8-8,80,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Safecracker,B M Coen,0,J P Murtagh,5th,Short Head,6,10-1ht,101,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Star Harbour (IRE),Adam Caffrey,5,A McGuinness,4th,1 1/2 l,6,9-11v,97,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Saturn (IRE),S Foley,0,Mrs J Harrington,3rd,3/4 l,4,9-1tp1,87,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Deakin (FR),D McMonagle,0,J P O'Brien,2nd,Neck,4,9-8tp,94,True,116,27
Curragh Racing Results | 25th May 2024 16:15,N/A,16:15,Good (Good To Firm In Places),1m 2f,Crystal Black (IRE),C T Keane,0,G Keane,1st,N/A,6,9-12,98,True,116,27
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Matter Of Fact (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-2,84,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Perfect Judgement (IRE),C J MacRedmond,5,A McGuinness,13th,Head,3,8-11,79,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Ragga Bomb (IRE),C T Keane,0,G M Lyons,12th,Head,3,9-9,91,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Tai Tam Bay (IRE),C D Hayes,0,E & P Harty,11th,1 1/2 l,3,8-10,78,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Democracy (IRE),R L Moore,0,A P O'Brien,10th,2 1/4 l,3,9-12,94,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Neo Smart (IRE),R P Cleary,0,J S Bolger,9th,Short Head,3,8-8t1,76,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Monasterboice (IRE),R Whearty,5,N Meade,8th,Neck,3,8-12b,80,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Uncle Albert (IRE),D P McDonogh,0,K P Cotter,7th,Nose,3,8-9,77,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Auburn Avenue (IRE),W Joyce,5,Chris Timmons,6th,1 l,3,8-7t,75,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Nerano (USA),D McMonagle,0,J P O'Brien,5th,Short Head,3,9-11t,93,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Grand City Hall (IRE),R P Whelan,0,J P Fahey,4th,1/2 l,3,9-1,83,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Gunzburg (IRE),G F Carroll,0,G P Cromwell,3rd,1 l,3,9-10,92,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Transcending Glory (IRE),B M Coen,0,J P Murtagh,2nd,3/4 l,3,9-5p,87,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Follow Me (FR),W J Lee,0,R O'Sullivan,1st,N/A,3,9-11,93,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Matter Of Fact (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-2,84,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Perfect Judgement (IRE),C J MacRedmond,5,A McGuinness,13th,Head,3,8-11,79,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Ragga Bomb (IRE),C T Keane,0,G M Lyons,12th,Head,3,9-9,91,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Tai Tam Bay (IRE),C D Hayes,0,E & P Harty,11th,1 1/2 l,3,8-10,78,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Democracy (IRE),R L Moore,0,A P O'Brien,10th,2 1/4 l,3,9-12,94,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Neo Smart (IRE),R P Cleary,0,J S Bolger,9th,Short Head,3,8-8t1,76,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Monasterboice (IRE),R Whearty,5,N Meade,8th,Neck,3,8-12b,80,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Uncle Albert (IRE),D P McDonogh,0,K P Cotter,7th,Nose,3,8-9,77,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Auburn Avenue (IRE),W Joyce,5,Chris Timmons,6th,1 l,3,8-7t,75,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Nerano (USA),D McMonagle,0,J P O'Brien,5th,Short Head,3,9-11t,93,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Grand City Hall (IRE),R P Whelan,0,J P Fahey,4th,1/2 l,3,9-1,83,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Gunzburg (IRE),G F Carroll,0,G P Cromwell,3rd,1 l,3,9-10,92,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Transcending Glory (IRE),B M Coen,0,J P Murtagh,2nd,3/4 l,3,9-5p,87,True,116,28
Curragh Racing Results | 25th May 2024 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Follow Me (FR),W J Lee,0,R O'Sullivan,1st,N/A,3,9-11,93,True,116,28
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Nestor (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Mythical Rock (IRE),Gabriella Adela Hill,10,Barry J Fitzgerald,NR,N/A,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Liffeydale Spirit (IRE),L T McAteer,0,Craig O'Neill,10th,34 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Ulfhada (IRE),W Joyce,5,A Sexton,9th,11 l,3,9-8t1,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Dancing Steve (IRE),C J MacRedmond,5,A McGuinness,8th,Head,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Viyanni (IRE),N G McCullagh,0,J P Murtagh,7th,2 1/2 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Trethorn,S Foley,0,Mrs J Harrington,6th,3 1/4 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Kalkanli,S B Kelly,0,J P Murtagh,5th,1 1/2 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Rosso (IRE),D McMonagle,0,J P O'Brien,4th,1 1/4 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Raydamann (FR),B M Coen,0,J P Murtagh,3rd,3 1/4 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Ozark Daze,W J Lee,0,A Oliver,2nd,8 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Jan Brueghel (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Nestor (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Mythical Rock (IRE),Gabriella Adela Hill,10,Barry J Fitzgerald,NR,N/A,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Liffeydale Spirit (IRE),L T McAteer,0,Craig O'Neill,10th,34 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Ulfhada (IRE),W Joyce,5,A Sexton,9th,11 l,3,9-8t1,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Dancing Steve (IRE),C J MacRedmond,5,A McGuinness,8th,Head,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Viyanni (IRE),N G McCullagh,0,J P Murtagh,7th,2 1/2 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Trethorn,S Foley,0,Mrs J Harrington,6th,3 1/4 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Kalkanli,S B Kelly,0,J P Murtagh,5th,1 1/2 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Rosso (IRE),D McMonagle,0,J P O'Brien,4th,1 1/4 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Raydamann (FR),B M Coen,0,J P Murtagh,3rd,3 1/4 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Ozark Daze,W J Lee,0,A Oliver,2nd,8 l,3,9-8,-,True,116,29
Curragh Racing Results | 25th May 2024 17:25,N/A,17:25,Good (Good To Firm In Places)  (Turf),1m 2f,Jan Brueghel (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,116,29
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Hugo's Girl (IRE),O McSweeney,3,Thomas Dowling,NR,N/A,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Red Veil (IRE),C T Keane,0,M O'Callaghan,NR,N/A,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Al Rojo Vivo (IRE),W J Lee,0,D J Bunyan,11th,6 1/2 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Far At Sea (IRE),L T McAteer,0,Barry J Fitzgerald,10th,3 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Twinkling Toes (IRE),N G McCullagh,0,Charles Weld,9th,2 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Cold Hearted (IRE),S Foley,0,Mrs J Harrington,8th,1 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Roaming Eyes (IRE),R C Colgan,0,S Lavery,7th,3 1/2 l,2,9-2h1,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Marys Not Contrary,N M Crosse,0,Mrs J Harrington,6th,Neck,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Queens Fury (FR),D Egan,0,A Murray,5th,1 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,And So To Bed (IRE),D McMonagle,0,J P O'Brien,4th,1/2 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Grande Marques (IRE),J M Sheridan,0,J A Stack,3rd,1/2 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,January (IRE),W M Lordan,0,A P O'Brien,2nd,2 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Heavens Gate (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Hugo's Girl (IRE),O McSweeney,3,Thomas Dowling,NR,N/A,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Red Veil (IRE),C T Keane,0,M O'Callaghan,NR,N/A,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Al Rojo Vivo (IRE),W J Lee,0,D J Bunyan,11th,6 1/2 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Far At Sea (IRE),L T McAteer,0,Barry J Fitzgerald,10th,3 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Twinkling Toes (IRE),N G McCullagh,0,Charles Weld,9th,2 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Cold Hearted (IRE),S Foley,0,Mrs J Harrington,8th,1 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Roaming Eyes (IRE),R C Colgan,0,S Lavery,7th,3 1/2 l,2,9-2h1,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Marys Not Contrary,N M Crosse,0,Mrs J Harrington,6th,Neck,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Queens Fury (FR),D Egan,0,A Murray,5th,1 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,And So To Bed (IRE),D McMonagle,0,J P O'Brien,4th,1/2 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Grande Marques (IRE),J M Sheridan,0,J A Stack,3rd,1/2 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,January (IRE),W M Lordan,0,A P O'Brien,2nd,2 1/4 l,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 13:25,N/A,13:25,Good,6f,Heavens Gate (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,116,30
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Shelaka (IRE),C D Hayes,0,D K Weld,11th,2 3/4 l,3,9-2,85,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Lia Fail (IRE),W Joyce,5,M Mulvany,10th,2 1/4 l,3,8-13t,82,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Snellen (IRE),G F Carroll,0,G P Cromwell,9th,1 1/2 l,3,9-9,92,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Profit Refused (IRE),R P Cleary,0,K Prendergast,8th,3/4 l,3,9-2,85,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,7th,Neck,3,9-7,90,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Evening Blossom (IRE),M W Hassett,5,J P O'Brien,6th,Neck,3,8-12,81,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Sluice (IRE),D McMonagle,0,J P O'Brien,5th,1 1/4 l,3,9-3,86,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,September Leaves (IRE),K G Kennedy,7,Mrs J Harrington,4th,Head,3,8-7v,76,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Asian Daze (IRE),R M Mulligan,7,J P Murtagh,3rd,1 1/2 l,3,9-12,95,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Flight Of Fancy (IRE),R L Moore,0,A P O'Brien,2nd,Head,3,9-7,90,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Zaynab (IRE),D P McDonogh,0,G Elliott,1st,N/A,3,8-13,82,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Shelaka (IRE),C D Hayes,0,D K Weld,11th,2 3/4 l,3,9-2,85,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Lia Fail (IRE),W Joyce,5,M Mulvany,10th,2 1/4 l,3,8-13t,82,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Snellen (IRE),G F Carroll,0,G P Cromwell,9th,1 1/2 l,3,9-9,92,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Profit Refused (IRE),R P Cleary,0,K Prendergast,8th,3/4 l,3,9-2,85,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,7th,Neck,3,9-7,90,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Evening Blossom (IRE),M W Hassett,5,J P O'Brien,6th,Neck,3,8-12,81,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Sluice (IRE),D McMonagle,0,J P O'Brien,5th,1 1/4 l,3,9-3,86,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,September Leaves (IRE),K G Kennedy,7,Mrs J Harrington,4th,Head,3,8-7v,76,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Asian Daze (IRE),R M Mulligan,7,J P Murtagh,3rd,1 1/2 l,3,9-12,95,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Flight Of Fancy (IRE),R L Moore,0,A P O'Brien,2nd,Head,3,9-7,90,True,116,31
Curragh Racing Results | 26th May 2024 14:00,N/A,14:00,Good,1m,Zaynab (IRE),D P McDonogh,0,G Elliott,1st,N/A,3,8-13,82,True,116,31
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Gregarina (FR),M P Sheehy,0,J P O'Brien,NR,N/A,5,9-2h,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Mammas Girl,D Egan,0,A Murray,8th,1 1/4 l,4,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Girl Racer (IRE),B M Coen,0,J P Murtagh,7th,Head,4,9-2h1,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Villanova Queen (IRE),S Foley,0,Mrs J Harrington,6th,1 1/4 l,5,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,You Send Me (IRE),Oisin Murphy,0,J A Stack,5th,1 1/4 l,4,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Orchid Bloom,Tom Marquand,0,W J Haggas,4th,Head,4,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Rogue Millennium (IRE),D McMonagle,0,J P O'Brien,3rd,1 l,5,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Goldana (IRE),D P McDonogh,0,J P O'Brien,2nd,1 1/4 l,5,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Ocean Jewel (IRE),W J Lee,0,W McCreery,1st,N/A,4,9-2h,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Gregarina (FR),M P Sheehy,0,J P O'Brien,NR,N/A,5,9-2h,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Mammas Girl,D Egan,0,A Murray,8th,1 1/4 l,4,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Girl Racer (IRE),B M Coen,0,J P Murtagh,7th,Head,4,9-2h1,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Villanova Queen (IRE),S Foley,0,Mrs J Harrington,6th,1 1/4 l,5,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,You Send Me (IRE),Oisin Murphy,0,J A Stack,5th,1 1/4 l,4,9-2,-,True,116,32
Curragh Racing Results | 26th May 2024 14:35,N/A,14:35,Good,1m,Orchid Bloom,Tom Marquand,0,W J Haggas,4th,Head,4,9-2,-,True,116,32
