track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Sphagnum (IRE),D P Maxwell,7,J P Broderick,F,N/A,7,12-0tp,115,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Nazine (IRE),P K Donovan,5,M J McDonagh,BD,N/A,7,10-5b,92,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Invictus Machin (FR),K E Buckley,0,G P Cromwell,6th,3 1/4 l,6,11-13h,114,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,The Dabbler (IRE),Mr P W Gleeson,7,L P Cusack,5th,12 l,11,11-9p,110,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Temptationinmilan (IRE),P Byrnes,3,C Byrnes,4th,2 1/2 l,8,11-12,113,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Broken Ice (IRE),K M Donoghue,0,G P Cromwell,3rd,3 1/4 l,8,11-9,110,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Definiteadare (IRE),G Brouder,5,C Coakley,2nd,10 l,10,10-0,87,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Surf Club (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,8,11-10t,111,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Grange Island (IRE),D J O'Keeffe,0,W J Burke,NR,N/A,8,11-13tp,114,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,He Fitz In (IRE),S O'Callaghan,5,D E Fitzgerald,NR,N/A,8,10-13v,100,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Bocelli's Voice (IRE),P J O'Hanlon,3,D A McLoughlin,NR,N/A,8,11-10tp,111,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Gateau De Miel (FR),Rachael Blackmore,0,H De Bromhead,NR,N/A,8,11-13t,114,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Favori Logique (FR),T P Harney,7,R O'Sullivan,NR,N/A,9,11-7,108,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Sphagnum (IRE),D P Maxwell,7,J P Broderick,F,N/A,7,12-0tp,115,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Nazine (IRE),P K Donovan,5,M J McDonagh,BD,N/A,7,10-5b,92,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Invictus Machin (FR),K E Buckley,0,G P Cromwell,6th,3 1/4 l,6,11-13h,114,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,The Dabbler (IRE),Mr P W Gleeson,7,L P Cusack,5th,12 l,11,11-9p,110,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Temptationinmilan (IRE),P Byrnes,3,C Byrnes,4th,2 1/2 l,8,11-12,113,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Broken Ice (IRE),K M Donoghue,0,G P Cromwell,3rd,3 1/4 l,8,11-9,110,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Definiteadare (IRE),G Brouder,5,C Coakley,2nd,10 l,10,10-0,87,True,116,6
Limerick Racing Results | 23rd May 2024 20:30,N/A,20:30,Good To Firm,3m 1f 110y,Surf Club (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,8,11-10t,111,True,116,6
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Immortal Jock (IRE),B M Coen,0,A Oliver,NR,N/A,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Searcog (IRE),J M Sheridan,0,P Magee,NR,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Flynn Ryder,D P McDonogh,0,Eoghan O'Neill,NR,N/A,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Gazelle D'or (IRE),D E Sheehy,0,M C Grassick,NR,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Gloriously Glam (IRE),S Foley,0,Mrs J Harrington,NR,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,The Black Stuff (IRE),K G Kennedy,7,P Magee,21st,2 1/4 l,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Anchors Away (IRE),R P Cleary,0,Mrs S Dawson,20th,3 1/2 l,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Coulstys Way (IRE),M P Sheehy,0,P Magee,19th,Neck,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Mystic Rose (IRE),M W Hassett,5,M Mulvany,18th,Neck,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Allenwood (IRE),R P Whelan,0,J Davison,17th,1 1/4 l,2,8-8t1,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,El Fontenaro (IRE),L F Roche,0,J P Fahey,16th,1 l,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Therussiancomposer,N M Crosse,0,Ciaran Murphy,15th,Neck,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Hooz In Court (IRE),S Foley,0,E & P Harty,14th,Nose,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Vovatia (IRE),R C Colgan,0,S Lavery,13th,Neck,2,8-12,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Moonhall Lass (IRE),K J Leonard,0,Alan McIntyre,12th,1 l,2,8-10,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Go On Green,G M Ryan,0,J G Coogan,11th,1 1/2 l,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Decker (IRE),J A Powell,3,N Meade,10th,Head,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Happy For Evva (IRE),Siobhan Rutledge,3,S Lavery,9th,Neck,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Eric Lock,R Whearty,5,N Meade,8th,3/4 l,2,9-3,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Barton Key (IRE),D McMonagle,0,J P O'Brien,7th,Nose,2,9-1,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,New Theory (IRE),B M Coen,0,J A Stack,6th,2 l,2,8-12,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Fairhaven (IRE),W J Lee,0,W McCreery,5th,3/4 l,2,9-2,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Booklight (IRE),W M Lordan,0,N Lupini,4th,1 1/4 l,2,9-0,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Iowntheball,C D Hayes,0,K Prendergast,3rd,1 l,2,9-1,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,No Such Thing (IRE),C T Keane,0,G M Lyons,2nd,1 1/2 l,2,9-7,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Orchidaceae (IRE),A J Slattery,0,A Oliver,1st,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Immortal Jock (IRE),B M Coen,0,A Oliver,NR,N/A,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Searcog (IRE),J M Sheridan,0,P Magee,NR,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Flynn Ryder,D P McDonogh,0,Eoghan O'Neill,NR,N/A,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Gazelle D'or (IRE),D E Sheehy,0,M C Grassick,NR,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Gloriously Glam (IRE),S Foley,0,Mrs J Harrington,NR,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,The Black Stuff (IRE),K G Kennedy,7,P Magee,21st,2 1/4 l,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Anchors Away (IRE),R P Cleary,0,Mrs S Dawson,20th,3 1/2 l,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Coulstys Way (IRE),M P Sheehy,0,P Magee,19th,Neck,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Mystic Rose (IRE),M W Hassett,5,M Mulvany,18th,Neck,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Allenwood (IRE),R P Whelan,0,J Davison,17th,1 1/4 l,2,8-8t1,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,El Fontenaro (IRE),L F Roche,0,J P Fahey,16th,1 l,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Therussiancomposer,N M Crosse,0,Ciaran Murphy,15th,Neck,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Hooz In Court (IRE),S Foley,0,E & P Harty,14th,Nose,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Vovatia (IRE),R C Colgan,0,S Lavery,13th,Neck,2,8-12,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Moonhall Lass (IRE),K J Leonard,0,Alan McIntyre,12th,1 l,2,8-10,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Go On Green,G M Ryan,0,J G Coogan,11th,1 1/2 l,2,8-13,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Decker (IRE),J A Powell,3,N Meade,10th,Head,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Happy For Evva (IRE),Siobhan Rutledge,3,S Lavery,9th,Neck,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Eric Lock,R Whearty,5,N Meade,8th,3/4 l,2,9-3,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Barton Key (IRE),D McMonagle,0,J P O'Brien,7th,Nose,2,9-1,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,New Theory (IRE),B M Coen,0,J A Stack,6th,2 l,2,8-12,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Fairhaven (IRE),W J Lee,0,W McCreery,5th,3/4 l,2,9-2,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Booklight (IRE),W M Lordan,0,N Lupini,4th,1 1/4 l,2,9-0,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Iowntheball,C D Hayes,0,K Prendergast,3rd,1 l,2,9-1,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,No Such Thing (IRE),C T Keane,0,G M Lyons,2nd,1 1/2 l,2,9-7,-,True,116,7
Curragh Racing Results | 24th May 2024 16:45,N/A,16:45,Good,6f,Orchidaceae (IRE),A J Slattery,0,A Oliver,1st,N/A,2,8-8,-,True,116,7
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Eccellente,Neve Bennett,7,D J Bunyan,NR,N/A,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Girl Of Sardinia (IRE),R P Cleary,0,D J Bunyan,13th,5 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Leni Mo (IRE),R C Colgan,0,A Kinirons,12th,1 l,3,9-3h,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,It's A Gamble (IRE),M W Hassett,5,B Nolan,11th,1 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Sea Of Moyle (IRE),R P Whelan,0,K P Cotter,10th,2 3/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Vierson (IRE),D McMonagle,0,Ciaran Murphy,9th,1 l,3,9-3h1,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Pansy Poe (IRE),J M Sheridan,0,J A Stack,8th,2 1/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Campari Soda (IRE),C D Hayes,0,D K Weld,7th,2 3/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Ebanza (IRE),B M Coen,0,J P Murtagh,6th,Short Head,3,9-3h,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Emerald Banner (IRE),S Foley,0,Mrs J Harrington,5th,1/2 l,3,9-3tp1,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Beatrix Power (IRE),J J G Ryan,5,E Lynam,4th,1 1/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Over The Blues (IRE),L T McAteer,0,P T Foley,3rd,1/2 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Ojw Legacy (IRE),A J Slattery,0,A Slattery,2nd,3/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Apricot Ice (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Eccellente,Neve Bennett,7,D J Bunyan,NR,N/A,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Girl Of Sardinia (IRE),R P Cleary,0,D J Bunyan,13th,5 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Leni Mo (IRE),R C Colgan,0,A Kinirons,12th,1 l,3,9-3h,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,It's A Gamble (IRE),M W Hassett,5,B Nolan,11th,1 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Sea Of Moyle (IRE),R P Whelan,0,K P Cotter,10th,2 3/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Vierson (IRE),D McMonagle,0,Ciaran Murphy,9th,1 l,3,9-3h1,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Pansy Poe (IRE),J M Sheridan,0,J A Stack,8th,2 1/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Campari Soda (IRE),C D Hayes,0,D K Weld,7th,2 3/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Ebanza (IRE),B M Coen,0,J P Murtagh,6th,Short Head,3,9-3h,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Emerald Banner (IRE),S Foley,0,Mrs J Harrington,5th,1/2 l,3,9-3tp1,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Beatrix Power (IRE),J J G Ryan,5,E Lynam,4th,1 1/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Over The Blues (IRE),L T McAteer,0,P T Foley,3rd,1/2 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Ojw Legacy (IRE),A J Slattery,0,A Slattery,2nd,3/4 l,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:15,N/A,17:15,Good,6f,Apricot Ice (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-3,-,True,116,8
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Gabriella's Spirit (IRE),W J Lee,0,K J Condon,NR,N/A,5,9-12tp,88,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,What A Squeeze (IRE),J A Powell,3,K J Condon,9th,1 1/4 l,3,8-7t1,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Screen Siren (IRE),C D Hayes,0,E Lynam,8th,4 1/2 l,6,9-13p,89,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Anvika (IRE),R P Cleary,0,S Lavery,7th,Head,3,8-7,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Glamorously (IRE),Siobhan Rutledge,3,Mrs J Harrington,6th,3/4 l,3,8-7v1,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Back Down Under (IRE),K G Kennedy,7,P Roche,5th,1 3/4 l,3,8-7,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Saturn Seven (IRE),S Foley,0,E Lynam,4th,1/2 l,4,8-10,72,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Transcendental (FR),R Whearty,5,G P Cromwell,3rd,1 3/4 l,6,9-2,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Charlisse (IRE),L F Roche,0,D Cullen,2nd,Nose,5,8-12,74,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Dance Night Andday (IRE),C T Keane,0,R O'Sullivan,1st,N/A,4,10-1,91,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Gabriella's Spirit (IRE),W J Lee,0,K J Condon,NR,N/A,5,9-12tp,88,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,What A Squeeze (IRE),J A Powell,3,K J Condon,9th,1 1/4 l,3,8-7t1,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Screen Siren (IRE),C D Hayes,0,E Lynam,8th,4 1/2 l,6,9-13p,89,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Anvika (IRE),R P Cleary,0,S Lavery,7th,Head,3,8-7,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Glamorously (IRE),Siobhan Rutledge,3,Mrs J Harrington,6th,3/4 l,3,8-7v1,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Back Down Under (IRE),K G Kennedy,7,P Roche,5th,1 3/4 l,3,8-7,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Saturn Seven (IRE),S Foley,0,E Lynam,4th,1/2 l,4,8-10,72,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Transcendental (FR),R Whearty,5,G P Cromwell,3rd,1 3/4 l,6,9-2,78,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Charlisse (IRE),L F Roche,0,D Cullen,2nd,Nose,5,8-12,74,True,116,9
Curragh Racing Results | 24th May 2024 17:50,N/A,17:50,Good,6f,Dance Night Andday (IRE),C T Keane,0,R O'Sullivan,1st,N/A,4,10-1,91,True,116,9
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,The Real Screamer (IRE),R Whearty,5,P W Flynn,10th,3 3/4 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Golden Goose (IRE),P A Harnett,5,Miss T L Cogan,9th,2 l,4,10-5,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Never Thought (IRE),R P Whelan,0,J P Fahey,8th,1 l,3,9-3,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Duchess Wannabe (IRE),J M Sheridan,0,J A Stack,7th,Neck,3,9-3,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Polaris Dancer (IRE),G F Carroll,0,W P Browne,6th,1/2 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Prince Of Eyeries (IRE),D W O'Connor,0,K J Condon,5th,Head,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Balyan (IRE),B M Coen,0,J P Murtagh,4th,2 1/4 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Kortez Bay (IRE),R C Colgan,0,S Lavery,3rd,2 1/4 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Galen,D McMonagle,0,J P O'Brien,2nd,2 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Super Sox,W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,The Real Screamer (IRE),R Whearty,5,P W Flynn,10th,3 3/4 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Golden Goose (IRE),P A Harnett,5,Miss T L Cogan,9th,2 l,4,10-5,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Never Thought (IRE),R P Whelan,0,J P Fahey,8th,1 l,3,9-3,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Duchess Wannabe (IRE),J M Sheridan,0,J A Stack,7th,Neck,3,9-3,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Polaris Dancer (IRE),G F Carroll,0,W P Browne,6th,1/2 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Prince Of Eyeries (IRE),D W O'Connor,0,K J Condon,5th,Head,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Balyan (IRE),B M Coen,0,J P Murtagh,4th,2 1/4 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Kortez Bay (IRE),R C Colgan,0,S Lavery,3rd,2 1/4 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Galen,D McMonagle,0,J P O'Brien,2nd,2 l,3,9-8,-,True,116,10
Curragh Racing Results | 24th May 2024 18:20,N/A,18:20,Good,7f,Super Sox,W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,116,10
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Verhoyen,D E Sheehy,0,M C Grassick,NR,N/A,9,9-6b,81,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Dagoda (IRE),Adam Caffrey,5,Miss Jennifer Anne Lynch,NR,N/A,6,9-6,81,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Secret Magician (IRE),C D Hayes,0,M Hassett,14th,1 l,5,8-7,68,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Rumbled Again (IRE),J M Sheridan,0,D Hogan,13th,1 1/4 l,4,8-8p,69,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,New Definition,J Kearney,5,R O'Brien,12th,1/2 l,4,10-0,89,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Pier Pressure (FR),C T Keane,0,G M Lyons,11th,1 1/2 l,4,9-10b,85,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Genuine Article,J J G Ryan,5,G Keane,10th,3/4 l,4,9-10,85,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Volatile Analyst (USA),C J MacRedmond,5,A McGuinness,9th,Neck,7,9-6p,81,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Benavente,D McMonagle,0,Kevin Coleman,8th,Head,6,9-6,81,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Blanc De Noir (IRE),B M Coen,0,J P Murtagh,7th,Nose,4,8-12,73,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Ice Cold In Alex (IRE),J A Powell,3,K J Condon,5th,Dead Heat,10,8-11t,72,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Expressova (IRE),M W Hassett,5,J P O'Brien,5th,Neck,4,9-5h,80,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Physique (IRE),L F Roche,0,M Fenton,4th,Head,4,9-10h1,85,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Tough Talk (IRE),G F Carroll,0,G M Lyons,3rd,3/4 l,4,9-10t,85,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Pinar Del Rio,R P Whelan,0,Joe Conlon,2nd,3/4 l,5,9-6p,81,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Hurricane Ivor (IRE),S Foley,0,Mrs J Harrington,1st,N/A,7,9-12,87,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Verhoyen,D E Sheehy,0,M C Grassick,NR,N/A,9,9-6b,81,True,116,11
Curragh Racing Results | 24th May 2024 18:50,N/A,18:50,Good,7f,Dagoda (IRE),Adam Caffrey,5,Miss Jennifer Anne Lynch,NR,N/A,6,9-6,81,True,116,11
