track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Chica Guerrera (IRE),L F Roche,0,M Fahey,1st,N/A,3,9-9,63,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Galaxy Wonder (IRE),Nicola Burns,7,A McNamara,9th,1/2 l,3,9-4v,58,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Electric Beauty (IRE),Sam Coen,7,M Mulvany,8th,9 l,3,9-12,66,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Midnight Stagger (IRE),K G Kennedy,5,M Fahey,7th,Neck,3,9-1,55,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Flynn Ryder,D W O'Connor,0,Eoghan O'Neill,6th,2 1/4 l,3,9-11p,65,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Drucker (USA),A Browne-Souza,7,A Slattery,5th,4 3/4 l,3,9-11,65,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Baila Conmigo (IRE),J Cleary,5,A Murray,4th,1/2 l,3,9-7,61,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Boyne Valley (IRE),R Whearty,3,M Mulvany,3rd,4 1/2 l,3,9-6,60,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Enziya (IRE),M W Hassett,3,R P Cody,2nd,2 1/4 l,3,9-10tp,64,True,12,38
Tramore Racing Results | 16th August 2025 18:00,2025-08-16,18:00,Good To Yielding,1m 4f,Chica Guerrera (IRE),L F Roche,0,M Fahey,1st,N/A,3,9-9,63,True,12,38
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Daymer Bay (IRE),Sam Coen,7,Ciaran Murphy,7th,1 1/2 l,4,9-8tp,50,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Moondharrig (IRE),D King,0,E Doyle,6th,3 1/2 l,5,10-3tb,59,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Serafina (IRE),L F Roche,0,D K Weld,5th,Neck,6,9-10v,52,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Highway Sixty One (IRE),Nicola Burns,7,A McNamara,4th,3 1/2 l,3,8-13p,50,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Captain Hanley (IRE),R Whearty,3,E O'Connell,3rd,Short Head,5,10-2t,58,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Gotta Catch'em All (IRE),D J O'Keeffe,0,H Rogers,2nd,3/4 l,5,10-4t,60,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Stepdance (IRE),M W Hassett,3,H De Bromhead,1st,N/A,5,10-2,58,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Daymer Bay (IRE),Sam Coen,7,Ciaran Murphy,7th,1 1/2 l,4,9-8tp,50,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Moondharrig (IRE),D King,0,E Doyle,6th,3 1/2 l,5,10-3tb,59,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Serafina (IRE),L F Roche,0,D K Weld,5th,Neck,6,9-10v,52,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Highway Sixty One (IRE),Nicola Burns,7,A McNamara,4th,3 1/2 l,3,8-13p,50,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Captain Hanley (IRE),R Whearty,3,E O'Connell,3rd,Short Head,5,10-2t,58,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Gotta Catch'em All (IRE),D J O'Keeffe,0,H Rogers,2nd,3/4 l,5,10-4t,60,True,12,39
Tramore Racing Results | 16th August 2025 18:32,2025-08-16,18:32,Good To Yielding,1m 4f,Stepdance (IRE),M W Hassett,3,H De Bromhead,1st,N/A,5,10-2,58,True,12,39
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Voice Of Reason (IRE),P McGettigan,7,W Delahunty,9th,4 1/4 l,5,9-12p,74,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,La Dame Blanche (IRE),R M Mulligan,7,Dermot Kilmartin,8th,Short Head,6,9-13,75,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Northern Ruler,D E Mullins,0,M O'Callaghan,7th,4 3/4 l,4,10-7t1,83,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Gracesolution (IRE),D W O'Connor,0,R O'Sullivan,6th,3/4 l,8,9-6,68,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Ina Mina,R Whearty,3,M Mulvany,5th,3/4 l,4,9-13,75,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Doctor Grace (IRE),Sam Coen,7,A McGuinness,4th,2 1/4 l,5,9-9p,71,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Blackberry Jack (IRE),M W Hassett,3,D Leahy,3rd,5 l,8,8-9,55,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Oriole,L F Roche,0,M Fahey,2nd,3/4 l,6,10-0p,76,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Tounsivator (FR),D McMonagle,0,W P Mullins,1st,N/A,6,10-2,78,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Voice Of Reason (IRE),P McGettigan,7,W Delahunty,9th,4 1/4 l,5,9-12p,74,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,La Dame Blanche (IRE),R M Mulligan,7,Dermot Kilmartin,8th,Short Head,6,9-13,75,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Northern Ruler,D E Mullins,0,M O'Callaghan,7th,4 3/4 l,4,10-7t1,83,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Gracesolution (IRE),D W O'Connor,0,R O'Sullivan,6th,3/4 l,8,9-6,68,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Ina Mina,R Whearty,3,M Mulvany,5th,3/4 l,4,9-13,75,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Doctor Grace (IRE),Sam Coen,7,A McGuinness,4th,2 1/4 l,5,9-9p,71,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Blackberry Jack (IRE),M W Hassett,3,D Leahy,3rd,5 l,8,8-9,55,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Oriole,L F Roche,0,M Fahey,2nd,3/4 l,6,10-0p,76,True,12,40
Tramore Racing Results | 16th August 2025 19:02,2025-08-16,19:02,Good To Yielding,1m 4f,Tounsivator (FR),D McMonagle,0,W P Mullins,1st,N/A,6,10-2,78,True,12,40
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Harry's Legacy,D W O'Connor,0,R O'Sullivan,10th,6 l,7,9-3t,72,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Ephesus (IRE),K G Kennedy,5,D Hogan,9th,Short Head,4,9-12tp,81,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Highwind (FR),S F O'Keeffe,0,W P Mullins,8th,2 l,5,10-3,86,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Action Plan (IRE),Nicola Burns,7,Gerard O'Leary,7th,1 3/4 l,4,9-7p,76,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,6th,1 1/4 l,9,10-4p,87,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Curious Bride (IRE),C Cusack,7,E O'Connell,5th,7 1/2 l,8,9-8t,77,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,So Scottish (FR),J A Powell,3,E Mullins,4th,3 3/4 l,8,9-2tp,71,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,3rd,1 1/2 l,6,9-13,82,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Shoda (IRE),D McMonagle,0,J P O'Brien,2nd,2 3/4 l,4,10-0,83,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,The Truant (IRE),L F Roche,0,P W Flynn,1st,N/A,8,8-10t,65,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Harry's Legacy,D W O'Connor,0,R O'Sullivan,10th,6 l,7,9-3t,72,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Ephesus (IRE),K G Kennedy,5,D Hogan,9th,Short Head,4,9-12tp,81,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Highwind (FR),S F O'Keeffe,0,W P Mullins,8th,2 l,5,10-3,86,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Action Plan (IRE),Nicola Burns,7,Gerard O'Leary,7th,1 3/4 l,4,9-7p,76,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,6th,1 1/4 l,9,10-4p,87,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Curious Bride (IRE),C Cusack,7,E O'Connell,5th,7 1/2 l,8,9-8t,77,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,So Scottish (FR),J A Powell,3,E Mullins,4th,3 3/4 l,8,9-2tp,71,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,3rd,1 1/2 l,6,9-13,82,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,Shoda (IRE),D McMonagle,0,J P O'Brien,2nd,2 3/4 l,4,10-0,83,True,12,41
Tramore Racing Results | 16th August 2025 19:37,2025-08-16,19:37,Good To Yielding,2m,The Truant (IRE),L F Roche,0,P W Flynn,1st,N/A,8,8-10t,65,True,12,41
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Navajo River (IRE),J M Sheridan,0,A Mullins,9th,19 l,5,10-2,58,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Swelltime (IRE),C D Hayes,0,W J O'Doherty,8th,4 1/2 l,9,9-0,42,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Randall Poets Lass (IRE),Nicola Burns,7,S Fahey,7th,1 1/4 l,5,9-4,46,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Rauzan (IRE),J J G Ryan,0,E Doyle,6th,1/2 l,5,10-2b,58,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Spinning Web (IRE),J A Heffernan,0,Ms M Mullins,5th,1/2 l,5,9-11t,53,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Dumb Love (IRE),D McMonagle,0,Gerard O'Leary,4th,2 l,5,10-0,56,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Duke Otto (IRE),A C Persse,7,P J Flynn,3rd,2 l,7,8-12p1,40,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Takarengo (IRE),D J O'Keeffe,0,J Barcoe,2nd,1 l,9,10-4,60,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Ballycommon Chapel (IRE),P McGettigan,7,R Donohoe,1st,N/A,7,8-12p,40,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Navajo River (IRE),J M Sheridan,0,A Mullins,9th,19 l,5,10-2,58,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Swelltime (IRE),C D Hayes,0,W J O'Doherty,8th,4 1/2 l,9,9-0,42,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Randall Poets Lass (IRE),Nicola Burns,7,S Fahey,7th,1 1/4 l,5,9-4,46,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Rauzan (IRE),J J G Ryan,0,E Doyle,6th,1/2 l,5,10-2b,58,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Spinning Web (IRE),J A Heffernan,0,Ms M Mullins,5th,1/2 l,5,9-11t,53,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Dumb Love (IRE),D McMonagle,0,Gerard O'Leary,4th,2 l,5,10-0,56,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Duke Otto (IRE),A C Persse,7,P J Flynn,3rd,2 l,7,8-12p1,40,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Takarengo (IRE),D J O'Keeffe,0,J Barcoe,2nd,1 l,9,10-4,60,True,12,42
Tramore Racing Results | 16th August 2025 20:10,2025-08-16,20:10,Good To Yielding,2m,Ballycommon Chapel (IRE),P McGettigan,7,R Donohoe,1st,N/A,7,8-12p,40,True,12,42
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Tricksofthetrade (IRE),D Meyler,0,E Mullins,F,N/A,5,10-11ht,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Mount Hotham (IRE),P Hanlon,7,J J Hanlon,7th,32 l,6,11-4,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Gianh River (IRE),B P Kennedy,7,P G Fahey,6th,6 l,5,11-4,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Hale Bopp,H E Sexton,7,R Donohoe,5th,13 l,7,11-12h,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Red Or White (IRE),D E Mullins,0,J P Ryan,4th,7 1/2 l,6,11-4,96,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Cosmos D'ainay (FR),J W Kennedy,0,G Elliott,3rd,11 l,5,11-12,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Deed Pole,J P Shinnick,3,T O'Brien,2nd,5 1/2 l,5,11-12,107,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Migdam (FR),K E Buckley,0,E Buckley,1st,N/A,6,11-12h1,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Tricksofthetrade (IRE),D Meyler,0,E Mullins,F,N/A,5,10-11ht,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Mount Hotham (IRE),P Hanlon,7,J J Hanlon,7th,32 l,6,11-4,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Gianh River (IRE),B P Kennedy,7,P G Fahey,6th,6 l,5,11-4,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Hale Bopp,H E Sexton,7,R Donohoe,5th,13 l,7,11-12h,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Red Or White (IRE),D E Mullins,0,J P Ryan,4th,7 1/2 l,6,11-4,96,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Cosmos D'ainay (FR),J W Kennedy,0,G Elliott,3rd,11 l,5,11-12,-,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Deed Pole,J P Shinnick,3,T O'Brien,2nd,5 1/2 l,5,11-12,107,True,12,43
Tramore Racing Results | 17th August 2025 14:30,2025-08-17,14:30,Good,2m 140y,Migdam (FR),K E Buckley,0,E Buckley,1st,N/A,6,11-12h1,-,True,12,43
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Agent Tequila (IRE),B W Harvey,0,J C McConnell,13th,1 1/2 l,7,11-7,92,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Lucky This Time (IRE),C M Hogan,7,P J Rothwell,12th,3 1/2 l,4,10-5,79,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Eastmore,M M McDonagh,0,C Byrnes,11th,2 l,5,11-7,92,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Maralinga (IRE),Mr D Doyle,7,T Doyle,10th,1/2 l,7,11-6,91,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Glorious Singer (IRE),Ms A Power,7,Ms M Flynn,9th,3 1/4 l,10,10-2,73,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Met Office (IRE),J J Slevin,0,E Doyle,8th,1 1/4 l,8,11-1,86,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Theanniversary Man (IRE),G B Noonan,5,Frank Hayes,7th,Neck,6,10-1p,72,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Benzine,S Fitzgerald,0,J Morrison,6th,1 1/2 l,6,11-4,89,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Cholo (IRE),C M Quirke,0,M Butler,5th,3 l,4,10-3,77,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Gekkota (FR),L Quinlan,0,T J O'Mara,4th,3/4 l,9,11-7,92,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Arthur's Victory (IRE),D E Mullins,0,J Nash,3rd,Head,7,10-11,82,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,May Call You Back,B Hayes,0,W P Mullins,2nd,1/2 l,7,11-13,98,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Surviving Murmansk (IRE),H E Sexton,7,J Barcoe,1st,N/A,7,10-2,73,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Agent Tequila (IRE),B W Harvey,0,J C McConnell,13th,1 1/2 l,7,11-7,92,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Lucky This Time (IRE),C M Hogan,7,P J Rothwell,12th,3 1/2 l,4,10-5,79,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Eastmore,M M McDonagh,0,C Byrnes,11th,2 l,5,11-7,92,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Maralinga (IRE),Mr D Doyle,7,T Doyle,10th,1/2 l,7,11-6,91,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Glorious Singer (IRE),Ms A Power,7,Ms M Flynn,9th,3 1/4 l,10,10-2,73,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Met Office (IRE),J J Slevin,0,E Doyle,8th,1 1/4 l,8,11-1,86,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Theanniversary Man (IRE),G B Noonan,5,Frank Hayes,7th,Neck,6,10-1p,72,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Benzine,S Fitzgerald,0,J Morrison,6th,1 1/2 l,6,11-4,89,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Cholo (IRE),C M Quirke,0,M Butler,5th,3 l,4,10-3,77,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Gekkota (FR),L Quinlan,0,T J O'Mara,4th,3/4 l,9,11-7,92,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Arthur's Victory (IRE),D E Mullins,0,J Nash,3rd,Head,7,10-11,82,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,May Call You Back,B Hayes,0,W P Mullins,2nd,1/2 l,7,11-13,98,True,12,44
Tramore Racing Results | 17th August 2025 15:00,2025-08-17,15:00,Good,2m 140y,Surviving Murmansk (IRE),H E Sexton,7,J Barcoe,1st,N/A,7,10-2,73,True,12,44
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Ballydrum (IRE),D King,0,J P Ryan,7th,43 l,8,10-11,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Courtbrack Boy (IRE),J P Shinnick,3,T O'Brien,6th,3/4 l,5,11-4h1,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Singing Casamento (IRE),Mr B J Walsh,7,B J Walsh,5th,5 l,5,10-11,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Nohilltoosteep (IRE),E M O'Sullivan,7,J Barcoe,4th,19 l,6,11-4tp,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,March On Dave (IRE),C M Quirke,0,M O Quigley,3rd,29 l,8,11-4,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,The Monkey Pole (IRE),Ms E L Herbison,7,N Dooly,2nd,6 1/2 l,5,11-4,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Full Of Life (FR),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,10-11,117,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Ballydrum (IRE),D King,0,J P Ryan,7th,43 l,8,10-11,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Courtbrack Boy (IRE),J P Shinnick,3,T O'Brien,6th,3/4 l,5,11-4h1,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Singing Casamento (IRE),Mr B J Walsh,7,B J Walsh,5th,5 l,5,10-11,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Nohilltoosteep (IRE),E M O'Sullivan,7,J Barcoe,4th,19 l,6,11-4tp,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,March On Dave (IRE),C M Quirke,0,M O Quigley,3rd,29 l,8,11-4,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,The Monkey Pole (IRE),Ms E L Herbison,7,N Dooly,2nd,6 1/2 l,5,11-4,-,True,12,45
Tramore Racing Results | 17th August 2025 15:30,2025-08-17,15:30,Good,2m 5f 80y,Full Of Life (FR),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,10-11,117,True,12,45
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,World Of Fortunes (IRE),J C Gainford,0,L Kenny,PU,N/A,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Costanuci (IRE),B Hayes,0,J Queally,PU,N/A,8,11-7,112,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Gers Gigi (IRE),J W Kennedy,0,G Elliott,6th,46 l,6,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Femme Magnifique (IRE),C M Quirke,0,P Kiely,5th,Head,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Long Gone (IRE),A Harvey,5,D Queally,4th,6 1/2 l,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Coole Cherry (IRE),P Townend,0,W P Mullins,3rd,3 3/4 l,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Littlebiggie (IRE),L Quinlan,0,R Hackett,2nd,6 1/2 l,8,11-7t1,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Cobra Queen (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-7,115,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,World Of Fortunes (IRE),J C Gainford,0,L Kenny,PU,N/A,7,11-7,-,True,12,46
Tramore Racing Results | 17th August 2025 16:00,2025-08-17,16:00,Good,2m 6f,Costanuci (IRE),B Hayes,0,J Queally,PU,N/A,8,11-7,112,True,12,46
