track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Affordale Fury (IRE),D Meyler,0,N Meade,NR,N/A,7,11-0,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Clonmeen (IRE),S D Torrens,0,William P Murphy,6th,87 l,10,11-0tp1,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,French Dynamite (FR),D J O'Keeffe,0,M F Morris,5th,6 l,10,11-6tp,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Minella Cocooner (IRE),D E Mullins,0,W P Mullins,4th,1 1/2 l,9,11-0,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Capodanno (FR),M P Walsh,0,W P Mullins,3rd,6 l,9,11-8t,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Intense Raffles (FR),J J Slevin,0,T Gibney,2nd,3/4 l,7,11-3,-,True,162,41
N/A,N/A,15:25,Soft (Soft To Heavy In Places),3m 1f 165y,Nick Rockett (IRE),P Townend,0,W P Mullins,1st,N/A,8,11-0,-,True,162,41
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Buachaillbocht,M P Walsh,0,T M Walsh,NR,N/A,7,10-13t,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Grand Soir (FR),S D Torrens,0,J C McConnell,NR,N/A,9,12-0,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Will Do (IRE),Sam Ewing,0,G Elliott,NR,N/A,8,11-10b,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Sea Aster (IRE),D J Gilligan,0,G Elliott,4th,30 l,7,10-13p,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Jasmin De Cotte (FR),S F O'Keeffe,0,P Nolan,3rd,14 l,6,11-0h,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Meyo,D J O'Keeffe,0,T Gibney,2nd,1 l,7,10-13,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Ney (IRE),K E Buckley,0,E Buckley,1st,N/A,7,11-1,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Buachaillbocht,M P Walsh,0,T M Walsh,NR,N/A,7,10-13t,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Grand Soir (FR),S D Torrens,0,J C McConnell,NR,N/A,9,12-0,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Will Do (IRE),Sam Ewing,0,G Elliott,NR,N/A,8,11-10b,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Sea Aster (IRE),D J Gilligan,0,G Elliott,4th,30 l,7,10-13p,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Jasmin De Cotte (FR),S F O'Keeffe,0,P Nolan,3rd,14 l,6,11-0h,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Meyo,D J O'Keeffe,0,T Gibney,2nd,1 l,7,10-13,-,True,162,42
N/A,N/A,16:00,Soft (Soft To Heavy In Places),3m 1f 165y,Ney (IRE),K E Buckley,0,E Buckley,1st,N/A,7,11-1,-,True,162,42
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Judicieuse Allen (FR),B Hayes,0,W P Mullins,5th,2 3/4 l,6,10-13t,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Kilbarry Saint (FR),D J O'Keeffe,0,C O'Keeffe,4th,2 1/4 l,6,10-9ht,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,A Penny A Hundred (FR),D E Mullins,0,W P Mullins,3rd,1 3/4 l,6,10-9,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Bioluminescence (IRE),M P Walsh,0,G P Cromwell,2nd,6 1/2 l,7,11-5,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Spindleberry (IRE),P Townend,0,W P Mullins,1st,N/A,7,10-9,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Judicieuse Allen (FR),B Hayes,0,W P Mullins,5th,2 3/4 l,6,10-13t,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Kilbarry Saint (FR),D J O'Keeffe,0,C O'Keeffe,4th,2 1/4 l,6,10-9ht,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,A Penny A Hundred (FR),D E Mullins,0,W P Mullins,3rd,1 3/4 l,6,10-9,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Bioluminescence (IRE),M P Walsh,0,G P Cromwell,2nd,6 1/2 l,7,11-5,-,True,162,43
N/A,N/A,16:35,Soft (Soft To Heavy In Places),2m 5f 173y,Spindleberry (IRE),P Townend,0,W P Mullins,1st,N/A,7,10-9,-,True,162,43
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Frankie John (IRE),Mr H C Swan,0,D Hogan,NR,N/A,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Riskaway (FR),Mr J H Williamson,7,G Elliott,NR,N/A,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Likeoldtimes (IRE),P T Smithers,7,M C Hickey,10th,14 l,6,11-7,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Mr Frawley (IRE),Mr T J Stafford,7,P Stafford,9th,61 l,8,12-0p1,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Minella Sergeant (IRE),Mr M J O'Neill,7,E Mullins,8th,2 l,6,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Astley (IRE),Mr O McGill,7,Paul Traynor,7th,Neck,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Teds Corner (IRE),M J Molloy,7,A J Martin,6th,8 1/2 l,5,12-0t1,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Sticktotheplan (FR),T P Harney,7,C W J Farrell,5th,5 1/2 l,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Khmer (FR),Mr J L Gleeson,3,T Cooper,4th,11 l,5,12-0h,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Arslan (FR),Mr P W Mullins,0,W P Mullins,3rd,2 1/2 l,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Eachtotheirown (IRE),Mr F Maguire,0,B Connell,2nd,7 1/2 l,6,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Kaiser Ball (FR),Mr T Costello,7,W P Mullins,1st,N/A,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Frankie John (IRE),Mr H C Swan,0,D Hogan,NR,N/A,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Riskaway (FR),Mr J H Williamson,7,G Elliott,NR,N/A,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Likeoldtimes (IRE),P T Smithers,7,M C Hickey,10th,14 l,6,11-7,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Mr Frawley (IRE),Mr T J Stafford,7,P Stafford,9th,61 l,8,12-0p1,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Minella Sergeant (IRE),Mr M J O'Neill,7,E Mullins,8th,2 l,6,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Astley (IRE),Mr O McGill,7,Paul Traynor,7th,Neck,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Teds Corner (IRE),M J Molloy,7,A J Martin,6th,8 1/2 l,5,12-0t1,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Sticktotheplan (FR),T P Harney,7,C W J Farrell,5th,5 1/2 l,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Khmer (FR),Mr J L Gleeson,3,T Cooper,4th,11 l,5,12-0h,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Arslan (FR),Mr P W Mullins,0,W P Mullins,3rd,2 1/2 l,5,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Eachtotheirown (IRE),Mr F Maguire,0,B Connell,2nd,7 1/2 l,6,12-0,-,True,162,44
N/A,N/A,17:10,Soft (Soft To Heavy In Places) ace (Turf),2m,Kaiser Ball (FR),Mr T Costello,7,W P Mullins,1st,N/A,5,12-0,-,True,162,44
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Jazzy Rock (IRE),Mr I Ryan,7,Francis Casey,NR,N/A,6,11-5,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Hello Jack (IRE),D J Gilligan,0,G Elliott,NR,N/A,5,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Way Down We Go (IRE),J P Shinnick,5,Charlie Keegan,20th,44 l,7,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Sparrow Wings (IRE),R Deegan,0,L Kenny,19th,3 1/4 l,5,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Kinturk Maggie (IRE),Sarah Kavanagh,7,T Gibney,18th,3/4 l,5,11-5t,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Work Place (IRE),C M Quirke,3,R Hackett,17th,1 3/4 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Kingstonn (FR),P T Enright,0,B McMahon,16th,3/4 l,5,11-12h1,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Live To Laugh (IRE),J Coen,3,Peter Fahey,15th,3/4 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Standing Orders (IRE),D J O'Keeffe,0,T Gibney,14th,10 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Charity Barnum (IRE),P K Donovan,5,Dermot Day,13th,1 l,7,11-5,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Patty O'Farrell (IRE),S F O'Keeffe,0,Peter Maher,12th,1 1/4 l,7,11-5t1,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Weston (GER),S W Flanagan,0,H Rogers,11th,Neck,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Welcome Aboard (IRE),J S McGarvey,0,A A Howard,10th,4 l,5,11-12t,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Journey So Far (IRE),K M Donoghue,0,G P Cromwell,9th,12 l,5,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,God Of Thunder (IRE),D King,0,D Hogan,8th,4 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Son Of Anarchy (IRE),M P Walsh,0,G Elliott,7th,5 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Ivybrook (FR),Niall Moore,5,D A McLoughlin,6th,4 1/2 l,7,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Withabitofluk,Rachael Blackmore,0,H De Bromhead,5th,Head,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Fad Eadrainn (IRE),S D Torrens,0,P T Foley,4th,Nose,7,11-12t1,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Road To Home (IRE),B Hayes,0,W P Mullins,3rd,1 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Walk On The Beach (IRE),Mr J L Gleeson,3,J P O'Brien,2nd,1 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Kalix Delabarriere (FR),P Townend,0,W P Mullins,1st,N/A,5,11-12ht1,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Jazzy Rock (IRE),Mr I Ryan,7,Francis Casey,NR,N/A,6,11-5,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Hello Jack (IRE),D J Gilligan,0,G Elliott,NR,N/A,5,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Way Down We Go (IRE),J P Shinnick,5,Charlie Keegan,20th,44 l,7,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Sparrow Wings (IRE),R Deegan,0,L Kenny,19th,3 1/4 l,5,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Kinturk Maggie (IRE),Sarah Kavanagh,7,T Gibney,18th,3/4 l,5,11-5t,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Work Place (IRE),C M Quirke,3,R Hackett,17th,1 3/4 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Kingstonn (FR),P T Enright,0,B McMahon,16th,3/4 l,5,11-12h1,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Live To Laugh (IRE),J Coen,3,Peter Fahey,15th,3/4 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Standing Orders (IRE),D J O'Keeffe,0,T Gibney,14th,10 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Charity Barnum (IRE),P K Donovan,5,Dermot Day,13th,1 l,7,11-5,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Patty O'Farrell (IRE),S F O'Keeffe,0,Peter Maher,12th,1 1/4 l,7,11-5t1,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Weston (GER),S W Flanagan,0,H Rogers,11th,Neck,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Welcome Aboard (IRE),J S McGarvey,0,A A Howard,10th,4 l,5,11-12t,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Journey So Far (IRE),K M Donoghue,0,G P Cromwell,9th,12 l,5,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,God Of Thunder (IRE),D King,0,D Hogan,8th,4 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Son Of Anarchy (IRE),M P Walsh,0,G Elliott,7th,5 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Ivybrook (FR),Niall Moore,5,D A McLoughlin,6th,4 1/2 l,7,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Withabitofluk,Rachael Blackmore,0,H De Bromhead,5th,Head,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Fad Eadrainn (IRE),S D Torrens,0,P T Foley,4th,Nose,7,11-12t1,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Road To Home (IRE),B Hayes,0,W P Mullins,3rd,1 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Walk On The Beach (IRE),Mr J L Gleeson,3,J P O'Brien,2nd,1 1/2 l,6,11-12,-,True,162,45
Naas Racing Results | 23rd February 2025 13:50,N/A,13:50,Soft To Heavy,1m 7f 110y,Kalix Delabarriere (FR),P Townend,0,W P Mullins,1st,N/A,5,11-12ht1,-,True,162,45
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Space Warrior (IRE),D E Mullins,0,T Mullins,PU,N/A,4,11-0,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Good To Be Alive (IRE),Sam Ewing,0,G Elliott,4th,11 l,4,11-0,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Shoda (IRE),J J Slevin,0,J P O'Brien,3rd,6 1/2 l,4,10-7,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Kool One (SPA),Mr I Ryan,0,Conor Maxwell,2nd,11 l,4,11-0,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Bacchanalian,S F O'Keeffe,0,D Queally,1st,N/A,4,11-4,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Space Warrior (IRE),D E Mullins,0,T Mullins,PU,N/A,4,11-0,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Good To Be Alive (IRE),Sam Ewing,0,G Elliott,4th,11 l,4,11-0,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Shoda (IRE),J J Slevin,0,J P O'Brien,3rd,6 1/2 l,4,10-7,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Kool One (SPA),Mr I Ryan,0,Conor Maxwell,2nd,11 l,4,11-0,-,True,162,46
Naas Racing Results | 23rd February 2025 14:20,N/A,14:20,Soft To Heavy,1m 7f 110y,Bacchanalian,S F O'Keeffe,0,D Queally,1st,N/A,4,11-4,-,True,162,46
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Brave Fortune (IRE),J J Doyle,0,P M J Doyle,5th,26 l,6,11-3,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Fleur In The Park (IRE),C M Quirke,0,A Slattery,4th,5 l,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,A Tipp For Gold (IRE),S F O'Keeffe,0,D Queally,3rd,6 l,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Joystick (FR),P Townend,0,W P Mullins,2nd,3 1/4 l,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Jacob's Ladder (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Brave Fortune (IRE),J J Doyle,0,P M J Doyle,5th,26 l,6,11-3,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Fleur In The Park (IRE),C M Quirke,0,A Slattery,4th,5 l,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,A Tipp For Gold (IRE),S F O'Keeffe,0,D Queally,3rd,6 l,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Joystick (FR),P Townend,0,W P Mullins,2nd,3 1/4 l,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 14:50,N/A,14:50,Soft To Heavy,2m 4f,Jacob's Ladder (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-0,-,True,162,47
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,San Aer (IRE),C G O'Dwyer,5,T Mullins,PU,N/A,7,10-2t,101,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Kimy (FR),J Coen,3,T Mullins,PU,N/A,5,10-12,111,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,The Names Jock (IRE),Mr J L Gleeson,3,John E & Kiely,PU,N/A,9,11-3,116,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Ballystone (IRE),S D Torrens,0,J C McConnell,8th,15 l,7,11-9,122,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Captains Nephew (IRE),T Power Roche,5,P J Rothwell,7th,8 l,8,11-3t,116,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Miss Gherkin (IRE),H E Sexton,7,P Croke,6th,1/2 l,6,10-13,112,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Semblance Of Order (IRE),Sam Ewing,0,A Oliver,5th,3 1/4 l,5,11-1,114,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Balko D'ange (FR),Niall Moore,5,P Fenton,4th,7 1/2 l,5,11-11,124,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,American Money (IRE),K E Buckley,0,E & P Harty,3rd,3 1/2 l,8,11-7,120,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Gabbys Cross (IRE),D J O'Keeffe,0,H De Bromhead,2nd,8 l,10,11-12,125,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Duke Of Leggagh (IRE),P M O'Brien,7,M Mulvany,1st,N/A,5,10-13t,112,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,San Aer (IRE),C G O'Dwyer,5,T Mullins,PU,N/A,7,10-2t,101,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Kimy (FR),J Coen,3,T Mullins,PU,N/A,5,10-12,111,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,The Names Jock (IRE),Mr J L Gleeson,3,John E & Kiely,PU,N/A,9,11-3,116,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Ballystone (IRE),S D Torrens,0,J C McConnell,8th,15 l,7,11-9,122,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Captains Nephew (IRE),T Power Roche,5,P J Rothwell,7th,8 l,8,11-3t,116,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Miss Gherkin (IRE),H E Sexton,7,P Croke,6th,1/2 l,6,10-13,112,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Semblance Of Order (IRE),Sam Ewing,0,A Oliver,5th,3 1/4 l,5,11-1,114,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Balko D'ange (FR),Niall Moore,5,P Fenton,4th,7 1/2 l,5,11-11,124,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,American Money (IRE),K E Buckley,0,E & P Harty,3rd,3 1/2 l,8,11-7,120,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Gabbys Cross (IRE),D J O'Keeffe,0,H De Bromhead,2nd,8 l,10,11-12,125,True,162,48
Naas Racing Results | 23rd February 2025 15:20,N/A,15:20,Soft To Heavy,1m 7f 110y,Duke Of Leggagh (IRE),P M O'Brien,7,M Mulvany,1st,N/A,5,10-13t,112,True,162,48
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Harsh,P M O'Brien,7,G Elliott,19th,26 l,5,11-1p,124,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Millstream Lady (IRE),C P McNamara,0,E McNamara,18th,8 1/2 l,7,11-0,123,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Ms Agartha Yeats (IRE),D J O'Keeffe,0,F G Hand,17th,1 1/4 l,7,10-11,120,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,West Is Awake (IRE),P T Enright,0,E Cawley,16th,1 1/4 l,9,10-4ht1,113,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Bridie's Beau (IRE),K C Sexton,0,G P Cromwell,15th,1 1/2 l,6,10-9,118,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Falcon Eight (IRE),Sam Ewing,0,D K Weld,14th,13 l,10,11-0p,123,True,162,49
