track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 30th October 2023 12:30,N/A,12:30,Heavy,1m 73y,Settlement,C. D. Hayes,0,D. K. Weld,6th,1 1/4 l,2,9-2,-,True,88,28
Galway Racing Results | 30th October 2023 12:30,N/A,12:30,Heavy,1m 73y,Lope De Lilas (IRE),C. T. Keane,0,W. P. Mullins,5th,1 3/4 l,2,9-2,-,True,88,28
Galway Racing Results | 30th October 2023 12:30,N/A,12:30,Heavy,1m 73y,Into the Groove (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,1/2 l,2,9-2,-,True,88,28
Galway Racing Results | 30th October 2023 12:30,N/A,12:30,Heavy,1m 73y,Rubies Are Red (IRE),G. F. Carroll,0,Aidan O'Brien,3rd,1 3/4 l,2,9-2,-,True,88,28
Galway Racing Results | 30th October 2023 12:30,N/A,12:30,Heavy,1m 73y,Kisiyra (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,1 3/4 l,2,9-2,-,True,88,28
Galway Racing Results | 30th October 2023 12:30,N/A,12:30,Heavy,1m 73y,Everlasting (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,88,28
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Out On Friday (IRE),S. D. Bowen,5,Philip Michael Byrne,15th,6 1/2 l,7,10-0,75,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Fleadhfest (IRE),N. G. McCullagh,0,J. S. Bolger,14th,1 1/4 l,3,8-7t,57,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Fools Glory (IRE),C. J. MacRedmond,5,P. F. McEnery,13th,1 1/4 l,4,9-10tp,71,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Rio Largo (IRE),C. D. Hayes,0,Luke Comer,12th,Neck,3,9-10,74,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,La Tulipe Noire (IRE),Ben Martin Coen,0,Ciaran Murphy,11th,1 1/4 l,3,9-12b,76,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Wrist Art (IRE),M. W. Hassett,7,Timothy Doyle,10th,2 1/2 l,6,9-9,70,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Rhythm King (IRE),J. Kearney,5,Mark Fahey,9th,Neck,3,10-1,79,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,The Mpex Kid (IRE),J. A. Powell,3,Ciaran Murphy,8th,1/2 l,7,9-10,71,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Coins Cross (IRE),L. F. Roche,0,Eddie & Patrick Harty,7th,2 1/2 l,5,9-13b,74,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,You Owe Me Money (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,6th,1 3/4 l,5,10-1,76,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Not Just Yet (IRE),C. T. Keane,0,Noel Meade,5th,3/4 l,3,9-7,71,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Independent Expert (IRE),C. Horgan,7,A. Slattery,4th,Head,4,10-2,77,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Rough And Tough (IRE),Wesley Joyce,7,Michael Mulvany,3rd,1/2 l,3,9-6,70,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Big Island (IRE),S. McCullagh,3,W. J. Lanigan,2nd,3 1/4 l,6,9-13,74,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,San Aer (IRE),William James Lee,0,Thomas Mullins,1st,N/A,5,10-2t,77,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Out On Friday (IRE),S. D. Bowen,5,Philip Michael Byrne,15th,6 1/2 l,7,10-0,75,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Fleadhfest (IRE),N. G. McCullagh,0,J. S. Bolger,14th,1 1/4 l,3,8-7t,57,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Fools Glory (IRE),C. J. MacRedmond,5,P. F. McEnery,13th,1 1/4 l,4,9-10tp,71,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Rio Largo (IRE),C. D. Hayes,0,Luke Comer,12th,Neck,3,9-10,74,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,La Tulipe Noire (IRE),Ben Martin Coen,0,Ciaran Murphy,11th,1 1/4 l,3,9-12b,76,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Wrist Art (IRE),M. W. Hassett,7,Timothy Doyle,10th,2 1/2 l,6,9-9,70,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Rhythm King (IRE),J. Kearney,5,Mark Fahey,9th,Neck,3,10-1,79,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,The Mpex Kid (IRE),J. A. Powell,3,Ciaran Murphy,8th,1/2 l,7,9-10,71,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Coins Cross (IRE),L. F. Roche,0,Eddie & Patrick Harty,7th,2 1/2 l,5,9-13b,74,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,You Owe Me Money (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,6th,1 3/4 l,5,10-1,76,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Not Just Yet (IRE),C. T. Keane,0,Noel Meade,5th,3/4 l,3,9-7,71,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Independent Expert (IRE),C. Horgan,7,A. Slattery,4th,Head,4,10-2,77,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Rough And Tough (IRE),Wesley Joyce,7,Michael Mulvany,3rd,1/2 l,3,9-6,70,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,Big Island (IRE),S. McCullagh,3,W. J. Lanigan,2nd,3 1/4 l,6,9-13,74,True,88,29
Galway Racing Results | 30th October 2023 13:05,N/A,13:05,Heavy,1m 73y,San Aer (IRE),William James Lee,0,Thomas Mullins,1st,N/A,5,10-2t,77,True,88,29
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Nika Pika (IRE),J. Kearney,5,Patrick Magee,11th,11 l,2,9-13t,71,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Maria Land (IRE),Siobhan Rutledge,3,John McConnell,10th,1 l,2,8-7h,51,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Amerigo Vespucci (IRE),L. F. Roche,0,M. D. O'Callaghan,9th,2 l,2,8-8ht1,52,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Barley Cove (IRE),J. J. G. Ryan,5,Edward Lynam,8th,Neck,2,9-12,70,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Dont Do Dramas (IRE),William James Lee,0,Michael Mulvany,7th,3/4 l,2,9-6,64,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Thia (IRE),N. G. McCullagh,0,J. S. Bolger,6th,1 1/4 l,2,9-3,61,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Guest Star,C. T. Keane,0,D. J. Bunyan & G. O'Leary,5th,1 1/4 l,2,9-10b,68,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Apollo Prince (IRE),C. D. Hayes,0,Eddie & Patrick Harty,4th,1 1/4 l,2,9-11b1,69,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Dolce Far Niente (IRE),T. Kiely-Marshall,7,Joseph G. Murphy,3rd,Neck,2,8-9,53,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Victor's Choice (IRE),M. W. Hassett,7,Adrian Murray,2nd,1/2 l,2,8-13,57,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,I've Been Dreaming (IRE),R. P. Whelan,0,Mark Fahey,1st,N/A,2,8-13,57,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Nika Pika (IRE),J. Kearney,5,Patrick Magee,11th,11 l,2,9-13t,71,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Maria Land (IRE),Siobhan Rutledge,3,John McConnell,10th,1 l,2,8-7h,51,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Amerigo Vespucci (IRE),L. F. Roche,0,M. D. O'Callaghan,9th,2 l,2,8-8ht1,52,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Barley Cove (IRE),J. J. G. Ryan,5,Edward Lynam,8th,Neck,2,9-12,70,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Dont Do Dramas (IRE),William James Lee,0,Michael Mulvany,7th,3/4 l,2,9-6,64,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Thia (IRE),N. G. McCullagh,0,J. S. Bolger,6th,1 1/4 l,2,9-3,61,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Guest Star,C. T. Keane,0,D. J. Bunyan & G. O'Leary,5th,1 1/4 l,2,9-10b,68,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Apollo Prince (IRE),C. D. Hayes,0,Eddie & Patrick Harty,4th,1 1/4 l,2,9-11b1,69,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Dolce Far Niente (IRE),T. Kiely-Marshall,7,Joseph G. Murphy,3rd,Neck,2,8-9,53,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,Victor's Choice (IRE),M. W. Hassett,7,Adrian Murray,2nd,1/2 l,2,8-13,57,True,88,30
Galway Racing Results | 30th October 2023 13:40,N/A,13:40,Heavy,7f,I've Been Dreaming (IRE),R. P. Whelan,0,Mark Fahey,1st,N/A,2,8-13,57,True,88,30
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Silky Suilleabhain (IRE),R. C. Colgan,0,Paul W. Flynn,13th,40 l,3,9-8,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Larry Bang (IRE),M. P. Sheehy,0,Michael John O'Connor,12th,18 l,4,9-10,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Daughteroffortune (IRE),Ben Martin Coen,0,Ciaran Murphy,11th,19 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Betty Grey (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,10th,2 3/4 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Windsor Road (IRE),J. J. G. Ryan,5,Gerard Keane,9th,Head,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Barrogstown Girl (IRE),R. P. Whelan,0,Jarlath P. Fahey,8th,3 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Reckless Quality (IRE),J. Kearney,5,Patrick Martin,7th,1/2 l,3,9-3t,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Let's Believe (IRE),G. F. Carroll,0,Richard Brabazon,6th,2 l,5,9-5,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Nouvel Espoir (IRE),Seamie Heffernan,0,James M. Barcoe,5th,3 3/4 l,3,9-8,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Hotaugustnight (IRE),J. M. Sheridan,0,J. A. Stack,4th,1 1/4 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,See Me Through (IRE),William James Lee,0,Ross O'Sullivan,3rd,2 l,3,9-8,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Hokusai (IRE),C. T. Keane,0,Noel Meade,2nd,3 3/4 l,3,9-8p1,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Rapid City (IRE),C. D. Hayes,0,Luke Comer,1st,N/A,4,9-10t,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Silky Suilleabhain (IRE),R. C. Colgan,0,Paul W. Flynn,13th,40 l,3,9-8,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Larry Bang (IRE),M. P. Sheehy,0,Michael John O'Connor,12th,18 l,4,9-10,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Daughteroffortune (IRE),Ben Martin Coen,0,Ciaran Murphy,11th,19 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Betty Grey (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,10th,2 3/4 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Windsor Road (IRE),J. J. G. Ryan,5,Gerard Keane,9th,Head,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Barrogstown Girl (IRE),R. P. Whelan,0,Jarlath P. Fahey,8th,3 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Reckless Quality (IRE),J. Kearney,5,Patrick Martin,7th,1/2 l,3,9-3t,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Let's Believe (IRE),G. F. Carroll,0,Richard Brabazon,6th,2 l,5,9-5,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Nouvel Espoir (IRE),Seamie Heffernan,0,James M. Barcoe,5th,3 3/4 l,3,9-8,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Hotaugustnight (IRE),J. M. Sheridan,0,J. A. Stack,4th,1 1/4 l,3,9-3,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,See Me Through (IRE),William James Lee,0,Ross O'Sullivan,3rd,2 l,3,9-8,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Hokusai (IRE),C. T. Keane,0,Noel Meade,2nd,3 3/4 l,3,9-8p1,-,True,88,31
Galway Racing Results | 30th October 2023 14:15,N/A,14:15,Heavy,7f,Rapid City (IRE),C. D. Hayes,0,Luke Comer,1st,N/A,4,9-10t,-,True,88,31
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Mr Stanley (IRE),G. F. Carroll,0,Leanne Breen,16th,15 l,4,9-8,62,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Our Dickie (IRE),J. J. G. Ryan,5,Ian Patrick Donoghue,15th,3 1/2 l,4,8-7p,47,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Lisamaria (IRE),L. T. McAteer,0,Paul W. Flynn,14th,2 3/4 l,4,8-11,51,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Purring Along (IRE),N. M. Crosse,0,S. M. Duffy,13th,1 1/4 l,4,9-1,55,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Talking Tough (IRE),L. F. Roche,0,S. M. Duffy,12th,3 1/4 l,6,8-7p,47,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Dazzling Spirit (IRE),J. A. Powell,3,Thomas Mullins,11th,3/4 l,5,10-0,68,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Nawraq (IRE),Wesley Joyce,7,Kevin Michael Smith,10th,1/2 l,4,8-11tp1,51,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Arch Enemy (IRE),C. Stone-Walsh,7,Patrick Magee,9th,1/2 l,4,10-0,68,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Manhattan Dandy (IRE),R. Whearty,5,Thomas Coyle,8th,1/2 l,6,9-2,56,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Pimstrel (IRE),S. D. Bowen,5,Laura Hourigan,7th,Nose,7,8-10p,50,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Brown Eagle (IRE),William James Lee,0,M. C. Grassick,6th,3/4 l,4,9-8p,62,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Angel On Fire (USA),C. J. MacRedmond,5,P. F. McEnery,5th,1 l,5,8-12t,52,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Little Keilee (IRE),C. D. Hayes,0,Ciaran Murphy,4th,1 1/4 l,3,9-11,67,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Conversant (IRE),C. T. Keane,0,Ciaran Murphy,3rd,1/2 l,8,9-1tb,55,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Clear Quartz (IRE),R. P. Whelan,0,Mark Fahey,2nd,3/4 l,6,10-2,70,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Kinda Tiny (IRE),M. W. Hassett,7,Timothy Doyle,1st,N/A,3,8-11,53,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Mr Stanley (IRE),G. F. Carroll,0,Leanne Breen,16th,15 l,4,9-8,62,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Our Dickie (IRE),J. J. G. Ryan,5,Ian Patrick Donoghue,15th,3 1/2 l,4,8-7p,47,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Lisamaria (IRE),L. T. McAteer,0,Paul W. Flynn,14th,2 3/4 l,4,8-11,51,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Purring Along (IRE),N. M. Crosse,0,S. M. Duffy,13th,1 1/4 l,4,9-1,55,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Talking Tough (IRE),L. F. Roche,0,S. M. Duffy,12th,3 1/4 l,6,8-7p,47,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Dazzling Spirit (IRE),J. A. Powell,3,Thomas Mullins,11th,3/4 l,5,10-0,68,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Nawraq (IRE),Wesley Joyce,7,Kevin Michael Smith,10th,1/2 l,4,8-11tp1,51,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Arch Enemy (IRE),C. Stone-Walsh,7,Patrick Magee,9th,1/2 l,4,10-0,68,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Manhattan Dandy (IRE),R. Whearty,5,Thomas Coyle,8th,1/2 l,6,9-2,56,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Pimstrel (IRE),S. D. Bowen,5,Laura Hourigan,7th,Nose,7,8-10p,50,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Brown Eagle (IRE),William James Lee,0,M. C. Grassick,6th,3/4 l,4,9-8p,62,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Angel On Fire (USA),C. J. MacRedmond,5,P. F. McEnery,5th,1 l,5,8-12t,52,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Little Keilee (IRE),C. D. Hayes,0,Ciaran Murphy,4th,1 1/4 l,3,9-11,67,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Conversant (IRE),C. T. Keane,0,Ciaran Murphy,3rd,1/2 l,8,9-1tb,55,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Clear Quartz (IRE),R. P. Whelan,0,Mark Fahey,2nd,3/4 l,6,10-2,70,True,88,32
Galway Racing Results | 30th October 2023 14:50,N/A,14:50,Heavy,7f,Kinda Tiny (IRE),M. W. Hassett,7,Timothy Doyle,1st,N/A,3,8-11,53,True,88,32
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,A Shin Undine (IRE),J. J. G. Ryan,5,Paul O'Flynn,9th,8 l,4,9-3,70,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Saraqael (IRE),Ben Martin Coen,0,Peter Fahey,8th,3 1/2 l,4,9-9,76,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Blackberry Jack (IRE),D. E. Sheehy,3,Denis Leahy,7th,6 l,6,9-4v,71,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Dream Escape,C. Stone-Walsh,7,Thomas Mullins,6th,Head,4,9-8,75,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Granville Street (IRE),C. T. Keane,0,Ciaran Murphy,5th,4 1/2 l,5,9-11,78,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Son Of Hypnos (IRE),C. D. Hayes,0,Kevin Michael Smith,4th,1/2 l,6,8-13tp,66,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Global Export (IRE),R. Whearty,5,Gavin Patrick Cromwell,3rd,3 3/4 l,5,8-11h,64,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Narlita (GER),R. P. Whelan,0,Harry Rogers,2nd,1 l,4,9-3h,70,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Immutable (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,3,10-0,86,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,A Shin Undine (IRE),J. J. G. Ryan,5,Paul O'Flynn,9th,8 l,4,9-3,70,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Saraqael (IRE),Ben Martin Coen,0,Peter Fahey,8th,3 1/2 l,4,9-9,76,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Blackberry Jack (IRE),D. E. Sheehy,3,Denis Leahy,7th,6 l,6,9-4v,71,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Dream Escape,C. Stone-Walsh,7,Thomas Mullins,6th,Head,4,9-8,75,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Granville Street (IRE),C. T. Keane,0,Ciaran Murphy,5th,4 1/2 l,5,9-11,78,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Son Of Hypnos (IRE),C. D. Hayes,0,Kevin Michael Smith,4th,1/2 l,6,8-13tp,66,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Global Export (IRE),R. Whearty,5,Gavin Patrick Cromwell,3rd,3 3/4 l,5,8-11h,64,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Narlita (GER),R. P. Whelan,0,Harry Rogers,2nd,1 l,4,9-3h,70,True,88,33
Galway Racing Results | 30th October 2023 15:25,N/A,15:25,Heavy,1m 3f 180y,Immutable (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,3,10-0,86,True,88,33
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,White Quarry Rose (IRE),G. F. Carroll,0,Kevin Michael Smith,17th,99 l,7,9-5p1,54,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Wantoplantatree,J. M. Sheridan,0,E. D. Delany,16th,3 3/4 l,3,9-6,60,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Gold Haven (IRE),Seamie Heffernan,0,Paul W. Flynn,15th,9 1/2 l,5,8-12t,47,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Jazzy Rock (IRE),R. Whearty,5,Francis Casey,14th,6 1/2 l,4,9-3,52,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Big Challenge (IRE),R. C. Colgan,0,R. Donohoe,13th,Neck,9,9-6,55,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Dubai Clover (IRE),J. J. G. Ryan,5,John McConnell,12th,1 1/2 l,4,9-9,58,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Gudrun Genberg (IRE),C. D. Hayes,0,Aidan Anthony Howard,11th,3/4 l,4,8-12,47,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Navy Beach (IRE),Ben Martin Coen,0,A. J. Martin,10th,Neck,3,9-2,56,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Liberated Girl,N. M. Crosse,0,A. Slattery,9th,Head,3,8-12,52,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Brilliant Question (IRE),D. E. Sheehy,3,K. A. Heffernan,8th,1 3/4 l,6,8-12t,47,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Zaghraf,R. P. Whelan,0,Leanne Breen,7th,1 1/4 l,4,8-12t,47,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,Lucky Queen (IRE),Kyanna Van Buuren,10,P. A. Fahy,6th,1 1/2 l,4,9-5tp,54,True,88,34
Galway Racing Results | 30th October 2023 16:00,N/A,16:00,Heavy,1m 3f 180y,War Thunder,L. F. Roche,0,D. J. Ryan,5th,1/2 l,5,8-12b,47,True,88,34
