track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 2nd June 2025 15:17,N/A,15:17,Good (Good To Firm In Places),1m,Carvalhal (IRE),Nicola Burns,0,R P Burns,3rd,1 1/4 l,4,9-12v,56,True,178,48
Gowran Park Racing Results | 2nd June 2025 15:17,N/A,15:17,Good (Good To Firm In Places),1m,Cherry Pink (IRE),S Coen,0,A McGuinness,2nd,1/2 l,5,10-1v,59,True,178,48
Gowran Park Racing Results | 2nd June 2025 15:17,N/A,15:17,Good (Good To Firm In Places),1m,Sierra De Gredos,J Pietropaolo,2,A Oliver,1st,N/A,4,9-2v1,46,True,178,48
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Money Dancer (IRE),C T Keane,0,N Meade,8th,6 1/2 l,4,9-12,78,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Nostra Casa (IRE),J A Heffernan,0,Leonard Flynn,7th,1 1/4 l,9,9-13tp,79,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Ehteyat (GER),B M Coen,0,Michael Flannery,6th,1/2 l,6,9-10,76,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Alfalfa (IRE),G M Ryan,0,T Doyle,5th,8 l,7,9-0,66,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Out On Friday (IRE),Wesley Joyce,3,P Byrne,4th,7 l,9,8-12,64,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Lough Leane (IRE),D McMonagle,0,Maurice Ahern,3rd,Head,5,10-0,80,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Preparations (IRE),A J Slattery,0,A Slattery,2nd,3 l,4,9-2t1,68,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Beauparc (IRE),J Kearney,3,G Keane,1st,N/A,5,9-9,75,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Money Dancer (IRE),C T Keane,0,N Meade,8th,6 1/2 l,4,9-12,78,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Nostra Casa (IRE),J A Heffernan,0,Leonard Flynn,7th,1 1/4 l,9,9-13tp,79,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Ehteyat (GER),B M Coen,0,Michael Flannery,6th,1/2 l,6,9-10,76,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Alfalfa (IRE),G M Ryan,0,T Doyle,5th,8 l,7,9-0,66,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Out On Friday (IRE),Wesley Joyce,3,P Byrne,4th,7 l,9,8-12,64,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Lough Leane (IRE),D McMonagle,0,Maurice Ahern,3rd,Head,5,10-0,80,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Preparations (IRE),A J Slattery,0,A Slattery,2nd,3 l,4,9-2t1,68,True,178,49
Gowran Park Racing Results | 2nd June 2025 15:52,N/A,15:52,Good (Good To Firm In Places),1m 4f 40y,Beauparc (IRE),J Kearney,3,G Keane,1st,N/A,5,9-9,75,True,178,49
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Pepper Noir (IRE),J J G Ryan,3,J C McConnell,9th,8 l,4,9-5,80,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Fiver Friday (IRE),K G Kennedy,5,Paul Traynor,8th,2 3/4 l,5,9-11,86,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Kalixa (IRE),C D Hayes,0,D K Weld,7th,Head,3,8-11,84,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Lady Lunette (IRE),C T Keane,0,R P Cody,6th,Neck,5,9-12p,87,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Ob La Di (IRE),B M Coen,0,J P Murtagh,5th,3/4 l,4,9-8tp1,83,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Pink Oxalis (IRE),J Kearney,3,Stephen Thorne,4th,3/4 l,4,9-5b,80,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Fortuna Vera (IRE),M W Hassett,5,J P O'Brien,3rd,3 1/2 l,3,8-7,79,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Kayhana (IRE),G F Carroll,0,G P Cromwell,2nd,Head,5,10-0,89,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Gotomylovely (IRE),J M Sheridan,0,J A Stack,1st,N/A,3,9-3,90,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Pepper Noir (IRE),J J G Ryan,3,J C McConnell,9th,8 l,4,9-5,80,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Fiver Friday (IRE),K G Kennedy,5,Paul Traynor,8th,2 3/4 l,5,9-11,86,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Kalixa (IRE),C D Hayes,0,D K Weld,7th,Head,3,8-11,84,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Lady Lunette (IRE),C T Keane,0,R P Cody,6th,Neck,5,9-12p,87,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Ob La Di (IRE),B M Coen,0,J P Murtagh,5th,3/4 l,4,9-8tp1,83,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Pink Oxalis (IRE),J Kearney,3,Stephen Thorne,4th,3/4 l,4,9-5b,80,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Fortuna Vera (IRE),M W Hassett,5,J P O'Brien,3rd,3 1/2 l,3,8-7,79,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Kayhana (IRE),G F Carroll,0,G P Cromwell,2nd,Head,5,10-0,89,True,178,50
Gowran Park Racing Results | 2nd June 2025 16:27,N/A,16:27,Good (Good To Firm In Places),1m 1f 100y,Gotomylovely (IRE),J M Sheridan,0,J A Stack,1st,N/A,3,9-3,90,True,178,50
