track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Shing Shilla (IRE),P M O'Brien,7,A Sexton,10th,3 l,5,10-11,83,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Beechroad Winnie (IRE),T Power Roche,5,P J Rothwell,9th,3/4 l,9,10-12,84,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Roman Parish (IRE),S W Flanagan,0,D M O'Brien,8th,12 l,7,10-10tb,82,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Nevereverever (IRE),R A Doyle,0,J J Murphy,7th,3/4 l,6,11-7,93,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Ag Obair Go Crua (IRE),D J O'Keeffe,0,J P Flavin,6th,3 3/4 l,6,10-13,85,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Trooper Carton (IRE),C M Quirke,3,G Ahern,5th,1/2 l,6,11-10p,96,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,4th,1 1/4 l,8,10-2p1,74,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Dee's Getaway (IRE),K M Donoghue,0,J P Dempsey,3rd,5 1/2 l,5,11-10p1,96,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Menas Miracle (IRE),C Stone-Walsh,3,Brendan Walsh,2nd,1 1/2 l,6,10-3t,75,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Mags Nelson (IRE),T P Harney,7,R O'Sullivan,1st,N/A,6,11-9,95,True,178,14
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Miss Dishy (IRE),E Walsh,0,Ciaran Murphy,6th,26 l,6,11-4,110,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Mercury Mission,T Power Roche,5,P J Rothwell,5th,4 3/4 l,6,11-7p,113,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Star Official (IRE),C Owens,7,R Donohoe,4th,Neck,7,11-0,106,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Tingarran Express (IRE),S D Torrens,0,Miss D O'Shea,3rd,3 l,8,10-8h,100,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Hasten Slowly (IRE),C P Millar,5,J C McConnell,2nd,1 1/2 l,5,11-12,118,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Bowensonfire (FR),F Brickley,7,G Elliott,1st,N/A,5,11-12,118,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Miss Dishy (IRE),E Walsh,0,Ciaran Murphy,6th,26 l,6,11-4,110,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Mercury Mission,T Power Roche,5,P J Rothwell,5th,4 3/4 l,6,11-7p,113,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Star Official (IRE),C Owens,7,R Donohoe,4th,Neck,7,11-0,106,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Tingarran Express (IRE),S D Torrens,0,Miss D O'Shea,3rd,3 l,8,10-8h,100,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Hasten Slowly (IRE),C P Millar,5,J C McConnell,2nd,1 1/2 l,5,11-12,118,True,178,15
Tramore Racing Results | 30th May 2025 19:55,N/A,19:55,Good To Yielding,2m,Bowensonfire (FR),F Brickley,7,G Elliott,1st,N/A,5,11-12,118,True,178,15
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Larkfield Lidaho (IRE),Miss P Elvin,7,R P Rath,12th,9 l,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Chosen Leader (IRE),Miss M Carlin,7,Stephen Carlin,11th,5 1/2 l,5,12-0t,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Loup De Thaix (FR),Ms E O'Regan,7,C Collins,10th,Short Head,4,11-8,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Annie Hope Harriet (IRE),Miss T Quail,7,Dermot P O'Brien,9th,4 l,6,11-7,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Mollys Dolly (IRE),Ms J E Grant,7,D M O'Brien,8th,2 l,5,11-7t1,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Mystical Madness (IRE),Ms L P McDonald,7,Mark J Scallan,7th,4 l,4,11-8t1,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Texas Red (FR),Caragh Monaghan,7,R O'Leary,6th,3/4 l,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Lord Ffrench (IRE),Ms S North,7,S Curling,5th,Nose,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Goodmancon (IRE),Ms S K Breen,7,P Breen,4th,7 1/2 l,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Faithful Follower (IRE),Miss C Butler,7,E Mullins,3rd,3 3/4 l,6,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Palpatate (IRE),Anna McGuinness,7,S Aherne,2nd,8 l,6,11-7,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Love Me Tender (FR),Miss J Townend,0,W P Mullins,1st,N/A,4,11-8,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Larkfield Lidaho (IRE),Miss P Elvin,7,R P Rath,12th,9 l,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Chosen Leader (IRE),Miss M Carlin,7,Stephen Carlin,11th,5 1/2 l,5,12-0t,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Loup De Thaix (FR),Ms E O'Regan,7,C Collins,10th,Short Head,4,11-8,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Annie Hope Harriet (IRE),Miss T Quail,7,Dermot P O'Brien,9th,4 l,6,11-7,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Mollys Dolly (IRE),Ms J E Grant,7,D M O'Brien,8th,2 l,5,11-7t1,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Mystical Madness (IRE),Ms L P McDonald,7,Mark J Scallan,7th,4 l,4,11-8t1,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Texas Red (FR),Caragh Monaghan,7,R O'Leary,6th,3/4 l,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Lord Ffrench (IRE),Ms S North,7,S Curling,5th,Nose,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Goodmancon (IRE),Ms S K Breen,7,P Breen,4th,7 1/2 l,5,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Faithful Follower (IRE),Miss C Butler,7,E Mullins,3rd,3 3/4 l,6,12-0,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Palpatate (IRE),Anna McGuinness,7,S Aherne,2nd,8 l,6,11-7,-,True,178,16
Tramore Racing Results | 30th May 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m,Love Me Tender (FR),Miss J Townend,0,W P Mullins,1st,N/A,4,11-8,-,True,178,16
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Maughreen (IRE),P Townend,0,W P Mullins,4th,3 l,6,10-13h,123,True,178,17
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Jane Eire (IRE),M P O'Connor,0,H De Bromhead,3rd,2 1/2 l,5,10-13ht,120,True,178,17
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Gers Gigi (IRE),F Brickley,7,G Elliott,2nd,5 1/2 l,6,10-13,113,True,178,17
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Royal Eagle (IRE),Mr J H Williamson,7,G Elliott,1st,N/A,7,10-9,130,True,178,17
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Maughreen (IRE),P Townend,0,W P Mullins,4th,3 l,6,10-13h,123,True,178,17
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Jane Eire (IRE),M P O'Connor,0,H De Bromhead,3rd,2 1/2 l,5,10-13ht,120,True,178,17
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Gers Gigi (IRE),F Brickley,7,G Elliott,2nd,5 1/2 l,6,10-13,113,True,178,17
Listowel Racing Results | 31st May 2025 13:55,N/A,13:55,Good (Good To Yielding In Places),2m 100y,Royal Eagle (IRE),Mr J H Williamson,7,G Elliott,1st,N/A,7,10-9,130,True,178,17
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Diamond Jimmy (IRE),R A Doyle,0,Miss J M Lee,PU,N/A,6,11-12t,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Jetaway Sheldon (IRE),C G O'Dwyer,5,E M O'Sullivan,12th,9 l,5,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Complete Fiction (IRE),P T Smithers,7,J P Fahey,11th,1 3/4 l,8,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Marfa (IRE),L A McKenna,5,M A Molloy,10th,6 l,6,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Willuhaveamineral (IRE),D King,0,M Winters,9th,14 l,5,11-5,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Iceteem Flechois (FR),Mr D M Fitzgerald,7,Michael C Griffin,8th,3/4 l,7,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,The Happy Huntsman (IRE),Mr A Burke-Ott,7,A Ott,7th,2 3/4 l,5,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Wholelotofbusiness (IRE),G B Noonan,5,E McCarthy,6th,3 l,6,11-12t,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Cabaret Prince,S W Flanagan,0,E McNamara,5th,5 1/2 l,6,11-12t,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Boy Gin Go (IRE),D J Gilligan,0,E M O'Sullivan,4th,11 l,5,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Dream Diamond (IRE),Sam Ewing,0,M Kennedy,3rd,1/2 l,5,11-12,116,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Encosta (IRE),D Meyler,0,N Meade,2nd,1/2 l,5,11-5,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Sonnyboyliston (IRE),P Byrnes,0,C Byrnes,1st,N/A,8,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Diamond Jimmy (IRE),R A Doyle,0,Miss J M Lee,PU,N/A,6,11-12t,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Jetaway Sheldon (IRE),C G O'Dwyer,5,E M O'Sullivan,12th,9 l,5,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Complete Fiction (IRE),P T Smithers,7,J P Fahey,11th,1 3/4 l,8,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Marfa (IRE),L A McKenna,5,M A Molloy,10th,6 l,6,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Willuhaveamineral (IRE),D King,0,M Winters,9th,14 l,5,11-5,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Iceteem Flechois (FR),Mr D M Fitzgerald,7,Michael C Griffin,8th,3/4 l,7,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,The Happy Huntsman (IRE),Mr A Burke-Ott,7,A Ott,7th,2 3/4 l,5,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Wholelotofbusiness (IRE),G B Noonan,5,E McCarthy,6th,3 l,6,11-12t,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Cabaret Prince,S W Flanagan,0,E McNamara,5th,5 1/2 l,6,11-12t,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Boy Gin Go (IRE),D J Gilligan,0,E M O'Sullivan,4th,11 l,5,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Dream Diamond (IRE),Sam Ewing,0,M Kennedy,3rd,1/2 l,5,11-12,116,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Encosta (IRE),D Meyler,0,N Meade,2nd,1/2 l,5,11-5,-,True,178,18
Listowel Racing Results | 31st May 2025 14:30,N/A,14:30,Good (Good To Yielding In Places),2m 100y,Sonnyboyliston (IRE),P Byrnes,0,C Byrnes,1st,N/A,8,11-12,-,True,178,18
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Golden Reel (IRE),C G O'Dwyer,5,P J Hayes,PU,N/A,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Ballyharney (IRE),Eoin G Kelly,7,A Murray,PU,N/A,7,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Seeitoldya,R J Condon,5,Miss Ellmarie Holden,15th,6 l,4,11-4,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Simple Old Game (IRE),C P Millar,5,D Budds,14th,Neck,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Tinking Man (IRE),G B Noonan,5,E McCarthy,13th,Neck,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Political Stance (IRE),M M McDonagh,0,C Byrnes,12th,4 l,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Ask Phil (IRE),G Brouder,3,Laura Hourigan,11th,11 l,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Ballinaboola Jet (IRE),C Owens,7,R Donohoe,10th,2 3/4 l,8,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Rhythmic Tune (IRE),L A McKenna,5,M A Molloy,9th,Head,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Corbally Cross (IRE),M P O'Connor,0,Con McSweeney,8th,3/4 l,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Qaasid (IRE),P Hanlon,7,J J Hanlon,7th,1 1/2 l,7,11-12p,103,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Fancy A Tipple (IRE),J Coen,3,M Kennedy,6th,12 l,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Gaoithe Glory (IRE),C M Hogan,7,E McNamara,5th,2 1/2 l,5,11-12t,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Kara Sacre (FR),K C Sexton,0,P Nolan,4th,6 1/2 l,5,11-12h,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Reiki Revolution (IRE),D Robinson,0,P J Rothwell,3rd,3 3/4 l,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Pistocchi,J Smith,5,B McMahon,2nd,1 3/4 l,4,11-4,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Sticktotheplan (FR),K E Buckley,0,C W J Farrell,1st,N/A,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Golden Reel (IRE),C G O'Dwyer,5,P J Hayes,PU,N/A,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Ballyharney (IRE),Eoin G Kelly,7,A Murray,PU,N/A,7,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Seeitoldya,R J Condon,5,Miss Ellmarie Holden,15th,6 l,4,11-4,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Simple Old Game (IRE),C P Millar,5,D Budds,14th,Neck,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Tinking Man (IRE),G B Noonan,5,E McCarthy,13th,Neck,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Political Stance (IRE),M M McDonagh,0,C Byrnes,12th,4 l,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Ask Phil (IRE),G Brouder,3,Laura Hourigan,11th,11 l,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Ballinaboola Jet (IRE),C Owens,7,R Donohoe,10th,2 3/4 l,8,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Rhythmic Tune (IRE),L A McKenna,5,M A Molloy,9th,Head,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Corbally Cross (IRE),M P O'Connor,0,Con McSweeney,8th,3/4 l,6,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Qaasid (IRE),P Hanlon,7,J J Hanlon,7th,1 1/2 l,7,11-12p,103,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Fancy A Tipple (IRE),J Coen,3,M Kennedy,6th,12 l,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Gaoithe Glory (IRE),C M Hogan,7,E McNamara,5th,2 1/2 l,5,11-12t,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Kara Sacre (FR),K C Sexton,0,P Nolan,4th,6 1/2 l,5,11-12h,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Reiki Revolution (IRE),D Robinson,0,P J Rothwell,3rd,3 3/4 l,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Pistocchi,J Smith,5,B McMahon,2nd,1 3/4 l,4,11-4,-,True,178,19
Listowel Racing Results | 31st May 2025 15:05,N/A,15:05,Good (Good To Yielding In Places),2m 4f 80y,Sticktotheplan (FR),K E Buckley,0,C W J Farrell,1st,N/A,5,11-12,-,True,178,19
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,The Mass Path (IRE),P Byrnes,0,C Byrnes,PU,N/A,8,11-5p,91,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Party Pack (IRE),L A McKenna,5,J P Flavin,PU,N/A,7,10-13t1,85,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Anysignofhim (IRE),L Quinlan,3,R Hackett,PU,N/A,6,11-3p1,89,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Glorytogod Tom (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,15th,2 1/2 l,8,12-0h,100,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Lauro Lady,Caragh Monaghan,7,W J McLernon,14th,23 l,6,10-0,72,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Handy Manny (IRE),I Ryan,7,Conor Maxwell,13th,1 1/4 l,6,10-13,85,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Dylan's Chance (IRE),G B Noonan,5,E McCarthy,12th,3 1/4 l,5,10-13,85,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Knockbrack Rambler (IRE),Mr C J Shine,7,Brendan Walsh,11th,4 1/2 l,8,11-13,99,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Toor Moon (IRE),D Meyler,0,Ms M Flynn,10th,Head,8,10-12,84,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Vintage Gold (IRE),Sam Ewing,0,J J Murphy,9th,3 1/2 l,6,11-7p,93,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Aboy Joey (IRE),S W Flanagan,0,E McCarthy,8th,3 3/4 l,6,11-8p,94,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Mellem (IRE),T E O'Connor,7,M Fahey,7th,13 l,6,11-5tb,91,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Ardfert Mary (IRE),D King,0,J P Ryan,6th,2 l,8,10-8,80,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Olord (IRE),J Coen,3,E McNamara,5th,1 l,9,11-0,86,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,River Vale (IRE),Mr L Burke-Ott,7,M Winters,4th,5 1/2 l,9,12-0t,100,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Bal Kauto (FR),K C Sexton,0,D Queally,3rd,2 l,8,11-3ht,89,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Lariat,D J Gilligan,0,L P Cusack,2nd,1/2 l,9,10-10p,82,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,A Nod To Getaway (IRE),Mr Alan O'Sullivan,7,P O'Flynn,1st,N/A,8,11-12tv,98,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,The Mass Path (IRE),P Byrnes,0,C Byrnes,PU,N/A,8,11-5p,91,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Party Pack (IRE),L A McKenna,5,J P Flavin,PU,N/A,7,10-13t1,85,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Anysignofhim (IRE),L Quinlan,3,R Hackett,PU,N/A,6,11-3p1,89,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Glorytogod Tom (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,15th,2 1/2 l,8,12-0h,100,True,178,20
Listowel Racing Results | 31st May 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),2m 4f 80y,Lauro Lady,Caragh Monaghan,7,W J McLernon,14th,23 l,6,10-0,72,True,178,20
