track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Jumping Susie (IRE),B W Harvey,0,J C McConnell,5th,11 l,7,12-0t,112,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,A Nod To Getaway (IRE),G B Noonan,5,P O'Flynn,4th,1/2 l,8,10-5tv,89,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Newtown Rambler (IRE),M P O'Connor,0,H De Bromhead,3rd,1/2 l,6,11-10ht,108,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Birdsandthebees (IRE),P T Smithers,7,P Roche,2nd,Short Head,8,11-5h,103,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Finnians Row (IRE),P M O'Brien,5,D A McLoughlin,1st,N/A,9,10-12tv,96,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Chiefs Kingdom (IRE),E Staples,7,P Nolan,11th,8 1/2 l,7,11-8tp1,106,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Doyen Flyer (IRE),H E Sexton,7,J Barcoe,10th,4 l,7,10-0,82,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Inchidaly Copper (IRE),R J Condon,5,A Ott,9th,Neck,9,11-11p,109,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Walk In Time (IRE),S O'Callaghan,5,D H Kelly,8th,1/2 l,8,10-1tp,85,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,I A Connect (IRE),L A McKenna,5,Miss E McCutcheon,7th,2 1/4 l,10,11-8,106,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Crowsatedappletart (IRE),G Brouder,3,M Winters,6th,2 3/4 l,8,11-8p,106,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Jumping Susie (IRE),B W Harvey,0,J C McConnell,5th,11 l,7,12-0t,112,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,A Nod To Getaway (IRE),G B Noonan,5,P O'Flynn,4th,1/2 l,8,10-5tv,89,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Newtown Rambler (IRE),M P O'Connor,0,H De Bromhead,3rd,1/2 l,6,11-10ht,108,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Birdsandthebees (IRE),P T Smithers,7,P Roche,2nd,Short Head,8,11-5h,103,True,10,30
Wexford Racing Results | 6th August 2025 18:42,2025-08-06,18:42,Good (Good To Yielding In Places),2m 3f 130y,Finnians Row (IRE),P M O'Brien,5,D A McLoughlin,1st,N/A,9,10-12tv,96,True,10,30
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Prince Zaltar (FR),S D Torrens,0,P J Rothwell,PU,N/A,8,10-8p1,110,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Starzov (IRE),C M Hogan,7,P J Rothwell,PU,N/A,8,10-0p,100,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Nt Field Minnesota (IRE),P Townend,0,W P Mullins,PU,N/A,7,10-11t,113,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Arrycan (IRE),R Deegan,0,L P Cusack,9th,34 l,11,10-11,113,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Juniper Hill (IRE),S W Flanagan,0,P Nolan,8th,3 1/4 l,6,10-7t,109,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Donkey Years (IRE),D J Gilligan,0,E McNamara,7th,20 l,11,11-4tp,120,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Cavalry Master (IRE),S F O'Keeffe,0,Peter Maher,6th,1 1/2 l,11,11-4tp,120,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Run For Pat (IRE),Sam Ewing,0,G Elliott,5th,2 1/2 l,8,10-3b,105,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Sea Aster (IRE),J W Kennedy,0,G Elliott,4th,20 l,7,11-4p,120,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Sam Magee (IRE),D J O'Keeffe,0,H De Bromhead,3rd,2 1/4 l,8,11-6t,122,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Tullyveery Lad (IRE),D Meyler,0,R P Cody,2nd,12 l,9,10-9,111,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Outside The Door (IRE),P T Smithers,7,P Roche,1st,N/A,9,11-12b,128,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Prince Zaltar (FR),S D Torrens,0,P J Rothwell,PU,N/A,8,10-8p1,110,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Starzov (IRE),C M Hogan,7,P J Rothwell,PU,N/A,8,10-0p,100,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Nt Field Minnesota (IRE),P Townend,0,W P Mullins,PU,N/A,7,10-11t,113,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Arrycan (IRE),R Deegan,0,L P Cusack,9th,34 l,11,10-11,113,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Juniper Hill (IRE),S W Flanagan,0,P Nolan,8th,3 1/4 l,6,10-7t,109,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Donkey Years (IRE),D J Gilligan,0,E McNamara,7th,20 l,11,11-4tp,120,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Cavalry Master (IRE),S F O'Keeffe,0,Peter Maher,6th,1 1/2 l,11,11-4tp,120,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Run For Pat (IRE),Sam Ewing,0,G Elliott,5th,2 1/2 l,8,10-3b,105,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Sea Aster (IRE),J W Kennedy,0,G Elliott,4th,20 l,7,11-4p,120,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Sam Magee (IRE),D J O'Keeffe,0,H De Bromhead,3rd,2 1/4 l,8,11-6t,122,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Tullyveery Lad (IRE),D Meyler,0,R P Cody,2nd,12 l,9,10-9,111,True,10,31
Wexford Racing Results | 6th August 2025 19:17,2025-08-06,19:17,Good (Good To Yielding In Places),3m 1f 70y,Outside The Door (IRE),P T Smithers,7,P Roche,1st,N/A,9,11-12b,128,True,10,31
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Tuckmill (IRE),J Coen,3,Peter Fahey,PU,N/A,9,11-12b,114,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Time Marches On (IRE),A Harvey,5,J Motherway,5th,40 l,9,11-8p,110,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Depalma (IRE),R A Berry,7,Colm Murphy,4th,3 3/4 l,6,10-9,97,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Woodstream Lad (IRE),C M Hogan,7,P J Rothwell,3rd,16 l,8,11-0b,102,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Itwasfate,D J O'Keeffe,0,H De Bromhead,2nd,7 l,8,11-4p,106,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Bynx (IRE),S W Flanagan,0,M Hassett,1st,N/A,7,11-5,107,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Tuckmill (IRE),J Coen,3,Peter Fahey,PU,N/A,9,11-12b,114,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Time Marches On (IRE),A Harvey,5,J Motherway,5th,40 l,9,11-8p,110,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Depalma (IRE),R A Berry,7,Colm Murphy,4th,3 3/4 l,6,10-9,97,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Woodstream Lad (IRE),C M Hogan,7,P J Rothwell,3rd,16 l,8,11-0b,102,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Itwasfate,D J O'Keeffe,0,H De Bromhead,2nd,7 l,8,11-4p,106,True,10,32
Wexford Racing Results | 6th August 2025 19:52,2025-08-06,19:52,Good (Good To Yielding In Places),2m,Bynx (IRE),S W Flanagan,0,M Hassett,1st,N/A,7,11-5,107,True,10,32
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Biddy Early (IRE),Mr B M Coonan,7,E Sheehy,PU,N/A,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Cailin Fort (IRE),Mr H D Dunne,5,R P Rath,10th,14 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Notmiwadi (IRE),Mr C McConnell,7,J C McConnell,9th,4 1/2 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Tudorista (IRE),Mr D G Lavery,0,G P Cromwell,8th,1 1/2 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Ain't She A Beauty (IRE),Mr J H Williamson,7,P J Rothwell,7th,9 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Miss Guiry (IRE),Mr P A King,5,D H Kelly,6th,3 1/4 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Mysilverriverfeale (IRE),Mr H C Swan,0,T Cooper,5th,1 1/2 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Muted Melody (IRE),Mr D Doyle,7,A Mullins,4th,4 3/4 l,4,11-5h,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Miss Jocund (IRE),Mr J L Gleeson,0,H De Bromhead,3rd,3 3/4 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Mahon Falls (IRE),Mr P W Mullins,0,W P Mullins,2nd,2 1/4 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Beir Bua (IRE),Mr A P Ryan,5,A Slattery,1st,N/A,4,11-5t1,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Biddy Early (IRE),Mr B M Coonan,7,E Sheehy,PU,N/A,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Cailin Fort (IRE),Mr H D Dunne,5,R P Rath,10th,14 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Notmiwadi (IRE),Mr C McConnell,7,J C McConnell,9th,4 1/2 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Tudorista (IRE),Mr D G Lavery,0,G P Cromwell,8th,1 1/2 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Ain't She A Beauty (IRE),Mr J H Williamson,7,P J Rothwell,7th,9 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Miss Guiry (IRE),Mr P A King,5,D H Kelly,6th,3 1/4 l,4,11-5,-,True,10,33
Wexford Racing Results | 6th August 2025 20:27,2025-08-06,20:27,Good (Good To Yielding In Places),2m,Mysilverriverfeale (IRE),Mr H C Swan,0,T Cooper,5th,1 1/2 l,4,11-5,-,True,10,33
