track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Iron Fist (IRE),S Foley,0,Mrs J Harrington,2nd,1/2 l,3,9-8,80,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Mo Chroi (FR),G F Carroll,0,G P Cromwell,1st,N/A,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Blue Moon Boy (IRE),L T McAteer,0,A Kinirons,11th,15 l,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Diamond Cross (IRE),R P Cleary,0,K H Clarke,10th,3 l,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Eutropia,R C Colgan,0,Kevin Coleman,9th,1 3/4 l,3,9-3,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Rizal (FR),J A Powell,3,J P Murtagh,8th,5 l,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Elman (IRE),J A Heffernan,0,J P Murtagh,7th,1/2 l,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Matrice (IRE),D P McDonogh,0,J P O'Brien,6th,3 1/4 l,3,9-3p1,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Dun An Oir (IRE),S T McCullagh,0,Mrs J Harrington,5th,Short Head,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Happy Pharoah (IRE),G M Ryan,0,Donnacha O'Brien,4th,1 3/4 l,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Local Lad (IRE),J M Sheridan,0,Gerard O'Leary,3rd,3 l,3,9-8,92,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Iron Fist (IRE),S Foley,0,Mrs J Harrington,2nd,1/2 l,3,9-8,80,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:00,N/A,19:00,Good,1m 2f,Mo Chroi (FR),G F Carroll,0,G P Cromwell,1st,N/A,3,9-8,-,True,179,31
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Don't Look Now (IRE),J A Heffernan,0,S Crawley,RR,N/A,5,9-5,49,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Onemorestar (IRE),W Joyce,3,J Motherway,17th,1 1/4 l,4,9-3,47,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Topomania,G M Ryan,0,G B Caldwell,16th,1 l,6,10-2b1,60,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Sassy Sox (IRE),L F Roche,0,Ian Donoghue,15th,1 1/4 l,3,8-11,54,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Forlio,L T McAteer,0,P W Flynn,14th,Short Head,6,10-0tb1,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Asisaid (IRE),J M Sheridan,0,D Hogan,13th,Neck,6,9-6p,50,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Roman Harry (IRE),J J G Ryan,3,C O'Connell,12th,Head,5,10-1,59,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Master Garvey (IRE),C D Hayes,0,Joseph Murray,11th,1 l,5,9-6t,50,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Shahada Ace,A J Slattery,0,A Slattery,10th,1 1/2 l,3,8-12,55,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Stormy Jenn (IRE),M De Souza-Wearen,10,P Cluskey,9th,3/4 l,8,10-0,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Blondina (IRE),D P McDonogh,0,J S Bolger,8th,2 l,3,9-1,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Our Lucky Lady (IRE),Jessica O'Gorman,7,P G Fahey,7th,1/2 l,4,9-5,49,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Together Aclaim,K G Kennedy,5,J C McConnell,6th,1/2 l,6,9-0t,44,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Chriselli (IRE),M W Hassett,5,D Cullen,5th,1 1/4 l,3,8-8,51,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Kartayaz (IRE),R M Mulligan,7,G A Kingston,4th,Neck,8,8-12,42,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Jawhary,Adam Caffrey,0,A McGuinness,3rd,1 1/2 l,7,9-9v,53,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Felicity Smoak (IRE),J Pietropaolo,7,P Nolan,2nd,1 1/2 l,3,9-1,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,1st,N/A,4,9-0,44,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Don't Look Now (IRE),J A Heffernan,0,S Crawley,RR,N/A,5,9-5,49,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Onemorestar (IRE),W Joyce,3,J Motherway,17th,1 1/4 l,4,9-3,47,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Topomania,G M Ryan,0,G B Caldwell,16th,1 l,6,10-2b1,60,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Sassy Sox (IRE),L F Roche,0,Ian Donoghue,15th,1 1/4 l,3,8-11,54,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Forlio,L T McAteer,0,P W Flynn,14th,Short Head,6,10-0tb1,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Asisaid (IRE),J M Sheridan,0,D Hogan,13th,Neck,6,9-6p,50,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Roman Harry (IRE),J J G Ryan,3,C O'Connell,12th,Head,5,10-1,59,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Master Garvey (IRE),C D Hayes,0,Joseph Murray,11th,1 l,5,9-6t,50,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Shahada Ace,A J Slattery,0,A Slattery,10th,1 1/2 l,3,8-12,55,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Stormy Jenn (IRE),M De Souza-Wearen,10,P Cluskey,9th,3/4 l,8,10-0,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Blondina (IRE),D P McDonogh,0,J S Bolger,8th,2 l,3,9-1,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Our Lucky Lady (IRE),Jessica O'Gorman,7,P G Fahey,7th,1/2 l,4,9-5,49,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Together Aclaim,K G Kennedy,5,J C McConnell,6th,1/2 l,6,9-0t,44,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Chriselli (IRE),M W Hassett,5,D Cullen,5th,1 1/4 l,3,8-8,51,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Kartayaz (IRE),R M Mulligan,7,G A Kingston,4th,Neck,8,8-12,42,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Jawhary,Adam Caffrey,0,A McGuinness,3rd,1 1/2 l,7,9-9v,53,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Felicity Smoak (IRE),J Pietropaolo,7,P Nolan,2nd,1 1/2 l,3,9-1,58,True,179,32
Fairyhouse Racing Results | 6th June 2025 19:35,N/A,19:35,Good,1m 2f,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,1st,N/A,4,9-0,44,True,179,32
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,There's No Limit (IRE),J Kearney,3,C Collins,18th,1 1/4 l,4,10-2p,60,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Prom Queen (IRE),L F Roche,0,A McCann,17th,28 l,4,8-13,43,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,I'll Be Handy (IRE),R C Colgan,0,M J Smith,16th,1 3/4 l,3,9-3,60,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Gregorina (IRE),J A Powell,3,A McGuinness,15th,11 l,4,9-5v,49,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Vervain (IRE),G F Carroll,0,J G Murphy,14th,6 1/2 l,3,9-2p1,59,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Mr Mills (IRE),G M Ryan,0,M G Quinn,13th,2 1/4 l,7,9-5,49,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,The Man Above (IRE),R P Cleary,0,J P Fahey,12th,1 l,4,8-10,40,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Picpoul (IRE),W Joyce,3,M Rice,11th,1 l,7,9-6tp,50,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Barretstown (IRE),W J Lee,0,C O'Dwyer,10th,3/4 l,7,10-0,58,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Si Senior (IRE),J Pietropaolo,7,P Magee,9th,Neck,4,10-7ht,65,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Jurality,J M Sheridan,0,P W Flynn,8th,1/2 l,4,9-5,49,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Lady Delila (IRE),L T McAteer,0,C P Donoghue,7th,2 l,5,9-0,44,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Cleopatra's Needle (IRE),Adam Caffrey,0,H Rogers,6th,1/2 l,7,9-8ht,52,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Noble Andy (IRE),R P Whelan,0,M Fahey,5th,3 1/2 l,4,9-6p,50,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Chopsticks (IRE),S Foley,0,J C McConnell,4th,1/2 l,5,9-8p,52,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Carvalhal (IRE),Nicola Burns,7,R P Burns,3rd,2 3/4 l,4,9-12v,56,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Cuckaloo Hill (IRE),C D Hayes,0,P Nolan,2nd,1 1/4 l,3,9-0,57,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Fervent (IRE),J A Heffernan,0,S R B Crawford,1st,N/A,3,8-13,56,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,There's No Limit (IRE),J Kearney,3,C Collins,18th,1 1/4 l,4,10-2p,60,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Prom Queen (IRE),L F Roche,0,A McCann,17th,28 l,4,8-13,43,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,I'll Be Handy (IRE),R C Colgan,0,M J Smith,16th,1 3/4 l,3,9-3,60,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Gregorina (IRE),J A Powell,3,A McGuinness,15th,11 l,4,9-5v,49,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Vervain (IRE),G F Carroll,0,J G Murphy,14th,6 1/2 l,3,9-2p1,59,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Mr Mills (IRE),G M Ryan,0,M G Quinn,13th,2 1/4 l,7,9-5,49,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,The Man Above (IRE),R P Cleary,0,J P Fahey,12th,1 l,4,8-10,40,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Picpoul (IRE),W Joyce,3,M Rice,11th,1 l,7,9-6tp,50,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Barretstown (IRE),W J Lee,0,C O'Dwyer,10th,3/4 l,7,10-0,58,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Si Senior (IRE),J Pietropaolo,7,P Magee,9th,Neck,4,10-7ht,65,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Jurality,J M Sheridan,0,P W Flynn,8th,1/2 l,4,9-5,49,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Lady Delila (IRE),L T McAteer,0,C P Donoghue,7th,2 l,5,9-0,44,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Cleopatra's Needle (IRE),Adam Caffrey,0,H Rogers,6th,1/2 l,7,9-8ht,52,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Noble Andy (IRE),R P Whelan,0,M Fahey,5th,3 1/2 l,4,9-6p,50,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Chopsticks (IRE),S Foley,0,J C McConnell,4th,1/2 l,5,9-8p,52,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Carvalhal (IRE),Nicola Burns,7,R P Burns,3rd,2 3/4 l,4,9-12v,56,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Cuckaloo Hill (IRE),C D Hayes,0,P Nolan,2nd,1 1/4 l,3,9-0,57,True,179,33
Fairyhouse Racing Results | 6th June 2025 20:10,N/A,20:10,Good,1m 2f,Fervent (IRE),J A Heffernan,0,S R B Crawford,1st,N/A,3,8-13,56,True,179,33
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Tommy Go Maith (IRE),P J O'Hanlon,0,Ian Donoghue,PU,N/A,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Beale Street Blues (IRE),O R Brown,5,A McCann,17th,30 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Maxicourt (IRE),J P O'Sullivan,0,P J Duffy,16th,1 3/4 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Lucky This Time (IRE),D Robinson,0,P J Rothwell,15th,2 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Maybe Someday (IRE),J Smith,5,M O Quigley,14th,8 1/2 l,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,East Cork Flyer (IRE),M P O'Connor,0,W J Burke,13th,37 l,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Memories Maker,R J Condon,5,A McCann,12th,1 3/4 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Temple City,M M McDonagh,0,D Hogan,11th,2 1/2 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Small Bucks (IRE),P M O'Brien,7,P E Collins,10th,9 1/2 l,4,11-0h,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,J'envoievalserenki (FR),K C Sexton,0,P Nolan,9th,Neck,4,11-7b1,105,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Yosemite Gold,H Morgan,0,E Doyle,8th,6 1/2 l,4,11-7ht,110,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Barrow Ranger (IRE),P Hanlon,7,J J Hanlon,7th,2 1/4 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Guided By You (IRE),P T Smithers,7,P Roche,6th,2 1/2 l,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Power Of Words (IRE),J Coen,3,G Elliott,5th,7 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Abel Mabel (IRE),Niall Moore,5,Arthur Goulding,4th,Neck,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Synchronize (IRE),T P Harney,5,J Morrison,3rd,5 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Bhean Saibhre (IRE),C D Smithers,7,A A Howard,2nd,2 3/4 l,4,11-0t,100,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Tassarolo,G Brouder,3,D Hogan,1st,N/A,4,11-7tp1,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Tommy Go Maith (IRE),P J O'Hanlon,0,Ian Donoghue,PU,N/A,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Beale Street Blues (IRE),O R Brown,5,A McCann,17th,30 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Maxicourt (IRE),J P O'Sullivan,0,P J Duffy,16th,1 3/4 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Lucky This Time (IRE),D Robinson,0,P J Rothwell,15th,2 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Maybe Someday (IRE),J Smith,5,M O Quigley,14th,8 1/2 l,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,East Cork Flyer (IRE),M P O'Connor,0,W J Burke,13th,37 l,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Memories Maker,R J Condon,5,A McCann,12th,1 3/4 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Temple City,M M McDonagh,0,D Hogan,11th,2 1/2 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Small Bucks (IRE),P M O'Brien,7,P E Collins,10th,9 1/2 l,4,11-0h,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,J'envoievalserenki (FR),K C Sexton,0,P Nolan,9th,Neck,4,11-7b1,105,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Yosemite Gold,H Morgan,0,E Doyle,8th,6 1/2 l,4,11-7ht,110,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Barrow Ranger (IRE),P Hanlon,7,J J Hanlon,7th,2 1/4 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Guided By You (IRE),P T Smithers,7,P Roche,6th,2 1/2 l,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Power Of Words (IRE),J Coen,3,G Elliott,5th,7 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Abel Mabel (IRE),Niall Moore,5,Arthur Goulding,4th,Neck,4,11-0,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Synchronize (IRE),T P Harney,5,J Morrison,3rd,5 l,4,11-7,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Bhean Saibhre (IRE),C D Smithers,7,A A Howard,2nd,2 3/4 l,4,11-0t,100,True,179,34
Clonmel Racing Results | 6th June 2025 17:00,N/A,17:00,Good To Yielding,2m 190y,Tassarolo,G Brouder,3,D Hogan,1st,N/A,4,11-7tp1,-,True,179,34
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Midnight Eugene (IRE),P M O'Brien,7,T Doyle,PU,N/A,8,10-3b,73,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Only A Dollar (IRE),D J Power,7,S Aherne,F,N/A,7,11-10h,94,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Glaoinn An Airgead (IRE),K Callaghan,5,J Barcoe,14th,15 l,7,10-5,75,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Ricky Langford (IRE),A D Ellis,7,P J Rothwell,13th,20 l,11,11-10p,94,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Lady Leanora (IRE),R A Berry,7,G M Doyle,12th,1 1/2 l,8,11-1h,85,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Mega Speculator (FR),Niall Moore,5,M A Gunn,11th,3 3/4 l,7,11-7,91,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Close Enough (IRE),P J O'Hanlon,0,B J Hallahan,10th,13 l,9,10-11,81,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Shaboozee (IRE),O R Brown,5,J P O'Brien,9th,Nose,4,11-10,99,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Midnight Eagle (IRE),Anna McGuinness,7,Aengus King,8th,1 1/4 l,5,11-11,95,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Go Gill Go (IRE),Conor Clarke,7,J Grace,7th,7 l,10,10-13tp,83,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Arthur's Victory (IRE),G Brouder,3,J Nash,6th,1 3/4 l,7,11-2t1,86,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Voice Of Reason (IRE),P Cleary,7,W Delahunty,5th,1/2 l,5,11-8,92,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Corkbeg (IRE),J Smith,5,D H Kelly,4th,2 1/4 l,8,11-0t,84,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Onebrightbluerose (IRE),C P Millar,5,Patrick Cronin,3rd,4 3/4 l,6,11-5,89,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Granpa Ger (IRE),D N Cullinane,5,A Mullins,2nd,3 l,7,11-12,96,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Smallcraftwarning (IRE),L A McKenna,5,J P Ryan,1st,N/A,8,11-7t,91,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Midnight Eugene (IRE),P M O'Brien,7,T Doyle,PU,N/A,8,10-3b,73,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Only A Dollar (IRE),D J Power,7,S Aherne,F,N/A,7,11-10h,94,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Glaoinn An Airgead (IRE),K Callaghan,5,J Barcoe,14th,15 l,7,10-5,75,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Ricky Langford (IRE),A D Ellis,7,P J Rothwell,13th,20 l,11,11-10p,94,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Lady Leanora (IRE),R A Berry,7,G M Doyle,12th,1 1/2 l,8,11-1h,85,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Mega Speculator (FR),Niall Moore,5,M A Gunn,11th,3 3/4 l,7,11-7,91,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Close Enough (IRE),P J O'Hanlon,0,B J Hallahan,10th,13 l,9,10-11,81,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Shaboozee (IRE),O R Brown,5,J P O'Brien,9th,Nose,4,11-10,99,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Midnight Eagle (IRE),Anna McGuinness,7,Aengus King,8th,1 1/4 l,5,11-11,95,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Go Gill Go (IRE),Conor Clarke,7,J Grace,7th,7 l,10,10-13tp,83,True,179,35
Clonmel Racing Results | 6th June 2025 17:35,N/A,17:35,Good To Yielding,2m 190y,Arthur's Victory (IRE),G Brouder,3,J Nash,6th,1 3/4 l,7,11-2t1,86,True,179,35
