track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Party With Marty (IRE),M P Sheehy,0,J P O'Brien,12th,23 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Sunrise Angel (IRE),A J Slattery,0,A Slattery,11th,1 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Echo Inferno,S T McCullagh,0,Mrs J Harrington,10th,1 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Nicky Larson (FR),R P Whelan,0,P Nolan,9th,Neck,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Admiral Will Brown,B M Coen,0,Daniel McLoughlin,8th,3/4 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Utmost Good Faith,J M Sheridan,0,J A Stack,7th,2 l,2,9-7h,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,South Island (IRE),P A Harnett,5,Donnacha O'Brien,6th,3 1/4 l,2,9-7p1,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Christmas Day (IRE),J Cleary,5,A P O'Brien,5th,3 1/2 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Genchev,C T Keane,0,G M Lyons,4th,Neck,2,9-7p1,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Winday (FR),G F Carroll,0,E Mullins,3rd,1 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Limestone (IRE),D Browne McMonagle,0,J P O'Brien,2nd,1 3/4 l,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 14:30,2025-08-31,14:30,Good To Yielding,1m 1f,Endorsement (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,15,25
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Believe Believe (IRE),J A Powell,3,M O'Callaghan,13th,2 l,2,9-3,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Ramair (IRE),D S O'Sullivan,7,R A Foley,12th,1/2 l,2,8-13,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,St Gobnait's Charm (IRE),K G Kennedy,5,T Cooper,11th,16 l,2,8-13t,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Gal (IRE),C D Hayes,0,J Halley,10th,6 l,2,9-2,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Jewels Legacy (IRE),A C Persse,7,M A Cahill,9th,4 1/2 l,2,8-8,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Ballinamona (IRE),D P McDonogh,0,W McCreery,8th,Neck,2,8-13,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Sunrush (IRE),A J Slattery,0,A Slattery,7th,1 3/4 l,2,9-3,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Anushka (IRE),R C Colgan,0,H De Bromhead,6th,1 3/4 l,2,9-0,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Alphecca (IRE),G F Carroll,0,J G Murphy,5th,1 l,2,8-10,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Minella Rockett (IRE),J A Heffernan,0,J Nallen,4th,Head,2,9-7,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Giovanni Giorgio (FR),D Browne McMonagle,0,J P O'Brien,3rd,2 1/2 l,2,9-7,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Madbadanddangerous (IRE),C T Keane,0,N Meade,2nd,1/2 l,2,9-1,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Redemption Road,L T McAteer,0,D Marnane,1st,N/A,2,9-3h,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Believe Believe (IRE),J A Powell,3,M O'Callaghan,13th,2 l,2,9-3,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Ramair (IRE),D S O'Sullivan,7,R A Foley,12th,1/2 l,2,8-13,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,St Gobnait's Charm (IRE),K G Kennedy,5,T Cooper,11th,16 l,2,8-13t,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Gal (IRE),C D Hayes,0,J Halley,10th,6 l,2,9-2,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Jewels Legacy (IRE),A C Persse,7,M A Cahill,9th,4 1/2 l,2,8-8,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Ballinamona (IRE),D P McDonogh,0,W McCreery,8th,Neck,2,8-13,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Sunrush (IRE),A J Slattery,0,A Slattery,7th,1 3/4 l,2,9-3,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Anushka (IRE),R C Colgan,0,H De Bromhead,6th,1 3/4 l,2,9-0,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Alphecca (IRE),G F Carroll,0,J G Murphy,5th,1 l,2,8-10,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Minella Rockett (IRE),J A Heffernan,0,J Nallen,4th,Head,2,9-7,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Giovanni Giorgio (FR),D Browne McMonagle,0,J P O'Brien,3rd,2 1/2 l,2,9-7,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Madbadanddangerous (IRE),C T Keane,0,N Meade,2nd,1/2 l,2,9-1,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:00,2025-08-31,15:00,Yielding,7f 110y,Redemption Road,L T McAteer,0,D Marnane,1st,N/A,2,9-3h,-,True,15,26
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Hurricane Ivor (IRE),S T McCullagh,0,Mrs J Harrington,5th,Head,8,9-10p,98,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,The Liffey (IRE),D P McDonogh,0,J P O'Brien,4th,3/4 l,4,9-10tb1,96,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Midnight Strike (IRE),D Browne McMonagle,0,J P O'Brien,3rd,1 l,3,9-5,93,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Bravais,C T Keane,0,G M Lyons,2nd,Head,5,10-0,102,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Mississippi River (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-11b,98,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Hurricane Ivor (IRE),S T McCullagh,0,Mrs J Harrington,5th,Head,8,9-10p,98,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,The Liffey (IRE),D P McDonogh,0,J P O'Brien,4th,3/4 l,4,9-10tb1,96,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Midnight Strike (IRE),D Browne McMonagle,0,J P O'Brien,3rd,1 l,3,9-5,93,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Bravais,C T Keane,0,G M Lyons,2nd,Head,5,10-0,102,True,15,27
Tipperary Racing Results | 31st August 2025 15:30,2025-08-31,15:30,Yielding,7f 110y,Mississippi River (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-11b,98,True,15,27
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Germanese (IRE),R P Whelan,0,W McCreery,10th,26 l,4,9-7,92,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Sweet Chariot (IRE),W M Lordan,0,A P O'Brien,9th,1 1/2 l,3,9-2b,86,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Chantez (IRE),J Kearney,0,G M Lyons,8th,1 1/4 l,3,9-2,98,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Celestial Orbit,J A Heffernan,0,Ollie Sangster,7th,Neck,3,9-2,104,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Mallavelly (IRE),J J G Ryan,0,G M Lyons,6th,1 1/4 l,4,9-7t,89,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Mataariki (FR),D P McDonogh,0,J P O'Brien,5th,3/4 l,4,9-7t,94,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Copacabana Sands (IRE),B M Coen,0,M O'Callaghan,4th,1 1/4 l,3,9-5h,106,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Fingerpaint,C T Keane,0,D K Weld,3rd,3 1/2 l,3,9-2,-,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Queen Of Thunder (IRE),C D Hayes,0,K J Condon,2nd,Short Head,4,9-7,100,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Princess Child (FR),D Browne McMonagle,0,J P O'Brien,1st,N/A,4,9-7t,100,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Germanese (IRE),R P Whelan,0,W McCreery,10th,26 l,4,9-7,92,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Sweet Chariot (IRE),W M Lordan,0,A P O'Brien,9th,1 1/2 l,3,9-2b,86,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Chantez (IRE),J Kearney,0,G M Lyons,8th,1 1/4 l,3,9-2,98,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Celestial Orbit,J A Heffernan,0,Ollie Sangster,7th,Neck,3,9-2,104,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Mallavelly (IRE),J J G Ryan,0,G M Lyons,6th,1 1/4 l,4,9-7t,89,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Mataariki (FR),D P McDonogh,0,J P O'Brien,5th,3/4 l,4,9-7t,94,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Copacabana Sands (IRE),B M Coen,0,M O'Callaghan,4th,1 1/4 l,3,9-5h,106,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Fingerpaint,C T Keane,0,D K Weld,3rd,3 1/2 l,3,9-2,-,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Queen Of Thunder (IRE),C D Hayes,0,K J Condon,2nd,Short Head,4,9-7,100,True,15,28
Tipperary Racing Results | 31st August 2025 16:00,2025-08-31,16:00,Yielding,7f 110y,Princess Child (FR),D Browne McMonagle,0,J P O'Brien,1st,N/A,4,9-7t,100,True,15,28
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Realtin Fantasy (IRE),R Whearty,0,W P Browne,13th,6 l,9,9-2p,50,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Billie Be Quick (IRE),K G Kennedy,0,Mrs J Harrington,12th,Short Head,3,9-0v,81,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Harry's Hill,M W Hassett,0,M Hassett,11th,Neck,7,9-7t,87,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Navassa Island (IRE),R P Whelan,0,M O'Callaghan,10th,1 l,4,9-2b,94,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Powerful Nation (IRE),A J Slattery,0,A Slattery,9th,1/2 l,3,9-8,107,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Bounty (IRE),W M Lordan,0,A P O'Brien,8th,Neck,3,9-5,97,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Fregada (IRE),J A Powell,0,J Feane,7th,Neck,3,9-0,-,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Stella Alpina (IRE),D P McDonogh,0,W McCreery,6th,1/2 l,3,9-0,77,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Fandom,D Browne McMonagle,0,J P O'Brien,5th,1 1/2 l,4,9-7,104,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Songhai (IRE),B M Coen,0,J P Murtagh,4th,Head,3,9-0tp1,98,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,King Cuan,C T Keane,0,P Twomey,3rd,2 1/4 l,4,9-7,104,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Erosandpsyche (IRE),G F Carroll,0,Daniel Murphy,2nd,1/2 l,7,9-7b,98,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Grande Marques (IRE),J A Heffernan,0,J A Stack,1st,N/A,3,9-0b,92,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Realtin Fantasy (IRE),R Whearty,0,W P Browne,13th,6 l,9,9-2p,50,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Billie Be Quick (IRE),K G Kennedy,0,Mrs J Harrington,12th,Short Head,3,9-0v,81,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Harry's Hill,M W Hassett,0,M Hassett,11th,Neck,7,9-7t,87,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Navassa Island (IRE),R P Whelan,0,M O'Callaghan,10th,1 l,4,9-2b,94,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Powerful Nation (IRE),A J Slattery,0,A Slattery,9th,1/2 l,3,9-8,107,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Bounty (IRE),W M Lordan,0,A P O'Brien,8th,Neck,3,9-5,97,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Fregada (IRE),J A Powell,0,J Feane,7th,Neck,3,9-0,-,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Stella Alpina (IRE),D P McDonogh,0,W McCreery,6th,1/2 l,3,9-0,77,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Fandom,D Browne McMonagle,0,J P O'Brien,5th,1 1/2 l,4,9-7,104,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Songhai (IRE),B M Coen,0,J P Murtagh,4th,Head,3,9-0tp1,98,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,King Cuan,C T Keane,0,P Twomey,3rd,2 1/4 l,4,9-7,104,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Erosandpsyche (IRE),G F Carroll,0,Daniel Murphy,2nd,1/2 l,7,9-7b,98,True,15,29
Tipperary Racing Results | 31st August 2025 16:30,2025-08-31,16:30,Yielding,5f,Grande Marques (IRE),J A Heffernan,0,J A Stack,1st,N/A,3,9-0b,92,True,15,29
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Arizona Robbins (IRE),J S Dalton,7,A Slattery,NR,N/A,3,8-12,42,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Monroe Dasher (IRE),Eryka Snioch,7,A J Martin,S,N/A,3,9-3,47,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,No More Kisses (IRE),W Joyce,0,A Oliver,14th,2 l,3,10-1,59,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Copper Craft (IRE),P A Harnett,2,A Oliver,13th,8 1/2 l,3,9-10,54,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Western Dreamer (IRE),S A Wallace,7,C Timmons,12th,11 l,3,9-3p,47,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Cowzer Soze (IRE),A Browne-Souza,7,A Slattery,11th,13 l,3,9-10,54,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Real Petite (GER),R M Mulligan,4,T Mullins,10th,2 1/2 l,3,9-11t1,55,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Miss Americana,K G Kennedy,0,C O'Brien,9th,Head,3,8-13t1,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Oreeda (IRE),J Pietropaolo,7,P J Flynn,8th,1 3/4 l,3,8-13,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Petite Madame (IRE),J Cleary,2,J P Fahey,7th,3 1/4 l,3,8-13,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Shuyak (IRE),M W Hassett,0,P J F Murphy,6th,3 1/4 l,3,8-13h1,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Sea View Lady (IRE),H J Horgan,2,M A Cahill,5th,1/2 l,3,9-13,57,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Le Fleur Princess (IRE),J A Powell,0,Daniel McLoughlin,4th,Neck,3,9-4,48,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Sottsands (IRE),P McGettigan,4,A McGuinness,3rd,Neck,3,10-0,58,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Ms Olivia (IRE),R Whearty,0,G P Cromwell,2nd,1 3/4 l,3,9-5,49,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Jasmine Affanalis (IRE),D S O'Sullivan,7,D Marnane,1st,N/A,3,9-13h,57,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Arizona Robbins (IRE),J S Dalton,7,A Slattery,NR,N/A,3,8-12,42,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Monroe Dasher (IRE),Eryka Snioch,7,A J Martin,S,N/A,3,9-3,47,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,No More Kisses (IRE),W Joyce,0,A Oliver,14th,2 l,3,10-1,59,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Copper Craft (IRE),P A Harnett,2,A Oliver,13th,8 1/2 l,3,9-10,54,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Western Dreamer (IRE),S A Wallace,7,C Timmons,12th,11 l,3,9-3p,47,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Cowzer Soze (IRE),A Browne-Souza,7,A Slattery,11th,13 l,3,9-10,54,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Real Petite (GER),R M Mulligan,4,T Mullins,10th,2 1/2 l,3,9-11t1,55,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Miss Americana,K G Kennedy,0,C O'Brien,9th,Head,3,8-13t1,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Oreeda (IRE),J Pietropaolo,7,P J Flynn,8th,1 3/4 l,3,8-13,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Petite Madame (IRE),J Cleary,2,J P Fahey,7th,3 1/4 l,3,8-13,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Shuyak (IRE),M W Hassett,0,P J F Murphy,6th,3 1/4 l,3,8-13h1,43,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Sea View Lady (IRE),H J Horgan,2,M A Cahill,5th,1/2 l,3,9-13,57,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Le Fleur Princess (IRE),J A Powell,0,Daniel McLoughlin,4th,Neck,3,9-4,48,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Sottsands (IRE),P McGettigan,4,A McGuinness,3rd,Neck,3,10-0,58,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Ms Olivia (IRE),R Whearty,0,G P Cromwell,2nd,1 3/4 l,3,9-5,49,True,15,30
Tipperary Racing Results | 31st August 2025 17:00,2025-08-31,17:00,Yielding,1m 1f,Jasmine Affanalis (IRE),D S O'Sullivan,7,D Marnane,1st,N/A,3,9-13h,57,True,15,30
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Skib Gold,P A Harnett,5,M J Byrne,14th,7 1/2 l,4,9-5,61,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Whosethebestboy (IRE),W Joyce,3,C Byrnes,13th,2 1/2 l,5,9-1,57,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Aurora's Beauty (IRE),J M Sheridan,0,D Hogan,12th,13 l,4,9-7,63,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Super Exceed (IRE),J Cleary,5,T Mullins,11th,1 3/4 l,4,9-6h,62,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Dream Escape,C D Hayes,0,T Mullins,10th,6 1/2 l,6,9-5,61,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Desert Friend (IRE),B M Coen,0,Mrs D Foster,9th,1 1/4 l,9,9-9,65,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Purple Sky (IRE),D P McDonogh,0,J S Bolger,8th,3 l,4,9-9t,65,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Aingeal Dorcha (IRE),A J Slattery,0,A Slattery,7th,6 l,7,9-11,67,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Voice Of Reason (IRE),P McGettigan,7,W Delahunty,6th,1/2 l,5,10-0,70,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Charlie Brow'n (FR),W M Lordan,0,T J O'Mara,5th,7 1/2 l,5,9-1,57,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Plunkett Street,J A Heffernan,0,Michael W O'Meara,4th,3 1/2 l,7,9-8,64,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Glady Eagle (IRE),C T Keane,0,W P Mullins,3rd,2 1/4 l,5,9-4,60,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Lady Kai (IRE),D Browne McMonagle,0,R O'Sullivan,2nd,Neck,5,9-8p,64,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,El Bello,Nicola Burns,7,R Hurley,1st,N/A,6,9-4p,60,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Skib Gold,P A Harnett,5,M J Byrne,14th,7 1/2 l,4,9-5,61,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Whosethebestboy (IRE),W Joyce,3,C Byrnes,13th,2 1/2 l,5,9-1,57,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Aurora's Beauty (IRE),J M Sheridan,0,D Hogan,12th,13 l,4,9-7,63,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Super Exceed (IRE),J Cleary,5,T Mullins,11th,1 3/4 l,4,9-6h,62,True,15,31
Tipperary Racing Results | 31st August 2025 17:30,2025-08-31,17:30,Yielding,1m 4f 110y,Dream Escape,C D Hayes,0,T Mullins,10th,6 1/2 l,6,9-5,61,True,15,31
