track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Penthouse Poppet (IRE),Denis O'Regan,0,Colin A. McBratney,12th,30 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Ladys Spirit (IRE),S. F. O'Keeffe,0,Terence O'Brien,11th,18 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Run for Eric (IRE),B. Hayes,0,Emmet Mullins,10th,Short Head,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Bingo Queen (IRE),Patrick Michael O'Brien,7,Patrick Martin,9th,22 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Hi Ski (IRE),K. E. Buckley,5,Ross O'Sullivan,8th,1 1/4 l,7,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Whiskey Lady (IRE),C. M. Quirke,7,Gillian Scott,7th,11 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Bint Freya (IRE),L. P. Dempsey,0,Thomas Cooper,6th,9 l,5,11-7h,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Clairmc (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,5th,23 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Ah Fuhgeddaboudit (IRE),Mr E. P. O'Brien,5,Denis Hogan,4th,9 1/2 l,4,11-6,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Roccos Inspiration (IRE),M. J. M. O'Sullivan,5,Michael G. Kennedy,3rd,1/2 l,5,11-7tp1,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Sainte Dona (FR),D. J. O'Keeffe,0,Thomas Cooper,2nd,Neck,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Henning (IRE),D. King,7,Denis Hogan,1st,N/A,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Royal Recital (IRE),C. A. Landers,0,Ross O'Sullivan,PU,N/A,7,11-0p,95,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Saga Aravis (FR),Richard Deegan,0,Paul Nolan,14th,13 l,6,11-1,96,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Make The Switch (IRE),S. D. Torrens,0,John McConnell,13th,1/2 l,7,11-8t,103,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Quarry Lil (IRE),Mr M. J. O'Connor,0,Paul O'Flynn,12th,4 3/4 l,8,11-7t,102,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Elusive Star (IRE),D. J. O'Keeffe,0,M. Hourigan,11th,3 1/4 l,8,11-4,99,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Craic Eile (IRE),J. P. Kirwan,7,David Kenneth Budds,10th,3 3/4 l,5,11-9,104,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Southerner (IRE),Mr W. T. Cronin,7,William Cronin,9th,9 1/2 l,12,11-9h,104,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Dancing Jeremy (IRE),G. B. Noonan,7,Ian O'Connor,8th,1 1/4 l,7,11-13,108,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Elusive Rebeldom (IRE),B. Hayes,0,Thomas Cooper,7th,1 1/4 l,7,11-1h,96,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Mandarin Monarch (IRE),M. J. M. O'Sullivan,5,Norman Lee,6th,1 3/4 l,9,12-0,109,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Lake Chad (IRE),Niall Moore,7,Philip Fenton,5th,2 3/4 l,7,11-2,97,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Clear The Clouds (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,3 1/2 l,4,10-11,93,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Gaius (FR),P. Byrnes,7,Noel C. Kelly,3rd,3 l,6,12-4,113,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Tomjackwilliam (IRE),Jordan Colin Gainford,0,Eoin Christopher McCarthy,2nd,1 1/2 l,5,10-6,87,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Lizlucky (IRE),Phillip Enright,0,Patrick T. Foley,1st,N/A,8,11-2t,97,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Royal Recital (IRE),C. A. Landers,0,Ross O'Sullivan,PU,N/A,7,11-0p,95,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Saga Aravis (FR),Richard Deegan,0,Paul Nolan,14th,13 l,6,11-1,96,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Make The Switch (IRE),S. D. Torrens,0,John McConnell,13th,1/2 l,7,11-8t,103,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Quarry Lil (IRE),Mr M. J. O'Connor,0,Paul O'Flynn,12th,4 3/4 l,8,11-7t,102,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Elusive Star (IRE),D. J. O'Keeffe,0,M. Hourigan,11th,3 1/4 l,8,11-4,99,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Craic Eile (IRE),J. P. Kirwan,7,David Kenneth Budds,10th,3 3/4 l,5,11-9,104,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Southerner (IRE),Mr W. T. Cronin,7,William Cronin,9th,9 1/2 l,12,11-9h,104,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Dancing Jeremy (IRE),G. B. Noonan,7,Ian O'Connor,8th,1 1/4 l,7,11-13,108,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Elusive Rebeldom (IRE),B. Hayes,0,Thomas Cooper,7th,1 1/4 l,7,11-1h,96,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Mandarin Monarch (IRE),M. J. M. O'Sullivan,5,Norman Lee,6th,1 3/4 l,9,12-0,109,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Lake Chad (IRE),Niall Moore,7,Philip Fenton,5th,2 3/4 l,7,11-2,97,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Clear The Clouds (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,3 1/2 l,4,10-11,93,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Gaius (FR),P. Byrnes,7,Noel C. Kelly,3rd,3 l,6,12-4,113,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Tomjackwilliam (IRE),Jordan Colin Gainford,0,Eoin Christopher McCarthy,2nd,1 1/2 l,5,10-6,87,True,28,16
Clonmel Racing Results | 27th October 2022 14:20,N/A,14:20,Soft To Heavy (Soft In Places),2m 3f 92y,Lizlucky (IRE),Phillip Enright,0,Patrick T. Foley,1st,N/A,8,11-2t,97,True,28,16
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Inis Cealtra (IRE),C. A. Landers,0,F. Costello,PU,N/A,7,11-12t,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Reserve Judgement (IRE),B. Hayes,0,John McConnell,12th,17 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Magnetic Pulse (IRE),D. E. Mullins,0,P. A. Fahy,11th,1/2 l,5,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Man After Midnight (IRE),Richard Deegan,0,Louise G. Lyons,10th,1/2 l,5,11-5t,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Grand Rouge (IRE),Sarah Kavanagh,7,James M. Barcoe,9th,1 1/4 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,King Otis (IRE),Phillip Enright,0,Kieran Purcell,8th,2 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Master Mac's (IRE),M. M. McDonagh,5,D. E. Fitzgerald,7th,23 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Galmar (IRE),A. M. McCurtin,3,John J. Walsh,6th,1/2 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Leading The Way (IRE),R. A. Doyle,0,Gillian Scott,5th,22 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Plain Or Battered (IRE),J. P. O'Sullivan,5,N. Dooly,4th,12 l,5,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Malinas Glory (IRE),D. J. O'Keeffe,0,Eoghan O'Grady,3rd,21 l,5,11-12t,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Cillians Charm (IRE),Jonathan Moore,0,Anthony McCann,2nd,7 1/2 l,5,11-12h,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Halibut (FR),Keith Donoghue,0,Emmet Mullins,1st,N/A,5,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Inis Cealtra (IRE),C. A. Landers,0,F. Costello,PU,N/A,7,11-12t,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Reserve Judgement (IRE),B. Hayes,0,John McConnell,12th,17 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Magnetic Pulse (IRE),D. E. Mullins,0,P. A. Fahy,11th,1/2 l,5,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Man After Midnight (IRE),Richard Deegan,0,Louise G. Lyons,10th,1/2 l,5,11-5t,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Grand Rouge (IRE),Sarah Kavanagh,7,James M. Barcoe,9th,1 1/4 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,King Otis (IRE),Phillip Enright,0,Kieran Purcell,8th,2 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Master Mac's (IRE),M. M. McDonagh,5,D. E. Fitzgerald,7th,23 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Galmar (IRE),A. M. McCurtin,3,John J. Walsh,6th,1/2 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Leading The Way (IRE),R. A. Doyle,0,Gillian Scott,5th,22 l,6,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Plain Or Battered (IRE),J. P. O'Sullivan,5,N. Dooly,4th,12 l,5,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Malinas Glory (IRE),D. J. O'Keeffe,0,Eoghan O'Grady,3rd,21 l,5,11-12t,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Cillians Charm (IRE),Jonathan Moore,0,Anthony McCann,2nd,7 1/2 l,5,11-12h,-,True,28,17
Clonmel Racing Results | 27th October 2022 14:55,N/A,14:55,Soft To Heavy (Soft In Places),2m 114y,Halibut (FR),Keith Donoghue,0,Emmet Mullins,1st,N/A,5,11-12,-,True,28,17
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Lyla Garrity (IRE),Mr J. C. Barry,3,Mark Fahey,16th,9 l,6,11-7,89,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Danegeld,Miss R. Murphy,7,J. Morrison,15th,8 l,10,11-12,94,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Little Mixup (IRE),Mr E. Mahon,7,Denis Hogan,14th,7 l,5,12-1,97,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Doyen Rose (IRE),Mr B. W. Harvey,5,David Christie,13th,9 l,6,11-11h1,93,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Kings Halo (IRE),Mr Adam Feeney,7,James Daniel Dullea,12th,3 3/4 l,7,11-11,93,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Gamigin (IRE),Mr D. McGill,7,Noel C. Kelly,11th,5 l,4,12-1,98,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Bite That (IRE),Mr J. L. Gleeson,7,Patrick J. Flynn,10th,1/2 l,6,12-2,98,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Lily Of Dromard (IRE),Mr M. J. O'Connor,0,Michael John O'Connor,9th,Neck,8,12-0,96,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Our Dylan (IRE),Mr S. Cavanagh,7,P. A. Fahy,8th,1 3/4 l,6,11-13,95,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Pharisees (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,7th,1 3/4 l,4,12-0t1,97,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Downthecellar (IRE),Mr Pat Taaffe,7,E. J. O'Grady,6th,1 1/4 l,8,12-4tp,100,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Go Gill Go (IRE),Mr J. J. Codd,0,James Grace,5th,6 l,7,11-10t,92,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Johnny Clarke (IRE),Mr S. J. P. Baragry,7,W. J. Burke,4th,1 1/2 l,5,11-6,88,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Barbaha Queen (IRE),Mr H. C. Swan,7,John Patrick Ryan,3rd,6 l,6,11-10,92,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Marelly (IRE),Mr B. Lawless,7,Eoin Christopher McCarthy,2nd,2 1/4 l,5,12-2,98,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Hey Johnny (IRE),Mr C. Mullins,7,Thomas Mullins,1st,N/A,5,12-4,100,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Lyla Garrity (IRE),Mr J. C. Barry,3,Mark Fahey,16th,9 l,6,11-7,89,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Danegeld,Miss R. Murphy,7,J. Morrison,15th,8 l,10,11-12,94,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Little Mixup (IRE),Mr E. Mahon,7,Denis Hogan,14th,7 l,5,12-1,97,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Doyen Rose (IRE),Mr B. W. Harvey,5,David Christie,13th,9 l,6,11-11h1,93,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Kings Halo (IRE),Mr Adam Feeney,7,James Daniel Dullea,12th,3 3/4 l,7,11-11,93,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Gamigin (IRE),Mr D. McGill,7,Noel C. Kelly,11th,5 l,4,12-1,98,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Bite That (IRE),Mr J. L. Gleeson,7,Patrick J. Flynn,10th,1/2 l,6,12-2,98,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Lily Of Dromard (IRE),Mr M. J. O'Connor,0,Michael John O'Connor,9th,Neck,8,12-0,96,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Our Dylan (IRE),Mr S. Cavanagh,7,P. A. Fahy,8th,1 3/4 l,6,11-13,95,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Pharisees (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,7th,1 3/4 l,4,12-0t1,97,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Downthecellar (IRE),Mr Pat Taaffe,7,E. J. O'Grady,6th,1 1/4 l,8,12-4tp,100,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Go Gill Go (IRE),Mr J. J. Codd,0,James Grace,5th,6 l,7,11-10t,92,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Johnny Clarke (IRE),Mr S. J. P. Baragry,7,W. J. Burke,4th,1 1/2 l,5,11-6,88,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Barbaha Queen (IRE),Mr H. C. Swan,7,John Patrick Ryan,3rd,6 l,6,11-10,92,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Marelly (IRE),Mr B. Lawless,7,Eoin Christopher McCarthy,2nd,2 1/4 l,5,12-2,98,True,28,18
Clonmel Racing Results | 27th October 2022 15:30,N/A,15:30,Soft To Heavy (Soft In Places) ap Hurdle (Turf),2m 114y,Hey Johnny (IRE),Mr C. Mullins,7,Thomas Mullins,1st,N/A,5,12-4,100,True,28,18
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Trevena,M. M. McDonagh,5,Patrick T. Foley,PU,N/A,7,10-9p,106,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Winning Rascal,D. J. O'Keeffe,0,M. Hourigan,PU,N/A,7,10-9t,106,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Portstorm,Denis O'Regan,0,Colin A. McBratney,11th,25 l,7,11-10,121,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Touch of Oscar (IRE),S. D. Torrens,0,M. Hourigan,10th,11 l,8,10-5p,102,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Auckland (GER),D. E. Mullins,0,Anthony Mullins,9th,8 l,5,11-7p,118,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Low Lie The Fields (IRE),Rachael Blackmore,0,Henry de Bromhead,8th,12 l,8,11-5t,116,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Gotthenod (IRE),Mr T. P. Harney,7,Ross O'Sullivan,7th,2 1/2 l,8,10-10,107,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Walnut Beach (IRE),G. B. Noonan,0,Patrick J. Flynn,6th,3 1/2 l,5,11-5,116,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Ballykeel (IRE),K. C. Sexton,0,Gordon Elliott,5th,8 l,6,11-12,123,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Good World (IRE),M. J. M. O'Sullivan,5,Eoin Griffin,4th,12 l,7,10-9p,106,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Bay Ambition (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,2 1/2 l,9,11-7,118,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Time Marches On (IRE),S. F. O'Keeffe,0,J. D. Motherway,2nd,1 1/2 l,6,10-12p,109,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Robinstown (IRE),Jordan Colin Gainford,0,Cian Michael Collins,1st,N/A,7,11-8t,119,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Trevena,M. M. McDonagh,5,Patrick T. Foley,PU,N/A,7,10-9p,106,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Winning Rascal,D. J. O'Keeffe,0,M. Hourigan,PU,N/A,7,10-9t,106,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Portstorm,Denis O'Regan,0,Colin A. McBratney,11th,25 l,7,11-10,121,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Touch of Oscar (IRE),S. D. Torrens,0,M. Hourigan,10th,11 l,8,10-5p,102,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Auckland (GER),D. E. Mullins,0,Anthony Mullins,9th,8 l,5,11-7p,118,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Low Lie The Fields (IRE),Rachael Blackmore,0,Henry de Bromhead,8th,12 l,8,11-5t,116,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Gotthenod (IRE),Mr T. P. Harney,7,Ross O'Sullivan,7th,2 1/2 l,8,10-10,107,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Walnut Beach (IRE),G. B. Noonan,0,Patrick J. Flynn,6th,3 1/2 l,5,11-5,116,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Ballykeel (IRE),K. C. Sexton,0,Gordon Elliott,5th,8 l,6,11-12,123,True,28,19
Clonmel Racing Results | 27th October 2022 16:05,N/A,16:05,Soft To Heavy (Soft In Places),3m,Good World (IRE),M. J. M. O'Sullivan,5,Eoin Griffin,4th,12 l,7,10-9p,106,True,28,19
