track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Final Endeavour (IRE),Siobhan Rutledge,5,Harry Rogers,10th,3/4 l,6,9-6,67,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Tronador (IRE),C. T. Keane,0,Gordon Elliott,9th,2 l,6,9-4p,65,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Sir Allen,A. J. Slattery,0,A. Slattery,8th,2 1/2 l,3,9-2,70,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Barometer (IRE),Shane Foley,0,John Joseph Murphy,7th,2 1/4 l,7,9-1,62,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Sign From Above (IRE),Sam Ewing,3,Peter Fahey,6th,1 3/4 l,4,9-7,68,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Unanswered,Ben Martin Coen,0,A. J. Martin,5th,Neck,5,10-0t,75,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Theonewedreamof (IRE),L. F. Roche,0,Gavin Patrick Cromwell,4th,2 1/2 l,3,8-7,61,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Make Good (IRE),M. A. Enright,0,Shane Crawley,3rd,3/4 l,7,9-3t,64,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Advantage Point (IRE),William James Lee,0,Eddie & Patrick Harty,2nd,Short Head,9,9-4,65,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Joupe (IRE),D. King,7,Peter Lawlor,1st,N/A,5,9-11ht,72,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Greek Gladiator (IRE),G. F. Carroll,0,James Leavy,23rd,40 l,5,9-11,72,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Kashi (FR),R. C. Colgan,0,Karl Thornton,22nd,33 l,5,9-2,63,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Roman Song (IRE),J. A. Powell,5,Noel Meade,21st,2 l,3,8-13,67,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Perfect Arch (IRE),Seamie Heffernan,0,J. J. Lambe,20th,1/2 l,5,8-13b,60,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Rockabill Angel,Declan McDonogh,0,Joseph Patrick O'Brien,19th,1 1/4 l,3,9-0t,68,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Secret Secret (IRE),D. B. McMonagle,0,Emmet Mullins,18th,Head,6,9-1h,62,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Jukebox Jive (FR),M. P. Sheehy,0,Shane Nolan,17th,21 l,8,9-1tv1,62,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Darraby,G. M. Ryan,0,Brendan Duke,16th,3 1/2 l,3,9-4,72,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Believe In Science (IRE),K. J. Manning,0,J. S. Bolger,15th,3/4 l,3,9-4,72,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Bring Us Paradise,C. D. Hayes,0,Luke Comer,14th,1 3/4 l,6,10-0t,75,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Magnetic North (IRE),Adam Caffrey,7,Adrian McGuinness,13th,3/4 l,7,9-9v,70,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Folly Beach,W. M. Lordan,0,Mark Molloy,12th,Short Head,4,9-1,62,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Sequoiaspirit (IRE),J. M. Sheridan,3,Ray Hackett,11th,2 1/4 l,5,9-0,61,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Final Endeavour (IRE),Siobhan Rutledge,5,Harry Rogers,10th,3/4 l,6,9-6,67,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Tronador (IRE),C. T. Keane,0,Gordon Elliott,9th,2 l,6,9-4p,65,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Sir Allen,A. J. Slattery,0,A. Slattery,8th,2 1/2 l,3,9-2,70,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Barometer (IRE),Shane Foley,0,John Joseph Murphy,7th,2 1/4 l,7,9-1,62,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Sign From Above (IRE),Sam Ewing,3,Peter Fahey,6th,1 3/4 l,4,9-7,68,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Unanswered,Ben Martin Coen,0,A. J. Martin,5th,Neck,5,10-0t,75,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Theonewedreamof (IRE),L. F. Roche,0,Gavin Patrick Cromwell,4th,2 1/2 l,3,8-7,61,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Make Good (IRE),M. A. Enright,0,Shane Crawley,3rd,3/4 l,7,9-3t,64,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Advantage Point (IRE),William James Lee,0,Eddie & Patrick Harty,2nd,Short Head,9,9-4,65,True,28,12
Curragh Racing Results | 26th October 2022 16:00,N/A,16:00,Soft To Heavy,1m 6f,Joupe (IRE),D. King,7,Peter Lawlor,1st,N/A,5,9-11ht,72,True,28,12
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,El Maga (IRE),K. J. Leonard,0,Tom McGuinness,29th,2 1/4 l,3,9-7,58,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Indiana Grey (IRE),C. T. Keane,0,Patrick Martin,28th,2 l,6,9-4tb,53,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Carirose (IRE),S. M. Crosse,0,Aidan Anthony Howard,27th,Head,4,9-5,54,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Hot Bell,Amy Jo Hayes,7,A. Slattery,26th,Head,4,8-12v,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,We're on the Way (IRE),M. A. Gallagher,0,Ross O'Sullivan,25th,1 1/2 l,4,8-12tp,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Navorrosse (IRE),R. P. Cleary,0,P. A. Fahy,24th,1/2 l,5,9-5,54,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Cactus Tree (IRE),Seamie Heffernan,0,Denis Hogan,23rd,Head,6,8-12t,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Wished (IRE),D. N. Curran,7,Miss Jennifer Anne Lynch,22nd,1/2 l,3,9-12tp,63,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Noble Glory (IRE),Jack Enright,10,Gillian Scott,21st,1/2 l,4,9-11tp,60,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,The Pocket Flyer (IRE),Ben Martin Coen,0,R. P. Cody,20th,1 l,4,9-10b1,59,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Heledd (IRE),W. M. Lordan,0,Joseph G. Murphy,19th,Neck,3,8-10,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Mymacushla (IRE),M. P. Sheehy,0,Patrick Martin,18th,3/4 l,3,8-10,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,The Cola Brasil,C. Martins,0,Michael J. Browne,17th,1 3/4 l,6,9-11b,60,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,16th,3/4 l,6,9-6t,55,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Transition,G. M. Ryan,0,Tracey Collins,15th,1 1/2 l,5,8-12h,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Talking Tough (IRE),Tom Kiely Marshall,7,S. M. Duffy,14th,1 l,5,9-5p,54,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Wrist Art (IRE),William James Lee,0,Timothy Doyle,13th,Head,5,8-12,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Cliffs of Freedom (IRE),S. P. Davis,0,Charles Byrnes,12th,Nose,5,9-8,57,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Sheila (IRE),S. D. Bowen,7,Denis Hogan,11th,Neck,5,9-12tp1,61,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Flier,R. C. Colgan,0,Mrs Denise Foster,10th,Head,3,9-2,53,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Bellick,Siobhan Rutledge,5,John McConnell,9th,Neck,7,8-12,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Shur Lookit (IRE),R. Whearty,7,John McConnell,8th,Neck,3,8-10,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Angel's Trumpet (IRE),L. F. Roche,0,Peter Fahey,7th,1/2 l,5,9-11b,60,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Tastyee (IRE),J. M. Sheridan,3,David Kenneth Budds,6th,1 1/4 l,4,8-12tp,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Tall Story (IRE),J. A. Powell,5,Ross O'Sullivan,5th,3/4 l,4,9-10p,59,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Dixon Line,Shane Foley,0,Adrian Sexton,4th,Short Head,4,8-12b1,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Tyrion's Dream (IRE),Declan McDonogh,0,Aidan Anthony Howard,3rd,2 3/4 l,5,8-12tb,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Soilse (IRE),Kyanna Van Buuren,10,J. S. Bolger,2nd,1 1/2 l,4,10-0t,63,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Breezy Zoff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,3,9-3ht1,54,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,El Maga (IRE),K. J. Leonard,0,Tom McGuinness,29th,2 1/4 l,3,9-7,58,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Indiana Grey (IRE),C. T. Keane,0,Patrick Martin,28th,2 l,6,9-4tb,53,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Carirose (IRE),S. M. Crosse,0,Aidan Anthony Howard,27th,Head,4,9-5,54,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Hot Bell,Amy Jo Hayes,7,A. Slattery,26th,Head,4,8-12v,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,We're on the Way (IRE),M. A. Gallagher,0,Ross O'Sullivan,25th,1 1/2 l,4,8-12tp,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Navorrosse (IRE),R. P. Cleary,0,P. A. Fahy,24th,1/2 l,5,9-5,54,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Cactus Tree (IRE),Seamie Heffernan,0,Denis Hogan,23rd,Head,6,8-12t,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Wished (IRE),D. N. Curran,7,Miss Jennifer Anne Lynch,22nd,1/2 l,3,9-12tp,63,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Noble Glory (IRE),Jack Enright,10,Gillian Scott,21st,1/2 l,4,9-11tp,60,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,The Pocket Flyer (IRE),Ben Martin Coen,0,R. P. Cody,20th,1 l,4,9-10b1,59,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Heledd (IRE),W. M. Lordan,0,Joseph G. Murphy,19th,Neck,3,8-10,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Mymacushla (IRE),M. P. Sheehy,0,Patrick Martin,18th,3/4 l,3,8-10,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,The Cola Brasil,C. Martins,0,Michael J. Browne,17th,1 3/4 l,6,9-11b,60,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,16th,3/4 l,6,9-6t,55,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Transition,G. M. Ryan,0,Tracey Collins,15th,1 1/2 l,5,8-12h,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Talking Tough (IRE),Tom Kiely Marshall,7,S. M. Duffy,14th,1 l,5,9-5p,54,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Wrist Art (IRE),William James Lee,0,Timothy Doyle,13th,Head,5,8-12,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Cliffs of Freedom (IRE),S. P. Davis,0,Charles Byrnes,12th,Nose,5,9-8,57,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Sheila (IRE),S. D. Bowen,7,Denis Hogan,11th,Neck,5,9-12tp1,61,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Flier,R. C. Colgan,0,Mrs Denise Foster,10th,Head,3,9-2,53,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Bellick,Siobhan Rutledge,5,John McConnell,9th,Neck,7,8-12,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Shur Lookit (IRE),R. Whearty,7,John McConnell,8th,Neck,3,8-10,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Angel's Trumpet (IRE),L. F. Roche,0,Peter Fahey,7th,1/2 l,5,9-11b,60,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Tastyee (IRE),J. M. Sheridan,3,David Kenneth Budds,6th,1 1/4 l,4,8-12tp,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Tall Story (IRE),J. A. Powell,5,Ross O'Sullivan,5th,3/4 l,4,9-10p,59,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Dixon Line,Shane Foley,0,Adrian Sexton,4th,Short Head,4,8-12b1,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Tyrion's Dream (IRE),Declan McDonogh,0,Aidan Anthony Howard,3rd,2 3/4 l,5,8-12tb,47,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Soilse (IRE),Kyanna Van Buuren,10,J. S. Bolger,2nd,1 1/2 l,4,10-0t,63,True,28,13
Curragh Racing Results | 26th October 2022 16:35,N/A,16:35,Heavy,7f,Breezy Zoff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,3,9-3ht1,54,True,28,13
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Thekingofconnemara (IRE),Miss Emilie Finickenhagen,0,Thomas Dowling,14th,4 1/2 l,15,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Weston Road (IRE),Annalise Cullen,0,D Cullen,13th,6 1/2 l,7,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Yorkshire Pirlo (IRE),Antonia Von Der Recke,0,J J Hanlon,12th,13 l,4,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Beat of the Sea (IRE),Katherine Begley,0,S Fahey,11th,1 3/4 l,8,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Rebel Early (IRE),Miss Jenny Langhard,0,W J Burke,10th,4 1/4 l,8,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Running Scared (IRE),Miss Cinita Majer,0,W J Burke,9th,3 1/2 l,5,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Morning Dew (GER),Mr Luke O'Neill,0,A Kinirons,8th,4 3/4 l,6,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,High Altitude (IRE),Aine Lane,0,J J Murphy,7th,3/4 l,8,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,So Easy Way (IRE),Henri Barbe,0,I Madden,6th,2 3/4 l,6,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Darkened (IRE),Mr Pat Taaffe,0,D Hogan,5th,Nose,6,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Special Protector (IRE),Miss Rocio Relano,0,T Doyle,4th,2 1/2 l,4,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,A Mere Bagatelle (IRE),Miss Alice McGonnell,0,J J Hanlon,3rd,4 3/4 l,5,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Winnie Woodnutt (IRE),Mr B W Harvey,0,D Harvey,2nd,1 1/4 l,6,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Global Equity (IRE),Mark McDonagh,0,J P O'Brien,1st,N/A,7,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Thekingofconnemara (IRE),Miss Emilie Finickenhagen,0,Thomas Dowling,14th,4 1/2 l,15,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Weston Road (IRE),Annalise Cullen,0,D Cullen,13th,6 1/2 l,7,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Yorkshire Pirlo (IRE),Antonia Von Der Recke,0,J J Hanlon,12th,13 l,4,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Beat of the Sea (IRE),Katherine Begley,0,S Fahey,11th,1 3/4 l,8,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Rebel Early (IRE),Miss Jenny Langhard,0,W J Burke,10th,4 1/4 l,8,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Running Scared (IRE),Miss Cinita Majer,0,W J Burke,9th,3 1/2 l,5,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Morning Dew (GER),Mr Luke O'Neill,0,A Kinirons,8th,4 3/4 l,6,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,High Altitude (IRE),Aine Lane,0,J J Murphy,7th,3/4 l,8,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,So Easy Way (IRE),Henri Barbe,0,I Madden,6th,2 3/4 l,6,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Darkened (IRE),Mr Pat Taaffe,0,D Hogan,5th,Nose,6,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Special Protector (IRE),Miss Rocio Relano,0,T Doyle,4th,2 1/2 l,4,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,A Mere Bagatelle (IRE),Miss Alice McGonnell,0,J J Hanlon,3rd,4 3/4 l,5,11-7,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Winnie Woodnutt (IRE),Mr B W Harvey,0,D Harvey,2nd,1 1/4 l,6,11-2,-,True,28,14
Curragh Racing Results | 26th October 2022 17:10,N/A,17:10,N/A,1m 4f,Global Equity (IRE),Mark McDonagh,0,J P O'Brien,1st,N/A,7,11-2,-,True,28,14
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Russellsbelle (IRE),Phillip Enright,0,Paul O'Flynn,PU,N/A,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Lady Llewelyn (IRE),A. M. McCurtin,3,Eoghan O'Grady,17th,8 1/2 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Fourgenerations (IRE),E. Walsh,5,Adrian Murray,16th,Neck,6,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Smiths Sister (IRE),Jordan Colin Gainford,0,Michael G. Kennedy,15th,1 1/2 l,4,11-6,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Pulltheplug (IRE),Gavin Peter Brouder,5,Michael G. Kennedy,14th,6 l,6,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Hot Shimmer (IRE),T. N. Brett,7,L. Young,13th,4 1/4 l,5,11-7t1,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Penthouse Poppet (IRE),Denis O'Regan,0,Colin A. McBratney,12th,30 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Ladys Spirit (IRE),S. F. O'Keeffe,0,Terence O'Brien,11th,18 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Run for Eric (IRE),B. Hayes,0,Emmet Mullins,10th,Short Head,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Bingo Queen (IRE),Patrick Michael O'Brien,7,Patrick Martin,9th,22 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Hi Ski (IRE),K. E. Buckley,5,Ross O'Sullivan,8th,1 1/4 l,7,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Whiskey Lady (IRE),C. M. Quirke,7,Gillian Scott,7th,11 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Bint Freya (IRE),L. P. Dempsey,0,Thomas Cooper,6th,9 l,5,11-7h,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Clairmc (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,5th,23 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Ah Fuhgeddaboudit (IRE),Mr E. P. O'Brien,5,Denis Hogan,4th,9 1/2 l,4,11-6,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Roccos Inspiration (IRE),M. J. M. O'Sullivan,5,Michael G. Kennedy,3rd,1/2 l,5,11-7tp1,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Sainte Dona (FR),D. J. O'Keeffe,0,Thomas Cooper,2nd,Neck,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Henning (IRE),D. King,7,Denis Hogan,1st,N/A,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Russellsbelle (IRE),Phillip Enright,0,Paul O'Flynn,PU,N/A,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Lady Llewelyn (IRE),A. M. McCurtin,3,Eoghan O'Grady,17th,8 1/2 l,5,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Fourgenerations (IRE),E. Walsh,5,Adrian Murray,16th,Neck,6,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Smiths Sister (IRE),Jordan Colin Gainford,0,Michael G. Kennedy,15th,1 1/2 l,4,11-6,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Pulltheplug (IRE),Gavin Peter Brouder,5,Michael G. Kennedy,14th,6 l,6,11-7,-,True,28,15
Clonmel Racing Results | 27th October 2022 13:45,N/A,13:45,Soft To Heavy (Soft In Places),2m 3f 92y,Hot Shimmer (IRE),T. N. Brett,7,L. Young,13th,4 1/4 l,5,11-7t1,-,True,28,15
