track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Teed Up (IRE),C T Keane,0,E Mullins,9th,1 1/2 l,8,10-0,80,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Ehteyat (GER),J M Sheridan,0,Michael Flannery,8th,5 1/2 l,6,10-0,80,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Nostra Casa (IRE),D J O'Connor,10,Leonard Flynn,7th,3/4 l,9,10-2tp,82,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Tuba,B M Coen,0,R O'Brien,6th,Neck,4,9-1,67,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Solar Drive (IRE),M W Hassett,5,P W Flynn,5th,3/4 l,4,9-2,68,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Migdam (FR),Adam Caffrey,0,A McGuinness,4th,1 l,6,9-6v,72,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Duke Of Leggagh (IRE),W Joyce,5,M Mulvany,3rd,1 1/2 l,5,9-1t,67,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Desert Friend (IRE),C D Hayes,0,Mrs D Foster,2nd,3 1/4 l,9,8-12,64,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Molly Hall (IRE),R Whearty,3,Alan McIntyre,1st,N/A,7,9-6,72,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Keilah (IRE),Non Runner,0,W McCreery,NR,N/A,5,9-0,66,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Gangster Granny (IRE),S Foley,0,Mrs J Harrington,10th,1 l,4,9-9p,75,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Teed Up (IRE),C T Keane,0,E Mullins,9th,1 1/2 l,8,10-0,80,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Ehteyat (GER),J M Sheridan,0,Michael Flannery,8th,5 1/2 l,6,10-0,80,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Nostra Casa (IRE),D J O'Connor,10,Leonard Flynn,7th,3/4 l,9,10-2tp,82,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Tuba,B M Coen,0,R O'Brien,6th,Neck,4,9-1,67,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Solar Drive (IRE),M W Hassett,5,P W Flynn,5th,3/4 l,4,9-2,68,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Migdam (FR),Adam Caffrey,0,A McGuinness,4th,1 l,6,9-6v,72,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Duke Of Leggagh (IRE),W Joyce,5,M Mulvany,3rd,1 1/2 l,5,9-1t,67,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Desert Friend (IRE),C D Hayes,0,Mrs D Foster,2nd,3 1/4 l,9,8-12,64,True,173,36
Ballinrobe Racing Results | 9th May 2025 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 202y,Molly Hall (IRE),R Whearty,3,Alan McIntyre,1st,N/A,7,9-6,72,True,173,36
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Cheaperbythebottle (IRE),N M Crosse,0,D Marnane,9th,1/2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Luna Beaux (IRE),C D Hayes,0,Miss K McGivern,8th,2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Mini Cotai (IRE),W Joyce,5,M Mulvany,7th,2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Taiyi (IRE),S Foley,0,Mrs J Harrington,6th,Head,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Soulful Diva (IRE),A J Slattery,0,D Marnane,5th,2 1/2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Award Ceremony (IRE),G M Ryan,0,Donnacha O'Brien,4th,2 1/4 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Kansas (IRE),W J Lee,0,A P O'Brien,3rd,Head,2,9-7,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Amiata (IRE),C T Keane,0,G M Lyons,2nd,1 1/4 l,2,9-7,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,First Approach (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Cheaperbythebottle (IRE),N M Crosse,0,D Marnane,9th,1/2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Luna Beaux (IRE),C D Hayes,0,Miss K McGivern,8th,2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Mini Cotai (IRE),W Joyce,5,M Mulvany,7th,2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Taiyi (IRE),S Foley,0,Mrs J Harrington,6th,Head,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Soulful Diva (IRE),A J Slattery,0,D Marnane,5th,2 1/2 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Award Ceremony (IRE),G M Ryan,0,Donnacha O'Brien,4th,2 1/4 l,2,9-2,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Kansas (IRE),W J Lee,0,A P O'Brien,3rd,Head,2,9-7,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,Amiata (IRE),C T Keane,0,G M Lyons,2nd,1 1/4 l,2,9-7,-,True,173,37
Naas Racing Results | 10th May 2025 13:25,N/A,13:25,Good (Good To Firm In Places),5f,First Approach (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,173,37
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Bamako (IRE),N M Crosse,0,A Oliver,20th,1/2 l,3,8-12p,59,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Arctic Steps (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,19th,2 3/4 l,3,9-4,65,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Dark Enigma,W Joyce,5,J G Murray,18th,Neck,4,9-3p,55,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Far At Sea (IRE),B M Coen,0,P J F Murphy,17th,Head,3,9-1,62,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Hero Of The Hour,Sadhbh Tormey,10,T G McCourt,16th,1/2 l,8,9-10,62,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Hell Left Loose,J Pietropaolo,7,D Hogan,15th,Neck,9,8-7p,40,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Platino Bianco (IRE),M L Malone,10,C Timmons,14th,Neck,4,9-11,63,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,She's Smart (IRE),Adam Caffrey,0,A McGuinness,13th,Nose,4,9-9,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Zaragoza (IRE),C D Hayes,0,D K Weld,12th,2 l,5,9-9,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,11th,Neck,7,9-9v,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Tilly's Company (IRE),G F Carroll,0,J G Coogan,10th,1 l,3,9-3b1,64,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,No Speed Limit (FR),P McGettigan,7,P J McKenna,9th,Neck,10,8-7t,40,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Rion Rubette,R Coakley,0,M Butler,8th,Head,3,9-9,70,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Beano Power (IRE),Sorcha Woods,7,E Lynam,7th,3/4 l,4,9-9t,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Step Back In Time (IRE),R C Colgan,0,C Timmons,6th,1/2 l,7,9-0p,52,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Tomarlo,L T McAteer,0,D Marnane,5th,1 1/2 l,3,9-6t1,67,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Sarahmae (IRE),J M Sheridan,0,D Hogan,4th,Nose,3,9-7,68,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,3rd,Head,5,9-2,54,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Irish Rumour (IRE),C T Keane,0,Miss Jennifer Anne Lynch,2nd,Head,5,10-0t,66,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Surpass And Shine (IRE),W J Lee,0,P J Flynn,1st,N/A,4,9-13,65,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Bamako (IRE),N M Crosse,0,A Oliver,20th,1/2 l,3,8-12p,59,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Arctic Steps (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,19th,2 3/4 l,3,9-4,65,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Dark Enigma,W Joyce,5,J G Murray,18th,Neck,4,9-3p,55,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Far At Sea (IRE),B M Coen,0,P J F Murphy,17th,Head,3,9-1,62,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Hero Of The Hour,Sadhbh Tormey,10,T G McCourt,16th,1/2 l,8,9-10,62,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Hell Left Loose,J Pietropaolo,7,D Hogan,15th,Neck,9,8-7p,40,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Platino Bianco (IRE),M L Malone,10,C Timmons,14th,Neck,4,9-11,63,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,She's Smart (IRE),Adam Caffrey,0,A McGuinness,13th,Nose,4,9-9,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Zaragoza (IRE),C D Hayes,0,D K Weld,12th,2 l,5,9-9,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,11th,Neck,7,9-9v,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Tilly's Company (IRE),G F Carroll,0,J G Coogan,10th,1 l,3,9-3b1,64,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,No Speed Limit (FR),P McGettigan,7,P J McKenna,9th,Neck,10,8-7t,40,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Rion Rubette,R Coakley,0,M Butler,8th,Head,3,9-9,70,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Beano Power (IRE),Sorcha Woods,7,E Lynam,7th,3/4 l,4,9-9t,61,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Step Back In Time (IRE),R C Colgan,0,C Timmons,6th,1/2 l,7,9-0p,52,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Tomarlo,L T McAteer,0,D Marnane,5th,1 1/2 l,3,9-6t1,67,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Sarahmae (IRE),J M Sheridan,0,D Hogan,4th,Nose,3,9-7,68,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,3rd,Head,5,9-2,54,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Irish Rumour (IRE),C T Keane,0,Miss Jennifer Anne Lynch,2nd,Head,5,10-0t,66,True,173,38
Naas Racing Results | 10th May 2025 14:00,N/A,14:00,Good (Good To Firm In Places),5f,Surpass And Shine (IRE),W J Lee,0,P J Flynn,1st,N/A,4,9-13,65,True,173,38
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Gstaad,G M Ryan,0,A P O'Brien,NR,N/A,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Monocle Rocket (IRE),W J Lee,0,H De Bromhead,NR,N/A,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Manifest Destiny (IRE),G F Carroll,0,A Oliver,7th,Neck,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Arakiel (IRE),C D Hayes,0,A McNamara,6th,2 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Mokheefa (IRE),J M Sheridan,0,D Hogan,5th,1 3/4 l,2,9-2,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Chicago Call (IRE),B M Coen,0,J P Murtagh,4th,1 1/4 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Dialin For Dollars (IRE),N M Crosse,0,D Marnane,3rd,12 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Evening Blues (IRE),C T Keane,0,G M Lyons,2nd,1 1/4 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Albert Einstein (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Gstaad,G M Ryan,0,A P O'Brien,NR,N/A,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Monocle Rocket (IRE),W J Lee,0,H De Bromhead,NR,N/A,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Manifest Destiny (IRE),G F Carroll,0,A Oliver,7th,Neck,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Arakiel (IRE),C D Hayes,0,A McNamara,6th,2 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Mokheefa (IRE),J M Sheridan,0,D Hogan,5th,1 3/4 l,2,9-2,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Chicago Call (IRE),B M Coen,0,J P Murtagh,4th,1 1/4 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Dialin For Dollars (IRE),N M Crosse,0,D Marnane,3rd,12 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Evening Blues (IRE),C T Keane,0,G M Lyons,2nd,1 1/4 l,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 14:35,N/A,14:35,Good (Good To Firm In Places),5f 205y,Albert Einstein (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,173,39
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Jered Maddox,L T McAteer,0,D Marnane,13th,Neck,9,10-5,85,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Improve Your Move (IRE),N M Crosse,0,D Marnane,12th,10 l,3,8-13,75,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Escaping Thejungle (IRE),W M Lordan,0,E D Delany,11th,4 1/2 l,5,9-13,79,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Star Mind,S Foley,0,Gerard O'Leary,10th,Neck,4,8-11,63,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Altimara (IRE),L F Roche,0,R O'Sullivan,9th,2 l,4,9-3,69,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Skillman Ave (IRE),R Whearty,3,G P Cromwell,8th,Neck,3,8-10b,72,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Rappell (IRE),C T Keane,0,P W Flynn,7th,Short Head,4,9-12,78,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Prime Sign (IRE),W J Lee,0,A Oliver,6th,2 3/4 l,4,9-3,69,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Dynamic Force (IRE),J J G Ryan,3,T G McCourt,5th,1 1/4 l,6,9-2,68,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,4th,Short Head,5,9-8t,74,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Staysound Susie (IRE),A Browne-Souza,10,A Slattery,3rd,Head,4,10-1,81,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Pinar Del Rio,P A Harnett,5,K P Cotter,2nd,Neck,6,10-0p,80,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Tawaazon (IRE),K G Kennedy,5,J A Kinsella,1st,N/A,7,8-13tb,65,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Jered Maddox,L T McAteer,0,D Marnane,13th,Neck,9,10-5,85,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Improve Your Move (IRE),N M Crosse,0,D Marnane,12th,10 l,3,8-13,75,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Escaping Thejungle (IRE),W M Lordan,0,E D Delany,11th,4 1/2 l,5,9-13,79,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Star Mind,S Foley,0,Gerard O'Leary,10th,Neck,4,8-11,63,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Altimara (IRE),L F Roche,0,R O'Sullivan,9th,2 l,4,9-3,69,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Skillman Ave (IRE),R Whearty,3,G P Cromwell,8th,Neck,3,8-10b,72,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Rappell (IRE),C T Keane,0,P W Flynn,7th,Short Head,4,9-12,78,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Prime Sign (IRE),W J Lee,0,A Oliver,6th,2 3/4 l,4,9-3,69,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Dynamic Force (IRE),J J G Ryan,3,T G McCourt,5th,1 1/4 l,6,9-2,68,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,4th,Short Head,5,9-8t,74,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Staysound Susie (IRE),A Browne-Souza,10,A Slattery,3rd,Head,4,10-1,81,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Pinar Del Rio,P A Harnett,5,K P Cotter,2nd,Neck,6,10-0p,80,True,173,40
Naas Racing Results | 10th May 2025 15:10,N/A,15:10,Good (Good To Firm In Places),5f 205y,Tawaazon (IRE),K G Kennedy,5,J A Kinsella,1st,N/A,7,8-13tb,65,True,173,40
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Green Icon (FR),J A Heffernan,0,D Hogan,7th,2 l,3,9-8,80,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Passing Phase,S Foley,0,Mrs J Harrington,6th,1 1/4 l,3,9-11v1,83,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Smoke Them Out (IRE),J J G Ryan,3,T G McCourt,5th,1/2 l,3,9-12,84,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,No Return (IRE),W J Lee,0,Daniel Murphy,4th,1 1/4 l,3,9-10,82,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Gazelle D'or (IRE),J Cleary,5,M C Grassick,3rd,2 1/2 l,3,9-8,80,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Jorge Alvares (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,3,9-11b,83,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Temperance (IRE),C D Hayes,0,Miss K McGivern,1st,N/A,3,9-3p,75,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Green Icon (FR),J A Heffernan,0,D Hogan,7th,2 l,3,9-8,80,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Passing Phase,S Foley,0,Mrs J Harrington,6th,1 1/4 l,3,9-11v1,83,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Smoke Them Out (IRE),J J G Ryan,3,T G McCourt,5th,1/2 l,3,9-12,84,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,No Return (IRE),W J Lee,0,Daniel Murphy,4th,1 1/4 l,3,9-10,82,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Gazelle D'or (IRE),J Cleary,5,M C Grassick,3rd,2 1/2 l,3,9-8,80,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Jorge Alvares (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,3,9-11b,83,True,173,41
Naas Racing Results | 10th May 2025 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Temperance (IRE),C D Hayes,0,Miss K McGivern,1st,N/A,3,9-3p,75,True,173,41
Naas Racing Results | 10th May 2025 16:20,N/A,16:20,Good (Good To Firm In Places),1m 2f 84y,Kalixa (IRE),C D Hayes,0,D K Weld,8th,Head,3,9-2,-,True,173,42
Naas Racing Results | 10th May 2025 16:20,N/A,16:20,Good (Good To Firm In Places),1m 2f 84y,Gotomylovely (IRE),J M Sheridan,0,J A Stack,7th,2 l,3,9-2,-,True,173,42
Naas Racing Results | 10th May 2025 16:20,N/A,16:20,Good (Good To Firm In Places),1m 2f 84y,Hollys Graces (IRE),W J Lee,0,H De Bromhead,6th,Head,3,9-2,-,True,173,42
Naas Racing Results | 10th May 2025 16:20,N/A,16:20,Good (Good To Firm In Places),1m 2f 84y,Tamam Desert (IRE),S Foley,0,Eoghan O'Neill,5th,1/2 l,3,9-2,90,True,173,42
Naas Racing Results | 10th May 2025 16:20,N/A,16:20,Good (Good To Firm In Places),1m 2f 84y,Medici Venus (USA),G M Ryan,0,A P O'Brien,4th,3 l,3,9-2b,93,True,173,42
Naas Racing Results | 10th May 2025 16:20,N/A,16:20,Good (Good To Firm In Places),1m 2f 84y,Island Hopping (IRE),W M Lordan,0,A P O'Brien,3rd,3/4 l,3,9-2,95,True,173,42
