track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:18,Good,2m 1f 165y,Mason Lady (IRE),J J Slevin,0,S Slevin,9th,28 l,5,11-0b,80,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Pride Of Hawridge (IRE),Mr N McParlan,0,S McParlan,8th,6 l,6,11-2,82,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Chancer Dancer (IRE),J S McGarvey,0,N C Kelly,7th,1 3/4 l,7,11-1tp1,81,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Kartel And Co (FR),T Power Roche,7,P J Rothwell,6th,15 l,4,11-8p1,91,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Sandyman,A Harvey,7,J C McConnell,5th,1 3/4 l,8,12-0t1,94,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Moneynabane (IRE),P Byrnes,0,Ian Donoghue,4th,1 1/2 l,6,11-8,88,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Pettigo (IRE),P T Enright,0,M M McNiff,3rd,Head,6,11-5t,85,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Mabel In May (IRE),K E Buckley,0,Conor Maxwell,2nd,4 1/2 l,5,11-0,80,True,133,25
N/A,N/A,15:18,Good,2m 1f 165y,Up And Out (IRE),F Brickley,7,G Elliott,1st,N/A,6,11-12,92,True,133,25
N/A,N/A,15:48,Good,2m 5f 180y,Gaye Winnie (IRE),Sam Ewing,0,G Elliott,PU,N/A,6,10-7,95,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Wudya (IRE),C P Millar,7,G Elliott,7th,13 l,5,11-10p,112,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Optional Mix (IRE),H Morgan,0,E Doyle,6th,20 l,8,11-9t,111,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Bella Bliss (IRE),A Harvey,7,J C McConnell,5th,6 l,7,11-10tp1,112,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Steps In The Sand (IRE),E Walsh,0,C Collins,4th,6 1/2 l,5,11-2,104,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,My Policy (IRE),P M O'Brien,7,P Rooney,3rd,6 l,5,10-7p,95,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Cobra Queen (IRE),Rachael Blackmore,0,H De Bromhead,2nd,3 1/2 l,5,11-8,110,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Hidden Land (USA),K C Sexton,0,A Kinirons,1st,N/A,7,12-2,118,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Gaye Winnie (IRE),Sam Ewing,0,G Elliott,PU,N/A,6,10-7,95,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Wudya (IRE),C P Millar,7,G Elliott,7th,13 l,5,11-10p,112,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Optional Mix (IRE),H Morgan,0,E Doyle,6th,20 l,8,11-9t,111,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Bella Bliss (IRE),A Harvey,7,J C McConnell,5th,6 l,7,11-10tp1,112,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Steps In The Sand (IRE),E Walsh,0,C Collins,4th,6 1/2 l,5,11-2,104,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,My Policy (IRE),P M O'Brien,7,P Rooney,3rd,6 l,5,10-7p,95,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Cobra Queen (IRE),Rachael Blackmore,0,H De Bromhead,2nd,3 1/2 l,5,11-8,110,True,133,26
N/A,N/A,15:48,Good,2m 5f 180y,Hidden Land (USA),K C Sexton,0,A Kinirons,1st,N/A,7,12-2,118,True,133,26
N/A,N/A,16:18,Good,2m 5f 180y,Punch Perfect,P Townend,0,W P Mullins,PU,N/A,5,11-4,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Spricklestown (IRE),P M O'Brien,7,P Stafford,10th,90 l,5,10-11,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Flaxfield (IRE),C L Walsh,7,Paul Mulligan,9th,17 l,7,11-4t,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Sights Unseen (IRE),Miss L Costello,7,S Slevin,8th,4 3/4 l,5,10-11,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Evies Court (IRE),J S McGarvey,0,N C Kelly,7th,7 1/2 l,4,10-7,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Anysignofhim (IRE),L Quinlan,3,R Hackett,6th,14 l,5,11-4,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Western Ability (IRE),D J O'Keeffe,0,D M Christie,5th,5 l,5,11-4,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Eco Pete (IRE),T Power Roche,7,P J Rothwell,4th,2 1/4 l,7,11-12p,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,The Mediator (IRE),Sam Ewing,0,G Elliott,3rd,9 l,7,11-12,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Intense Approach,A Harvey,7,J C McConnell,2nd,1 3/4 l,5,11-12,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Step Out (IRE),J J Slevin,0,S R B Crawford,1st,N/A,5,11-4t,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Punch Perfect,P Townend,0,W P Mullins,PU,N/A,5,11-4,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Spricklestown (IRE),P M O'Brien,7,P Stafford,10th,90 l,5,10-11,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Flaxfield (IRE),C L Walsh,7,Paul Mulligan,9th,17 l,7,11-4t,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Sights Unseen (IRE),Miss L Costello,7,S Slevin,8th,4 3/4 l,5,10-11,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Evies Court (IRE),J S McGarvey,0,N C Kelly,7th,7 1/2 l,4,10-7,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Anysignofhim (IRE),L Quinlan,3,R Hackett,6th,14 l,5,11-4,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Western Ability (IRE),D J O'Keeffe,0,D M Christie,5th,5 l,5,11-4,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Eco Pete (IRE),T Power Roche,7,P J Rothwell,4th,2 1/4 l,7,11-12p,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,The Mediator (IRE),Sam Ewing,0,G Elliott,3rd,9 l,7,11-12,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Intense Approach,A Harvey,7,J C McConnell,2nd,1 3/4 l,5,11-12,-,True,133,27
N/A,N/A,16:18,Good,2m 5f 180y,Step Out (IRE),J J Slevin,0,S R B Crawford,1st,N/A,5,11-4t,-,True,133,27
N/A,N/A,16:48,Good,2m 5f 180y,Slaney Bank (IRE),A P Kelly,5,M Fahey,PU,N/A,6,11-3p,84,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Glaoinn An Airgead (IRE),K Callaghan,5,J Barcoe,PU,N/A,6,11-1,82,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,What's Lariat Now (IRE),A Harvey,7,Francis Casey,13th,36 l,6,11-10b,91,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Dunleer Phoenix (IRE),Sam Ewing,0,G Elliott,12th,20 l,8,11-5p,86,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Meadow Soprano (DEN),B W Harvey,0,J C McConnell,11th,Head,6,11-7p,88,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Pasquetta (IRE),D J O'Keeffe,0,Mrs P Dobbs,10th,4 3/4 l,6,11-1p,82,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Cocoplum (IRE),K C Sexton,0,C A McBratney,9th,3 l,7,11-12,93,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Roscomroe (IRE),D P Maxwell,7,J P Broderick,8th,Short Head,9,10-13tp,80,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Gustavo Goodway (IRE),T Power Roche,7,P J Rothwell,7th,1 1/2 l,6,11-11tp1,92,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Tiny Angel (IRE),D J Gilligan,0,N C Kelly,6th,3/4 l,4,10-13,84,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Stumblin In (IRE),J J Doyle,0,P M J Doyle,5th,10 l,5,11-8,89,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Paddy Elvis (IRE),J J Slevin,0,S R B Crawford,4th,10 l,5,11-9p,90,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,A Mere Bagatelle (IRE),J C Gainford,0,J J Hanlon,3rd,1 3/4 l,7,11-11b,92,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Mister Vic (IRE),J S McGarvey,0,N C Kelly,2nd,2 l,6,11-12t,93,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Sineads Fancy (IRE),L Quinlan,3,S Ryan,1st,N/A,7,11-3,84,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Slaney Bank (IRE),A P Kelly,5,M Fahey,PU,N/A,6,11-3p,84,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Glaoinn An Airgead (IRE),K Callaghan,5,J Barcoe,PU,N/A,6,11-1,82,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,What's Lariat Now (IRE),A Harvey,7,Francis Casey,13th,36 l,6,11-10b,91,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Dunleer Phoenix (IRE),Sam Ewing,0,G Elliott,12th,20 l,8,11-5p,86,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Meadow Soprano (DEN),B W Harvey,0,J C McConnell,11th,Head,6,11-7p,88,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Pasquetta (IRE),D J O'Keeffe,0,Mrs P Dobbs,10th,4 3/4 l,6,11-1p,82,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Cocoplum (IRE),K C Sexton,0,C A McBratney,9th,3 l,7,11-12,93,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Roscomroe (IRE),D P Maxwell,7,J P Broderick,8th,Short Head,9,10-13tp,80,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Gustavo Goodway (IRE),T Power Roche,7,P J Rothwell,7th,1 1/2 l,6,11-11tp1,92,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Tiny Angel (IRE),D J Gilligan,0,N C Kelly,6th,3/4 l,4,10-13,84,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Stumblin In (IRE),J J Doyle,0,P M J Doyle,5th,10 l,5,11-8,89,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Paddy Elvis (IRE),J J Slevin,0,S R B Crawford,4th,10 l,5,11-9p,90,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,A Mere Bagatelle (IRE),J C Gainford,0,J J Hanlon,3rd,1 3/4 l,7,11-11b,92,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Mister Vic (IRE),J S McGarvey,0,N C Kelly,2nd,2 l,6,11-12t,93,True,133,28
N/A,N/A,16:48,Good,2m 5f 180y,Sineads Fancy (IRE),L Quinlan,3,S Ryan,1st,N/A,7,11-3,84,True,133,28
N/A,N/A,17:18,Good,2m 2f 185y,Royal Attitude (IRE),Mr O McGill,7,S R B Crawford,11th,30 l,5,11-7t1,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Left Turn (IRE),Mr F Maguire,0,G Keane,10th,5 1/2 l,5,11-7,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Raby Mere (FR),Mr P J Cody,7,Louise G Lyons,9th,9 1/2 l,5,12-0,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Love As Always (IRE),Mr B J Walsh,7,B J Walsh,8th,18 l,5,11-7,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Arctic Craft (IRE),Mr T C Kileff,7,S Millar,7th,3/4 l,7,12-0t,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Comeonarchie (IRE),Mr J R Martin,7,F G Hand,6th,7 l,7,12-0t,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Felix Summus (IRE),Mr P W Mullins,0,W P Mullins,5th,2 1/4 l,6,12-0,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Hethinkshe'selvis (IRE),Mr J L Gleeson,5,J J Hanlon,4th,3 3/4 l,4,11-11,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Fortune The Brave (IRE),Mr F R Buckley,7,J C McConnell,3rd,12 l,4,11-11,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Dramatic License (IRE),Mr S Connor,7,S R B Crawford,2nd,1 1/4 l,4,11-11t1,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Augusta George (IRE),Mr Neil Gault,7,W J Bryson,1st,N/A,6,12-0,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Royal Attitude (IRE),Mr O McGill,7,S R B Crawford,11th,30 l,5,11-7t1,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Left Turn (IRE),Mr F Maguire,0,G Keane,10th,5 1/2 l,5,11-7,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Raby Mere (FR),Mr P J Cody,7,Louise G Lyons,9th,9 1/2 l,5,12-0,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Love As Always (IRE),Mr B J Walsh,7,B J Walsh,8th,18 l,5,11-7,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Arctic Craft (IRE),Mr T C Kileff,7,S Millar,7th,3/4 l,7,12-0t,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Comeonarchie (IRE),Mr J R Martin,7,F G Hand,6th,7 l,7,12-0t,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Felix Summus (IRE),Mr P W Mullins,0,W P Mullins,5th,2 1/4 l,6,12-0,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Hethinkshe'selvis (IRE),Mr J L Gleeson,5,J J Hanlon,4th,3 3/4 l,4,11-11,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Fortune The Brave (IRE),Mr F R Buckley,7,J C McConnell,3rd,12 l,4,11-11,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Dramatic License (IRE),Mr S Connor,7,S R B Crawford,2nd,1 1/4 l,4,11-11t1,-,True,133,29
N/A,N/A,17:18,Good,2m 2f 185y,Augusta George (IRE),Mr Neil Gault,7,W J Bryson,1st,N/A,6,12-0,-,True,133,29
N/A,N/A,17:23,Yielding To Soft,2m 165y,Solar Drive (IRE),K C Sexton,0,P W Flynn,NR,N/A,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Solar Falcon (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Game Phoenix (IRE),D J O'Keeffe,0,Paul Power,NR,N/A,3,10-7,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Burren Orchard (IRE),D E Mullins,0,John F O'Neill,13th,53 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Thefutureisnow (IRE),P T Enright,0,M Hourigan,12th,3/4 l,3,11-0t1,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Scard Heart,J Coen,3,G Elliott,11th,Short Head,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Medical Man (IRE),O R Brown,5,W Durkan,10th,38 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Gona Be Alright (IRE),P J O'Hanlon,0,D Hassett,9th,6 1/2 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,My Teofilo (IRE),D King,0,D Hogan,8th,1 3/4 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Set The Tone (IRE),D J Gilligan,0,D M O'Brien,7th,2 l,3,10-7,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Jlow (IRE),P K Donovan,5,C W J Farrell,6th,Nose,3,10-7,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Judicial Reward (IRE),C Stone-Walsh,5,G P Cromwell,5th,2 1/4 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Baron Blake (FR),J C Gainford,0,J J Hanlon,4th,14 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Kaptain Bay (IRE),Sam Ewing,0,N Meade,3rd,1 1/4 l,3,11-0t1,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,2nd,1/2 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Prairie Angel (IRE),J J Slevin,0,J P O'Brien,1st,N/A,3,10-7,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Solar Drive (IRE),K C Sexton,0,P W Flynn,NR,N/A,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Solar Falcon (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Game Phoenix (IRE),D J O'Keeffe,0,Paul Power,NR,N/A,3,10-7,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Burren Orchard (IRE),D E Mullins,0,John F O'Neill,13th,53 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Thefutureisnow (IRE),P T Enright,0,M Hourigan,12th,3/4 l,3,11-0t1,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Scard Heart,J Coen,3,G Elliott,11th,Short Head,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Medical Man (IRE),O R Brown,5,W Durkan,10th,38 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Gona Be Alright (IRE),P J O'Hanlon,0,D Hassett,9th,6 1/2 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,My Teofilo (IRE),D King,0,D Hogan,8th,1 3/4 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Set The Tone (IRE),D J Gilligan,0,D M O'Brien,7th,2 l,3,10-7,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Jlow (IRE),P K Donovan,5,C W J Farrell,6th,Nose,3,10-7,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Judicial Reward (IRE),C Stone-Walsh,5,G P Cromwell,5th,2 1/4 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Baron Blake (FR),J C Gainford,0,J J Hanlon,4th,14 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Kaptain Bay (IRE),Sam Ewing,0,N Meade,3rd,1 1/4 l,3,11-0t1,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,2nd,1/2 l,3,11-0,-,True,133,30
N/A,N/A,17:23,Yielding To Soft,2m 165y,Prairie Angel (IRE),J J Slevin,0,J P O'Brien,1st,N/A,3,10-7,-,True,133,30
N/A,N/A,17:53,Yielding To Soft,2m 165y,Mrs Tk (IRE),J J Slevin,0,L Fowler,NR,N/A,4,10-8,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Relevant Range (IRE),D King,0,G Scott,NR,N/A,5,11-12p,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Light Of Life (IRE),Sam Ewing,0,Peter Fahey,NR,N/A,6,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Macantuile (IRE),T Joseph Kelly,7,Leonard Flynn,NR,N/A,4,11-1,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Buddy's Choice (IRE),H E Sexton,7,J J Hanlon,UR,N/A,4,11-1,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Captain Jake (IRE),L A McKenna,5,L Fowler,PU,N/A,7,11-4t1,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Sweet Chestnut (IRE),J Coen,3,Peter Fahey,10th,71 l,5,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Kinski (FR),P K Donovan,5,P G Kelly,9th,15 l,5,11-4h,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Doitforjane Sid (IRE),A McCurtin,0,Donncha Duggan,8th,6 l,8,11-4,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Shining Silver (IRE),S Fitzgerald,0,J P Ryan,7th,2 3/4 l,6,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Dream Shaper (IRE),D E Mullins,0,I Madden,6th,1 3/4 l,5,11-4t,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Ballybrittas (IRE),J P O'Sullivan,0,P J Rothwell,5th,5 1/2 l,5,11-4,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Cristal Clere (IRE),Rachael Blackmore,0,J Nallen,4th,1/2 l,6,11-12,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Pampar Lady (IRE),C Stone-Walsh,5,G P Cromwell,3rd,1 1/2 l,5,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Houlanbatordechais (FR),P Townend,0,W P Mullins,2nd,3 l,7,11-12,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Frankendael,C P McNamara,0,E McNamara,1st,N/A,5,11-12h,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Mrs Tk (IRE),J J Slevin,0,L Fowler,NR,N/A,4,10-8,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Relevant Range (IRE),D King,0,G Scott,NR,N/A,5,11-12p,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Light Of Life (IRE),Sam Ewing,0,Peter Fahey,NR,N/A,6,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Macantuile (IRE),T Joseph Kelly,7,Leonard Flynn,NR,N/A,4,11-1,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Buddy's Choice (IRE),H E Sexton,7,J J Hanlon,UR,N/A,4,11-1,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Captain Jake (IRE),L A McKenna,5,L Fowler,PU,N/A,7,11-4t1,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Sweet Chestnut (IRE),J Coen,3,Peter Fahey,10th,71 l,5,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Kinski (FR),P K Donovan,5,P G Kelly,9th,15 l,5,11-4h,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Doitforjane Sid (IRE),A McCurtin,0,Donncha Duggan,8th,6 l,8,11-4,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Shining Silver (IRE),S Fitzgerald,0,J P Ryan,7th,2 3/4 l,6,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Dream Shaper (IRE),D E Mullins,0,I Madden,6th,1 3/4 l,5,11-4t,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Ballybrittas (IRE),J P O'Sullivan,0,P J Rothwell,5th,5 1/2 l,5,11-4,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Cristal Clere (IRE),Rachael Blackmore,0,J Nallen,4th,1/2 l,6,11-12,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Pampar Lady (IRE),C Stone-Walsh,5,G P Cromwell,3rd,1 1/2 l,5,10-11,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Houlanbatordechais (FR),P Townend,0,W P Mullins,2nd,3 l,7,11-12,-,True,133,31
N/A,N/A,17:53,Yielding To Soft,2m 165y,Frankendael,C P McNamara,0,E McNamara,1st,N/A,5,11-12h,-,True,133,31
N/A,N/A,18:53,Yielding To Soft,2m 165y,Good Bye Milan (IRE),C M Quirke,5,Leonard Flynn,NR,N/A,7,11-5t1,85,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Tic Tac Toe (IRE),L Quinlan,3,R Hackett,NR,N/A,4,11-10b,93,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Star In The Park (IRE),M J M O'Sullivan,0,D E Fitzgerald,NR,N/A,6,11-11,91,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,UR,N/A,5,11-7tp,87,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Take A Punt (IRE),D J O'Keeffe,0,Brendan Walsh,PU,N/A,11,11-0t1,80,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,So Easy Way (IRE),D E Mullins,0,I Madden,12th,21 l,8,11-1,81,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Littletwinklestar (IRE),J J Slevin,0,W J O'Doherty,11th,3/4 l,7,11-6h,86,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Lucky Junior (IRE),P T Enright,0,R Tyner,10th,7 1/2 l,4,11-10h,93,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,I Owe You One (IRE),Mr A D Bustin,7,C Byrnes,9th,6 l,5,11-12,92,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Barryroe Madam (FR),R Deegan,0,B McMahon,8th,4 1/2 l,5,11-9,89,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Destivelle (IRE),P K Donovan,5,S K Ryder,7th,3/4 l,5,11-4t,84,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Saynothinatall (IRE),P J O'Hanlon,0,D Collins,6th,2 l,5,11-7p1,87,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Cottage Artist (IRE),G B Noonan,5,V T O'Brien,5th,2 1/2 l,11,11-0,80,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Inthenickoftime (IRE),S D Torrens,0,E Bolger,4th,1/2 l,4,11-10h,93,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Sydney Cruiser (IRE),A Harvey,5,Ciaran Murphy,3rd,2 1/2 l,6,11-8,88,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Ragmans Corner (IRE),J Kearney,5,G Keane,2nd,1/2 l,5,11-11,91,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,The Vegas Raider (IRE),D J Gilligan,0,K A Heffernan,1st,N/A,6,12-0tv,94,True,133,32
N/A,N/A,18:53,Yielding To Soft,2m 165y,Good Bye Milan (IRE),C M Quirke,5,Leonard Flynn,NR,N/A,7,11-5t1,85,True,133,32
