track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 6th August 2024 18:30,N/A,18:30,Yielding To Soft,2m 7f 213y,Menindee (IRE),D J O'Keeffe,0,D M Christie,4th,19 l,8,11-11t,105,True,132,9
Roscommon Racing Results | 6th August 2024 18:30,N/A,18:30,Yielding To Soft,2m 7f 213y,Solly Attwell (IRE),J C Gainford,0,C Collins,3rd,7 1/2 l,6,11-12,106,True,132,9
Roscommon Racing Results | 6th August 2024 18:30,N/A,18:30,Yielding To Soft,2m 7f 213y,Wa Wa (IRE),M J M O'Sullivan,0,D A McLoughlin,2nd,3 1/4 l,9,12-0tp,108,True,132,9
Roscommon Racing Results | 6th August 2024 18:30,N/A,18:30,Yielding To Soft,2m 7f 213y,Housemartin (IRE),P T Enright,0,E J O'Grady,1st,N/A,7,11-10t,104,True,132,9
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Pacini,J W Kennedy,0,G Elliott,PU,N/A,4,11-1,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,San Salvador (IRE),J J Slevin,0,J P O'Brien,F,N/A,8,11-12,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Lope De Light,O R Brown,5,W Durkan,F,N/A,4,11-1tp1,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Blue Reed (FR),C Stone-Walsh,5,W J Burke,8th,6 1/2 l,5,11-12p1,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Air Drop (IRE),Sam Ewing,0,G Elliott,7th,2 3/4 l,6,11-5,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Aurea Fortuna (IRE),D King,0,Mrs C O'Leary,6th,2 1/4 l,5,11-12,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Striking (FR),C D Smithers,7,Mrs J Harrington,5th,6 1/2 l,6,11-12,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Annexation (FR),Rachael Blackmore,0,H De Bromhead,4th,2 3/4 l,8,11-12t,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,If You Let Me,K M Donoghue,0,G P Cromwell,3rd,8 l,5,11-12h,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Fremantle Doctor (IRE),B W Harvey,0,J C McConnell,2nd,2 1/4 l,6,11-12t,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Presenting Lad (IRE),P T Enright,0,M M McNiff,1st,N/A,8,11-12t,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Pacini,J W Kennedy,0,G Elliott,PU,N/A,4,11-1,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,San Salvador (IRE),J J Slevin,0,J P O'Brien,F,N/A,8,11-12,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Lope De Light,O R Brown,5,W Durkan,F,N/A,4,11-1tp1,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Blue Reed (FR),C Stone-Walsh,5,W J Burke,8th,6 1/2 l,5,11-12p1,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Air Drop (IRE),Sam Ewing,0,G Elliott,7th,2 3/4 l,6,11-5,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Aurea Fortuna (IRE),D King,0,Mrs C O'Leary,6th,2 1/4 l,5,11-12,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Striking (FR),C D Smithers,7,Mrs J Harrington,5th,6 1/2 l,6,11-12,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Annexation (FR),Rachael Blackmore,0,H De Bromhead,4th,2 3/4 l,8,11-12t,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,If You Let Me,K M Donoghue,0,G P Cromwell,3rd,8 l,5,11-12h,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Fremantle Doctor (IRE),B W Harvey,0,J C McConnell,2nd,2 1/4 l,6,11-12t,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:00,N/A,19:00,Yielding To Soft,2m 114y,Presenting Lad (IRE),P T Enright,0,M M McNiff,1st,N/A,8,11-12t,-,True,132,10
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,NR,N/A,6,10-9p,83,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Hees Dynamite (IRE),M M McDonagh,0,E McNamara,NR,N/A,6,10-10t,84,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,UR,N/A,6,10-6b,80,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,PU,N/A,14,10-5t,79,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,On My Bike (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,6,11-11p1,99,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,How Decc (IRE),P K Donovan,5,E Seymour,PU,N/A,6,11-9tp,97,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,The Eye Of Tulla (IRE),D Moloney,7,B McMahon,PU,N/A,8,11-2b,90,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,O'Faolains Glory (IRE),C P Millar,7,Ian Donoghue,F,N/A,7,11-9v1,97,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Lake Chad (IRE),Niall Moore,7,P Fenton,9th,22 l,9,11-11,99,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Conron (IRE),R A Doyle,0,M Brassil,8th,3/4 l,10,12-0,102,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,7th,1 l,7,11-0tp,88,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Clyde The Glide (IRE),Miss L Costello,7,P G Kelly,6th,3/4 l,7,10-0t,74,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Likable Chancer (IRE),D J Gilligan,3,D Howard,5th,3 3/4 l,10,10-4tp,78,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,4th,3 3/4 l,9,11-10,98,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Greenway Machine (IRE),Cian Cullinan,7,Ms H P Markham,3rd,17 l,12,10-4,78,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Gaelic Des Chastys (FR),C P McNamara,0,E McNamara,2nd,1 3/4 l,8,11-3h,91,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Brandt (IRE),J C Gainford,0,C Collins,1st,N/A,6,11-2h1,90,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,NR,N/A,6,10-9p,83,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Hees Dynamite (IRE),M M McDonagh,0,E McNamara,NR,N/A,6,10-10t,84,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,UR,N/A,6,10-6b,80,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,PU,N/A,14,10-5t,79,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,On My Bike (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,6,11-11p1,99,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,How Decc (IRE),P K Donovan,5,E Seymour,PU,N/A,6,11-9tp,97,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,The Eye Of Tulla (IRE),D Moloney,7,B McMahon,PU,N/A,8,11-2b,90,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,O'Faolains Glory (IRE),C P Millar,7,Ian Donoghue,F,N/A,7,11-9v1,97,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Lake Chad (IRE),Niall Moore,7,P Fenton,9th,22 l,9,11-11,99,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Conron (IRE),R A Doyle,0,M Brassil,8th,3/4 l,10,12-0,102,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,7th,1 l,7,11-0tp,88,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Clyde The Glide (IRE),Miss L Costello,7,P G Kelly,6th,3/4 l,7,10-0t,74,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Likable Chancer (IRE),D J Gilligan,3,D Howard,5th,3 3/4 l,10,10-4tp,78,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,4th,3 3/4 l,9,11-10,98,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Greenway Machine (IRE),Cian Cullinan,7,Ms H P Markham,3rd,17 l,12,10-4,78,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Gaelic Des Chastys (FR),C P McNamara,0,E McNamara,2nd,1 3/4 l,8,11-3h,91,True,132,11
Roscommon Racing Results | 6th August 2024 19:30,N/A,19:30,Yielding To Soft,2m 5f 147y,Brandt (IRE),J C Gainford,0,C Collins,1st,N/A,6,11-2h1,90,True,132,11
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Larkfield Legacy (IRE),D King,0,R P Rath,NR,N/A,10,10-0,67,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Father Jed (IRE),J J Slevin,0,J P Ryan,UR,N/A,13,10-3,70,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Rose Of Kalanisi (IRE),P J O'Hanlon,0,P Stafford,PU,N/A,7,11-11,92,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Smitty Bacall (IRE),J W Kennedy,0,J P Flavin,PU,N/A,13,11-6tp,87,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Fr Gilligansvoyge,J Coen,3,John G Carr,PU,N/A,11,10-0,67,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Electric Dreamer (IRE),C Stone-Walsh,5,W J Burke,PU,N/A,6,11-13p,94,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Tippin And Tappin (IRE),D J O'Keeffe,0,E Bolger,PU,N/A,5,11-7,88,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Three Loud Knocks (IRE),M J M O'Sullivan,0,B Mortell,10th,13 l,12,10-2,69,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Agirlcalledchloe (IRE),S D Torrens,0,P J Rothwell,9th,2 3/4 l,7,10-7b,74,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Gold Haven (IRE),C P Millar,7,P W Flynn,8th,16 l,6,12-0tb,95,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Inchidaly Copper (IRE),Mr L Burke-Ott,7,A Ott,7th,1 1/4 l,8,11-4b1,85,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Tuff Days (IRE),M P O'Connor,0,Michael Barry,6th,Neck,7,11-4p,85,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,5th,Head,8,12-0,95,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Ocean Legacy (IRE),P M O'Brien,7,D A McLoughlin,4th,3 1/4 l,7,11-6,87,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Ballydangan (IRE),B W Harvey,0,William Harvey,3rd,1 3/4 l,7,11-6p,87,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,2nd,2 1/2 l,7,11-3b,84,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Le Grand Vert (FR),D Meyler,0,J P Dempsey,1st,N/A,8,11-2tp,83,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Larkfield Legacy (IRE),D King,0,R P Rath,NR,N/A,10,10-0,67,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Father Jed (IRE),J J Slevin,0,J P Ryan,UR,N/A,13,10-3,70,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Rose Of Kalanisi (IRE),P J O'Hanlon,0,P Stafford,PU,N/A,7,11-11,92,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Smitty Bacall (IRE),J W Kennedy,0,J P Flavin,PU,N/A,13,11-6tp,87,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Fr Gilligansvoyge,J Coen,3,John G Carr,PU,N/A,11,10-0,67,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Electric Dreamer (IRE),C Stone-Walsh,5,W J Burke,PU,N/A,6,11-13p,94,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Tippin And Tappin (IRE),D J O'Keeffe,0,E Bolger,PU,N/A,5,11-7,88,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Three Loud Knocks (IRE),M J M O'Sullivan,0,B Mortell,10th,13 l,12,10-2,69,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Agirlcalledchloe (IRE),S D Torrens,0,P J Rothwell,9th,2 3/4 l,7,10-7b,74,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Gold Haven (IRE),C P Millar,7,P W Flynn,8th,16 l,6,12-0tb,95,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Inchidaly Copper (IRE),Mr L Burke-Ott,7,A Ott,7th,1 1/4 l,8,11-4b1,85,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Tuff Days (IRE),M P O'Connor,0,Michael Barry,6th,Neck,7,11-4p,85,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,5th,Head,8,12-0,95,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Ocean Legacy (IRE),P M O'Brien,7,D A McLoughlin,4th,3 1/4 l,7,11-6,87,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Ballydangan (IRE),B W Harvey,0,William Harvey,3rd,1 3/4 l,7,11-6p,87,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,2nd,2 1/2 l,7,11-3b,84,True,132,12
Roscommon Racing Results | 6th August 2024 20:00,N/A,20:00,Soft,3m 1f 10y,Le Grand Vert (FR),D Meyler,0,J P Dempsey,1st,N/A,8,11-2tp,83,True,132,12
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Jane Eire (IRE),Mr S E Cottrill,7,H De Bromhead,NR,N/A,4,11-3h1,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Lightup Lightup (USA),Mr D O'Connor,0,C W J Farrell,NR,N/A,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Boston Gent,Mr H C Swan,3,G Elliott,NR,N/A,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Ben Purple (IRE),Mr J Aherne,7,J P Ryan,RR,N/A,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Quill Energy (IRE),Mr S Cavanagh,7,Mrs M Whelehan,12th,43 l,4,11-3,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Lo And Behold (IRE),Mr R W Barron,5,M A Daly,11th,26 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Kingkong Ciergues (FR),Miss P Elvin,7,P J Rothwell,10th,1/2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Golden Order (IRE),Mr D Doyle,7,Michael E Hallinan,9th,23 l,4,11-3,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Albert Hirsch (IRE),Mr J H Williamson,7,M C Grassick,8th,2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Pavilion End,Mr F Maguire,0,C O'Brien,7th,3/4 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Good Time Tommy (IRE),Miss A B O'Connor,0,J J Hanlon,6th,1 1/2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Truly Elegant (IRE),Mr J C Barry,0,G Keane,5th,5 l,4,11-3,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Lord Ffrench (IRE),Mr J C Canavan,7,S Curling,4th,2 3/4 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Eagle's Quest,Mr D G Lavery,0,Ms M Mullins,3rd,2 1/4 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Jerry From Kerry (IRE),Mr J L Gleeson,5,E Mullins,2nd,5 1/2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Keep Up (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-3,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Jane Eire (IRE),Mr S E Cottrill,7,H De Bromhead,NR,N/A,4,11-3h1,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Lightup Lightup (USA),Mr D O'Connor,0,C W J Farrell,NR,N/A,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Boston Gent,Mr H C Swan,3,G Elliott,NR,N/A,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Ben Purple (IRE),Mr J Aherne,7,J P Ryan,RR,N/A,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Quill Energy (IRE),Mr S Cavanagh,7,Mrs M Whelehan,12th,43 l,4,11-3,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Lo And Behold (IRE),Mr R W Barron,5,M A Daly,11th,26 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Kingkong Ciergues (FR),Miss P Elvin,7,P J Rothwell,10th,1/2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Golden Order (IRE),Mr D Doyle,7,Michael E Hallinan,9th,23 l,4,11-3,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Albert Hirsch (IRE),Mr J H Williamson,7,M C Grassick,8th,2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Pavilion End,Mr F Maguire,0,C O'Brien,7th,3/4 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Good Time Tommy (IRE),Miss A B O'Connor,0,J J Hanlon,6th,1 1/2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Truly Elegant (IRE),Mr J C Barry,0,G Keane,5th,5 l,4,11-3,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Lord Ffrench (IRE),Mr J C Canavan,7,S Curling,4th,2 3/4 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Eagle's Quest,Mr D G Lavery,0,Ms M Mullins,3rd,2 1/4 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Jerry From Kerry (IRE),Mr J L Gleeson,5,E Mullins,2nd,5 1/2 l,4,11-10,-,True,132,13
Roscommon Racing Results | 6th August 2024 20:30,N/A,20:30,Soft,1m 7f 100y,Keep Up (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-3,-,True,132,13
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Morell River (IRE),J J Slevin,0,Peter Maher,NR,N/A,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Liscahane United (IRE),,0,C Collins,NR,N/A,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Barroness Park (IRE),D Robinson,0,Eric Larkin,14th,12 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Chica Linda (IRE),P Byrnes,0,James Andrew Fahey,13th,1 1/4 l,4,11-2,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,An Ge Liath (IRE),P T Smithers,7,M Fahey,12th,17 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Yenaled Dream (IRE),D Meyler,0,E Doyle,11th,5 1/2 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Job Well Done (IRE),M P Walsh,0,E Bolger,10th,14 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Fantaske (FR),J C Gainford,0,P Nolan,9th,1 3/4 l,4,10-8t,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Evolving,K C Sexton,0,A Kinirons,8th,2 l,4,11-2,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Struck By Churchil,Mr A P Ryan,7,A Slattery,7th,1 3/4 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Kimy (FR),J B Foley,0,T Mullins,6th,4 1/2 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Polly Poppins (IRE),T Power Roche,7,D A Kiely,5th,3 1/2 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Clongorey (IRE),J W Kennedy,0,G Elliott,4th,1 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Dumb Love (IRE),M J M O'Sullivan,0,Gerard O'Leary,3rd,2 1/2 l,4,11-2,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Hasten Slowly (IRE),B W Harvey,0,J C McConnell,2nd,2 1/4 l,4,11-2,-,True,132,14
