track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Felix Desjy (FR),J W Kennedy,0,G Elliott,5th,8 1/2 l,11,12-0p,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Point Gellibrand (IRE),M J M O'Sullivan,0,Gerard O'Leary,4th,4 l,5,12-0,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Gino Drummer Boy (IRE),Sam Ewing,0,G Elliott,3rd,3/4 l,8,10-6p,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Boom Boom Boom,P Byrnes,0,C Byrnes,2nd,16 l,7,11-4,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Dollar Value (USA),A Harvey,7,T G McCourt,1st,N/A,9,11-4,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Rick Dalton (IRE),J C Gainford,0,C Collins,NR,N/A,6,11-0p1,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Action Motion (IRE),D King,0,D Hogan,NR,N/A,5,10-10tp,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Single Edition (IRE),C P Millar,7,N Slevin,7th,1/2 l,6,10-10t,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Circus Act (IRE),D J Gilligan,0,J Nash,6th,3 1/4 l,5,11-4b,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Felix Desjy (FR),J W Kennedy,0,G Elliott,5th,8 1/2 l,11,12-0p,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Point Gellibrand (IRE),M J M O'Sullivan,0,Gerard O'Leary,4th,4 l,5,12-0,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Gino Drummer Boy (IRE),Sam Ewing,0,G Elliott,3rd,3/4 l,8,10-6p,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Boom Boom Boom,P Byrnes,0,C Byrnes,2nd,16 l,7,11-4,-,True,132,37
Sligo Racing Results | 8th August 2024 17:05,N/A,17:05,Soft (Yielding To Soft In Places),2m 1f 185y,Dollar Value (USA),A Harvey,7,T G McCourt,1st,N/A,9,11-4,-,True,132,37
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Joe Hannigan (IRE),Niall Moore,7,William P Murphy,UR,N/A,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Tell Me This (IRE),T P Harney,7,R O'Sullivan,UR,N/A,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Santa Catarina,J G Gilligan,7,P J Gilligan,F,N/A,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Get In Line (IRE),P Townend,0,W P Mullins,10th,8 1/2 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Our June (IRE),Sam Ewing,0,G Elliott,9th,12 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Hero In The Sky (IRE),Mr L Burke-Ott,7,A Ott,8th,2 3/4 l,5,11-7t,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Annalough (IRE),P T Enright,0,M M McNiff,7th,4 1/4 l,4,11-4,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Florance (IRE),J P O'Sullivan,0,A McCann,6th,11 l,6,11-7h,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Knocknagoran Lady (IRE),B W Harvey,0,Cian Hughes,5th,3 1/4 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,4th,6 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Spanish Maid (IRE),D Meyler,0,F J Flood,3rd,11 l,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Kate Knows Best (IRE),D E Mullins,0,J P Ryan,2nd,9 l,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Cloonainra (IRE),A Harvey,7,J C McConnell,1st,N/A,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Joe Hannigan (IRE),Niall Moore,7,William P Murphy,UR,N/A,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Tell Me This (IRE),T P Harney,7,R O'Sullivan,UR,N/A,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Santa Catarina,J G Gilligan,7,P J Gilligan,F,N/A,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Get In Line (IRE),P Townend,0,W P Mullins,10th,8 1/2 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Our June (IRE),Sam Ewing,0,G Elliott,9th,12 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Hero In The Sky (IRE),Mr L Burke-Ott,7,A Ott,8th,2 3/4 l,5,11-7t,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Annalough (IRE),P T Enright,0,M M McNiff,7th,4 1/4 l,4,11-4,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Florance (IRE),J P O'Sullivan,0,A McCann,6th,11 l,6,11-7h,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Knocknagoran Lady (IRE),B W Harvey,0,Cian Hughes,5th,3 1/4 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,4th,6 l,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Spanish Maid (IRE),D Meyler,0,F J Flood,3rd,11 l,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Kate Knows Best (IRE),D E Mullins,0,J P Ryan,2nd,9 l,6,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 17:35,N/A,17:35,Soft (Yielding To Soft In Places),2m 1f 185y,Cloonainra (IRE),A Harvey,7,J C McConnell,1st,N/A,5,11-7,-,True,132,38
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Rauzan (IRE),H Morgan,0,E Doyle,NR,N/A,4,11-4p,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Ankud,C P Millar,7,G Elliott,NR,N/A,5,11-13p,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Hardy Diamond (IRE),Sam Ewing,0,G Elliott,5th,6 1/2 l,5,10-13,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Linden Arden (IRE),B Hayes,0,M J Bowe,4th,10 l,6,11-6,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Rockstown Girl (IRE),J P O'Sullivan,0,A McCann,3rd,17 l,6,11-5,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Spy,P Byrnes,0,C Byrnes,2nd,1/2 l,5,10-13,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Drumgill (IRE),D J Gilligan,0,J P Ryan,1st,N/A,5,10-13,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Rauzan (IRE),H Morgan,0,E Doyle,NR,N/A,4,11-4p,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Ankud,C P Millar,7,G Elliott,NR,N/A,5,11-13p,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Hardy Diamond (IRE),Sam Ewing,0,G Elliott,5th,6 1/2 l,5,10-13,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Linden Arden (IRE),B Hayes,0,M J Bowe,4th,10 l,6,11-6,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Rockstown Girl (IRE),J P O'Sullivan,0,A McCann,3rd,17 l,6,11-5,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Spy,P Byrnes,0,C Byrnes,2nd,1/2 l,5,10-13,-,True,132,39
Sligo Racing Results | 8th August 2024 18:05,N/A,18:05,Soft (Yielding To Soft In Places),2m 1f 185y,Drumgill (IRE),D J Gilligan,0,J P Ryan,1st,N/A,5,10-13,-,True,132,39
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Tomas O Maille (IRE),A McCurtin,0,M Flannery,NR,N/A,7,11-12,99,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Leading Lion (IRE),Sam Ewing,0,G Elliott,NR,N/A,4,11-10t,100,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Halla Paroiste (IRE),J C Gainford,0,C Collins,NR,N/A,4,11-7,97,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Banada Bridge (IRE),D J Gilligan,0,Mrs D Foster,NR,N/A,7,10-7t,80,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Leis Fein (IRE),A P Kelly,5,V T O'Brien,PU,N/A,9,10-12,85,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Kiwi Kiss (FR),K C Sexton,0,P W Flynn,8th,17 l,8,11-2tp,89,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Ganderstown (IRE),P Byrnes,0,C Byrnes,7th,34 l,5,10-10,83,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Tasmanian Girl (IRE),D J O'Keeffe,0,Aengus King,6th,1 3/4 l,4,10-10tb,86,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Fassbender (IRE),P T Enright,0,M M McNiff,5th,8 1/2 l,8,11-5t,92,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Nevermindestranger (IRE),A Harvey,7,D M Christie,4th,3 1/4 l,7,11-7,94,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,3rd,2 1/2 l,7,11-10p,97,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Lodilomoco (IRE),J J Slevin,0,J P Ryan,2nd,1 1/4 l,6,11-6,93,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Kilbride Hill (IRE),Mr J Aherne,7,J P Ryan,1st,N/A,6,11-0,87,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Tomas O Maille (IRE),A McCurtin,0,M Flannery,NR,N/A,7,11-12,99,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Leading Lion (IRE),Sam Ewing,0,G Elliott,NR,N/A,4,11-10t,100,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Halla Paroiste (IRE),J C Gainford,0,C Collins,NR,N/A,4,11-7,97,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Banada Bridge (IRE),D J Gilligan,0,Mrs D Foster,NR,N/A,7,10-7t,80,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Leis Fein (IRE),A P Kelly,5,V T O'Brien,PU,N/A,9,10-12,85,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Kiwi Kiss (FR),K C Sexton,0,P W Flynn,8th,17 l,8,11-2tp,89,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Ganderstown (IRE),P Byrnes,0,C Byrnes,7th,34 l,5,10-10,83,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Tasmanian Girl (IRE),D J O'Keeffe,0,Aengus King,6th,1 3/4 l,4,10-10tb,86,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Fassbender (IRE),P T Enright,0,M M McNiff,5th,8 1/2 l,8,11-5t,92,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Nevermindestranger (IRE),A Harvey,7,D M Christie,4th,3 1/4 l,7,11-7,94,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,3rd,2 1/2 l,7,11-10p,97,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Lodilomoco (IRE),J J Slevin,0,J P Ryan,2nd,1 1/4 l,6,11-6,93,True,132,40
Sligo Racing Results | 8th August 2024 18:35,N/A,18:35,Soft,2m 1f 185y,Kilbride Hill (IRE),Mr J Aherne,7,J P Ryan,1st,N/A,6,11-0,87,True,132,40
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Milan's Ruby (IRE),E Walsh,0,A McCann,PU,N/A,6,10-11,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Bobbysingindablues (IRE),D J Gilligan,0,P J Gilligan,F,N/A,4,11-0,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Pure Design (IRE),J P O'Sullivan,0,A McCann,8th,99 l,5,10-11,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Morph Speed (IRE),F Brickley,7,N Slevin,7th,16 l,8,11-12t,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Hungry Rock (IRE),P T Enright,0,M M McNiff,6th,Head,4,11-0,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Sir Carnegie (IRE),J C Gainford,0,J J Hanlon,5th,2 1/4 l,4,11-0,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Aill Dubh (IRE),A McCurtin,0,M Flannery,4th,4 1/2 l,7,11-4p1,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Charlie's Dilemma (IRE),B W Harvey,0,J C McConnell,3rd,9 l,5,11-4,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Love Like This (IRE),S Fitzgerald,0,J P Ryan,2nd,12 l,6,10-11,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Plontier (FR),P Townend,0,W P Mullins,1st,N/A,8,11-12,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Milan's Ruby (IRE),E Walsh,0,A McCann,PU,N/A,6,10-11,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Bobbysingindablues (IRE),D J Gilligan,0,P J Gilligan,F,N/A,4,11-0,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Pure Design (IRE),J P O'Sullivan,0,A McCann,8th,99 l,5,10-11,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Morph Speed (IRE),F Brickley,7,N Slevin,7th,16 l,8,11-12t,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Hungry Rock (IRE),P T Enright,0,M M McNiff,6th,Head,4,11-0,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Sir Carnegie (IRE),J C Gainford,0,J J Hanlon,5th,2 1/4 l,4,11-0,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Aill Dubh (IRE),A McCurtin,0,M Flannery,4th,4 1/2 l,7,11-4p1,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Charlie's Dilemma (IRE),B W Harvey,0,J C McConnell,3rd,9 l,5,11-4,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Love Like This (IRE),S Fitzgerald,0,J P Ryan,2nd,12 l,6,10-11,-,True,132,41
Sligo Racing Results | 8th August 2024 19:05,N/A,19:05,Soft,2m 4f 110y,Plontier (FR),P Townend,0,W P Mullins,1st,N/A,8,11-12,-,True,132,41
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Cougar (JPN),A P Kelly,5,P Roche,NR,N/A,5,11-12,119,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,New Year Honours,Sam Ewing,0,G Elliott,NR,N/A,5,11-0tp,107,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Wild Shot,B Hayes,0,J C McConnell,PU,N/A,10,11-7tp,114,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Mon Storm (IRE),D J O'Keeffe,0,V Wilson,PU,N/A,13,10-9,102,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,All Those Years,P Byrnes,0,C Byrnes,7th,21 l,10,11-11,118,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Ballagh Star (IRE),D King,0,Mrs Y Dunleavy,6th,5 l,6,10-0tp,93,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Blenheim Belle (IRE),P T Enright,0,M M McNiff,5th,8 l,5,10-4,97,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Luminous Light,J P O'Sullivan,0,A McCann,4th,1 1/2 l,5,11-9h,116,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Andyourbirdcansing (IRE),D E Mullins,0,J P Ryan,3rd,1 3/4 l,6,10-9,102,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,The Truant (IRE),K C Sexton,0,P W Flynn,2nd,1 3/4 l,7,10-10t,103,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Early Arrival (IRE),K Callaghan,5,J Barcoe,1st,N/A,9,10-9,102,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Cougar (JPN),A P Kelly,5,P Roche,NR,N/A,5,11-12,119,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,New Year Honours,Sam Ewing,0,G Elliott,NR,N/A,5,11-0tp,107,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Wild Shot,B Hayes,0,J C McConnell,PU,N/A,10,11-7tp,114,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Mon Storm (IRE),D J O'Keeffe,0,V Wilson,PU,N/A,13,10-9,102,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,All Those Years,P Byrnes,0,C Byrnes,7th,21 l,10,11-11,118,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Ballagh Star (IRE),D King,0,Mrs Y Dunleavy,6th,5 l,6,10-0tp,93,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Blenheim Belle (IRE),P T Enright,0,M M McNiff,5th,8 l,5,10-4,97,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Luminous Light,J P O'Sullivan,0,A McCann,4th,1 1/2 l,5,11-9h,116,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Andyourbirdcansing (IRE),D E Mullins,0,J P Ryan,3rd,1 3/4 l,6,10-9,102,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,The Truant (IRE),K C Sexton,0,P W Flynn,2nd,1 3/4 l,7,10-10t,103,True,132,42
Sligo Racing Results | 8th August 2024 19:35,N/A,19:35,Soft,2m 4f 110y,Early Arrival (IRE),K Callaghan,5,J Barcoe,1st,N/A,9,10-9,102,True,132,42
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Doyen Evening (IRE),Mr H C Swan,3,C Collins,PU,N/A,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Midnight Eagle (IRE),Cian Cullinan,7,Aengus King,12th,Neck,4,11-8,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Frenchfort Legend (IRE),Mr F Maguire,0,J J Hanlon,11th,6 1/2 l,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Moycashel Angel (IRE),Mr C A Bowman,7,C Collins,10th,8 1/2 l,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Tara Boe (IRE),Mr J L Gleeson,5,C Moore,9th,25 l,6,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Mojitos Star (IRE),Miss G Benson,7,P Flood,8th,2 1/2 l,4,11-8,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Mollys Kingdom (IRE),Mr D Doyle,7,J P Ryan,7th,31 l,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Born Bright (IRE),Mr D O'Sullivan,7,C O'Connell,6th,41 l,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Katie Daniels (IRE),Mr N McParlan,0,Gerald Quinn,5th,6 1/2 l,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Wild Mandate (IRE),Mr O McGill,7,M M McNiff,4th,Head,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Phildante (IRE),Mr M J McGrath,7,R J McGrath,3rd,8 l,7,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Surfin Usa (FR),Mr P W Mullins,0,W P Mullins,2nd,20 l,4,11-8,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Love At Sea (IRE),Mr J Reddington,7,P Hurley,1st,N/A,6,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Doyen Evening (IRE),Mr H C Swan,3,C Collins,PU,N/A,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Midnight Eagle (IRE),Cian Cullinan,7,Aengus King,12th,Neck,4,11-8,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Frenchfort Legend (IRE),Mr F Maguire,0,J J Hanlon,11th,6 1/2 l,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Moycashel Angel (IRE),Mr C A Bowman,7,C Collins,10th,8 1/2 l,5,11-11,-,True,132,43
Sligo Racing Results | 8th August 2024 20:05,N/A,20:05,Soft  Flat (Turf),2m 2f 86y,Tara Boe (IRE),Mr J L Gleeson,5,C Moore,9th,25 l,6,11-11,-,True,132,43
