track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Read To Return (IRE),D King,0,A J Martin,9th,30 l,7,10-0t,114,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Ontheropes (IRE),B Hayes,0,W P Mullins,8th,3 l,10,11-12t,138,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Diol Ker (FR),D J Gilligan,5,G Elliott,7th,1 3/4 l,10,11-9b,135,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Bowtogreatness (IRE),B Jones,0,B Pauling,6th,1 1/4 l,8,11-4,130,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Credo (IRE),Rex Dingle,0,A J Honeyball,5th,3 1/4 l,9,11-2,128,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Landen Calling (IRE),Liam Harrison,0,F O'Brien,4th,10 l,8,10-12tb,124,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Brucejack (IRE),C G O'Dwyer,5,P A Fahy,3rd,8 1/2 l,7,10-0,114,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Your Own Story (IRE),Patrick Wadge,0,Miss Lucinda V Russell,2nd,Neck,8,10-13,125,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,The Gradual Slope (IRE),M M McDonagh,3,S O O'Brien,1st,N/A,7,10-2,114,True,111,23
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Hispanic Moon (FR),D J O'Keeffe,0,H De Bromhead,PU,N/A,7,11-7p,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Telmesomethinggirl (IRE),Rachael Blackmore,0,H De Bromhead,4th,42 l,9,11-7,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Ashroe Diamond (IRE),Mr P W Mullins,0,W P Mullins,3rd,20 l,7,11-7h,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Gala Marceau (FR),D E Mullins,0,W P Mullins,2nd,7 l,5,11-7h,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Lossiemouth (FR),P Townend,0,W P Mullins,1st,N/A,5,11-7,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Hispanic Moon (FR),D J O'Keeffe,0,H De Bromhead,PU,N/A,7,11-7p,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Telmesomethinggirl (IRE),Rachael Blackmore,0,H De Bromhead,4th,42 l,9,11-7,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Ashroe Diamond (IRE),Mr P W Mullins,0,W P Mullins,3rd,20 l,7,11-7h,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Gala Marceau (FR),D E Mullins,0,W P Mullins,2nd,7 l,5,11-7h,-,True,111,24
Punchestown Racing Results | 4th May 2024 15:42,N/A,15:42,Soft,2m 4f 118y,Lossiemouth (FR),P Townend,0,W P Mullins,1st,N/A,5,11-7,-,True,111,24
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Fury Road (IRE),J C Gainford,0,G Elliott,NR,N/A,10,11-6tp,144,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Percy Warner (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,8,10-7p,131,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Farouk D'Alene (FR),C P Millar,7,G Elliott,NR,N/A,9,11-12,150,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Bonnie Kellie (IRE),P T Enright,0,S Curling,NR,N/A,7,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Battle Of Mirbat (IRE),S F O'Keeffe,0,M J McDonagh,UR,N/A,7,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Ballykeel (IRE),D J Gilligan,5,G Elliott,PU,N/A,8,10-5t,129,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Blackjack Magic,Rex Dingle,0,A J Honeyball,PU,N/A,9,10-11t,135,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Glengouly (FR),P Townend,0,W P Mullins,PU,N/A,8,11-6,144,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Digby (IRE),M J M O'Sullivan,0,D A McLoughlin,PU,N/A,9,10-4p,128,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Spanish Harlem (FR),D E Mullins,0,W P Mullins,PU,N/A,6,11-0t,138,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Donacheady Gale (IRE),D King,0,J P Ryan,F,N/A,10,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Cadatharla (IRE),A P Kelly,5,Colm Murphy,5th,11 l,6,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Cruz Control (FR),Stan Sheppard,0,T Lacey,4th,1/2 l,7,11-2t,140,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Gold Bullion (FR),Rachael Blackmore,0,H De Bromhead,3rd,13 l,8,10-0t,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Better Times Ahead (IRE),S D Torrens,0,R Tyner,2nd,Head,7,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Minella Crooner (IRE),Sam Ewing,0,G Elliott,1st,N/A,8,11-4p,142,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Fury Road (IRE),J C Gainford,0,G Elliott,NR,N/A,10,11-6tp,144,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Percy Warner (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,8,10-7p,131,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Farouk D'Alene (FR),C P Millar,7,G Elliott,NR,N/A,9,11-12,150,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Bonnie Kellie (IRE),P T Enright,0,S Curling,NR,N/A,7,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Battle Of Mirbat (IRE),S F O'Keeffe,0,M J McDonagh,UR,N/A,7,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Ballykeel (IRE),D J Gilligan,5,G Elliott,PU,N/A,8,10-5t,129,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Blackjack Magic,Rex Dingle,0,A J Honeyball,PU,N/A,9,10-11t,135,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Glengouly (FR),P Townend,0,W P Mullins,PU,N/A,8,11-6,144,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Digby (IRE),M J M O'Sullivan,0,D A McLoughlin,PU,N/A,9,10-4p,128,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Spanish Harlem (FR),D E Mullins,0,W P Mullins,PU,N/A,6,11-0t,138,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Donacheady Gale (IRE),D King,0,J P Ryan,F,N/A,10,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Cadatharla (IRE),A P Kelly,5,Colm Murphy,5th,11 l,6,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Cruz Control (FR),Stan Sheppard,0,T Lacey,4th,1/2 l,7,11-2t,140,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Gold Bullion (FR),Rachael Blackmore,0,H De Bromhead,3rd,13 l,8,10-0t,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Better Times Ahead (IRE),S D Torrens,0,R Tyner,2nd,Head,7,10-0,123,True,111,25
Punchestown Racing Results | 4th May 2024 16:15,N/A,16:15,Soft,3m 104y,Minella Crooner (IRE),Sam Ewing,0,G Elliott,1st,N/A,8,11-4p,142,True,111,25
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Highwind (FR),M P Walsh,0,W P Mullins,10th,1 3/4 l,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Bunting (FR),S F O'Keeffe,0,W P Mullins,9th,2 1/2 l,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Miss Manzor,Rachael Blackmore,0,W P Mullins,8th,2 1/4 l,4,10-7,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Karl Des Tourelles (FR),B Hayes,0,P Fenton,7th,4 l,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Batman Girac (FR),M J M O'Sullivan,0,W P Mullins,6th,6 l,4,11-0ht,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Eastern Legend (IRE),J C Gainford,0,J S Bolger,5th,1 l,4,11-0tp,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Storm Heart (FR),D E Mullins,0,W P Mullins,4th,Neck,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Nurburgring (IRE),J J Slevin,0,J P O'Brien,3rd,1/2 l,4,11-0tp1,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Bottler'secret (IRE),S W Flanagan,0,G P Cromwell,2nd,1 1/2 l,4,11-0p,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Kargese (FR),P Townend,0,W P Mullins,1st,N/A,4,10-7h,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Highwind (FR),M P Walsh,0,W P Mullins,10th,1 3/4 l,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Bunting (FR),S F O'Keeffe,0,W P Mullins,9th,2 1/2 l,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Miss Manzor,Rachael Blackmore,0,W P Mullins,8th,2 1/4 l,4,10-7,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Karl Des Tourelles (FR),B Hayes,0,P Fenton,7th,4 l,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Batman Girac (FR),M J M O'Sullivan,0,W P Mullins,6th,6 l,4,11-0ht,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Eastern Legend (IRE),J C Gainford,0,J S Bolger,5th,1 l,4,11-0tp,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Storm Heart (FR),D E Mullins,0,W P Mullins,4th,Neck,4,11-0,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Nurburgring (IRE),J J Slevin,0,J P O'Brien,3rd,1/2 l,4,11-0tp1,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Bottler'secret (IRE),S W Flanagan,0,G P Cromwell,2nd,1 1/2 l,4,11-0p,-,True,111,26
Punchestown Racing Results | 4th May 2024 16:50,N/A,16:50,Soft,2m,Kargese (FR),P Townend,0,W P Mullins,1st,N/A,4,10-7h,-,True,111,26
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Gold Dancer (FR),S F O'Keeffe,0,W P Mullins,NR,N/A,5,10-12t,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Encanto Bruno (IRE),S W Flanagan,0,G P Cromwell,NR,N/A,6,11-7,139,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Visionarian (IRE),C Stone-Walsh,5,G P Cromwell,NR,N/A,9,11-2,134,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Olympic Man (FR),P Townend,0,W P Mullins,PU,N/A,7,11-5,137,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Waterford Whispers (IRE),M P Walsh,0,H De Bromhead,PU,N/A,6,11-3,135,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Watch The Weather,D Meyler,0,R P Cody,21st,21 l,8,10-12t,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Monbeg Park (IRE),J J Slevin,0,S Doyle,20th,12 l,7,11-3,135,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Ocastle Des Mottes (FR),D E Mullins,0,W P Mullins,19th,7 l,5,10-12h,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Cato's Revenge (IRE),S F O'Keeffe,0,P J Rothwell,18th,3 1/4 l,7,10-2tp1,120,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,One Last Tango (IRE),P T Smithers,7,E Griffin,17th,Neck,7,10-11,129,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,The Wallpark (IRE),Sam Ewing,0,G Elliott,16th,3/4 l,6,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Pink In The Park (IRE),K Callaghan,5,W P Mullins,15th,1 1/2 l,7,10-13,131,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Jigoro (FR),J C Gainford,0,G Elliott,14th,1/2 l,5,11-5,137,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Risk Belle (FR),A P Kelly,5,W P Mullins,13th,3 3/4 l,5,11-2,134,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Ambitious Fellow (IRE),D J O'Keeffe,0,Peter Fahey,12th,6 l,8,11-6,138,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Dee Capo (FR),C P Millar,7,G Elliott,11th,1 l,5,11-12,144,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Fascile Mode (IRE),J B Foley,0,T Mullins,10th,1/2 l,6,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Canal End (IRE),J S McGarvey,0,Peter Fahey,9th,1/2 l,6,10-7,125,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Comfort Zone (IRE),S D Torrens,0,J P O'Brien,7th,Dead Heat,5,10-13,131,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Lucky Zebo,Rachael Blackmore,0,H De Bromhead,7th,2 1/2 l,7,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Stoke The Fire (IRE),M M McDonagh,3,W P Mullins,6th,1 3/4 l,5,10-12,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,The Very Man (IRE),N de Boinville,0,Mrs J Harrington,5th,Short Head,10,11-2p,134,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,4th,3/4 l,7,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Moonovercloon (IRE),J Smith,7,M J Smith,3rd,1/2 l,7,10-8,126,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Beacon Edge (IRE),D J Gilligan,5,G Elliott,2nd,Short Head,10,11-8,140,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Chapeau De Soleil (IRE),B Hayes,0,W P Mullins,1st,N/A,6,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Gold Dancer (FR),S F O'Keeffe,0,W P Mullins,NR,N/A,5,10-12t,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Encanto Bruno (IRE),S W Flanagan,0,G P Cromwell,NR,N/A,6,11-7,139,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Visionarian (IRE),C Stone-Walsh,5,G P Cromwell,NR,N/A,9,11-2,134,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Olympic Man (FR),P Townend,0,W P Mullins,PU,N/A,7,11-5,137,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Waterford Whispers (IRE),M P Walsh,0,H De Bromhead,PU,N/A,6,11-3,135,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Watch The Weather,D Meyler,0,R P Cody,21st,21 l,8,10-12t,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Monbeg Park (IRE),J J Slevin,0,S Doyle,20th,12 l,7,11-3,135,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Ocastle Des Mottes (FR),D E Mullins,0,W P Mullins,19th,7 l,5,10-12h,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Cato's Revenge (IRE),S F O'Keeffe,0,P J Rothwell,18th,3 1/4 l,7,10-2tp1,120,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,One Last Tango (IRE),P T Smithers,7,E Griffin,17th,Neck,7,10-11,129,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,The Wallpark (IRE),Sam Ewing,0,G Elliott,16th,3/4 l,6,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Pink In The Park (IRE),K Callaghan,5,W P Mullins,15th,1 1/2 l,7,10-13,131,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Jigoro (FR),J C Gainford,0,G Elliott,14th,1/2 l,5,11-5,137,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Risk Belle (FR),A P Kelly,5,W P Mullins,13th,3 3/4 l,5,11-2,134,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Ambitious Fellow (IRE),D J O'Keeffe,0,Peter Fahey,12th,6 l,8,11-6,138,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Dee Capo (FR),C P Millar,7,G Elliott,11th,1 l,5,11-12,144,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Fascile Mode (IRE),J B Foley,0,T Mullins,10th,1/2 l,6,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Canal End (IRE),J S McGarvey,0,Peter Fahey,9th,1/2 l,6,10-7,125,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Comfort Zone (IRE),S D Torrens,0,J P O'Brien,7th,Dead Heat,5,10-13,131,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Lucky Zebo,Rachael Blackmore,0,H De Bromhead,7th,2 1/2 l,7,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Stoke The Fire (IRE),M M McDonagh,3,W P Mullins,6th,1 3/4 l,5,10-12,130,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,The Very Man (IRE),N de Boinville,0,Mrs J Harrington,5th,Short Head,10,11-2p,134,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,4th,3/4 l,7,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Moonovercloon (IRE),J Smith,7,M J Smith,3rd,1/2 l,7,10-8,126,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Beacon Edge (IRE),D J Gilligan,5,G Elliott,2nd,Short Head,10,11-8,140,True,111,27
Punchestown Racing Results | 4th May 2024 17:25,N/A,17:25,Soft,2m 4f 118y,Chapeau De Soleil (IRE),B Hayes,0,W P Mullins,1st,N/A,6,11-0,132,True,111,27
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Passenger (IRE),Mr F Maguire,0,D K Weld,NR,N/A,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Murat (IRE),T P Harney,7,Peter Lawlor,NR,N/A,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Mister Frostie (IRE),Miss J Townend,0,C A McBratney,14th,7 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Faithful Follower (IRE),N T Prendergast,7,P Hennessy,13th,2 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Eden Valley (IRE),Mr D Doyle,7,T Doyle,12th,3/4 l,6,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Carrig Padraig (IRE),C P Millar,7,M P Fitzgerald,11th,1 1/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Vintage Red (IRE),Mr J M Halford,7,W J Fitzpatrick,10th,1 1/2 l,6,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Colonel Nelson (IRE),Mr T Hamilton,0,Ms M Mullins,9th,2 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Attaho (FR),Mr Pat Taaffe,7,P M J Doyle,8th,5 l,4,11-8,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Harrys Delight (IRE),Mr D O'Connor,0,R Tyner,7th,3 3/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Jeel Des Mottes (FR),J P Shinnick,7,M J Tynan,6th,4 3/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Chart Topper (FR),Mr P W Mullins,0,W P Mullins,5th,Head,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Solsbury Hill (IRE),Mr R A Berry,7,G O'Loughlin,4th,2 1/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Minella Post,Mr J L Gleeson,5,J Nallen,3rd,3 1/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Jacob's Ladder (IRE),Mr H C Swan,5,G Elliott,2nd,Short Head,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Will The Wise (IRE),Mr D G Lavery,0,G P Cromwell,1st,N/A,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Passenger (IRE),Mr F Maguire,0,D K Weld,NR,N/A,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Murat (IRE),T P Harney,7,Peter Lawlor,NR,N/A,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Mister Frostie (IRE),Miss J Townend,0,C A McBratney,14th,7 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Faithful Follower (IRE),N T Prendergast,7,P Hennessy,13th,2 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Eden Valley (IRE),Mr D Doyle,7,T Doyle,12th,3/4 l,6,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Carrig Padraig (IRE),C P Millar,7,M P Fitzgerald,11th,1 1/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Vintage Red (IRE),Mr J M Halford,7,W J Fitzpatrick,10th,1 1/2 l,6,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Colonel Nelson (IRE),Mr T Hamilton,0,Ms M Mullins,9th,2 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Attaho (FR),Mr Pat Taaffe,7,P M J Doyle,8th,5 l,4,11-8,-,True,111,28
