track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Massaman (IRE),G. F. Carroll,0,Jack W. Davison,8th,6 1/2 l,4,9-1,83,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Effernock Fizz (IRE),Siobhan Rutledge,5,Miss Katy Brown,7th,1 1/4 l,7,8-12p,80,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Takarengo (IRE),D. B. McMonagle,0,Thomas Mullins,6th,7 1/2 l,6,9-3p,85,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Miss Myers (IRE),William James Lee,0,M. C. Grassick,5th,2 1/2 l,5,8-12,80,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Dame Rapide (IRE),L. T. McAteer,3,Barry Fitzgerald,4th,Neck,5,9-10,92,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford,3rd,5 l,5,9-0t,82,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Phoenix Cowboy (USA),C. T. Keane,0,G. M. Lyons,2nd,6 1/2 l,5,10-0,96,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Hms Seahorse (IRE),C. D. Hayes,0,Paul Nolan,1st,N/A,4,9-0,82,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Annerville (IRE),S. B. Kelly,0,John Patrick Murtagh,14th,1 1/4 l,4,9-13p,95,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,The Names Jock (IRE),J. Coen,7,John E. Kiely,13th,4 3/4 l,6,9-5,87,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Safecracker,Ben Martin Coen,0,John Patrick Murtagh,12th,8 1/2 l,4,9-8,90,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Aingeal Dorcha (IRE),A. J. Slattery,0,A. Slattery,11th,3/4 l,4,8-7,75,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Berkshire Royal,W. M. Lordan,0,W. P. Mullins,10th,15 l,7,8-13,81,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Autumn Evening,Shane Foley,0,Mrs J. Harrington,9th,2 1/2 l,5,9-0,82,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Massaman (IRE),G. F. Carroll,0,Jack W. Davison,8th,6 1/2 l,4,9-1,83,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Effernock Fizz (IRE),Siobhan Rutledge,5,Miss Katy Brown,7th,1 1/4 l,7,8-12p,80,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Takarengo (IRE),D. B. McMonagle,0,Thomas Mullins,6th,7 1/2 l,6,9-3p,85,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Miss Myers (IRE),William James Lee,0,M. C. Grassick,5th,2 1/2 l,5,8-12,80,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Dame Rapide (IRE),L. T. McAteer,3,Barry Fitzgerald,4th,Neck,5,9-10,92,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford,3rd,5 l,5,9-0t,82,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Phoenix Cowboy (USA),C. T. Keane,0,G. M. Lyons,2nd,6 1/2 l,5,10-0,96,True,5,25
Curragh Racing Results | 26th June 2022 16:20,N/A,16:20,Yielding To Soft,1m 4f,Hms Seahorse (IRE),C. D. Hayes,0,Paul Nolan,1st,N/A,4,9-0,82,True,5,25
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Ceili House (IRE),K. T. Brophy,10,J. S. Bolger,20th,1/2 l,4,10-4,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Srowland Jack (IRE),M. A. Gallagher,0,Adrian Sexton,19th,11 l,5,10-4,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Runhoney (IRE),N. P. O'Sullivan,10,Gearoid Patrick Brouder,18th,1 1/4 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Clever Capall (IRE),C. Horgan,7,A. Slattery,17th,1 1/4 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Caramel Lizard (IRE),J. M. Sheridan,3,Ross O'Sullivan,16th,3/4 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Ribaree (IRE),G. F. Carroll,0,Jack W. Davison,15th,1/2 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,El Campeador (IRE),Seamie Heffernan,0,J. G. Coogan,14th,4 1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Tango Flare (IRE),L. T. McAteer,3,Patrick T. Foley,13th,1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Footsteps In Qatar (IRE),L. F. Roche,0,M. D. O'Callaghan,12th,4 1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Casino Queen (USA),Declan McDonogh,0,Eddie & Patrick Harty,11th,4 3/4 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Red Trail (IRE),Emmet McNamara,0,Andrew McNamara,10th,1 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Lady Danbury (IRE),R. P. Whelan,0,Ms Sheila Lavery,9th,2 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Chocolat Blu (IRE),A. J. Slattery,0,A. Slattery,8th,Neck,3,9-3t1,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Bienvenue (IRE),M. P. Sheehy,3,Joseph Patrick O'Brien,7th,1 1/2 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Coreman (IRE),G. M. Ryan,0,P. J. F. Murphy,6th,Neck,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Lecale's Destiny (IRE),R. C. Colgan,0,Miss Natalia Lupini,5th,1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Free to Party (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,3 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Rick Dalton (IRE),C. T. Keane,0,G. M. Lyons,3rd,4 1/2 l,4,10-4,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Paris Peacock (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 3/4 l,3,9-3p,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Self Belief (IRE),William James Lee,0,W. McCreery,1st,N/A,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Ceili House (IRE),K. T. Brophy,10,J. S. Bolger,20th,1/2 l,4,10-4,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Srowland Jack (IRE),M. A. Gallagher,0,Adrian Sexton,19th,11 l,5,10-4,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Runhoney (IRE),N. P. O'Sullivan,10,Gearoid Patrick Brouder,18th,1 1/4 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Clever Capall (IRE),C. Horgan,7,A. Slattery,17th,1 1/4 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Caramel Lizard (IRE),J. M. Sheridan,3,Ross O'Sullivan,16th,3/4 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Ribaree (IRE),G. F. Carroll,0,Jack W. Davison,15th,1/2 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,El Campeador (IRE),Seamie Heffernan,0,J. G. Coogan,14th,4 1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Tango Flare (IRE),L. T. McAteer,3,Patrick T. Foley,13th,1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Footsteps In Qatar (IRE),L. F. Roche,0,M. D. O'Callaghan,12th,4 1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Casino Queen (USA),Declan McDonogh,0,Eddie & Patrick Harty,11th,4 3/4 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Red Trail (IRE),Emmet McNamara,0,Andrew McNamara,10th,1 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Lady Danbury (IRE),R. P. Whelan,0,Ms Sheila Lavery,9th,2 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Chocolat Blu (IRE),A. J. Slattery,0,A. Slattery,8th,Neck,3,9-3t1,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Bienvenue (IRE),M. P. Sheehy,3,Joseph Patrick O'Brien,7th,1 1/2 l,3,9-3,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Coreman (IRE),G. M. Ryan,0,P. J. F. Murphy,6th,Neck,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Lecale's Destiny (IRE),R. C. Colgan,0,Miss Natalia Lupini,5th,1/2 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Free to Party (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,3 l,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Rick Dalton (IRE),C. T. Keane,0,G. M. Lyons,3rd,4 1/2 l,4,10-4,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Paris Peacock (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 3/4 l,3,9-3p,-,True,5,26
Curragh Racing Results | 26th June 2022 16:50,N/A,16:50,Yielding To Soft,1m,Self Belief (IRE),William James Lee,0,W. McCreery,1st,N/A,3,9-8,-,True,5,26
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Indy System (IRE),Jack Cleary,7,M. C. Grassick,13th,36 l,6,10-1h1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,What About This (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,12th,7 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Fryda,W. M. Lordan,0,Miss Natalia Lupini,11th,7 1/2 l,3,9-3,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Astelia (IRE),T. P. Madden,0,Mrs J. Harrington,10th,1 3/4 l,3,9-3,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Active Duty (USA),C. T. Keane,0,G. M. Lyons,9th,2 1/4 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Paradise Lost (IRE),N. G. McCullagh,0,Charles O'Brien,8th,3 1/2 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Gatito Rapido (USA),William James Lee,0,Andrew Oliver,7th,Nose,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Ceallach (IRE),R. P. Whelan,0,M. Halford,6th,3/4 l,3,9-8p1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Monarchs Brae (IRE),C. D. Hayes,0,D. K. Weld,5th,4 1/2 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Nemean (USA),Ben Martin Coen,0,John Patrick Murtagh,4th,Head,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Adonis (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,3,9-8b1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Lakewood (IRE),L. F. Roche,0,M. D. O'Callaghan,2nd,7 l,3,9-3p1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Cougar (JPN),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Indy System (IRE),Jack Cleary,7,M. C. Grassick,13th,36 l,6,10-1h1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,What About This (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,12th,7 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Fryda,W. M. Lordan,0,Miss Natalia Lupini,11th,7 1/2 l,3,9-3,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Astelia (IRE),T. P. Madden,0,Mrs J. Harrington,10th,1 3/4 l,3,9-3,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Active Duty (USA),C. T. Keane,0,G. M. Lyons,9th,2 1/4 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Paradise Lost (IRE),N. G. McCullagh,0,Charles O'Brien,8th,3 1/2 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Gatito Rapido (USA),William James Lee,0,Andrew Oliver,7th,Nose,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Ceallach (IRE),R. P. Whelan,0,M. Halford,6th,3/4 l,3,9-8p1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Monarchs Brae (IRE),C. D. Hayes,0,D. K. Weld,5th,4 1/2 l,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Nemean (USA),Ben Martin Coen,0,John Patrick Murtagh,4th,Head,3,9-8,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Adonis (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,3,9-8b1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Lakewood (IRE),L. F. Roche,0,M. D. O'Callaghan,2nd,7 l,3,9-3p1,-,True,5,27
Curragh Racing Results | 26th June 2022 17:25,N/A,17:25,Yielding To Soft,1m 2f,Cougar (JPN),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-8,-,True,5,27
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Majestic Hills (IRE),Emmet McNamara,0,David Henry Bergin,9th,Neck,2,9-3,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Roman Moon (IRE),K. J. Manning,0,Kevin Prendergast,8th,3/4 l,2,9-0,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Palace Gardens (IRE),W. M. Lordan,0,Kevin Thomas Coleman,7th,4 3/4 l,2,8-12,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Montesilvano (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,6th,1/2 l,2,9-3,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Who Not What (USA),R. P. Whelan,0,Andrew Oliver,5th,Neck,2,9-1,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,O'banion (IRE),C. T. Keane,0,Noel Meade,4th,1 1/4 l,2,9-1,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Ard Mhacha (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,Head,2,9-3,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Texas Boy (IRE),G. P. Halpin,0,John Stephen O'Donoghue,2nd,5 l,2,9-1,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Pandora Lovegood (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,2,9-2,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Majestic Hills (IRE),Emmet McNamara,0,David Henry Bergin,9th,Neck,2,9-3,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Roman Moon (IRE),K. J. Manning,0,Kevin Prendergast,8th,3/4 l,2,9-0,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Palace Gardens (IRE),W. M. Lordan,0,Kevin Thomas Coleman,7th,4 3/4 l,2,8-12,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Montesilvano (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,6th,1/2 l,2,9-3,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Who Not What (USA),R. P. Whelan,0,Andrew Oliver,5th,Neck,2,9-1,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,O'banion (IRE),C. T. Keane,0,Noel Meade,4th,1 1/4 l,2,9-1,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Ard Mhacha (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,Head,2,9-3,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Texas Boy (IRE),G. P. Halpin,0,John Stephen O'Donoghue,2nd,5 l,2,9-1,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:10,N/A,17:10,Soft To Heavy (Soft In Places),7f 76y,Pandora Lovegood (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,2,9-2,-,True,5,28
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Croughmore (IRE),M. A. Enright,0,Daniel William O'Sullivan,11th,3 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Joven De Corazon (IRE),C. D. Maxwell,0,Paul Stafford,10th,6 1/2 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Kayleigh Grace (IRE),C. Horgan,7,Ronald O'Neill,9th,2 1/2 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Theresathought (IRE),Jack Cleary,7,Michael G. Cleary,8th,2 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Fast Beth (IRE),G. M. Ryan,0,Joseph G. Murphy,7th,1/2 l,3,9-3h1,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Millyupdahilly (IRE),M. A. Gallagher,0,Ross O'Sullivan,6th,1 1/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Auriela,K. J. Leonard,0,Eoin Joseph McDonagh,5th,1 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Miss Abby Jools (IRE),R. P. Whelan,0,M. Halford,4th,3 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Glamourista (IRE),K. J. Manning,0,J. S. Bolger,3rd,3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Dabana (IRE),C. D. Hayes,0,D. K. Weld,2nd,1 1/4 l,3,9-3tb1,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Girl Crush (IRE),G. F. Carroll,0,Joseph Anthony Murray,1st,N/A,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Croughmore (IRE),M. A. Enright,0,Daniel William O'Sullivan,11th,3 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Joven De Corazon (IRE),C. D. Maxwell,0,Paul Stafford,10th,6 1/2 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Kayleigh Grace (IRE),C. Horgan,7,Ronald O'Neill,9th,2 1/2 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Theresathought (IRE),Jack Cleary,7,Michael G. Cleary,8th,2 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Fast Beth (IRE),G. M. Ryan,0,Joseph G. Murphy,7th,1/2 l,3,9-3h1,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Millyupdahilly (IRE),M. A. Gallagher,0,Ross O'Sullivan,6th,1 1/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Auriela,K. J. Leonard,0,Eoin Joseph McDonagh,5th,1 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Miss Abby Jools (IRE),R. P. Whelan,0,M. Halford,4th,3 3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Glamourista (IRE),K. J. Manning,0,J. S. Bolger,3rd,3/4 l,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Dabana (IRE),C. D. Hayes,0,D. K. Weld,2nd,1 1/4 l,3,9-3tb1,-,True,5,29
Roscommon Racing Results | 28th June 2022 17:40,N/A,17:40,Soft To Heavy (Soft In Places),7f 76y,Girl Crush (IRE),G. F. Carroll,0,Joseph Anthony Murray,1st,N/A,3,9-3,-,True,5,29
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Hands Down (IRE),C. Stone-Walsh,7,C. Moore,14th,5 1/2 l,5,8-12p,47,True,5,30
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Cactus Tree (IRE),Jack Cleary,4,M. C. Grassick,13th,1 3/4 l,6,9-0b,49,True,5,30
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Speedy Pix (IRE),J. J. G. Ryan,4,T. G. McCourt,12th,1 3/4 l,4,8-12v1,47,True,5,30
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Talking Tough (IRE),J. Kearney,4,Michael Mulvany,11th,Neck,5,9-3,52,True,5,30
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Salt Whistle Bay (IRE),C. J. MacRedmond,2,J. F. Levins,10th,1 3/4 l,8,9-10,59,True,5,30
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Rocket Carnival (FR),D. King,4,Denis Hogan,9th,Short Head,5,9-8,57,True,5,30
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Hell Left Loose,C. Horgan,4,Vincent Carroll,8th,1/2 l,6,9-11t,60,True,5,30
Roscommon Racing Results | 28th June 2022 18:10,N/A,18:10,Soft To Heavy (Soft In Places),7f 76y,Cleveleys,J. Coen,2,Richard John O'Brien,7th,1 l,4,10-2,65,True,5,30
