track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Darcy's Friend (IRE),J S McGarvey,0,S M Duffy,PU,N/A,5,11-8,89,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Mullins Cross (IRE),P Hanlon,7,J J Hanlon,10th,8 l,8,11-3b,84,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Sunwalk,C G O'Dwyer,5,S Neville,9th,2 1/2 l,6,11-1t,82,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,8th,1/2 l,7,10-13p,80,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Warrior Lion,J P O'Sullivan,0,M McCabe,7th,4 1/2 l,4,11-2t,89,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,The Cooleen (IRE),Mr T Power Roche,7,Richard Morrissey,6th,1/2 l,5,11-7t,88,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Desert Cave (IRE),S Fitzgerald,0,D Queally,5th,9 l,6,11-9t,90,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Inchiquin Maid (IRE),B Hayes,0,D Budds,4th,Head,5,11-7t,88,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Realtin Lonrach (IRE),J J Slevin,0,M O'Dowd,3rd,3 1/2 l,8,11-2,83,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Johnny Clarke (IRE),D J O'Keeffe,0,W J Burke,2nd,Neck,7,11-3,84,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Future Proof (IRE),P J O'Hanlon,3,P J Rothwell,1st,N/A,9,11-1p,82,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Bite That (IRE),G B Noonan,5,P J Flynn,NR,N/A,8,11-9,90,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Better Choice (IRE),S D Torrens,0,P J Rothwell,PU,N/A,4,11-0p,87,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Glasgow Dan (IRE),A McCurtin,0,P Kiely,PU,N/A,5,11-12,93,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Grand Rouge (IRE),K Callaghan,5,J Barcoe,PU,N/A,8,11-4,85,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Darcy's Friend (IRE),J S McGarvey,0,S M Duffy,PU,N/A,5,11-8,89,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Mullins Cross (IRE),P Hanlon,7,J J Hanlon,10th,8 l,8,11-3b,84,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Sunwalk,C G O'Dwyer,5,S Neville,9th,2 1/2 l,6,11-1t,82,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,8th,1/2 l,7,10-13p,80,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Warrior Lion,J P O'Sullivan,0,M McCabe,7th,4 1/2 l,4,11-2t,89,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,The Cooleen (IRE),Mr T Power Roche,7,Richard Morrissey,6th,1/2 l,5,11-7t,88,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Desert Cave (IRE),S Fitzgerald,0,D Queally,5th,9 l,6,11-9t,90,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Inchiquin Maid (IRE),B Hayes,0,D Budds,4th,Head,5,11-7t,88,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Realtin Lonrach (IRE),J J Slevin,0,M O'Dowd,3rd,3 1/2 l,8,11-2,83,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Johnny Clarke (IRE),D J O'Keeffe,0,W J Burke,2nd,Neck,7,11-3,84,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Future Proof (IRE),P J O'Hanlon,3,P J Rothwell,1st,N/A,9,11-1p,82,True,117,19
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Marv Michael (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,6,11-12t,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Whatsitabout (FR),D J O'Keeffe,0,M F Morris,NR,N/A,6,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Hurry Up Flower (IRE),T P Harney,7,Liz Doyle,PU,N/A,5,11-5,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Val Rapide (IRE),K C Sexton,0,E Sheehy,PU,N/A,6,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Cut The Rope (FR),S W Flanagan,0,P Nolan,PU,N/A,5,11-12t1,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Thunder Rose (IRE),Sam Ewing,0,Peter Fahey,6th,39 l,5,11-5,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Rocket Spirit (IRE),Cian Cullinan,7,P G Fahey,5th,20 l,5,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Kinbara Hills (IRE),J J Slevin,0,S R B Crawford,4th,9 l,5,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Innatendue (FR),B W Harvey,0,J C McConnell,3rd,12 l,6,11-5t,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Slim Marvel (FR),T Ryan,5,A Slattery,2nd,2 l,6,11-5,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,The Flying Spur (FR),R A Doyle,0,M Brassil,1st,N/A,8,11-12t,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Marv Michael (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,6,11-12t,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Whatsitabout (FR),D J O'Keeffe,0,M F Morris,NR,N/A,6,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Hurry Up Flower (IRE),T P Harney,7,Liz Doyle,PU,N/A,5,11-5,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Val Rapide (IRE),K C Sexton,0,E Sheehy,PU,N/A,6,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Cut The Rope (FR),S W Flanagan,0,P Nolan,PU,N/A,5,11-12t1,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Thunder Rose (IRE),Sam Ewing,0,Peter Fahey,6th,39 l,5,11-5,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Rocket Spirit (IRE),Cian Cullinan,7,P G Fahey,5th,20 l,5,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Kinbara Hills (IRE),J J Slevin,0,S R B Crawford,4th,9 l,5,11-12,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Innatendue (FR),B W Harvey,0,J C McConnell,3rd,12 l,6,11-5t,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,Slim Marvel (FR),T Ryan,5,A Slattery,2nd,2 l,6,11-5,-,True,117,20
Wexford Racing Results | 29th May 2024 19:00,N/A,19:00,Yielding To Soft,2m 4f,The Flying Spur (FR),R A Doyle,0,M Brassil,1st,N/A,8,11-12t,-,True,117,20
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,The Niffler (IRE),Sam Ewing,0,E O'Connell,8th,6 l,7,11-10ht,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Joyeux Machin (FR),S W Flanagan,0,P Nolan,7th,Head,7,11-10tb,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Drumbear,A Harvey,7,J C McConnell,6th,5 1/2 l,8,11-10t,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Rocky's Diamond (IRE),K C Sexton,0,D Queally,5th,1 1/4 l,4,10-12,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Don't Matter Now (IRE),S Fitzgerald,0,D Queally,4th,4 l,9,11-0tb1,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Pray Tell (IRE),J P Shinnick,7,D Kenneally,3rd,1 1/4 l,8,11-0,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Oscars Brother (IRE),D King,0,Connor King,2nd,Neck,6,11-5,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Antrim Coast (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-5,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,The Niffler (IRE),Sam Ewing,0,E O'Connell,8th,6 l,7,11-10ht,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Joyeux Machin (FR),S W Flanagan,0,P Nolan,7th,Head,7,11-10tb,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Drumbear,A Harvey,7,J C McConnell,6th,5 1/2 l,8,11-10t,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Rocky's Diamond (IRE),K C Sexton,0,D Queally,5th,1 1/4 l,4,10-12,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Don't Matter Now (IRE),S Fitzgerald,0,D Queally,4th,4 l,9,11-0tb1,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Pray Tell (IRE),J P Shinnick,7,D Kenneally,3rd,1 1/4 l,8,11-0,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Oscars Brother (IRE),D King,0,Connor King,2nd,Neck,6,11-5,-,True,117,21
Wexford Racing Results | 29th May 2024 19:30,N/A,19:30,Yielding To Soft,3m,Antrim Coast (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-5,-,True,117,21
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Without Exception (IRE),S D Torrens,0,P J Rothwell,NR,N/A,5,10-8p1,81,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Three By Two (IRE),Mr S Cotter,7,D P Murphy,NR,N/A,8,11-2,89,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Solo Flight (IRE),B W Harvey,0,J C McConnell,NR,N/A,6,11-12t,99,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Desperado Genie (IRE),C P Millar,7,C Collins,PU,N/A,6,11-4p,91,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Bellachamps (IRE),Mr M J Kenneally,7,D Ahern,PU,N/A,6,10-10,83,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,On The Tide (IRE),J J Slevin,0,S Neville,PU,N/A,6,11-11,98,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Ask And Answer (IRE),Mr S Tobin,7,S Aherne,9th,1 l,11,10-7,80,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Lispopple (IRE),Niall Moore,7,P Fenton,8th,33 l,6,11-2,89,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Jonny Mansie (IRE),K C Sexton,0,D Queally,7th,1 1/2 l,5,10-12t,85,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Spatman De Cerisy (FR),S F O'Keeffe,0,P Nolan,6th,1 3/4 l,5,11-6,93,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Plain Or Battered (IRE),C Owens,7,P J Rothwell,5th,27 l,7,11-8p,95,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Doyen Flyer (IRE),K Callaghan,5,J Barcoe,4th,3 1/4 l,6,11-7,94,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Tramps Like Us (IRE),J P Shinnick,7,D H Kelly,3rd,1 1/2 l,5,11-7tb,94,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Mahler Appeal (IRE),S W Flanagan,0,G J Power,2nd,2 l,8,10-12p,85,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Flicker Of Hope (FR),A P Kelly,5,M Fahey,1st,N/A,5,11-12,99,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Without Exception (IRE),S D Torrens,0,P J Rothwell,NR,N/A,5,10-8p1,81,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Three By Two (IRE),Mr S Cotter,7,D P Murphy,NR,N/A,8,11-2,89,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Solo Flight (IRE),B W Harvey,0,J C McConnell,NR,N/A,6,11-12t,99,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Desperado Genie (IRE),C P Millar,7,C Collins,PU,N/A,6,11-4p,91,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Bellachamps (IRE),Mr M J Kenneally,7,D Ahern,PU,N/A,6,10-10,83,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,On The Tide (IRE),J J Slevin,0,S Neville,PU,N/A,6,11-11,98,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Ask And Answer (IRE),Mr S Tobin,7,S Aherne,9th,1 l,11,10-7,80,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Lispopple (IRE),Niall Moore,7,P Fenton,8th,33 l,6,11-2,89,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Jonny Mansie (IRE),K C Sexton,0,D Queally,7th,1 1/2 l,5,10-12t,85,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Spatman De Cerisy (FR),S F O'Keeffe,0,P Nolan,6th,1 3/4 l,5,11-6,93,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Plain Or Battered (IRE),C Owens,7,P J Rothwell,5th,27 l,7,11-8p,95,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Doyen Flyer (IRE),K Callaghan,5,J Barcoe,4th,3 1/4 l,6,11-7,94,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Tramps Like Us (IRE),J P Shinnick,7,D H Kelly,3rd,1 1/2 l,5,11-7tb,94,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Mahler Appeal (IRE),S W Flanagan,0,G J Power,2nd,2 l,8,10-12p,85,True,117,22
Wexford Racing Results | 29th May 2024 20:00,N/A,20:00,Yielding To Soft,3m,Flicker Of Hope (FR),A P Kelly,5,M Fahey,1st,N/A,5,11-12,99,True,117,22
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Serious Chat (IRE),Mr J W Hendrick,7,Yvonne Latta,NR,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Oh Really (IRE),Mr F Maguire,0,T J Nagle-Jr,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,So Far Away (IRE),Mr P J Cody,7,J M Burke,PU,N/A,6,11-7,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Jeu De Pic (FR),Mr R Sugrue,7,T Cooper,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Dacman (IRE),Mr P W Mullins,0,W P Mullins,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,As The Lad Says (IRE),Ms H Dunne,7,Miss K Brown,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Rock Of Baile Ur (IRE),Ms N M Bradley,7,E Griffin,PU,N/A,5,12-0p1,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Sarrealta (IRE),Mr D G Lavery,0,Peter Fahey,6th,4 l,5,11-7,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Remember'hesmine (IRE),Mr A P Fahey,7,P G Fahey,5th,24 l,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Mic Drop (IRE),Mr R James,7,D M O'Brien,4th,1 3/4 l,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Beaufort Scale (IRE),Mr H C Swan,3,G Elliott,3rd,24 l,5,12-0t,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Laravie (IRE),Mr P A O'Donnell,7,K F O'Donnell,2nd,5 l,5,11-7,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Lovely Hurling (IRE),Mr J L Gleeson,5,Colm Murphy,1st,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Serious Chat (IRE),Mr J W Hendrick,7,Yvonne Latta,NR,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Oh Really (IRE),Mr F Maguire,0,T J Nagle-Jr,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,So Far Away (IRE),Mr P J Cody,7,J M Burke,PU,N/A,6,11-7,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Jeu De Pic (FR),Mr R Sugrue,7,T Cooper,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Dacman (IRE),Mr P W Mullins,0,W P Mullins,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,As The Lad Says (IRE),Ms H Dunne,7,Miss K Brown,PU,N/A,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Rock Of Baile Ur (IRE),Ms N M Bradley,7,E Griffin,PU,N/A,5,12-0p1,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Sarrealta (IRE),Mr D G Lavery,0,Peter Fahey,6th,4 l,5,11-7,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Remember'hesmine (IRE),Mr A P Fahey,7,P G Fahey,5th,24 l,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Mic Drop (IRE),Mr R James,7,D M O'Brien,4th,1 3/4 l,5,12-0,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Beaufort Scale (IRE),Mr H C Swan,3,G Elliott,3rd,24 l,5,12-0t,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Laravie (IRE),Mr P A O'Donnell,7,K F O'Donnell,2nd,5 l,5,11-7,-,True,117,23
Wexford Racing Results | 29th May 2024 20:30,N/A,20:30,Yielding To Soft,2m 4f,Lovely Hurling (IRE),Mr J L Gleeson,5,Colm Murphy,1st,N/A,5,12-0,-,True,117,23
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Clever Currency (IRE),B P Kennedy,7,P W Flynn,NR,N/A,7,10-10tp,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Circus Act (IRE),G Brouder,5,J Nash,NR,N/A,5,11-8p,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Felix Desjy (FR),Sam Ewing,0,G Elliott,NR,N/A,11,12-0p,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Knockaneleigh Girl (IRE),K C Sexton,0,D Queally,NR,N/A,7,11-2h,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Sefton Warrior,P Hanlon,7,J J Hanlon,UR,N/A,7,10-8p,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Molly Molone (IRE),J Coen,5,A McCann,PU,N/A,5,10-8,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Tom Mcgreevy (IRE),T P Harney,7,Liz Doyle,F,N/A,9,11-0ht,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Simply Shabra (IRE),J P O'Sullivan,0,A McCann,BD,N/A,9,10-10b,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,And Still I Rise (IRE),Mr P J O'Neill,7,John F O'Neill,6th,9 1/2 l,7,12-0,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Cathy West (IRE),M M McDonagh,0,Patrick J Hassett,5th,24 l,6,10-8,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Sirekoff (IRE),Shane Fenelon,7,J J Hanlon,4th,5 l,5,12-0,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Vado Forte (FR),D J O'Keeffe,0,R O'Sullivan,3rd,7 1/2 l,11,10-8,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Gino Drummer Boy (IRE),J C Gainford,0,G Elliott,2nd,3 3/4 l,8,10-8p,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Kendancer (FR),P Byrnes,3,C Byrnes,1st,N/A,8,10-8v,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Clever Currency (IRE),B P Kennedy,7,P W Flynn,NR,N/A,7,10-10tp,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Circus Act (IRE),G Brouder,5,J Nash,NR,N/A,5,11-8p,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Felix Desjy (FR),Sam Ewing,0,G Elliott,NR,N/A,11,12-0p,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Knockaneleigh Girl (IRE),K C Sexton,0,D Queally,NR,N/A,7,11-2h,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Sefton Warrior,P Hanlon,7,J J Hanlon,UR,N/A,7,10-8p,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Molly Molone (IRE),J Coen,5,A McCann,PU,N/A,5,10-8,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Tom Mcgreevy (IRE),T P Harney,7,Liz Doyle,F,N/A,9,11-0ht,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Simply Shabra (IRE),J P O'Sullivan,0,A McCann,BD,N/A,9,10-10b,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,And Still I Rise (IRE),Mr P J O'Neill,7,John F O'Neill,6th,9 1/2 l,7,12-0,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Cathy West (IRE),M M McDonagh,0,Patrick J Hassett,5th,24 l,6,10-8,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Sirekoff (IRE),Shane Fenelon,7,J J Hanlon,4th,5 l,5,12-0,-,True,117,24
Limerick Racing Results | 30th May 2024 17:15,N/A,17:15,Good To Yielding,2m 100y,Vado Forte (FR),D J O'Keeffe,0,R O'Sullivan,3rd,7 1/2 l,11,10-8,-,True,117,24
