track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Dazzling Spirit (IRE),B M Coen,0,Mrs D Foster,6th,1 1/2 l,6,9-9b1,58,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Rock Basher (IRE),D P McDonogh,0,L Comer,5th,Head,5,9-6,55,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Magic Charm (IRE),M W Hassett,5,M Hassett,4th,Head,8,9-12b,61,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Adhuil (IRE),Rebecca Parsons,10,A A Howard,3rd,1/2 l,5,9-1b,50,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Venetian (IRE),C T Keane,0,Sean Davis,2nd,2 3/4 l,4,9-9,58,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Status Green (IRE),G F Carroll,0,J G Murphy,1st,N/A,4,9-5p,54,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Bear Profit (IRE),S T McCullagh,3,Gerard O'Leary,NR,N/A,5,10-2,65,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Genuine Jim (IRE),Non Runner,0,R P Burns,NR,N/A,4,9-2,51,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Bobby K (IRE),Non Runner,0,Michael W O'Meara,NR,N/A,9,9-13,62,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Lisamaria (IRE),R Whearty,5,P W Flynn,13th,22 l,5,8-12t,47,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,So Messi (IRE),J J G Ryan,5,P Martin,12th,4 1/2 l,4,9-3t,52,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Wonder Spirit,Siobhan Rutledge,3,G A Kingston,11th,1 l,6,8-12,47,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Reckless Quality (IRE),R C Colgan,0,P Martin,10th,5 1/2 l,4,8-12t,47,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Angel On Fire (IRE),C J MacRedmond,5,P F McEnery,9th,2 1/4 l,6,9-3t,52,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Talking Tough (IRE),N M Crosse,0,S M Duffy,8th,3/4 l,7,8-12tp,47,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Deuteronomy (IRE),K J Leonard,0,R P Burns,7th,1 1/4 l,5,8-12t,47,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Dazzling Spirit (IRE),B M Coen,0,Mrs D Foster,6th,1 1/2 l,6,9-9b1,58,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Rock Basher (IRE),D P McDonogh,0,L Comer,5th,Head,5,9-6,55,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Magic Charm (IRE),M W Hassett,5,M Hassett,4th,Head,8,9-12b,61,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Adhuil (IRE),Rebecca Parsons,10,A A Howard,3rd,1/2 l,5,9-1b,50,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Venetian (IRE),C T Keane,0,Sean Davis,2nd,2 3/4 l,4,9-9,58,True,117,14
Tipperary Racing Results | 29th May 2024 16:03,N/A,16:03,Soft,1m 1f,Status Green (IRE),G F Carroll,0,J G Murphy,1st,N/A,4,9-5p,54,True,117,14
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Ephesus (IRE),R L Moore,0,A P O'Brien,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Leinster (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Timurshah (IRE),R P Whelan,0,M Halford & T Collins,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Ob La Di (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-0,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Slaneyside (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Mickey Cohen (IRE),Non Runner,3,N Meade,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Young Churchill (IRE),W J Lee,0,N Meade,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Lashgar (IRE),L F Roche,0,P Roche,11th,11 l,5,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Harmony Blues,G F Carroll,0,R Brabazon,10th,1 1/2 l,4,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,You Are The Deal (IRE),J Kearney,5,L Comer,9th,14 l,4,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Military Alliance (IRE),C M Hogan,7,Barry J Fitzgerald,8th,17 l,5,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Chick Flick (IRE),A J Slattery,0,J Halley,7th,6 l,3,9-0,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Nobody (IRE),P A Harnett,5,Brendan Walsh,6th,4 l,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Man Shing (IRE),D E Sheehy,0,P T Foley,5th,5 1/2 l,5,10-7h1,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Invention (IRE),G M Ryan,0,Donnacha O'Brien,4th,5 l,3,9-5p1,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Final Entry (IRE),K G Kennedy,7,Mrs J Harrington,3rd,6 l,3,9-5tb1,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Man O Work (IRE),Cian Cullinan,7,P G Fahey,2nd,1 1/2 l,6,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Himalayan Heights (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Ephesus (IRE),R L Moore,0,A P O'Brien,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Leinster (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Timurshah (IRE),R P Whelan,0,M Halford & T Collins,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Ob La Di (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-0,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Slaneyside (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Mickey Cohen (IRE),Non Runner,3,N Meade,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Young Churchill (IRE),W J Lee,0,N Meade,NR,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Lashgar (IRE),L F Roche,0,P Roche,11th,11 l,5,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Harmony Blues,G F Carroll,0,R Brabazon,10th,1 1/2 l,4,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,You Are The Deal (IRE),J Kearney,5,L Comer,9th,14 l,4,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Military Alliance (IRE),C M Hogan,7,Barry J Fitzgerald,8th,17 l,5,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Chick Flick (IRE),A J Slattery,0,J Halley,7th,6 l,3,9-0,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Nobody (IRE),P A Harnett,5,Brendan Walsh,6th,4 l,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Man Shing (IRE),D E Sheehy,0,P T Foley,5th,5 1/2 l,5,10-7h1,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Invention (IRE),G M Ryan,0,Donnacha O'Brien,4th,5 l,3,9-5p1,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Final Entry (IRE),K G Kennedy,7,Mrs J Harrington,3rd,6 l,3,9-5tb1,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Man O Work (IRE),Cian Cullinan,7,P G Fahey,2nd,1 1/2 l,6,10-7,-,True,117,15
Tipperary Racing Results | 29th May 2024 16:33,N/A,16:33,Soft,1m 4f 110y,Himalayan Heights (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-5,-,True,117,15
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Construct,D W O'Connor,0,J C McConnell,NR,N/A,9,9-5t,54,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Evolving,L T McAteer,0,A Kinirons,NR,N/A,4,10-2,65,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Glyde Ranger (IRE),J J G Ryan,5,T G McCourt,17th,4 1/2 l,4,10-0,63,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Gardone (IRE),L F Roche,0,E McNamara,16th,20 l,4,8-13,48,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Folly Beach,B M Coen,0,M A Molloy,15th,5 1/2 l,6,9-13h,62,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Chilean,N M Crosse,0,L Comer,14th,3 1/2 l,9,8-12tp,47,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Pale Moonlight (IRE),A C Persse,7,M A Cahill,13th,1/2 l,5,9-5p1,54,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Camino Mission (IRE),J Cleary,7,S Fahey,12th,4 1/4 l,6,8-12,47,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,War Thunder,R Whearty,5,P W Flynn,11th,Neck,6,9-4,53,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Forlio,C T Keane,0,P W Flynn,10th,2 3/4 l,5,10-2t,65,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Tom The Plasterer (IRE),Wesley Joyce,5,L Comer,9th,2 3/4 l,7,9-2p,51,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Desert Friend (IRE),G F Carroll,0,Mrs D Foster,8th,Neck,8,10-0,63,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Nusra (IRE),J M Sheridan,0,G Ahern,7th,2 1/2 l,7,9-13,62,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Santa Catarina,M W Hassett,5,W P Browne,6th,3 l,5,9-4h,53,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Firm Belief (IRE),D McMonagle,0,R Sweeney,5th,Neck,6,9-11,60,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Spinning Web (IRE),N G McCullagh,0,Ms M Mullins,4th,5 1/2 l,4,9-8,57,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,L'Un Deux Trois (IRE),R P Whelan,0,O McKiernan,3rd,1 l,8,10-0tp,63,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Paradise Lost (IRE),W J Lee,0,C O'Brien,2nd,2 l,5,9-13,62,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,1st,N/A,7,9-2,51,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Construct,D W O'Connor,0,J C McConnell,NR,N/A,9,9-5t,54,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Evolving,L T McAteer,0,A Kinirons,NR,N/A,4,10-2,65,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Glyde Ranger (IRE),J J G Ryan,5,T G McCourt,17th,4 1/2 l,4,10-0,63,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Gardone (IRE),L F Roche,0,E McNamara,16th,20 l,4,8-13,48,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Folly Beach,B M Coen,0,M A Molloy,15th,5 1/2 l,6,9-13h,62,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Chilean,N M Crosse,0,L Comer,14th,3 1/2 l,9,8-12tp,47,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Pale Moonlight (IRE),A C Persse,7,M A Cahill,13th,1/2 l,5,9-5p1,54,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Camino Mission (IRE),J Cleary,7,S Fahey,12th,4 1/4 l,6,8-12,47,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,War Thunder,R Whearty,5,P W Flynn,11th,Neck,6,9-4,53,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Forlio,C T Keane,0,P W Flynn,10th,2 3/4 l,5,10-2t,65,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Tom The Plasterer (IRE),Wesley Joyce,5,L Comer,9th,2 3/4 l,7,9-2p,51,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Desert Friend (IRE),G F Carroll,0,Mrs D Foster,8th,Neck,8,10-0,63,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Nusra (IRE),J M Sheridan,0,G Ahern,7th,2 1/2 l,7,9-13,62,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Santa Catarina,M W Hassett,5,W P Browne,6th,3 l,5,9-4h,53,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Firm Belief (IRE),D McMonagle,0,R Sweeney,5th,Neck,6,9-11,60,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Spinning Web (IRE),N G McCullagh,0,Ms M Mullins,4th,5 1/2 l,4,9-8,57,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,L'Un Deux Trois (IRE),R P Whelan,0,O McKiernan,3rd,1 l,8,10-0tp,63,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Paradise Lost (IRE),W J Lee,0,C O'Brien,2nd,2 l,5,9-13,62,True,117,16
Tipperary Racing Results | 29th May 2024 17:08,N/A,17:08,Soft,1m 4f 110y,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,1st,N/A,7,9-2,51,True,117,16
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Walnut Beach (IRE),G B Noonan,5,P J Flynn,NR,N/A,7,11-4b,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Dollar Value (USA),D J O'Keeffe,0,T G McCourt,9th,3/4 l,9,11-7,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Diamond Nora (IRE),K C Sexton,0,D Queally,8th,1 1/2 l,5,11-4ht,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Lieutenant Highway (IRE),D Meyler,0,M McCabe,7th,10 l,7,11-7,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,One Last Tango (IRE),M P Walsh,0,E Griffin,6th,3 1/4 l,7,11-11,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,The Short Go (IRE),Rachael Blackmore,0,H De Bromhead,5th,9 l,7,11-9h,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,The Greek (IRE),Sam Ewing,0,G Elliott,4th,6 l,8,11-4tb,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,3rd,1/2 l,5,11-7ht,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Dark Note,Mr A P Ryan,7,A Slattery,2nd,3/4 l,5,11-5,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Feet Of A Dancer (FR),S F O'Keeffe,0,P Nolan,1st,N/A,5,11-10,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Walnut Beach (IRE),G B Noonan,5,P J Flynn,NR,N/A,7,11-4b,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Dollar Value (USA),D J O'Keeffe,0,T G McCourt,9th,3/4 l,9,11-7,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Diamond Nora (IRE),K C Sexton,0,D Queally,8th,1 1/2 l,5,11-4ht,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Lieutenant Highway (IRE),D Meyler,0,M McCabe,7th,10 l,7,11-7,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,One Last Tango (IRE),M P Walsh,0,E Griffin,6th,3 1/4 l,7,11-11,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,The Short Go (IRE),Rachael Blackmore,0,H De Bromhead,5th,9 l,7,11-9h,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,The Greek (IRE),Sam Ewing,0,G Elliott,4th,6 l,8,11-4tb,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,3rd,1/2 l,5,11-7ht,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Dark Note,Mr A P Ryan,7,A Slattery,2nd,3/4 l,5,11-5,-,True,117,17
Wexford Racing Results | 29th May 2024 17:30,N/A,17:30,Soft,2m 1f,Feet Of A Dancer (FR),S F O'Keeffe,0,P Nolan,1st,N/A,5,11-10,-,True,117,17
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Trishknowsbest (IRE),K M Donoghue,0,Mrs P Dobbs,NR,N/A,7,11-11t,92,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Spyfall (FR),S D Torrens,0,P J Rothwell,NR,N/A,5,11-4p,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Divilabother (IRE),C P Millar,7,Thomas Coyle,NR,N/A,6,11-4,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Boston Bobby (IRE),P J O'Hanlon,3,P J Rothwell,PU,N/A,5,11-4,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Lacken Run (IRE),Mr M Doyle,7,G M Doyle,11th,32 l,6,11-2,83,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Jassur Des Brosses (FR),D E Mullins,0,Ms M Mullins,10th,6 l,5,11-8,89,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Renard De Noir (IRE),J J Slevin,0,S R B Crawford,9th,9 1/2 l,6,11-12p1,93,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Blackstone Cliff (IRE),R A Doyle,0,G Keane,8th,12 l,8,11-4ht,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Ardad Derek,Shane Fenelon,7,J J Hanlon,7th,14 l,5,10-13,80,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Mywayorthehighway (IRE),J P O'Sullivan,0,P J Rothwell,6th,7 l,5,11-9t,90,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Bigira (FR),A P Kelly,5,M Fahey,5th,1 1/4 l,5,11-9,90,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Glas Acres (IRE),Niall Moore,7,Frank Hayes,4th,1 1/4 l,6,11-9t1,90,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Kate Ill Know (IRE),J P Shinnick,7,D Budds,3rd,6 l,11,10-13t,80,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Tingarran Express (IRE),B Hayes,0,Miss D O'Shea,2nd,1 l,7,11-11,92,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Toon Town (IRE),D J O'Keeffe,0,Brendan Walsh,1st,N/A,7,11-6,87,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Trishknowsbest (IRE),K M Donoghue,0,Mrs P Dobbs,NR,N/A,7,11-11t,92,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Spyfall (FR),S D Torrens,0,P J Rothwell,NR,N/A,5,11-4p,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Divilabother (IRE),C P Millar,7,Thomas Coyle,NR,N/A,6,11-4,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Boston Bobby (IRE),P J O'Hanlon,3,P J Rothwell,PU,N/A,5,11-4,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Lacken Run (IRE),Mr M Doyle,7,G M Doyle,11th,32 l,6,11-2,83,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Jassur Des Brosses (FR),D E Mullins,0,Ms M Mullins,10th,6 l,5,11-8,89,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Renard De Noir (IRE),J J Slevin,0,S R B Crawford,9th,9 1/2 l,6,11-12p1,93,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Blackstone Cliff (IRE),R A Doyle,0,G Keane,8th,12 l,8,11-4ht,85,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Ardad Derek,Shane Fenelon,7,J J Hanlon,7th,14 l,5,10-13,80,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Mywayorthehighway (IRE),J P O'Sullivan,0,P J Rothwell,6th,7 l,5,11-9t,90,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Bigira (FR),A P Kelly,5,M Fahey,5th,1 1/4 l,5,11-9,90,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Glas Acres (IRE),Niall Moore,7,Frank Hayes,4th,1 1/4 l,6,11-9t1,90,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Kate Ill Know (IRE),J P Shinnick,7,D Budds,3rd,6 l,11,10-13t,80,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Tingarran Express (IRE),B Hayes,0,Miss D O'Shea,2nd,1 l,7,11-11,92,True,117,18
Wexford Racing Results | 29th May 2024 18:00,N/A,18:00,Soft,2m 1f,Toon Town (IRE),D J O'Keeffe,0,Brendan Walsh,1st,N/A,7,11-6,87,True,117,18
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Bite That (IRE),G B Noonan,5,P J Flynn,NR,N/A,8,11-9,90,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Better Choice (IRE),S D Torrens,0,P J Rothwell,PU,N/A,4,11-0p,87,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Glasgow Dan (IRE),A McCurtin,0,P Kiely,PU,N/A,5,11-12,93,True,117,19
Wexford Racing Results | 29th May 2024 18:30,N/A,18:30,Yielding To Soft,2m 1f,Grand Rouge (IRE),K Callaghan,5,J Barcoe,PU,N/A,8,11-4,85,True,117,19
