track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 6th May 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),1m 2f,Duke Of Leggagh (IRE),G. F. Carroll,0,Michael Mulvany,5th,1 3/4 l,3,9-1,-,True,53,18
Naas Racing Results | 6th May 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),1m 2f,Signora Bellissima (IRE),J. A. Powell,5,John Patrick Murtagh,4th,Head,3,8-12,-,True,53,18
Naas Racing Results | 6th May 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),1m 2f,Sea Legend (FR),M. A. Enright,0,J. A. Stack,3rd,1 3/4 l,3,9-4t,-,True,53,18
Naas Racing Results | 6th May 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),1m 2f,Roman Hands (IRE),Shane Foley,0,Mrs J. Harrington,2nd,10 l,3,9-0,-,True,53,18
Naas Racing Results | 6th May 2023 16:30,N/A,16:30,Good To Yielding (Good In Places),1m 2f,New Variant (IRE),L. T. McAteer,3,J. S. Bolger,1st,N/A,3,9-0,-,True,53,18
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,She is Not You (IRE),Jack Cleary,7,Luke Comer,20th,1 l,3,9-3t1,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Badinage,Declan McDonogh,0,E. J. O'Neill,19th,Neck,4,10-2,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Awakino (IRE),M. A. Gallagher,0,Denis W. Cullen,18th,2 3/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Run for You (IRE),Adam Caffrey,7,Adrian McGuinness,17th,1 l,4,10-2,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Munlaigh (IRE),R. P. Cleary,0,J. S. Bolger,16th,Head,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Roman Palace (IRE),N. M. Crosse,0,Luke Comer,15th,Head,4,10-2,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Benerville (IRE),R. Whearty,7,T. Hogan,14th,2 1/2 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Pascalia (IRE),Ben Martin Coen,0,John Patrick Murtagh,13th,1 1/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Lady Kai (IRE),N. G. McCullagh,0,Ross O'Sullivan,12th,2 1/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Pink Sorrel (IRE),G. F. Carroll,0,Joseph G. Murphy,11th,Head,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Katonah (IRE),L. F. Roche,0,Noel Meade,10th,3 1/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Beauty Bella (IRE),A. J. Slattery,0,Adrian Murray,9th,1 3/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Muhaarar's Girl (IRE),William James Lee,0,K. J. Condon,8th,2 l,3,9-3t1,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Wayside Lady (IRE),R. P. Whelan,0,John S. O'Donoghue,7th,3 3/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Night Blue (IRE),Shane Foley,0,Mrs J. Harrington,6th,Head,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Perfect Poise (IRE),C. T. Keane,0,G. M. Lyons,5th,1/2 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Machnamh (IRE),Kyanna Van Buuren,10,J. S. Bolger,4th,1 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Sandy Creek (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Unless (USA),Seamie Heffernan,0,Aidan O'Brien,2nd,1 3/4 l,3,9-3b1,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Mashia (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,She is Not You (IRE),Jack Cleary,7,Luke Comer,20th,1 l,3,9-3t1,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Badinage,Declan McDonogh,0,E. J. O'Neill,19th,Neck,4,10-2,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Awakino (IRE),M. A. Gallagher,0,Denis W. Cullen,18th,2 3/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Run for You (IRE),Adam Caffrey,7,Adrian McGuinness,17th,1 l,4,10-2,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Munlaigh (IRE),R. P. Cleary,0,J. S. Bolger,16th,Head,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Roman Palace (IRE),N. M. Crosse,0,Luke Comer,15th,Head,4,10-2,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Benerville (IRE),R. Whearty,7,T. Hogan,14th,2 1/2 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Pascalia (IRE),Ben Martin Coen,0,John Patrick Murtagh,13th,1 1/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Lady Kai (IRE),N. G. McCullagh,0,Ross O'Sullivan,12th,2 1/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Pink Sorrel (IRE),G. F. Carroll,0,Joseph G. Murphy,11th,Head,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Katonah (IRE),L. F. Roche,0,Noel Meade,10th,3 1/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Beauty Bella (IRE),A. J. Slattery,0,Adrian Murray,9th,1 3/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Muhaarar's Girl (IRE),William James Lee,0,K. J. Condon,8th,2 l,3,9-3t1,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Wayside Lady (IRE),R. P. Whelan,0,John S. O'Donoghue,7th,3 3/4 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Night Blue (IRE),Shane Foley,0,Mrs J. Harrington,6th,Head,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Perfect Poise (IRE),C. T. Keane,0,G. M. Lyons,5th,1/2 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Machnamh (IRE),Kyanna Van Buuren,10,J. S. Bolger,4th,1 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Sandy Creek (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-3,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Unless (USA),Seamie Heffernan,0,Aidan O'Brien,2nd,1 3/4 l,3,9-3b1,-,True,53,19
Naas Racing Results | 6th May 2023 17:10,N/A,17:10,Good To Yielding (Good In Places),1m,Mashia (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-3,-,True,53,19
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Jourdefete (FR),P. Townend,0,W. P. Mullins,PU,N/A,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Chutzpal (IRE),M. P. O'Connor,5,Eoin Doyle,PU,N/A,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Liquid Metric,Conor Orr,0,Anthony McCann,14th,22 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Your Eyes Only (IRE),Sean Flanagan,0,David Harry Kelly,13th,34 l,4,11-0b1,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Heart Of Rome (IRE),J. P. O'Sullivan,5,Paul Nolan,12th,24 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Joven De Corazon (IRE),Donagh Meyler,0,Paul Stafford,11th,3/4 l,4,11-0,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,County Graduate (IRE),D. King,5,W. J. Austin,10th,1 l,4,11-0,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Benzine,A. M. McCurtin,0,J. Morrison,9th,4 1/4 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Aussie Warrior (IRE),H. Morgan,3,T. R. Hughes,8th,1/2 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Khewilltu (IRE),J. J. Slevin,0,John F. O'Neill,7th,1 1/4 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Aeros Luck (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,6th,15 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Inchiquin Maid (IRE),S. Fitzgerald,3,David Kenneth Budds,5th,7 l,4,11-0t,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Montys Rock (IRE),Phillip Enright,0,Eoin Doyle,4th,2 l,4,11-7tp,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Bojak,Rachael Blackmore,0,Henry de Bromhead,3rd,16 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Spy,P. Byrnes,5,Charles Byrnes,2nd,8 1/2 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Rightsotom (GER),D. E. Mullins,0,Thomas Mullins,1st,N/A,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Jourdefete (FR),P. Townend,0,W. P. Mullins,PU,N/A,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Chutzpal (IRE),M. P. O'Connor,5,Eoin Doyle,PU,N/A,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Liquid Metric,Conor Orr,0,Anthony McCann,14th,22 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Your Eyes Only (IRE),Sean Flanagan,0,David Harry Kelly,13th,34 l,4,11-0b1,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Heart Of Rome (IRE),J. P. O'Sullivan,5,Paul Nolan,12th,24 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Joven De Corazon (IRE),Donagh Meyler,0,Paul Stafford,11th,3/4 l,4,11-0,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,County Graduate (IRE),D. King,5,W. J. Austin,10th,1 l,4,11-0,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Benzine,A. M. McCurtin,0,J. Morrison,9th,4 1/4 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Aussie Warrior (IRE),H. Morgan,3,T. R. Hughes,8th,1/2 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Khewilltu (IRE),J. J. Slevin,0,John F. O'Neill,7th,1 1/4 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Aeros Luck (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,6th,15 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Inchiquin Maid (IRE),S. Fitzgerald,3,David Kenneth Budds,5th,7 l,4,11-0t,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Montys Rock (IRE),Phillip Enright,0,Eoin Doyle,4th,2 l,4,11-7tp,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Bojak,Rachael Blackmore,0,Henry de Bromhead,3rd,16 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Spy,P. Byrnes,5,Charles Byrnes,2nd,8 1/2 l,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 13:48,N/A,13:48,Yielding (Yielding To Soft In Places),2m 185y,Rightsotom (GER),D. E. Mullins,0,Thomas Mullins,1st,N/A,4,11-7,-,True,53,20
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Youre A Derry Girl (IRE),H. Morgan,3,S. G. Walsh,UR,N/A,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Back Chat (IRE),D. King,5,James Grace,17th,32 l,5,11-7t1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Zingara Lass (IRE),J. S. McGarvey,0,Miss Hilary McLoughlin,16th,3 1/4 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Twolittlegirls (IRE),S. F. O'Keeffe,0,Garrett James Power,15th,19 l,6,11-7h1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Seriously Ava (IRE),E. Dwan,7,Una Corcoran,14th,8 1/2 l,5,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Weekly Present (IRE),S. D. Torrens,0,J. P. Dempsey,13th,5 1/2 l,5,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Stormalong (IRE),S. Fitzgerald,3,David Kenneth Budds,12th,1 1/2 l,5,11-7t,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Bothar Tara (IRE),A. M. McCurtin,0,S. G. Walsh,11th,1 l,7,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Laws of Glory (IRE),R. A. Doyle,0,Gillian Scott,10th,13 l,6,11-7t1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Copper Coast (IRE),Sean Flanagan,0,W. J. Burke,9th,7 1/2 l,5,11-7t,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Dame Rapide (IRE),B. Hayes,0,James M. Barrett,8th,7 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Mi Lucky Cailin (IRE),B. W. Harvey,5,William J. McLernon,7th,8 l,5,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Cool Legacy (IRE),I. J. Power,0,Colin Motherway,6th,3 l,6,11-7b1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Glory Liss (IRE),Phillip Enright,0,Terence O'Brien,5th,1/2 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Lady of the Vale (IRE),Philip Donovan,5,A. Slattery,4th,1/2 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Kates Hill (IRE),Keith Donoghue,0,J. P. Dempsey,3rd,10 l,8,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Roccos Inspiration (IRE),J. J. Slevin,0,Michael G. Kennedy,2nd,5 1/2 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Pink In The Park (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Youre A Derry Girl (IRE),H. Morgan,3,S. G. Walsh,UR,N/A,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Back Chat (IRE),D. King,5,James Grace,17th,32 l,5,11-7t1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Zingara Lass (IRE),J. S. McGarvey,0,Miss Hilary McLoughlin,16th,3 1/4 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Twolittlegirls (IRE),S. F. O'Keeffe,0,Garrett James Power,15th,19 l,6,11-7h1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Seriously Ava (IRE),E. Dwan,7,Una Corcoran,14th,8 1/2 l,5,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Weekly Present (IRE),S. D. Torrens,0,J. P. Dempsey,13th,5 1/2 l,5,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Stormalong (IRE),S. Fitzgerald,3,David Kenneth Budds,12th,1 1/2 l,5,11-7t,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Bothar Tara (IRE),A. M. McCurtin,0,S. G. Walsh,11th,1 l,7,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Laws of Glory (IRE),R. A. Doyle,0,Gillian Scott,10th,13 l,6,11-7t1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Copper Coast (IRE),Sean Flanagan,0,W. J. Burke,9th,7 1/2 l,5,11-7t,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Dame Rapide (IRE),B. Hayes,0,James M. Barrett,8th,7 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Mi Lucky Cailin (IRE),B. W. Harvey,5,William J. McLernon,7th,8 l,5,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Cool Legacy (IRE),I. J. Power,0,Colin Motherway,6th,3 l,6,11-7b1,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Glory Liss (IRE),Phillip Enright,0,Terence O'Brien,5th,1/2 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Lady of the Vale (IRE),Philip Donovan,5,A. Slattery,4th,1/2 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Kates Hill (IRE),Keith Donoghue,0,J. P. Dempsey,3rd,10 l,8,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Roccos Inspiration (IRE),J. J. Slevin,0,Michael G. Kennedy,2nd,5 1/2 l,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:23,N/A,14:23,Yielding (Yielding To Soft In Places),2m 3f,Pink In The Park (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-7,-,True,53,21
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Winterscape,J. P. O'Sullivan,5,Paul Nolan,7th,67 l,4,10-12t,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Double Pink (IRE),B. Hayes,0,Daniel G. Murphy,6th,8 l,6,11-4h,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Jimmy Boy (IRE),R. A. Doyle,0,W. J. Burke,5th,9 l,5,11-4,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Heliko Conti (FR),Sean Flanagan,0,W. J. Burke,4th,18 l,6,11-12,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Neveradullmoment (IRE),S. D. Torrens,0,J. P. Dempsey,3rd,2 l,6,11-6tp1,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Suttons Hill (IRE),Denis O'Regan,0,Richard John O'Brien,2nd,4 1/2 l,6,11-7,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Troubled Times (IRE),Phillip Enright,0,S. Curling,1st,N/A,7,11-7t,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Winterscape,J. P. O'Sullivan,5,Paul Nolan,7th,67 l,4,10-12t,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Double Pink (IRE),B. Hayes,0,Daniel G. Murphy,6th,8 l,6,11-4h,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Jimmy Boy (IRE),R. A. Doyle,0,W. J. Burke,5th,9 l,5,11-4,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Heliko Conti (FR),Sean Flanagan,0,W. J. Burke,4th,18 l,6,11-12,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Neveradullmoment (IRE),S. D. Torrens,0,J. P. Dempsey,3rd,2 l,6,11-6tp1,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Suttons Hill (IRE),Denis O'Regan,0,Richard John O'Brien,2nd,4 1/2 l,6,11-7,-,True,53,22
Cork Racing Results | 6th May 2023 14:58,N/A,14:58,Yielding (Yielding To Soft In Places),2m 3f,Troubled Times (IRE),Phillip Enright,0,S. Curling,1st,N/A,7,11-7t,-,True,53,22
Cork Racing Results | 6th May 2023 15:33,N/A,15:33,Yielding (Yielding To Soft In Places),2m 4f,Simply Shabra (IRE),Conor Orr,0,Anthony McCann,PU,N/A,8,10-13p,100,True,53,23
