track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Coco Crush (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,1 3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Antique Store (IRE),Shane Foley,0,Mrs J. Harrington,6th,1 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Spanish Rose (IRE),William James Lee,0,Miss Natalia Lupini,5th,3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Spirit Of Paradise (IRE),N. M. Crosse,0,Mrs J. Harrington,4th,3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Randall Poets Lass (IRE),R. Whearty,5,Seamus Fahey,3rd,3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Finsceal Go Deo (IRE),R. P. Cleary,0,J. S. Bolger,2nd,2 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Time to Boogie (USA),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Love Me Doree (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,13th,13 l,4,9-8,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,My Birthday Girl (IRE),C. D. Hayes,0,Noel Meade,12th,7 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Loma Larnee,Ben Martin Coen,0,Andrew Oliver,11th,3 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Dumb Love (IRE),C. T. Keane,0,G. M. Lyons,10th,3 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Sunday Miss (IRE),R. C. Colgan,0,Luke Comer,9th,1 1/2 l,4,9-8t1,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Semantics (USA),G. F. Carroll,0,G. M. Lyons,8th,Head,3,9-3b,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Coco Crush (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,1 3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Antique Store (IRE),Shane Foley,0,Mrs J. Harrington,6th,1 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Spanish Rose (IRE),William James Lee,0,Miss Natalia Lupini,5th,3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Spirit Of Paradise (IRE),N. M. Crosse,0,Mrs J. Harrington,4th,3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Randall Poets Lass (IRE),R. Whearty,5,Seamus Fahey,3rd,3/4 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Finsceal Go Deo (IRE),R. P. Cleary,0,J. S. Bolger,2nd,2 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Time to Boogie (USA),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Wish Me (IRE),C. J. MacRedmond,0,Keith Henry Clarke,17th,8 l,7,8-13,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Lucky Queen (IRE),J. Coen,0,P. J. F. Murphy,16th,7 l,4,9-12tp,60,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Louis Le Broc (IRE),T. Marshall,7,Darren Bunyan,15th,Head,3,8-7b,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Kampala Beach (IRE),J. A. Powell,0,M. Halford & T. Collins,14th,3 1/2 l,4,9-3,51,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Shining Aitch,R. Whearty,0,T. G. McCourt,13th,1 1/2 l,6,9-8t,56,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Breagagh (IRE),M. W. Hassett,7,S. Michael Millar,12th,1/2 l,5,8-13p,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Numidia (IRE),H. J. Horgan,2,Peter Lawlor,11th,Short Head,5,9-0,48,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Highland King (IRE),D. King,0,John McConnell,10th,1/2 l,4,10-1,63,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Fairytale Princess (IRE),J. Kearney,2,G. M. Lyons,9th,1/2 l,3,9-4,58,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Barretstown (IRE),A. C. Persse,2,Conor O'Dwyer,8th,1/2 l,5,9-9,57,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Lissadell (IRE),S. P. Bird,7,Mark McNiff,7th,3/4 l,4,8-13tp1,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Flier,J. J. G. Ryan,2,Mrs Denise Foster,6th,1/2 l,4,9-2t,50,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Mr Mills (IRE),Adam Caffrey,0,Christopher David Timmons,5th,2 1/2 l,5,9-12,60,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,St Cianans Fire (IRE),D. N. Curran,4,John McConnell,4th,Short Head,5,9-9t,57,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Florida Taiga (IRE),P. A. Harnett,0,D. K. Weld,3rd,1/2 l,3,9-6b1,60,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Alfalfa (IRE),S. D. Bowen,2,Timothy Doyle,2nd,1/2 l,5,9-6,54,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Stay Local (IRE),C. Stone-Walsh,4,Aidan Anthony Howard,1st,N/A,5,9-6,54,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Wish Me (IRE),C. J. MacRedmond,0,Keith Henry Clarke,17th,8 l,7,8-13,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Lucky Queen (IRE),J. Coen,0,P. J. F. Murphy,16th,7 l,4,9-12tp,60,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Louis Le Broc (IRE),T. Marshall,7,Darren Bunyan,15th,Head,3,8-7b,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Kampala Beach (IRE),J. A. Powell,0,M. Halford & T. Collins,14th,3 1/2 l,4,9-3,51,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Shining Aitch,R. Whearty,0,T. G. McCourt,13th,1 1/2 l,6,9-8t,56,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Breagagh (IRE),M. W. Hassett,7,S. Michael Millar,12th,1/2 l,5,8-13p,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Numidia (IRE),H. J. Horgan,2,Peter Lawlor,11th,Short Head,5,9-0,48,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Highland King (IRE),D. King,0,John McConnell,10th,1/2 l,4,10-1,63,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Fairytale Princess (IRE),J. Kearney,2,G. M. Lyons,9th,1/2 l,3,9-4,58,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Barretstown (IRE),A. C. Persse,2,Conor O'Dwyer,8th,1/2 l,5,9-9,57,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Lissadell (IRE),S. P. Bird,7,Mark McNiff,7th,3/4 l,4,8-13tp1,47,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Flier,J. J. G. Ryan,2,Mrs Denise Foster,6th,1/2 l,4,9-2t,50,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Mr Mills (IRE),Adam Caffrey,0,Christopher David Timmons,5th,2 1/2 l,5,9-12,60,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,St Cianans Fire (IRE),D. N. Curran,4,John McConnell,4th,Short Head,5,9-9t,57,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Florida Taiga (IRE),P. A. Harnett,0,D. K. Weld,3rd,1/2 l,3,9-6b1,60,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Alfalfa (IRE),S. D. Bowen,2,Timothy Doyle,2nd,1/2 l,5,9-6,54,True,77,43
Navan Racing Results | 2nd September 2023 16:35,N/A,16:35,Yielding (Good In Places),1m 2f,Stay Local (IRE),C. Stone-Walsh,4,Aidan Anthony Howard,1st,N/A,5,9-6,54,True,77,43
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Ballybeg Boy (IRE),H. J. Horgan,2,Steve Jones,UR,N/A,4,8-12tp1,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Dreamingofdelaney (IRE),R. M. Mulligan,7,P. Mulligan,17th,26 l,3,8-7t,48,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Party Moon (GER),Adam Caffrey,0,John G. Carr,16th,4 1/2 l,7,9-4,53,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Limited Edition,Wesley Joyce,4,Keith Henry Clarke,15th,27 l,5,9-2,51,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Tara Power (IRE),C. J. MacRedmond,0,Keith Henry Clarke,14th,1 1/2 l,5,8-12,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Fleadhfest (IRE),Gabriella Adela Hill,7,J. S. Bolger,13th,1 l,3,9-8p1,63,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Try Hard,P. A. Harnett,0,Luke Comer,12th,1 3/4 l,5,9-0t1,49,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Breakintheclouds (IRE),R. Whearty,0,Patrick Downey,11th,Neck,4,8-12tp,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Boomerang Bill (IRE),J. J. G. Ryan,2,Aidan Anthony Howard,10th,3 1/4 l,4,9-1,50,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Tasayad (IRE),D. N. Curran,4,Darren Bunyan,9th,Head,5,10-2,65,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Sleepless Knight (IRE),S. D. Bowen,2,John Andrew Kinsella,8th,Head,3,8-7,48,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Gatsby Cap (IRE),C. D. Fahy,7,John McConnell,7th,1 1/2 l,7,8-12p,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Little Jo,D. King,0,John McConnell,6th,1/2 l,9,9-12p,61,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Pollanassa (IRE),J. Kearney,2,R. P. Cody,5th,3/4 l,4,8-12,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Dinamine (IRE),A. C. Persse,2,John McConnell,4th,3/4 l,5,9-3,52,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Special Protector (IRE),M. W. Hassett,7,Timothy Doyle,3rd,3/4 l,5,8-12,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Lady Christa (IRE),C. Horgan,4,Ms Sheila Lavery,2nd,Nose,3,8-12,53,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Slieve Bearnagh (IRE),J. A. Powell,0,M. Halford & T. Collins,1st,N/A,6,8-13tp,48,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Ballybeg Boy (IRE),H. J. Horgan,2,Steve Jones,UR,N/A,4,8-12tp1,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Dreamingofdelaney (IRE),R. M. Mulligan,7,P. Mulligan,17th,26 l,3,8-7t,48,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Party Moon (GER),Adam Caffrey,0,John G. Carr,16th,4 1/2 l,7,9-4,53,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Limited Edition,Wesley Joyce,4,Keith Henry Clarke,15th,27 l,5,9-2,51,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Tara Power (IRE),C. J. MacRedmond,0,Keith Henry Clarke,14th,1 1/2 l,5,8-12,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Fleadhfest (IRE),Gabriella Adela Hill,7,J. S. Bolger,13th,1 l,3,9-8p1,63,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Try Hard,P. A. Harnett,0,Luke Comer,12th,1 3/4 l,5,9-0t1,49,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Breakintheclouds (IRE),R. Whearty,0,Patrick Downey,11th,Neck,4,8-12tp,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Boomerang Bill (IRE),J. J. G. Ryan,2,Aidan Anthony Howard,10th,3 1/4 l,4,9-1,50,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Tasayad (IRE),D. N. Curran,4,Darren Bunyan,9th,Head,5,10-2,65,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Sleepless Knight (IRE),S. D. Bowen,2,John Andrew Kinsella,8th,Head,3,8-7,48,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Gatsby Cap (IRE),C. D. Fahy,7,John McConnell,7th,1 1/2 l,7,8-12p,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Little Jo,D. King,0,John McConnell,6th,1/2 l,9,9-12p,61,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Pollanassa (IRE),J. Kearney,2,R. P. Cody,5th,3/4 l,4,8-12,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Dinamine (IRE),A. C. Persse,2,John McConnell,4th,3/4 l,5,9-3,52,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Special Protector (IRE),M. W. Hassett,7,Timothy Doyle,3rd,3/4 l,5,8-12,47,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Lady Christa (IRE),C. Horgan,4,Ms Sheila Lavery,2nd,Nose,3,8-12,53,True,77,44
Navan Racing Results | 2nd September 2023 17:10,N/A,17:10,Yielding (Good In Places),1m 2f,Slieve Bearnagh (IRE),J. A. Powell,0,M. Halford & T. Collins,1st,N/A,6,8-13tp,48,True,77,44
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Ginnos Port (IRE),R. Whearty,5,Leanne Breen,13th,11 l,4,10-0h,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Casino Loutraki (IRE),N. M. Crosse,0,Luke Comer,12th,32 l,3,9-8,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Comanche Squaw (IRE),R. C. Colgan,0,Luke Comer,11th,9 l,4,9-9,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,He Is Brave (IRE),C. D. Hayes,0,Luke Comer,10th,7 1/2 l,5,10-0,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Open To Question (USA),C. T. Keane,0,Noel Meade,9th,Head,3,9-8,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Keeptellinemnuttin (IRE),G. F. Carroll,0,Michael Mulvany,8th,4 1/2 l,4,10-0,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Only for Me (IRE),C. D. Maxwell,0,Mrs Jessica Magnier,7th,2 1/2 l,4,10-0t,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,An Bradan Feasa (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,3/4 l,3,9-8,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Sioux Eagle (IRE),L. T. McAteer,0,Patrick T. Foley,5th,4 3/4 l,4,10-0,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Charming Star (IRE),J. J. G. Ryan,7,T. G. McCourt,4th,1/2 l,3,9-8p1,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Tommy Thug (IRE),William James Lee,0,Andrew Oliver,3rd,3/4 l,3,9-8p,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Guinevere's Spirit (IRE),Andrew Joseph Slattery,0,J. A. Stack,2nd,3 l,3,9-3,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Earth Dance (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,3,9-8,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Ginnos Port (IRE),R. Whearty,5,Leanne Breen,13th,11 l,4,10-0h,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Casino Loutraki (IRE),N. M. Crosse,0,Luke Comer,12th,32 l,3,9-8,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Comanche Squaw (IRE),R. C. Colgan,0,Luke Comer,11th,9 l,4,9-9,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,He Is Brave (IRE),C. D. Hayes,0,Luke Comer,10th,7 1/2 l,5,10-0,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Open To Question (USA),C. T. Keane,0,Noel Meade,9th,Head,3,9-8,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Keeptellinemnuttin (IRE),G. F. Carroll,0,Michael Mulvany,8th,4 1/2 l,4,10-0,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Only for Me (IRE),C. D. Maxwell,0,Mrs Jessica Magnier,7th,2 1/2 l,4,10-0t,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,An Bradan Feasa (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,3/4 l,3,9-8,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Sioux Eagle (IRE),L. T. McAteer,0,Patrick T. Foley,5th,4 3/4 l,4,10-0,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Charming Star (IRE),J. J. G. Ryan,7,T. G. McCourt,4th,1/2 l,3,9-8p1,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Tommy Thug (IRE),William James Lee,0,Andrew Oliver,3rd,3/4 l,3,9-8p,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Guinevere's Spirit (IRE),Andrew Joseph Slattery,0,J. A. Stack,2nd,3 l,3,9-3,-,True,77,45
Navan Racing Results | 2nd September 2023 17:40,N/A,17:40,Yielding (Good In Places),1m 2f,Earth Dance (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,3,9-8,-,True,77,45
N/A,N/A,14:00,Yielding,1m 1f,Begleys Forge (IRE),C. Ngcobo,3,Kevin Thomas Coleman,8th,11 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Ringside Timing (IRE),R. P. Cleary,0,J. S. Bolger,7th,1 1/2 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,London City (USA),C. T. Keane,0,Aidan O'Brien,6th,3 3/4 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Hypnosis (IRE),K. K. Hennessy,5,Aidan O'Brien,5th,Head,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Sea The Polaris (IRE),William James Lee,0,P. Twomey,4th,4 1/4 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Marty The Party (IRE),J. M. Sheridan,0,J. A. Stack,3rd,2 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Surfers Paradise (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,2 1/4 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Los Angeles (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Begleys Forge (IRE),C. Ngcobo,3,Kevin Thomas Coleman,8th,11 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Ringside Timing (IRE),R. P. Cleary,0,J. S. Bolger,7th,1 1/2 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,London City (USA),C. T. Keane,0,Aidan O'Brien,6th,3 3/4 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Hypnosis (IRE),K. K. Hennessy,5,Aidan O'Brien,5th,Head,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Sea The Polaris (IRE),William James Lee,0,P. Twomey,4th,4 1/4 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Marty The Party (IRE),J. M. Sheridan,0,J. A. Stack,3rd,2 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Surfers Paradise (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,2 1/4 l,2,9-7,-,True,77,46
N/A,N/A,14:00,Yielding,1m 1f,Los Angeles (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,77,46
N/A,N/A,14:35,Yielding,7f 110y,Apollo Prince (IRE),C. D. Hayes,0,Eddie & Patrick Harty,13th,1 3/4 l,2,9-5,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Saxon Kingdom (IRE),R. C. Colgan,0,M. C. Grassick,12th,4 1/2 l,2,9-5p1,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Naisiun (IRE),N. G. McCullagh,0,J. S. Bolger,11th,3 1/2 l,2,8-8,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Always Wondering (IRE),C. T. Keane,0,Noel Meade,10th,2 1/2 l,2,9-0,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,La Juliana (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,9th,1 1/2 l,2,8-12,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Sinbad My Dad (IRE),R. Whearty,5,Seamus Fahey,8th,Neck,2,8-13,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Madame Plaintiff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,3 l,2,9-0,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Absolute Advantage,H. J. Horgan,7,Joseph Patrick O'Brien,6th,Neck,2,9-7t,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Kolachi (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,5th,3/4 l,2,9-9,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Ritournelle (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,3 1/2 l,2,8-8,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Sli Na Ghealai (IRE),R. P. Cleary,0,J. S. Bolger,3rd,1/2 l,2,8-8,-,True,77,47
