track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Angel's Feather (IRE),Shane Foley,0,Mrs J. Harrington,6th,Head,3,9-9p,63,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Super Cub,S. D. Bowen,7,Denis Hogan,5th,1 1/4 l,4,10-2,65,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Swiss Army Officer (IRE),C. Ngcobo,3,Kevin Thomas Coleman,4th,1 l,8,9-4,53,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Pallasmore Lass (IRE),R. Whearty,5,Paul W. Flynn,3rd,1 3/4 l,5,8-12tv1,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Von Krolock (IRE),G. M. Ryan,0,Timothy Doyle,2nd,Nose,4,8-12,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Rock Dandy (IRE),J. A. Powell,5,P. J. F. Murphy,1st,N/A,5,8-12b1,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Lasting Peace (IRE),C. T. Keane,0,Noel Meade,18th,22 l,3,9-8b,62,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Helmet Star,D. E. Sheehy,3,John Larkin,17th,14 l,4,8-12t,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,American In Paris (IRE),J. M. Sheridan,0,Denis Hogan,16th,1 1/2 l,3,9-8b,62,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Designer Cailin (IRE),D. B. McMonagle,0,Patrick Martin,15th,2 1/2 l,5,9-1,50,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Benerville (IRE),Andrew Joseph Slattery,0,T. Hogan,14th,1/2 l,3,8-7v,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,The Last Swallow (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,13th,3/4 l,4,9-2t,51,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Tynamite (IRE),J. J. G. Ryan,7,David Marnane,12th,1/2 l,9,8-12,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Tijuana,Adam Caffrey,5,David Edward Finn,11th,1 1/2 l,5,9-1,50,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Pascalia (IRE),Ben Martin Coen,0,John Patrick Murtagh,10th,Neck,3,9-7,61,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Golden Days (IRE),C. J. MacRedmond,5,M. Halford & T. Collins,9th,Neck,6,9-9p,58,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Rose of Malta (IRE),Seamie Heffernan,0,P. F. O'Donnell,8th,3/4 l,4,9-9,58,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Cuala Bula (IRE),R. P. Whelan,0,Charles Coakley,7th,Neck,4,9-1tp,50,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Angel's Feather (IRE),Shane Foley,0,Mrs J. Harrington,6th,Head,3,9-9p,63,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Super Cub,S. D. Bowen,7,Denis Hogan,5th,1 1/4 l,4,10-2,65,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Swiss Army Officer (IRE),C. Ngcobo,3,Kevin Thomas Coleman,4th,1 l,8,9-4,53,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Pallasmore Lass (IRE),R. Whearty,5,Paul W. Flynn,3rd,1 3/4 l,5,8-12tv1,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Von Krolock (IRE),G. M. Ryan,0,Timothy Doyle,2nd,Nose,4,8-12,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Rock Dandy (IRE),J. A. Powell,5,P. J. F. Murphy,1st,N/A,5,8-12b1,47,True,77,7
N/A,N/A,16:05,Good,2m 4f 90y,Knock On Steel (IRE),S. F. O'Keeffe,0,Brian Jordan,PU,N/A,10,10-8,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Desert Friend (IRE),Philip Donovan,5,Denis Hogan,PU,N/A,7,12-0,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Essential Part (IRE),P. T. Smithers,7,Padraig Roche,7th,10 l,5,10-6tp1,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Wajaaha (IRE),M. M. McDonagh,5,P. J. McKenna,6th,14 l,8,11-4p,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Jungle Prose (IRE),J. W. Kennedy,0,Gordon Elliott,5th,6 1/2 l,8,12-0p,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Clondaw Hollow,B. W. Harvey,3,John McConnell,4th,14 l,9,12-0t,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Starman (FR),J. P. O'Sullivan,3,Declan Queally,3rd,4 3/4 l,7,10-10,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Bal De Rio (FR),D. King,5,Denis Hogan,2nd,Neck,10,11-4,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Must Meet Cecil (IRE),C. P. Millar,7,Cian Michael Collins,1st,N/A,5,11-0p,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Knock On Steel (IRE),S. F. O'Keeffe,0,Brian Jordan,PU,N/A,10,10-8,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Desert Friend (IRE),Philip Donovan,5,Denis Hogan,PU,N/A,7,12-0,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Essential Part (IRE),P. T. Smithers,7,Padraig Roche,7th,10 l,5,10-6tp1,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Wajaaha (IRE),M. M. McDonagh,5,P. J. McKenna,6th,14 l,8,11-4p,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Jungle Prose (IRE),J. W. Kennedy,0,Gordon Elliott,5th,6 1/2 l,8,12-0p,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Clondaw Hollow,B. W. Harvey,3,John McConnell,4th,14 l,9,12-0t,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Starman (FR),J. P. O'Sullivan,3,Declan Queally,3rd,4 3/4 l,7,10-10,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Bal De Rio (FR),D. King,5,Denis Hogan,2nd,Neck,10,11-4,-,True,77,8
N/A,N/A,16:05,Good,2m 4f 90y,Must Meet Cecil (IRE),C. P. Millar,7,Cian Michael Collins,1st,N/A,5,11-0p,-,True,77,8
N/A,N/A,16:35,Good,2m 4f 90y,Falcon Park (IRE),N. T. Prendergast,7,Paul Hennessy,11th,8 l,7,11-10,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Knockwilliambridge (IRE),Miss Charlotte Butler,7,John Joseph Hanlon,10th,Neck,8,12-0p,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Yara Greyjoy (IRE),Patrick O'Hanlon,5,P. J. Rothwell,9th,18 l,5,11-3,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Mont Beuvray (IRE),Liam Quinlan,5,John Patrick Ryan,8th,3 1/2 l,5,11-10,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Champagne Dawn (IRE),Phillip Enright,0,T. J. O'Mara,7th,13 l,6,11-12,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Upthereforthinking (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,6th,3 3/4 l,4,11-8,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Ollie La Ba Ba (IRE),D. King,5,Eoin Christopher McCarthy,5th,Neck,5,11-12t1,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Ivy Hall (IRE),Philip Donovan,5,John Patrick Ryan,4th,3/4 l,5,11-3,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Our Girl Sal (IRE),Sean Flanagan,0,Peter Fahey,3rd,2 1/4 l,5,11-3,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Aeros Luck (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,1 3/4 l,4,11-6h1,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Weseekherthere (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-3p,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Falcon Park (IRE),N. T. Prendergast,7,Paul Hennessy,11th,8 l,7,11-10,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Knockwilliambridge (IRE),Miss Charlotte Butler,7,John Joseph Hanlon,10th,Neck,8,12-0p,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Yara Greyjoy (IRE),Patrick O'Hanlon,5,P. J. Rothwell,9th,18 l,5,11-3,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Mont Beuvray (IRE),Liam Quinlan,5,John Patrick Ryan,8th,3 1/2 l,5,11-10,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Champagne Dawn (IRE),Phillip Enright,0,T. J. O'Mara,7th,13 l,6,11-12,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Upthereforthinking (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,6th,3 3/4 l,4,11-8,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Ollie La Ba Ba (IRE),D. King,5,Eoin Christopher McCarthy,5th,Neck,5,11-12t1,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Ivy Hall (IRE),Philip Donovan,5,John Patrick Ryan,4th,3/4 l,5,11-3,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Our Girl Sal (IRE),Sean Flanagan,0,Peter Fahey,3rd,2 1/4 l,5,11-3,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Aeros Luck (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,1 3/4 l,4,11-6h1,-,True,77,9
N/A,N/A,16:35,Good,2m 4f 90y,Weseekherthere (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-3p,-,True,77,9
N/A,N/A,17:05,Good,2m 4f 90y,Dont Doubt Me (IRE),S. D. Torrens,0,P. J. Rothwell,PU,N/A,7,11-4p,92,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Laishann (FR),N. R. Andrews,7,Gordon Elliott,PU,N/A,5,11-7tp,95,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Miss Arccol (IRE),Sean Flanagan,0,Peter Fahey,F,N/A,8,11-5,93,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Sovereign Duke (GER),Shane Fenelon,7,John Joseph Hanlon,12th,37 l,8,11-9p,97,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Lady Iseult (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,11th,7 l,8,11-8p1,96,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Forgetthesurprise (IRE),Shane O'Callaghan,7,N. Madden,10th,3/4 l,9,12-0t,102,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Spanish John (IRE),M. J. M. O'Sullivan,0,P. A. Fahy,9th,16 l,5,11-6,94,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Trim To Milan (IRE),R. A. Doyle,0,Gerard Keane,8th,1/2 l,8,10-9,83,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Serpolette (IRE),Jordan Colin Gainford,0,E. D. Delany,7th,4 1/2 l,8,11-2t,90,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Ben Thomson (IRE),Thomas Reilly,7,John McConnell,6th,1/2 l,7,10-13t,87,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Cullenwaine (IRE),Patrick O'Hanlon,5,P. J. Rothwell,5th,3 l,5,10-12p,86,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Raining Bird (IRE),D. Moloney,7,Darren Collins,4th,2 l,8,10-10,84,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Dunleer Phoenix (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,11 l,7,11-1p1,89,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Artemis Angel (IRE),C. M. Quirke,5,Con O'Keeffe,2nd,3 1/4 l,6,11-5h,93,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Final Orders,Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,7,12-0,102,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Dont Doubt Me (IRE),S. D. Torrens,0,P. J. Rothwell,PU,N/A,7,11-4p,92,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Laishann (FR),N. R. Andrews,7,Gordon Elliott,PU,N/A,5,11-7tp,95,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Miss Arccol (IRE),Sean Flanagan,0,Peter Fahey,F,N/A,8,11-5,93,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Sovereign Duke (GER),Shane Fenelon,7,John Joseph Hanlon,12th,37 l,8,11-9p,97,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Lady Iseult (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,11th,7 l,8,11-8p1,96,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Forgetthesurprise (IRE),Shane O'Callaghan,7,N. Madden,10th,3/4 l,9,12-0t,102,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Spanish John (IRE),M. J. M. O'Sullivan,0,P. A. Fahy,9th,16 l,5,11-6,94,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Trim To Milan (IRE),R. A. Doyle,0,Gerard Keane,8th,1/2 l,8,10-9,83,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Serpolette (IRE),Jordan Colin Gainford,0,E. D. Delany,7th,4 1/2 l,8,11-2t,90,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Ben Thomson (IRE),Thomas Reilly,7,John McConnell,6th,1/2 l,7,10-13t,87,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Cullenwaine (IRE),Patrick O'Hanlon,5,P. J. Rothwell,5th,3 l,5,10-12p,86,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Raining Bird (IRE),D. Moloney,7,Darren Collins,4th,2 l,8,10-10,84,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Dunleer Phoenix (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,11 l,7,11-1p1,89,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Artemis Angel (IRE),C. M. Quirke,5,Con O'Keeffe,2nd,3 1/4 l,6,11-5h,93,True,77,10
N/A,N/A,17:05,Good,2m 4f 90y,Final Orders,Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,7,12-0,102,True,77,10
N/A,N/A,17:40,Good,2m 4f 90y,Gallant John Joe (IRE),Phillip Enright,0,Oliver McKiernan,PU,N/A,10,11-11t,129,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Uhtred (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,8,11-1,119,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Stilyker (IRE),P. Townend,0,W. P. Mullins,PU,N/A,7,10-6,110,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Britzka (IRE),S. Fitzgerald,0,Shane Nolan,PU,N/A,5,11-0tp,118,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Imperial Ruler (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,11th,14 l,6,10-10,114,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Act of God,M. M. McDonagh,5,E. J. O'Grady,10th,2 3/4 l,8,11-8p,126,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Whatsavailable (IRE),D. J. O'Keeffe,0,M. F. Morris,9th,2 l,6,11-5t,123,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Art of Silence (IRE),R. A. Doyle,0,Gerard Keane,8th,15 l,5,10-12,116,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Navigator Jack (IRE),S. F. O'Keeffe,0,Eoin Griffin,7th,17 l,6,10-5t,109,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Bukhill (IRE),Rachael Blackmore,0,Peter Fahey,6th,4 l,5,10-1,105,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Presenting Lad (IRE),D. King,5,Mark McNiff,5th,4 l,7,10-7t,111,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Lake Winnipesaukee (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,4 1/2 l,6,11-5h,123,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Andys Flame,B. W. Harvey,3,John McConnell,3rd,2 1/2 l,6,10-9tp1,113,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Clifftop,J. J. Slevin,0,Harry Rogers,2nd,6 1/2 l,7,10-1t,105,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Dartan,J. Smith,7,Matthew J. Smith,1st,N/A,6,11-12tb1,130,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Gallant John Joe (IRE),Phillip Enright,0,Oliver McKiernan,PU,N/A,10,11-11t,129,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Uhtred (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,8,11-1,119,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Stilyker (IRE),P. Townend,0,W. P. Mullins,PU,N/A,7,10-6,110,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Britzka (IRE),S. Fitzgerald,0,Shane Nolan,PU,N/A,5,11-0tp,118,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Imperial Ruler (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,11th,14 l,6,10-10,114,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Act of God,M. M. McDonagh,5,E. J. O'Grady,10th,2 3/4 l,8,11-8p,126,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Whatsavailable (IRE),D. J. O'Keeffe,0,M. F. Morris,9th,2 l,6,11-5t,123,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Art of Silence (IRE),R. A. Doyle,0,Gerard Keane,8th,15 l,5,10-12,116,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Navigator Jack (IRE),S. F. O'Keeffe,0,Eoin Griffin,7th,17 l,6,10-5t,109,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Bukhill (IRE),Rachael Blackmore,0,Peter Fahey,6th,4 l,5,10-1,105,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Presenting Lad (IRE),D. King,5,Mark McNiff,5th,4 l,7,10-7t,111,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Lake Winnipesaukee (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,4 1/2 l,6,11-5h,123,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Andys Flame,B. W. Harvey,3,John McConnell,3rd,2 1/2 l,6,10-9tp1,113,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Clifftop,J. J. Slevin,0,Harry Rogers,2nd,6 1/2 l,7,10-1t,105,True,77,11
N/A,N/A,17:40,Good,2m 4f 90y,Dartan,J. Smith,7,Matthew J. Smith,1st,N/A,6,11-12tb1,130,True,77,11
N/A,N/A,18:10,Good,2m 1f 37y,Je T'ai Porte (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,UR,N/A,5,11-3h,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Reverse Polarity (IRE),C. Smithers,7,Ms Helen P. Markham,9th,20 l,8,11-7,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Moon Rise Beauty (FR),P. Townend,0,W. P. Mullins,8th,18 l,6,11-3t,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Delante (IRE),M. M. McDonagh,5,Thomas Cooper,7th,9 1/2 l,5,11-7,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Flidais (IRE),Liam Quinlan,5,John Patrick Ryan,6th,10 l,5,11-3,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Popova (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,21 l,6,11-3,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Missus Beeton (IRE),S. Fitzgerald,0,Shane Nolan,4th,1/2 l,5,10-10,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,New Year Honours,J. W. Kennedy,0,Gordon Elliott,3rd,1/2 l,4,11-0t,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Rockview Consort,B. W. Harvey,3,John McConnell,2nd,1 3/4 l,4,11-0,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Lady of the Vale (IRE),C. M. Quirke,5,A. Slattery,1st,N/A,6,11-3,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Je T'ai Porte (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,UR,N/A,5,11-3h,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Reverse Polarity (IRE),C. Smithers,7,Ms Helen P. Markham,9th,20 l,8,11-7,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Moon Rise Beauty (FR),P. Townend,0,W. P. Mullins,8th,18 l,6,11-3t,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Delante (IRE),M. M. McDonagh,5,Thomas Cooper,7th,9 1/2 l,5,11-7,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Flidais (IRE),Liam Quinlan,5,John Patrick Ryan,6th,10 l,5,11-3,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Popova (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,21 l,6,11-3,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Missus Beeton (IRE),S. Fitzgerald,0,Shane Nolan,4th,1/2 l,5,10-10,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,New Year Honours,J. W. Kennedy,0,Gordon Elliott,3rd,1/2 l,4,11-0t,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Rockview Consort,B. W. Harvey,3,John McConnell,2nd,1 3/4 l,4,11-0,-,True,77,12
N/A,N/A,18:10,Good,2m 1f 37y,Lady of the Vale (IRE),C. M. Quirke,5,A. Slattery,1st,N/A,6,11-3,-,True,77,12
N/A,N/A,18:40,Good,2m 1f 37y,Chequer Square (IRE),Phillip Enright,0,Paul John Gilligan,PU,N/A,4,11-6t,90,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Is That So (IRE),Eoin G. Kelly,7,Adrian Murray,PU,N/A,6,11-9,90,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Rene Artois (IRE),Gavin Peter Brouder,5,James A. Nash,11th,25 l,4,11-4,88,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Alhaajeb (IRE),J. S. McGarvey,0,John Joseph Hanlon,10th,3 1/4 l,5,12-0t,95,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Mr Globalist (IRE),J. J. Slevin,0,Shay Slevin,9th,4 3/4 l,4,11-10p,94,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Steps In The Sand (IRE),E. Walsh,3,John Joseph Hanlon,8th,8 l,4,11-5,89,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Got Grey (FR),Keith Donoghue,0,Gavin Patrick Cromwell,7th,6 1/2 l,4,11-11tp1,95,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Aegirine (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,6th,1 1/2 l,4,11-3,87,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Neev's Dream (IRE),D. J. O'Keeffe,0,T. Gibney,5th,7 l,5,11-7t,88,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Mater Matuta (IRE),Jordan Colin Gainford,0,E. D. Delany,4th,5 l,7,11-10tp,91,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Sayitfirst (IRE),D. Moloney,7,Darren Collins,3rd,3 1/4 l,7,10-13,80,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Be My Hero (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,Head,8,11-1,82,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Applejack Poet (IRE),T. P. Harney,7,Miss Elizabeth Doyle,1st,N/A,6,11-8,89,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Chequer Square (IRE),Phillip Enright,0,Paul John Gilligan,PU,N/A,4,11-6t,90,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Is That So (IRE),Eoin G. Kelly,7,Adrian Murray,PU,N/A,6,11-9,90,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Rene Artois (IRE),Gavin Peter Brouder,5,James A. Nash,11th,25 l,4,11-4,88,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Alhaajeb (IRE),J. S. McGarvey,0,John Joseph Hanlon,10th,3 1/4 l,5,12-0t,95,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Mr Globalist (IRE),J. J. Slevin,0,Shay Slevin,9th,4 3/4 l,4,11-10p,94,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Steps In The Sand (IRE),E. Walsh,3,John Joseph Hanlon,8th,8 l,4,11-5,89,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Got Grey (FR),Keith Donoghue,0,Gavin Patrick Cromwell,7th,6 1/2 l,4,11-11tp1,95,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Aegirine (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,6th,1 1/2 l,4,11-3,87,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Neev's Dream (IRE),D. J. O'Keeffe,0,T. Gibney,5th,7 l,5,11-7t,88,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Mater Matuta (IRE),Jordan Colin Gainford,0,E. D. Delany,4th,5 l,7,11-10tp,91,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Sayitfirst (IRE),D. Moloney,7,Darren Collins,3rd,3 1/4 l,7,10-13,80,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Be My Hero (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,Head,8,11-1,82,True,77,13
N/A,N/A,18:40,Good,2m 1f 37y,Applejack Poet (IRE),T. P. Harney,7,Miss Elizabeth Doyle,1st,N/A,6,11-8,89,True,77,13
N/A,N/A,19:10,Good,2m 1f 37y,Yewood (IRE),J. P. Shinnick,7,Terence O'Brien,PU,N/A,6,11-7t,88,True,77,14
N/A,N/A,19:10,Good,2m 1f 37y,Ambitious Approach (IRE),M. P. O'Connor,3,Sean Aherne,PU,N/A,7,12-0,95,True,77,14
