track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 9th May 2024 14:10,N/A,14:10,Soft (Heavy In Places),7f,Lorr's Girl (IRE),J A Heffernan,0,R Sweeney,5th,1/2 l,3,8-12t1,55,True,112,26
Gowran Park Racing Results | 9th May 2024 14:10,N/A,14:10,Soft (Heavy In Places),7f,Chou Chou (IRE),J A Powell,3,N Meade,4th,Neck,3,8-10,53,True,112,26
Gowran Park Racing Results | 9th May 2024 14:10,N/A,14:10,Soft (Heavy In Places),7f,Private Officer (IRE),R P Whelan,0,J F Levins,3rd,4 1/4 l,3,8-10,53,True,112,26
Gowran Park Racing Results | 9th May 2024 14:10,N/A,14:10,Soft (Heavy In Places),7f,I Bid You Ajou (FR),C T Keane,0,M O'Callaghan,2nd,5 1/2 l,3,9-11h,68,True,112,26
Gowran Park Racing Results | 9th May 2024 14:10,N/A,14:10,Soft (Heavy In Places),7f,Victor's Choice (IRE),M W Hassett,7,A Murray,1st,N/A,3,9-1,58,True,112,26
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Viva Voce (IRE),J A Heffernan,0,Tom McGuinness,11th,Head,7,10-1,62,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Esticky End (IRE),L T McAteer,0,Tom McGuinness,10th,4 l,6,9-8h,55,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Scarlet Dancer (IRE),D W O'Connor,0,J C McConnell,9th,2 3/4 l,5,9-6h,53,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Arthur's Victory (IRE),C T Keane,0,J Nash,8th,3/4 l,6,9-10b1,57,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Leviosa (IRE),O McSweeney,3,S Fahey,7th,4 1/2 l,7,9-0,47,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Bellick,Siobhan Rutledge,3,J C McConnell,6th,3/4 l,9,9-0,47,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Adhuil (IRE),Rebecca Parsons,10,A A Howard,5th,1 3/4 l,5,9-4b,51,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Hope And Innocence (IRE),J J G Ryan,5,T G McCourt,4th,2 l,4,9-6,53,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Manhattan Dandy (IRE),R Whearty,5,Thomas Coyle,3rd,1/2 l,7,9-13,60,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Passionate (IRE),A J Slattery,0,A Slattery,2nd,1 3/4 l,4,10-2,63,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Cage Rattler (IRE),Adam Caffrey,5,J A Kinsella,1st,N/A,4,9-1p,48,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Viva Voce (IRE),J A Heffernan,0,Tom McGuinness,11th,Head,7,10-1,62,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Esticky End (IRE),L T McAteer,0,Tom McGuinness,10th,4 l,6,9-8h,55,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Scarlet Dancer (IRE),D W O'Connor,0,J C McConnell,9th,2 3/4 l,5,9-6h,53,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Arthur's Victory (IRE),C T Keane,0,J Nash,8th,3/4 l,6,9-10b1,57,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Leviosa (IRE),O McSweeney,3,S Fahey,7th,4 1/2 l,7,9-0,47,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Bellick,Siobhan Rutledge,3,J C McConnell,6th,3/4 l,9,9-0,47,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Adhuil (IRE),Rebecca Parsons,10,A A Howard,5th,1 3/4 l,5,9-4b,51,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Hope And Innocence (IRE),J J G Ryan,5,T G McCourt,4th,2 l,4,9-6,53,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Manhattan Dandy (IRE),R Whearty,5,Thomas Coyle,3rd,1/2 l,7,9-13,60,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Passionate (IRE),A J Slattery,0,A Slattery,2nd,1 3/4 l,4,10-2,63,True,112,27
Gowran Park Racing Results | 9th May 2024 14:40,N/A,14:40,Soft (Heavy In Places),7f,Cage Rattler (IRE),Adam Caffrey,5,J A Kinsella,1st,N/A,4,9-1p,48,True,112,27
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Walkswiththestars (IRE),C D Hayes,0,Kevin Coleman,12th,8 l,3,8-11v1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Sylkie,J A Heffernan,0,J A Stack,11th,13 l,3,9-5b1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Judicial Reward (IRE),R Whearty,5,G P Cromwell,10th,1 l,3,8-11,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Alto Sax (IRE),C T Keane,0,G M Lyons,9th,4 3/4 l,3,9-7b1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,The Expert,J J G Ryan,5,T G McCourt,8th,4 1/2 l,3,9-2,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Go Girl Go (IRE),M W Hassett,7,A Murray,7th,15 l,3,9-7,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,She's Smart (IRE),R P Whelan,0,A McGuinness,6th,2 3/4 l,3,8-11h1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Moutarde (IRE),G F Carroll,0,G P Cromwell,5th,3/4 l,3,9-6h,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Your Out Of Line (IRE),W Joyce,5,M Mulvany,4th,Nose,3,9-2,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Latin (IRE),D King,5,D Hogan,3rd,3/4 l,3,9-12t1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Dynamite Defense (IRE),J M Sheridan,0,D Hogan,2nd,3/4 l,3,9-2,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,King Of The Bronx (IRE),R C Colgan,0,N Slevin,1st,N/A,3,9-12,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Walkswiththestars (IRE),C D Hayes,0,Kevin Coleman,12th,8 l,3,8-11v1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Sylkie,J A Heffernan,0,J A Stack,11th,13 l,3,9-5b1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Judicial Reward (IRE),R Whearty,5,G P Cromwell,10th,1 l,3,8-11,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Alto Sax (IRE),C T Keane,0,G M Lyons,9th,4 3/4 l,3,9-7b1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,The Expert,J J G Ryan,5,T G McCourt,8th,4 1/2 l,3,9-2,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Go Girl Go (IRE),M W Hassett,7,A Murray,7th,15 l,3,9-7,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,She's Smart (IRE),R P Whelan,0,A McGuinness,6th,2 3/4 l,3,8-11h1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Moutarde (IRE),G F Carroll,0,G P Cromwell,5th,3/4 l,3,9-6h,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Your Out Of Line (IRE),W Joyce,5,M Mulvany,4th,Nose,3,9-2,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Latin (IRE),D King,5,D Hogan,3rd,3/4 l,3,9-12t1,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,Dynamite Defense (IRE),J M Sheridan,0,D Hogan,2nd,3/4 l,3,9-2,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:10,N/A,15:10,Soft (Heavy In Places),1m,King Of The Bronx (IRE),R C Colgan,0,N Slevin,1st,N/A,3,9-12,-,True,112,28
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Everylittlestep (IRE),W M Lordan,0,Yvonne Latta,NR,N/A,6,8-8t,69,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Lan Cinnte (IRE),S Foley,0,Mrs J Harrington,NR,N/A,4,9-12,87,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,First Snow Moon,W J Lee,0,Michael W O'Meara,8th,1 1/2 l,4,9-8,83,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Belles Feuilles (FR),J A Heffernan,0,A J Martin,7th,4 1/2 l,4,9-1,76,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Perfect Poise (IRE),C T Keane,0,G M Lyons,6th,1 1/4 l,4,9-8,83,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Queenie St Clair (IRE),J M Sheridan,0,E D Delany,5th,4 1/4 l,4,9-2h,77,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Lady Lunette (IRE),B M Coen,0,R P Cody,4th,Nose,4,9-10,85,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Fast Tara (IRE),D McMonagle,0,J P O'Brien,3rd,2 3/4 l,4,10-0,89,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Independent Expert (IRE),A J Slattery,0,A Slattery,2nd,1/2 l,5,9-5,80,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Simply Sideways (IRE),M W Hassett,7,T Doyle,1st,N/A,7,9-10,85,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Everylittlestep (IRE),W M Lordan,0,Yvonne Latta,NR,N/A,6,8-8t,69,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Lan Cinnte (IRE),S Foley,0,Mrs J Harrington,NR,N/A,4,9-12,87,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,First Snow Moon,W J Lee,0,Michael W O'Meara,8th,1 1/2 l,4,9-8,83,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Belles Feuilles (FR),J A Heffernan,0,A J Martin,7th,4 1/2 l,4,9-1,76,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Perfect Poise (IRE),C T Keane,0,G M Lyons,6th,1 1/4 l,4,9-8,83,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Queenie St Clair (IRE),J M Sheridan,0,E D Delany,5th,4 1/4 l,4,9-2h,77,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Lady Lunette (IRE),B M Coen,0,R P Cody,4th,Nose,4,9-10,85,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Fast Tara (IRE),D McMonagle,0,J P O'Brien,3rd,2 3/4 l,4,10-0,89,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Independent Expert (IRE),A J Slattery,0,A Slattery,2nd,1/2 l,5,9-5,80,True,112,29
Gowran Park Racing Results | 9th May 2024 15:45,N/A,15:45,Soft (Heavy In Places),1m,Simply Sideways (IRE),M W Hassett,7,T Doyle,1st,N/A,7,9-10,85,True,112,29
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Aratayvo (IRE),C D Hayes,0,D K Weld,NR,N/A,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Sobriety Blue (IRE),A J Slattery,0,A Slattery,NR,N/A,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Gallopy Gallopy (IRE),G M Ryan,0,D Kinsella,11th,24 l,3,9-8t1,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Boskill Carmel (IRE),R P Whelan,0,J P Fahey,10th,7 1/2 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,You Played Well (IRE),J A Heffernan,0,K Purcell,9th,7 1/2 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Mark's One (IRE),G F Carroll,0,G P Cromwell,8th,3/4 l,3,9-8t,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Narragansett,D P McDonogh,0,A Slattery,7th,2 1/2 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Miss Tapley (IRE),D McMonagle,0,J P O'Brien,6th,3 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Gangster Granny (IRE),S Foley,0,Mrs J Harrington,5th,3 1/2 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Punta Coco (IRE),W M Lordan,0,N Lupini,4th,7 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Ata Rangi (IRE),W J Lee,0,H De Bromhead,3rd,1/2 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Judge Me Not (IRE),B M Coen,0,J P Murtagh,2nd,3 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Vestigia (IRE),R C Colgan,0,S Lavery,1st,N/A,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Aratayvo (IRE),C D Hayes,0,D K Weld,NR,N/A,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Sobriety Blue (IRE),A J Slattery,0,A Slattery,NR,N/A,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Gallopy Gallopy (IRE),G M Ryan,0,D Kinsella,11th,24 l,3,9-8t1,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Boskill Carmel (IRE),R P Whelan,0,J P Fahey,10th,7 1/2 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,You Played Well (IRE),J A Heffernan,0,K Purcell,9th,7 1/2 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Mark's One (IRE),G F Carroll,0,G P Cromwell,8th,3/4 l,3,9-8t,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Narragansett,D P McDonogh,0,A Slattery,7th,2 1/2 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Miss Tapley (IRE),D McMonagle,0,J P O'Brien,6th,3 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Gangster Granny (IRE),S Foley,0,Mrs J Harrington,5th,3 1/2 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Punta Coco (IRE),W M Lordan,0,N Lupini,4th,7 l,3,9-3,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Ata Rangi (IRE),W J Lee,0,H De Bromhead,3rd,1/2 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Judge Me Not (IRE),B M Coen,0,J P Murtagh,2nd,3 l,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:15,N/A,16:15,Soft (Heavy In Places),1m,Vestigia (IRE),R C Colgan,0,S Lavery,1st,N/A,3,9-8,-,True,112,30
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Mollys Glory (IRE),D E Sheehy,0,M C Grassick,NR,N/A,9,9-3t,57,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Burvea (IRE),R C Colgan,0,D Broad,NR,N/A,4,9-5,59,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Intend (IRE),D McMonagle,0,P Martin,NR,N/A,6,9-6t,60,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Dark Miss (IRE),C D Hayes,0,L Comer,16th,31 l,5,9-3t1,57,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Highland Train (IRE),D P McDonogh,0,L Comer,15th,13 l,4,9-0,54,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Churchmouse (IRE),J A Powell,3,L Comer,14th,12 l,5,8-13t,53,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Kings Prince,M P Sheehy,0,E Sheehy,13th,26 l,6,9-9,63,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Spanish John (IRE),C Horgan,7,P A Fahy,12th,4 3/4 l,6,10-0t,68,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Kashi (FR),C J MacRedmond,5,K Thornton,11th,17 l,7,9-0p,54,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,The Truant (IRE),B M Coen,0,P W Flynn,10th,4 3/4 l,7,9-8t,62,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Inchiquin Star (IRE),G F Carroll,0,P Kiely,9th,6 l,5,9-13,67,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Ricky Bobby (IRE),R P Whelan,0,T Doyle,8th,6 l,9,9-6,60,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Folly Beach,C T Keane,0,M A Molloy,7th,1 1/2 l,6,9-9h,63,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,6th,3 3/4 l,6,9-6,60,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Paradise Lost (IRE),W J Lee,0,C O'Brien,5th,1/2 l,5,9-8,62,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Make Good (IRE),H J Horgan,5,S Crawley,4th,3/4 l,9,9-12tp,66,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Pigeon House (IRE),S Foley,0,Mrs J Harrington,3rd,3 1/2 l,4,9-13p,67,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Valleyoftheeagles (IRE),M W Hassett,7,M Hassett,2nd,1 l,6,9-12tb,66,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Barrier (FR),K G Kennedy,7,G Elliott,1st,N/A,4,10-1p,69,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Mollys Glory (IRE),D E Sheehy,0,M C Grassick,NR,N/A,9,9-3t,57,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Burvea (IRE),R C Colgan,0,D Broad,NR,N/A,4,9-5,59,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Intend (IRE),D McMonagle,0,P Martin,NR,N/A,6,9-6t,60,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Dark Miss (IRE),C D Hayes,0,L Comer,16th,31 l,5,9-3t1,57,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Highland Train (IRE),D P McDonogh,0,L Comer,15th,13 l,4,9-0,54,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Churchmouse (IRE),J A Powell,3,L Comer,14th,12 l,5,8-13t,53,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Kings Prince,M P Sheehy,0,E Sheehy,13th,26 l,6,9-9,63,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Spanish John (IRE),C Horgan,7,P A Fahy,12th,4 3/4 l,6,10-0t,68,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Kashi (FR),C J MacRedmond,5,K Thornton,11th,17 l,7,9-0p,54,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,The Truant (IRE),B M Coen,0,P W Flynn,10th,4 3/4 l,7,9-8t,62,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Inchiquin Star (IRE),G F Carroll,0,P Kiely,9th,6 l,5,9-13,67,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Ricky Bobby (IRE),R P Whelan,0,T Doyle,8th,6 l,9,9-6,60,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Folly Beach,C T Keane,0,M A Molloy,7th,1 1/2 l,6,9-9h,63,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,6th,3 3/4 l,6,9-6,60,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Paradise Lost (IRE),W J Lee,0,C O'Brien,5th,1/2 l,5,9-8,62,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Make Good (IRE),H J Horgan,5,S Crawley,4th,3/4 l,9,9-12tp,66,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Pigeon House (IRE),S Foley,0,Mrs J Harrington,3rd,3 1/2 l,4,9-13p,67,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Valleyoftheeagles (IRE),M W Hassett,7,M Hassett,2nd,1 l,6,9-12tb,66,True,112,31
Gowran Park Racing Results | 9th May 2024 16:50,N/A,16:50,Soft (Heavy In Places),1m 6f,Barrier (FR),K G Kennedy,7,G Elliott,1st,N/A,4,10-1p,69,True,112,31
Tipperary Racing Results | 9th May 2024 16:35,N/A,16:35,Yielding (Good Tio Yielding In Places),2m 115y,Tiger Bay Queen (IRE),M P Walsh,0,Peter Fahey,NR,N/A,6,11-7h1,-,True,112,32
Tipperary Racing Results | 9th May 2024 16:35,N/A,16:35,Yielding (Good Tio Yielding In Places),2m 115y,Queen Of Seduction (IRE),Miss A Hourigan,7,G T Hourigan,NR,N/A,5,11-7,-,True,112,32
Tipperary Racing Results | 9th May 2024 16:35,N/A,16:35,Yielding (Good Tio Yielding In Places),2m 115y,Book Early (IRE),B Hayes,0,P Fenton,NR,N/A,5,10-13,-,True,112,32
Tipperary Racing Results | 9th May 2024 16:35,N/A,16:35,Yielding (Good Tio Yielding In Places),2m 115y,Silaire (IRE),P K Donovan,5,G M Doyle,PU,N/A,7,10-13h1,-,True,112,32
Tipperary Racing Results | 9th May 2024 16:35,N/A,16:35,Yielding (Good Tio Yielding In Places),2m 115y,Sefarina (IRE),J J Slevin,0,P J Duffy,PU,N/A,5,10-13,-,True,112,32
Tipperary Racing Results | 9th May 2024 16:35,N/A,16:35,Yielding (Good Tio Yielding In Places),2m 115y,Aurora Gray Lady (IRE),D J Gilligan,3,P J Gilligan,13th,1 1/4 l,5,10-13,-,True,112,32
