track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:40,Heavy,2m 6f 150y,Simply Shabra (IRE),Denis O'Regan,0,Anthony McCann,PU,N/A,8,11-12p,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Speed Gang (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,6,11-12,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Cahirdown Boy (IRE),C. P. McNamara,0,Eric McNamara,F,N/A,8,11-12t,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Low Mileage (IRE),L. P. Dempsey,0,J. P. Dempsey,F,N/A,5,11-6,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Coolcullen (IRE),K. E. Buckley,0,Brendan Duke,4th,1 1/4 l,5,11-6,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Old Soul (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,3rd,7 l,6,11-12,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,From The Ashes (IRE),P. Byrnes,5,Charles Byrnes,2nd,4 1/4 l,6,11-12,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Salmanino (FR),Donagh Meyler,0,Miss Elizabeth Doyle,1st,N/A,7,11-12,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Round The Buoy,Robert Dunne,0,David Peter Dunne,PU,N/A,8,11-12tp1,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Simply Shabra (IRE),Denis O'Regan,0,Anthony McCann,PU,N/A,8,11-12p,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Speed Gang (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,6,11-12,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Cahirdown Boy (IRE),C. P. McNamara,0,Eric McNamara,F,N/A,8,11-12t,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Low Mileage (IRE),L. P. Dempsey,0,J. P. Dempsey,F,N/A,5,11-6,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Coolcullen (IRE),K. E. Buckley,0,Brendan Duke,4th,1 1/4 l,5,11-6,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Old Soul (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,3rd,7 l,6,11-12,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,From The Ashes (IRE),P. Byrnes,5,Charles Byrnes,2nd,4 1/4 l,6,11-12,-,True,38,30
N/A,N/A,14:40,Heavy,2m 6f 150y,Salmanino (FR),Donagh Meyler,0,Miss Elizabeth Doyle,1st,N/A,7,11-12,-,True,38,30
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Blast Of Koeman (IRE),Miss A. B. O'Connor,3,Peter Maher,PU,N/A,12,10-7tp,105,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Eurobot,Mr T. Hamilton,0,Noel Meade,PU,N/A,9,12-2tp,128,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Krabat (IRE),Mr D. O'Connor,0,Michael J. McDonagh,F,N/A,8,11-9tb,121,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,John Adams (IRE),Mr R. A. Berry,7,Peter Maher,7th,91 l,9,11-9,121,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Shantou Lucky (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,6th,3 1/4 l,6,11-3,115,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,History Of Fashion (IRE),Mr S. Cavanagh,7,P. A. Fahy,5th,3 1/4 l,9,11-11,123,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Balkito (FR),Mr J. W. Hendrick,7,Barry Connell,4th,3 1/2 l,8,11-13p,125,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Notice to Close,Mr M. J. O'Connor,0,Seamus Neville,3rd,4 1/2 l,9,11-12t,124,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Fakiera (FR),Mr J. J. Codd,0,Gordon Elliott,2nd,10 l,8,12-5b,131,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Royal Thief (IRE),Mr P. W. Mullins,0,Henry de Bromhead,1st,N/A,9,11-11p,123,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Blast Of Koeman (IRE),Miss A. B. O'Connor,3,Peter Maher,PU,N/A,12,10-7tp,105,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Eurobot,Mr T. Hamilton,0,Noel Meade,PU,N/A,9,12-2tp,128,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Krabat (IRE),Mr D. O'Connor,0,Michael J. McDonagh,F,N/A,8,11-9tb,121,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,John Adams (IRE),Mr R. A. Berry,7,Peter Maher,7th,91 l,9,11-9,121,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Shantou Lucky (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,6th,3 1/4 l,6,11-3,115,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,History Of Fashion (IRE),Mr S. Cavanagh,7,P. A. Fahy,5th,3 1/4 l,9,11-11,123,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Balkito (FR),Mr J. W. Hendrick,7,Barry Connell,4th,3 1/2 l,8,11-13p,125,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Notice to Close,Mr M. J. O'Connor,0,Seamus Neville,3rd,4 1/2 l,9,11-12t,124,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Fakiera (FR),Mr J. J. Codd,0,Gordon Elliott,2nd,10 l,8,12-5b,131,True,38,31
N/A,N/A,15:10,Heavy ap Chase (Turf),2m 6f 150y,Royal Thief (IRE),Mr P. W. Mullins,0,Henry de Bromhead,1st,N/A,9,11-11p,123,True,38,31
N/A,N/A,15:40,Heavy,2m 3f 160y,Courting Vickie (IRE),Sarah Kavanagh,4,James M. Barcoe,UR,N/A,9,10-9t,83,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Agirlcalledchloe (IRE),Patrick O'Hanlon,2,P. J. Rothwell,PU,N/A,6,10-4p,78,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Aodhan May (IRE),P. Byrnes,2,Charles Byrnes,PU,N/A,7,10-9,83,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Likable Chancer (IRE),M. P. O'Connor,2,Daniel John Howard,PU,N/A,9,10-8tv,82,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Huit Reflets (FR),Kieran Callaghan,4,Miss Elizabeth Doyle,F,N/A,6,11-3,91,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Eagle Terrace,B. W. Harvey,0,John Joseph Hanlon,8th,Head,5,11-8p,100,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Killisk Ben Rose (IRE),Gearoid Patrick Brouder,2,R. P. Rath,7th,27 l,10,10-0b1,74,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Bite That (IRE),C. G. O'Dwyer,4,Patrick J. Flynn,6th,1 l,7,11-11,99,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Earths Furies (IRE),M. J. M. O'Sullivan,2,Eugene M. O'Sullivan,5th,1 3/4 l,7,11-12p,100,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,4th,22 l,8,10-7tp,81,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Kalli's Quest (IRE),A. M. McCurtin,0,Terence O'Brien,3rd,4 1/2 l,10,12-0,102,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Made In The Woods (IRE),R. P. Geoghegan,4,Norman Lee,2nd,Neck,6,10-6h,80,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Soloman Lane,C. M. Quirke,4,Martin Hassett,1st,N/A,8,12-0,102,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Courting Vickie (IRE),Sarah Kavanagh,4,James M. Barcoe,UR,N/A,9,10-9t,83,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Agirlcalledchloe (IRE),Patrick O'Hanlon,2,P. J. Rothwell,PU,N/A,6,10-4p,78,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Aodhan May (IRE),P. Byrnes,2,Charles Byrnes,PU,N/A,7,10-9,83,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Likable Chancer (IRE),M. P. O'Connor,2,Daniel John Howard,PU,N/A,9,10-8tv,82,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Huit Reflets (FR),Kieran Callaghan,4,Miss Elizabeth Doyle,F,N/A,6,11-3,91,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Eagle Terrace,B. W. Harvey,0,John Joseph Hanlon,8th,Head,5,11-8p,100,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Killisk Ben Rose (IRE),Gearoid Patrick Brouder,2,R. P. Rath,7th,27 l,10,10-0b1,74,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Bite That (IRE),C. G. O'Dwyer,4,Patrick J. Flynn,6th,1 l,7,11-11,99,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Earths Furies (IRE),M. J. M. O'Sullivan,2,Eugene M. O'Sullivan,5th,1 3/4 l,7,11-12p,100,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,4th,22 l,8,10-7tp,81,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Kalli's Quest (IRE),A. M. McCurtin,0,Terence O'Brien,3rd,4 1/2 l,10,12-0,102,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Made In The Woods (IRE),R. P. Geoghegan,4,Norman Lee,2nd,Neck,6,10-6h,80,True,38,32
N/A,N/A,15:40,Heavy,2m 3f 160y,Soloman Lane,C. M. Quirke,4,Martin Hassett,1st,N/A,8,12-0,102,True,38,32
N/A,N/A,12:50,Soft (Heavy In Places),2m,Steps In The Sand (IRE),Shane Fenelon,7,John Joseph Hanlon,UR,N/A,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Self Inflicted Sid,Peter Carberry,0,A. J. Martin,UR,N/A,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,San Pablo (IRE),R. A. Doyle,0,Luke Comer,PU,N/A,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Uberrima Fides,J. J. Slevin,0,Stuart Crawford,18th,8 l,4,11-7t,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Got Grey (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,17th,19 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Mont Athena,A. P. Kelly,7,Anthony McCann,16th,23 l,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Melnik (IRE),C. P. McNamara,0,Colin A. McBratney,15th,1 3/4 l,4,11-7ht,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Saraqael (IRE),M. J. M. O'Sullivan,5,Peter Fahey,14th,4 3/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Alphonse Le Grande (IRE),B. J. Cooper,0,A. J. Martin,13th,6 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Brave Troop (IRE),B. Hayes,0,Barry Fitzgerald,12th,5 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Portville (IRE),E. A. Fitzgerald,7,Peter Fahey,11th,1 l,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Eighty Eight (IRE),S. O'Callaghan,7,Ross O'Sullivan,10th,4 1/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Danza Della Luna,Philip Donovan,5,Denis Hogan,9th,Neck,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Secret Rock (IRE),Phillip Enright,0,A. J. Martin,8th,2 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Showman,Keith Donoghue,0,Peter Fahey,7th,6 l,4,11-7h1,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Jacovec Cavern,N. T. Prendergast,7,Paul Hennessy,6th,1 3/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Mighty Mo Missouri (IRE),C. Smithers,7,Mrs J. Harrington,5th,1/2 l,4,11-7t,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Luminous Light,Denis O'Regan,0,Anthony McCann,4th,1 3/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Calico (FR),Sam Ewing,0,Gordon Elliott,3rd,2 1/4 l,4,11-0t,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Almuhit (IRE),D. King,5,Denis Hogan,2nd,5 l,4,11-7p,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Metamorpheus (IRE),C. M. Quirke,7,Timothy Doyle,1st,N/A,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Steps In The Sand (IRE),Shane Fenelon,7,John Joseph Hanlon,UR,N/A,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Self Inflicted Sid,Peter Carberry,0,A. J. Martin,UR,N/A,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,San Pablo (IRE),R. A. Doyle,0,Luke Comer,PU,N/A,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Uberrima Fides,J. J. Slevin,0,Stuart Crawford,18th,8 l,4,11-7t,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Got Grey (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,17th,19 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Mont Athena,A. P. Kelly,7,Anthony McCann,16th,23 l,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Melnik (IRE),C. P. McNamara,0,Colin A. McBratney,15th,1 3/4 l,4,11-7ht,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Saraqael (IRE),M. J. M. O'Sullivan,5,Peter Fahey,14th,4 3/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Alphonse Le Grande (IRE),B. J. Cooper,0,A. J. Martin,13th,6 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Brave Troop (IRE),B. Hayes,0,Barry Fitzgerald,12th,5 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Portville (IRE),E. A. Fitzgerald,7,Peter Fahey,11th,1 l,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Eighty Eight (IRE),S. O'Callaghan,7,Ross O'Sullivan,10th,4 1/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Danza Della Luna,Philip Donovan,5,Denis Hogan,9th,Neck,4,11-0,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Secret Rock (IRE),Phillip Enright,0,A. J. Martin,8th,2 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Showman,Keith Donoghue,0,Peter Fahey,7th,6 l,4,11-7h1,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Jacovec Cavern,N. T. Prendergast,7,Paul Hennessy,6th,1 3/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Mighty Mo Missouri (IRE),C. Smithers,7,Mrs J. Harrington,5th,1/2 l,4,11-7t,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Luminous Light,Denis O'Regan,0,Anthony McCann,4th,1 3/4 l,4,11-7,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Calico (FR),Sam Ewing,0,Gordon Elliott,3rd,2 1/4 l,4,11-0t,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Almuhit (IRE),D. King,5,Denis Hogan,2nd,5 l,4,11-7p,-,True,38,33
N/A,N/A,12:50,Soft (Heavy In Places),2m,Metamorpheus (IRE),C. M. Quirke,7,Timothy Doyle,1st,N/A,4,11-7,-,True,38,33
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Gallaside (FR),Mr D. McGill,4,Colin A. McBratney,16th,14 l,6,10-13t,90,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Capture the Action (IRE),Mr D. Allen,0,James Joseph Mangan,15th,8 l,10,11-13b,104,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Nemean (USA),Mr J. P. Berry,2,A. J. Martin,14th,1 1/4 l,4,10-7,97,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Ballinlough Gale (IRE),Mr J. L. Gleeson,0,Gordon Elliott,13th,Nose,6,11-10t,101,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Ricky Langford (IRE),Miss P. Elvin,2,P. J. Rothwell,12th,1 3/4 l,9,11-4,95,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Bal Kauto (FR),Ms S. C. McNamara,4,Turlough O'Connor,11th,Head,6,10-7t,84,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Young Fitzy (IRE),Mr T. P. Harney,0,Norman Lee,10th,Head,8,11-9h,100,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Beeverstown Bullet (IRE),Mr D. Kiely,0,Mark Cahill,9th,4 1/2 l,9,11-1b,92,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Anstand (GER),Ms K Hynes,4,Paul Nolan,8th,3/4 l,6,10-11,88,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Falvio (POL),Mr A. P. Ryan,2,A. J. Martin,7th,Neck,5,11-1t,92,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Call Me Rocky (IRE),Mr Pat Taaffe,0,Denis Hogan,6th,3 3/4 l,6,11-13,104,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Queen Jane (IRE),Mr R. A. Berry,2,Henry de Bromhead,5th,Short Head,7,12-0t,105,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Brandy Harbour,Mr E. Mahon,0,Mrs Grainne M. O'Connor,4th,2 3/4 l,9,11-13h,104,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Little Mixup (IRE),Mr T. S. Costello,4,Denis Hogan,3rd,1 1/4 l,6,12-4,109,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Galactic Grey (IRE),Mr J. W. Hendrick,0,C. P. Donoghue,2nd,4 l,6,11-9t,100,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,The King Of Prs (IRE),Mr J. Dunne,0,Gavin Patrick Cromwell,1st,N/A,5,11-7,98,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Gallaside (FR),Mr D. McGill,4,Colin A. McBratney,16th,14 l,6,10-13t,90,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Capture the Action (IRE),Mr D. Allen,0,James Joseph Mangan,15th,8 l,10,11-13b,104,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Nemean (USA),Mr J. P. Berry,2,A. J. Martin,14th,1 1/4 l,4,10-7,97,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Ballinlough Gale (IRE),Mr J. L. Gleeson,0,Gordon Elliott,13th,Nose,6,11-10t,101,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Ricky Langford (IRE),Miss P. Elvin,2,P. J. Rothwell,12th,1 3/4 l,9,11-4,95,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Bal Kauto (FR),Ms S. C. McNamara,4,Turlough O'Connor,11th,Head,6,10-7t,84,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Young Fitzy (IRE),Mr T. P. Harney,0,Norman Lee,10th,Head,8,11-9h,100,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Beeverstown Bullet (IRE),Mr D. Kiely,0,Mark Cahill,9th,4 1/2 l,9,11-1b,92,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Anstand (GER),Ms K Hynes,4,Paul Nolan,8th,3/4 l,6,10-11,88,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Falvio (POL),Mr A. P. Ryan,2,A. J. Martin,7th,Neck,5,11-1t,92,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Call Me Rocky (IRE),Mr Pat Taaffe,0,Denis Hogan,6th,3 3/4 l,6,11-13,104,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Queen Jane (IRE),Mr R. A. Berry,2,Henry de Bromhead,5th,Short Head,7,12-0t,105,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Brandy Harbour,Mr E. Mahon,0,Mrs Grainne M. O'Connor,4th,2 3/4 l,9,11-13h,104,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Little Mixup (IRE),Mr T. S. Costello,4,Denis Hogan,3rd,1 1/4 l,6,12-4,109,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,Galactic Grey (IRE),Mr J. W. Hendrick,0,C. P. Donoghue,2nd,4 l,6,11-9t,100,True,38,34
N/A,N/A,13:20,Soft To Heavy ap Hurdle (Turf),2m,The King Of Prs (IRE),Mr J. Dunne,0,Gavin Patrick Cromwell,1st,N/A,5,11-7,98,True,38,34
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Orlock Point (IRE),J. J. Slevin,0,Stuart Crawford,PU,N/A,5,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Fahafeelagh (IRE),K. C. Sexton,0,Declan Queally,PU,N/A,5,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Parvos (IRE),Denis O'Regan,0,Michael C. Griffin,F,N/A,6,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Bonjour Lady (IRE),Richard Deegan,0,Louise G. Lyons,6th,28 l,5,11-7h1,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Castle Hide Tide (IRE),Phillip Enright,0,Peter Maher,5th,2 1/4 l,7,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Darkest Dawn (IRE),B. P. Kennedy,7,J. F. O'Shea,4th,45 l,5,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Knockraha Park (IRE),Mr J. Dunne,7,Ian Patrick Donoghue,3rd,71 l,6,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Fiery Brown (IRE),D. J. O'Keeffe,0,Sean O. O'Brien,2nd,30 l,7,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Eabha Grace (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Orlock Point (IRE),J. J. Slevin,0,Stuart Crawford,PU,N/A,5,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Fahafeelagh (IRE),K. C. Sexton,0,Declan Queally,PU,N/A,5,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Parvos (IRE),Denis O'Regan,0,Michael C. Griffin,F,N/A,6,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Bonjour Lady (IRE),Richard Deegan,0,Louise G. Lyons,6th,28 l,5,11-7h1,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Castle Hide Tide (IRE),Phillip Enright,0,Peter Maher,5th,2 1/4 l,7,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Darkest Dawn (IRE),B. P. Kennedy,7,J. F. O'Shea,4th,45 l,5,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Knockraha Park (IRE),Mr J. Dunne,7,Ian Patrick Donoghue,3rd,71 l,6,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Fiery Brown (IRE),D. J. O'Keeffe,0,Sean O. O'Brien,2nd,30 l,7,11-7,-,True,38,35
N/A,N/A,13:50,Soft To Heavy,2m 4f 130y,Eabha Grace (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-7,-,True,38,35
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Ahead Of The Posse (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,15th,36 l,6,11-12,107,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Come on Sally (IRE),Jordan Colin Gainford,0,Paul Pierce,14th,9 1/2 l,9,10-0,81,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Rockbrook (IRE),J. P. O'Sullivan,5,P. J. Rothwell,13th,3 3/4 l,6,10-13,94,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Chainofconsequence (IRE),Gavin Peter Brouder,0,Aengus King,12th,15 l,6,11-3,98,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Coolavin Boy (IRE),C. M. Quirke,7,Louise G. Lyons,11th,17 l,6,11-4p,99,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Moonlight Getaway (IRE),Phillip Enright,0,D. Hassett,10th,2 1/4 l,7,10-8,89,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Killinure Lass (IRE),J. J. Slevin,0,Brian M. McMahon,9th,4 l,6,10-9,90,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Bella Union (IRE),B. Hayes,0,John McConnell,8th,1 1/2 l,7,10-10,91,True,38,36
