track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Tea It Is (IRE),I. J. Power,0,Vincent Carroll,13th,31 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Dun Ar Aill (IRE),D. J. O'Keeffe,0,Paul O'Flynn,12th,3/4 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Harly De Rots (FR),C. A. Landers,0,Michael J. McDonagh,11th,Head,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Brownstone (IRE),Miss A. L. Fitzgibbon,7,Michael Winters,10th,18 l,7,11-12t,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Mister Twist (IRE),Niall Moore,7,Philip Fenton,9th,23 l,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Mosaaheb,J. S. McGarvey,0,John Joseph Hanlon,8th,2 1/2 l,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Iurkash (FR),Jack G. Gilligan,7,Sean Thomas Doyle,7th,1 1/4 l,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Another Million (IRE),Sam Ewing,0,Denis Leahy,6th,1 1/4 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Feu Du Bresil (FR),P. Townend,0,W. P. Mullins,5th,10 l,8,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,I Am Rocco,B. Hayes,0,W. P. Mullins,4th,10 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Danada (IRE),Sarah Kavanagh,7,Colm A. Murphy,3rd,1 3/4 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Yeah Man (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,6 1/2 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Cillians Charm (IRE),J. J. Slevin,0,Anthony McCann,1st,N/A,6,11-12h,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,The Priests Leap (IRE),Keith Donoghue,0,William Durkan,6th,41 l,9,11-12,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Topothelane (IRE),Phillip Enright,0,J. P. O'Keeffe,5th,37 l,6,11-3,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Braganza (USA),S. F. O'Keeffe,0,W. P. Mullins,4th,20 l,8,11-5,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Maidenstreetprince (IRE),P. Byrnes,5,Charles Byrnes,3rd,8 1/2 l,6,11-9,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Blue Sari (FR),L. P. Dempsey,0,W. P. Mullins,2nd,15 l,8,11-12t,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Gaelic Warrior (GER),P. Townend,0,W. P. Mullins,1st,N/A,5,11-9,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,The Priests Leap (IRE),Keith Donoghue,0,William Durkan,6th,41 l,9,11-12,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Topothelane (IRE),Phillip Enright,0,J. P. O'Keeffe,5th,37 l,6,11-3,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Braganza (USA),S. F. O'Keeffe,0,W. P. Mullins,4th,20 l,8,11-5,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Maidenstreetprince (IRE),P. Byrnes,5,Charles Byrnes,3rd,8 1/2 l,6,11-9,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Blue Sari (FR),L. P. Dempsey,0,W. P. Mullins,2nd,15 l,8,11-12t,-,True,38,42
Clonmel Racing Results | 17th January 2023 13:50,N/A,13:50,Heavy,2m 164y,Gaelic Warrior (GER),P. Townend,0,W. P. Mullins,1st,N/A,5,11-9,-,True,38,42
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,War Thunder,Sam Ewing,0,D. J. Ryan,PU,N/A,5,11-2p,83,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Shantou Sisu (IRE),D. E. Mullins,0,W. J. Lanigan,PU,N/A,11,11-9,90,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Mullins Cross (IRE),S. F. O'Keeffe,0,Paul Nolan,PU,N/A,7,11-4,85,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Rathnaleen Glory (IRE),Philip Donovan,5,Philip Michael Byrne,F,N/A,7,10-13p1,80,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Pana To Milan (IRE),L. A. McKenna,7,Michael Winters,BD,N/A,5,11-3t1,84,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Gwan Tadhg (IRE),D. J. O'Keeffe,0,E. J. O'Grady,9th,11 l,6,11-7,88,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Our Dylan (IRE),Richard Deegan,0,P. A. Fahy,8th,1/2 l,7,11-8b1,89,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Thegoaheadman (IRE),C. Smithers,7,Martin Gerard McGuane,7th,20 l,9,12-0b,95,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Latest Model (IRE),Shane Fenelon,7,John Joseph Hanlon,6th,12 l,6,11-8,89,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Shean Glory (IRE),M. P. O'Connor,5,Sean Aherne,5th,10 l,7,11-2t,83,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Tingarran Express (IRE),Niall Moore,7,Philip Fenton,4th,3 l,6,11-8,89,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Duffys Hodey (IRE),J. P. O'Sullivan,5,P. J. Rothwell,3rd,1/2 l,6,11-1,82,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Crowsatedappletart (IRE),E. Walsh,5,Michael Winters,2nd,30 l,6,11-11t1,92,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Premier Queen (IRE),K. E. Buckley,5,Mrs Prunella Dobbs,1st,N/A,7,11-13,94,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,War Thunder,Sam Ewing,0,D. J. Ryan,PU,N/A,5,11-2p,83,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Shantou Sisu (IRE),D. E. Mullins,0,W. J. Lanigan,PU,N/A,11,11-9,90,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Mullins Cross (IRE),S. F. O'Keeffe,0,Paul Nolan,PU,N/A,7,11-4,85,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Rathnaleen Glory (IRE),Philip Donovan,5,Philip Michael Byrne,F,N/A,7,10-13p1,80,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Pana To Milan (IRE),L. A. McKenna,7,Michael Winters,BD,N/A,5,11-3t1,84,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Gwan Tadhg (IRE),D. J. O'Keeffe,0,E. J. O'Grady,9th,11 l,6,11-7,88,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Our Dylan (IRE),Richard Deegan,0,P. A. Fahy,8th,1/2 l,7,11-8b1,89,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Thegoaheadman (IRE),C. Smithers,7,Martin Gerard McGuane,7th,20 l,9,12-0b,95,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Latest Model (IRE),Shane Fenelon,7,John Joseph Hanlon,6th,12 l,6,11-8,89,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Shean Glory (IRE),M. P. O'Connor,5,Sean Aherne,5th,10 l,7,11-2t,83,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Tingarran Express (IRE),Niall Moore,7,Philip Fenton,4th,3 l,6,11-8,89,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Duffys Hodey (IRE),J. P. O'Sullivan,5,P. J. Rothwell,3rd,1/2 l,6,11-1,82,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Crowsatedappletart (IRE),E. Walsh,5,Michael Winters,2nd,30 l,6,11-11t1,92,True,38,43
Clonmel Racing Results | 17th January 2023 14:20,N/A,14:20,Heavy,2m 164y,Premier Queen (IRE),K. E. Buckley,5,Mrs Prunella Dobbs,1st,N/A,7,11-13,94,True,38,43
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Dylan Lombardy (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,PU,N/A,7,11-5t,93,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Galmar (IRE),Phillip Enright,0,Brendan Maurice Walsh,PU,N/A,7,11-2,90,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Silverstrand (IRE),S. D. Torrens,0,John McConnell,PU,N/A,7,10-12t,86,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Little Token (IRE),M. P. O'Connor,5,J. P. O'Keeffe,PU,N/A,8,11-5t,93,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Kadys Dirha (IRE),D. J. O'Keeffe,0,Thomas P. O'Connor,PU,N/A,6,11-5b,93,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Gendarme (IRE),P. Byrnes,5,Charles Byrnes,10th,87 l,8,11-8,96,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Lake Chad (IRE),Niall Moore,7,Philip Fenton,9th,2 1/4 l,8,11-9,97,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Early Arrival (IRE),C. A. Landers,0,James M. Barcoe,8th,10 l,8,11-1,89,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Female Approach (IRE),D. King,5,Denis Hogan,7th,8 l,5,11-13,101,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Cahirmee (IRE),M. J. M. O'Sullivan,5,Brian O'Keeffe,6th,10 l,9,10-6,80,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Tangental (IRE),Sarah Kavanagh,7,Colm A. Murphy,5th,1/2 l,7,10-8,82,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Plain Or Battered (IRE),J. P. O'Sullivan,5,N. Dooly,4th,22 l,6,11-3p1,91,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Carrigeen Konini (IRE),C. M. Quirke,7,Miss Elizabeth Anne Lalor,3rd,11 l,7,11-1,89,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,West Breeze (IRE),L. A. McKenna,7,Michael Winters,2nd,3/4 l,7,11-9t,97,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Rolly Bowley Boy (IRE),E. Walsh,5,Ciaran Murphy,1st,N/A,6,11-9p,97,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Dylan Lombardy (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,PU,N/A,7,11-5t,93,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Galmar (IRE),Phillip Enright,0,Brendan Maurice Walsh,PU,N/A,7,11-2,90,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Silverstrand (IRE),S. D. Torrens,0,John McConnell,PU,N/A,7,10-12t,86,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Little Token (IRE),M. P. O'Connor,5,J. P. O'Keeffe,PU,N/A,8,11-5t,93,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Kadys Dirha (IRE),D. J. O'Keeffe,0,Thomas P. O'Connor,PU,N/A,6,11-5b,93,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Gendarme (IRE),P. Byrnes,5,Charles Byrnes,10th,87 l,8,11-8,96,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Lake Chad (IRE),Niall Moore,7,Philip Fenton,9th,2 1/4 l,8,11-9,97,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Early Arrival (IRE),C. A. Landers,0,James M. Barcoe,8th,10 l,8,11-1,89,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Female Approach (IRE),D. King,5,Denis Hogan,7th,8 l,5,11-13,101,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Cahirmee (IRE),M. J. M. O'Sullivan,5,Brian O'Keeffe,6th,10 l,9,10-6,80,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Tangental (IRE),Sarah Kavanagh,7,Colm A. Murphy,5th,1/2 l,7,10-8,82,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Plain Or Battered (IRE),J. P. O'Sullivan,5,N. Dooly,4th,22 l,6,11-3p1,91,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Carrigeen Konini (IRE),C. M. Quirke,7,Miss Elizabeth Anne Lalor,3rd,11 l,7,11-1,89,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,West Breeze (IRE),L. A. McKenna,7,Michael Winters,2nd,3/4 l,7,11-9t,97,True,38,44
Clonmel Racing Results | 17th January 2023 14:50,N/A,14:50,Heavy,2m 3f 182y,Rolly Bowley Boy (IRE),E. Walsh,5,Ciaran Murphy,1st,N/A,6,11-9p,97,True,38,44
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Kaytana (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,PU,N/A,6,10-6b,86,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Berliet Express (IRE),Patrick O'Hanlon,5,P. J. Rothwell,9th,5 1/2 l,7,10-10t,90,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Pennywell Girl (IRE),C. M. Quirke,7,Louise G. Lyons,8th,13 l,9,10-12,92,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Priory Park (IRE),S. D. Torrens,0,E. J. O'Grady,7th,3/4 l,7,12-0,108,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Ventnor (IRE),C. A. Landers,0,James M. Barcoe,6th,Neck,7,10-0,80,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Extreme Cacao (FR),B. Hayes,0,Robert Tyner,5th,4 1/2 l,9,10-7h1,87,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Joeswayornoway (IRE),K. E. Buckley,5,E. Sheehy,4th,2 1/4 l,7,11-8,102,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Jakes Dream (IRE),L. A. McKenna,7,Michael Winters,3rd,3 1/2 l,8,11-5,99,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Bonnie Kellie (IRE),Phillip Enright,0,S. Curling,2nd,3 1/4 l,6,11-10,104,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Union Park (FR),D. J. O'Keeffe,0,P. J. Rothwell,1st,N/A,7,11-3t,97,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Kaytana (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,PU,N/A,6,10-6b,86,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Berliet Express (IRE),Patrick O'Hanlon,5,P. J. Rothwell,9th,5 1/2 l,7,10-10t,90,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Pennywell Girl (IRE),C. M. Quirke,7,Louise G. Lyons,8th,13 l,9,10-12,92,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Priory Park (IRE),S. D. Torrens,0,E. J. O'Grady,7th,3/4 l,7,12-0,108,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Ventnor (IRE),C. A. Landers,0,James M. Barcoe,6th,Neck,7,10-0,80,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Extreme Cacao (FR),B. Hayes,0,Robert Tyner,5th,4 1/2 l,9,10-7h1,87,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Joeswayornoway (IRE),K. E. Buckley,5,E. Sheehy,4th,2 1/4 l,7,11-8,102,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Jakes Dream (IRE),L. A. McKenna,7,Michael Winters,3rd,3 1/2 l,8,11-5,99,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Bonnie Kellie (IRE),Phillip Enright,0,S. Curling,2nd,3 1/4 l,6,11-10,104,True,38,45
Clonmel Racing Results | 17th January 2023 15:25,N/A,15:25,Heavy,2m 106y,Union Park (FR),D. J. O'Keeffe,0,P. J. Rothwell,1st,N/A,7,11-3t,97,True,38,45
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Cappajune Lady (IRE),Mr T. D. Geoghegan,7,Miss Heather Ita Kiernan,UR,N/A,9,11-7,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Clounts Glory (IRE),Mr Finian Maguire,0,Michael Winters,PU,N/A,8,11-7,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,War Call (FR),Mr D. O'Connor,0,S. Curling,PU,N/A,7,12-0h1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Royal Juniper (IRE),Miss M. O'Sullivan,5,A. J. Martin,PU,N/A,7,12-0,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Sizing Diamond (IRE),Mr J. C. Barry,3,J. T. R. Dreaper,8th,17 l,8,12-0,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Lavinia Fontana (IRE),Mr S. Cavanagh,7,Ciaran Murphy,7th,45 l,6,11-7t1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Is a Real Champ (IRE),Mr J. L. Scallan,7,Sean Thomas Doyle,6th,15 l,9,12-0p1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Johngus (IRE),Mr J. Hurley,7,Sean Aherne,5th,1 l,9,12-0t,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Wearelongterm (IRE),Mr J. J. Codd,0,Gordon Elliott,4th,1 3/4 l,6,12-0p1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Baldur's Gate (IRE),Mr R. W. Barron,7,Miss D. M. O'Shea,3rd,4 1/2 l,8,12-0,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Global Assembly,Mr B. O'Neill,0,David Christie,2nd,Head,6,12-0t1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Grange Island (IRE),Mr M. J. O'Connor,0,W. J. Burke,1st,N/A,7,12-0,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Cappajune Lady (IRE),Mr T. D. Geoghegan,7,Miss Heather Ita Kiernan,UR,N/A,9,11-7,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Clounts Glory (IRE),Mr Finian Maguire,0,Michael Winters,PU,N/A,8,11-7,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,War Call (FR),Mr D. O'Connor,0,S. Curling,PU,N/A,7,12-0h1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Royal Juniper (IRE),Miss M. O'Sullivan,5,A. J. Martin,PU,N/A,7,12-0,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Sizing Diamond (IRE),Mr J. C. Barry,3,J. T. R. Dreaper,8th,17 l,8,12-0,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Lavinia Fontana (IRE),Mr S. Cavanagh,7,Ciaran Murphy,7th,45 l,6,11-7t1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Is a Real Champ (IRE),Mr J. L. Scallan,7,Sean Thomas Doyle,6th,15 l,9,12-0p1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Johngus (IRE),Mr J. Hurley,7,Sean Aherne,5th,1 l,9,12-0t,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Wearelongterm (IRE),Mr J. J. Codd,0,Gordon Elliott,4th,1 3/4 l,6,12-0p1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Baldur's Gate (IRE),Mr R. W. Barron,7,Miss D. M. O'Shea,3rd,4 1/2 l,8,12-0,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Global Assembly,Mr B. O'Neill,0,David Christie,2nd,Head,6,12-0t1,-,True,38,46
Clonmel Racing Results | 17th January 2023 16:00,N/A,16:00,Heavy,2m 4f,Grange Island (IRE),Mr M. J. O'Connor,0,W. J. Burke,1st,N/A,7,12-0,-,True,38,46
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Magnetic Pulse (IRE),R. P. Cleary,0,P. A. Fahy,13th,16 l,6,9-12t,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Fourgenerations (IRE),Seamie Heffernan,0,Adrian Murray,12th,1 l,7,9-7t,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Secrets De Famille (FR),Gavin Peter Brouder,5,Peter McCreery,11th,1 l,6,9-7,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Kalsman (IRE),S. P. Bird,10,Liam Lennon,10th,1 1/2 l,5,9-12,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Gains Of War (IRE),N. M. Crosse,0,Luke Comer,9th,7 1/2 l,4,9-9,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Battlingforjustice (IRE),Julie Burke,0,John Michael Burke,8th,Neck,6,9-12,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Fairy Tree (IRE),William James Lee,0,Matthew J. Smith,7th,Head,6,9-7,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Dubai Clover (IRE),D. W. O'Connor,0,John McConnell,6th,5 1/2 l,4,9-4,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,General Idea,S. D. Bowen,7,Denis Hogan,5th,2 1/4 l,4,9-9,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Global Export (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,1/2 l,5,9-12,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Khadaash,Siobhan Rutledge,5,John McConnell,3rd,4 1/2 l,6,9-12,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Isotta (IRE),Adam Caffrey,7,Adrian McGuinness,2nd,1 1/4 l,4,9-4,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Mr Escobar (IRE),R. C. Colgan,0,Joseph Anthony Murray,1st,N/A,5,9-12,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Magnetic Pulse (IRE),R. P. Cleary,0,P. A. Fahy,13th,16 l,6,9-12t,-,True,38,47
Dundalk Racing Results | 18th January 2023 13:35,N/A,13:35,Standard,1m 4f,Fourgenerations (IRE),Seamie Heffernan,0,Adrian Murray,12th,1 l,7,9-7t,-,True,38,47
