track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,13:15,Heavy  (Turf),1m,Noble Andy (IRE),R P Whelan,0,M Fahey,10th,5 1/2 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Judicial Reward (IRE),C D Maxwell,0,G P Cromwell,9th,2 3/4 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Crest Of The Moon (IRE),C D Hayes,0,G P Cromwell,8th,2 1/4 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Butter Fingers (IRE),S P Bird,7,M Mulvany,7th,11 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Versatile (IRE),S Foley,0,Mrs J Harrington,6th,4 1/2 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Model Approach (IRE),R P Cleary,0,J S Bolger,5th,2 1/2 l,3,9-6p1,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Total Look (FR),G F Carroll,0,G P Cromwell,4th,1 1/4 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Autumn Winter (IRE),R L Moore,0,A P O'Brien,3rd,3 3/4 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Thequietman,D McMonagle,0,J P O'Brien,2nd,1 1/4 l,3,9-6,-,True,107,23
N/A,N/A,13:15,Heavy  (Turf),1m,Ecureuil Secret (FR),J A Heffernan,0,E J O'Grady,1st,N/A,3,9-6,-,True,107,23
N/A,N/A,13:45,Heavy,1m,Sheen Falls Time (IRE),R P Whelan,0,John O'Donoghue,NR,N/A,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Lismacbryan (IRE),R C Colgan,0,P Magee,12th,17 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Accompanist (IRE),J A Heffernan,0,J A Stack,11th,1 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Walkswiththestars (IRE),J M Sheridan,0,Kevin Coleman,10th,4 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Jujubella (IRE),D McMonagle,0,S Crawley,9th,1 3/4 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Bizarre Dreams (IRE),B M Coen,0,J P Murtagh,8th,7 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Harbour Gem (IRE),C D Hayes,0,D K Weld,7th,Neck,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,It'sonlyjustbegun (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Quadruple,C T Keane,0,G M Lyons,5th,Neck,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Shania (IRE),G M Ryan,0,Donnacha O'Brien,4th,Short Head,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Riviera Queen (IRE),K G Kennedy,7,Mrs J Harrington,3rd,2 3/4 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Nativity Square (IRE),R P Cleary,0,J S Bolger,2nd,1 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Wingspan (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Sheen Falls Time (IRE),R P Whelan,0,John O'Donoghue,NR,N/A,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Lismacbryan (IRE),R C Colgan,0,P Magee,12th,17 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Accompanist (IRE),J A Heffernan,0,J A Stack,11th,1 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Walkswiththestars (IRE),J M Sheridan,0,Kevin Coleman,10th,4 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Jujubella (IRE),D McMonagle,0,S Crawley,9th,1 3/4 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Bizarre Dreams (IRE),B M Coen,0,J P Murtagh,8th,7 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Harbour Gem (IRE),C D Hayes,0,D K Weld,7th,Neck,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,It'sonlyjustbegun (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Quadruple,C T Keane,0,G M Lyons,5th,Neck,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Shania (IRE),G M Ryan,0,Donnacha O'Brien,4th,Short Head,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Riviera Queen (IRE),K G Kennedy,7,Mrs J Harrington,3rd,2 3/4 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Nativity Square (IRE),R P Cleary,0,J S Bolger,2nd,1 1/2 l,3,9-3,-,True,107,24
N/A,N/A,13:45,Heavy,1m,Wingspan (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-3,-,True,107,24
N/A,N/A,14:20,Heavy,7f 30y,Bright Stripes (IRE),W J Lee,0,A Oliver,8th,1 3/4 l,3,9-5p,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Atlantic Coast (IRE),D McMonagle,0,J P O'Brien,7th,7 1/2 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Chicago Critic,B M Coen,0,J P Murtagh,6th,4 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,The Liffey (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Take Me To Church (IRE),R P Whelan,0,J Davison,4th,3 l,3,9-5p,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,My Mate Alfie (IRE),C T Keane,0,G M Lyons,3rd,5 l,3,9-5b1,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Samuel Colt (IRE),G M Ryan,0,A P O'Brien,2nd,1/2 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Battle Cry (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Bright Stripes (IRE),W J Lee,0,A Oliver,8th,1 3/4 l,3,9-5p,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Atlantic Coast (IRE),D McMonagle,0,J P O'Brien,7th,7 1/2 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Chicago Critic,B M Coen,0,J P Murtagh,6th,4 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,The Liffey (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Take Me To Church (IRE),R P Whelan,0,J Davison,4th,3 l,3,9-5p,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,My Mate Alfie (IRE),C T Keane,0,G M Lyons,3rd,5 l,3,9-5b1,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Samuel Colt (IRE),G M Ryan,0,A P O'Brien,2nd,1/2 l,3,9-5,-,True,107,25
N/A,N/A,14:20,Heavy,7f 30y,Battle Cry (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-5,-,True,107,25
N/A,N/A,14:55,Heavy,7f 30y,Lexington Belle (IRE),J M Sheridan,0,Alice Haynes,NR,N/A,3,9-2p,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Sweetest (IRE),D P McDonogh,0,A P O'Brien,11th,10 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Finsceal Luas (IRE),R P Cleary,0,J S Bolger,10th,1/2 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Money Dancer (IRE),J A Powell,0,N Meade,9th,Neck,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Mysteries (IRE),G M Ryan,0,Donnacha O'Brien,8th,1 1/2 l,3,9-2h,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Cherry Blossom (IRE),D McMonagle,0,A P O'Brien,7th,2 3/4 l,3,9-2h1,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Wendla,C T Keane,0,G M Lyons,6th,Head,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Alpheratz (IRE),G F Carroll,0,J G Murphy,5th,Short Head,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Greenfinch (USA),W M Lordan,0,A P O'Brien,4th,1/2 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Buttons (IRE),R L Moore,0,A P O'Brien,3rd,2 3/4 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Kitty Rose,J A Heffernan,0,N Lupini,2nd,Head,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,A Lilac Rolla (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Lexington Belle (IRE),J M Sheridan,0,Alice Haynes,NR,N/A,3,9-2p,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Sweetest (IRE),D P McDonogh,0,A P O'Brien,11th,10 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Finsceal Luas (IRE),R P Cleary,0,J S Bolger,10th,1/2 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Money Dancer (IRE),J A Powell,0,N Meade,9th,Neck,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Mysteries (IRE),G M Ryan,0,Donnacha O'Brien,8th,1 1/2 l,3,9-2h,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Cherry Blossom (IRE),D McMonagle,0,A P O'Brien,7th,2 3/4 l,3,9-2h1,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Wendla,C T Keane,0,G M Lyons,6th,Head,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Alpheratz (IRE),G F Carroll,0,J G Murphy,5th,Short Head,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Greenfinch (USA),W M Lordan,0,A P O'Brien,4th,1/2 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Buttons (IRE),R L Moore,0,A P O'Brien,3rd,2 3/4 l,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,Kitty Rose,J A Heffernan,0,N Lupini,2nd,Head,3,9-2,-,True,107,26
N/A,N/A,14:55,Heavy,7f 30y,A Lilac Rolla (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-2,-,True,107,26
N/A,N/A,15:30,Heavy,1m 2f,Ocean Of Dreams (IRE),W M Lordan,0,A P O'Brien,5th,23 l,3,9-5,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,Deepone,W J Lee,0,P Twomey,4th,5 1/2 l,3,9-10,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,Illinois (IRE),R L Moore,0,A P O'Brien,3rd,2 1/4 l,3,9-5,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,The Euphrates,D McMonagle,0,A P O'Brien,2nd,3 l,3,9-5,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,Dallas Star (FR),J A Heffernan,0,A Murray,1st,N/A,3,9-5,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,Ocean Of Dreams (IRE),W M Lordan,0,A P O'Brien,5th,23 l,3,9-5,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,Deepone,W J Lee,0,P Twomey,4th,5 1/2 l,3,9-10,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,Illinois (IRE),R L Moore,0,A P O'Brien,3rd,2 1/4 l,3,9-5,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,The Euphrates,D McMonagle,0,A P O'Brien,2nd,3 l,3,9-5,-,True,107,27
N/A,N/A,15:30,Heavy,1m 2f,Dallas Star (FR),J A Heffernan,0,A Murray,1st,N/A,3,9-5,-,True,107,27
N/A,N/A,16:05,Heavy,1m 2f,Butterfly Bush (IRE),W Joyce,5,P Magee,10th,25 l,3,8-7,70,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Signor Ferrari (IRE),W M Lordan,0,J Feane,9th,7 1/2 l,3,8-7,70,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Masoun (FR),B M Coen,0,J P Murtagh,8th,2 l,3,8-12,75,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Gibbs Island,W J Lee,0,A Oliver,7th,1 1/4 l,3,9-6,83,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Mo Ghille Mar (IRE),S Foley,0,Mrs J Harrington,6th,4 1/4 l,3,9-2,79,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Tamrat (IRE),C T Keane,0,G M Lyons,5th,6 l,3,9-12,89,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Surfers Paradise (IRE),D McMonagle,0,J P O'Brien,4th,1 1/2 l,3,9-3t1,80,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Enthralling (IRE),G M Ryan,0,Donnacha O'Brien,3rd,1 1/2 l,3,9-2,79,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Slaney Swagger (IRE),R P Cleary,0,J S Bolger,2nd,4 1/4 l,3,9-0p,77,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Chantilly (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,85,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Butterfly Bush (IRE),W Joyce,5,P Magee,10th,25 l,3,8-7,70,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Signor Ferrari (IRE),W M Lordan,0,J Feane,9th,7 1/2 l,3,8-7,70,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Masoun (FR),B M Coen,0,J P Murtagh,8th,2 l,3,8-12,75,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Gibbs Island,W J Lee,0,A Oliver,7th,1 1/4 l,3,9-6,83,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Mo Ghille Mar (IRE),S Foley,0,Mrs J Harrington,6th,4 1/4 l,3,9-2,79,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Tamrat (IRE),C T Keane,0,G M Lyons,5th,6 l,3,9-12,89,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Surfers Paradise (IRE),D McMonagle,0,J P O'Brien,4th,1 1/2 l,3,9-3t1,80,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Enthralling (IRE),G M Ryan,0,Donnacha O'Brien,3rd,1 1/2 l,3,9-2,79,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Slaney Swagger (IRE),R P Cleary,0,J S Bolger,2nd,4 1/4 l,3,9-0p,77,True,107,28
N/A,N/A,16:05,Heavy,1m 2f,Chantilly (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,85,True,107,28
N/A,N/A,16:40,Heavy,1m,Razdan (IRE),R C Colgan,0,Chris Timmons,NR,N/A,6,9-13t,77,True,107,29
N/A,N/A,16:40,Heavy,1m,Rhythm King (IRE),S Foley,0,M Fahey,14th,1 3/4 l,4,10-1,79,True,107,29
N/A,N/A,16:40,Heavy,1m,Limestone Red (IRE),S T McCullagh,3,M Halford & T Collins,13th,29 l,4,9-7,71,True,107,29
N/A,N/A,16:40,Heavy,1m,Kodiac Prince (IRE),R P Cleary,0,T Cleary,12th,6 l,7,9-2p,66,True,107,29
N/A,N/A,16:40,Heavy,1m,Belles Feuilles (FR),J A Heffernan,0,A J Martin,11th,2 l,4,9-13,77,True,107,29
N/A,N/A,16:40,Heavy,1m,Turbulence (IRE),D McMonagle,0,R O'Sullivan,10th,3/4 l,7,9-7,71,True,107,29
N/A,N/A,16:40,Heavy,1m,Moonlit Mist (IRE),J M Sheridan,0,D Hogan,9th,Neck,4,9-9b1,73,True,107,29
N/A,N/A,16:40,Heavy,1m,Little Keilee (IRE),K G Kennedy,7,Ciaran Murphy,8th,Neck,4,9-8,72,True,107,29
N/A,N/A,16:40,Heavy,1m,Sevensees,B M Coen,0,J P Murtagh,7th,3/4 l,4,9-6,70,True,107,29
N/A,N/A,16:40,Heavy,1m,Mogwli (IRE),M Telford Kelly,10,W McCreery,6th,1 1/4 l,7,9-8v,72,True,107,29
N/A,N/A,16:40,Heavy,1m,Sirjack Thomas (IRE),Adam Caffrey,5,A McGuinness,5th,1/2 l,9,9-9,73,True,107,29
N/A,N/A,16:40,Heavy,1m,Come On The Lads (IRE),R P Whelan,0,J Davison,4th,Head,4,9-9p,73,True,107,29
N/A,N/A,16:40,Heavy,1m,Livio Milo (IRE),J Coen,5,D K Weld,3rd,1 3/4 l,4,10-2,80,True,107,29
N/A,N/A,16:40,Heavy,1m,Perfect Poise (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,4,10-1,79,True,107,29
N/A,N/A,16:40,Heavy,1m,Morse (IRE),N G McCullagh,0,Charles Weld,1st,N/A,4,9-9,73,True,107,29
N/A,N/A,16:40,Heavy,1m,Razdan (IRE),R C Colgan,0,Chris Timmons,NR,N/A,6,9-13t,77,True,107,29
N/A,N/A,16:40,Heavy,1m,Rhythm King (IRE),S Foley,0,M Fahey,14th,1 3/4 l,4,10-1,79,True,107,29
N/A,N/A,16:40,Heavy,1m,Limestone Red (IRE),S T McCullagh,3,M Halford & T Collins,13th,29 l,4,9-7,71,True,107,29
N/A,N/A,16:40,Heavy,1m,Kodiac Prince (IRE),R P Cleary,0,T Cleary,12th,6 l,7,9-2p,66,True,107,29
N/A,N/A,16:40,Heavy,1m,Belles Feuilles (FR),J A Heffernan,0,A J Martin,11th,2 l,4,9-13,77,True,107,29
N/A,N/A,16:40,Heavy,1m,Turbulence (IRE),D McMonagle,0,R O'Sullivan,10th,3/4 l,7,9-7,71,True,107,29
N/A,N/A,16:40,Heavy,1m,Moonlit Mist (IRE),J M Sheridan,0,D Hogan,9th,Neck,4,9-9b1,73,True,107,29
N/A,N/A,16:40,Heavy,1m,Little Keilee (IRE),K G Kennedy,7,Ciaran Murphy,8th,Neck,4,9-8,72,True,107,29
N/A,N/A,16:40,Heavy,1m,Sevensees,B M Coen,0,J P Murtagh,7th,3/4 l,4,9-6,70,True,107,29
N/A,N/A,16:40,Heavy,1m,Mogwli (IRE),M Telford Kelly,10,W McCreery,6th,1 1/4 l,7,9-8v,72,True,107,29
N/A,N/A,16:40,Heavy,1m,Sirjack Thomas (IRE),Adam Caffrey,5,A McGuinness,5th,1/2 l,9,9-9,73,True,107,29
N/A,N/A,16:40,Heavy,1m,Come On The Lads (IRE),R P Whelan,0,J Davison,4th,Head,4,9-9p,73,True,107,29
N/A,N/A,16:40,Heavy,1m,Livio Milo (IRE),J Coen,5,D K Weld,3rd,1 3/4 l,4,10-2,80,True,107,29
N/A,N/A,16:40,Heavy,1m,Perfect Poise (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,4,10-1,79,True,107,29
N/A,N/A,16:40,Heavy,1m,Morse (IRE),N G McCullagh,0,Charles Weld,1st,N/A,4,9-9,73,True,107,29
N/A,N/A,17:12,Heavy,1m,One Boss,W Joyce,5,F J Flood,20th,1 1/4 l,4,10-1p,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Randall Poets Lass (IRE),B P Kennedy,7,S Fahey,19th,1 l,4,10-1,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Bright Start (USA),J M Sheridan,0,D Hogan,18th,1 1/4 l,7,9-12,66,True,107,30
N/A,N/A,17:12,Heavy,1m,Xquise (FR),J A Heffernan,0,Miss Jennifer Anne Lynch,17th,4 3/4 l,4,9-6,60,True,107,30
N/A,N/A,17:12,Heavy,1m,Cu Chulainn,L F Roche,0,Laura Hourigan,16th,7 1/2 l,6,9-13t,67,True,107,30
N/A,N/A,17:12,Heavy,1m,Sandyman,Siobhan Rutledge,3,J C McConnell,15th,2 1/4 l,8,9-7,61,True,107,30
N/A,N/A,17:12,Heavy,1m,Skontonovski,C J MacRedmond,5,A McGuinness,14th,Neck,7,9-9v,63,True,107,30
N/A,N/A,17:12,Heavy,1m,Breezy Zoff (IRE),G F Carroll,0,G P Cromwell,13th,1/2 l,5,9-12ht,66,True,107,30
N/A,N/A,17:12,Heavy,1m,Status Green (IRE),L T McAteer,0,J G Murphy,12th,7 l,4,9-3,57,True,107,30
N/A,N/A,17:12,Heavy,1m,Rock Etoile (IRE),A J Slattery,0,A Slattery,11th,1 3/4 l,6,10-1,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Tall Story (IRE),M P Sheehy,0,R O'Sullivan,10th,3/4 l,6,8-9p,49,True,107,30
N/A,N/A,17:12,Heavy,1m,Mulgrave (IRE),D W O'Connor,0,J C McConnell,9th,1/2 l,6,9-13ht,67,True,107,30
N/A,N/A,17:12,Heavy,1m,Sixpack,R M Mulligan,10,J P Murtagh,8th,1 l,4,10-2,70,True,107,30
N/A,N/A,17:12,Heavy,1m,Super Over (IRE),C T Keane,0,D P Coakley,7th,Head,6,10-1v,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Broad Daylight (IRE),Gabriella Adela Hill,10,J S Bolger,6th,Neck,4,9-5t,59,True,107,30
N/A,N/A,17:12,Heavy,1m,Spring Collection,M W Hassett,7,D H Kelly,5th,3/4 l,4,9-0,54,True,107,30
N/A,N/A,17:12,Heavy,1m,See Me Through (IRE),S Foley,0,R O'Sullivan,4th,7 l,4,10-0,68,True,107,30
N/A,N/A,17:12,Heavy,1m,Roderick,S D Bowen,5,D Hogan,3rd,1/2 l,8,9-12tp,66,True,107,30
N/A,N/A,17:12,Heavy,1m,Starting Monday (IRE),W J Lee,0,G Scott,2nd,3/4 l,7,9-8,62,True,107,30
N/A,N/A,17:12,Heavy,1m,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,1st,N/A,7,9-6,60,True,107,30
N/A,N/A,17:12,Heavy,1m,One Boss,W Joyce,5,F J Flood,20th,1 1/4 l,4,10-1p,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Randall Poets Lass (IRE),B P Kennedy,7,S Fahey,19th,1 l,4,10-1,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Bright Start (USA),J M Sheridan,0,D Hogan,18th,1 1/4 l,7,9-12,66,True,107,30
N/A,N/A,17:12,Heavy,1m,Xquise (FR),J A Heffernan,0,Miss Jennifer Anne Lynch,17th,4 3/4 l,4,9-6,60,True,107,30
N/A,N/A,17:12,Heavy,1m,Cu Chulainn,L F Roche,0,Laura Hourigan,16th,7 1/2 l,6,9-13t,67,True,107,30
N/A,N/A,17:12,Heavy,1m,Sandyman,Siobhan Rutledge,3,J C McConnell,15th,2 1/4 l,8,9-7,61,True,107,30
N/A,N/A,17:12,Heavy,1m,Skontonovski,C J MacRedmond,5,A McGuinness,14th,Neck,7,9-9v,63,True,107,30
N/A,N/A,17:12,Heavy,1m,Breezy Zoff (IRE),G F Carroll,0,G P Cromwell,13th,1/2 l,5,9-12ht,66,True,107,30
N/A,N/A,17:12,Heavy,1m,Status Green (IRE),L T McAteer,0,J G Murphy,12th,7 l,4,9-3,57,True,107,30
N/A,N/A,17:12,Heavy,1m,Rock Etoile (IRE),A J Slattery,0,A Slattery,11th,1 3/4 l,6,10-1,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Tall Story (IRE),M P Sheehy,0,R O'Sullivan,10th,3/4 l,6,8-9p,49,True,107,30
N/A,N/A,17:12,Heavy,1m,Mulgrave (IRE),D W O'Connor,0,J C McConnell,9th,1/2 l,6,9-13ht,67,True,107,30
N/A,N/A,17:12,Heavy,1m,Sixpack,R M Mulligan,10,J P Murtagh,8th,1 l,4,10-2,70,True,107,30
N/A,N/A,17:12,Heavy,1m,Super Over (IRE),C T Keane,0,D P Coakley,7th,Head,6,10-1v,69,True,107,30
N/A,N/A,17:12,Heavy,1m,Broad Daylight (IRE),Gabriella Adela Hill,10,J S Bolger,6th,Neck,4,9-5t,59,True,107,30
N/A,N/A,17:12,Heavy,1m,Spring Collection,M W Hassett,7,D H Kelly,5th,3/4 l,4,9-0,54,True,107,30
N/A,N/A,17:12,Heavy,1m,See Me Through (IRE),S Foley,0,R O'Sullivan,4th,7 l,4,10-0,68,True,107,30
N/A,N/A,17:12,Heavy,1m,Roderick,S D Bowen,5,D Hogan,3rd,1/2 l,8,9-12tp,66,True,107,30
N/A,N/A,17:12,Heavy,1m,Starting Monday (IRE),W J Lee,0,G Scott,2nd,3/4 l,7,9-8,62,True,107,30
N/A,N/A,17:12,Heavy,1m,Speckled Meadow (IRE),Adam Caffrey,5,Don Browne,1st,N/A,7,9-6,60,True,107,30
N/A,N/A,13:15,Heavy,1m 2f,Tranquillitatis,G M Ryan,0,Donnacha O'Brien,NR,N/A,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Luxurious Princess (IRE),J Cleary,7,A Murray,7th,3/4 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Our Lil,J A Heffernan,0,M Kelly,6th,5 1/2 l,3,9-3h1,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Purple Sky (IRE),R P Cleary,0,J S Bolger,5th,6 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Ob La Di (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Flight Of Fancy (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Rubies Are Red (IRE),R L Moore,0,A P O'Brien,2nd,3 1/2 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Galileo Dame (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Tranquillitatis,G M Ryan,0,Donnacha O'Brien,NR,N/A,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Luxurious Princess (IRE),J Cleary,7,A Murray,7th,3/4 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Our Lil,J A Heffernan,0,M Kelly,6th,5 1/2 l,3,9-3h1,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Purple Sky (IRE),R P Cleary,0,J S Bolger,5th,6 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Ob La Di (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Flight Of Fancy (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Rubies Are Red (IRE),R L Moore,0,A P O'Brien,2nd,3 1/2 l,3,9-3,-,True,107,31
N/A,N/A,13:15,Heavy,1m 2f,Galileo Dame (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-3,-,True,107,31
N/A,N/A,13:45,Heavy  (Turf),1m 2f,Slaneyside (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-8,-,True,107,32
