track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Coco Masterpiece (FR),Mr P W Mullins,0,W P Mullins,3rd,6 l,7,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,The Passing Wife,P M O'Brien,7,G P Cromwell,2nd,4 1/4 l,5,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Redemption Day,Miss J Townend,0,W P Mullins,1st,N/A,7,11-11h1,-,True,107,7
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,I Dont Lie (IRE),Sam Ewing,0,Mrs D Foster,NR,N/A,4,10-11,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Burren Breeze (IRE),J J Slevin,0,B McMahon,NR,N/A,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Flier,E Walsh,0,Mrs D Foster,NR,N/A,5,11-5t,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Little Eddie (IRE),J B Foley,0,L P Cusack,PU,N/A,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Le Goom (FR),D Meyler,0,E Griffin,PU,N/A,7,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Zuzukel (FR),B W Harvey,0,A J Martin,F,N/A,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Minella Champ (IRE),G Brouder,5,E Seymour,16th,25 l,6,11-12ht1,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Market House (IRE),M J M O'Sullivan,0,B Connell,15th,5 l,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Targa Flavio (IRE),T P Harney,7,R O'Sullivan,14th,4 1/4 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Springboard (IRE),C M Quirke,5,M J McDonagh,13th,1 1/4 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Warrior Lion,S F O'Keeffe,0,M McCabe,12th,1 1/2 l,4,11-4t1,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Heidi's Frontiere (IRE),P T Enright,0,M Kennedy,11th,2 3/4 l,6,11-5,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Jassur Des Brosses (FR),P Byrnes,5,Ms M Mullins,10th,3 1/4 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Aurea Fortuna (IRE),D King,0,A J Martin,9th,11 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Reve Inoui (IRE),D E Mullins,0,J P Flavin,8th,1 1/2 l,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Grann's Boy (IRE),S W Flanagan,0,H Rogers,7th,4 1/4 l,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Hardysonofdan (IRE),K E Buckley,0,G P Cromwell,6th,8 l,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Jasko Des Dames (FR),Rachael Blackmore,0,H De Bromhead,5th,11 l,5,11-12t,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Touch Me Not (IRE),J W Kennedy,0,G Elliott,4th,6 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,The Busy Fool (IRE),J P O'Sullivan,3,P J Rothwell,3rd,13 l,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Special Cadeau,P Townend,0,W P Mullins,2nd,1 3/4 l,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Gorgeous Tom (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,I Dont Lie (IRE),Sam Ewing,0,Mrs D Foster,NR,N/A,4,10-11,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Burren Breeze (IRE),J J Slevin,0,B McMahon,NR,N/A,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Flier,E Walsh,0,Mrs D Foster,NR,N/A,5,11-5t,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Little Eddie (IRE),J B Foley,0,L P Cusack,PU,N/A,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Le Goom (FR),D Meyler,0,E Griffin,PU,N/A,7,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Zuzukel (FR),B W Harvey,0,A J Martin,F,N/A,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Minella Champ (IRE),G Brouder,5,E Seymour,16th,25 l,6,11-12ht1,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Market House (IRE),M J M O'Sullivan,0,B Connell,15th,5 l,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Targa Flavio (IRE),T P Harney,7,R O'Sullivan,14th,4 1/4 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Springboard (IRE),C M Quirke,5,M J McDonagh,13th,1 1/4 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Warrior Lion,S F O'Keeffe,0,M McCabe,12th,1 1/2 l,4,11-4t1,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Heidi's Frontiere (IRE),P T Enright,0,M Kennedy,11th,2 3/4 l,6,11-5,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Jassur Des Brosses (FR),P Byrnes,5,Ms M Mullins,10th,3 1/4 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Aurea Fortuna (IRE),D King,0,A J Martin,9th,11 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Reve Inoui (IRE),D E Mullins,0,J P Flavin,8th,1 1/2 l,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Grann's Boy (IRE),S W Flanagan,0,H Rogers,7th,4 1/4 l,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Hardysonofdan (IRE),K E Buckley,0,G P Cromwell,6th,8 l,4,11-4,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Jasko Des Dames (FR),Rachael Blackmore,0,H De Bromhead,5th,11 l,5,11-12t,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Touch Me Not (IRE),J W Kennedy,0,G Elliott,4th,6 l,5,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,The Busy Fool (IRE),J P O'Sullivan,3,P J Rothwell,3rd,13 l,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Special Cadeau,P Townend,0,W P Mullins,2nd,1 3/4 l,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:10,N/A,14:10,Soft To Heavy (Heavy In Places),2m,Gorgeous Tom (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-12,-,True,107,8
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Kimy (FR),J B Foley,0,T Mullins,NR,N/A,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Lucy Wang (IRE),P T Enright,0,J Halley,S,N/A,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Dance Floor Drama (IRE),S W Flanagan,0,S R B Crawford,18th,91 l,6,11-7t,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Raynbo (IRE),Sam Ewing,0,S R B Crawford,17th,6 1/2 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Duchamps Art (IRE),D E Mullins,0,Ms M Mullins,16th,34 l,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Thebeautifulgame,E Walsh,0,C Collins,15th,1 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Rock On Dolly (IRE),K M Donoghue,0,G P Cromwell,14th,3/4 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Clonclough Lady (IRE),J P O'Sullivan,3,J P Dempsey,13th,3 1/4 l,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,We Will Rock You (FR),S F O'Keeffe,0,A Donoghue,12th,Head,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Pebble To A Pearl (IRE),C M Quirke,5,Paul Power,11th,1/2 l,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Miss Direct (IRE),C Stone-Walsh,5,P Cluskey,10th,1 l,5,11-7h,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Run For Cover (IRE),C Brassil,5,M Brassil,9th,1 3/4 l,5,11-7ht1,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Desperado Genie (IRE),T P Harney,7,C Collins,8th,1 l,6,11-7p1,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Spanish Maid (IRE),D Meyler,0,F J Flood,7th,8 l,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Kimjoy (IRE),J J Slevin,0,S R B Crawford,6th,13 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Magic Dawn (IRE),J W Kennedy,0,G Elliott,5th,3/4 l,7,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,The Great Unknown (IRE),D J O'Keeffe,0,H De Bromhead,4th,1 1/4 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Garde La Peche (FR),Rachael Blackmore,0,H De Bromhead,3rd,12 l,6,11-7t1,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Mi Lucky Cailin (IRE),J S McGarvey,0,W J McLernon,2nd,5 1/2 l,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Got Glory (FR),P Townend,0,W P Mullins,1st,N/A,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Kimy (FR),J B Foley,0,T Mullins,NR,N/A,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Lucy Wang (IRE),P T Enright,0,J Halley,S,N/A,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Dance Floor Drama (IRE),S W Flanagan,0,S R B Crawford,18th,91 l,6,11-7t,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Raynbo (IRE),Sam Ewing,0,S R B Crawford,17th,6 1/2 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Duchamps Art (IRE),D E Mullins,0,Ms M Mullins,16th,34 l,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Thebeautifulgame,E Walsh,0,C Collins,15th,1 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Rock On Dolly (IRE),K M Donoghue,0,G P Cromwell,14th,3/4 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Clonclough Lady (IRE),J P O'Sullivan,3,J P Dempsey,13th,3 1/4 l,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,We Will Rock You (FR),S F O'Keeffe,0,A Donoghue,12th,Head,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Pebble To A Pearl (IRE),C M Quirke,5,Paul Power,11th,1/2 l,4,10-13,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Miss Direct (IRE),C Stone-Walsh,5,P Cluskey,10th,1 l,5,11-7h,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Run For Cover (IRE),C Brassil,5,M Brassil,9th,1 3/4 l,5,11-7ht1,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Desperado Genie (IRE),T P Harney,7,C Collins,8th,1 l,6,11-7p1,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Spanish Maid (IRE),D Meyler,0,F J Flood,7th,8 l,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Kimjoy (IRE),J J Slevin,0,S R B Crawford,6th,13 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Magic Dawn (IRE),J W Kennedy,0,G Elliott,5th,3/4 l,7,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,The Great Unknown (IRE),D J O'Keeffe,0,H De Bromhead,4th,1 1/4 l,5,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Garde La Peche (FR),Rachael Blackmore,0,H De Bromhead,3rd,12 l,6,11-7t1,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Mi Lucky Cailin (IRE),J S McGarvey,0,W J McLernon,2nd,5 1/2 l,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 14:40,N/A,14:40,Soft To Heavy (Heavy In Places),2m,Got Glory (FR),P Townend,0,W P Mullins,1st,N/A,6,11-7,-,True,107,9
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Summer Melody (IRE),P Byrnes,5,C Byrnes,F,N/A,7,11-1,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,El Champo (IRE),S D Torrens,0,P J Rothwell,9th,3 3/4 l,6,11-1p1,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Killeemore Lad (IRE),T Ryan,5,A Slattery,8th,17 l,6,11-0,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Faulty,Sam Ewing,0,N Meade,7th,31 l,7,11-9,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Aeros Luck (IRE),S W Flanagan,0,G P Cromwell,6th,1/2 l,5,11-8ht1,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Como Park (IRE),Rachael Blackmore,0,H De Bromhead,5th,3/4 l,5,11-0t,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Stoke The Fire (IRE),P Townend,0,W P Mullins,4th,Neck,5,12-0,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Undeniable Alibi (FR),J W Kennedy,0,G Elliott,3rd,Head,5,11-3,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Dark Note,C M Quirke,5,A Slattery,2nd,2 l,5,11-6,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Toto Too (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,7,11-9,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Summer Melody (IRE),P Byrnes,5,C Byrnes,F,N/A,7,11-1,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,El Champo (IRE),S D Torrens,0,P J Rothwell,9th,3 3/4 l,6,11-1p1,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Killeemore Lad (IRE),T Ryan,5,A Slattery,8th,17 l,6,11-0,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Faulty,Sam Ewing,0,N Meade,7th,31 l,7,11-9,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Aeros Luck (IRE),S W Flanagan,0,G P Cromwell,6th,1/2 l,5,11-8ht1,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Como Park (IRE),Rachael Blackmore,0,H De Bromhead,5th,3/4 l,5,11-0t,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Stoke The Fire (IRE),P Townend,0,W P Mullins,4th,Neck,5,12-0,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Undeniable Alibi (FR),J W Kennedy,0,G Elliott,3rd,Head,5,11-3,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Dark Note,C M Quirke,5,A Slattery,2nd,2 l,5,11-6,-,True,107,10
Naas Racing Results | 4th April 2024 15:10,N/A,15:10,Soft To Heavy (Heavy In Places),2m,Toto Too (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,7,11-9,-,True,107,10
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Go Gill Go (IRE),J W Kennedy,0,J Grace,NR,N/A,9,11-6t,87,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Petit Dejeuner (IRE),J Coen,5,Mrs D Foster,NR,N/A,6,11-12p1,93,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Rebelle Chaud (IRE),S F O'Keeffe,0,A Donoghue,PU,N/A,8,10-13ht,80,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Drop The Harrow (IRE),J P O'Sullivan,3,M McCabe,PU,N/A,8,10-13,80,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Our Chezney (IRE),C D Smithers,7,Ms H P Markham,F,N/A,8,11-9h,90,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,It's Never Simple (IRE),C Brassil,5,M Brassil,22nd,3/4 l,6,11-12,93,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Ennemi Public (FR),D King,0,D Howard,21st,4 1/2 l,10,11-0tb,81,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Tullabrack Lad (IRE),B P Kennedy,7,F J Flood,20th,2 l,5,11-4,85,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Premier Queen (IRE),C Stone-Walsh,5,Mrs P Dobbs,19th,6 1/2 l,8,11-11,92,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Man River (IRE),Mr P W Gleeson,7,P F O'Donnell,18th,1/2 l,7,11-3tb1,84,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,One And Only (IRE),J I Duggan,7,O McKiernan,17th,Neck,6,11-10t,91,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Irish Impulse (IRE),P T Enright,0,R Tyner,16th,1 1/4 l,6,11-9h,90,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Ladyeze Man (IRE),D J O'Keeffe,0,J P Flavin,15th,4 1/2 l,6,11-11,92,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Noriska De La Mare (FR),Niall Moore,7,P Fenton,14th,3/4 l,6,11-9,90,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Champagne Saloon (IRE),M P O'Connor,3,S Aherne,13th,Short Head,8,12-0h,95,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Ballerina Boxer (IRE),B W Harvey,0,D Harvey,12th,1/2 l,6,11-4,85,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Tell Us This (IRE),K M Donoghue,0,G P Cromwell,11th,7 l,5,12-0,95,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,The Flying Donkey (IRE),D E Mullins,0,J Dullea,10th,2 1/4 l,6,11-4,85,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Thelonglad (IRE),C M Quirke,5,M J McDonagh,9th,1 3/4 l,6,11-0t1,81,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Papa Barns (IRE),P M O'Brien,7,Tom Dreaper,8th,1 1/2 l,7,11-0,81,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,No Big Deal (IRE),S D Torrens,0,C O'Brien,7th,1/2 l,4,11-5t1,94,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Verbal Sparring (IRE),J J Slevin,0,D McDonogh,6th,1 3/4 l,5,11-13,94,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Kiss My Lucky Egg,Mr H E Sexton,7,A Sexton,5th,1 1/4 l,6,10-13,80,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Coillte Aris (IRE),P Townend,0,Stephen Gerard Carey,4th,3 1/4 l,6,11-10t1,91,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Red Striker (IRE),K Callaghan,5,J Barcoe,3rd,Neck,9,11-7,88,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Chosen Shant (IRE),E Walsh,0,Ciaran Murphy,2nd,2 1/2 l,8,11-7t,88,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Ernie From Nurney (IRE),P T Smithers,7,P Roche,1st,N/A,7,11-12t,93,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Go Gill Go (IRE),J W Kennedy,0,J Grace,NR,N/A,9,11-6t,87,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Petit Dejeuner (IRE),J Coen,5,Mrs D Foster,NR,N/A,6,11-12p1,93,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Rebelle Chaud (IRE),S F O'Keeffe,0,A Donoghue,PU,N/A,8,10-13ht,80,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Drop The Harrow (IRE),J P O'Sullivan,3,M McCabe,PU,N/A,8,10-13,80,True,107,11
Naas Racing Results | 4th April 2024 15:40,N/A,15:40,Soft To Heavy (Heavy In Places),2m,Our Chezney (IRE),C D Smithers,7,Ms H P Markham,F,N/A,8,11-9h,90,True,107,11
