track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Filon D'oudairies (FR),C G O'Dwyer,5,J P Broderick,13th,13 l,8,11-11,99,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Barbaha Queen (IRE),L Quinlan,5,J P Ryan,12th,1/2 l,7,10-9,83,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,School Lane (IRE),D J Gilligan,5,L Lennon,11th,1 1/4 l,10,11-7,95,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Kilashee (IRE),D King,3,J P Ryan,10th,3 1/4 l,8,10-10,84,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,9th,3 1/4 l,5,10-11p,85,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Our Bobby (IRE),E Walsh,3,J M Burke,8th,1/2 l,6,12-0h,102,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Knocknagappagh (IRE),S W Flanagan,0,Peter Fahey,7th,1 l,7,11-5p,93,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,The Virginian (IRE),P T Smithers,7,P Roche,6th,2 3/4 l,7,11-4tp,92,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Pana To Milan (IRE),L A McKenna,5,M Winters,5th,2 1/4 l,5,11-0,88,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Prince Of Air (FR),P J O'Hanlon,3,P J Rothwell,4th,5 l,6,10-12tp,86,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Mahlers Cove (IRE),M P O'Connor,3,J J Mangan,3rd,1 1/2 l,6,11-2,90,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Kates Hill (IRE),D Meyler,0,J P Dempsey,2nd,1 1/4 l,8,12-0,102,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Money Heist (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-9p1,97,True,94,50
