track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,La Juliana (IRE),S T McCullagh,0,Kevin Coleman,6th,2 1/4 l,3,9-5,67,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Elegant Madame (IRE),M W Hassett,2,A Murray,5th,5 l,3,9-10t1,72,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Artful Approach (IRE),J J G Ryan,0,J Davison,4th,1/2 l,3,9-11p,73,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Courageous Strike,P A Harnett,2,A Murray,3rd,1 1/4 l,3,9-12,74,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Puturhandstogether (IRE),H J Horgan,2,J P O'Brien,2nd,Neck,3,10-0,76,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Tachos (IRE),Adam Caffrey,0,D K Weld,1st,N/A,3,9-10,72,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Sinbad My Dad (IRE),R Whearty,0,S Fahey,8th,Neck,3,10-0,76,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Fickou,J A Powell,0,A Oliver,7th,2 3/4 l,3,9-1,63,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,La Juliana (IRE),S T McCullagh,0,Kevin Coleman,6th,2 1/4 l,3,9-5,67,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Elegant Madame (IRE),M W Hassett,2,A Murray,5th,5 l,3,9-10t1,72,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Artful Approach (IRE),J J G Ryan,0,J Davison,4th,1/2 l,3,9-11p,73,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Courageous Strike,P A Harnett,2,A Murray,3rd,1 1/4 l,3,9-12,74,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Puturhandstogether (IRE),H J Horgan,2,J P O'Brien,2nd,Neck,3,10-0,76,True,123,25
Gowran Park Racing Results | 16th June 2024 16:21,N/A,16:21,Good,1m 1f 100y,Tachos (IRE),Adam Caffrey,0,D K Weld,1st,N/A,3,9-10,72,True,123,25
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Trusty And True (IRE),C D Fahy,10,J C McConnell,16th,Neck,3,9-3t1,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Dark Treat (IRE),J M Sheridan,0,T Doyle,15th,3 1/2 l,5,10-0,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sprinkles (IRE),J A Powell,3,P Roche,14th,3/4 l,3,9-3h,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Melkorka (IRE),K J Leonard,0,J F O'Shea,13th,12 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Veil Dance,Siobhan Rutledge,3,J C McConnell,12th,3 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sister Mila (IRE),J Cleary,7,A Murray,11th,Head,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sayfa Fad (IRE),G P Halpin,0,J Geoghegan,10th,1 3/4 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,9th,Neck,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Quilieve (IRE),C T Keane,0,H De Bromhead,8th,Short Head,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Ms Messi (IRE),G F Carroll,0,Thomas Dowling,7th,Neck,3,9-3h1,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sissi (IRE),D P McDonogh,0,J P O'Brien,6th,6 l,3,9-3t1,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Colugo (IRE),J A Heffernan,0,J M Barrett,5th,1/2 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Siege Of Troy,B M Coen,0,J P Murtagh,4th,Nose,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Betula,S Foley,0,Mrs J Harrington,3rd,Nose,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Daboya (IRE),L F Roche,0,D K Weld,2nd,1 1/2 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Thalara (IRE),W J Lee,0,H De Bromhead,1st,N/A,4,10-0,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Trusty And True (IRE),C D Fahy,10,J C McConnell,16th,Neck,3,9-3t1,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Dark Treat (IRE),J M Sheridan,0,T Doyle,15th,3 1/2 l,5,10-0,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sprinkles (IRE),J A Powell,3,P Roche,14th,3/4 l,3,9-3h,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Melkorka (IRE),K J Leonard,0,J F O'Shea,13th,12 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Veil Dance,Siobhan Rutledge,3,J C McConnell,12th,3 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sister Mila (IRE),J Cleary,7,A Murray,11th,Head,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sayfa Fad (IRE),G P Halpin,0,J Geoghegan,10th,1 3/4 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,9th,Neck,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Quilieve (IRE),C T Keane,0,H De Bromhead,8th,Short Head,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Ms Messi (IRE),G F Carroll,0,Thomas Dowling,7th,Neck,3,9-3h1,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Sissi (IRE),D P McDonogh,0,J P O'Brien,6th,6 l,3,9-3t1,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Colugo (IRE),J A Heffernan,0,J M Barrett,5th,1/2 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Siege Of Troy,B M Coen,0,J P Murtagh,4th,Nose,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Betula,S Foley,0,Mrs J Harrington,3rd,Nose,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Daboya (IRE),L F Roche,0,D K Weld,2nd,1 1/2 l,3,9-3,-,True,123,26
Gowran Park Racing Results | 16th June 2024 16:51,N/A,16:51,Good,1m 1f 100y,Thalara (IRE),W J Lee,0,H De Bromhead,1st,N/A,4,10-0,-,True,123,26
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Sea Of Moyle (IRE),W Joyce,5,K P Cotter,7th,99 l,3,8-7,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Shayzann (IRE),B M Coen,0,J P Murtagh,6th,1/2 l,4,9-12,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Narmar (IRE),C T Keane,0,H De Bromhead,5th,Short Head,4,9-12b,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Buttermere Ridge (IRE),W J Lee,0,W McCreery,4th,3/4 l,3,9-6,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Longbourn (IRE),S Foley,0,R O'Sullivan,3rd,1/2 l,8,10-3t,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Cristal Clere (IRE),C J MacRedmond,5,J Nallen,2nd,3 1/4 l,6,10-3,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Trustyourinstinct (IRE),D P McDonogh,0,J P O'Brien,1st,N/A,4,9-12,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Sea Of Moyle (IRE),W Joyce,5,K P Cotter,7th,99 l,3,8-7,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Shayzann (IRE),B M Coen,0,J P Murtagh,6th,1/2 l,4,9-12,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Narmar (IRE),C T Keane,0,H De Bromhead,5th,Short Head,4,9-12b,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Buttermere Ridge (IRE),W J Lee,0,W McCreery,4th,3/4 l,3,9-6,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Longbourn (IRE),S Foley,0,R O'Sullivan,3rd,1/2 l,8,10-3t,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Cristal Clere (IRE),C J MacRedmond,5,J Nallen,2nd,3 1/4 l,6,10-3,-,True,123,27
Gowran Park Racing Results | 16th June 2024 17:21,N/A,17:21,Good,1m 1f 100y,Trustyourinstinct (IRE),D P McDonogh,0,J P O'Brien,1st,N/A,4,9-12,-,True,123,27
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Mystic Rose (IRE),G F Carroll,0,M Mulvany,6th,7 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Goldino (IRE),R P Cleary,0,J S Bolger,5th,1/2 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Asdana (IRE),W J Lee,0,W McCreery,4th,4 3/4 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Queens Fury (FR),J A Heffernan,0,A Murray,3rd,2 3/4 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Va Va Vroom (IRE),S Foley,0,Mrs J Harrington,2nd,Head,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,January (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Mystic Rose (IRE),G F Carroll,0,M Mulvany,6th,7 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Goldino (IRE),R P Cleary,0,J S Bolger,5th,1/2 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Asdana (IRE),W J Lee,0,W McCreery,4th,4 3/4 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Queens Fury (FR),J A Heffernan,0,A Murray,3rd,2 3/4 l,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,Va Va Vroom (IRE),S Foley,0,Mrs J Harrington,2nd,Head,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:05,N/A,14:05,Good,7f,January (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,123,28
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Purring Along (IRE),N M Crosse,0,Thomas Dowling,NR,N/A,5,9-0tb1,49,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Coffeemeanscoffee (IRE),L F Roche,0,Tom McGuinness,NR,N/A,9,8-13,48,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Zentopia (IRE),R P Whelan,0,S M Duffy,NR,N/A,4,9-2,51,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Corballis Flyer (IRE),C Horgan,7,J J Hanlon,14th,9 1/2 l,6,8-12,43,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Golden Goose (IRE),J A Heffernan,0,Miss T L Cogan,13th,1 1/4 l,4,10-2,65,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Serotonin,R Whearty,5,P W Flynn,12th,1 3/4 l,4,9-13,62,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Goldmoyne (IRE),Amy Jo Hayes,7,T Doyle,11th,1/2 l,4,9-6,55,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Bellick,Siobhan Rutledge,3,J C McConnell,10th,1 1/2 l,9,8-12v,41,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Net A Porter Queen (IRE),S Foley,0,Mrs J Harrington,9th,3 l,4,9-1v1,50,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Rumbled Again (IRE),J M Sheridan,0,D Hogan,8th,Head,4,10-1b,64,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Gosford (IRE),W J Lee,0,E Lynam,7th,2 1/2 l,4,9-12,61,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Shaaden (IRE),R Donaghue-Leahy,10,P J Flynn,6th,1/2 l,4,9-9,58,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Fastman (IRE),C D Hayes,0,J C McConnell,4th,Dead Heat,8,8-13p,48,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Baalbec Beauty (IRE),B M Coen,0,Miss H McLoughlin,4th,1/2 l,6,9-10ht,59,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Von Krolock (IRE),M W Hassett,5,T Doyle,3rd,Nose,5,9-12,61,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Scarlet Dancer (IRE),G F Carroll,0,J C McConnell,2nd,1 1/4 l,5,9-1,50,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Summer Snow (IRE),C T Keane,0,M O'Callaghan,1st,N/A,4,9-12t,61,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Purring Along (IRE),N M Crosse,0,Thomas Dowling,NR,N/A,5,9-0tb1,49,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Coffeemeanscoffee (IRE),L F Roche,0,Tom McGuinness,NR,N/A,9,8-13,48,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Zentopia (IRE),R P Whelan,0,S M Duffy,NR,N/A,4,9-2,51,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Corballis Flyer (IRE),C Horgan,7,J J Hanlon,14th,9 1/2 l,6,8-12,43,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Golden Goose (IRE),J A Heffernan,0,Miss T L Cogan,13th,1 1/4 l,4,10-2,65,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Serotonin,R Whearty,5,P W Flynn,12th,1 3/4 l,4,9-13,62,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Goldmoyne (IRE),Amy Jo Hayes,7,T Doyle,11th,1/2 l,4,9-6,55,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Bellick,Siobhan Rutledge,3,J C McConnell,10th,1 1/2 l,9,8-12v,41,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Net A Porter Queen (IRE),S Foley,0,Mrs J Harrington,9th,3 l,4,9-1v1,50,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Rumbled Again (IRE),J M Sheridan,0,D Hogan,8th,Head,4,10-1b,64,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Gosford (IRE),W J Lee,0,E Lynam,7th,2 1/2 l,4,9-12,61,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Shaaden (IRE),R Donaghue-Leahy,10,P J Flynn,6th,1/2 l,4,9-9,58,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Fastman (IRE),C D Hayes,0,J C McConnell,4th,Dead Heat,8,8-13p,48,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Baalbec Beauty (IRE),B M Coen,0,Miss H McLoughlin,4th,1/2 l,6,9-10ht,59,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Von Krolock (IRE),M W Hassett,5,T Doyle,3rd,Nose,5,9-12,61,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Scarlet Dancer (IRE),G F Carroll,0,J C McConnell,2nd,1 1/4 l,5,9-1,50,True,123,29
Gowran Park Racing Results | 17th June 2024 14:35,N/A,14:35,Good,7f,Summer Snow (IRE),C T Keane,0,M O'Callaghan,1st,N/A,4,9-12t,61,True,123,29
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Atbay (IRE),R P Whelan,0,M Fahey,8th,7 1/2 l,5,9-2b,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Mindthegap (IRE),D W O'Connor,0,J F Levins,7th,Neck,4,9-10tp1,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Miqdaad (IRE),Amy Jo Hayes,7,D Hogan,6th,3/4 l,4,8-10p,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Super Cub,J M Sheridan,0,D Hogan,5th,1 1/4 l,5,8-10b,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Dromore Glory (IRE),L F Roche,0,P W Flynn,4th,Short Head,5,8-8,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Lohengrin,C T Keane,0,E O'Connell,3rd,1/2 l,4,9-6t,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Play It Again Zaam (IRE),R Whearty,5,Conor Maxwell,2nd,1/2 l,4,9-8v,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Magnetic North (IRE),S Foley,0,Ian Donoghue,1st,N/A,9,9-10v,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Atbay (IRE),R P Whelan,0,M Fahey,8th,7 1/2 l,5,9-2b,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Mindthegap (IRE),D W O'Connor,0,J F Levins,7th,Neck,4,9-10tp1,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Miqdaad (IRE),Amy Jo Hayes,7,D Hogan,6th,3/4 l,4,8-10p,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Super Cub,J M Sheridan,0,D Hogan,5th,1 1/4 l,5,8-10b,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Dromore Glory (IRE),L F Roche,0,P W Flynn,4th,Short Head,5,8-8,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Lohengrin,C T Keane,0,E O'Connell,3rd,1/2 l,4,9-6t,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Play It Again Zaam (IRE),R Whearty,5,Conor Maxwell,2nd,1/2 l,4,9-8v,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:05,N/A,15:05,Good,1m,Magnetic North (IRE),S Foley,0,Ian Donoghue,1st,N/A,9,9-10v,-,True,123,30
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Four Blondes (IRE),G F Carroll,0,R O'Sullivan,NR,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Ice Opera (IRE),L F Roche,0,S Lavery,NR,N/A,3,9-3h1,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Nativity Square (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,NR,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,National Style (IRE),M P Sheehy,0,R P Cody,15th,1 3/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Poppy Pimento (IRE),G M Ryan,0,S Lavery,14th,3/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Pare Of Brown Eyes (IRE),L T McAteer,0,J M Barrett,13th,1 1/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Clever Impulse (USA),D P McDonogh,0,J P O'Brien,12th,1 3/4 l,3,9-3t1,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Time Out (IRE),J A Heffernan,0,Mrs D Foster,11th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Opaque (IRE),W M Lordan,0,A P O'Brien,10th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Sweet Verona (IRE),N M Crosse,0,W McCreery,9th,1 1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Magical Bay (IRE),S Foley,0,Mrs J Harrington,8th,3/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Fairy Wings (IRE),D J Power,10,W McCreery,7th,3/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Serious Notions,C T Keane,0,G M Lyons,6th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,5th,1 1/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Counterculture,W J Lee,0,W McCreery,4th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Shavasi (IRE),M W Hassett,5,J P O'Brien,3rd,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Next Trick (IRE),C D Hayes,0,D K Weld,2nd,1 1/4 l,3,9-3h,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Glen Princess (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Four Blondes (IRE),G F Carroll,0,R O'Sullivan,NR,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Ice Opera (IRE),L F Roche,0,S Lavery,NR,N/A,3,9-3h1,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Nativity Square (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Abbey Actress (IRE),R P Whelan,0,John O'Donoghue,NR,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,National Style (IRE),M P Sheehy,0,R P Cody,15th,1 3/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Poppy Pimento (IRE),G M Ryan,0,S Lavery,14th,3/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Pare Of Brown Eyes (IRE),L T McAteer,0,J M Barrett,13th,1 1/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Clever Impulse (USA),D P McDonogh,0,J P O'Brien,12th,1 3/4 l,3,9-3t1,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Time Out (IRE),J A Heffernan,0,Mrs D Foster,11th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Opaque (IRE),W M Lordan,0,A P O'Brien,10th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Sweet Verona (IRE),N M Crosse,0,W McCreery,9th,1 1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Magical Bay (IRE),S Foley,0,Mrs J Harrington,8th,3/4 l,3,9-3,-,True,123,31
