track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Surviving Murmansk (IRE),Adrian O'Shea,5,Mrs A. M. O'Shea,11th,3 3/4 l,5,9-6,67,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Liberated Light (IRE),Ben Martin Coen,0,John E. & Thomas Kiely,10th,Neck,4,9-6,67,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Cafe Con Leche (IRE),G. P. Halpin,0,Charles Byrnes,9th,1 1/4 l,7,9-13,74,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Cerberus,C. G. O'Dwyer,7,Augustine Leahy,8th,1 3/4 l,7,10-0p,75,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Away To Sea (FR),G. F. Carroll,0,Joseph G. Murphy,7th,Neck,6,10-5p,80,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Effernock Fizz (IRE),J. Kearney,7,Cian Michael Collins,6th,Head,8,9-13tp,74,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,The Jam Man (IRE),D. B. McMonagle,0,P. J. Rothwell,5th,1/2 l,10,10-2b,77,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Queen Of Seduction (IRE),Shane Foley,0,Mrs J. Harrington,4th,3/4 l,4,9-11,72,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Global Export (IRE),R. Whearty,7,Gavin Patrick Cromwell,3rd,1 l,5,9-6,67,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,Zileo,R. P. Whelan,0,M. Halford & T. Collins,2nd,1 1/4 l,5,9-6,67,True,58,27
Listowel Racing Results | 4th June 2023 15:07,N/A,15:07,Good (Good To Yielding To Places),2m 40y,All In Peder (FR),W. M. Lordan,0,Emmet Mullins,1st,N/A,4,8-9p,56,True,58,27
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Highland Rahy (USA),J. M. Sheridan,0,J. A. Stack,5th,18 l,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Autoline (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 1/2 l,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Sea Gardens (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 1/4 l,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Livio Milo (IRE),C. D. Hayes,0,D. K. Weld,2nd,1 1/2 l,3,9-8v1,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Narmar (IRE),G. F. Carroll,0,Henry de Bromhead,1st,N/A,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Highland Rahy (USA),J. M. Sheridan,0,J. A. Stack,5th,18 l,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Autoline (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 1/2 l,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Sea Gardens (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 1/4 l,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Livio Milo (IRE),C. D. Hayes,0,D. K. Weld,2nd,1 1/2 l,3,9-8v1,-,True,58,28
Listowel Racing Results | 4th June 2023 15:37,N/A,15:37,Good  (Turf),1m,Narmar (IRE),G. F. Carroll,0,Henry de Bromhead,1st,N/A,3,9-8,-,True,58,28
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Manhattan Dandy (IRE),R. Whearty,7,Thomas Coyle,14th,17 l,6,8-12,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Leclerc,C. J. MacRedmond,5,Adrian McGuinness,13th,18 l,5,9-4p,53,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Phoenix Open (USA),Ben Martin Coen,0,S. M. Duffy,12th,1 1/4 l,7,9-6t,55,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Asisaid (IRE),G. M. Ryan,0,P. J. F. Murphy,11th,1 1/4 l,4,10-1p,64,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Blue Wood (IRE),A. C. Persse,7,Mark Cahill,10th,1/2 l,7,9-2,51,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Swiss Army Officer (IRE),C. Stone-Walsh,7,Kevin Thomas Coleman,9th,3/4 l,8,9-3,52,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Ferrybank,C. D. Hayes,0,T. M. Walsh,8th,Neck,5,9-11t,60,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Tara Power (IRE),J. M. Sheridan,0,Keith Henry Clarke,7th,Neck,5,8-12p,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,What Adaay,D. B. McMonagle,0,Patrick Martin,6th,Nose,5,8-12p,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Princess Rajj (IRE),Shane Foley,0,Mrs J. Harrington,5th,1 1/4 l,4,10-1,64,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Han Solo,J. A. Powell,5,Augustine Leahy,4th,1/2 l,7,8-12p,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Pink Socks (IRE),R. P. Whelan,0,Timothy Doyle,3rd,1/2 l,4,8-12,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Sunset Nova (IRE),A. J. Slattery,0,A. Slattery,2nd,2 1/4 l,7,9-9,58,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Dutch Glory (IRE),Siobhan Rutledge,5,Ross O'Sullivan,1st,N/A,4,9-11,60,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Manhattan Dandy (IRE),R. Whearty,7,Thomas Coyle,14th,17 l,6,8-12,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Leclerc,C. J. MacRedmond,5,Adrian McGuinness,13th,18 l,5,9-4p,53,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Phoenix Open (USA),Ben Martin Coen,0,S. M. Duffy,12th,1 1/4 l,7,9-6t,55,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Asisaid (IRE),G. M. Ryan,0,P. J. F. Murphy,11th,1 1/4 l,4,10-1p,64,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Blue Wood (IRE),A. C. Persse,7,Mark Cahill,10th,1/2 l,7,9-2,51,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Swiss Army Officer (IRE),C. Stone-Walsh,7,Kevin Thomas Coleman,9th,3/4 l,8,9-3,52,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Ferrybank,C. D. Hayes,0,T. M. Walsh,8th,Neck,5,9-11t,60,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Tara Power (IRE),J. M. Sheridan,0,Keith Henry Clarke,7th,Neck,5,8-12p,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,What Adaay,D. B. McMonagle,0,Patrick Martin,6th,Nose,5,8-12p,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Princess Rajj (IRE),Shane Foley,0,Mrs J. Harrington,5th,1 1/4 l,4,10-1,64,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Han Solo,J. A. Powell,5,Augustine Leahy,4th,1/2 l,7,8-12p,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Pink Socks (IRE),R. P. Whelan,0,Timothy Doyle,3rd,1/2 l,4,8-12,47,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Sunset Nova (IRE),A. J. Slattery,0,A. Slattery,2nd,2 1/4 l,7,9-9,58,True,58,29
Listowel Racing Results | 4th June 2023 16:07,N/A,16:07,Good,1m,Dutch Glory (IRE),Siobhan Rutledge,5,Ross O'Sullivan,1st,N/A,4,9-11,60,True,58,29
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Miss Cunning (IRE),Jessica O'Gorman,7,Aengus King,15th,1 l,6,9-4b,53,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Trueba (IRE),C. Geerdharry,7,E. D. Linehan,14th,1 1/2 l,7,10-2p,65,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Pollanassa (IRE),C. Ngcobo,3,Kevin Thomas Coleman,13th,2 l,4,9-7,56,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Macadam's Rock (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,12th,2 l,5,10-2,65,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Chica Power (IRE),D. B. McMonagle,0,Patrick Martin,11th,Nose,5,9-4p,53,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Soyounique (IRE),L. T. McAteer,3,Ciaran Murphy,10th,1/2 l,6,9-12ht,61,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Breezy Zoff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,9th,Neck,4,10-1ht,64,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Little Trigger (IRE),A. J. Slattery,0,P. F. McEnery,8th,1/2 l,4,8-12,47,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Hurricane Helen,Ben Martin Coen,0,John Joseph Hanlon,7th,Neck,5,9-10,59,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Skontonovski,C. J. MacRedmond,5,Adrian McGuinness,6th,Neck,6,9-10v,59,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Lofoten (IRE),S. D. Bowen,7,P. J. Rothwell,5th,3/4 l,5,9-1tp,50,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Atbay (IRE),G. M. Ryan,0,Mark Fahey,4th,Neck,4,9-6,55,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Simply Sideways (IRE),R. P. Whelan,0,Timothy Doyle,3rd,1 l,6,9-12,61,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Well Suited (IRE),W. M. Lordan,0,T. J. O'Mara,2nd,1/2 l,8,8-13p,48,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Arch Enemy (IRE),S. P. Bird,10,Patrick Magee,1st,N/A,4,10-2,65,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Miss Cunning (IRE),Jessica O'Gorman,7,Aengus King,15th,1 l,6,9-4b,53,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Trueba (IRE),C. Geerdharry,7,E. D. Linehan,14th,1 1/2 l,7,10-2p,65,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Pollanassa (IRE),C. Ngcobo,3,Kevin Thomas Coleman,13th,2 l,4,9-7,56,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Macadam's Rock (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,12th,2 l,5,10-2,65,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Chica Power (IRE),D. B. McMonagle,0,Patrick Martin,11th,Nose,5,9-4p,53,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Soyounique (IRE),L. T. McAteer,3,Ciaran Murphy,10th,1/2 l,6,9-12ht,61,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Breezy Zoff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,9th,Neck,4,10-1ht,64,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Little Trigger (IRE),A. J. Slattery,0,P. F. McEnery,8th,1/2 l,4,8-12,47,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Hurricane Helen,Ben Martin Coen,0,John Joseph Hanlon,7th,Neck,5,9-10,59,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Skontonovski,C. J. MacRedmond,5,Adrian McGuinness,6th,Neck,6,9-10v,59,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Lofoten (IRE),S. D. Bowen,7,P. J. Rothwell,5th,3/4 l,5,9-1tp,50,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Atbay (IRE),G. M. Ryan,0,Mark Fahey,4th,Neck,4,9-6,55,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Simply Sideways (IRE),R. P. Whelan,0,Timothy Doyle,3rd,1 l,6,9-12,61,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Well Suited (IRE),W. M. Lordan,0,T. J. O'Mara,2nd,1/2 l,8,8-13p,48,True,58,30
Listowel Racing Results | 4th June 2023 16:37,N/A,16:37,Good,1m,Arch Enemy (IRE),S. P. Bird,10,Patrick Magee,1st,N/A,4,10-2,65,True,58,30
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Ballycallan King (IRE),Ms L. M. Hoyne Casey,7,Barry Fitzgerald,12th,25 l,6,11-0p,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Patrick Joseph,Miss R. Hogan,7,D. Broad,11th,7 l,8,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Influential Lady (IRE),Mr S. Cleary,7,James M. Barcoe,10th,Neck,9,10-9,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Corbin (GER),Mr D. P. Nolan,7,S. M. Duffy,9th,8 l,9,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Ace Aussie (IRE),Mr R. L. McCrory,7,John Joseph Hanlon,8th,1 3/4 l,5,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Wasthatok,Mr D. McGill,7,Gavin Patrick Cromwell,7th,3/4 l,5,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Athagabhain (IRE),Mr H. E. Sexton,7,Adrian Sexton,6th,1 1/4 l,6,10-9,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Kendancer (FR),Mr R. W. Barron,7,Charles Byrnes,5th,3/4 l,7,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Female Soldier (IRE),Mr A. P. Ryan,7,Thomas Mullins,4th,8 l,4,10-9,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,War Correspondent (IRE),Mr P. J. Cody,7,R. P. Cody,3rd,3/4 l,4,11-0t,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Mon Coeur (IRE),Mr J. L. Gleeson,5,Joseph G. Murphy,2nd,5 1/2 l,7,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Taipan (FR),Mr B. O'Neill,0,Mrs J. Harrington,1st,N/A,5,11-5p,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Ballycallan King (IRE),Ms L. M. Hoyne Casey,7,Barry Fitzgerald,12th,25 l,6,11-0p,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Patrick Joseph,Miss R. Hogan,7,D. Broad,11th,7 l,8,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Influential Lady (IRE),Mr S. Cleary,7,James M. Barcoe,10th,Neck,9,10-9,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Corbin (GER),Mr D. P. Nolan,7,S. M. Duffy,9th,8 l,9,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Ace Aussie (IRE),Mr R. L. McCrory,7,John Joseph Hanlon,8th,1 3/4 l,5,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Wasthatok,Mr D. McGill,7,Gavin Patrick Cromwell,7th,3/4 l,5,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Athagabhain (IRE),Mr H. E. Sexton,7,Adrian Sexton,6th,1 1/4 l,6,10-9,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Kendancer (FR),Mr R. W. Barron,7,Charles Byrnes,5th,3/4 l,7,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Female Soldier (IRE),Mr A. P. Ryan,7,Thomas Mullins,4th,8 l,4,10-9,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,War Correspondent (IRE),Mr P. J. Cody,7,R. P. Cody,3rd,3/4 l,4,11-0t,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Mon Coeur (IRE),Mr J. L. Gleeson,5,Joseph G. Murphy,2nd,5 1/2 l,7,11-0,-,True,58,31
Listowel Racing Results | 4th June 2023 17:07,N/A,17:07,Good,1m 4f 210y,Taipan (FR),Mr B. O'Neill,0,Mrs J. Harrington,1st,N/A,5,11-5p,-,True,58,31
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Lucks Well (IRE),Niall Moore,4,John Michael Burke,UR,N/A,5,11-5,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Righteous Ruane (IRE),Jack G. Gilligan,4,Paul John Gilligan,PU,N/A,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Lorand (FR),K. E. Buckley,0,Mrs Prunella Dobbs,F,N/A,5,11-5t1,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Miss Carli Fay (IRE),Philip Donovan,2,Gerard Kyne,11th,43 l,8,11-5h,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Zaghraf,Thomas Reilly,4,Leanne Breen,10th,6 1/2 l,4,11-7,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Ferrybridge (IRE),M. M. McDonagh,2,M. Hourigan,9th,22 l,5,11-12h,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,How Decc (IRE),C. M. Quirke,4,E. Seymour,8th,24 l,5,11-12t,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Diamond Union,M. P. O'Connor,0,E. J. O'Grady,7th,11 l,6,11-12b1,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Arnacoeur (FR),T. Joseph Kelly,4,D. E. Fitzgerald,6th,1/2 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Summer Gale (IRE),C. Smithers,4,Mrs J. Harrington,5th,1/2 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Glas Acres (IRE),E. Walsh,0,Frank John Hayes,4th,1 3/4 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Rocket Spirit (IRE),Cian Cullinan,4,P. G. Fahey,3rd,1 3/4 l,4,11-7,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,El Champo (IRE),Patrick O'Hanlon,0,P. J. Rothwell,2nd,30 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Flidais (IRE),Liam Quinlan,2,John Patrick Ryan,1st,N/A,5,11-5,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Lucks Well (IRE),Niall Moore,4,John Michael Burke,UR,N/A,5,11-5,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Righteous Ruane (IRE),Jack G. Gilligan,4,Paul John Gilligan,PU,N/A,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Lorand (FR),K. E. Buckley,0,Mrs Prunella Dobbs,F,N/A,5,11-5t1,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Miss Carli Fay (IRE),Philip Donovan,2,Gerard Kyne,11th,43 l,8,11-5h,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Zaghraf,Thomas Reilly,4,Leanne Breen,10th,6 1/2 l,4,11-7,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Ferrybridge (IRE),M. M. McDonagh,2,M. Hourigan,9th,22 l,5,11-12h,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,How Decc (IRE),C. M. Quirke,4,E. Seymour,8th,24 l,5,11-12t,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Diamond Union,M. P. O'Connor,0,E. J. O'Grady,7th,11 l,6,11-12b1,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Arnacoeur (FR),T. Joseph Kelly,4,D. E. Fitzgerald,6th,1/2 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Summer Gale (IRE),C. Smithers,4,Mrs J. Harrington,5th,1/2 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Glas Acres (IRE),E. Walsh,0,Frank John Hayes,4th,1 3/4 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Rocket Spirit (IRE),Cian Cullinan,4,P. G. Fahey,3rd,1 3/4 l,4,11-7,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,El Champo (IRE),Patrick O'Hanlon,0,P. J. Rothwell,2nd,30 l,5,11-12,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Flidais (IRE),Liam Quinlan,2,John Patrick Ryan,1st,N/A,5,11-5,-,True,58,32
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Smallcashprize (IRE),K. E. Buckley,0,Mrs Prunella Dobbs,UR,N/A,6,11-5,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Kathyanna (IRE),Corey McGivern,4,Peter John Flood,PU,N/A,5,11-5,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Silverfort Lady (IRE),M. P. O'Connor,0,John Michael Burke,PU,N/A,4,11-0,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Captain Flint (IRE),B. P. Kennedy,4,J. F. O'Shea,12th,71 l,4,11-7,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Share A Moment (IRE),C. Smithers,4,M. Hourigan,11th,7 1/2 l,6,11-5,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Allhart (IRE),D. P. Maxwell,4,V. C. Ward,10th,4 3/4 l,5,11-12,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Jeje Plessis (FR),Niall Moore,4,Philip Fenton,9th,3 1/2 l,4,11-7,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Just a Mystery (IRE),Liam Quinlan,2,John J. Costello,8th,5 1/2 l,5,11-12,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Winds Of Winter (IRE),L. A. McKenna,2,Paul W. Flynn,7th,6 1/2 l,5,11-5,-,True,58,33
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Paul's Pal (IRE),Kieran Callaghan,4,Anthony Mullins,6th,8 l,5,11-12,-,True,58,33
