track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:43,Soft  Flat (Turf),2m 160y,Cap Bernat (IRE),Mr P. McNeilly,7,Robin McNeilly,6th,4 1/2 l,10,11-7t,-,True,92,34
N/A,N/A,15:43,Soft  Flat (Turf),2m 160y,Champagne Kid (IRE),Mr T. Hamilton,0,P. E. Collins,5th,6 1/2 l,4,11-7,-,True,92,34
N/A,N/A,15:43,Soft  Flat (Turf),2m 160y,The Dawn (FR),Mr Finian Maguire,0,W. J. Burke,4th,12 l,4,11-7,-,True,92,34
N/A,N/A,15:43,Soft  Flat (Turf),2m 160y,Toor Khov (IRE),Miss M. O'Sullivan,5,Ms M. Flynn,3rd,6 l,5,11-7,-,True,92,34
N/A,N/A,15:43,Soft  Flat (Turf),2m 160y,I Am Mimi (FR),Mr D. G. Lavery,0,Gavin Patrick Cromwell,2nd,6 1/2 l,4,11-7,-,True,92,34
N/A,N/A,15:43,Soft  Flat (Turf),2m 160y,The Enabler (IRE),Mr H. C. Swan,5,Gordon Elliott,1st,N/A,4,11-7,-,True,92,34
N/A,N/A,11:40,Soft,3m,Blast Of Koeman (IRE),S. F. O'Keeffe,0,Peter Maher,8th,22 l,12,11-4t,-,True,92,35
N/A,N/A,11:40,Soft,3m,Singing Banjo (IRE),Mr B. J. Walsh,7,Barry John Walsh,7th,5 1/2 l,13,11-4p,-,True,92,35
N/A,N/A,11:40,Soft,3m,Champagne Platinum (IRE),M. M. McDonagh,3,Enda Bolger,6th,7 l,9,11-4p,-,True,92,35
N/A,N/A,11:40,Soft,3m,Enjoy D'allen (FR),E. Walsh,3,Ciaran Murphy,5th,1 3/4 l,9,11-4,-,True,92,35
N/A,N/A,11:40,Soft,3m,Three By Two (IRE),C. Smithers,7,Denis Paul Murphy,4th,3/4 l,7,11-2,-,True,92,35
N/A,N/A,11:40,Soft,3m,Mica Malpic (FR),D. J. O'Keeffe,0,Enda Bolger,3rd,4 1/2 l,6,12-0,-,True,92,35
N/A,N/A,11:40,Soft,3m,Vital Island (IRE),J. J. Slevin,0,R. P. O'Keeffe,2nd,3 1/2 l,11,11-9t,-,True,92,35
N/A,N/A,11:40,Soft,3m,Birchdale (IRE),S. D. Torrens,0,Enda Bolger,1st,N/A,9,11-4,-,True,92,35
N/A,N/A,11:40,Soft,3m,Blast Of Koeman (IRE),S. F. O'Keeffe,0,Peter Maher,8th,22 l,12,11-4t,-,True,92,35
N/A,N/A,11:40,Soft,3m,Singing Banjo (IRE),Mr B. J. Walsh,7,Barry John Walsh,7th,5 1/2 l,13,11-4p,-,True,92,35
N/A,N/A,11:40,Soft,3m,Champagne Platinum (IRE),M. M. McDonagh,3,Enda Bolger,6th,7 l,9,11-4p,-,True,92,35
N/A,N/A,11:40,Soft,3m,Enjoy D'allen (FR),E. Walsh,3,Ciaran Murphy,5th,1 3/4 l,9,11-4,-,True,92,35
N/A,N/A,11:40,Soft,3m,Three By Two (IRE),C. Smithers,7,Denis Paul Murphy,4th,3/4 l,7,11-2,-,True,92,35
N/A,N/A,11:40,Soft,3m,Mica Malpic (FR),D. J. O'Keeffe,0,Enda Bolger,3rd,4 1/2 l,6,12-0,-,True,92,35
N/A,N/A,11:40,Soft,3m,Vital Island (IRE),J. J. Slevin,0,R. P. O'Keeffe,2nd,3 1/2 l,11,11-9t,-,True,92,35
N/A,N/A,11:40,Soft,3m,Birchdale (IRE),S. D. Torrens,0,Enda Bolger,1st,N/A,9,11-4,-,True,92,35
N/A,N/A,12:10,Soft,2m 5f 210y,Bonavena (IRE),Sam Ewing,0,Peter Fahey,NR,N/A,5,11-12,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Party Rocker (IRE),Peter Carberry,0,John J. Maguire,5th,55 l,5,11-12,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Doonbeg Don (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,3 1/2 l,5,11-12,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Rocco Boyo (IRE),Eoin G. Kelly,7,Adrian Murray,3rd,8 1/2 l,5,11-12t1,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Tullyhill (FR),P. Townend,0,W. P. Mullins,2nd,24 l,5,11-12t,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Shannon Royale (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12p1,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Bonavena (IRE),Sam Ewing,0,Peter Fahey,NR,N/A,5,11-12,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Party Rocker (IRE),Peter Carberry,0,John J. Maguire,5th,55 l,5,11-12,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Doonbeg Don (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,3 1/2 l,5,11-12,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Rocco Boyo (IRE),Eoin G. Kelly,7,Adrian Murray,3rd,8 1/2 l,5,11-12t1,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Tullyhill (FR),P. Townend,0,W. P. Mullins,2nd,24 l,5,11-12t,-,True,92,36
N/A,N/A,12:10,Soft,2m 5f 210y,Shannon Royale (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12p1,-,True,92,36
N/A,N/A,12:45,Soft,3m 100y,Pictures Of Home,Shane O'Callaghan,5,T. M. Walsh,UR,N/A,7,10-12,99,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Balkito (FR),M. J. M. O'Sullivan,0,Barry Connell,RR,N/A,8,11-5p,106,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Land Jet (IRE),S. F. O'Keeffe,0,Peter Maher,PU,N/A,7,10-0,87,True,92,37
N/A,N/A,12:45,Soft,3m 100y,One Of Us Is Lying (IRE),M. M. McDonagh,3,Neill McCluskey,PU,N/A,5,10-1t,88,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Irish Envoy (IRE),T. P. Harney,7,Miss Elizabeth Doyle,PU,N/A,5,11-8,109,True,92,37
N/A,N/A,12:45,Soft,3m 100y,It Could Be You (IRE),Jack Foley,0,Thomas Mullins,PU,N/A,9,11-6p,107,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Millstream Lady (IRE),C. P. McNamara,0,Eric McNamara,PU,N/A,5,11-4,105,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Benkei (IRE),Miss M. Walsh,7,Harry Rogers,F,N/A,13,10-10p,97,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Marronstown (IRE),B. W. Harvey,3,David Christie,9th,1/2 l,6,11-7,108,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Wa Wa (IRE),Patrick O'Hanlon,3,Dermot Anthony McLoughlin,8th,15 l,8,11-10tp,111,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Quest With Speed (IRE),Shane Fenelon,7,John Joseph Hanlon,7th,9 l,6,11-10,111,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Dr Val (IRE),D. J. O'Keeffe,0,E. Sheehy,6th,1/2 l,5,11-0,101,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Takarengo (IRE),Mr Charlie Mullins,7,Thomas Mullins,5th,12 l,7,11-13p,114,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Ballycashin (IRE),J. J. Slevin,0,Anthony Mullins,4th,1 1/2 l,6,11-2h,103,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Cher Why Not (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,2 1/4 l,11,10-13,100,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Western Zara (IRE),Richard Deegan,0,Paul Nolan,2nd,1 1/4 l,7,11-10,111,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Bob Cigar (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-11,112,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Pictures Of Home,Shane O'Callaghan,5,T. M. Walsh,UR,N/A,7,10-12,99,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Balkito (FR),M. J. M. O'Sullivan,0,Barry Connell,RR,N/A,8,11-5p,106,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Land Jet (IRE),S. F. O'Keeffe,0,Peter Maher,PU,N/A,7,10-0,87,True,92,37
N/A,N/A,12:45,Soft,3m 100y,One Of Us Is Lying (IRE),M. M. McDonagh,3,Neill McCluskey,PU,N/A,5,10-1t,88,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Irish Envoy (IRE),T. P. Harney,7,Miss Elizabeth Doyle,PU,N/A,5,11-8,109,True,92,37
N/A,N/A,12:45,Soft,3m 100y,It Could Be You (IRE),Jack Foley,0,Thomas Mullins,PU,N/A,9,11-6p,107,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Millstream Lady (IRE),C. P. McNamara,0,Eric McNamara,PU,N/A,5,11-4,105,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Benkei (IRE),Miss M. Walsh,7,Harry Rogers,F,N/A,13,10-10p,97,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Marronstown (IRE),B. W. Harvey,3,David Christie,9th,1/2 l,6,11-7,108,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Wa Wa (IRE),Patrick O'Hanlon,3,Dermot Anthony McLoughlin,8th,15 l,8,11-10tp,111,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Quest With Speed (IRE),Shane Fenelon,7,John Joseph Hanlon,7th,9 l,6,11-10,111,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Dr Val (IRE),D. J. O'Keeffe,0,E. Sheehy,6th,1/2 l,5,11-0,101,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Takarengo (IRE),Mr Charlie Mullins,7,Thomas Mullins,5th,12 l,7,11-13p,114,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Ballycashin (IRE),J. J. Slevin,0,Anthony Mullins,4th,1 1/2 l,6,11-2h,103,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Cher Why Not (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,2 1/4 l,11,10-13,100,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Western Zara (IRE),Richard Deegan,0,Paul Nolan,2nd,1 1/4 l,7,11-10,111,True,92,37
N/A,N/A,12:45,Soft,3m 100y,Bob Cigar (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-11,112,True,92,37
N/A,N/A,13:20,Soft,2m 2f 40y,An Cailin Ciuin (IRE),J. J. Slevin,0,Ms Margaret Mullins,6th,12 l,5,10-7,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Rioga Choice (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,Neck,6,10-11,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Shecouldbeanything (IRE),J. W. Kennedy,0,Gordon Elliott,4th,4 1/4 l,6,11-1,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Broomfield Bijou (IRE),Donagh Meyler,0,J. P. Dempsey,3rd,4 3/4 l,5,10-7,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Saylavee (IRE),S. F. O'Keeffe,0,W. P. Mullins,2nd,1 3/4 l,6,11-1,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Hispanic Moon (FR),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,6,10-11,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,An Cailin Ciuin (IRE),J. J. Slevin,0,Ms Margaret Mullins,6th,12 l,5,10-7,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Rioga Choice (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,Neck,6,10-11,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Shecouldbeanything (IRE),J. W. Kennedy,0,Gordon Elliott,4th,4 1/4 l,6,11-1,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Broomfield Bijou (IRE),Donagh Meyler,0,J. P. Dempsey,3rd,4 3/4 l,5,10-7,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Saylavee (IRE),S. F. O'Keeffe,0,W. P. Mullins,2nd,1 3/4 l,6,11-1,-,True,92,38
N/A,N/A,13:20,Soft,2m 2f 40y,Hispanic Moon (FR),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,6,10-11,-,True,92,38
N/A,N/A,13:55,Soft,2m 43y,Fizzle Rock (IRE),Sam Ewing,0,Nigel Slevin,4th,99 l,6,10-11,-,True,92,39
N/A,N/A,13:55,Soft,2m 43y,Uncle Phil (IRE),M. J. M. O'Sullivan,0,W. P. Mullins,3rd,1 1/4 l,6,11-4ht,-,True,92,39
N/A,N/A,13:55,Soft,2m 43y,Lucid Dreams (IRE),Liam Quinlan,0,John Patrick Ryan,2nd,1/2 l,8,11-4,-,True,92,39
N/A,N/A,13:55,Soft,2m 43y,Imagine (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-4,-,True,92,39
N/A,N/A,13:55,Soft,2m 43y,Fizzle Rock (IRE),Sam Ewing,0,Nigel Slevin,4th,99 l,6,10-11,-,True,92,39
N/A,N/A,13:55,Soft,2m 43y,Uncle Phil (IRE),M. J. M. O'Sullivan,0,W. P. Mullins,3rd,1 1/4 l,6,11-4ht,-,True,92,39
N/A,N/A,13:55,Soft,2m 43y,Lucid Dreams (IRE),Liam Quinlan,0,John Patrick Ryan,2nd,1/2 l,8,11-4,-,True,92,39
N/A,N/A,13:55,Soft,2m 43y,Imagine (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-4,-,True,92,39
N/A,N/A,14:30,Soft,2m 3f 150y,Stattler (IRE),Rachael Blackmore,0,W. P. Mullins,6th,11 l,8,11-12t1,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Asterion Forlonge (FR),M. J. M. O'Sullivan,0,W. P. Mullins,5th,11 l,9,11-12t,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Blue Lord (FR),Daryl Jacob,0,W. P. Mullins,4th,4 3/4 l,8,11-12t,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Galopin Des Champs (FR),P. Townend,0,W. P. Mullins,3rd,1 1/4 l,7,11-12,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Appreciate It (IRE),Mr P. W. Mullins,0,W. P. Mullins,2nd,1/2 l,9,11-12t,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Fastorslow (FR),J. J. Slevin,0,Martin Brassil,1st,N/A,7,11-12t,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Stattler (IRE),Rachael Blackmore,0,W. P. Mullins,6th,11 l,8,11-12t1,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Asterion Forlonge (FR),M. J. M. O'Sullivan,0,W. P. Mullins,5th,11 l,9,11-12t,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Blue Lord (FR),Daryl Jacob,0,W. P. Mullins,4th,4 3/4 l,8,11-12t,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Galopin Des Champs (FR),P. Townend,0,W. P. Mullins,3rd,1 1/4 l,7,11-12,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Appreciate It (IRE),Mr P. W. Mullins,0,W. P. Mullins,2nd,1/2 l,9,11-12t,-,True,92,40
N/A,N/A,14:30,Soft,2m 3f 150y,Fastorslow (FR),J. J. Slevin,0,Martin Brassil,1st,N/A,7,11-12t,-,True,92,40
N/A,N/A,15:00,Soft,3m 100y,Doctor Brown Bear (IRE),Patrick O'Hanlon,3,Eamon Courtney,12th,2 3/4 l,5,10-4t,119,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Freedom To Dream (FR),B. W. Harvey,3,Peter Fahey,11th,3/4 l,8,10-11,126,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Duffle Coat (IRE),Sam Ewing,0,Gordon Elliott,10th,5 l,6,11-1p1,130,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Longhouse Poet (IRE),J. J. Slevin,0,Martin Brassil,9th,1 1/4 l,9,11-12t,141,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Stuzzikini (IRE),J. W. Kennedy,0,Gordon Elliott,8th,23 l,5,11-6p,135,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Shadow Rider (FR),M. P. Walsh,0,Padraig Roche,7th,3/4 l,9,10-11,126,True,92,41
N/A,N/A,15:00,Soft,3m 100y,A Great View (IRE),S. D. Torrens,0,Denis W. Cullen,6th,1 1/2 l,12,10-2p,117,True,92,41
N/A,N/A,15:00,Soft,3m 100y,The Shunter (IRE),Donagh Meyler,0,Emmet Mullins,5th,4 1/2 l,10,11-9ht,138,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Popova (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,Head,6,10-10,125,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Alpesh Amin (IRE),C. P. McNamara,0,Eric McNamara,3rd,4 l,6,10-1,116,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Gabbys Cross (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,1 1/2 l,8,10-8,123,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Jody Ted (IRE),M. M. McDonagh,3,Eoin Griffin,1st,N/A,7,10-0,115,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Doctor Brown Bear (IRE),Patrick O'Hanlon,3,Eamon Courtney,12th,2 3/4 l,5,10-4t,119,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Freedom To Dream (FR),B. W. Harvey,3,Peter Fahey,11th,3/4 l,8,10-11,126,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Duffle Coat (IRE),Sam Ewing,0,Gordon Elliott,10th,5 l,6,11-1p1,130,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Longhouse Poet (IRE),J. J. Slevin,0,Martin Brassil,9th,1 1/4 l,9,11-12t,141,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Stuzzikini (IRE),J. W. Kennedy,0,Gordon Elliott,8th,23 l,5,11-6p,135,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Shadow Rider (FR),M. P. Walsh,0,Padraig Roche,7th,3/4 l,9,10-11,126,True,92,41
N/A,N/A,15:00,Soft,3m 100y,A Great View (IRE),S. D. Torrens,0,Denis W. Cullen,6th,1 1/2 l,12,10-2p,117,True,92,41
N/A,N/A,15:00,Soft,3m 100y,The Shunter (IRE),Donagh Meyler,0,Emmet Mullins,5th,4 1/2 l,10,11-9ht,138,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Popova (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,Head,6,10-10,125,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Alpesh Amin (IRE),C. P. McNamara,0,Eric McNamara,3rd,4 l,6,10-1,116,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Gabbys Cross (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,1 1/2 l,8,10-8,123,True,92,41
N/A,N/A,15:00,Soft,3m 100y,Jody Ted (IRE),M. M. McDonagh,3,Eoin Griffin,1st,N/A,7,10-0,115,True,92,41
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Zambezi Flyer (IRE),Mr J. Conheady,7,J. Conheady,8th,99 l,5,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Rinnaseer King (IRE),Mr Adam Feeney,7,Thomas P. O'Connor,7th,3/4 l,4,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Eabha Rose (IRE),T. P. Harney,7,Thomas P. O'Connor,6th,41 l,4,11-7,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Helicon (IRE),Mr Finian Maguire,0,Dermot Anthony McLoughlin,5th,16 l,5,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Barbie Girlz (IRE),Mr J. L. Gleeson,5,John E. & Thomas Kiely,4th,6 1/2 l,5,11-7,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Thats All (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,21 l,6,11-7t1,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Prends Garde A Toi (FR),Mr H. C. Swan,5,Gordon Elliott,2nd,1/2 l,4,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,The Passing Wife,Mr D. G. Lavery,0,Gavin Patrick Cromwell,1st,N/A,4,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Zambezi Flyer (IRE),Mr J. Conheady,7,J. Conheady,8th,99 l,5,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Rinnaseer King (IRE),Mr Adam Feeney,7,Thomas P. O'Connor,7th,3/4 l,4,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Eabha Rose (IRE),T. P. Harney,7,Thomas P. O'Connor,6th,41 l,4,11-7,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Helicon (IRE),Mr Finian Maguire,0,Dermot Anthony McLoughlin,5th,16 l,5,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Barbie Girlz (IRE),Mr J. L. Gleeson,5,John E. & Thomas Kiely,4th,6 1/2 l,5,11-7,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Thats All (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,21 l,6,11-7t1,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,Prends Garde A Toi (FR),Mr H. C. Swan,5,Gordon Elliott,2nd,1/2 l,4,12-0,-,True,92,42
N/A,N/A,15:35,Soft  Flat (Turf),2m 190y,The Passing Wife,Mr D. G. Lavery,0,Gavin Patrick Cromwell,1st,N/A,4,12-0,-,True,92,42
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Penguin Island,E. M. O'Sullivan,7,Robert Widger,13th,4 1/2 l,4,11-0,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Diamond Dollar (IRE),Kevin A. Murphy,7,Charles Byrnes,12th,4 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Tellmeyourtroubles (IRE),K. E. Buckley,3,Gerard Kelleher,11th,29 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Earlofbrackenstown (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,10th,3 1/4 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Flicker Of Hope (FR),A. P. Kelly,5,Mark Fahey,9th,1/2 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Tell Us This (IRE),R. A. Doyle,0,Gavin Patrick Cromwell,8th,3 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,A Great Buzz (IRE),Phillip Enright,0,Robert Tyner,7th,9 1/2 l,4,11-0,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Jay Pee M (IRE),D. King,3,Daniel William O'Sullivan,6th,4 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Fort Randall (IRE),J. S. McGarvey,0,John Joseph Hanlon,5th,13 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Enola (FR),D. E. Mullins,0,W. P. Mullins,4th,4 3/4 l,4,11-0,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Maxi Mac Gold (FR),Sean Flanagan,0,Paul Nolan,3rd,1 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Picture Of You (FR),M. P. O'Connor,3,Henry de Bromhead,2nd,Short Head,4,11-0h,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Tactical Affair (FR),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Penguin Island,E. M. O'Sullivan,7,Robert Widger,13th,4 1/2 l,4,11-0,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Diamond Dollar (IRE),Kevin A. Murphy,7,Charles Byrnes,12th,4 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Tellmeyourtroubles (IRE),K. E. Buckley,3,Gerard Kelleher,11th,29 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Earlofbrackenstown (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,10th,3 1/4 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Flicker Of Hope (FR),A. P. Kelly,5,Mark Fahey,9th,1/2 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Tell Us This (IRE),R. A. Doyle,0,Gavin Patrick Cromwell,8th,3 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,A Great Buzz (IRE),Phillip Enright,0,Robert Tyner,7th,9 1/2 l,4,11-0,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Jay Pee M (IRE),D. King,3,Daniel William O'Sullivan,6th,4 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Fort Randall (IRE),J. S. McGarvey,0,John Joseph Hanlon,5th,13 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Enola (FR),D. E. Mullins,0,W. P. Mullins,4th,4 3/4 l,4,11-0,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Maxi Mac Gold (FR),Sean Flanagan,0,Paul Nolan,3rd,1 l,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Picture Of You (FR),M. P. O'Connor,3,Henry de Bromhead,2nd,Short Head,4,11-0h,-,True,92,43
Cork Racing Results | 26th November 2023 12:00,N/A,12:00,Soft,2m,Tactical Affair (FR),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,4,11-7,-,True,92,43
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Oneforbaz (IRE),M. P. O'Connor,3,Sean Aherne,17th,30 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Mega Speculator (FR),J. S. McGarvey,0,T. J. O'Mara,16th,9 1/2 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Whateys Quest (IRE),Kevin A. Murphy,7,Charles Byrnes,15th,22 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Irish Impulse (IRE),Phillip Enright,0,Robert Tyner,14th,1 1/4 l,5,11-12,-,True,92,44
