track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Gentle Anna (IRE),Philip Donovan,5,James Grace,13th,1/2 l,6,11-5,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Duke Of Doyen (IRE),Jack G. Gilligan,7,Darren Collins,12th,8 1/2 l,8,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Ask Cillian (IRE),G. B. Noonan,5,Darren Collins,11th,Neck,6,11-5,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Bellachamps (IRE),D. Moloney,7,Denis Ahern,10th,1 1/4 l,5,11-5,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Knockbrack Rambler (IRE),A. P. Heskin,0,Brendan Maurice Walsh,9th,6 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Lough Nigara (IRE),R. A. Doyle,0,Matthew A. Daly,8th,1/2 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Cato's Revenge (IRE),J. P. O'Sullivan,3,P. J. Rothwell,7th,3/4 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Flemens Intrest (IRE),A. M. McCurtin,0,David Richard Barry,6th,14 l,7,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,An Peann Dearg (IRE),Sean Flanagan,0,Paul Nolan,5th,3 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Walk Away Harry (IRE),Mr R. W. Barron,5,Charles Byrnes,4th,5 1/2 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Staffordshire Knot (IRE),Jordan Colin Gainford,0,Gordon Elliott,3rd,2 1/4 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Lisnagar Fortune (IRE),B. Hayes,0,W. P. Mullins,2nd,Short Head,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Readin Tommy Wrong (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Oneforbaz (IRE),M. P. O'Connor,3,Sean Aherne,17th,30 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Mega Speculator (FR),J. S. McGarvey,0,T. J. O'Mara,16th,9 1/2 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Whateys Quest (IRE),Kevin A. Murphy,7,Charles Byrnes,15th,22 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Irish Impulse (IRE),Phillip Enright,0,Robert Tyner,14th,1 1/4 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Gentle Anna (IRE),Philip Donovan,5,James Grace,13th,1/2 l,6,11-5,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Duke Of Doyen (IRE),Jack G. Gilligan,7,Darren Collins,12th,8 1/2 l,8,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Ask Cillian (IRE),G. B. Noonan,5,Darren Collins,11th,Neck,6,11-5,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Bellachamps (IRE),D. Moloney,7,Denis Ahern,10th,1 1/4 l,5,11-5,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Knockbrack Rambler (IRE),A. P. Heskin,0,Brendan Maurice Walsh,9th,6 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Lough Nigara (IRE),R. A. Doyle,0,Matthew A. Daly,8th,1/2 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Cato's Revenge (IRE),J. P. O'Sullivan,3,P. J. Rothwell,7th,3/4 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Flemens Intrest (IRE),A. M. McCurtin,0,David Richard Barry,6th,14 l,7,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,An Peann Dearg (IRE),Sean Flanagan,0,Paul Nolan,5th,3 l,6,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Walk Away Harry (IRE),Mr R. W. Barron,5,Charles Byrnes,4th,5 1/2 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Staffordshire Knot (IRE),Jordan Colin Gainford,0,Gordon Elliott,3rd,2 1/4 l,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Lisnagar Fortune (IRE),B. Hayes,0,W. P. Mullins,2nd,Short Head,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 12:35,N/A,12:35,Soft,2m,Readin Tommy Wrong (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,5,11-12,-,True,92,44
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Robin Elite (IRE),C. G. O'Dwyer,2,Gearoid O'Loughlin,PU,N/A,5,10-6t,86,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Champagne Saloon (IRE),M. P. O'Connor,0,Sean Aherne,PU,N/A,7,11-3,97,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Tipp For Mac (IRE),D. King,0,Thomas Cooper,F,N/A,6,11-7,101,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Padraigs Boy (IRE),Jack G. Gilligan,4,Ms A. Curran,F,N/A,7,10-6,86,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Letters To Juliet (IRE),A. Balfe,4,Patrick Downey,10th,11 l,5,11-1,95,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Sidiriya (IRE),J. P. O'Sullivan,0,P. J. Rothwell,9th,87 l,4,11-4,98,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Bukhill (IRE),E. A. Fitzgerald,4,Peter Fahey,8th,1 l,5,12-0,108,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Ventnor (IRE),Kieran Callaghan,2,James M. Barcoe,7th,3 1/4 l,7,10-0,80,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,The Truant (IRE),J. Coen,0,Peter Fahey,6th,4 l,6,11-3,97,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Max Time (IRE),A. M. King,4,I. Madden,5th,10 l,6,10-0,80,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Thelonglad (IRE),Philip Donovan,2,Michael J. McDonagh,4th,Head,5,10-6,86,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Dontdooddson (FR),G. B. Noonan,2,Darren Collins,3rd,1 1/2 l,10,10-11,91,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Housemartin (IRE),K. E. Buckley,0,E. J. O'Grady,2nd,3 3/4 l,6,11-10t,104,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Dgalwaygallivantor (IRE),C. Stone-Walsh,2,Gavin Patrick Cromwell,1st,N/A,4,10-10t,90,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Robin Elite (IRE),C. G. O'Dwyer,2,Gearoid O'Loughlin,PU,N/A,5,10-6t,86,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Champagne Saloon (IRE),M. P. O'Connor,0,Sean Aherne,PU,N/A,7,11-3,97,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Tipp For Mac (IRE),D. King,0,Thomas Cooper,F,N/A,6,11-7,101,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Padraigs Boy (IRE),Jack G. Gilligan,4,Ms A. Curran,F,N/A,7,10-6,86,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Letters To Juliet (IRE),A. Balfe,4,Patrick Downey,10th,11 l,5,11-1,95,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Sidiriya (IRE),J. P. O'Sullivan,0,P. J. Rothwell,9th,87 l,4,11-4,98,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Bukhill (IRE),E. A. Fitzgerald,4,Peter Fahey,8th,1 l,5,12-0,108,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Ventnor (IRE),Kieran Callaghan,2,James M. Barcoe,7th,3 1/4 l,7,10-0,80,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,The Truant (IRE),J. Coen,0,Peter Fahey,6th,4 l,6,11-3,97,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Max Time (IRE),A. M. King,4,I. Madden,5th,10 l,6,10-0,80,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Thelonglad (IRE),Philip Donovan,2,Michael J. McDonagh,4th,Head,5,10-6,86,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Dontdooddson (FR),G. B. Noonan,2,Darren Collins,3rd,1 1/2 l,10,10-11,91,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Housemartin (IRE),K. E. Buckley,0,E. J. O'Grady,2nd,3 3/4 l,6,11-10t,104,True,92,45
Cork Racing Results | 26th November 2023 13:10,N/A,13:10,Soft,2m,Dgalwaygallivantor (IRE),C. Stone-Walsh,2,Gavin Patrick Cromwell,1st,N/A,4,10-10t,90,True,92,45
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Rebel Early (IRE),M. P. O'Connor,3,W. J. Burke,PU,N/A,9,11-6p,116,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Caldwell Diamond (FR),K. E. Buckley,3,Gordon Elliott,PU,N/A,6,11-7t,117,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Cinsa (FR),D. E. Mullins,0,W. P. Mullins,PU,N/A,4,11-5,116,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Tomjackwilliam (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,9th,3/4 l,6,10-8,104,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Jacksons Gold (IRE),Jack G. Gilligan,7,Ms A. Curran,8th,1 1/2 l,9,11-7,117,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Spring Meadow (IRE),R. P. Treacy,0,Eric McNamara,7th,10 l,6,10-8t,104,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Cerberus,E. A. Fitzgerald,7,Augustine Leahy,6th,Head,7,11-6t,116,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Whatsavailable (IRE),Gavin Peter Brouder,5,M. F. Morris,5th,10 l,6,11-12tp,122,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Pakens Rock (IRE),R. P. Geoghegan,7,Barry T. Murphy,4th,6 1/2 l,10,11-4,114,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Positive Thinker (IRE),Mr A. P. Ryan,7,Michael J. McDonagh,3rd,2 1/4 l,6,11-0,110,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Big Debates (FR),Phillip Enright,0,Robert Tyner,2nd,1/2 l,10,11-0,110,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Union Park (FR),Sean Flanagan,0,P. J. Rothwell,1st,N/A,7,10-5t,101,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Rebel Early (IRE),M. P. O'Connor,3,W. J. Burke,PU,N/A,9,11-6p,116,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Caldwell Diamond (FR),K. E. Buckley,3,Gordon Elliott,PU,N/A,6,11-7t,117,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Cinsa (FR),D. E. Mullins,0,W. P. Mullins,PU,N/A,4,11-5,116,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Tomjackwilliam (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,9th,3/4 l,6,10-8,104,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Jacksons Gold (IRE),Jack G. Gilligan,7,Ms A. Curran,8th,1 1/2 l,9,11-7,117,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Spring Meadow (IRE),R. P. Treacy,0,Eric McNamara,7th,10 l,6,10-8t,104,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Cerberus,E. A. Fitzgerald,7,Augustine Leahy,6th,Head,7,11-6t,116,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Whatsavailable (IRE),Gavin Peter Brouder,5,M. F. Morris,5th,10 l,6,11-12tp,122,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Pakens Rock (IRE),R. P. Geoghegan,7,Barry T. Murphy,4th,6 1/2 l,10,11-4,114,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Positive Thinker (IRE),Mr A. P. Ryan,7,Michael J. McDonagh,3rd,2 1/4 l,6,11-0,110,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Big Debates (FR),Phillip Enright,0,Robert Tyner,2nd,1/2 l,10,11-0,110,True,92,46
Cork Racing Results | 26th November 2023 13:45,N/A,13:45,Soft,2m 4f,Union Park (FR),Sean Flanagan,0,P. J. Rothwell,1st,N/A,7,10-5t,101,True,92,46
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Karacole (FR),M. P. O'Connor,3,James M. Barcoe,PU,N/A,7,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Sainte Dona (FR),Sean Flanagan,0,Thomas Cooper,6th,22 l,6,11-7h1,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Night And Day,D. E. Mullins,0,W. P. Mullins,5th,1/2 l,6,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Henning (IRE),Philip Donovan,5,Miss Shauna Larkin,4th,6 l,6,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Jumping Jet (IRE),C. P. Millar,7,Gordon Elliott,3rd,4 3/4 l,7,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Feddans (IRE),C. D. Maxwell,0,John P. O'Callaghan,2nd,20 l,8,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Halka Du Tabert (FR),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,6,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Karacole (FR),M. P. O'Connor,3,James M. Barcoe,PU,N/A,7,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Sainte Dona (FR),Sean Flanagan,0,Thomas Cooper,6th,22 l,6,11-7h1,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Night And Day,D. E. Mullins,0,W. P. Mullins,5th,1/2 l,6,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Henning (IRE),Philip Donovan,5,Miss Shauna Larkin,4th,6 l,6,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Jumping Jet (IRE),C. P. Millar,7,Gordon Elliott,3rd,4 3/4 l,7,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Feddans (IRE),C. D. Maxwell,0,John P. O'Callaghan,2nd,20 l,8,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:20,N/A,14:20,Soft,2m 5f,Halka Du Tabert (FR),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,6,11-7,-,True,92,47
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Routine Excellence (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,PU,N/A,7,10-5,119,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,The Big Galloper (IRE),R. P. Treacy,0,Charles Byrnes,10th,25 l,9,10-2,116,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Lucky Max (GER),Jordan Colin Gainford,0,Sean Thomas Doyle,9th,9 l,7,11-5,133,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,En Beton (FR),D. E. Mullins,0,W. P. Mullins,8th,47 l,9,11-12,140,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Embittered (IRE),C. P. Millar,7,Gordon Elliott,7th,5 1/2 l,9,11-10t,138,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Take All (IRE),J. S. McGarvey,0,John Joseph Hanlon,6th,9 l,8,11-71,135,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Dundaniel (IRE),Gavin Peter Brouder,5,Michael G. Kennedy,5th,1 1/2 l,8,10-0,114,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Riaan (IRE),K. E. Buckley,3,Gordon Elliott,4th,Head,6,11-8,136,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Falco Blitz (IRE),G. B. Noonan,5,Eric McNamara,3rd,1/2 l,9,10-6,120,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Battle Of Mirbat (IRE),Mr A. P. Ryan,7,Michael J. McDonagh,2nd,1 1/4 l,6,10-4,118,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Percy Warner (IRE),M. P. O'Connor,3,Henry de Bromhead,1st,N/A,7,11-0p,128,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Routine Excellence (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,PU,N/A,7,10-5,119,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,The Big Galloper (IRE),R. P. Treacy,0,Charles Byrnes,10th,25 l,9,10-2,116,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Lucky Max (GER),Jordan Colin Gainford,0,Sean Thomas Doyle,9th,9 l,7,11-5,133,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,En Beton (FR),D. E. Mullins,0,W. P. Mullins,8th,47 l,9,11-12,140,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Embittered (IRE),C. P. Millar,7,Gordon Elliott,7th,5 1/2 l,9,11-10t,138,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Take All (IRE),J. S. McGarvey,0,John Joseph Hanlon,6th,9 l,8,11-71,135,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Dundaniel (IRE),Gavin Peter Brouder,5,Michael G. Kennedy,5th,1 1/2 l,8,10-0,114,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Riaan (IRE),K. E. Buckley,3,Gordon Elliott,4th,Head,6,11-8,136,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Falco Blitz (IRE),G. B. Noonan,5,Eric McNamara,3rd,1/2 l,9,10-6,120,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Battle Of Mirbat (IRE),Mr A. P. Ryan,7,Michael J. McDonagh,2nd,1 1/4 l,6,10-4,118,True,92,48
Cork Racing Results | 26th November 2023 14:50,N/A,14:50,Soft,2m 5f,Percy Warner (IRE),M. P. O'Connor,3,Henry de Bromhead,1st,N/A,7,11-0p,128,True,92,48
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Gentle Lady (IRE),Richard Deegan,0,Liam G. O'Brien,PU,N/A,6,11-5,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Iris Sacre (FR),C. Owens,7,P. J. Rothwell,11th,22 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,The Lucky Lobster,Mr J. M. Fennell,7,Declan Queally,10th,22 l,4,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,The Fairy Man (IRE),C. Brassil,5,Eoin Doyle,9th,15 l,4,11-12h,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Party Pack (IRE),J. J. Slevin,0,J. P. Flavin,8th,11 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Rusheen (IRE),Phillip Enright,0,James Daniel Dullea,7th,5 1/2 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Queen Nel (IRE),Donagh Meyler,0,R. P. Cody,6th,4 l,4,11-5,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Oogum Boogum (IRE),M. P. O'Connor,3,David Kenneth Budds,5th,4 1/2 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Miss Gherkin (IRE),Shane Fenelon,7,Peter Croke,4th,3 3/4 l,4,11-5,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Bloomhill (IRE),B. Hayes,0,Philip Fenton,3rd,9 l,6,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Jolie Coeur Allen (FR),M. P. Walsh,0,W. P. Mullins,2nd,1/2 l,4,11-5h1,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Soldante (IRE),E. Walsh,3,Ciaran Murphy,1st,N/A,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Gentle Lady (IRE),Richard Deegan,0,Liam G. O'Brien,PU,N/A,6,11-5,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Iris Sacre (FR),C. Owens,7,P. J. Rothwell,11th,22 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,The Lucky Lobster,Mr J. M. Fennell,7,Declan Queally,10th,22 l,4,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,The Fairy Man (IRE),C. Brassil,5,Eoin Doyle,9th,15 l,4,11-12h,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Party Pack (IRE),J. J. Slevin,0,J. P. Flavin,8th,11 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Rusheen (IRE),Phillip Enright,0,James Daniel Dullea,7th,5 1/2 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Queen Nel (IRE),Donagh Meyler,0,R. P. Cody,6th,4 l,4,11-5,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Oogum Boogum (IRE),M. P. O'Connor,3,David Kenneth Budds,5th,4 1/2 l,5,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Miss Gherkin (IRE),Shane Fenelon,7,Peter Croke,4th,3 3/4 l,4,11-5,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Bloomhill (IRE),B. Hayes,0,Philip Fenton,3rd,9 l,6,11-12,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Jolie Coeur Allen (FR),M. P. Walsh,0,W. P. Mullins,2nd,1/2 l,4,11-5h1,-,True,92,50
Tramore Racing Results | 28th November 2023 12:30,N/A,12:30,Soft To Heavy,2m 50y,Soldante (IRE),E. Walsh,3,Ciaran Murphy,1st,N/A,5,11-12,-,True,92,50
