track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Let Him B (IRE),P Byrnes,0,C Byrnes,13th,Nose,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Pleasureofpressure (IRE),S D Torrens,0,P J Rothwell,12th,1/2 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Our Girl Ellie (IRE),L Quinlan,3,S Ryan,11th,9 l,4,11-0,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Breath Of Wind (IRE),S F O'Keeffe,0,M Magnussen,10th,19 l,4,11-0,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Don'tletmego (IRE),M P O'Connor,0,W J Burke,9th,Neck,4,11-7t1,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Simpson's Paradox (IRE),J Kearney,5,J A Kinsella,8th,5 1/2 l,4,11-7t,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Shadow Paddy (IRE),G B Noonan,5,E McCarthy,7th,Head,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Pearl Of Grange (IRE),C D Smithers,7,Mrs J Harrington,6th,1 3/4 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,The Sugarhill Lady (IRE),C M Hogan,7,E McNamara,5th,3/4 l,4,11-0t,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Brave Soldier (IRE),C M Quirke,5,M O Quigley,4th,9 1/2 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Grimaud (FR),Sam Ewing,0,G Elliott,3rd,1 3/4 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Torps (IRE),S W Flanagan,0,E McNamara,2nd,8 1/2 l,4,11-7t,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Jane Eire (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,4,11-0ht,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Casa Manolo (IRE),J P Shinnick,5,L J Archdeacon,PU,N/A,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Wakey Wakey Man (IRE),P T Enright,0,J Dullea,14th,16 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Let Him B (IRE),P Byrnes,0,C Byrnes,13th,Nose,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Pleasureofpressure (IRE),S D Torrens,0,P J Rothwell,12th,1/2 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Our Girl Ellie (IRE),L Quinlan,3,S Ryan,11th,9 l,4,11-0,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Breath Of Wind (IRE),S F O'Keeffe,0,M Magnussen,10th,19 l,4,11-0,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Don'tletmego (IRE),M P O'Connor,0,W J Burke,9th,Neck,4,11-7t1,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Simpson's Paradox (IRE),J Kearney,5,J A Kinsella,8th,5 1/2 l,4,11-7t,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Shadow Paddy (IRE),G B Noonan,5,E McCarthy,7th,Head,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Pearl Of Grange (IRE),C D Smithers,7,Mrs J Harrington,6th,1 3/4 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,The Sugarhill Lady (IRE),C M Hogan,7,E McNamara,5th,3/4 l,4,11-0t,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Brave Soldier (IRE),C M Quirke,5,M O Quigley,4th,9 1/2 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Grimaud (FR),Sam Ewing,0,G Elliott,3rd,1 3/4 l,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Torps (IRE),S W Flanagan,0,E McNamara,2nd,8 1/2 l,4,11-7t,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Jane Eire (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,4,11-0ht,-,True,149,38
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Marelly (IRE),T Power Roche,7,P J Rothwell,NR,N/A,7,11-5p,107,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Master Otis (IRE),D E Mullins,0,T Mullins,PU,N/A,5,11-10,112,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Leitzel,J Kearney,5,A McNamara,PU,N/A,4,10-10,98,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Morepowertoya (FR),C M Quirke,5,Paul Power,15th,40 l,6,10-10tb,98,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Desert Haven,D Meyler,0,N Meade,14th,4 1/4 l,4,11-2,104,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Redcliff Glen (GER),P Byrnes,0,C Byrnes,13th,4 1/2 l,4,10-13t1,101,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Hey Johnny (IRE),J C Gainford,0,T Mullins,12th,16 l,7,11-10,112,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Torquay Road (IRE),E Walsh,0,C Collins,11th,3 1/4 l,5,11-11,113,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Cash The Cheque (IRE),D J O'Keeffe,0,Brendan Walsh,10th,7 1/2 l,6,11-7,109,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Red Glory (IRE),E M O'Sullivan,7,H De Bromhead,9th,2 1/2 l,6,11-9,111,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Walk Away Harry (IRE),G B Noonan,5,Ian O'Connor,8th,1 1/2 l,6,11-10p1,112,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Mount Ferns (IRE),C P McNamara,0,E McNamara,7th,1 l,6,10-12,100,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Teagarden Jazz,P K Donovan,5,Charlie Keegan,6th,8 1/2 l,5,11-5t,107,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Slieve Bearnagh (IRE),Mr J M Halford,7,M Halford & T Collins,5th,1 3/4 l,7,11-4t,106,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Sayitfirst (IRE),D Moloney,7,D Collins,4th,1/2 l,8,10-8,96,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Voice Of Reason (IRE),Sam Ewing,0,G Elliott,3rd,1 1/2 l,4,11-2t,104,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Rebel Gold (IRE),M J M O'Sullivan,0,P T Foley,2nd,3 3/4 l,11,12-0t,116,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Jake Peter (IRE),P T Enright,0,M A Cahill,1st,N/A,10,11-4,106,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Marelly (IRE),T Power Roche,7,P J Rothwell,NR,N/A,7,11-5p,107,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Master Otis (IRE),D E Mullins,0,T Mullins,PU,N/A,5,11-10,112,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Leitzel,J Kearney,5,A McNamara,PU,N/A,4,10-10,98,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Morepowertoya (FR),C M Quirke,5,Paul Power,15th,40 l,6,10-10tb,98,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Desert Haven,D Meyler,0,N Meade,14th,4 1/4 l,4,11-2,104,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Redcliff Glen (GER),P Byrnes,0,C Byrnes,13th,4 1/2 l,4,10-13t1,101,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Hey Johnny (IRE),J C Gainford,0,T Mullins,12th,16 l,7,11-10,112,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Torquay Road (IRE),E Walsh,0,C Collins,11th,3 1/4 l,5,11-11,113,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Cash The Cheque (IRE),D J O'Keeffe,0,Brendan Walsh,10th,7 1/2 l,6,11-7,109,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Red Glory (IRE),E M O'Sullivan,7,H De Bromhead,9th,2 1/2 l,6,11-9,111,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Walk Away Harry (IRE),G B Noonan,5,Ian O'Connor,8th,1 1/2 l,6,11-10p1,112,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Mount Ferns (IRE),C P McNamara,0,E McNamara,7th,1 l,6,10-12,100,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Teagarden Jazz,P K Donovan,5,Charlie Keegan,6th,8 1/2 l,5,11-5t,107,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Slieve Bearnagh (IRE),Mr J M Halford,7,M Halford & T Collins,5th,1 3/4 l,7,11-4t,106,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Sayitfirst (IRE),D Moloney,7,D Collins,4th,1/2 l,8,10-8,96,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Voice Of Reason (IRE),Sam Ewing,0,G Elliott,3rd,1 1/2 l,4,11-2t,104,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Rebel Gold (IRE),M J M O'Sullivan,0,P T Foley,2nd,3 3/4 l,11,12-0t,116,True,149,39
Cork Racing Results | 3rd November 2024 13:10,N/A,13:10,Good (Good To Yielding In Places),2m 60y,Jake Peter (IRE),P T Enright,0,M A Cahill,1st,N/A,10,11-4,106,True,149,39
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Grooveykindoflove (FR),D J O'Keeffe,0,H De Bromhead,NR,N/A,5,11-7p1,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Biddynora (IRE),J C Gainford,0,P M J Doyle,14th,6 1/2 l,4,11-6t1,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Midnight Eagle (IRE),T Kelly,7,Aengus King,13th,3 3/4 l,4,11-6,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Wyoming Baby (IRE),P T Enright,0,R Tyner,12th,13 l,6,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Kyle Valley (IRE),T Power Roche,7,P J Rothwell,11th,1 1/2 l,6,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Alltheattitudes (IRE),S D Torrens,0,E F Gallagher,10th,1/2 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Huscari (IRE),C M Hogan,7,E McNamara,9th,26 l,5,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Eve's Hope (IRE),C M Quirke,5,M O Quigley,8th,10 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Workforadime (IRE),P Byrnes,0,C Byrnes,7th,3/4 l,6,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Vroomvroomboo (IRE),K C Sexton,0,James Andrew Fahey,6th,6 1/2 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Leah's Contessa (IRE),D J Gilligan,0,C Collins,5th,7 l,4,11-6,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Meet My Loreley (IRE),M J M O'Sullivan,0,B Connell,4th,Head,7,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Aruntothequeen (IRE),D Meyler,0,Mrs J Harrington,3rd,Neck,5,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Reina Del Mar (IRE),R Deegan,0,J P O'Brien,2nd,5 1/2 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Blue Mosque (IRE),Sam Ewing,0,N Meade,1st,N/A,4,11-6,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Grooveykindoflove (FR),D J O'Keeffe,0,H De Bromhead,NR,N/A,5,11-7p1,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Biddynora (IRE),J C Gainford,0,P M J Doyle,14th,6 1/2 l,4,11-6t1,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Midnight Eagle (IRE),T Kelly,7,Aengus King,13th,3 3/4 l,4,11-6,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Wyoming Baby (IRE),P T Enright,0,R Tyner,12th,13 l,6,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Kyle Valley (IRE),T Power Roche,7,P J Rothwell,11th,1 1/2 l,6,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Alltheattitudes (IRE),S D Torrens,0,E F Gallagher,10th,1/2 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Huscari (IRE),C M Hogan,7,E McNamara,9th,26 l,5,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Eve's Hope (IRE),C M Quirke,5,M O Quigley,8th,10 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Workforadime (IRE),P Byrnes,0,C Byrnes,7th,3/4 l,6,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Vroomvroomboo (IRE),K C Sexton,0,James Andrew Fahey,6th,6 1/2 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Leah's Contessa (IRE),D J Gilligan,0,C Collins,5th,7 l,4,11-6,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Meet My Loreley (IRE),M J M O'Sullivan,0,B Connell,4th,Head,7,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Aruntothequeen (IRE),D Meyler,0,Mrs J Harrington,3rd,Neck,5,11-7,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Reina Del Mar (IRE),R Deegan,0,J P O'Brien,2nd,5 1/2 l,6,11-7t,-,True,149,40
Cork Racing Results | 3rd November 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 4f,Blue Mosque (IRE),Sam Ewing,0,N Meade,1st,N/A,4,11-6,-,True,149,40
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,The Enabler (IRE),Sam Ewing,0,G Elliott,PU,N/A,5,11-0,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Jumping Susie (IRE),B W Harvey,0,J C McConnell,5th,19 l,6,10-11t,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Born Bright (IRE),P T Enright,0,C O'Connell,4th,28 l,5,10-7,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Cast A Spell (IRE),D Meyler,0,T Hogan,3rd,65 l,6,10-7v,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Paggane,P Townend,0,W P Mullins,2nd,2 l,5,10-11,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Oscars Brother (IRE),D King,0,Connor King,1st,N/A,6,11-0,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,The Enabler (IRE),Sam Ewing,0,G Elliott,PU,N/A,5,11-0,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Jumping Susie (IRE),B W Harvey,0,J C McConnell,5th,19 l,6,10-11t,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Born Bright (IRE),P T Enright,0,C O'Connell,4th,28 l,5,10-7,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Cast A Spell (IRE),D Meyler,0,T Hogan,3rd,65 l,6,10-7v,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Paggane,P Townend,0,W P Mullins,2nd,2 l,5,10-11,-,True,149,41
Cork Racing Results | 3rd November 2024 14:10,N/A,14:10,Good (Good To Yielding In Places),3m 100y,Oscars Brother (IRE),D King,0,Connor King,1st,N/A,6,11-0,-,True,149,41
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Shecouldbeanything (IRE),Sam Ewing,0,G Elliott,NR,N/A,7,10-13t,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Arctic Fly (IRE),P Townend,0,W P Mullins,PU,N/A,6,10-7t,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Hazelhatch Lady (IRE),K C Sexton,0,James Andrew Fahey,PU,N/A,7,10-7,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Sea Road Fill (IRE),P K Donovan,0,D Collins,7th,4 3/4 l,7,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Gaelic Arc (IRE),D E Mullins,0,J P Ryan,6th,12 l,8,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Watch The Weather,D J Gilligan,0,R P Cody,5th,9 1/2 l,8,11-0t,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Thecompanysergeant,D King,0,D Hogan,4th,Short Head,7,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Jesse Evans (IRE),S W Flanagan,0,N Meade,3rd,5 l,8,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Monbeg Park (IRE),J C Gainford,0,S Doyle,2nd,5 1/2 l,7,11-0tp,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Gorgeous Tom (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Shecouldbeanything (IRE),Sam Ewing,0,G Elliott,NR,N/A,7,10-13t,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Arctic Fly (IRE),P Townend,0,W P Mullins,PU,N/A,6,10-7t,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Hazelhatch Lady (IRE),K C Sexton,0,James Andrew Fahey,PU,N/A,7,10-7,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Sea Road Fill (IRE),P K Donovan,0,D Collins,7th,4 3/4 l,7,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Gaelic Arc (IRE),D E Mullins,0,J P Ryan,6th,12 l,8,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Watch The Weather,D J Gilligan,0,R P Cody,5th,9 1/2 l,8,11-0t,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Thecompanysergeant,D King,0,D Hogan,4th,Short Head,7,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Jesse Evans (IRE),S W Flanagan,0,N Meade,3rd,5 l,8,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Monbeg Park (IRE),J C Gainford,0,S Doyle,2nd,5 1/2 l,7,11-0tp,-,True,149,42
Cork Racing Results | 3rd November 2024 14:42,N/A,14:42,Good,2m 4f,Gorgeous Tom (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-0,-,True,149,42
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Sir Bob (IRE),M P Walsh,0,R Tyner,NR,N/A,12,11-8b,127,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Sainte Dona (FR),D Meyler,0,T Cooper,NR,N/A,7,11-1,120,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Caesar Rock (IRE),G Brouder,5,M F Morris,NR,N/A,8,11-3p,122,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Stuzzikini (IRE),Sam Ewing,0,G Elliott,NR,N/A,6,11-12b,131,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Streets Of Doyen (IRE),A Harvey,5,J C McConnell,PU,N/A,10,11-6tv,125,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,So Des Flos (FR),J C Gainford,0,G Elliott,PU,N/A,7,11-11p,130,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Macgiloney (IRE),D King,0,D Hogan,PU,N/A,11,11-4,123,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Hand Over Fist (FR),M P O'Connor,0,H De Bromhead,7th,19 l,7,10-10p,115,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Jumping Jet (IRE),C P Millar,7,G Elliott,6th,3 3/4 l,8,11-9,128,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,King Ferdinand (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,5th,4 1/4 l,8,10-11t,116,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Big Debates (FR),Anna McGuinness,7,R Tyner,4th,3 1/4 l,11,11-6,125,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Outside The Door (IRE),P T Smithers,7,P Roche,3rd,Neck,8,11-4p,123,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Positive Thinker (IRE),C M Quirke,5,M J McDonagh,2nd,Short Head,7,11-7,126,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Sphagnum (IRE),D P Maxwell,7,J P Broderick,1st,N/A,7,11-6tp,125,True,149,43
Cork Racing Results | 3rd November 2024 15:15,N/A,15:15,Good,3m 4f,Sir Bob (IRE),M P Walsh,0,R Tyner,NR,N/A,12,11-8b,127,True,149,43
