track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Lariat (USA),Miss A. McGuinness,7,J. J. Lambe,9th,1/2 l,7,10-8,96,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Doctor Churchill (IRE),Miss J. Townend,0,C. W. J. Farrell,8th,5 1/2 l,5,11-10,112,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Mica Malpic (FR),Miss P. Elvin,4,Enda Bolger,7th,6 l,6,12-0,116,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Custers Mistake (IRE),Miss L. Costello,7,John F. O'Neill,6th,2 l,6,10-13t,101,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Rock On Seamie (IRE),Miss F. Fox,7,Ray Hackett,5th,1 1/4 l,8,11-12,114,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Big Island (IRE),Ms H. Phillips,7,W. J. Lanigan,4th,1/2 l,6,11-5,107,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Fancy a Cosmo (IRE),Miss E. Cody,7,R. P. Cody,3rd,5 l,6,11-2t,104,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Rathnaleen Kal (IRE),Miss M. O'Sullivan,0,Eoin Christopher McCarthy,2nd,1/2 l,6,10-12,100,True,62,18
Punchestown Racing Results | 11th June 2023 16:00,N/A,16:00,Good To Yielding,2m 3f 130y,Warm In Gorey (IRE),Miss J. Walton,2,P. J. Rothwell,1st,N/A,5,10-3t,91,True,62,18
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Our Chezney (IRE),C. Smithers,0,Ms Helen P. Markham,PU,N/A,7,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Croi Corcra (IRE),Ben Bromley,5,Colin Bowe,PU,N/A,6,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Naruto (GER),Jack Foley,0,W. P. Mullins,F,N/A,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Eva Said No (IRE),Richard Condon,5,Louise G. Lyons,11th,16 l,7,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Durty Harry (IRE),Liam Quinlan,5,S. Curling,10th,1/2 l,6,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,I See You Now,Shane Fitzgerald,3,David Christie,9th,8 1/2 l,6,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Ebenezer Scrooge (IRE),D. J. Gilligan,7,Gordon Elliott,8th,2 l,6,11-12t,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Boblere (IRE),Gavin Peter Brouder,5,E. Sheehy,7th,27 l,5,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,The Bridge House (IRE),C. D. Maxwell,0,John Joseph Hanlon,6th,17 l,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Hudson Duster (IRE),N. J. Ryan,7,Noel Meade,5th,23 l,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Chasing Chances (IRE),Shane Fenelon,7,John Joseph Hanlon,4th,Neck,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Getaway Charlie (IRE),A. M. McCurtin,0,Timothy Doyle,3rd,5 1/2 l,7,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Champagnesocialist (IRE),Thomas Reilly,7,John McConnell,2nd,16 l,7,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Easy Fella (IRE),Niall Moore,7,R. P. Cody,1st,N/A,6,11-12p,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Our Chezney (IRE),C. Smithers,0,Ms Helen P. Markham,PU,N/A,7,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Croi Corcra (IRE),Ben Bromley,5,Colin Bowe,PU,N/A,6,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Naruto (GER),Jack Foley,0,W. P. Mullins,F,N/A,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Eva Said No (IRE),Richard Condon,5,Louise G. Lyons,11th,16 l,7,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Durty Harry (IRE),Liam Quinlan,5,S. Curling,10th,1/2 l,6,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,I See You Now,Shane Fitzgerald,3,David Christie,9th,8 1/2 l,6,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Ebenezer Scrooge (IRE),D. J. Gilligan,7,Gordon Elliott,8th,2 l,6,11-12t,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Boblere (IRE),Gavin Peter Brouder,5,E. Sheehy,7th,27 l,5,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,The Bridge House (IRE),C. D. Maxwell,0,John Joseph Hanlon,6th,17 l,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Hudson Duster (IRE),N. J. Ryan,7,Noel Meade,5th,23 l,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Chasing Chances (IRE),Shane Fenelon,7,John Joseph Hanlon,4th,Neck,5,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Getaway Charlie (IRE),A. M. McCurtin,0,Timothy Doyle,3rd,5 1/2 l,7,11-12,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Champagnesocialist (IRE),Thomas Reilly,7,John McConnell,2nd,16 l,7,11-5,-,True,62,19
Punchestown Racing Results | 11th June 2023 16:30,N/A,16:30,Good To Yielding,2m 7f 140y,Easy Fella (IRE),Niall Moore,7,R. P. Cody,1st,N/A,6,11-12p,-,True,62,19
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Macgiloney (IRE),D. King,5,Denis Hogan,PU,N/A,10,12-5,130,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Wa Wa (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,9th,39 l,8,11-3tp,114,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Barbary Master,L. A. McKenna,5,Noel Meade,8th,1 3/4 l,8,11-2,113,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Say It Ain't So,A. P. Kelly,7,Ray Hackett,7th,4 1/2 l,8,10-13t,110,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Slige Dala (IRE),M. M. McDonagh,0,Patrick T. Foley,6th,6 l,8,11-3t,114,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Hanoi Jane (IRE),M. P. O'Connor,5,T. M. Walsh,5th,1/2 l,6,10-0t,97,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Jumping Jet (IRE),D. J. Gilligan,7,Gordon Elliott,4th,4 1/4 l,7,11-5,116,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Country Queen (IRE),Corey McGivern,7,Gordon Elliott,3rd,4 3/4 l,6,11-0,111,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Ounce Of Gold (IRE),Peter Carberry,0,P. A. Fahy,2nd,1 1/2 l,6,10-0,97,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Mister Beeton (IRE),Shane Fitzgerald,0,Shane Nolan,1st,N/A,6,10-13,110,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Macgiloney (IRE),D. King,5,Denis Hogan,PU,N/A,10,12-5,130,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Wa Wa (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,9th,39 l,8,11-3tp,114,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Barbary Master,L. A. McKenna,5,Noel Meade,8th,1 3/4 l,8,11-2,113,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Say It Ain't So,A. P. Kelly,7,Ray Hackett,7th,4 1/2 l,8,10-13t,110,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Slige Dala (IRE),M. M. McDonagh,0,Patrick T. Foley,6th,6 l,8,11-3t,114,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Hanoi Jane (IRE),M. P. O'Connor,5,T. M. Walsh,5th,1/2 l,6,10-0t,97,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Jumping Jet (IRE),D. J. Gilligan,7,Gordon Elliott,4th,4 1/4 l,7,11-5,116,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Country Queen (IRE),Corey McGivern,7,Gordon Elliott,3rd,4 3/4 l,6,11-0,111,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Ounce Of Gold (IRE),Peter Carberry,0,P. A. Fahy,2nd,1 1/2 l,6,10-0,97,True,62,20
Punchestown Racing Results | 11th June 2023 17:00,N/A,17:00,Good To Yielding,2m 7f 140y,Mister Beeton (IRE),Shane Fitzgerald,0,Shane Nolan,1st,N/A,6,10-13,110,True,62,20
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Missus Beeton (IRE),C. M. Quirke,7,Shane Nolan,10th,1 1/2 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Cladagh Pearl (IRE),Mr P. A. King,5,S. Curling,9th,9 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Lackaneen Mag (IRE),A. P. Kelly,7,David Kenneth Budds,8th,4 1/4 l,5,11-4t1,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Zoomtime (IRE),Miss A. L. Fitzgibbon,7,Ross O'Sullivan,7th,1/2 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Lady Bluebird (IRE),Mr E. Finegan,7,Hugh P. Finegan,6th,6 l,6,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Avakate (IRE),Mr A. P. Ryan,7,A. Slattery,5th,1 1/2 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Dark Image,Mr W. T. Cronin,7,Eoin Christopher McCarthy,4th,Neck,5,11-11t1,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Dorset Lady (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,2 1/4 l,6,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Final Decision,Mr D. O'Connor,0,Anthony McCann,2nd,5 l,4,11-6,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Four Clean Aces (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,11-11,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Missus Beeton (IRE),C. M. Quirke,7,Shane Nolan,10th,1 1/2 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Cladagh Pearl (IRE),Mr P. A. King,5,S. Curling,9th,9 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Lackaneen Mag (IRE),A. P. Kelly,7,David Kenneth Budds,8th,4 1/4 l,5,11-4t1,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Zoomtime (IRE),Miss A. L. Fitzgibbon,7,Ross O'Sullivan,7th,1/2 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Lady Bluebird (IRE),Mr E. Finegan,7,Hugh P. Finegan,6th,6 l,6,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Avakate (IRE),Mr A. P. Ryan,7,A. Slattery,5th,1 1/2 l,5,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Dark Image,Mr W. T. Cronin,7,Eoin Christopher McCarthy,4th,Neck,5,11-11t1,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Dorset Lady (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,2 1/4 l,6,11-4,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Final Decision,Mr D. O'Connor,0,Anthony McCann,2nd,5 l,4,11-6,-,True,62,21
Punchestown Racing Results | 11th June 2023 17:30,N/A,17:30,Good To Yielding  Flat (Turf),2m,Four Clean Aces (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,11-11,-,True,62,21
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Little Mi Mi (IRE),William James Lee,0,K. J. Condon,10th,5 1/2 l,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Strong Possibility,N. M. Crosse,0,Mrs J. Harrington,9th,Neck,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Ciantov (IRE),C. D. Hayes,0,Andrew McNamara,8th,1 1/2 l,2,9-7,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Si Senior (IRE),R. C. Colgan,0,Patrick Magee,7th,2 1/2 l,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Lightening Army,Seamie Heffernan,0,Adrian Murray,6th,1 1/2 l,2,9-7b1,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Staysound Susie (IRE),Ben Martin Coen,0,A. Slattery,5th,Neck,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Ocean Baroque (IRE),Declan McDonogh,0,Kieran Patrick Cotter,4th,1 l,2,9-7,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Asean (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,3rd,3 1/4 l,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,I Am Invictus (IRE),C. T. Keane,0,M. D. O'Callaghan,2nd,Neck,2,9-7,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Pearls And Rubies (USA),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Little Mi Mi (IRE),William James Lee,0,K. J. Condon,10th,5 1/2 l,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Strong Possibility,N. M. Crosse,0,Mrs J. Harrington,9th,Neck,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Ciantov (IRE),C. D. Hayes,0,Andrew McNamara,8th,1 1/2 l,2,9-7,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Si Senior (IRE),R. C. Colgan,0,Patrick Magee,7th,2 1/2 l,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Lightening Army,Seamie Heffernan,0,Adrian Murray,6th,1 1/2 l,2,9-7b1,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Staysound Susie (IRE),Ben Martin Coen,0,A. Slattery,5th,Neck,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Ocean Baroque (IRE),Declan McDonogh,0,Kieran Patrick Cotter,4th,1 l,2,9-7,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Asean (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,3rd,3 1/4 l,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,I Am Invictus (IRE),C. T. Keane,0,M. D. O'Callaghan,2nd,Neck,2,9-7,-,True,62,22
Navan Racing Results | 11th June 2023 14:00,N/A,14:00,Good,5f,Pearls And Rubies (USA),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,62,22
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Tawaazon (IRE),C. T. Keane,0,James McAuley,7th,Head,5,10-0tb,92,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Sunday Sovereign,N. M. Crosse,0,James McAuley,6th,1/2 l,6,8-7t,71,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Curraheen Princess (IRE),W. M. Lordan,0,N. Stokes,5th,5 l,5,9-1,79,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Only Spoofing (IRE),G. F. Carroll,0,Kevin Thomas Coleman,4th,1/2 l,9,9-2,80,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Lokada (FR),L. F. Roche,0,M. D. O'Callaghan,3rd,3 l,4,8-7,71,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Harmony Rose,William James Lee,0,K. J. Condon,2nd,1/2 l,4,9-2,80,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Screen Siren (IRE),C. D. Hayes,0,Sarah Lynam,1st,N/A,5,8-8p,72,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Tawaazon (IRE),C. T. Keane,0,James McAuley,7th,Head,5,10-0tb,92,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Sunday Sovereign,N. M. Crosse,0,James McAuley,6th,1/2 l,6,8-7t,71,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Curraheen Princess (IRE),W. M. Lordan,0,N. Stokes,5th,5 l,5,9-1,79,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Only Spoofing (IRE),G. F. Carroll,0,Kevin Thomas Coleman,4th,1/2 l,9,9-2,80,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Lokada (FR),L. F. Roche,0,M. D. O'Callaghan,3rd,3 l,4,8-7,71,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Harmony Rose,William James Lee,0,K. J. Condon,2nd,1/2 l,4,9-2,80,True,62,23
Navan Racing Results | 11th June 2023 14:35,N/A,14:35,Good,5f,Screen Siren (IRE),C. D. Hayes,0,Sarah Lynam,1st,N/A,5,8-8p,72,True,62,23
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Maggie Thunder (IRE),C. D. Hayes,0,G. Hassett,19th,Head,7,9-2,55,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Senor Carrots (IRE),D. B. McMonagle,0,Andrew Oliver,18th,3 1/4 l,5,10-0b1,67,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,King's View (IRE),Sorcha Woods,7,L. Smyth,17th,Neck,6,8-8,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Shoebox King (IRE),C. Ngcobo,3,Kevin Thomas Coleman,16th,Nose,4,9-9,62,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Sin E Shekells,N. M. Crosse,0,J. G. Murray,15th,3/4 l,6,8-8p,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Ever Rock (IRE),Seamie Heffernan,0,J. J. Lambe,14th,3/4 l,7,9-11,64,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Adams Barbour (IRE),C. T. Keane,0,L. Smyth,13th,Short Head,6,9-9tb,62,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,American In Paris (IRE),M. W. Hassett,10,Denis Hogan,12th,Short Head,3,8-7,53,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Just Another (IRE),K. J. Leonard,0,L. Smyth,11th,Neck,4,8-8tb1,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Daintree (IRE),L. F. Roche,0,J. G. Coogan,10th,3/4 l,4,9-4v,57,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Juno Beach (IRE),W. M. Lordan,0,Charles O'Brien,9th,3/4 l,4,8-8tb1,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Realtin Fantasy (IRE),A. C. Persse,7,W. P. Browne,8th,Neck,7,9-0,53,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,My Girl Sioux (IRE),C. Horgan,7,A. Slattery,7th,Neck,3,8-7,53,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Autumnal Breeze (IRE),S. D. Bowen,7,Denis Hogan,6th,1/2 l,3,8-13,59,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Pretty Smart (IRE),J. Kearney,7,Patrick Martin,5th,Short Head,7,9-10,63,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Silver Nemo (IRE),R. P. Cleary,0,L. Smyth,4th,Neck,5,8-8tb,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Sosallycanwait (IRE),Declan McDonogh,0,Leanne Breen,3rd,1 1/2 l,4,8-11,50,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Stanhope (USA),Siobhan Rutledge,5,John McConnell,2nd,3/4 l,9,8-11,50,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Collective Power (IRE),Ben Martin Coen,0,Edward Lynam,1st,N/A,5,10-2,69,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Maggie Thunder (IRE),C. D. Hayes,0,G. Hassett,19th,Head,7,9-2,55,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Senor Carrots (IRE),D. B. McMonagle,0,Andrew Oliver,18th,3 1/4 l,5,10-0b1,67,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,King's View (IRE),Sorcha Woods,7,L. Smyth,17th,Neck,6,8-8,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Shoebox King (IRE),C. Ngcobo,3,Kevin Thomas Coleman,16th,Nose,4,9-9,62,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Sin E Shekells,N. M. Crosse,0,J. G. Murray,15th,3/4 l,6,8-8p,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Ever Rock (IRE),Seamie Heffernan,0,J. J. Lambe,14th,3/4 l,7,9-11,64,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Adams Barbour (IRE),C. T. Keane,0,L. Smyth,13th,Short Head,6,9-9tb,62,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,American In Paris (IRE),M. W. Hassett,10,Denis Hogan,12th,Short Head,3,8-7,53,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Just Another (IRE),K. J. Leonard,0,L. Smyth,11th,Neck,4,8-8tb1,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Daintree (IRE),L. F. Roche,0,J. G. Coogan,10th,3/4 l,4,9-4v,57,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Juno Beach (IRE),W. M. Lordan,0,Charles O'Brien,9th,3/4 l,4,8-8tb1,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Realtin Fantasy (IRE),A. C. Persse,7,W. P. Browne,8th,Neck,7,9-0,53,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,My Girl Sioux (IRE),C. Horgan,7,A. Slattery,7th,Neck,3,8-7,53,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Autumnal Breeze (IRE),S. D. Bowen,7,Denis Hogan,6th,1/2 l,3,8-13,59,True,62,24
