track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Might Be The One (IRE),P T Enright,0,A McNamara,15th,5 1/2 l,4,11-2,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Hello Johnjoe (IRE),J C Gainford,0,A McNamara,14th,Head,4,11-2,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Monkeyforajuice (IRE),B Hayes,0,D G Murphy,13th,3 3/4 l,4,11-9,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Fine Print (IRE),B W Harvey,0,J C McConnell,12th,18 l,4,11-9t,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Goldinthevalleys (IRE),R A Doyle,0,M Brassil,11th,3/4 l,5,11-12t,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Go To Town (IRE),D J Gilligan,0,S Fahey,10th,4 3/4 l,5,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Shannon Bank (IRE),C Stone-Walsh,0,G P Cromwell,9th,3 l,6,11-5,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Serotonin,B P Kennedy,7,P W Flynn,8th,2 3/4 l,5,11-12p,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Night Moon (GER),P Townend,0,W P Mullins,7th,3 1/4 l,5,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Stede Bonnet (IRE),J W Kennedy,0,G Elliott,6th,Neck,4,11-9,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Brosna Town (IRE),R J Condon,5,D K Weld,5th,Head,4,11-9t,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,West End Victory (IRE),J J Slevin,0,Stephen Gerard Carey,4th,1 l,7,11-5,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Pistocchi,J Smith,5,B McMahon,3rd,17 l,4,11-9h1,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Tatateo (IRE),D King,0,D Hogan,2nd,2 1/2 l,4,11-9t,115,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Ebony King (IRE),C M Quirke,0,A Slattery,1st,N/A,4,11-9,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Figaruso (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,6,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Just Dennis (IRE),S F O'Keeffe,0,Peter Maher,F,N/A,7,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Invincible Oscar (IRE),A Harvey,5,N C Kelly,17th,1 3/4 l,4,11-2,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Buckle And Bolts (IRE),J G Gilligan,5,P J Gilligan,16th,4 1/2 l,4,11-9,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Might Be The One (IRE),P T Enright,0,A McNamara,15th,5 1/2 l,4,11-2,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Hello Johnjoe (IRE),J C Gainford,0,A McNamara,14th,Head,4,11-2,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Monkeyforajuice (IRE),B Hayes,0,D G Murphy,13th,3 3/4 l,4,11-9,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Fine Print (IRE),B W Harvey,0,J C McConnell,12th,18 l,4,11-9t,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Goldinthevalleys (IRE),R A Doyle,0,M Brassil,11th,3/4 l,5,11-12t,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Go To Town (IRE),D J Gilligan,0,S Fahey,10th,4 3/4 l,5,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Shannon Bank (IRE),C Stone-Walsh,0,G P Cromwell,9th,3 l,6,11-5,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Serotonin,B P Kennedy,7,P W Flynn,8th,2 3/4 l,5,11-12p,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Night Moon (GER),P Townend,0,W P Mullins,7th,3 1/4 l,5,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Stede Bonnet (IRE),J W Kennedy,0,G Elliott,6th,Neck,4,11-9,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Brosna Town (IRE),R J Condon,5,D K Weld,5th,Head,4,11-9t,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,West End Victory (IRE),J J Slevin,0,Stephen Gerard Carey,4th,1 l,7,11-5,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Pistocchi,J Smith,5,B McMahon,3rd,17 l,4,11-9h1,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Tatateo (IRE),D King,0,D Hogan,2nd,2 1/2 l,4,11-9t,115,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Ebony King (IRE),C M Quirke,0,A Slattery,1st,N/A,4,11-9,-,True,9,30
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Telecon,R A Doyle,0,M Fahey,15th,15 l,8,11-12h,133,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Grann's Boy (IRE),D J O'Keeffe,0,H Rogers,14th,1 3/4 l,5,11-0,121,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Run For Harry (IRE),P M O'Brien,5,Mrs G Callaghan,13th,2 3/4 l,7,10-13tp,120,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Putapoundinthejar (IRE),K C Sexton,0,A J Martin,12th,Neck,5,11-7,128,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Metamorpheus (IRE),D E Mullins,0,R O'Brien,11th,Head,6,10-3,110,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Volantis (IRE),K M Donoghue,0,R O'Sullivan,10th,2 3/4 l,7,11-12,133,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Stuntman Steve (IRE),A Balfe,7,G P Cromwell,9th,2 1/2 l,6,11-2,123,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Autumn Twist (IRE),D King,0,D Hogan,8th,2 1/2 l,4,11-1p,125,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Last Kingdom (FR),P Townend,0,W P Mullins,7th,3/4 l,4,11-5,129,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,A Law Of Her Own (IRE),D J Gilligan,0,Peter Fahey,6th,Neck,8,10-9v,116,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Raydamann (FR),Sam Ewing,0,G Elliott,5th,3 l,4,10-8,118,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Sequoiaspirit (IRE),L Quinlan,0,R Hackett,4th,1/2 l,8,10-11t,118,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Messerschmitt (IRE),J W Kennedy,0,N Meade,3rd,1/2 l,4,10-13t1,123,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Toll Stone (IRE),D Meyler,0,E Mullins,2nd,Head,5,10-9,116,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Come On The Lads (IRE),E Staples,7,G P Cromwell,1st,N/A,5,10-9h,116,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Telecon,R A Doyle,0,M Fahey,15th,15 l,8,11-12h,133,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Grann's Boy (IRE),D J O'Keeffe,0,H Rogers,14th,1 3/4 l,5,11-0,121,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Run For Harry (IRE),P M O'Brien,5,Mrs G Callaghan,13th,2 3/4 l,7,10-13tp,120,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Putapoundinthejar (IRE),K C Sexton,0,A J Martin,12th,Neck,5,11-7,128,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Metamorpheus (IRE),D E Mullins,0,R O'Brien,11th,Head,6,10-3,110,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Volantis (IRE),K M Donoghue,0,R O'Sullivan,10th,2 3/4 l,7,11-12,133,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Stuntman Steve (IRE),A Balfe,7,G P Cromwell,9th,2 1/2 l,6,11-2,123,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Autumn Twist (IRE),D King,0,D Hogan,8th,2 1/2 l,4,11-1p,125,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Last Kingdom (FR),P Townend,0,W P Mullins,7th,3/4 l,4,11-5,129,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,A Law Of Her Own (IRE),D J Gilligan,0,Peter Fahey,6th,Neck,8,10-9v,116,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Raydamann (FR),Sam Ewing,0,G Elliott,5th,3 l,4,10-8,118,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Sequoiaspirit (IRE),L Quinlan,0,R Hackett,4th,1/2 l,8,10-11t,118,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Messerschmitt (IRE),J W Kennedy,0,N Meade,3rd,1/2 l,4,10-13t1,123,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Toll Stone (IRE),D Meyler,0,E Mullins,2nd,Head,5,10-9,116,True,9,31
Galway Racing Results | 2nd August 2025 14:37,2025-08-02,14:37,Good,2m 175y,Come On The Lads (IRE),E Staples,7,G P Cromwell,1st,N/A,5,10-9h,116,True,9,31
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Dream On Baby (IRE),D Meyler,0,E Mullins,NR,N/A,5,11-4t,128,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Golden Temple (IRE),Sam Ewing,0,N Meade,19th,29 l,5,10-12tp,122,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Coral River (IRE),C G O'Dwyer,5,T Mullins,18th,5 l,6,10-12,122,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Reverend Hubert (IRE),P Byrnes,0,C Byrnes,17th,1 1/2 l,7,11-12p,136,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Timmy Tuesday (IRE),F Brickley,7,G Elliott,16th,3 3/4 l,7,11-12,136,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Butcher Hollow (IRE),J C Gainford,0,T Cooper,15th,1 3/4 l,6,11-0t,124,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Tonaghneave Well (IRE),E Staples,7,G P Cromwell,14th,3/4 l,5,11-6p,130,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Maughreen (IRE),P Townend,0,W P Mullins,13th,5 l,6,10-12h,122,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,So Scottish (FR),S D Torrens,0,E Mullins,12th,1/2 l,8,11-5tp,129,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Baltic Bird,P M O'Brien,5,W Durkan,11th,14 l,6,11-1p1,125,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Grimaud (FR),K C Sexton,0,G Elliott,10th,2 l,5,10-11,121,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Topgun Simmy (IRE),R A Doyle,0,J J Hanlon,9th,4 1/2 l,6,11-9,133,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Watch The Weather,D J Gilligan,0,R P Cody,8th,1/2 l,9,10-13t,123,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Stormalong (IRE),D J O'Keeffe,0,D Budds,7th,1 l,7,11-5t,129,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Vischio (IRE),D E Mullins,0,E Mullins,6th,1/2 l,8,11-4t,128,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Mousey Brown (IRE),Mr D McGill,7,D A McLoughlin,5th,5 l,8,11-6t,130,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Teed Up (IRE),Conor Clarke,7,E Mullins,4th,1/2 l,8,10-13t,123,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Chart Topper (FR),B Hayes,0,W P Mullins,3rd,1/2 l,6,11-9,133,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Fascile Mode (IRE),J Coen,3,T Mullins,2nd,2 1/4 l,7,11-5p,129,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Winning Smut (IRE),J W Kennedy,0,G Elliott,1st,N/A,6,10-12t,122,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Dream On Baby (IRE),D Meyler,0,E Mullins,NR,N/A,5,11-4t,128,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Golden Temple (IRE),Sam Ewing,0,N Meade,19th,29 l,5,10-12tp,122,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Coral River (IRE),C G O'Dwyer,5,T Mullins,18th,5 l,6,10-12,122,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Reverend Hubert (IRE),P Byrnes,0,C Byrnes,17th,1 1/2 l,7,11-12p,136,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Timmy Tuesday (IRE),F Brickley,7,G Elliott,16th,3 3/4 l,7,11-12,136,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Butcher Hollow (IRE),J C Gainford,0,T Cooper,15th,1 3/4 l,6,11-0t,124,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Tonaghneave Well (IRE),E Staples,7,G P Cromwell,14th,3/4 l,5,11-6p,130,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Maughreen (IRE),P Townend,0,W P Mullins,13th,5 l,6,10-12h,122,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,So Scottish (FR),S D Torrens,0,E Mullins,12th,1/2 l,8,11-5tp,129,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Baltic Bird,P M O'Brien,5,W Durkan,11th,14 l,6,11-1p1,125,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Grimaud (FR),K C Sexton,0,G Elliott,10th,2 l,5,10-11,121,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Topgun Simmy (IRE),R A Doyle,0,J J Hanlon,9th,4 1/2 l,6,11-9,133,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Watch The Weather,D J Gilligan,0,R P Cody,8th,1/2 l,9,10-13t,123,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Stormalong (IRE),D J O'Keeffe,0,D Budds,7th,1 l,7,11-5t,129,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Vischio (IRE),D E Mullins,0,E Mullins,6th,1/2 l,8,11-4t,128,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Mousey Brown (IRE),Mr D McGill,7,D A McLoughlin,5th,5 l,8,11-6t,130,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Teed Up (IRE),Conor Clarke,7,E Mullins,4th,1/2 l,8,10-13t,123,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Chart Topper (FR),B Hayes,0,W P Mullins,3rd,1/2 l,6,11-9,133,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Fascile Mode (IRE),J Coen,3,T Mullins,2nd,2 1/4 l,7,11-5p,129,True,9,32
Galway Racing Results | 2nd August 2025 15:12,2025-08-02,15:12,Good,2m 6f 108y,Winning Smut (IRE),J W Kennedy,0,G Elliott,1st,N/A,6,10-12t,122,True,9,32
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Miss Blanco (IRE),Mr F Maguire,0,T J Nagle-Jr,15th,12 l,5,11-11t1,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,The Fitter (IRE),Mr L E Galligan,7,T Gibney,14th,23 l,4,11-8t1,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Quill Energy (IRE),Mr K P Healy,7,Mrs M Whelehan,13th,6 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Peppa's Dancer (IRE),Mr E P O'Brien,5,D Howard,12th,2 3/4 l,8,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Suil Curuil (IRE),Mr T A Halford,7,T Hogan,11th,15 l,4,11-8ht,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Rainbow Connection (IRE),Mr L P Shanahan,7,R O'Sullivan,10th,7 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Sing My Story (IRE),Mr B Aherne,7,E F Gallagher,9th,1 1/4 l,6,11-11t,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Whispering Willow (IRE),Mr O T Gilligan,7,P J Gilligan,8th,Neck,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Something Fabulous (IRE),Mr F R Buckley,7,J C McConnell,7th,2 1/4 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Run For The Border (IRE),Mr D McGill,7,J P Ryan,6th,3 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Let It Settle (IRE),Mr J R Martin,7,G P Cromwell,5th,1 3/4 l,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Cailin Deas (IRE),Mr R W Barron,5,James Andrew Fahey,4th,1 3/4 l,7,11-11t,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Brave Lady (IRE),Mr D O'Connor,0,Peter Fahey,3rd,2 3/4 l,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Midnight Musical (IRE),Miss A B O'Connor,0,A McCann,2nd,3/4 l,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Some Pretender,Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Miss Blanco (IRE),Mr F Maguire,0,T J Nagle-Jr,15th,12 l,5,11-11t1,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,The Fitter (IRE),Mr L E Galligan,7,T Gibney,14th,23 l,4,11-8t1,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Quill Energy (IRE),Mr K P Healy,7,Mrs M Whelehan,13th,6 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Peppa's Dancer (IRE),Mr E P O'Brien,5,D Howard,12th,2 3/4 l,8,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Suil Curuil (IRE),Mr T A Halford,7,T Hogan,11th,15 l,4,11-8ht,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Rainbow Connection (IRE),Mr L P Shanahan,7,R O'Sullivan,10th,7 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Sing My Story (IRE),Mr B Aherne,7,E F Gallagher,9th,1 1/4 l,6,11-11t,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Whispering Willow (IRE),Mr O T Gilligan,7,P J Gilligan,8th,Neck,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Something Fabulous (IRE),Mr F R Buckley,7,J C McConnell,7th,2 1/4 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Run For The Border (IRE),Mr D McGill,7,J P Ryan,6th,3 l,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Let It Settle (IRE),Mr J R Martin,7,G P Cromwell,5th,1 3/4 l,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Cailin Deas (IRE),Mr R W Barron,5,James Andrew Fahey,4th,1 3/4 l,7,11-11t,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Brave Lady (IRE),Mr D O'Connor,0,Peter Fahey,3rd,2 3/4 l,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Midnight Musical (IRE),Miss A B O'Connor,0,A McCann,2nd,3/4 l,4,11-8,-,True,9,33
Galway Racing Results | 2nd August 2025 15:52,2025-08-02,15:52,Good,2m 175y,Some Pretender,Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,9,33
Galway Racing Results | 2nd August 2025 16:27,2025-08-02,16:27,Good To Yielding,1m 73y,Monvoe (IRE),J A Heffernan,0,R P Cody,9th,2 1/4 l,2,9-7,-,True,9,34
Galway Racing Results | 2nd August 2025 16:27,2025-08-02,16:27,Good To Yielding,1m 73y,Fortis Puer (IRE),R P Cleary,0,Dermot Kilmartin,8th,4 3/4 l,2,9-7,-,True,9,34
Galway Racing Results | 2nd August 2025 16:27,2025-08-02,16:27,Good To Yielding,1m 73y,Winday (FR),G F Carroll,0,E Mullins,7th,1 3/4 l,2,9-7,-,True,9,34
Galway Racing Results | 2nd August 2025 16:27,2025-08-02,16:27,Good To Yielding,1m 73y,Adel (GER),R P Whelan,0,M O'Callaghan,6th,1 1/2 l,2,9-7,-,True,9,34
Galway Racing Results | 2nd August 2025 16:27,2025-08-02,16:27,Good To Yielding,1m 73y,Spectical (IRE),C D Hayes,0,Mrs J Harrington,5th,Nose,2,9-7,-,True,9,34
Galway Racing Results | 2nd August 2025 16:27,2025-08-02,16:27,Good To Yielding,1m 73y,Hanak (IRE),B M Coen,0,J P Murtagh,4th,3 l,2,9-7,-,True,9,34
