track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,O'Reilly (FR),R Whearty,3,Peter Fahey,12th,4 1/4 l,7,8-12tp1,85,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Lope De Lilas (IRE),G F Carroll,0,W P Mullins,11th,1 l,4,9-7,94,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Mo Ghille Mar (IRE),S T McCullagh,0,Mrs J Harrington,10th,1 l,4,9-5p,92,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,En Or (FR),J S Dalton,10,A J Martin,9th,2 l,7,9-4t,91,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Soaring Monarch (IRE),Nicola Burns,7,J M Barrett,8th,1 1/2 l,8,9-1,88,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Lord Church (IRE),D McMonagle,0,E Mullins,7th,1/2 l,4,8-12,85,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,God Of Thunder (IRE),K G Kennedy,5,D Hogan,6th,Neck,6,8-12tp,85,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Cloud Seeker,A J Slattery,0,A Slattery,5th,Head,4,9-6,93,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Fleetfoot (IRE),D P McDonogh,0,J S Bolger,4th,1 l,5,9-6t,93,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Acapulco Bay (IRE),W M Lordan,0,A P O'Brien,3rd,1/2 l,3,9-2,99,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,2nd,Head,4,9-9p,96,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Nans View (IRE),L F Roche,0,J P Fahey,1st,N/A,4,8-12,85,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Extensio (IRE),J M Sheridan,0,P F O'Donnell,18th,18 l,8,9-5,92,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Weston (GER),G M Ryan,0,H Rogers,17th,6 1/2 l,6,8-13t,86,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Mashhoor,J A Heffernan,0,J P Murtagh,16th,1 1/4 l,7,9-10h1,97,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Star Harbour (IRE),Adam Caffrey,0,A McGuinness,15th,1/2 l,7,9-10v,97,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Qaasid (IRE),D J O'Connor,7,J J Hanlon,14th,Neck,7,9-4v,91,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Layfayette (IRE),C D Hayes,0,N Meade,13th,Nose,8,10-0tp,101,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,O'Reilly (FR),R Whearty,3,Peter Fahey,12th,4 1/4 l,7,8-12tp1,85,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Lope De Lilas (IRE),G F Carroll,0,W P Mullins,11th,1 l,4,9-7,94,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Mo Ghille Mar (IRE),S T McCullagh,0,Mrs J Harrington,10th,1 l,4,9-5p,92,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,En Or (FR),J S Dalton,10,A J Martin,9th,2 l,7,9-4t,91,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Soaring Monarch (IRE),Nicola Burns,7,J M Barrett,8th,1 1/2 l,8,9-1,88,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Lord Church (IRE),D McMonagle,0,E Mullins,7th,1/2 l,4,8-12,85,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,God Of Thunder (IRE),K G Kennedy,5,D Hogan,6th,Neck,6,8-12tp,85,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Cloud Seeker,A J Slattery,0,A Slattery,5th,Head,4,9-6,93,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Fleetfoot (IRE),D P McDonogh,0,J S Bolger,4th,1 l,5,9-6t,93,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Acapulco Bay (IRE),W M Lordan,0,A P O'Brien,3rd,1/2 l,3,9-2,99,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,2nd,Head,4,9-9p,96,True,9,25
Galway Racing Results | 1st August 2025 18:35,2025-08-01,18:35,Yielding (Good To Yielding In Places),1m 4f,Nans View (IRE),L F Roche,0,J P Fahey,1st,N/A,4,8-12,85,True,9,25
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Roudha (QAT),L T McAteer,0,D Hogan,10th,6 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Master Sydney (IRE),J M Sheridan,0,P W Flynn,9th,1 l,4,9-13,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Royal Cave (IRE),M L Malone,10,C Timmons,8th,7 l,6,9-13,92,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Onaqui (IRE),D P McDonogh,0,J P O'Brien,7th,1/2 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Thru The Gap (IRE),J Kearney,3,P Magee,6th,1 1/2 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Ledecky (IRE),Nicola Burns,7,P Twomey,5th,1/2 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Colpe Cross,J A Heffernan,0,N Lupini,4th,3 1/2 l,4,9-13,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Jannah Star (IRE),D McMonagle,0,J P O'Brien,3rd,3/4 l,3,9-3,79,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Generous Support (IRE),R Coakley,0,J S Bolger,2nd,1 1/4 l,3,9-3t,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Eternal Spirit (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-3b1,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Roudha (QAT),L T McAteer,0,D Hogan,10th,6 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Master Sydney (IRE),J M Sheridan,0,P W Flynn,9th,1 l,4,9-13,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Royal Cave (IRE),M L Malone,10,C Timmons,8th,7 l,6,9-13,92,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Onaqui (IRE),D P McDonogh,0,J P O'Brien,7th,1/2 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Thru The Gap (IRE),J Kearney,3,P Magee,6th,1 1/2 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Ledecky (IRE),Nicola Burns,7,P Twomey,5th,1/2 l,3,9-3,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Colpe Cross,J A Heffernan,0,N Lupini,4th,3 1/2 l,4,9-13,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Jannah Star (IRE),D McMonagle,0,J P O'Brien,3rd,3/4 l,3,9-3,79,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Generous Support (IRE),R Coakley,0,J S Bolger,2nd,1 1/4 l,3,9-3t,-,True,9,26
Galway Racing Results | 1st August 2025 19:10,2025-08-01,19:10,Yielding (Good To Yielding In Places),1m 4f,Eternal Spirit (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-3b1,-,True,9,26
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Clever And Classy (IRE),D P McDonogh,0,J S Bolger,16th,3 1/4 l,3,9-7,62,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Mystic Rose (IRE),P McGettigan,7,P Magee,15th,7 1/2 l,3,9-10,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Flynn Ryder,L F Roche,0,Eoghan O'Neill,14th,2 1/4 l,3,9-13p,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Spanish Temptress (IRE),D McMonagle,0,R O'Brien,13th,1 1/2 l,3,10-0,69,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Dance For Chester (IRE),J Kearney,3,Stephen Thorne,12th,4 1/2 l,3,9-10,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Brosna Green (IRE),S T McCullagh,0,Mrs J Harrington,11th,5 1/2 l,3,9-13tb1,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Ribee (IRE),W Joyce,3,M Mulvany,10th,4 1/2 l,3,9-13,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Chica Guerrera (IRE),R P Whelan,0,M Fahey,9th,3 l,3,9-9,64,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,In The Minus (IRE),J S Dalton,10,B Cawley,8th,3/4 l,3,9-7,62,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Red Scarlet (IRE),J A Heffernan,0,R P Cody,7th,Neck,3,9-12p1,67,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Vega's Muse,K G Kennedy,5,Mrs J Harrington,6th,3 1/2 l,3,9-13b1,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Elusive Duke (IRE),G M Ryan,0,M A Molloy,5th,2 l,3,9-10,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Cezarro (IRE),R M Mulligan,7,John O'Donoghue,4th,1/2 l,3,9-9tb1,64,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Rizal (FR),B M Coen,0,J P Murtagh,3rd,2 1/4 l,3,9-13,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,William F Browne (IRE),G F Carroll,0,P W Flynn,2nd,1/2 l,3,9-10p1,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Mother Mara,Nicola Burns,7,Gerard O'Leary,1st,N/A,3,9-13,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Clever And Classy (IRE),D P McDonogh,0,J S Bolger,16th,3 1/4 l,3,9-7,62,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Mystic Rose (IRE),P McGettigan,7,P Magee,15th,7 1/2 l,3,9-10,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Flynn Ryder,L F Roche,0,Eoghan O'Neill,14th,2 1/4 l,3,9-13p,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Spanish Temptress (IRE),D McMonagle,0,R O'Brien,13th,1 1/2 l,3,10-0,69,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Dance For Chester (IRE),J Kearney,3,Stephen Thorne,12th,4 1/2 l,3,9-10,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Brosna Green (IRE),S T McCullagh,0,Mrs J Harrington,11th,5 1/2 l,3,9-13tb1,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Ribee (IRE),W Joyce,3,M Mulvany,10th,4 1/2 l,3,9-13,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Chica Guerrera (IRE),R P Whelan,0,M Fahey,9th,3 l,3,9-9,64,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,In The Minus (IRE),J S Dalton,10,B Cawley,8th,3/4 l,3,9-7,62,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Red Scarlet (IRE),J A Heffernan,0,R P Cody,7th,Neck,3,9-12p1,67,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Vega's Muse,K G Kennedy,5,Mrs J Harrington,6th,3 1/2 l,3,9-13b1,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Elusive Duke (IRE),G M Ryan,0,M A Molloy,5th,2 l,3,9-10,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Cezarro (IRE),R M Mulligan,7,John O'Donoghue,4th,1/2 l,3,9-9tb1,64,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Rizal (FR),B M Coen,0,J P Murtagh,3rd,2 1/4 l,3,9-13,68,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,William F Browne (IRE),G F Carroll,0,P W Flynn,2nd,1/2 l,3,9-10p1,65,True,9,27
Galway Racing Results | 1st August 2025 19:40,2025-08-01,19:40,Yielding (Good To Yielding In Places),1m 98y,Mother Mara,Nicola Burns,7,Gerard O'Leary,1st,N/A,3,9-13,68,True,9,27
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Coconut Grove (FR),Miss A B O'Connor,3,N Madden,7th,1 3/4 l,4,9-9t,-,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Colonia Victoria (FR),B M Coen,0,P Nolan,6th,7 1/2 l,5,9-0,90,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,This Songisforyou (USA),S Coen,7,E Mullins,5th,1 1/4 l,7,9-12t1,100,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Bunting (FR),D McMonagle,0,W P Mullins,4th,2 1/2 l,5,9-5,-,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Charlus (IRE),J A Heffernan,0,W P Mullins,3rd,3 1/4 l,4,9-5h1,97,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Sky Captain (IRE),C D Hayes,0,P Twomey,2nd,5 l,4,9-9,-,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Taipan (FR),K G Kennedy,5,Mrs J Harrington,1st,N/A,7,9-9p,95,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Coconut Grove (FR),Miss A B O'Connor,3,N Madden,7th,1 3/4 l,4,9-9t,-,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Colonia Victoria (FR),B M Coen,0,P Nolan,6th,7 1/2 l,5,9-0,90,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,This Songisforyou (USA),S Coen,7,E Mullins,5th,1 1/4 l,7,9-12t1,100,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Bunting (FR),D McMonagle,0,W P Mullins,4th,2 1/2 l,5,9-5,-,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Charlus (IRE),J A Heffernan,0,W P Mullins,3rd,3 1/4 l,4,9-5h1,97,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Sky Captain (IRE),C D Hayes,0,P Twomey,2nd,5 l,4,9-9,-,True,9,28
Galway Racing Results | 1st August 2025 20:10,2025-08-01,20:10,Yielding (Good To Yielding In Places),1m 6f 14y,Taipan (FR),K G Kennedy,5,Mrs J Harrington,1st,N/A,7,9-9p,95,True,9,28
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Cuckaloo Hill (IRE),C D Hayes,0,P Nolan,16th,3 1/2 l,3,8-10,62,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Glenroyal (IRE),D McMonagle,0,J P O'Brien,15th,7 l,3,9-7p1,73,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Boola Times (IRE),L P Keniry,0,D Budds,14th,3/4 l,4,9-7,63,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Kool One (SPA),J Kearney,3,Conor Maxwell,13th,1 3/4 l,4,9-8,64,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,12th,Nose,4,10-0,70,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Pralognan (FR),J S Dalton,10,A J Martin,11th,Nose,6,10-0t,70,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Preparations (IRE),A J Slattery,0,A Slattery,10th,1/2 l,4,9-11,67,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Spanish John (IRE),J A Heffernan,0,P A Fahy,9th,1/2 l,7,9-4,60,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Ellaat,R Coakley,0,Ian O'Connor,8th,1 1/4 l,9,9-6,62,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Churchwarden (IRE),D W O'Connor,0,J C McConnell,7th,Neck,5,9-9p,65,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Miss Gitana (IRE),K G Kennedy,5,G Elliott,6th,2 l,4,9-12,68,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Ehteyat (GER),D J O'Connor,7,Michael Flannery,5th,1 1/2 l,6,9-10b,66,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Beautiful Chaos (IRE),S R Markey,10,R O'Sullivan,4th,Neck,7,9-9p,65,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Lagoon Nebula,L T McAteer,0,A Kinirons,3rd,1 1/4 l,4,10-0,70,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Coulstys Way (IRE),R Whearty,3,P Magee,2nd,2 l,3,8-12,64,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Steps In The Sand (IRE),P McGettigan,7,Ciaran Murphy,1st,N/A,6,9-6,62,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Cuckaloo Hill (IRE),C D Hayes,0,P Nolan,16th,3 1/2 l,3,8-10,62,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Glenroyal (IRE),D McMonagle,0,J P O'Brien,15th,7 l,3,9-7p1,73,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Boola Times (IRE),L P Keniry,0,D Budds,14th,3/4 l,4,9-7,63,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Kool One (SPA),J Kearney,3,Conor Maxwell,13th,1 3/4 l,4,9-8,64,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,12th,Nose,4,10-0,70,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Pralognan (FR),J S Dalton,10,A J Martin,11th,Nose,6,10-0t,70,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Preparations (IRE),A J Slattery,0,A Slattery,10th,1/2 l,4,9-11,67,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Spanish John (IRE),J A Heffernan,0,P A Fahy,9th,1/2 l,7,9-4,60,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Ellaat,R Coakley,0,Ian O'Connor,8th,1 1/4 l,9,9-6,62,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Churchwarden (IRE),D W O'Connor,0,J C McConnell,7th,Neck,5,9-9p,65,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Miss Gitana (IRE),K G Kennedy,5,G Elliott,6th,2 l,4,9-12,68,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Ehteyat (GER),D J O'Connor,7,Michael Flannery,5th,1 1/2 l,6,9-10b,66,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Beautiful Chaos (IRE),S R Markey,10,R O'Sullivan,4th,Neck,7,9-9p,65,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Lagoon Nebula,L T McAteer,0,A Kinirons,3rd,1 1/4 l,4,10-0,70,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Coulstys Way (IRE),R Whearty,3,P Magee,2nd,2 l,3,8-12,64,True,9,29
Galway Racing Results | 1st August 2025 20:40,2025-08-01,20:40,Yielding (Good To Yielding In Places),1m 6f 14y,Steps In The Sand (IRE),P McGettigan,7,Ciaran Murphy,1st,N/A,6,9-6,62,True,9,29
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Figaruso (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,6,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Just Dennis (IRE),S F O'Keeffe,0,Peter Maher,F,N/A,7,11-12,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Invincible Oscar (IRE),A Harvey,5,N C Kelly,17th,1 3/4 l,4,11-2,-,True,9,30
Galway Racing Results | 2nd August 2025 14:02,2025-08-02,14:02,Good,2m 175y,Buckle And Bolts (IRE),J G Gilligan,5,P J Gilligan,16th,4 1/2 l,4,11-9,-,True,9,30
