track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:48,Good,1m 2f,Sacred Oath (IRE),C D Hayes,0,D K Weld,4th,1 l,4,9-5p,77,True,168,13
N/A,N/A,14:48,Good,1m 2f,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,3rd,1 l,4,9-13p,85,True,168,13
N/A,N/A,14:48,Good,1m 2f,Ard Na Mara (IRE),D P McDonogh,0,J S Bolger,2nd,2 3/4 l,4,9-0t,72,True,168,13
N/A,N/A,14:48,Good,1m 2f,Himalayan Heights (IRE),C T Keane,0,G M Lyons,1st,N/A,4,9-13,85,True,168,13
N/A,N/A,15:18,Good,1m,Jet Warrior,W J Lee,0,N Lupini,NR,N/A,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Wertpol (IRE),N G McCullagh,0,J P Murtagh,7th,1 1/4 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Desmond Castle (IRE),D McMonagle,0,J P O'Brien,6th,1 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,If I Was You (IRE),L T McAteer,0,D Marnane,5th,1 1/4 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Voice Of Northeast (IRE),T Casey,10,M Mulvany,4th,3/4 l,3,9-8t,-,True,168,14
N/A,N/A,15:18,Good,1m,Some Performance (USA),S Foley,0,Mrs J Harrington,3rd,1 1/2 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,No Such Thing (IRE),C T Keane,0,G M Lyons,2nd,7 1/2 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Alakazi (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Jet Warrior,W J Lee,0,N Lupini,NR,N/A,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Wertpol (IRE),N G McCullagh,0,J P Murtagh,7th,1 1/4 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Desmond Castle (IRE),D McMonagle,0,J P O'Brien,6th,1 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,If I Was You (IRE),L T McAteer,0,D Marnane,5th,1 1/4 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Voice Of Northeast (IRE),T Casey,10,M Mulvany,4th,3/4 l,3,9-8t,-,True,168,14
N/A,N/A,15:18,Good,1m,Some Performance (USA),S Foley,0,Mrs J Harrington,3rd,1 1/2 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,No Such Thing (IRE),C T Keane,0,G M Lyons,2nd,7 1/2 l,3,9-8,-,True,168,14
N/A,N/A,15:18,Good,1m,Alakazi (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,168,14
N/A,N/A,15:48,Good,1m,This Songisforyou (USA),B M Coen,0,E Mullins,NR,N/A,7,9-7,-,True,168,15
N/A,N/A,15:48,Good,1m,Bluedrum (IRE),S Foley,0,Mrs J Harrington,5th,36 l,4,9-2p1,-,True,168,15
N/A,N/A,15:48,Good,1m,Uluru (IRE),D McMonagle,0,J P O'Brien,4th,1/2 l,4,9-2,-,True,168,15
N/A,N/A,15:48,Good,1m,Thalara (IRE),W J Lee,0,H De Bromhead,3rd,1 3/4 l,5,9-2,-,True,168,15
N/A,N/A,15:48,Good,1m,Mutasarref,C T Keane,0,G M Lyons,2nd,Neck,7,9-12,-,True,168,15
N/A,N/A,15:48,Good,1m,Lord Massusus (IRE),G F Carroll,0,J G Murphy,1st,N/A,5,9-10h,-,True,168,15
N/A,N/A,15:48,Good,1m,This Songisforyou (USA),B M Coen,0,E Mullins,NR,N/A,7,9-7,-,True,168,15
N/A,N/A,15:48,Good,1m,Bluedrum (IRE),S Foley,0,Mrs J Harrington,5th,36 l,4,9-2p1,-,True,168,15
N/A,N/A,15:48,Good,1m,Uluru (IRE),D McMonagle,0,J P O'Brien,4th,1/2 l,4,9-2,-,True,168,15
N/A,N/A,15:48,Good,1m,Thalara (IRE),W J Lee,0,H De Bromhead,3rd,1 3/4 l,5,9-2,-,True,168,15
N/A,N/A,15:48,Good,1m,Mutasarref,C T Keane,0,G M Lyons,2nd,Neck,7,9-12,-,True,168,15
N/A,N/A,15:48,Good,1m,Lord Massusus (IRE),G F Carroll,0,J G Murphy,1st,N/A,5,9-10h,-,True,168,15
N/A,N/A,16:18,Good,7f 14y,Morning Approach (IRE),N M Crosse,0,W McCreery,13th,1 1/2 l,7,9-6,71,True,168,16
N/A,N/A,16:18,Good,7f 14y,Imperial Fighter (IRE),W J Lee,0,P J McKenna,12th,Neck,6,9-3h,68,True,168,16
N/A,N/A,16:18,Good,7f 14y,Tawaazon (IRE),J A Heffernan,0,J A Kinsella,11th,2 1/4 l,7,9-4tp,69,True,168,16
N/A,N/A,16:18,Good,7f 14y,Roman Harry (IRE),J J G Ryan,3,C O'Connell,10th,3 l,5,9-2,67,True,168,16
N/A,N/A,16:18,Good,7f 14y,Proleek Prince (IRE),R M Mulligan,7,M Rice,9th,Neck,5,10-0,79,True,168,16
N/A,N/A,16:18,Good,7f 14y,Port Louis (IRE),R Whearty,3,N Meade,8th,Head,4,9-6,71,True,168,16
N/A,N/A,16:18,Good,7f 14y,Pier Pressure (FR),C T Keane,0,G M Lyons,7th,Neck,5,9-13,78,True,168,16
N/A,N/A,16:18,Good,7f 14y,Red Hugh O'Donnell (IRE),D S O'Sullivan,7,G Scott,6th,Head,4,9-5tb1,70,True,168,16
N/A,N/A,16:18,Good,7f 14y,The Bear Trap (IRE),B M Coen,0,J Geoghegan,5th,Nose,4,9-8v,73,True,168,16
N/A,N/A,16:18,Good,7f 14y,Moyassr (IRE),J Kearney,5,John E & Kiely,4th,1/2 l,4,9-7t1,72,True,168,16
N/A,N/A,16:18,Good,7f 14y,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,3rd,1/2 l,8,9-12v,77,True,168,16
N/A,N/A,16:18,Good,7f 14y,Desert Haven,J A Powell,3,N Meade,2nd,1/2 l,5,9-13t,78,True,168,16
N/A,N/A,16:18,Good,7f 14y,Enchanted Garden (IRE),J M Sheridan,0,A Mullins,1st,N/A,4,9-7,72,True,168,16
N/A,N/A,16:18,Good,7f 14y,Morning Approach (IRE),N M Crosse,0,W McCreery,13th,1 1/2 l,7,9-6,71,True,168,16
N/A,N/A,16:18,Good,7f 14y,Imperial Fighter (IRE),W J Lee,0,P J McKenna,12th,Neck,6,9-3h,68,True,168,16
N/A,N/A,16:18,Good,7f 14y,Tawaazon (IRE),J A Heffernan,0,J A Kinsella,11th,2 1/4 l,7,9-4tp,69,True,168,16
N/A,N/A,16:18,Good,7f 14y,Roman Harry (IRE),J J G Ryan,3,C O'Connell,10th,3 l,5,9-2,67,True,168,16
N/A,N/A,16:18,Good,7f 14y,Proleek Prince (IRE),R M Mulligan,7,M Rice,9th,Neck,5,10-0,79,True,168,16
N/A,N/A,16:18,Good,7f 14y,Port Louis (IRE),R Whearty,3,N Meade,8th,Head,4,9-6,71,True,168,16
N/A,N/A,16:18,Good,7f 14y,Pier Pressure (FR),C T Keane,0,G M Lyons,7th,Neck,5,9-13,78,True,168,16
N/A,N/A,16:18,Good,7f 14y,Red Hugh O'Donnell (IRE),D S O'Sullivan,7,G Scott,6th,Head,4,9-5tb1,70,True,168,16
N/A,N/A,16:18,Good,7f 14y,The Bear Trap (IRE),B M Coen,0,J Geoghegan,5th,Nose,4,9-8v,73,True,168,16
N/A,N/A,16:18,Good,7f 14y,Moyassr (IRE),J Kearney,5,John E & Kiely,4th,1/2 l,4,9-7t1,72,True,168,16
N/A,N/A,16:18,Good,7f 14y,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,3rd,1/2 l,8,9-12v,77,True,168,16
N/A,N/A,16:18,Good,7f 14y,Desert Haven,J A Powell,3,N Meade,2nd,1/2 l,5,9-13t,78,True,168,16
N/A,N/A,16:18,Good,7f 14y,Enchanted Garden (IRE),J M Sheridan,0,A Mullins,1st,N/A,4,9-7,72,True,168,16
N/A,N/A,16:53,Good,7f 14y,Hastily,J Cleary,5,Tom McGuinness,NR,N/A,6,9-10,53,True,168,17
N/A,N/A,16:53,Good,7f 14y,Quiet Affair,W Joyce,5,J Barcoe,10th,4 1/4 l,4,8-11,40,True,168,17
N/A,N/A,16:53,Good,7f 14y,Nikki Swango (IRE),J A Heffernan,0,J C McConnell,9th,1/2 l,4,9-9,52,True,168,17
N/A,N/A,16:53,Good,7f 14y,Chica Power (IRE),C T Keane,0,A J Martin,8th,3/4 l,7,9-6,49,True,168,17
N/A,N/A,16:53,Good,7f 14y,Jurality,B M Coen,0,P W Flynn,7th,2 l,4,10-0,57,True,168,17
N/A,N/A,16:53,Good,7f 14y,Half Nutz (IRE),R C Colgan,0,C Timmons,6th,2 1/2 l,8,10-0,57,True,168,17
N/A,N/A,16:53,Good,7f 14y,Harry The Rogue (IRE),A J Slattery,0,A Slattery,5th,4 l,4,9-11,54,True,168,17
N/A,N/A,16:53,Good,7f 14y,Bucky Larson (IRE),S Foley,0,R Donohoe,4th,Head,10,9-3,46,True,168,17
N/A,N/A,16:53,Good,7f 14y,Deuteronomy (IRE),Nicola Burns,7,R P Burns,3rd,1 1/2 l,6,8-11,40,True,168,17
N/A,N/A,16:53,Good,7f 14y,Browned Off (IRE),L T McAteer,0,P W Flynn,2nd,1/2 l,4,9-3,46,True,168,17
N/A,N/A,16:53,Good,7f 14y,Are You In Or Out (IRE),C D Hayes,0,P Stafford,1st,N/A,4,9-8,51,True,168,17
N/A,N/A,16:53,Good,7f 14y,Hastily,J Cleary,5,Tom McGuinness,NR,N/A,6,9-10,53,True,168,17
N/A,N/A,16:53,Good,7f 14y,Quiet Affair,W Joyce,5,J Barcoe,10th,4 1/4 l,4,8-11,40,True,168,17
N/A,N/A,16:53,Good,7f 14y,Nikki Swango (IRE),J A Heffernan,0,J C McConnell,9th,1/2 l,4,9-9,52,True,168,17
N/A,N/A,16:53,Good,7f 14y,Chica Power (IRE),C T Keane,0,A J Martin,8th,3/4 l,7,9-6,49,True,168,17
N/A,N/A,16:53,Good,7f 14y,Jurality,B M Coen,0,P W Flynn,7th,2 l,4,10-0,57,True,168,17
N/A,N/A,16:53,Good,7f 14y,Half Nutz (IRE),R C Colgan,0,C Timmons,6th,2 1/2 l,8,10-0,57,True,168,17
N/A,N/A,16:53,Good,7f 14y,Harry The Rogue (IRE),A J Slattery,0,A Slattery,5th,4 l,4,9-11,54,True,168,17
N/A,N/A,16:53,Good,7f 14y,Bucky Larson (IRE),S Foley,0,R Donohoe,4th,Head,10,9-3,46,True,168,17
N/A,N/A,16:53,Good,7f 14y,Deuteronomy (IRE),Nicola Burns,7,R P Burns,3rd,1 1/2 l,6,8-11,40,True,168,17
N/A,N/A,16:53,Good,7f 14y,Browned Off (IRE),L T McAteer,0,P W Flynn,2nd,1/2 l,4,9-3,46,True,168,17
N/A,N/A,16:53,Good,7f 14y,Are You In Or Out (IRE),C D Hayes,0,P Stafford,1st,N/A,4,9-8,51,True,168,17
N/A,N/A,17:25,Good,1m 1f,Knockmore Prince (IRE),C D Hayes,0,J C McConnell,NR,N/A,5,8-11tp,40,True,168,18
N/A,N/A,17:25,Good,1m 1f,Still Rolling (IRE),B M Coen,0,P J F Murphy,10th,50 l,4,10-1,58,True,168,18
N/A,N/A,17:25,Good,1m 1f,Serengeti Sunrise (IRE),W Joyce,5,R K Watson,9th,3/4 l,4,9-5,48,True,168,18
N/A,N/A,17:25,Good,1m 1f,Guest Star,C D Fahy,10,J C McConnell,8th,1 1/4 l,4,10-2b,59,True,168,18
N/A,N/A,17:25,Good,1m 1f,Duleek Street (IRE),R Coakley,0,J C McConnell,7th,3/4 l,7,9-9,52,True,168,18
N/A,N/A,17:25,Good,1m 1f,Dynamite Defense (IRE),D J O'Connor,10,D Hogan,6th,1/2 l,4,9-11p,54,True,168,18
N/A,N/A,17:25,Good,1m 1f,Slieve Bearnagh (IRE),L T McAteer,0,D Marnane,5th,1 1/2 l,8,9-4t,47,True,168,18
N/A,N/A,17:25,Good,1m 1f,Si Senior (IRE),J Kearney,5,P Magee,4th,1/2 l,4,10-2ht,59,True,168,18
N/A,N/A,17:25,Good,1m 1f,Higher Kingdom,Adam Caffrey,0,A McGuinness,3rd,2 l,8,9-12t,55,True,168,18
N/A,N/A,17:25,Good,1m 1f,Sayfa Fad (IRE),C T Keane,0,J Geoghegan,2nd,1 1/2 l,4,9-4b1,47,True,168,18
N/A,N/A,17:25,Good,1m 1f,Harbanaker (IRE),J M Sheridan,0,William Harvey,1st,N/A,8,8-12t,41,True,168,18
N/A,N/A,17:25,Good,1m 1f,Knockmore Prince (IRE),C D Hayes,0,J C McConnell,NR,N/A,5,8-11tp,40,True,168,18
N/A,N/A,17:25,Good,1m 1f,Still Rolling (IRE),B M Coen,0,P J F Murphy,10th,50 l,4,10-1,58,True,168,18
N/A,N/A,17:25,Good,1m 1f,Serengeti Sunrise (IRE),W Joyce,5,R K Watson,9th,3/4 l,4,9-5,48,True,168,18
N/A,N/A,17:25,Good,1m 1f,Guest Star,C D Fahy,10,J C McConnell,8th,1 1/4 l,4,10-2b,59,True,168,18
N/A,N/A,17:25,Good,1m 1f,Duleek Street (IRE),R Coakley,0,J C McConnell,7th,3/4 l,7,9-9,52,True,168,18
N/A,N/A,17:25,Good,1m 1f,Dynamite Defense (IRE),D J O'Connor,10,D Hogan,6th,1/2 l,4,9-11p,54,True,168,18
N/A,N/A,17:25,Good,1m 1f,Slieve Bearnagh (IRE),L T McAteer,0,D Marnane,5th,1 1/2 l,8,9-4t,47,True,168,18
N/A,N/A,17:25,Good,1m 1f,Si Senior (IRE),J Kearney,5,P Magee,4th,1/2 l,4,10-2ht,59,True,168,18
N/A,N/A,17:25,Good,1m 1f,Higher Kingdom,Adam Caffrey,0,A McGuinness,3rd,2 l,8,9-12t,55,True,168,18
N/A,N/A,17:25,Good,1m 1f,Sayfa Fad (IRE),C T Keane,0,J Geoghegan,2nd,1 1/2 l,4,9-4b1,47,True,168,18
N/A,N/A,17:25,Good,1m 1f,Harbanaker (IRE),J M Sheridan,0,William Harvey,1st,N/A,8,8-12t,41,True,168,18
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Wild Wild Wind (IRE),P T Enright,0,M A Cahill,11th,4 3/4 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Kick On Nellie (IRE),S F O'Keeffe,0,J P Ryan,10th,29 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Lady's Choice (IRE),P Hanlon,7,J J Hanlon,9th,16 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Guess What (IRE),P F Kavanagh,7,E Bolger,8th,6 1/2 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Kentucky Bluebird (IRE),C Stone-Walsh,3,G P Cromwell,7th,4 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Samba Train (IRE),S Fitzgerald,0,E Bolger,6th,2 1/4 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Game Phoenix (IRE),D J O'Keeffe,0,Paul Power,5th,9 l,4,11-2h,102,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Rhythm Of Life (FR),D J Gilligan,0,G Elliott,4th,5 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Atlantic City,E Walsh,0,Ciaran Murphy,3rd,1/2 l,4,11-2p1,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Janes Harbour (IRE),M P Walsh,0,J P O'Brien,2nd,2 l,4,11-2ht,109,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Preparations (IRE),C M Quirke,3,A Slattery,1st,N/A,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Wild Wild Wind (IRE),P T Enright,0,M A Cahill,11th,4 3/4 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Kick On Nellie (IRE),S F O'Keeffe,0,J P Ryan,10th,29 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Lady's Choice (IRE),P Hanlon,7,J J Hanlon,9th,16 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Guess What (IRE),P F Kavanagh,7,E Bolger,8th,6 1/2 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Kentucky Bluebird (IRE),C Stone-Walsh,3,G P Cromwell,7th,4 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Samba Train (IRE),S Fitzgerald,0,E Bolger,6th,2 1/4 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Game Phoenix (IRE),D J O'Keeffe,0,Paul Power,5th,9 l,4,11-2h,102,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Rhythm Of Life (FR),D J Gilligan,0,G Elliott,4th,5 l,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Atlantic City,E Walsh,0,Ciaran Murphy,3rd,1/2 l,4,11-2p1,-,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Janes Harbour (IRE),M P Walsh,0,J P O'Brien,2nd,2 l,4,11-2ht,109,True,168,19
Limerick Racing Results | 10th April 2025 14:17,N/A,14:17,Good (Good To Yielding In Places),2m,Preparations (IRE),C M Quirke,3,A Slattery,1st,N/A,4,11-2,-,True,168,19
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Mujeres Isla (IRE),P T Enright,0,R Tyner,NR,N/A,5,12-0t1,100,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Old Kenmare (IRE),Kevin A Murphy,7,Eamon Courtney,NR,N/A,6,11-0,86,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Sea The Sunset,B Hayes,0,J Morrison,12th,6 l,6,11-0,86,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Who's In Midfield (IRE),J J Slevin,0,S K Ryder,11th,3 3/4 l,7,11-2t,88,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Kir Royal Blou (FR),J C Gainford,0,W J Burke,10th,17 l,5,10-6tp1,78,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Makfils (FR),D Meyler,0,R O'Sullivan,9th,6 l,8,11-7t,93,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Notevenatext (IRE),D King,0,Brendan Walsh,8th,8 1/2 l,7,10-5,77,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,7th,1 l,11,10-10tp,82,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Tingarran Express (IRE),S D Torrens,0,Miss D O'Shea,6th,Nose,8,12-0h,100,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Phoenix Cowboy (USA),P F Kavanagh,7,M Winters,5th,2 3/4 l,8,11-11b,97,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Splendid Choice (IRE),D Robinson,0,P J Rothwell,4th,1/2 l,6,11-4p,90,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Navy Waves (IRE),R P Treacy,0,Mrs J Cashin,3rd,1 1/2 l,7,10-13p,85,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Cramers Valley (IRE),T Power Roche,5,P J Rothwell,2nd,2 1/2 l,6,10-12b,84,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Midnight Eagle (IRE),C M Quirke,3,Aengus King,1st,N/A,5,11-2,88,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Mujeres Isla (IRE),P T Enright,0,R Tyner,NR,N/A,5,12-0t1,100,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Old Kenmare (IRE),Kevin A Murphy,7,Eamon Courtney,NR,N/A,6,11-0,86,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Sea The Sunset,B Hayes,0,J Morrison,12th,6 l,6,11-0,86,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Who's In Midfield (IRE),J J Slevin,0,S K Ryder,11th,3 3/4 l,7,11-2t,88,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Kir Royal Blou (FR),J C Gainford,0,W J Burke,10th,17 l,5,10-6tp1,78,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Makfils (FR),D Meyler,0,R O'Sullivan,9th,6 l,8,11-7t,93,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Notevenatext (IRE),D King,0,Brendan Walsh,8th,8 1/2 l,7,10-5,77,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,7th,1 l,11,10-10tp,82,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Tingarran Express (IRE),S D Torrens,0,Miss D O'Shea,6th,Nose,8,12-0h,100,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Phoenix Cowboy (USA),P F Kavanagh,7,M Winters,5th,2 3/4 l,8,11-11b,97,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Splendid Choice (IRE),D Robinson,0,P J Rothwell,4th,1/2 l,6,11-4p,90,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Navy Waves (IRE),R P Treacy,0,Mrs J Cashin,3rd,1 1/2 l,7,10-13p,85,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Cramers Valley (IRE),T Power Roche,5,P J Rothwell,2nd,2 1/2 l,6,10-12b,84,True,168,20
Limerick Racing Results | 10th April 2025 14:52,N/A,14:52,Good (Good To Yielding In Places),2m,Midnight Eagle (IRE),C M Quirke,3,Aengus King,1st,N/A,5,11-2,88,True,168,20
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Nowwhatdoyouthink (IRE),L Quinlan,3,R Hackett,NR,N/A,6,11-12,120,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,The Dancing Tree (IRE),K M Donoghue,0,G P Cromwell,6th,43 l,6,11-4,112,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Its Not Over Yet (IRE),P T Enright,0,O McKiernan,5th,1 l,6,10-11,105,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Redcliff Glen (GER),P Byrnes,0,C Byrnes,4th,3/4 l,5,10-7,101,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Kingdom Calling (FR),G B Noonan,5,E McCarthy,3rd,15 l,5,10-7ht,101,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Andyourbirdcansing (IRE),S F O'Keeffe,0,J P Ryan,2nd,6 l,7,10-5,99,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Mercury Mission,T Power Roche,5,P J Rothwell,1st,N/A,6,10-12p,106,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Nowwhatdoyouthink (IRE),L Quinlan,3,R Hackett,NR,N/A,6,11-12,120,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,The Dancing Tree (IRE),K M Donoghue,0,G P Cromwell,6th,43 l,6,11-4,112,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Its Not Over Yet (IRE),P T Enright,0,O McKiernan,5th,1 l,6,10-11,105,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Redcliff Glen (GER),P Byrnes,0,C Byrnes,4th,3/4 l,5,10-7,101,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Kingdom Calling (FR),G B Noonan,5,E McCarthy,3rd,15 l,5,10-7ht,101,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Andyourbirdcansing (IRE),S F O'Keeffe,0,J P Ryan,2nd,6 l,7,10-5,99,True,168,21
Limerick Racing Results | 10th April 2025 15:27,N/A,15:27,Good (Good To Yielding In Places),2m,Mercury Mission,T Power Roche,5,P J Rothwell,1st,N/A,6,10-12p,106,True,168,21
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Mikey Maloo (IRE),R A Berry,7,L P Cusack,PU,N/A,7,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Daws Cross (IRE),C D Smithers,7,P T Foley,PU,N/A,6,11-12h1,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Thetownilovedsowel (IRE),H E Sexton,7,P A Fahy,8th,74 l,6,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Diablo Loco (IRE),S F O'Keeffe,0,D Hassett,7th,3 1/2 l,5,11-12,-,True,168,22
