track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Arion Soldier (IRE),R A Doyle,0,Eamon Courtney,NR,N/A,7,12-1,123,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,West Is Awake (IRE),E Walsh,0,E Cawley,PU,N/A,9,11-2ht,110,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Brave Adam (IRE),T Joseph Kelly,7,T Cooper,PU,N/A,7,10-3t,97,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Now Where Or When (IRE),J J Slevin,0,S R B Crawford,PU,N/A,10,11-8tp,116,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Notkeepinyagoing (IRE),A Harvey,5,J C McConnell,10th,13 l,8,11-9t,117,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Redstone (IRE),S W Flanagan,0,H Rogers,9th,57 l,7,12-2,124,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Slanagaibhgoleir (IRE),F Brickley,7,G Elliott,8th,2 3/4 l,7,12-0,122,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,John Storey (IRE),D J Gilligan,0,L P Cusack,7th,1/2 l,7,10-7,101,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Born Bright (IRE),J Smith,5,C O'Connell,6th,1 1/4 l,6,11-4,112,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Crossing The Bar (IRE),Tiernan Power Roche,5,C Collins,5th,1 l,8,11-6tp,114,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Young Lucy (IRE),C Stone-Walsh,3,A J Martin,4th,2 l,6,10-10t,104,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Doctor Churchill (IRE),Cian Cullinan,7,P J Hayes,3rd,1/2 l,7,11-5p,113,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Topgun Simmy (IRE),P Hanlon,7,J J Hanlon,2nd,1 1/4 l,6,12-0,122,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,The Miracle Man (IRE),D Meyler,0,A L T Moore,1st,N/A,7,10-7,101,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Arion Soldier (IRE),R A Doyle,0,Eamon Courtney,NR,N/A,7,12-1,123,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,West Is Awake (IRE),E Walsh,0,E Cawley,PU,N/A,9,11-2ht,110,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Brave Adam (IRE),T Joseph Kelly,7,T Cooper,PU,N/A,7,10-3t,97,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Now Where Or When (IRE),J J Slevin,0,S R B Crawford,PU,N/A,10,11-8tp,116,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Notkeepinyagoing (IRE),A Harvey,5,J C McConnell,10th,13 l,8,11-9t,117,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Redstone (IRE),S W Flanagan,0,H Rogers,9th,57 l,7,12-2,124,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Slanagaibhgoleir (IRE),F Brickley,7,G Elliott,8th,2 3/4 l,7,12-0,122,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,John Storey (IRE),D J Gilligan,0,L P Cusack,7th,1/2 l,7,10-7,101,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Born Bright (IRE),J Smith,5,C O'Connell,6th,1 1/4 l,6,11-4,112,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Crossing The Bar (IRE),Tiernan Power Roche,5,C Collins,5th,1 l,8,11-6tp,114,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Young Lucy (IRE),C Stone-Walsh,3,A J Martin,4th,2 l,6,10-10t,104,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Doctor Churchill (IRE),Cian Cullinan,7,P J Hayes,3rd,1/2 l,7,11-5p,113,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,Topgun Simmy (IRE),P Hanlon,7,J J Hanlon,2nd,1 1/4 l,6,12-0,122,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:12,N/A,16:12,Good To Yielding,3m,The Miracle Man (IRE),D Meyler,0,A L T Moore,1st,N/A,7,10-7,101,True,168,1
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,PU,N/A,7,11-7,91,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Mooretown Lad (IRE),B W Harvey,0,J C McConnell,PU,N/A,5,11-2,86,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Esticky End (IRE),D Robinson,0,Tom McGuinness,PU,N/A,7,10-11,81,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Midnight Eugene (IRE),C M Quirke,3,T Doyle,PU,N/A,8,10-12b,82,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Where's Nanny (IRE),Cian Cullinan,7,E & P Harty,F,N/A,6,11-11,95,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Bhean Saibhre (IRE),P K Donovan,5,A A Howard,9th,1/2 l,4,11-6ht,98,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,My Policy (IRE),P M O'Brien,7,P Rooney,8th,3 1/2 l,6,11-10p,94,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Woodford Warrior (IRE),C D Smithers,7,P T Foley,7th,3 1/4 l,5,11-13,97,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Blue Reed (FR),Tiernan Power Roche,5,C Collins,6th,9 1/2 l,6,12-0t,98,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,King Of The Bronx (IRE),C Stone-Walsh,3,G P Cromwell,5th,Neck,4,11-0,92,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Quinn The Eskimo (GER),R Deegan,0,P Nolan,4th,1 1/2 l,5,11-1,85,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Oakley (GER),D E Mullins,0,A Mullins,3rd,3 3/4 l,7,12-0,98,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Cleopatra's Needle (IRE),S W Flanagan,0,H Rogers,2nd,2 1/4 l,7,11-10ht,94,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Malbas,K E Buckley,0,E Buckley,1st,N/A,9,11-7,91,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,PU,N/A,7,11-7,91,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Mooretown Lad (IRE),B W Harvey,0,J C McConnell,PU,N/A,5,11-2,86,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Esticky End (IRE),D Robinson,0,Tom McGuinness,PU,N/A,7,10-11,81,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Midnight Eugene (IRE),C M Quirke,3,T Doyle,PU,N/A,8,10-12b,82,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Where's Nanny (IRE),Cian Cullinan,7,E & P Harty,F,N/A,6,11-11,95,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Bhean Saibhre (IRE),P K Donovan,5,A A Howard,9th,1/2 l,4,11-6ht,98,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,My Policy (IRE),P M O'Brien,7,P Rooney,8th,3 1/2 l,6,11-10p,94,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Woodford Warrior (IRE),C D Smithers,7,P T Foley,7th,3 1/4 l,5,11-13,97,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Blue Reed (FR),Tiernan Power Roche,5,C Collins,6th,9 1/2 l,6,12-0t,98,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,King Of The Bronx (IRE),C Stone-Walsh,3,G P Cromwell,5th,Neck,4,11-0,92,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Quinn The Eskimo (GER),R Deegan,0,P Nolan,4th,1 1/2 l,5,11-1,85,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Oakley (GER),D E Mullins,0,A Mullins,3rd,3 3/4 l,7,12-0,98,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Cleopatra's Needle (IRE),S W Flanagan,0,H Rogers,2nd,2 1/4 l,7,11-10ht,94,True,168,2
Fairyhouse Racing Results | 6th April 2025 16:47,N/A,16:47,Good To Yielding,2m,Malbas,K E Buckley,0,E Buckley,1st,N/A,9,11-7,91,True,168,2
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Torpille Dagrostis (FR),Mr H C Swan,0,G Elliott,NR,N/A,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Jolie Folie (IRE),Mr N McParlan,0,S R B Crawford,NR,N/A,6,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Cameletta Vega (IRE),Miss J Townend,0,W P Mullins,NR,N/A,6,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Royal Hillsborough (IRE),Miss A B O'Connor,0,S R B Crawford,PU,N/A,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Oh Janey (IRE),Mr S Connor,0,S R B Crawford,7th,3 3/4 l,5,11-7t,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Moon Eclipse (IRE),Mr P J Cody,0,J P O'Brien,6th,4 1/2 l,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Churchfield Sunset (IRE),Mr J L Gleeson,0,E Mullins,5th,7 l,5,11-11t,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Amen Kate (IRE),Mr F Maguire,0,T Cooper,4th,2 1/2 l,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Future Prospect (IRE),Mr P W Mullins,0,W P Mullins,3rd,Nose,5,11-7h1,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Carrigmoornaspruce (IRE),Mr D L Queally,0,D Queally,2nd,6 l,5,11-7h1,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Switch From Diesel (IRE),Mr R W Barron,0,R O'Sullivan,1st,N/A,6,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Torpille Dagrostis (FR),Mr H C Swan,0,G Elliott,NR,N/A,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Jolie Folie (IRE),Mr N McParlan,0,S R B Crawford,NR,N/A,6,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Cameletta Vega (IRE),Miss J Townend,0,W P Mullins,NR,N/A,6,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Royal Hillsborough (IRE),Miss A B O'Connor,0,S R B Crawford,PU,N/A,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Oh Janey (IRE),Mr S Connor,0,S R B Crawford,7th,3 3/4 l,5,11-7t,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Moon Eclipse (IRE),Mr P J Cody,0,J P O'Brien,6th,4 1/2 l,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Churchfield Sunset (IRE),Mr J L Gleeson,0,E Mullins,5th,7 l,5,11-11t,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Amen Kate (IRE),Mr F Maguire,0,T Cooper,4th,2 1/2 l,5,11-7,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Future Prospect (IRE),Mr P W Mullins,0,W P Mullins,3rd,Nose,5,11-7h1,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Carrigmoornaspruce (IRE),Mr D L Queally,0,D Queally,2nd,6 l,5,11-7h1,-,True,168,3
Fairyhouse Racing Results | 6th April 2025 17:22,N/A,17:22,Good To Yielding,2m,Switch From Diesel (IRE),Mr R W Barron,0,R O'Sullivan,1st,N/A,6,11-7,-,True,168,3
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Happy Henry (IRE),N M Crosse,0,W McCreery,NR,N/A,4,9-12,51,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Akeela,A C Persse,7,M A Cahill,9th,Head,5,9-13,52,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Dark Willow (IRE),G P Halpin,0,Mrs M Whelehan,8th,3 1/4 l,5,9-9,48,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Gegenpressing,Alexandra Egan,10,E & P Harty,7th,1/2 l,7,10-0t,53,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Little Mi Mi (IRE),D W O'Connor,0,C P Donoghue,6th,1/2 l,4,10-0t,53,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Hasiyna (IRE),R Coakley,0,J C McConnell,5th,1/2 l,5,10-0,53,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Lismacbryan Hill (IRE),C D Hayes,0,P Magee,4th,Neck,4,9-4,43,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Navorrosse (IRE),R M Mulligan,7,G A Kingston,3rd,1/2 l,8,9-6h,45,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Stanhope,K G Kennedy,5,J C McConnell,2nd,1 3/4 l,11,9-11,50,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Step Back In Time (IRE),C T Keane,0,C Timmons,1st,N/A,7,9-5p,44,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Happy Henry (IRE),N M Crosse,0,W McCreery,NR,N/A,4,9-12,51,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Akeela,A C Persse,7,M A Cahill,9th,Head,5,9-13,52,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Dark Willow (IRE),G P Halpin,0,Mrs M Whelehan,8th,3 1/4 l,5,9-9,48,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Gegenpressing,Alexandra Egan,10,E & P Harty,7th,1/2 l,7,10-0t,53,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Little Mi Mi (IRE),D W O'Connor,0,C P Donoghue,6th,1/2 l,4,10-0t,53,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Hasiyna (IRE),R Coakley,0,J C McConnell,5th,1/2 l,5,10-0,53,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Lismacbryan Hill (IRE),C D Hayes,0,P Magee,4th,Neck,4,9-4,43,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Navorrosse (IRE),R M Mulligan,7,G A Kingston,3rd,1/2 l,8,9-6h,45,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Stanhope,K G Kennedy,5,J C McConnell,2nd,1 3/4 l,11,9-11,50,True,168,4
Navan Racing Results | 8th April 2025 14:10,N/A,14:10,Good,5f 180y,Step Back In Time (IRE),C T Keane,0,C Timmons,1st,N/A,7,9-5p,44,True,168,4
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Cinammon Coco (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Beat The Devil (IRE),J Kearney,5,P Magee,NR,N/A,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Paint The Moon,R P Cleary,0,K H Clarke,12th,1 1/4 l,4,10-7,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Radial Symmetry (IRE),R Coakley,0,J S Bolger,11th,Neck,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Faro Island,W J Lee,0,A Oliver,10th,Short Head,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Highway Sixty One (IRE),L F Roche,0,A McNamara,9th,1 1/4 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Bungle Lichious (IRE),L T McAteer,0,P W Flynn,8th,2 1/2 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Brandon Creek,S Foley,0,Mrs J Harrington,7th,3 3/4 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Sonic Invader (IRE),R Whearty,3,N Meade,6th,Nose,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Rubadub Dubh (IRE),G F Carroll,0,G M Lyons,5th,7 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Diego El Queso (IRE),C T Keane,0,G M Lyons,4th,Short Head,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Omni Man (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-6t1,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Zahrann (IRE),B M Coen,0,J P Murtagh,2nd,Head,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Mississippi River (IRE),J Cleary,5,A P O'Brien,1st,N/A,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Cinammon Coco (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Beat The Devil (IRE),J Kearney,5,P Magee,NR,N/A,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Paint The Moon,R P Cleary,0,K H Clarke,12th,1 1/4 l,4,10-7,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Radial Symmetry (IRE),R Coakley,0,J S Bolger,11th,Neck,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Faro Island,W J Lee,0,A Oliver,10th,Short Head,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Highway Sixty One (IRE),L F Roche,0,A McNamara,9th,1 1/4 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Bungle Lichious (IRE),L T McAteer,0,P W Flynn,8th,2 1/2 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Brandon Creek,S Foley,0,Mrs J Harrington,7th,3 3/4 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Sonic Invader (IRE),R Whearty,3,N Meade,6th,Nose,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Rubadub Dubh (IRE),G F Carroll,0,G M Lyons,5th,7 l,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Diego El Queso (IRE),C T Keane,0,G M Lyons,4th,Short Head,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Omni Man (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-6t1,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Zahrann (IRE),B M Coen,0,J P Murtagh,2nd,Head,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 14:40,N/A,14:40,Good  (Turf),1m 10y,Mississippi River (IRE),J Cleary,5,A P O'Brien,1st,N/A,3,9-6,-,True,168,5
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Grappa Nonino (IRE),C D Hayes,0,D K Weld,NR,N/A,6,8-7,79,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Star Harbour (IRE),Adam Caffrey,0,A McGuinness,6th,1 1/2 l,7,10-2v,102,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Bay Of Sanibel (GER),S Foley,0,Mrs J Harrington,5th,1/2 l,5,9-12p,98,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Mo Ghille Mar (IRE),K G Kennedy,5,Mrs J Harrington,4th,2 l,4,9-2p,88,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Mordor (FR),M W Hassett,5,G Elliott,3rd,1 1/4 l,5,8-7,79,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Poetic Sound (IRE),C T Keane,0,G M Lyons,2nd,Neck,4,9-9,95,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Saturn (IRE),S T McCullagh,0,Mrs J Harrington,1st,N/A,5,9-5t,91,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Grappa Nonino (IRE),C D Hayes,0,D K Weld,NR,N/A,6,8-7,79,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Star Harbour (IRE),Adam Caffrey,0,A McGuinness,6th,1 1/2 l,7,10-2v,102,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Bay Of Sanibel (GER),S Foley,0,Mrs J Harrington,5th,1/2 l,5,9-12p,98,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Mo Ghille Mar (IRE),K G Kennedy,5,Mrs J Harrington,4th,2 l,4,9-2p,88,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Mordor (FR),M W Hassett,5,G Elliott,3rd,1 1/4 l,5,8-7,79,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Poetic Sound (IRE),C T Keane,0,G M Lyons,2nd,Neck,4,9-9,95,True,168,6
Navan Racing Results | 8th April 2025 15:10,N/A,15:10,Good,1m 6f,Saturn (IRE),S T McCullagh,0,Mrs J Harrington,1st,N/A,5,9-5t,91,True,168,6
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Jazz Forever (IRE),D McMonagle,0,P W Flynn,NR,N/A,5,9-1,57,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Viceregent,J A Heffernan,0,H D McGuigan,11th,17 l,8,9-9,65,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Churchwarden (IRE),D W O'Connor,0,J C McConnell,10th,1 3/4 l,5,10-1,71,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Duke Of Leggagh (IRE),W Joyce,5,M Mulvany,9th,1 l,5,9-13t,69,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Bynx (IRE),M W Hassett,5,M Hassett,8th,1 1/4 l,7,8-11,53,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Imarajan (IRE),C D Hayes,0,E & P Harty,7th,Head,4,9-12t,68,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Scott Lang (IRE),L T McAteer,0,P W Flynn,6th,1/2 l,8,9-12p,68,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Tudor Manor (IRE),R Donaghue-Leahy,7,P J Flynn,5th,1 1/2 l,9,10-2,72,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Billie Frechette (IRE),C T Keane,0,N Meade,4th,1/2 l,4,9-4t,60,True,168,7
