track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Goddaughter (IRE),N M Crosse,0,T G McCourt,13th,5 l,3,8-7,43,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Audscar,Adam Caffrey,0,J C McConnell,12th,11 l,5,8-12t1,42,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,The Mighty Penny (IRE),D W O'Connor,0,J C McConnell,11th,10 l,4,9-11p1,55,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Picpoul (IRE),W Joyce,3,M Rice,10th,1 3/4 l,7,9-2t,46,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Wayside Lady (IRE),P McGettigan,7,P J Hayes,9th,2 3/4 l,5,8-10t,40,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Lohengrin,J J G Ryan,3,E D Delany,8th,1/2 l,5,10-2tp,60,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Duleek Street (IRE),R Coakley,0,J C McConnell,7th,2 3/4 l,7,9-5p,49,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Tara Power (IRE),N G McCullagh,0,K H Clarke,6th,1 1/4 l,7,9-6t,50,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Tassarolo,D King,3,D Hogan,4th,Head,4,10-2tp,60,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Idomything (IRE),R P Cleary,0,C W J Farrell,4th,Dead Heat,3,8-7,48,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Kartayaz (IRE),R M Mulligan,7,G A Kingston,3rd,6 l,8,8-12,42,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Maxwell Smart (IRE),Sadhbh Tormey,10,T G McCourt,2nd,1 1/2 l,4,9-0,44,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Celtic Druid (IRE),R Whearty,3,T G McCourt,1st,N/A,4,8-11,41,True,4,6
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Elza Diva (IRE),C D Hayes,0,M Fahey,15th,9 1/2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,War Saint (IRE),B M Coen,0,J P Murtagh,14th,Head,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Carnival Spirit (IRE),Aileen O'Sullivan,7,S Millar,13th,3 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Lady Landhort (IRE),L F Roche,0,M Fahey,12th,Short Head,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Darwin's Angel (IRE),J Kearney,3,Stephen Thorne,11th,3 1/2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Eat Pray Run (IRE),D McMonagle,0,J P O'Brien,10th,1 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Practical Move (IRE),L T McAteer,0,M Butler,9th,Short Head,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Simmering Seas (IRE),J M Sheridan,0,Donnacha O'Brien,8th,2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Prairie Echoes (IRE),D P McDonogh,0,K P Cotter,7th,1 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Smart Sioux (IRE),R P Cleary,0,C O'Connell,6th,1/2 l,2,9-2t1,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Fleur De Rose (IRE),P A Harnett,5,Donnacha O'Brien,5th,1 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Monte Vista (IRE),G M Ryan,0,Donnacha O'Brien,4th,1 1/2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Cactus (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Tornado Kiss (IRE),A J Slattery,0,A Slattery,2nd,Neck,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,By The Lake (IRE),R Whearty,3,G M Lyons,1st,N/A,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Elza Diva (IRE),C D Hayes,0,M Fahey,15th,9 1/2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,War Saint (IRE),B M Coen,0,J P Murtagh,14th,Head,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Carnival Spirit (IRE),Aileen O'Sullivan,7,S Millar,13th,3 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Lady Landhort (IRE),L F Roche,0,M Fahey,12th,Short Head,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Darwin's Angel (IRE),J Kearney,3,Stephen Thorne,11th,3 1/2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Eat Pray Run (IRE),D McMonagle,0,J P O'Brien,10th,1 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Practical Move (IRE),L T McAteer,0,M Butler,9th,Short Head,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Simmering Seas (IRE),J M Sheridan,0,Donnacha O'Brien,8th,2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Prairie Echoes (IRE),D P McDonogh,0,K P Cotter,7th,1 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Smart Sioux (IRE),R P Cleary,0,C O'Connell,6th,1/2 l,2,9-2t1,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Fleur De Rose (IRE),P A Harnett,5,Donnacha O'Brien,5th,1 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Monte Vista (IRE),G M Ryan,0,Donnacha O'Brien,4th,1 1/2 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Cactus (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,Tornado Kiss (IRE),A J Slattery,0,A Slattery,2nd,Neck,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 13:57,2025-07-05,13:57,Good (Good To Firm In Places),5f,By The Lake (IRE),R Whearty,3,G M Lyons,1st,N/A,2,9-2,-,True,4,7
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Theroadtoserfdom (IRE),L T McAteer,0,B W Duke,8th,8 l,2,9-0,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Stone Bear (IRE),J A Heffernan,0,R O'Sullivan,7th,8 l,2,8-11,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Just A City Boy (IRE),D McMonagle,0,J P O'Brien,6th,Nose,2,9-4,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Down The Glen (IRE),D W O'Connor,0,R O'Sullivan,5th,4 3/4 l,2,9-4,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Sir Alfie (IRE),Nicola Burns,7,G M Lyons,4th,Short Head,2,9-12,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,The Piper's Call (IRE),B M Coen,0,Daniel McLoughlin,3rd,2 3/4 l,2,9-2,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Howd'yadoit (IRE),R Whearty,3,G M Lyons,2nd,3 l,2,9-0,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Neolithic (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-4p1,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Theroadtoserfdom (IRE),L T McAteer,0,B W Duke,8th,8 l,2,9-0,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Stone Bear (IRE),J A Heffernan,0,R O'Sullivan,7th,8 l,2,8-11,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Just A City Boy (IRE),D McMonagle,0,J P O'Brien,6th,Nose,2,9-4,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Down The Glen (IRE),D W O'Connor,0,R O'Sullivan,5th,4 3/4 l,2,9-4,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Sir Alfie (IRE),Nicola Burns,7,G M Lyons,4th,Short Head,2,9-12,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,The Piper's Call (IRE),B M Coen,0,Daniel McLoughlin,3rd,2 3/4 l,2,9-2,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Howd'yadoit (IRE),R Whearty,3,G M Lyons,2nd,3 l,2,9-0,-,True,4,8
Naas Racing Results | 5th July 2025 14:32,2025-07-05,14:32,Good (Good To Firm In Places),5f 205y,Neolithic (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-4p1,-,True,4,8
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,James The Second (IRE),T Casey,7,M Mulvany,15th,8 1/2 l,3,9-1,51,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Taudeni (IRE),J S Dalton,7,Louise G Lyons,14th,3 l,3,9-5h1,55,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Breath Of You (FR),P McGettigan,7,Conor Maxwell,13th,1 1/4 l,3,8-8v1,44,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Arcoiris,A Browne-Souza,7,M J Browne,12th,1 1/4 l,4,9-8,52,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Stanhope,S Coen,7,J C McConnell,11th,1/2 l,11,9-3,47,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Miqdaad (IRE),C D Fahy,7,J C McConnell,10th,1 1/4 l,5,9-1b,45,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Eruption (IRE),R Kinkaid,7,J C McConnell,9th,Neck,6,9-9b,53,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Goldmoyne (IRE),M W Hassett,0,T Doyle,8th,1 l,5,9-8,52,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Far At Sea (IRE),R M Mulligan,4,P J F Murphy,7th,1 3/4 l,3,8-10,46,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Hell Left Loose,Nicola Burns,4,D Hogan,6th,Head,9,8-10tp,40,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Lakota Lady (IRE),J Pietropaolo,7,M J Browne,5th,1/2 l,5,8-10b1,40,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Jackandthefox (IRE),J Kearney,0,Miss Jennifer Anne Lynch,4th,3 1/4 l,6,9-3,47,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Carrigans Grove (IRE),R Donaghue-Leahy,7,P J Flynn,3rd,1/2 l,4,10-2,60,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Annie Lavinia (IRE),Sorcha Woods,7,E Lynam,2nd,1 1/2 l,3,9-2tp,52,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,American In Paris (IRE),R Whearty,0,P W Flynn,1st,N/A,5,9-1tv1,45,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,James The Second (IRE),T Casey,7,M Mulvany,15th,8 1/2 l,3,9-1,51,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Taudeni (IRE),J S Dalton,7,Louise G Lyons,14th,3 l,3,9-5h1,55,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Breath Of You (FR),P McGettigan,7,Conor Maxwell,13th,1 1/4 l,3,8-8v1,44,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Arcoiris,A Browne-Souza,7,M J Browne,12th,1 1/4 l,4,9-8,52,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Stanhope,S Coen,7,J C McConnell,11th,1/2 l,11,9-3,47,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Miqdaad (IRE),C D Fahy,7,J C McConnell,10th,1 1/4 l,5,9-1b,45,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Eruption (IRE),R Kinkaid,7,J C McConnell,9th,Neck,6,9-9b,53,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Goldmoyne (IRE),M W Hassett,0,T Doyle,8th,1 l,5,9-8,52,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Far At Sea (IRE),R M Mulligan,4,P J F Murphy,7th,1 3/4 l,3,8-10,46,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Hell Left Loose,Nicola Burns,4,D Hogan,6th,Head,9,8-10tp,40,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Lakota Lady (IRE),J Pietropaolo,7,M J Browne,5th,1/2 l,5,8-10b1,40,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Jackandthefox (IRE),J Kearney,0,Miss Jennifer Anne Lynch,4th,3 1/4 l,6,9-3,47,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Carrigans Grove (IRE),R Donaghue-Leahy,7,P J Flynn,3rd,1/2 l,4,10-2,60,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,Annie Lavinia (IRE),Sorcha Woods,7,E Lynam,2nd,1 1/2 l,3,9-2tp,52,True,4,9
Naas Racing Results | 5th July 2025 15:07,2025-07-05,15:07,Good (Good To Firm In Places),5f 205y,American In Paris (IRE),R Whearty,0,P W Flynn,1st,N/A,5,9-1tv1,45,True,4,9
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Where's Clare (IRE),W M Lordan,0,P F McEnery,8th,8 1/2 l,3,9-9p1,79,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Oxford Rock (IRE),J Pietropaolo,7,J P O'Brien,7th,Nose,3,9-12t1,82,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,White Clover (IRE),B M Coen,0,J G Murphy,6th,2 l,4,9-9p,73,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Irish Rumour (IRE),D McMonagle,0,Miss Jennifer Anne Lynch,5th,1 3/4 l,5,9-3t,67,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Kwa Herini,L T McAteer,0,Kevin Coleman,4th,Neck,4,9-1,65,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Aurora Nova (IRE),Nicola Burns,7,A McNamara,3rd,Short Head,6,9-12,76,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Agouti Bear (IRE),J A Heffernan,0,Daniel Murphy,2nd,2 3/4 l,3,9-7p,77,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Tropical Retreat (IRE),C D Hayes,0,T Mullins,1st,N/A,3,9-1,71,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Where's Clare (IRE),W M Lordan,0,P F McEnery,8th,8 1/2 l,3,9-9p1,79,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Oxford Rock (IRE),J Pietropaolo,7,J P O'Brien,7th,Nose,3,9-12t1,82,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,White Clover (IRE),B M Coen,0,J G Murphy,6th,2 l,4,9-9p,73,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Irish Rumour (IRE),D McMonagle,0,Miss Jennifer Anne Lynch,5th,1 3/4 l,5,9-3t,67,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Kwa Herini,L T McAteer,0,Kevin Coleman,4th,Neck,4,9-1,65,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Aurora Nova (IRE),Nicola Burns,7,A McNamara,3rd,Short Head,6,9-12,76,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Agouti Bear (IRE),J A Heffernan,0,Daniel Murphy,2nd,2 3/4 l,3,9-7p,77,True,4,10
Naas Racing Results | 5th July 2025 15:42,2025-07-05,15:42,Good (Good To Firm In Places),5f 205y,Tropical Retreat (IRE),C D Hayes,0,T Mullins,1st,N/A,3,9-1,71,True,4,10
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Leblon Queen (IRE),C D Hayes,0,A Murray,7th,22 l,2,8-7,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Flanker Jet,J A Heffernan,0,A Murray,6th,6 1/2 l,2,9-4,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Blue Blue Moon (IRE),B M Coen,0,J P Murtagh,5th,4 1/4 l,2,9-1,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Green Soul (IRE),D P McDonogh,0,J P O'Brien,4th,1 1/2 l,2,9-2,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Genchev,J Kearney,0,G M Lyons,3rd,3 l,2,9-0,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,North Coast (IRE),D McMonagle,0,J P O'Brien,2nd,3 1/4 l,2,9-2,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Daytona (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-6,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Leblon Queen (IRE),C D Hayes,0,A Murray,7th,22 l,2,8-7,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Flanker Jet,J A Heffernan,0,A Murray,6th,6 1/2 l,2,9-4,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Blue Blue Moon (IRE),B M Coen,0,J P Murtagh,5th,4 1/4 l,2,9-1,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Green Soul (IRE),D P McDonogh,0,J P O'Brien,4th,1 1/2 l,2,9-2,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Genchev,J Kearney,0,G M Lyons,3rd,3 l,2,9-0,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,North Coast (IRE),D McMonagle,0,J P O'Brien,2nd,3 1/4 l,2,9-2,-,True,4,11
Naas Racing Results | 5th July 2025 16:17,2025-07-05,16:17,Good (Good To Firm In Places),1m,Daytona (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-6,-,True,4,11
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Goddaughter (IRE),R P Cleary,0,T G McCourt,13th,1 l,3,8-11,43,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Churchill Gale (IRE),Alyse Jane Clarke,7,T G McCourt,12th,1 1/4 l,3,9-13t,59,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Blackjack Hills (IRE),J Kearney,3,M J Smith,11th,Head,3,9-12,58,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Undefeatable (IRE),J A Heffernan,0,K Smith,10th,3 l,3,9-5,51,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Galaxy Wonder (IRE),L F Roche,0,A McNamara,9th,Neck,3,9-12b1,58,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Wellwhatshappenin (IRE),P McGettigan,7,P J Hayes,8th,Neck,3,9-12,58,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Mischief Man (IRE),B M Coen,0,J P Murtagh,7th,2 3/4 l,3,9-11t1,57,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Elvetham (IRE),C D Hayes,0,D K Weld,6th,Nose,3,9-8,54,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Whats New (IRE),A J Slattery,0,A Slattery,5th,3/4 l,3,9-11v1,57,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Miss Americana,D P McDonogh,0,C O'Brien,4th,1 1/4 l,3,8-11,43,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Vervain (IRE),W M Lordan,0,J G Murphy,3rd,2 1/2 l,3,9-7p,53,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Lisnadill,D McMonagle,0,A Oliver,2nd,Neck,3,9-7,53,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Casheldale Lass (IRE),R C Colgan,0,A Kinirons,1st,N/A,3,9-11p,57,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Goddaughter (IRE),R P Cleary,0,T G McCourt,13th,1 l,3,8-11,43,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Churchill Gale (IRE),Alyse Jane Clarke,7,T G McCourt,12th,1 1/4 l,3,9-13t,59,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Blackjack Hills (IRE),J Kearney,3,M J Smith,11th,Head,3,9-12,58,True,4,12
Naas Racing Results | 5th July 2025 16:50,2025-07-05,16:50,Good (Good To Firm In Places),1m 2f 84y,Undefeatable (IRE),J A Heffernan,0,K Smith,10th,3 l,3,9-5,51,True,4,12
