track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Grivei (FR),D E Mullins,0,I Madden,14th,3 1/2 l,7,11-1,95,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Sayitfirst (IRE),P J O'Hanlon,0,D Collins,13th,Neck,8,10-10,90,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Imadpour (IRE),B Hayes,0,A McNamara,12th,Neck,4,10-10,94,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Rhythm And Tyne (IRE),P Byrnes,0,C Byrnes,11th,1 1/4 l,4,11-0,98,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Tina Meehan (IRE),D J O'Keeffe,0,Brendan Walsh,10th,1 l,7,11-8,102,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Francois (FR),Mr J H Williamson,7,Mary Ellen Doyle,9th,1 l,9,11-10p,104,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Le Fanu (IRE),S F O'Keeffe,0,Brendan Walsh,8th,1 l,8,10-12,92,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Sydney Cruiser (IRE),E Walsh,0,Ciaran Murphy,6th,Dead Heat,6,10-9,89,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Slamadoor (IRE),P T Smithers,7,J P Fahey,6th,2 1/4 l,5,11-4,98,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Luimneach (IRE),A P Kelly,5,D McDonogh,5th,10 l,7,11-12,106,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Tuckmill (IRE),J Coen,3,Peter Fahey,4th,Neck,8,10-13,93,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Stormalong (IRE),J P Shinnick,7,D Budds,3rd,Head,6,11-7t,101,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Magic Olinger (IRE),J Kearney,5,G Keane,2nd,1 1/4 l,6,11-3t1,97,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Cave Court (IRE),Mr O McGill,7,N C Kelly,1st,N/A,7,12-0,108,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Sainte Baol (FR),J W Kennedy,0,G Elliott,NR,N/A,6,11-7t1,101,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Gekkota (FR),P T Enright,0,T J O'Mara,16th,5 1/2 l,8,11-5,99,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,All In Peder (FR),D J Gilligan,3,M Hourigan,15th,17 l,5,11-1p,95,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Grivei (FR),D E Mullins,0,I Madden,14th,3 1/2 l,7,11-1,95,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Sayitfirst (IRE),P J O'Hanlon,0,D Collins,13th,Neck,8,10-10,90,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Imadpour (IRE),B Hayes,0,A McNamara,12th,Neck,4,10-10,94,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Rhythm And Tyne (IRE),P Byrnes,0,C Byrnes,11th,1 1/4 l,4,11-0,98,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Tina Meehan (IRE),D J O'Keeffe,0,Brendan Walsh,10th,1 l,7,11-8,102,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Francois (FR),Mr J H Williamson,7,Mary Ellen Doyle,9th,1 l,9,11-10p,104,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Le Fanu (IRE),S F O'Keeffe,0,Brendan Walsh,8th,1 l,8,10-12,92,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Sydney Cruiser (IRE),E Walsh,0,Ciaran Murphy,6th,Dead Heat,6,10-9,89,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Slamadoor (IRE),P T Smithers,7,J P Fahey,6th,2 1/4 l,5,11-4,98,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Luimneach (IRE),A P Kelly,5,D McDonogh,5th,10 l,7,11-12,106,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Tuckmill (IRE),J Coen,3,Peter Fahey,4th,Neck,8,10-13,93,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Stormalong (IRE),J P Shinnick,7,D Budds,3rd,Head,6,11-7t,101,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Magic Olinger (IRE),J Kearney,5,G Keane,2nd,1 1/4 l,6,11-3t1,97,True,129,29
Ballinrobe Racing Results | 23rd July 2024 17:53,N/A,17:53,Good To Yielding,2m 1f 64y,Cave Court (IRE),Mr O McGill,7,N C Kelly,1st,N/A,7,12-0,108,True,129,29
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,If Any Man Can (IRE),L Quinlan,3,Mary Ellen Doyle,8th,37 l,4,11-10,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Valsorpresa,J W Kennedy,0,G Elliott,7th,59 l,6,11-11,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,So Easy Way (IRE),D E Mullins,0,I Madden,6th,5 l,8,11-0,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Torquay Road (IRE),D J Gilligan,3,C Collins,5th,3 1/2 l,5,12-0,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Queen Nel (IRE),E Walsh,0,E D Delany,4th,23 l,5,11-12,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Andyourbirdcansing (IRE),S Fitzgerald,0,J P Ryan,3rd,10 l,6,11-0,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Miss Gherkin (IRE),J C Gainford,0,P Croke,2nd,8 l,5,11-8,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Boom Boom Boom,P Byrnes,0,C Byrnes,1st,N/A,7,11-1,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,If Any Man Can (IRE),L Quinlan,3,Mary Ellen Doyle,8th,37 l,4,11-10,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Valsorpresa,J W Kennedy,0,G Elliott,7th,59 l,6,11-11,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,So Easy Way (IRE),D E Mullins,0,I Madden,6th,5 l,8,11-0,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Torquay Road (IRE),D J Gilligan,3,C Collins,5th,3 1/2 l,5,12-0,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Queen Nel (IRE),E Walsh,0,E D Delany,4th,23 l,5,11-12,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Andyourbirdcansing (IRE),S Fitzgerald,0,J P Ryan,3rd,10 l,6,11-0,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Miss Gherkin (IRE),J C Gainford,0,P Croke,2nd,8 l,5,11-8,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:23,N/A,18:23,Good To Yielding,2m 1f 64y,Boom Boom Boom,P Byrnes,0,C Byrnes,1st,N/A,7,11-1,-,True,129,30
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Tom Mcgreevy (IRE),J P O'Sullivan,0,Liz Doyle,8th,26 l,9,11-5ht,116,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Striking (FR),C D Smithers,7,Mrs J Harrington,7th,3 3/4 l,6,11-9,120,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Ankud,J W Kennedy,0,G Elliott,6th,4 l,5,11-13p,124,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Tomas O Maille (IRE),P T Enright,0,M Flannery,5th,1 1/2 l,7,10-2,99,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Cash The Cheque (IRE),D J O'Keeffe,0,Brendan Walsh,4th,3/4 l,6,10-12,109,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Only One Plan (IRE),C Owens,7,P J Rothwell,3rd,1 1/2 l,7,10-0p,97,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Early Arrival (IRE),K Callaghan,5,J Barcoe,2nd,1 1/4 l,9,10-3,100,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Flidais (IRE),D E Mullins,0,J P Ryan,1st,N/A,6,10-6,103,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Tom Mcgreevy (IRE),J P O'Sullivan,0,Liz Doyle,8th,26 l,9,11-5ht,116,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Striking (FR),C D Smithers,7,Mrs J Harrington,7th,3 3/4 l,6,11-9,120,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Ankud,J W Kennedy,0,G Elliott,6th,4 l,5,11-13p,124,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Tomas O Maille (IRE),P T Enright,0,M Flannery,5th,1 1/2 l,7,10-2,99,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Cash The Cheque (IRE),D J O'Keeffe,0,Brendan Walsh,4th,3/4 l,6,10-12,109,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Only One Plan (IRE),C Owens,7,P J Rothwell,3rd,1 1/2 l,7,10-0p,97,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Early Arrival (IRE),K Callaghan,5,J Barcoe,2nd,1 1/4 l,9,10-3,100,True,129,31
Ballinrobe Racing Results | 23rd July 2024 18:53,N/A,18:53,Good To Yielding,2m 1f 64y,Flidais (IRE),D E Mullins,0,J P Ryan,1st,N/A,6,10-6,103,True,129,31
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Brownstone (IRE),J Smith,7,Ian Donoghue,NR,N/A,8,11-10tp,96,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,The Nagger Reidy,S D Torrens,0,Stephen Gerard Carey,NR,N/A,5,11-9,95,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Tropical Image (IRE),G B Noonan,5,E McCarthy,14th,Neck,7,11-5t,91,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Bobbisilver (IRE),J G Gilligan,7,P J Gilligan,13th,3 1/4 l,6,11-8,94,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Ladyeze Man (IRE),K M Donoghue,0,J P Flavin,12th,9 l,6,11-4t,90,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Thebeautifulgame,E Walsh,0,C Collins,11th,34 l,5,11-5,91,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Garcon Doux (IRE),B Hayes,0,P Fenton,10th,4 1/4 l,8,11-9,95,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,The Mass Path (IRE),P Byrnes,0,C Byrnes,9th,2 l,7,11-12,98,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Island Mccoo (IRE),J J Slevin,0,B T Murphy,8th,7 l,7,11-11,97,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,7th,2 l,5,11-3tp1,89,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Ballagh Star (IRE),D King,0,Mrs Y Dunleavy,6th,1 3/4 l,6,11-4tp,90,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,True Or False (IRE),A Harvey,7,D McNamara,5th,13 l,7,11-7,93,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Circus Act (IRE),D J Gilligan,3,J Nash,4th,2 l,5,11-9b,95,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Boskill Borden (IRE),Cian Cullinan,7,P G Fahey,3rd,3 1/4 l,5,11-12b,98,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Ranger Billy (IRE),D Meyler,0,E Doyle,2nd,5 l,8,11-2,88,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Kilashee (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,9,11-6,92,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Brownstone (IRE),J Smith,7,Ian Donoghue,NR,N/A,8,11-10tp,96,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,The Nagger Reidy,S D Torrens,0,Stephen Gerard Carey,NR,N/A,5,11-9,95,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Tropical Image (IRE),G B Noonan,5,E McCarthy,14th,Neck,7,11-5t,91,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Bobbisilver (IRE),J G Gilligan,7,P J Gilligan,13th,3 1/4 l,6,11-8,94,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Ladyeze Man (IRE),K M Donoghue,0,J P Flavin,12th,9 l,6,11-4t,90,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Thebeautifulgame,E Walsh,0,C Collins,11th,34 l,5,11-5,91,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Garcon Doux (IRE),B Hayes,0,P Fenton,10th,4 1/4 l,8,11-9,95,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,The Mass Path (IRE),P Byrnes,0,C Byrnes,9th,2 l,7,11-12,98,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Island Mccoo (IRE),J J Slevin,0,B T Murphy,8th,7 l,7,11-11,97,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,7th,2 l,5,11-3tp1,89,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Ballagh Star (IRE),D King,0,Mrs Y Dunleavy,6th,1 3/4 l,6,11-4tp,90,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,True Or False (IRE),A Harvey,7,D McNamara,5th,13 l,7,11-7,93,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Circus Act (IRE),D J Gilligan,3,J Nash,4th,2 l,5,11-9b,95,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Boskill Borden (IRE),Cian Cullinan,7,P G Fahey,3rd,3 1/4 l,5,11-12b,98,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Ranger Billy (IRE),D Meyler,0,E Doyle,2nd,5 l,8,11-2,88,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:23,N/A,19:23,Good To Yielding,2m 6f,Kilashee (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,9,11-6,92,True,129,32
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Inforapenny (IRE),A P Kelly,5,M Fahey,NR,N/A,8,12-0p,102,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Meadow Soprano (DEN),B W Harvey,0,J C McConnell,NR,N/A,6,11-0p,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Moulane West (IRE),P T Enright,0,M M McNiff,F,N/A,8,11-0t,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Ivy Hall (IRE),S F O'Keeffe,0,J P Ryan,BD,N/A,6,11-7p,95,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Knocknaconnery (IRE),J J Slevin,0,S Curling,13th,4 3/4 l,8,10-13,87,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Stellar Symphony (IRE),J P Shinnick,7,T O'Brien,12th,2 l,9,11-3t,91,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Klassman (IRE),S Fitzgerald,0,S Nolan,11th,3 1/2 l,6,10-13t1,87,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Mywayorthehighway (IRE),J P O'Sullivan,0,P J Rothwell,10th,1 1/2 l,5,11-0tp1,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Glenmorefiftyfour (IRE),L Quinlan,3,R Hackett,9th,1 3/4 l,8,10-13t,87,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Sovereign Duke (GER),P Hanlon,7,J J Hanlon,8th,2 1/4 l,9,11-0b,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,On My Bike (IRE),K M Donoghue,0,G P Cromwell,7th,4 1/2 l,6,11-12,100,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,And Still I Rise (IRE),D E Mullins,0,John F O'Neill,6th,1 1/2 l,7,10-11,85,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Down The Park (IRE),P J O'Hanlon,0,D A McLoughlin,5th,8 l,6,10-12,86,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Duty Bound,C Stone-Walsh,5,J P Flavin,4th,3/4 l,5,12-0t,102,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Younowhatimean (IRE),G B Noonan,5,E McCarthy,3rd,Head,7,11-0tb1,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,My Friend The Wind (IRE),C P McNamara,0,E McNamara,2nd,3 1/4 l,9,11-12,100,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Tilloughna (IRE),D J O'Keeffe,0,D Budds,1st,N/A,6,11-3t,91,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Inforapenny (IRE),A P Kelly,5,M Fahey,NR,N/A,8,12-0p,102,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Meadow Soprano (DEN),B W Harvey,0,J C McConnell,NR,N/A,6,11-0p,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Moulane West (IRE),P T Enright,0,M M McNiff,F,N/A,8,11-0t,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Ivy Hall (IRE),S F O'Keeffe,0,J P Ryan,BD,N/A,6,11-7p,95,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Knocknaconnery (IRE),J J Slevin,0,S Curling,13th,4 3/4 l,8,10-13,87,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Stellar Symphony (IRE),J P Shinnick,7,T O'Brien,12th,2 l,9,11-3t,91,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Klassman (IRE),S Fitzgerald,0,S Nolan,11th,3 1/2 l,6,10-13t1,87,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Mywayorthehighway (IRE),J P O'Sullivan,0,P J Rothwell,10th,1 1/2 l,5,11-0tp1,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Glenmorefiftyfour (IRE),L Quinlan,3,R Hackett,9th,1 3/4 l,8,10-13t,87,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Sovereign Duke (GER),P Hanlon,7,J J Hanlon,8th,2 1/4 l,9,11-0b,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,On My Bike (IRE),K M Donoghue,0,G P Cromwell,7th,4 1/2 l,6,11-12,100,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,And Still I Rise (IRE),D E Mullins,0,John F O'Neill,6th,1 1/2 l,7,10-11,85,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Down The Park (IRE),P J O'Hanlon,0,D A McLoughlin,5th,8 l,6,10-12,86,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Duty Bound,C Stone-Walsh,5,J P Flavin,4th,3/4 l,5,12-0t,102,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Younowhatimean (IRE),G B Noonan,5,E McCarthy,3rd,Head,7,11-0tb1,88,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,My Friend The Wind (IRE),C P McNamara,0,E McNamara,2nd,3 1/4 l,9,11-12,100,True,129,33
Ballinrobe Racing Results | 23rd July 2024 19:53,N/A,19:53,Good To Yielding,2m 6f,Tilloughna (IRE),D J O'Keeffe,0,D Budds,1st,N/A,6,11-3t,91,True,129,33
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Leave In Secret (IRE),Mr F R Buckley,7,T Gibney,NR,N/A,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Base Of Fire (IRE),Mr P W Mullins,0,R O'Brien,PU,N/A,5,12-0h1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Kilroe Champ (IRE),Mr A P Ryan,7,J Neilan,14th,71 l,7,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Brave Crogha (FR),Miss A B O'Connor,0,I Madden,13th,8 l,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Notevenatext (IRE),Mr D J Walsh,7,Brendan Walsh,12th,15 l,6,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Stand Back,Mr J L Gleeson,5,H De Bromhead,11th,7 l,5,12-0t1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Howsagoinlike (IRE),Mr L P Shanahan,7,R O'Sullivan,10th,1 3/4 l,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Love Like This (IRE),Mr D Doyle,7,J P Ryan,9th,19 l,6,11-7,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Jazzwing (IRE),Mr J H Williamson,7,Peter Fahey,8th,6 l,6,11-7,-,True,129,34
